|6.6.6
Archiving\03_Data\frac/QFM_m5/NWA1068/NWA1068_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1566.42        2500.00        99.1094                 NaN            NaN            NaN            NaN  0.429755E-001  0.847600                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8470                 NaN            NaN            NaN            NaN  0.598706E-001   1.09318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8614                 NaN            NaN            NaN            NaN  0.599502E-001   1.07863                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8830                 NaN            NaN            NaN            NaN  0.593628E-001   1.05767                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8926                 NaN            NaN            NaN            NaN  0.572978E-001   1.05015                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9080                 NaN            NaN            NaN            NaN  0.561900E-001   1.03578                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.9203                 NaN            NaN            NaN            NaN  0.544454E-001   1.02525                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.9349                 NaN            NaN            NaN            NaN  0.524664E-001   1.01266                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.7899                 NaN            NaN            NaN            NaN  0.145199E-001  0.477644       0.717897                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.6811                 NaN            NaN            NaN            NaN  0.691149E-002  0.659025E-001   1.24606                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.6846                 NaN            NaN            NaN            NaN            NaN  0.524607E-001   1.26298                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.6820                 NaN            NaN            NaN            NaN            NaN  0.414141E-001   1.27657                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.6806                 NaN            NaN            NaN            NaN            NaN  0.277370E-001   1.29171                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.6748                 NaN            NaN            NaN            NaN            NaN  0.139136E-001   1.31133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.6616                 NaN            NaN            NaN            NaN            NaN  0.858530E-003   1.33753                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.6686                 NaN            NaN            NaN            NaN            NaN            NaN   1.33145                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.6518                 NaN            NaN            NaN            NaN            NaN            NaN   1.34818                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.6313                 NaN            NaN            NaN            NaN            NaN            NaN   1.36873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.6010                 NaN            NaN            NaN  0.264562E-002            NaN            NaN   1.39634                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.0966                 NaN            NaN            NaN  0.112822E-001            NaN            NaN   1.04648       0.845640                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.9029                 NaN            NaN            NaN  0.956616E-002            NaN            NaN   1.22756       0.859993                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.9483                 NaN            NaN            NaN  0.913917E-002            NaN            NaN  0.843857        1.19875                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.9813                 NaN            NaN            NaN  0.876157E-002            NaN            NaN   1.17867       0.831267                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.0151                 NaN            NaN            NaN  0.835892E-002            NaN            NaN  0.817969        1.15856                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.0488                 NaN            NaN            NaN  0.797725E-002            NaN            NaN  0.805369        1.13782                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.0826                 NaN            NaN            NaN  0.762238E-002            NaN            NaN  0.792249        1.11749                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.1122                 NaN            NaN            NaN  0.732444E-002            NaN            NaN  0.780387        1.10011                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1448                 NaN            NaN            NaN  0.692860E-002            NaN            NaN   1.07993       0.768299                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.1662                 NaN  0.437790E-002            NaN  0.646005E-002            NaN            NaN   1.07215       0.750802                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.1134                 NaN  0.473579E-001            NaN  0.466523E-002            NaN            NaN   1.14846       0.686073                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.1456                 NaN  0.460116E-001            NaN  0.439860E-002            NaN            NaN  0.677571        1.12638                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.1715                 NaN  0.447825E-001            NaN  0.414041E-002            NaN            NaN   1.10888       0.670662                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.2121                 NaN  0.432094E-001            NaN  0.387462E-002            NaN            NaN   1.08174       0.659075                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.2376                 NaN  0.421942E-001            NaN  0.364146E-002            NaN            NaN  0.651681        1.06489                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.2659                 NaN  0.409723E-001            NaN  0.341276E-002            NaN            NaN   1.04596       0.643716                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.2938                 NaN  0.398271E-001            NaN  0.318305E-002            NaN            NaN   1.02781       0.635348                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.3199                 NaN  0.386313E-001            NaN  0.295762E-002            NaN            NaN  0.627709        1.01085                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.3497                 NaN  0.375600E-001            NaN  0.277106E-002            NaN            NaN  0.617975       0.992041                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.3729                 NaN  0.365076E-001            NaN  0.256623E-002            NaN            NaN  0.610823       0.977203                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        96.1160                 NaN  0.902650E-001            NaN  0.487610E-002            NaN            NaN   1.42495        2.36394                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        99.9972                 NaN            NaN            NaN            NaN            NaN            NaN  0.275929E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        99.2021                 NaN  0.130226E-001            NaN  0.121979E-002            NaN            NaN  0.472931       0.310766                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.4688                 NaN  0.321688E-001            NaN  0.184497E-002            NaN            NaN  0.917404       0.579808                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.4904                 NaN  0.312940E-001            NaN  0.169065E-002            NaN            NaN  0.572078       0.904533                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.5129                 NaN  0.301906E-001            NaN  0.153921E-002            NaN            NaN  0.564702       0.890661                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.5338                 NaN  0.291752E-001            NaN  0.139166E-002            NaN            NaN  0.878053       0.557615                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.5541                 NaN  0.282984E-001            NaN  0.125857E-002            NaN            NaN  0.865890       0.550491                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.5738                 NaN  0.273454E-001            NaN  0.112803E-002            NaN            NaN  0.854268       0.543477                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.5937                 NaN  0.264323E-001            NaN  0.101328E-002            NaN            NaN  0.842482       0.536415                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.6122                 NaN  0.254918E-001            NaN  0.885967E-003            NaN            NaN  0.831626       0.529821                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.6306                 NaN  0.246435E-001            NaN  0.791190E-003            NaN            NaN  0.522995       0.820987                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.5168                 NaN  0.308135E-001            NaN  0.151574E-003            NaN            NaN  0.560336       0.833739                 NaN  0.582004E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.2248                 NaN  0.152444                 NaN            NaN            NaN            NaN   1.33688        1.18455                 NaN   1.10134                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.3898                 NaN  0.144154                 NaN            NaN            NaN            NaN   1.28097        1.13199                 NaN   1.05311                 NaN            NaN            NaN            NaN
  1431.08        2500.00        96.5430                 NaN  0.136684                 NaN            NaN            NaN            NaN   1.08395        1.22799                 NaN   1.00839                 NaN            NaN            NaN            NaN
  1428.57        2500.00        96.6850                 NaN  0.129889                 NaN            NaN            NaN            NaN   1.03850        1.17945                 NaN  0.967151                 NaN            NaN            NaN            NaN
  1426.07        2500.00        96.8170                 NaN  0.122986                 NaN            NaN            NaN            NaN  0.996086        1.13567                 NaN  0.928273                 NaN            NaN            NaN            NaN
  1423.56        2500.00        96.9397                 NaN  0.116901                 NaN            NaN            NaN            NaN  0.956364        1.09493                 NaN  0.892076                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.0541                 NaN  0.110706                 NaN            NaN            NaN            NaN  0.918155        1.05809                 NaN  0.858964                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.1634                 NaN  0.105370                 NaN            NaN            NaN            NaN  0.883301        1.02154                 NaN  0.826412                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.2632                 NaN  0.100394                 NaN            NaN            NaN            NaN  0.850931       0.988400                 NaN  0.797108                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.3570                 NaN  0.956854E-001            NaN            NaN            NaN            NaN  0.957380       0.820498                 NaN  0.769409                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4466                 NaN  0.911422E-001            NaN            NaN            NaN            NaN  0.791436       0.927970                 NaN  0.742850                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5302                 NaN  0.866866E-001            NaN            NaN            NaN            NaN  0.763221       0.901721                 NaN  0.718201                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6089                 NaN  0.826362E-001            NaN            NaN            NaN            NaN  0.875899       0.737819                 NaN  0.694702                 NaN            NaN            NaN            NaN
  1403.51        2500.00        97.6841                 NaN  0.786403E-001            NaN            NaN            NaN            NaN  0.852601       0.712129                 NaN  0.672564                 NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7548                 NaN  0.749369E-001            NaN            NaN            NaN            NaN  0.830140       0.688683                 NaN  0.651467                 NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8218                 NaN  0.713721E-001            NaN            NaN            NaN            NaN  0.809445       0.665884                 NaN  0.631513                 NaN            NaN            NaN            NaN
  1395.99        2500.00        97.8852                 NaN  0.680584E-001            NaN            NaN            NaN            NaN  0.644644       0.789297                 NaN  0.612754                 NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9453                 NaN  0.646714E-001            NaN            NaN            NaN            NaN  0.623172       0.772109                 NaN  0.594790                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.0038                 NaN  0.616537E-001            NaN            NaN            NaN            NaN  0.753160       0.604100                 NaN  0.577304                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.0578                 NaN  0.587394E-001            NaN            NaN            NaN            NaN  0.585484       0.736675                 NaN  0.561322                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.1093                 NaN  0.560651E-001            NaN            NaN            NaN            NaN  0.721026       0.567956                 NaN  0.545702                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.1600                 NaN  0.530546E-001            NaN            NaN            NaN            NaN  0.706481       0.549910                 NaN  0.530552                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.2058                 NaN  0.504523E-001            NaN            NaN            NaN            NaN  0.693142       0.533896                 NaN  0.516751                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.2520                 NaN  0.477718E-001            NaN            NaN            NaN            NaN  0.680045       0.517331                 NaN  0.502840                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.2945                 NaN  0.454529E-001            NaN            NaN            NaN            NaN  0.667317       0.502591                 NaN  0.490143                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.3361                 NaN  0.430463E-001            NaN            NaN            NaN            NaN  0.656268       0.486741                 NaN  0.477871                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.3751                 NaN  0.406355E-001            NaN            NaN            NaN            NaN  0.645509       0.472848                 NaN  0.465877                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.4113                 NaN  0.384491E-001            NaN            NaN            NaN            NaN  0.635913       0.459304                 NaN  0.455005                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.4498                 NaN  0.362329E-001            NaN            NaN            NaN            NaN  0.445440       0.625186                 NaN  0.443341                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.4823                 NaN  0.342450E-001            NaN            NaN            NaN            NaN  0.433614       0.616381                 NaN  0.433503                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.5168                 NaN  0.320080E-001            NaN            NaN            NaN            NaN  0.608202       0.419967                 NaN  0.423059                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.5480                 NaN  0.300978E-001            NaN            NaN            NaN            NaN  0.407790       0.600424                 NaN  0.413710                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.5782                 NaN  0.280706E-001            NaN            NaN            NaN            NaN  0.395964       0.593230                 NaN  0.404549                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.6076                 NaN  0.262460E-001            NaN            NaN            NaN            NaN  0.384325       0.586154                 NaN  0.395701                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.6352                 NaN  0.243429E-001            NaN            NaN            NaN            NaN  0.373317       0.579837                 NaN  0.387287                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.6618                 NaN  0.225012E-001            NaN            NaN            NaN            NaN  0.361844       0.574569                 NaN  0.379309                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.6879                 NaN  0.206316E-001            NaN            NaN            NaN            NaN  0.568708       0.351436                 NaN  0.371303                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.7124                 NaN  0.188803E-001            NaN            NaN            NaN            NaN  0.340845       0.563923                 NaN  0.363949                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.7357                 NaN  0.173286E-001            NaN            NaN            NaN            NaN  0.331198       0.558898                 NaN  0.356859                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.7590                 NaN  0.156675E-001            NaN            NaN            NaN            NaN  0.320494       0.554887                 NaN  0.349947                 NaN            NaN            NaN            NaN
  1335.84        2500.00        98.7806                 NaN  0.140611E-001            NaN            NaN            NaN            NaN  0.310812       0.551123                 NaN  0.343445                 NaN            NaN            NaN            NaN
  1333.33        2500.00        98.8014                 NaN  0.122084E-001            NaN            NaN            NaN            NaN  0.300572       0.548739                 NaN  0.337085                 NaN            NaN            NaN            NaN
  1330.83        2500.00        98.8211                 NaN  0.106095E-001            NaN            NaN            NaN            NaN  0.291307       0.545868                 NaN  0.331137                 NaN            NaN            NaN            NaN
  1328.32        2500.00        98.8402                 NaN  0.911276E-002            NaN            NaN            NaN            NaN  0.543661       0.281469                 NaN  0.325584                 NaN            NaN            NaN            NaN
  1325.81        2500.00        98.8595                 NaN  0.750458E-002            NaN            NaN            NaN            NaN  0.541425       0.271945                 NaN  0.319616                 NaN            NaN            NaN            NaN
  1323.31        2500.00        98.8763                 NaN  0.584158E-002            NaN            NaN            NaN            NaN  0.540762       0.262492                 NaN  0.314633                 NaN            NaN            NaN            NaN
  1320.80        2500.00        98.8931                 NaN  0.431813E-002            NaN            NaN            NaN            NaN  0.252932       0.540027                 NaN  0.309671                 NaN            NaN            NaN            NaN
  1318.30        2500.00        98.9083                 NaN  0.257827E-002            NaN            NaN            NaN            NaN  0.541383       0.242641                 NaN  0.305112                 NaN            NaN            NaN            NaN
  1315.79        2500.00        98.9250                 NaN  0.115669E-002            NaN            NaN            NaN            NaN  0.233562       0.540163                 NaN  0.300155                 NaN            NaN            NaN            NaN
  1313.28        2500.00        98.9389                 NaN  0.472052E-004            NaN            NaN            NaN            NaN  0.539621       0.225275                 NaN  0.296196                 NaN            NaN            NaN            NaN
  1310.78        2500.00        83.7872                 NaN  0.258524                 NaN            NaN            NaN            NaN   1.81423        2.58891                 NaN   2.02286        9.52824                 NaN            NaN            NaN
  1308.27        2500.00        81.6330                 NaN  0.301989                 NaN            NaN            NaN            NaN   2.04265        2.81072                 NaN   2.24625        10.9654                 NaN            NaN            NaN
  1305.76        2500.00        84.1024                 NaN  0.266005                 NaN            NaN            NaN            NaN   1.78450        2.42199                 NaN   1.94772        9.47742                 NaN            NaN            NaN
  1303.26        2500.00        86.0347                 NaN  0.236667                 NaN            NaN            NaN            NaN   2.12835        1.57572                 NaN   1.71510        8.30943                 NaN            NaN            NaN
  1300.75        2500.00        87.5903                 NaN  0.212937                 NaN            NaN            NaN            NaN   1.40560        1.89720                 NaN   1.52840        7.36559                 NaN            NaN            NaN
  1298.25        2500.00        88.8726                 NaN  0.192736                 NaN            NaN            NaN            NaN   1.71414        1.26065                 NaN   1.37517        6.58472                 NaN            NaN            NaN
  1295.74        2500.00        89.9451                 NaN  0.175507                 NaN            NaN            NaN            NaN   1.13612        1.56655                 NaN   1.24723        5.92950                 NaN            NaN            NaN
  1293.23        2500.00        86.2037                 NaN  0.851206E-001            NaN            NaN            NaN            NaN   1.21387        2.00524                 NaN   1.61291        8.23483       0.644325                 NaN            NaN
  1290.73        2500.00        86.8202                 NaN  0.562146E-001            NaN            NaN            NaN            NaN   1.98289        1.00837                 NaN   1.52376        7.87699       0.731563                 NaN            NaN
  1288.22        2500.00        88.4672                 NaN  0.516646E-001            NaN            NaN            NaN            NaN   1.72196       0.903852                 NaN   1.33460        6.87916       0.641579                 NaN            NaN
  1285.71        2500.00        89.7870                 NaN  0.468061E-001            NaN            NaN            NaN            NaN  0.826207        1.51128                 NaN   1.18313        6.07649       0.569118                 NaN            NaN
  1283.21        2500.00        90.8565                 NaN  0.421979E-001            NaN            NaN            NaN            NaN  0.766595        1.34073                 NaN   1.06029        5.42373       0.509968                 NaN            NaN
  1280.70        2500.00        91.7346                 NaN  0.377959E-001            NaN            NaN            NaN            NaN   1.19976       0.721398                 NaN  0.959441        4.88615       0.460860                 NaN            NaN
  1278.20        2500.00        92.4661                 NaN  0.336680E-001            NaN            NaN            NaN            NaN   1.08268       0.685932                 NaN  0.875391        4.43684       0.419408                 NaN            NaN
  1275.69        2500.00        93.0809                 NaN  0.299537E-001            NaN            NaN            NaN            NaN  0.983781       0.658233                 NaN  0.804585        4.05853       0.383977                 NaN            NaN
  1273.18        2500.00        93.6033                 NaN  0.265070E-001            NaN            NaN            NaN            NaN  0.896833       0.638634                 NaN  0.744441        3.73698       0.353295                 NaN            NaN
  1270.68        2500.00        94.0536                 NaN  0.234736E-001            NaN            NaN            NaN            NaN  0.830952       0.615806                 NaN  0.692054        3.45759       0.326509                 NaN            NaN
  1268.17        2500.00        94.4454                 NaN  0.206744E-001            NaN            NaN            NaN            NaN  0.766057       0.602656                 NaN  0.646880        3.21577       0.302565                 NaN            NaN
  1265.66        2500.00        94.7857                 NaN  0.183191E-001            NaN            NaN            NaN            NaN  0.589975       0.712553                 NaN  0.607200        3.00494       0.281275                 NaN            NaN
  1263.16        2500.00        95.0860                 NaN  0.160897E-001            NaN            NaN            NaN            NaN  0.578729       0.665493                 NaN  0.572304        2.81911       0.262234                 NaN            NaN
  1260.65        2500.00        95.3505                 NaN            NaN            NaN            NaN  0.132880                 NaN  0.915048                 NaN            NaN  0.516558        2.79375       0.291230                 NaN            NaN
  1258.15        2500.00        94.8372                 NaN  0.156680                 NaN            NaN  0.103475                 NaN   1.07347                 NaN            NaN  0.607037        3.05017       0.171946                 NaN            NaN
  1255.64        2500.00        80.7342                 NaN            NaN            NaN            NaN  0.895785                 NaN   3.19052                 NaN            NaN   1.73728        9.84127       0.705932        2.89498                 NaN
  1253.13        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.31582        5.51295        13.7807                 NaN   6.25074        46.5902        2.23967        15.3232        4.98674     
  1250.63        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.36490        5.29978        13.9842                 NaN   6.26291        46.6242        2.21779        15.3443        4.90194     
  1248.12        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.42202        5.05053        14.1830                 NaN   6.29036        46.6543        2.20749        15.3717        4.82063     
  1245.61        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.52372        4.70503        14.4552                 NaN   6.31201        46.6842        2.18678        15.3959        4.73717     
  1243.11        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   5.12983        13.2865        6.30861                 NaN   6.55522        46.4725        2.20535        15.4114        4.63068     
  1240.60        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.47679        13.5151        6.48890                 NaN   6.86264        46.2976        2.32571        15.4757        4.55751     
  1238.10        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.45308        13.7592        6.24352                 NaN   6.91393        46.3155        2.33122        15.5092        4.47433     
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.34325        13.8046        6.25829                 NaN   6.98838        46.3172        2.35128        15.5464        4.39058     
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.21627        13.7378        6.40104                 NaN   7.06105        46.3210        2.37401        15.5838        4.30510     
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   4.08565        13.6489        6.56918                 NaN   7.13331        46.3257        2.39732        15.6215        4.21840     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.96815        13.6330        6.65932                 NaN   7.20511        46.3294        2.41662        15.6582        4.13016     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.85439        13.6379        6.72741                 NaN   7.27703        46.3328        2.43469        15.6949        4.04086     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.74038        13.6423        6.79639                 NaN   7.34927        46.3366        2.45270        15.7318        3.95050     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.62609        13.6464        6.86623                 NaN   7.42185        46.3406        2.47068        15.7691        3.85908     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.51153        13.6502        6.93676                 NaN   7.49474        46.3449        2.48861        15.8066        3.76672     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.39671        13.6537        7.00789                 NaN   7.56795        46.3494        2.50651        15.8444        3.67341     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.28190        13.6574        7.07924                 NaN   7.64139        46.3542        2.52432        15.8824        3.57913     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.36772       0.127887E-004   11.3351        10.1269        7.91966        46.5188        3.04111        16.1073        3.58339     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.06191        13.6654        7.21518                 NaN   7.78495        46.3690        2.55821        15.9593        3.38601     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.95144        13.6698        7.28354                 NaN   7.85725        46.3767        2.57510        15.9981        3.28804     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.84066        13.6745        7.35206                 NaN   7.92990        46.3842        2.59194        16.0370        3.18984     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.72954        13.6794        7.42083                 NaN   8.00290        46.3928        2.60875        16.0766        3.08918     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.61818        13.6847        7.48963                 NaN   8.07622        46.4018        2.62551        16.1165        2.98749     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.50648        13.6904        7.55859                 NaN   8.14991        46.4110        2.64224        16.1567        2.88472     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.39447        13.6965        7.62763                 NaN   8.22395        46.4205        2.65892        16.1972        2.78089     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.28219        13.7030        7.69672                 NaN   8.29834        46.4303        2.67555        16.2380        2.67599     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.16958        13.7099        7.76584                 NaN   8.37309        46.4404        2.69214        16.2790        2.57000     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.05669        13.7174        7.83497                 NaN   8.44820        46.4507        2.70868        16.3204        2.46291     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.94344        13.7252        7.90419                 NaN   8.52370        46.4622        2.72518        16.3626        2.35347     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.82993        13.7337        7.97333                 NaN   8.59955        46.4736        2.74162        16.4048        2.24348     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.71611        13.7427        8.04244                 NaN   8.67578        46.4854        2.75802        16.4474        2.13220     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.60198        13.7522        8.11151                 NaN   8.75240        46.4976        2.77436        16.4904        2.01961     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.48753        13.7623        8.18057                 NaN   8.82940        46.5102        2.79065        16.5337        1.90572     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.37276        13.7729        8.24955                 NaN   8.90680        46.5232        2.80689        16.5774        1.79048     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.25769        13.7841        8.31850                 NaN   8.98459        46.5366        2.82307        16.6215        1.67390     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.14545        13.8003        8.38091                 NaN   9.06200        46.5509        2.83861        16.6659        1.55592     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.04622        13.8353        8.41607                 NaN   9.13651        46.5679        2.85155        16.7100        1.43641     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.949543        13.8714        8.44885                 NaN   9.21027        46.5861        2.86392        16.7544        1.31541     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.855318        13.9086        8.47931                 NaN   9.28331        46.6057        2.87573        16.7991        1.19291     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.29232        8.32573        13.7843                 NaN   8.77419        47.1386        2.82110        16.8164        1.04734     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.50062        17.6982        3.07243                 NaN   8.64239        47.1393        2.32775        16.7416       0.877799     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.50333        17.6588        3.10888                 NaN   8.67163        47.1993        2.32570        16.7845       0.747907     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.207508        11.7717        10.4547                 NaN   9.12141        47.3819        3.20841        17.1036       0.750660     
