|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/EETA/EETA_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          O(HP)          ilm            San(TH)        q             
  1181.34        500.000                 NaN            NaN   7.35277                 NaN   7.36929        3.56562                 NaN  0.850130        41.4276        39.4346     
  1180.31        500.000                 NaN            NaN   7.24606                 NaN   7.36866        3.64511                 NaN  0.851539        41.4307        39.4580     
  1179.27        500.000                 NaN            NaN   7.22256                 NaN   7.36876        3.66128                 NaN  0.852336        41.4324        39.4627     
  1178.23        500.000                 NaN            NaN   7.18768                 NaN   7.36746        3.68424                 NaN  0.854326        41.4370        39.4693     
  1177.20        500.000                 NaN            NaN   7.16043                 NaN   7.36694        3.70254                 NaN  0.855616        41.4398        39.4747     
  1176.16        500.000                 NaN            NaN   7.19941                 NaN   7.36956        3.67793                 NaN  0.853089        41.4322        39.4678     
  1175.12        500.000                 NaN            NaN   7.11104                 NaN   7.36633        3.73576                 NaN  0.857930        41.4445        39.4845     
  1174.09        500.000                 NaN            NaN   7.08204                 NaN   7.36557        3.75532                 NaN  0.859239        41.4477        39.4901     
  1173.05        500.000                 NaN            NaN   7.11964                 NaN   7.36808        3.73159                 NaN  0.856896        41.4402        39.4836     
  1172.02        500.000                 NaN            NaN   7.03809                 NaN   7.36514        3.78482                 NaN  0.861490        41.4513        39.4991     
  1170.98        500.000                 NaN            NaN   7.01487                 NaN   7.36391        3.80065                 NaN  0.862426        41.4545        39.5036     
  1169.94        500.000                 NaN            NaN   6.99604                 NaN   7.36361        3.81359                 NaN  0.863217        41.4560        39.5076     
  1168.91        500.000                 NaN            NaN   6.97607                 NaN   7.36248        3.82712                 NaN  0.864242        41.4585        39.5116     
  1167.87        500.000                 NaN            NaN   6.94981                 NaN   7.36374        3.84444                 NaN  0.865472        41.4599        39.5166     
  1166.83        500.000                 NaN            NaN   6.92924                 NaN   7.36339        3.85847                 NaN  0.866357        41.4618        39.5207     
  1165.80        500.000                 NaN            NaN   6.91093                 NaN   7.36201        3.87082                 NaN  0.867273        41.4645        39.5245     
  1164.76        500.000                 NaN            NaN   6.89307                 NaN   7.36295        3.88288                 NaN  0.868052        41.4651        39.5279     
  1163.73        500.000                 NaN            NaN   6.87243                 NaN   7.36280        3.89671                 NaN  0.869004        41.4670        39.5321     
  1162.69        500.000                 NaN            NaN   6.85405                 NaN   7.36148        3.90914                 NaN  0.869847        41.4695        39.5360     
  1161.65        500.000                 NaN            NaN   6.87951                 NaN   7.36405        3.89336                 NaN  0.868078        41.4635        39.5315     
  1160.62        500.000                 NaN            NaN   6.86261                 NaN   7.36435        3.90490                 NaN  0.868830        41.4643        39.5350     
  1159.58        500.000                 NaN            NaN   6.84580                 NaN   7.36433        3.91624                 NaN  0.869630        41.4656        39.5384     
  1158.54        500.000                 NaN            NaN   6.82833                 NaN   7.36436        3.92816                 NaN  0.870403        41.4667        39.5420     
  1157.51        500.000                 NaN            NaN   6.81124                 NaN   7.36435        3.93974                 NaN  0.871169        41.4680        39.5455     
  1156.47        500.000                 NaN            NaN   6.74698                 NaN   7.36253        3.98132                 NaN  0.874822        41.4768        39.5576     
  1155.44        500.000                 NaN            NaN   6.77688                 NaN   7.36454        3.96302                 NaN  0.872712        41.4703        39.5526     
  1154.40        500.000                 NaN            NaN   6.76105                 NaN   7.36457        3.97386                 NaN  0.873411        41.4712        39.5559     
  1153.36        500.000                 NaN            NaN   6.77569                 NaN   7.36506        3.96579                 NaN  0.871989        41.4676        39.5539     
  1152.33        500.000                 NaN            NaN   6.75443                 NaN   7.36517        3.97946                 NaN  0.873297        41.4696        39.5580     
  1151.29        500.000                 NaN            NaN   6.71147                 NaN   7.36361        4.00713                 NaN  0.875746        41.4763        39.5658     
  1150.25        500.000                 NaN            NaN   6.73206                 NaN   7.36515        3.99521                 NaN  0.874147        41.4705        39.5629     
  1149.22        500.000                 NaN            NaN   6.71592                 NaN   7.36516        4.00622                 NaN  0.874880        41.4714        39.5665     
  1148.18        500.000                 NaN            NaN   6.70287                 NaN   7.36513        4.01518                 NaN  0.875424        41.4723        39.5691     
  1147.15        500.000                 NaN            NaN   6.60718                 NaN   7.36181        4.07617                 NaN  0.881101        41.4872        39.5866     
  1146.11        500.000                 NaN            NaN   6.59753                 NaN   7.36164        4.08332                 NaN  0.881363        41.4872        39.5889     
  1145.07        500.000                 NaN            NaN   6.58732                 NaN   7.36193        4.09045                 NaN  0.881770        41.4873        39.5913     
  1144.04        500.000                 NaN            NaN   6.57686                 NaN   7.36212        4.09776                 NaN  0.882181        41.4875        39.5936     
  1143.00        500.000                 NaN            NaN   6.56650                 NaN   7.36238        4.10498                 NaN  0.882606        41.4876        39.5959     
  1141.96        500.000                 NaN            NaN   6.55636                 NaN   7.36276        4.11202                 NaN  0.883028        41.4876        39.5982     
  1140.93        500.000                 NaN            NaN   6.54693                 NaN   7.36308        4.11866                 NaN  0.883367        41.4877        39.6003     
  1139.89        500.000                 NaN            NaN   6.53618                 NaN   7.36302        4.12622                 NaN  0.883740        41.4881        39.6027     
  1138.86        500.000                 NaN            NaN   6.52659                 NaN   7.36324        4.13318                 NaN  0.884058        41.4879        39.6050     
  1137.82        500.000                 NaN            NaN   6.51612                 NaN   7.36377        4.14027                 NaN  0.884448        41.4883        39.6071     
  1136.78        500.000                 NaN            NaN   6.50689                 NaN   7.36366        4.14700                 NaN  0.884795        41.4882        39.6095     
  1135.75        500.000                 NaN            NaN   6.49838                 NaN   7.36377        4.15306                 NaN  0.885130        41.4882        39.6115     
  1134.71        500.000                 NaN            NaN   6.48884                 NaN   7.36404        4.15986                 NaN  0.885465        41.4880        39.6138     
  1133.68        500.000                 NaN            NaN   6.47961                 NaN   7.36427        4.16639                 NaN  0.885806        41.4880        39.6159     
  1132.64        500.000                 NaN            NaN   6.51032                 NaN   7.36609        4.14747                 NaN  0.883700        41.4818        39.6106     
  1131.60        500.000                 NaN            NaN   6.48495                 NaN   7.36562        4.16426                 NaN  0.885028        41.4844        39.6157     
  1130.57        500.000                 NaN            NaN   6.46624                 NaN   7.36536        4.17694                 NaN  0.885927        41.4858        39.6198     
  1129.53        500.000                 NaN            NaN   6.46618                 NaN   7.36591        4.17737                 NaN  0.885753        41.4850        39.6198     
  1128.49        500.000                 NaN            NaN   6.45633                 NaN   7.36612        4.18426                 NaN  0.886141        41.4851        39.6220     
  1127.46        500.000                 NaN            NaN   6.44662                 NaN   7.36633        4.19107                 NaN  0.886522        41.4852        39.6242     
  1126.42        500.000                 NaN            NaN   6.43705                 NaN   7.36655        4.19778                 NaN  0.886894        41.4853        39.6264     
  1125.39        500.000                 NaN            NaN   6.42760                 NaN   7.36677        4.20442                 NaN  0.887262        41.4853        39.6286     
  1124.35        500.000                 NaN            NaN   6.41829                 NaN   7.36699        4.21096                 NaN  0.887621        41.4854        39.6308     
  1123.31        500.000                 NaN            NaN   6.27459                 NaN   7.37005        4.31059                 NaN  0.893433        41.4878        39.6636     
  1122.28        500.000                 NaN            NaN   6.27143                 NaN   7.37016        4.31284                 NaN  0.893546        41.4877        39.6643     
  1121.24        500.000                 NaN            NaN   6.26820                 NaN   7.37027        4.31514                 NaN  0.893662        41.4876        39.6651     
  1120.20        500.000                 NaN            NaN   6.26516                 NaN   7.37040        4.31731                 NaN  0.893772        41.4875        39.6658     
  1119.17        500.000                 NaN            NaN   6.26197                 NaN   7.37050        4.31960                 NaN  0.893883        41.4875        39.6666     
  1118.13        500.000                 NaN            NaN   6.25895                 NaN   7.37064        4.32175                 NaN  0.893993        41.4874        39.6673     
  1117.10        500.000                 NaN            NaN   6.25583                 NaN   7.37074        4.32399                 NaN  0.894100        41.4873        39.6681     
  1116.06        500.000                 NaN            NaN   6.25280                 NaN   7.37086        4.32617                 NaN  0.894207        41.4871        39.6688     
  1115.02        500.000                 NaN            NaN   6.24978                 NaN   7.37099        4.32834                 NaN  0.894313        41.4870        39.6696     
  1113.99        500.000                 NaN            NaN   6.24678                 NaN   7.37111        4.33049                 NaN  0.894417        41.4869        39.6703     
  1112.95        500.000                 NaN            NaN   6.24380                 NaN   7.37124        4.33264                 NaN  0.894521        41.4868        39.6710     
  1111.91        500.000                 NaN            NaN   6.24083                 NaN   7.37137        4.33478                 NaN  0.894623        41.4866        39.6718     
  1110.88        500.000                 NaN            NaN   6.23788                 NaN   7.37151        4.33691                 NaN  0.894725        41.4865        39.6725     
  1109.84        500.000                 NaN            NaN   6.23493                 NaN   7.37164        4.33904                 NaN  0.894826        41.4863        39.6732     
  1108.81        500.000                 NaN            NaN   6.29508                 NaN   7.37101        4.29832                 NaN  0.892171        41.4833        39.6601     
  1107.77        500.000                 NaN            NaN   6.22906                 NaN   7.37192        4.34328                 NaN  0.895026        41.4860        39.6747     
  1106.73        500.000                 NaN            NaN   6.22616                 NaN   7.37207        4.34538                 NaN  0.895124        41.4858        39.6754     
  1105.70        500.000                 NaN            NaN   6.22321                 NaN   7.37222        4.34752                 NaN  0.895223        41.4856        39.6762     
  1104.66        500.000                 NaN            NaN   6.22027                 NaN   7.37237        4.34966                 NaN  0.895322        41.4854        39.6769     
  1103.62        500.000                 NaN            NaN   6.21732                 NaN   7.37253        4.35181                 NaN  0.895420        41.4852        39.6777     
  1102.59        500.000                 NaN            NaN   6.24872                 NaN   7.37285        4.33138                 NaN  0.893871        41.4818        39.6714     
  1101.55        500.000                 NaN            NaN   6.24132                 NaN   7.37317        4.33668                 NaN  0.894137        41.4815        39.6732     
  1100.52        500.000                 NaN            NaN   6.23403                 NaN   7.37349        4.34191                 NaN  0.894399        41.4811        39.6750     
  1099.48        500.000                 NaN            NaN   6.20535                 NaN   7.37321        4.36055                 NaN  0.895813        41.4843        39.6808     
  1098.44        500.000                 NaN            NaN   6.21964                 NaN   7.37416        4.35224                 NaN  0.894910        41.4804        39.6786     
  1097.41        500.000                 NaN            NaN   6.21249                 NaN   7.37450        4.35740                 NaN  0.895163        41.4800        39.6805     
  1096.37        500.000                 NaN            NaN   6.21278                 NaN   7.37572        4.35873                 NaN  0.895018        41.4761        39.6817     
  1095.33        500.000                 NaN            NaN   6.19841                 NaN   7.37522        4.36756                 NaN  0.895656        41.4791        39.6840     
  1094.30        500.000                 NaN            NaN   6.19035                 NaN   7.37557        4.37320                 NaN  0.896008        41.4788        39.6861     
  1093.26        500.000                 NaN            NaN   6.18464                 NaN   7.37582        4.37736                 NaN  0.896155        41.4786        39.6874     
  1092.23        500.000                 NaN            NaN   6.17807                 NaN   7.37621        4.38213                 NaN  0.896373        41.4781        39.6891     
  1091.19        500.000                 NaN            NaN   6.16570                 NaN   7.37497        4.39047                 NaN  0.896982        41.4798        39.6921     
  1090.15        500.000                 NaN            NaN   6.15987                 NaN   7.37616        4.39472                 NaN  0.897175        41.4784        39.6937     
  1089.12        500.000                 NaN            NaN   6.15213                 NaN   7.37701        4.40008                 NaN  0.897489        41.4779        39.6954     
  1088.08        500.000                 NaN            NaN   6.15023                 NaN   7.37757        4.40209                 NaN  0.897384        41.4766        39.6962     
  1087.04        500.000                 NaN            NaN   6.13994                 NaN   7.37779        4.40903                 NaN  0.897877        41.4768        39.6986     
  1086.01        500.000                 NaN            NaN   6.13393                 NaN   7.37819        4.41344                 NaN  0.898067        41.4762        39.7002     
  1084.97        500.000                 NaN            NaN   6.12796                 NaN   7.37859        4.41783                 NaN  0.898256        41.4756        39.7018     
  1083.94        500.000                 NaN            NaN   6.12705                 NaN   7.37929        4.41933                 NaN  0.898081        41.4737        39.7025     
  1082.90        500.000                 NaN            NaN   6.11619                 NaN   7.37939        4.42649                 NaN  0.898626        41.4744        39.7049     
  1081.86        500.000                 NaN            NaN   6.11037                 NaN   7.37979        4.43078                 NaN  0.898808        41.4737        39.7065     
  1080.83        500.000                 NaN            NaN   6.12857                 NaN   7.38191        4.42043                 NaN  0.897276        41.4685        39.7033     
  1079.79        500.000                 NaN            NaN   6.09012                 NaN   7.37083        4.43379                 NaN  0.902128        41.5004        39.7027     
  1078.75        500.000                 NaN            NaN   6.09751                 NaN   7.38136        4.44107                 NaN  0.899023        41.4705        39.7105     
  1077.72        500.000                 NaN            NaN   6.08814                 NaN   7.38142        4.44723                 NaN  0.899511        41.4712        39.7125     
  1076.68        500.000                 NaN            NaN   6.08258                 NaN   7.38217        4.45166                 NaN  0.899630        41.4695        39.7145     
  1075.65        500.000                 NaN            NaN   6.09011                 NaN   7.37083        4.43380                 NaN  0.902127        41.5004        39.7027     
  1074.61        500.000                 NaN            NaN   6.07160                 NaN   7.38280        4.45966                 NaN  0.899969        41.4687        39.7172     
  1073.57        500.000                 NaN            NaN   6.09012                 NaN   7.37083        4.43379                 NaN  0.902128        41.5004        39.7027     
  1072.54        500.000                 NaN            NaN   6.05991                 NaN   7.38364        4.46824                 NaN  0.900356        41.4675        39.7204     
  1071.50        500.000                 NaN            NaN   6.05446                 NaN   7.38409        4.47229                 NaN  0.900521        41.4667        39.7219     
  1070.46        500.000                 NaN            NaN   6.04907                 NaN   7.38454        4.47632                 NaN  0.900683        41.4659        39.7235     
  1069.43        500.000                 NaN            NaN   6.04370                 NaN   7.38500        4.48032                 NaN  0.900845        41.4652        39.7250     
  1068.39        500.000                 NaN            NaN   6.03786                 NaN   7.38541        4.48458                 NaN  0.901044        41.4645        39.7266     
  1067.36        500.000                 NaN            NaN   6.03274                 NaN   7.38588        4.48844                 NaN  0.901190        41.4637        39.7280     
  1066.32        500.000                 NaN            NaN   6.02691                 NaN   7.38655        4.49284                 NaN  0.901381        41.4624        39.7299     
  1065.28        500.000                 NaN            NaN   6.02548                 NaN   7.38777        4.49475                 NaN  0.901215        41.4599        39.7309     
  1064.25        500.000                 NaN            NaN   6.01698                 NaN   7.38752        4.50032                 NaN  0.901672        41.4607        39.7328     
  1063.21        500.000                 NaN            NaN   6.01268                 NaN   7.38782        4.50360                 NaN  0.901751        41.4602        39.7339     
  1062.17        500.000                 NaN            NaN   6.00775                 NaN   7.38831        4.50733                 NaN  0.901889        41.4593        39.7354     
  1061.14        500.000                 NaN            NaN   6.00285                 NaN   7.38881        4.51104                 NaN  0.902024        41.4584        39.7368     
  1060.10        500.000                 NaN            NaN   5.99799                 NaN   7.38930        4.51473                 NaN  0.902158        41.4575        39.7383     
  1059.07        500.000                 NaN            NaN   5.99316                 NaN   7.38980        4.51839                 NaN  0.902290        41.4566        39.7397     
  1058.03        500.000                 NaN            NaN   5.98838                 NaN   7.39030        4.52203                 NaN  0.902421        41.4557        39.7412     
  1056.99        500.000                 NaN            NaN   5.98338                 NaN   7.39079        4.52579                 NaN  0.902567        41.4548        39.7426     
  1055.96        500.000                 NaN            NaN   5.97881                 NaN   7.39153        4.52948                 NaN  0.902654        41.4532        39.7443     
  1054.92        500.000                 NaN            NaN   5.97412                 NaN   7.39182        4.53288                 NaN  0.902809        41.4529        39.7455     
  1053.88        500.000                 NaN            NaN   5.96956                 NaN   7.39234        4.53639                 NaN  0.902926        41.4519        39.7469     
  1052.85        500.000                 NaN            NaN   5.96502                 NaN   7.39287        4.53987                 NaN  0.903043        41.4509        39.7483     
  1051.81        500.000                 NaN            NaN   5.92825                 NaN   7.38933        4.55978                 NaN  0.905858        41.4641        39.7527     
  1050.78        500.000                 NaN            NaN   5.92537                 NaN   7.38969        4.56201                 NaN  0.905926        41.4634        39.7536     
  1049.74        500.000                 NaN            NaN   5.92251                 NaN   7.39005        4.56424                 NaN  0.905993        41.4627        39.7545     
  1048.70        500.000                 NaN            NaN   5.90995                 NaN   7.39199        4.57428                 NaN  0.906225        41.4588        39.7588     
  1047.67        500.000                 NaN            NaN   5.90717                 NaN   7.39236        4.57646                 NaN  0.906287        41.4580        39.7597     
  1046.63        500.000                 NaN            NaN   5.90442                 NaN   7.39274        4.57862                 NaN  0.906348        41.4573        39.7606     
  1045.59        500.000                 NaN            NaN   5.90168                 NaN   7.39311        4.58078                 NaN  0.906408        41.4565        39.7615     
  1044.56        500.000                 NaN            NaN   5.89900                 NaN   7.39351        4.58292                 NaN  0.906462        41.4557        39.7624     
  1043.52        500.000                 NaN            NaN   5.89624                 NaN   7.39388        4.58507                 NaN  0.906525        41.4550        39.7633     
  1042.49        500.000                 NaN            NaN   5.89354                 NaN   7.39427        4.58720                 NaN  0.906582        41.4542        39.7642     
  1041.45        500.000                 NaN            NaN   5.89086                 NaN   7.39466        4.58933                 NaN  0.906639        41.4534        39.7651     
  1040.41        500.000                 NaN            NaN   5.87929                 NaN   7.39667        4.59874                 NaN  0.906823        41.4492        39.7692     
  1039.38        500.000                 NaN            NaN   5.87669                 NaN   7.39706        4.60081                 NaN  0.906874        41.4484        39.7701     
  1038.34        500.000                 NaN            NaN   5.87414                 NaN   7.39748        4.60287                 NaN  0.906920        41.4476        39.7710     
  1037.30        500.000                 NaN            NaN   5.87153                 NaN   7.39787        4.60494                 NaN  0.906975        41.4468        39.7719     
  1036.27        500.000                 NaN            NaN   5.86896                 NaN   7.39827        4.60700                 NaN  0.907024        41.4460        39.7728     
  1035.23        500.000                 NaN            NaN   5.86645                 NaN   7.39870        4.60904                 NaN  0.907068        41.4451        39.7737     
  1034.20        500.000                 NaN            NaN   5.86391                 NaN   7.39911        4.61108                 NaN  0.907115        41.4442        39.7746     
  1033.16        500.000                 NaN            NaN   5.86135                 NaN   7.39952        4.61313                 NaN  0.907166        41.4434        39.7755     
  1032.12        500.000                 NaN            NaN   5.85883                 NaN   7.39994        4.61516                 NaN  0.907212        41.4425        39.7763     
  1031.09        500.000                 NaN            NaN   5.84426                 NaN   7.40287        4.62729                 NaN  0.907394        41.4363        39.7819     
  1030.05        500.000                 NaN            NaN   5.84186                 NaN   7.40329        4.62925                 NaN  0.907433        41.4354        39.7827     
  1029.01        500.000                 NaN            NaN   5.83947                 NaN   7.40372        4.63120                 NaN  0.907472        41.4345        39.7836     
  1027.98        500.000                 NaN            NaN   5.83709                 NaN   7.40415        4.63315                 NaN  0.907510        41.4336        39.7845     
  1026.94        500.000                 NaN            NaN   5.83472                 NaN   7.40459        4.63510                 NaN  0.907547        41.4327        39.7854     
  1025.91        500.000                 NaN            NaN   5.83236                 NaN   7.40503        4.63704                 NaN  0.907583        41.4318        39.7862     
  1024.87        500.000                 NaN            NaN   5.83001                 NaN   7.40547        4.63897                 NaN  0.907619        41.4308        39.7871     
  1023.83        500.000                 NaN            NaN   5.82768                 NaN   7.40592        4.64090                 NaN  0.907654        41.4299        39.7880     
  1022.80        500.000                 NaN            NaN   5.82535                 NaN   7.40637        4.64282                 NaN  0.907688        41.4289        39.7889     
  1021.76        500.000                 NaN            NaN   5.82304                 NaN   7.40683        4.64474                 NaN  0.907721        41.4279        39.7897     
  1020.72        500.000                 NaN            NaN   5.81360                 NaN   7.40902        4.65280                 NaN  0.907801        41.4232        39.7936     
  1019.69        500.000                 NaN            NaN   5.81136                 NaN   7.40948        4.65468                 NaN  0.907830        41.4222        39.7944     
  1018.65        500.000                 NaN            NaN   5.83537                 NaN   7.41245        4.64268                 NaN  0.905791        41.4114        39.7923     
  1017.62        500.000                 NaN            NaN   5.80692                 NaN   7.41041        4.65840                 NaN  0.907885        41.4202        39.7962     
  1016.58        500.000                 NaN            NaN   5.82876                 NaN   7.41379        4.64817                 NaN  0.905884        41.4086        39.7948     
  1015.54        500.000                 NaN            NaN   5.75038                 NaN   7.40471        4.68773                 NaN  0.912483        41.4422        39.8025     
  1014.51        500.000                 NaN            NaN   5.82225                 NaN   7.41515        4.65361                 NaN  0.905973        41.4057        39.7974     
  1013.47        500.000                 NaN            NaN   5.81903                 NaN   7.41584        4.65630                 NaN  0.906015        41.4042        39.7986     
  1012.43        500.000                 NaN            NaN   5.81568                 NaN   7.41650        4.65906                 NaN  0.906070        41.4028        39.7999     
  1011.40        500.000                 NaN            NaN   5.81255                 NaN   7.41720        4.66170                 NaN  0.906106        41.4013        39.8011     
  1010.36        500.000                 NaN            NaN   5.78531                 NaN   7.41557        4.67697                 NaN  0.908064        41.4090        39.8051     
  1009.33        500.000                 NaN            NaN   5.78323                 NaN   7.41607        4.67876                 NaN  0.908082        41.4079        39.8060     
  1008.29        500.000                 NaN            NaN   5.78116                 NaN   7.41657        4.68054                 NaN  0.908099        41.4068        39.8068     
  1007.25        500.000                 NaN            NaN   5.77910                 NaN   7.41708        4.68232                 NaN  0.908116        41.4057        39.8077     
  1006.22        500.000                 NaN            NaN   5.77705                 NaN   7.41759        4.68410                 NaN  0.908131        41.4046        39.8086     
  1005.18        500.000                 NaN            NaN   5.77501                 NaN   7.41811        4.68587                 NaN  0.908146        41.4035        39.8094     
  1004.14        500.000                 NaN            NaN   5.76709                 NaN   7.42044        4.69299                 NaN  0.908149        41.3983        39.8130     
  1003.11        500.000                 NaN            NaN   5.76512                 NaN   7.42096        4.69472                 NaN  0.908160        41.3971        39.8139     
  1002.07        500.000                 NaN            NaN   5.76316                 NaN   7.42149        4.69645                 NaN  0.908169        41.3960        39.8148     
  1001.04        500.000                 NaN            NaN   5.76424                 NaN   7.42183        4.69647                 NaN  0.908014        41.3940        39.8155     
  1000.00        500.000                 NaN            NaN   5.75955                 NaN   7.42261        4.69969                 NaN  0.908131        41.3936        39.8164     
