|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1/EETA/EETA_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          O(HP)          ilm            San(TH)        q             
  1184.45        500.000                 NaN            NaN   5.59017                 NaN   7.14746        2.15732                 NaN  0.477613        43.6602        40.9672     
  1183.41        500.000                 NaN            NaN   5.51159                 NaN   7.14628        2.20889                 NaN  0.478544        43.6627        40.9920     
  1182.38        500.000                 NaN            NaN   5.48812                 NaN   7.14545        2.22256                 NaN  0.479428        43.6655        40.9990     
  1181.34        500.000                 NaN            NaN   5.51829                 NaN   7.14485        2.19914                 NaN  0.480314        43.6690        40.9884     
  1180.31        500.000                 NaN            NaN   5.44440                 NaN   7.14398        2.24805                 NaN  0.481086        43.6704        41.0121     
  1179.27        500.000                 NaN            NaN   5.42786                 NaN   7.14399        2.25796                 NaN  0.481524        43.6713        41.0173     
  1178.23        500.000                 NaN            NaN   5.40311                 NaN   7.14261        2.27204                 NaN  0.482633        43.6751        41.0245     
  1177.20        500.000                 NaN            NaN   5.38386                 NaN   7.14201        2.28327                 NaN  0.483349        43.6772        41.0303     
  1176.16        500.000                 NaN            NaN   5.41133                 NaN   7.14465        2.26797                 NaN  0.481921        43.6695        41.0247     
  1175.12        500.000                 NaN            NaN   5.34900                 NaN   7.14123        2.30361                 NaN  0.484630        43.6803        41.0412     
  1174.09        500.000                 NaN            NaN   5.32847                 NaN   7.14039        2.31561                 NaN  0.485356        43.6828        41.0474     
  1173.05        500.000                 NaN            NaN   5.35500                 NaN   7.14292        2.30085                 NaN  0.484033        43.6752        41.0420     
  1172.02        500.000                 NaN            NaN   5.29740                 NaN   7.13981        2.33368                 NaN  0.486603        43.6850        41.0575     
  1170.98        500.000                 NaN            NaN   5.28105                 NaN   7.13852        2.34335                 NaN  0.487119        43.6874        41.0625     
  1169.94        500.000                 NaN            NaN   5.26783                 NaN   7.13815        2.35127                 NaN  0.487553        43.6881        41.0670     
  1168.91        500.000                 NaN            NaN   5.25360                 NaN   7.13698        2.35957                 NaN  0.488121        43.6900        41.0717     
  1167.87        500.000                 NaN            NaN   5.23521                 NaN   7.13810        2.37015                 NaN  0.488801        43.6906        41.0771     
  1166.83        500.000                 NaN            NaN   5.22071                 NaN   7.13767        2.37874                 NaN  0.489289        43.6918        41.0818     
  1165.80        500.000                 NaN            NaN   5.20768                 NaN   7.13626        2.38629                 NaN  0.489794        43.6938        41.0861     
  1164.76        500.000                 NaN            NaN   5.19527                 NaN   7.13709        2.39357                 NaN  0.490223        43.6937        41.0901     
  1163.73        500.000                 NaN            NaN   5.18068                 NaN   7.13686        2.40206                 NaN  0.490748        43.6948        41.0948     
  1162.69        500.000                 NaN            NaN   5.16757                 NaN   7.13551        2.40970                 NaN  0.491211        43.6967        41.0993     
  1161.65        500.000                 NaN            NaN   5.18542                 NaN   7.13807        2.39984                 NaN  0.490211        43.6905        41.0959     
  1160.62        500.000                 NaN            NaN   5.17355                 NaN   7.13829        2.40688                 NaN  0.490624        43.6906        41.1000     
  1159.58        500.000                 NaN            NaN   5.16175                 NaN   7.13819        2.41380                 NaN  0.491063        43.6912        41.1040     
  1158.54        500.000                 NaN            NaN   5.14948                 NaN   7.13814        2.42109                 NaN  0.491488        43.6916        41.1082     
  1157.51        500.000                 NaN            NaN   5.13744                 NaN   7.13806        2.42816                 NaN  0.491909        43.6922        41.1123     
  1156.47        500.000                 NaN            NaN   5.09229                 NaN   7.13605        2.45384                 NaN  0.493948        43.6996        41.1243     
  1155.44        500.000                 NaN            NaN   5.11333                 NaN   7.13809        2.44237                 NaN  0.492756        43.6930        41.1205     
  1154.40        500.000                 NaN            NaN   5.10222                 NaN   7.13805        2.44899                 NaN  0.493140        43.6932        41.1244     
  1153.36        500.000                 NaN            NaN   5.11213                 NaN   7.13858        2.44400                 NaN  0.492334        43.6895        41.1235     
  1152.33        500.000                 NaN            NaN   5.09715                 NaN   7.13858        2.45241                 NaN  0.493059        43.6907        41.1281     
  1151.29        500.000                 NaN            NaN   5.06702                 NaN   7.13690        2.46930                 NaN  0.494423        43.6963        41.1361     
  1150.25        500.000                 NaN            NaN   5.08150                 NaN   7.13845        2.46193                 NaN  0.493518        43.6903        41.1343     
  1149.22        500.000                 NaN            NaN   5.07004                 NaN   7.13839        2.46874                 NaN  0.493920        43.6905        41.1385     
  1148.18        500.000                 NaN            NaN   5.06101                 NaN   7.13829        2.47411                 NaN  0.494216        43.6907        41.1417     
  1147.15        500.000                 NaN            NaN   4.99388                 NaN   7.13470        2.51172                 NaN  0.497388        43.7037        41.1586     
  1146.11        500.000                 NaN            NaN   4.98713                 NaN   7.13449        2.51607                 NaN  0.497526        43.7031        41.1617     
  1145.07        500.000                 NaN            NaN   4.98004                 NaN   7.13472        2.52041                 NaN  0.497745        43.7025        41.1646     
  1144.04        500.000                 NaN            NaN   4.97274                 NaN   7.13484        2.52485                 NaN  0.497966        43.7021        41.1675     
  1143.00        500.000                 NaN            NaN   4.96554                 NaN   7.13503        2.52923                 NaN  0.498195        43.7015        41.1705     
  1141.96        500.000                 NaN            NaN   4.95851                 NaN   7.13534        2.53350                 NaN  0.498423        43.7009        41.1734     
  1140.93        500.000                 NaN            NaN   4.95190                 NaN   7.13560        2.53753                 NaN  0.498603        43.7002        41.1761     
  1139.89        500.000                 NaN            NaN   4.94438                 NaN   7.13548        2.54213                 NaN  0.498803        43.7000        41.1792     
  1138.86        500.000                 NaN            NaN   4.93774                 NaN   7.13564        2.54635                 NaN  0.498972        43.6992        41.1821     
  1137.82        500.000                 NaN            NaN   4.93040                 NaN   7.13609        2.55065                 NaN  0.499181        43.6989        41.1848     
  1136.78        500.000                 NaN            NaN   4.92401                 NaN   7.13593        2.55474                 NaN  0.499366        43.6981        41.1878     
  1135.75        500.000                 NaN            NaN   4.91812                 NaN   7.13598        2.55841                 NaN  0.499545        43.6974        41.1905     
  1134.71        500.000                 NaN            NaN   4.91151                 NaN   7.13619        2.56254                 NaN  0.499724        43.6966        41.1934     
  1133.68        500.000                 NaN            NaN   4.90510                 NaN   7.13636        2.56650                 NaN  0.499905        43.6960        41.1962     
  1132.64        500.000                 NaN            NaN   4.92600                 NaN   7.13825        2.55472                 NaN  0.498719        43.6900        41.1923     
  1131.60        500.000                 NaN            NaN   4.90843                 NaN   7.13768        2.56501                 NaN  0.499453        43.6917        41.1978     
  1130.57        500.000                 NaN            NaN   4.89565                 NaN   7.13732        2.57277                 NaN  0.499947        43.6921        41.2022     
  1129.53        500.000                 NaN            NaN   4.89551                 NaN   7.13784        2.57284                 NaN  0.499841        43.6909        41.2030     
  1128.49        500.000                 NaN            NaN   4.88865                 NaN   7.13799        2.57702                 NaN  0.500049        43.6904        41.2059     
  1127.46        500.000                 NaN            NaN   4.88190                 NaN   7.13814        2.58115                 NaN  0.500253        43.6898        41.2088     
  1126.42        500.000                 NaN            NaN   4.87525                 NaN   7.13829        2.58522                 NaN  0.500453        43.6892        41.2116     
  1125.39        500.000                 NaN            NaN   4.86867                 NaN   7.13844        2.58924                 NaN  0.500650        43.6886        41.2144     
  1124.35        500.000                 NaN            NaN   4.86220                 NaN   7.13861        2.59321                 NaN  0.500842        43.6880        41.2172     
  1123.31        500.000                 NaN            NaN   4.76155                 NaN   7.14126        2.65440                 NaN  0.504092        43.6884        41.2503     
  1122.28        500.000                 NaN            NaN   4.75931                 NaN   7.14132        2.65573                 NaN  0.504147        43.6877        41.2518     
  1121.24        500.000                 NaN            NaN   4.75702                 NaN   7.14140        2.65709                 NaN  0.504202        43.6871        41.2532     
  1120.20        500.000                 NaN            NaN   4.75486                 NaN   7.14148        2.65837                 NaN  0.504255        43.6864        41.2546     
  1119.17        500.000                 NaN            NaN   4.75261                 NaN   7.14154        2.65972                 NaN  0.504308        43.6858        41.2560     
  1118.13        500.000                 NaN            NaN   4.75046                 NaN   7.14163        2.66098                 NaN  0.504361        43.6851        41.2574     
  1117.10        500.000                 NaN            NaN   4.74826                 NaN   7.14169        2.66231                 NaN  0.504412        43.6845        41.2589     
  1116.06        500.000                 NaN            NaN   4.74611                 NaN   7.14177        2.66359                 NaN  0.504462        43.6838        41.2603     
  1115.02        500.000                 NaN            NaN   4.74398                 NaN   7.14185        2.66486                 NaN  0.504513        43.6831        41.2617     
  1113.99        500.000                 NaN            NaN   4.74186                 NaN   7.14194        2.66613                 NaN  0.504562        43.6824        41.2631     
  1112.95        500.000                 NaN            NaN   4.73975                 NaN   7.14202        2.66739                 NaN  0.504611        43.6817        41.2645     
  1111.91        500.000                 NaN            NaN   4.73766                 NaN   7.14211        2.66865                 NaN  0.504659        43.6810        41.2659     
  1110.88        500.000                 NaN            NaN   4.73558                 NaN   7.14220        2.66990                 NaN  0.504707        43.6803        41.2673     
  1109.84        500.000                 NaN            NaN   4.73350                 NaN   7.14230        2.67116                 NaN  0.504755        43.6796        41.2687     
  1108.81        500.000                 NaN            NaN   4.77643                 NaN   7.14174        2.64607                 NaN  0.503254        43.6763        41.2562     
  1107.77        500.000                 NaN            NaN   4.72937                 NaN   7.14249        2.67365                 NaN  0.504849        43.6781        41.2715     
  1106.73        500.000                 NaN            NaN   4.72734                 NaN   7.14259        2.67489                 NaN  0.504894        43.6774        41.2729     
  1105.70        500.000                 NaN            NaN   4.72528                 NaN   7.14270        2.67614                 NaN  0.504941        43.6766        41.2743     
  1104.66        500.000                 NaN            NaN   4.72322                 NaN   7.14281        2.67740                 NaN  0.504987        43.6759        41.2757     
  1103.62        500.000                 NaN            NaN   4.72115                 NaN   7.14292        2.67866                 NaN  0.505033        43.6751        41.2771     
  1102.59        500.000                 NaN            NaN   4.74445                 NaN   7.14320        2.66604                 NaN  0.504150        43.6709        41.2713     
  1101.55        500.000                 NaN            NaN   4.73937                 NaN   7.14346        2.66924                 NaN  0.504290        43.6699        41.2738     
  1100.52        500.000                 NaN            NaN   4.73434                 NaN   7.14372        2.67239                 NaN  0.504427        43.6689        41.2762     
  1099.48        500.000                 NaN            NaN   4.71283                 NaN   7.14342        2.68381                 NaN  0.505216        43.6718        41.2829     
  1098.44        500.000                 NaN            NaN   4.72447                 NaN   7.14427        2.67862                 NaN  0.504695        43.6669        41.2811     
  1097.41        500.000                 NaN            NaN   4.71958                 NaN   7.14455        2.68173                 NaN  0.504827        43.6658        41.2835     
  1096.37        500.000                 NaN            NaN   4.71995                 NaN   7.14573        2.68251                 NaN  0.504739        43.6614        41.2857     
  1095.33        500.000                 NaN            NaN   4.71000                 NaN   7.14514        2.68786                 NaN  0.505084        43.6636        41.2884     
  1094.30        500.000                 NaN            NaN   4.70419                 NaN   7.14544        2.69136                 NaN  0.505273        43.6626        41.2911     
  1093.26        500.000                 NaN            NaN   4.70027                 NaN   7.14564        2.69376                 NaN  0.505346        43.6619        41.2931     
  1092.23        500.000                 NaN            NaN   4.69580                 NaN   7.14596        2.69664                 NaN  0.505459        43.6607        41.2955     
  1091.19        500.000                 NaN            NaN   4.68667                 NaN   7.14471        2.70184                 NaN  0.505792        43.6619        41.2991     
  1090.15        500.000                 NaN            NaN   4.68280                 NaN   7.14581        2.70438                 NaN  0.505891        43.6598        41.3013     
  1089.12        500.000                 NaN            NaN   4.67751                 NaN   7.14658        2.70760                 NaN  0.506057        43.6586        41.3036     
  1088.08        500.000                 NaN            NaN   4.67666                 NaN   7.14708        2.70866                 NaN  0.505988        43.6566        41.3050     
  1087.04        500.000                 NaN            NaN   4.66921                 NaN   7.14725        2.71297                 NaN  0.506255        43.6562        41.3081     
  1086.01        500.000                 NaN            NaN   4.66513                 NaN   7.14758        2.71561                 NaN  0.506353        43.6549        41.3104     
  1084.97        500.000                 NaN            NaN   4.66108                 NaN   7.14792        2.71824                 NaN  0.506449        43.6537        41.3126     
  1083.94        500.000                 NaN            NaN   4.66107                 NaN   7.14855        2.71902                 NaN  0.506340        43.6511        41.3140     
  1082.90        500.000                 NaN            NaN   4.65309                 NaN   7.14860        2.72343                 NaN  0.506638        43.6512        41.3171     
  1081.86        500.000                 NaN            NaN   4.64915                 NaN   7.14894        2.72599                 NaN  0.506730        43.6499        41.3193     
  1080.83        500.000                 NaN            NaN   4.66260                 NaN   7.15101        2.71953                 NaN  0.505860        43.6441        41.3169     
  1079.79        500.000                 NaN            NaN   4.62767                 NaN   7.14034        2.72773                 NaN  0.508594        43.6781        41.3175     
  1078.75        500.000                 NaN            NaN   4.64101                 NaN   7.15032        2.73208                 NaN  0.506821        43.6446        41.3252     
  1077.72        500.000                 NaN            NaN   4.63429                 NaN   7.15032        2.73581                 NaN  0.507085        43.6447        41.3278     
  1076.68        500.000                 NaN            NaN   4.63067                 NaN   7.15100        2.73858                 NaN  0.507141        43.6423        41.3304     
  1075.65        500.000                 NaN            NaN   4.62728                 NaN   7.14023        2.72751                 NaN  0.508558        43.6762        41.3203     
  1074.61        500.000                 NaN            NaN   4.62318                 NaN   7.15152        2.74326                 NaN  0.507313        43.6403        41.3344     
  1073.57        500.000                 NaN            NaN   4.62709                 NaN   7.14017        2.72739                 NaN  0.508541        43.6752        41.3216     
  1072.54        500.000                 NaN            NaN   4.61525                 NaN   7.15223        2.74840                 NaN  0.507511        43.6377        41.3389     
  1071.50        500.000                 NaN            NaN   4.61159                 NaN   7.15262        2.75083                 NaN  0.507594        43.6363        41.3411     
  1070.46        500.000                 NaN            NaN   4.60796                 NaN   7.15302        2.75325                 NaN  0.507675        43.6349        41.3432     
  1069.43        500.000                 NaN            NaN   4.60435                 NaN   7.15341        2.75564                 NaN  0.507757        43.6334        41.3454     
  1068.39        500.000                 NaN            NaN   4.60038                 NaN   7.15376        2.75820                 NaN  0.507858        43.6322        41.3476     
  1067.36        500.000                 NaN            NaN   4.59693                 NaN   7.15418        2.76051                 NaN  0.507931        43.6307        41.3498     
  1066.32        500.000                 NaN            NaN   4.59302                 NaN   7.15477        2.76327                 NaN  0.508028        43.6286        41.3523     
  1065.28        500.000                 NaN            NaN   4.59235                 NaN   7.15593        2.76436                 NaN  0.507926        43.6255        41.3539     
  1064.25        500.000                 NaN            NaN   4.58635                 NaN   7.15562        2.76774                 NaN  0.508172        43.6256        41.3565     
  1063.21        500.000                 NaN            NaN   4.58353                 NaN   7.15587        2.76958                 NaN  0.508207        43.6246        41.3582     
  1062.17        500.000                 NaN            NaN   4.58023                 NaN   7.15630        2.77181                 NaN  0.508275        43.6230        41.3603     
  1061.14        500.000                 NaN            NaN   4.57696                 NaN   7.15674        2.77403                 NaN  0.508341        43.6215        41.3624     
  1060.10        500.000                 NaN            NaN   4.57371                 NaN   7.15717        2.77623                 NaN  0.508407        43.6199        41.3645     
  1059.07        500.000                 NaN            NaN   4.57049                 NaN   7.15761        2.77842                 NaN  0.508471        43.6184        41.3666     
  1058.03        500.000                 NaN            NaN   4.56729                 NaN   7.15805        2.78060                 NaN  0.508535        43.6168        41.3687     
  1056.99        500.000                 NaN            NaN   4.56394                 NaN   7.15847        2.78284                 NaN  0.508608        43.6153        41.3708     
  1055.96        500.000                 NaN            NaN   4.56091                 NaN   7.15915        2.78514                 NaN  0.508647        43.6130        41.3732     
  1054.92        500.000                 NaN            NaN   4.55779                 NaN   7.15939        2.78707                 NaN  0.508724        43.6121        41.3750     
  1053.88        500.000                 NaN            NaN   4.55476                 NaN   7.15985        2.78917                 NaN  0.508780        43.6104        41.3770     
  1052.85        500.000                 NaN            NaN   4.55175                 NaN   7.16032        2.79125                 NaN  0.508836        43.6088        41.3791     
  1051.81        500.000                 NaN            NaN   4.52345                 NaN   7.15680        2.80341                 NaN  0.510410        43.6219        41.3840     
  1050.78        500.000                 NaN            NaN   4.52152                 NaN   7.15711        2.80472                 NaN  0.510439        43.6206        41.3856     
  1049.74        500.000                 NaN            NaN   4.51961                 NaN   7.15743        2.80603                 NaN  0.510467        43.6193        41.3872     
  1048.70        500.000                 NaN            NaN   4.51168                 NaN   7.15923        2.81213                 NaN  0.510585        43.6143        41.3920     
  1047.67        500.000                 NaN            NaN   4.50983                 NaN   7.15955        2.81340                 NaN  0.510611        43.6130        41.3936     
  1046.63        500.000                 NaN            NaN   4.50800                 NaN   7.15987        2.81467                 NaN  0.510636        43.6117        41.3952     
  1045.59        500.000                 NaN            NaN   4.50618                 NaN   7.16020        2.81593                 NaN  0.510660        43.6103        41.3967     
  1044.56        500.000                 NaN            NaN   4.50443                 NaN   7.16054        2.81719                 NaN  0.510681        43.6089        41.3983     
  1043.52        500.000                 NaN            NaN   4.50256                 NaN   7.16086        2.81845                 NaN  0.510707        43.6076        41.3998     
  1042.49        500.000                 NaN            NaN   4.50077                 NaN   7.16120        2.81970                 NaN  0.510730        43.6062        41.4014     
  1041.45        500.000                 NaN            NaN   4.49899                 NaN   7.16154        2.82094                 NaN  0.510752        43.6048        41.4030     
  1040.41        500.000                 NaN            NaN   4.49180                 NaN   7.16341        2.82665                 NaN  0.510844        43.5996        41.4077     
  1039.38        500.000                 NaN            NaN   4.49008                 NaN   7.16376        2.82786                 NaN  0.510863        43.5982        41.4092     
  1038.34        500.000                 NaN            NaN   4.48843                 NaN   7.16412        2.82907                 NaN  0.510880        43.5967        41.4108     
  1037.30        500.000                 NaN            NaN   4.48668                 NaN   7.16446        2.83028                 NaN  0.510901        43.5954        41.4123     
  1036.27        500.000                 NaN            NaN   4.48499                 NaN   7.16482        2.83148                 NaN  0.510919        43.5939        41.4139     
  1035.23        500.000                 NaN            NaN   4.48337                 NaN   7.16519        2.83267                 NaN  0.510934        43.5924        41.4154     
  1034.20        500.000                 NaN            NaN   4.48171                 NaN   7.16556        2.83386                 NaN  0.510952        43.5910        41.4170     
  1033.16        500.000                 NaN            NaN   4.47999                 NaN   7.16591        2.83506                 NaN  0.510971        43.5895        41.4185     
  1032.12        500.000                 NaN            NaN   4.47834                 NaN   7.16628        2.83625                 NaN  0.510988        43.5881        41.4201     
  1031.09        500.000                 NaN            NaN   4.46949                 NaN   7.16903        2.84362                 NaN  0.511077        43.5806        41.4262     
  1030.05        500.000                 NaN            NaN   4.46792                 NaN   7.16940        2.84476                 NaN  0.511090        43.5791        41.4277     
  1029.01        500.000                 NaN            NaN   4.46636                 NaN   7.16978        2.84590                 NaN  0.511102        43.5776        41.4292     
  1027.98        500.000                 NaN            NaN   4.46482                 NaN   7.17016        2.84703                 NaN  0.511114        43.5761        41.4308     
  1026.94        500.000                 NaN            NaN   4.46328                 NaN   7.17055        2.84817                 NaN  0.511126        43.5746        41.4323     
  1025.91        500.000                 NaN            NaN   4.46175                 NaN   7.17094        2.84930                 NaN  0.511137        43.5731        41.4338     
  1024.87        500.000                 NaN            NaN   4.46023                 NaN   7.17133        2.85042                 NaN  0.511148        43.5715        41.4354     
  1023.83        500.000                 NaN            NaN   4.45872                 NaN   7.17173        2.85154                 NaN  0.511158        43.5700        41.4369     
  1022.80        500.000                 NaN            NaN   4.45722                 NaN   7.17213        2.85266                 NaN  0.511168        43.5684        41.4384     
  1021.76        500.000                 NaN            NaN   4.45573                 NaN   7.17253        2.85378                 NaN  0.511177        43.5668        41.4400     
  1020.72        500.000                 NaN            NaN   4.45009                 NaN   7.17458        2.85866                 NaN  0.511210        43.5611        41.4444     
  1019.69        500.000                 NaN            NaN   4.44865                 NaN   7.17499        2.85975                 NaN  0.511217        43.5595        41.4459     
  1018.65        500.000                 NaN            NaN   4.46740                 NaN   7.17787        2.85234                 NaN  0.510063        43.5478        41.4446     
  1017.62        500.000                 NaN            NaN   4.44581                 NaN   7.17582        2.86191                 NaN  0.511229        43.5563        41.4490     
  1016.58        500.000                 NaN            NaN   4.46322                 NaN   7.17909        2.85558                 NaN  0.510096        43.5436        41.4484     
  1015.54        500.000                 NaN            NaN   4.40175                 NaN   7.17015        2.87995                 NaN  0.513795        43.5780        41.4563     
  1014.51        500.000                 NaN            NaN   4.45913                 NaN   7.18033        2.85879                 NaN  0.510127        43.5394        41.4522     
  1013.47        500.000                 NaN            NaN   4.45710                 NaN   7.18095        2.86039                 NaN  0.510141        43.5373        41.4542     
  1012.43        500.000                 NaN            NaN   4.45497                 NaN   7.18156        2.86201                 NaN  0.510162        43.5352        41.4561     
  1011.40        500.000                 NaN            NaN   4.45302                 NaN   7.18219        2.86357                 NaN  0.510173        43.5331        41.4580     
  1010.36        500.000                 NaN            NaN   4.43253                 NaN   7.18053        2.87287                 NaN  0.511263        43.5404        41.4625     
  1009.33        500.000                 NaN            NaN   4.43122                 NaN   7.18098        2.87391                 NaN  0.511264        43.5387        41.4640     
  1008.29        500.000                 NaN            NaN   4.42992                 NaN   7.18143        2.87494                 NaN  0.511264        43.5369        41.4655     
  1007.25        500.000                 NaN            NaN   4.42862                 NaN   7.18188        2.87597                 NaN  0.511264        43.5352        41.4670     
  1006.22        500.000                 NaN            NaN   4.42734                 NaN   7.18234        2.87700                 NaN  0.511263        43.5335        41.4686     
  1005.18        500.000                 NaN            NaN   4.42607                 NaN   7.18280        2.87803                 NaN  0.511262        43.5318        41.4701     
  1004.14        500.000                 NaN            NaN   4.42156                 NaN   7.18499        2.88232                 NaN  0.511253        43.5256        41.4743     
  1003.11        500.000                 NaN            NaN   4.42033                 NaN   7.18546        2.88332                 NaN  0.511250        43.5238        41.4758     
  1002.07        500.000                 NaN            NaN   4.41912                 NaN   7.18593        2.88432                 NaN  0.511246        43.5220        41.4774     
  1001.04        500.000                 NaN            NaN   4.42030                 NaN   7.18623        2.88427                 NaN  0.511149        43.5193        41.4787     
  1000.00        500.000                 NaN            NaN   4.41693                 NaN   7.18695        2.88619                 NaN  0.511206        43.5184        41.4803     
