|6.6.6
Archiving\03_Data\frac/QFM_m5/LAR/LAR_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           iron           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              O(HP)         
  1528.82        2500.00        98.9618                 NaN            NaN            NaN            NaN  0.149007E-001   1.02327                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9640                 NaN            NaN            NaN            NaN  0.560488E-002   1.03042                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9641                 NaN            NaN            NaN            NaN  0.344345E-001   1.00143                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9674                 NaN            NaN            NaN            NaN  0.655361E-001  0.967076                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9613                 NaN            NaN            NaN            NaN            NaN   1.03872                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.8952                 NaN            NaN            NaN            NaN            NaN   1.10483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        99.0134                 NaN            NaN            NaN            NaN            NaN  0.986633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9418                 NaN            NaN            NaN            NaN            NaN   1.05817                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.9230                 NaN            NaN            NaN            NaN            NaN   1.07695                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8318                 NaN            NaN            NaN            NaN            NaN   1.02295       0.145196                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.3744                 NaN            NaN            NaN            NaN            NaN  0.616806        1.00877                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.4110                 NaN            NaN            NaN            NaN            NaN  0.983636       0.605340                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.4340                 NaN            NaN            NaN            NaN            NaN  0.970118       0.595905                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.4617                 NaN            NaN            NaN            NaN            NaN  0.587096       0.951211                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.4685                 NaN            NaN  0.762054E-002            NaN            NaN  0.972706       0.551125                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.4795                 NaN            NaN  0.142993E-001            NaN            NaN  0.519686       0.986539                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.5074                 NaN            NaN  0.137214E-001            NaN            NaN  0.512623       0.966276                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.5334                 NaN            NaN  0.132116E-001            NaN            NaN  0.505289       0.948058                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.5601                 NaN            NaN  0.127215E-001            NaN            NaN  0.499532       0.927668                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.5845                 NaN            NaN  0.122543E-001            NaN            NaN  0.910055       0.493223                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.6099                 NaN            NaN  0.117316E-001            NaN            NaN  0.485663       0.892666                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.6337                 NaN            NaN  0.113035E-001            NaN            NaN  0.875130       0.479855                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.6559                 NaN            NaN  0.108849E-001  0.284668E-004            NaN  0.474045       0.859103                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.6808                 NaN            NaN  0.101854E-001  0.146855E-002            NaN  0.470148       0.837353                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.7021                 NaN            NaN  0.977596E-002  0.134653E-002            NaN  0.463719       0.823046                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.7239                 NaN            NaN  0.940239E-002  0.123793E-002            NaN  0.457098       0.808369                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.7445                 NaN            NaN  0.898999E-002  0.112475E-002            NaN  0.450668       0.794679                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.7647                 NaN            NaN  0.866109E-002  0.102312E-002            NaN  0.444333       0.781247                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.7838                 NaN            NaN  0.829940E-002  0.919601E-003            NaN  0.437678       0.769294                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.8044                 NaN            NaN  0.788094E-002  0.824709E-003            NaN  0.431962       0.754942                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.8219                 NaN            NaN  0.751122E-002  0.729555E-003            NaN  0.743867       0.426011                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.8401                 NaN            NaN  0.717680E-002  0.641909E-003            NaN  0.420261       0.731859                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.8577                 NaN            NaN  0.685245E-002  0.559067E-003            NaN  0.720547       0.414382                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.8731                 NaN            NaN  0.648079E-002  0.477386E-003            NaN  0.709962       0.409987                 NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.8904                 NaN            NaN  0.623337E-002  0.410690E-003            NaN  0.403169       0.699815                 NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.9080                 NaN            NaN  0.582052E-002  0.331054E-003            NaN  0.397720       0.688148                 NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.8408                 NaN            NaN  0.729511E-002  0.411060E-004            NaN  0.418791       0.691672                 NaN  0.414186E-001            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.7262                 NaN            NaN  0.521868E-001            NaN            NaN   1.10786       0.973830                 NaN   1.13994                 NaN            NaN            NaN            NaN
  1433.58        2500.00        96.8733                 NaN            NaN  0.491897E-001            NaN            NaN  0.929019        1.05949                 NaN   1.08896                 NaN            NaN            NaN            NaN
  1431.08        2500.00        97.0185                 NaN            NaN  0.463100E-001            NaN            NaN  0.886041        1.01076                 NaN   1.03838                 NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1444                 NaN            NaN  0.437670E-001            NaN            NaN  0.848086       0.968931                 NaN  0.994805                 NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2637                 NaN            NaN  0.413920E-001            NaN            NaN  0.930184       0.811459                 NaN  0.953288                 NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3711                 NaN            NaN  0.391001E-001            NaN            NaN  0.778830       0.894869                 NaN  0.916056                 NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4758                 NaN            NaN  0.369325E-001            NaN            NaN  0.747204       0.860604                 NaN  0.879485                 NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5790                 NaN            NaN  0.349771E-001            NaN            NaN  0.828261       0.714810                 NaN  0.842949                 NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6653                 NaN            NaN  0.331637E-001            NaN            NaN  0.800477       0.688162                 NaN  0.812862                 NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7507                 NaN            NaN  0.314175E-001            NaN            NaN  0.661613       0.773259                 NaN  0.782970                 NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8308                 NaN            NaN  0.297838E-001            NaN            NaN  0.748165       0.636471                 NaN  0.754762                 NaN            NaN            NaN            NaN
  1408.52        2500.00        97.9057                 NaN            NaN  0.281675E-001            NaN            NaN  0.725704       0.612353                 NaN  0.728076                 NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9780                 NaN            NaN  0.267560E-001            NaN            NaN  0.701886       0.590211                 NaN  0.703118                 NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0434                 NaN            NaN  0.253170E-001            NaN            NaN  0.569894       0.681566                 NaN  0.679789                 NaN            NaN            NaN            NaN
  1401.00        2500.00        98.1081                 NaN            NaN  0.239887E-001            NaN            NaN  0.661945       0.549021                 NaN  0.656977                 NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1663                 NaN            NaN  0.228250E-001            NaN            NaN  0.644022       0.530450                 NaN  0.636401                 NaN            NaN            NaN            NaN
  1395.99        2500.00        98.2262                 NaN            NaN  0.214836E-001            NaN            NaN  0.511074       0.626072                 NaN  0.615182                 NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2781                 NaN            NaN  0.203212E-001            NaN            NaN  0.610598       0.494270                 NaN  0.596697                 NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3293                 NaN            NaN  0.192301E-001            NaN            NaN  0.477793       0.595234                 NaN  0.578466                 NaN            NaN            NaN            NaN
  1388.47        2500.00        98.3783                 NaN            NaN  0.182080E-001            NaN            NaN  0.580583       0.462048                 NaN  0.560890                 NaN            NaN            NaN            NaN
  1385.96        2500.00        98.4247                 NaN            NaN  0.171565E-001            NaN            NaN  0.446481       0.567185                 NaN  0.544483                 NaN            NaN            NaN            NaN
  1383.46        2500.00        98.4687                 NaN            NaN  0.161242E-001            NaN            NaN  0.431869       0.554649                 NaN  0.528672                 NaN            NaN            NaN            NaN
  1380.95        2500.00        98.5101                 NaN            NaN  0.151442E-001            NaN            NaN  0.417890       0.543090                 NaN  0.513825                 NaN            NaN            NaN            NaN
  1378.45        2500.00        98.5509                 NaN            NaN  0.142745E-001            NaN            NaN  0.404353       0.531354                 NaN  0.499124                 NaN            NaN            NaN            NaN
  1375.94        2500.00        98.5891                 NaN            NaN  0.134248E-001            NaN            NaN  0.391399       0.520652                 NaN  0.485453                 NaN            NaN            NaN            NaN
  1373.43        2500.00        98.6253                 NaN            NaN  0.125462E-001            NaN            NaN  0.379029       0.510700                 NaN  0.472381                 NaN            NaN            NaN            NaN
  1370.93        2500.00        98.6604                 NaN            NaN  0.117539E-001            NaN            NaN  0.367170       0.500947                 NaN  0.459746                 NaN            NaN            NaN            NaN
  1368.42        2500.00        98.6935                 NaN            NaN  0.109172E-001            NaN            NaN  0.492383       0.355371                 NaN  0.447848                 NaN            NaN            NaN            NaN
  1365.91        2500.00        98.7258                 NaN            NaN  0.101382E-001            NaN            NaN  0.344071       0.483809                 NaN  0.436196                 NaN            NaN            NaN            NaN
  1363.41        2500.00        98.7560                 NaN            NaN  0.938277E-002            NaN            NaN  0.476133       0.333283                 NaN  0.425211                 NaN            NaN            NaN            NaN
  1360.90        2500.00        98.7856                 NaN            NaN  0.866988E-002            NaN            NaN  0.322723       0.468419                 NaN  0.414587                 NaN            NaN            NaN            NaN
  1358.40        2500.00        98.8133                 NaN            NaN  0.792894E-002            NaN            NaN  0.461851       0.312483                 NaN  0.404430                 NaN            NaN            NaN            NaN
  1355.89        2500.00        98.8403                 NaN            NaN  0.725232E-002            NaN            NaN  0.302459       0.455309                 NaN  0.394673                 NaN            NaN            NaN            NaN
  1353.38        2500.00        98.8658                 NaN            NaN  0.654922E-002            NaN            NaN  0.293044       0.449217                 NaN  0.385405                 NaN            NaN            NaN            NaN
  1350.88        2500.00        98.8906                 NaN            NaN  0.589791E-002            NaN            NaN  0.443615       0.283498                 NaN  0.376368                 NaN            NaN            NaN            NaN
  1348.37        2500.00        98.9134                 NaN            NaN  0.520992E-002            NaN            NaN  0.274692       0.438654                 NaN  0.368022                 NaN            NaN            NaN            NaN
  1345.86        2500.00        98.9371                 NaN            NaN  0.459544E-002            NaN            NaN  0.265471       0.433469                 NaN  0.359397                 NaN            NaN            NaN            NaN
  1343.36        2500.00        98.9586                 NaN            NaN  0.398800E-002            NaN            NaN  0.256811       0.429051                 NaN  0.351575                 NaN            NaN            NaN            NaN
  1340.85        2500.00        98.9794                 NaN            NaN  0.341133E-002            NaN            NaN  0.424707       0.248454                 NaN  0.344061                 NaN            NaN            NaN            NaN
  1338.35        2500.00        98.9985                 NaN            NaN  0.282582E-002            NaN            NaN  0.240003       0.421523                 NaN  0.337135                 NaN            NaN            NaN            NaN
  1335.84        2500.00        99.0178                 NaN            NaN  0.215159E-002            NaN            NaN  0.231948       0.418212                 NaN  0.329853                 NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0380                 NaN            NaN  0.157162E-002            NaN            NaN  0.222867       0.415043                 NaN  0.322505                 NaN            NaN            NaN            NaN
  1330.83        2500.00        99.0546                 NaN            NaN  0.102186E-002            NaN            NaN  0.412825       0.215041                 NaN  0.316519                 NaN            NaN            NaN            NaN
  1328.32        2500.00        99.0713                 NaN            NaN  0.437020E-003            NaN            NaN  0.207236       0.410665                 NaN  0.310340                 NaN            NaN            NaN            NaN
  1325.81        2500.00        99.0875                 NaN            NaN            NaN            NaN            NaN  0.408029       0.199845                 NaN  0.304640                 NaN            NaN            NaN            NaN
  1323.31        2500.00        99.1027                 NaN            NaN  0.205736E-002            NaN            NaN  0.201222       0.391789                 NaN  0.302229                 NaN            NaN            NaN            NaN
  1320.80        2500.00        99.1179                 NaN            NaN            NaN            NaN            NaN  0.188168       0.399193                 NaN  0.294724                 NaN            NaN            NaN            NaN
  1318.30        2500.00        99.1328                 NaN            NaN            NaN            NaN            NaN  0.394917       0.182246                 NaN  0.290012                 NaN            NaN            NaN            NaN
  1315.79        2500.00        99.1458                 NaN            NaN            NaN            NaN            NaN  0.177021       0.391326                 NaN  0.285877                 NaN            NaN            NaN            NaN
  1313.28        2500.00        79.2452                 NaN            NaN  0.584340E-001            NaN            NaN   3.00018        1.71342                 NaN   2.59564        13.3871                 NaN            NaN            NaN
  1310.78        2500.00        81.8072                 NaN            NaN  0.504192E-001            NaN            NaN   1.51576        2.60526                 NaN   2.27953        11.7418                 NaN            NaN            NaN
  1308.27        2500.00        84.6784                 NaN            NaN  0.348722E-001            NaN            NaN   1.25754        2.23788                 NaN   1.92624        9.86505                 NaN            NaN            NaN
  1305.76        2500.00        78.6484                 NaN            NaN            NaN            NaN            NaN   3.85740       0.756051                 NaN   2.79812        13.9400                 NaN            NaN            NaN
  1303.26        2500.00        87.1668                 NaN            NaN            NaN            NaN            NaN   2.33978       0.465535                 NaN   1.68634        8.34151                 NaN            NaN            NaN
  1300.75        2500.00        92.5262                 NaN            NaN            NaN            NaN            NaN  0.524314        1.23629                 NaN  0.949183        4.76399                 NaN            NaN            NaN
  1298.25        2500.00        92.5387                 NaN            NaN            NaN            NaN            NaN  0.735490       0.935187                 NaN  0.943891        4.77790       0.688724E-001            NaN            NaN
  1295.74        2500.00        90.0269                 NaN            NaN            NaN            NaN            NaN  0.471589        1.50029                 NaN   1.24620        6.43830       0.316741                 NaN            NaN
  1293.23        2500.00        37.7128        52.1312                 NaN            NaN            NaN            NaN  0.937928       0.954608                 NaN   1.30720        6.65351       0.302713                 NaN            NaN
  1290.73        2500.00        48.7003        43.1896                 NaN            NaN            NaN            NaN  0.247543        1.17146                 NaN   1.06852        5.39161       0.230995                 NaN            NaN
  1288.22        2500.00        95.1778                 NaN            NaN            NaN            NaN            NaN  0.501920       0.372799                 NaN  0.621545        3.17623       0.149697                 NaN            NaN
  1285.71        2500.00        81.1494                 NaN            NaN            NaN            NaN            NaN   3.05317        1.04194                 NaN   2.18743        12.0534       0.514591                 NaN            NaN
  1283.21        2500.00        97.4096                 NaN            NaN            NaN            NaN            NaN  0.406200       0.873205E-001            NaN  0.327599        1.67778       0.914627E-001            NaN            NaN
  1280.70        2500.00        97.6289                 NaN            NaN            NaN            NaN            NaN  0.469163                 NaN            NaN  0.294089        1.51968       0.882127E-001            NaN            NaN
  1278.20        2500.00        97.6333                 NaN            NaN            NaN            NaN            NaN  0.488666                 NaN            NaN  0.291795        1.49743       0.887762E-001            NaN            NaN
  1275.69        2500.00        97.4277                 NaN            NaN            NaN            NaN            NaN  0.554893                 NaN            NaN  0.312654        1.60700       0.977662E-001            NaN            NaN
  1273.18        2500.00        96.8502                 NaN            NaN            NaN            NaN            NaN  0.712387                 NaN            NaN  0.376529        1.94074       0.120130                 NaN            NaN
  1270.68        2500.00        52.4109        42.7484                 NaN            NaN            NaN            NaN   1.15194                 NaN            NaN  0.564125        2.94032       0.184371                 NaN            NaN
  1268.17        2500.00        13.4112        68.1912                 NaN            NaN            NaN            NaN   4.61023                 NaN            NaN   2.04602        11.0509       0.690404                 NaN            NaN
  1265.66        2500.00        88.5448                 NaN            NaN            NaN            NaN            NaN   2.48286                 NaN            NaN   1.26126        7.28197       0.429108                 NaN            NaN
  1263.16        2500.00        94.9759                 NaN            NaN            NaN            NaN            NaN  0.802723                 NaN            NaN  0.550886        3.47996       0.190483                 NaN            NaN
  1260.65        2500.00        95.2780                 NaN            NaN            NaN            NaN            NaN  0.747746                 NaN            NaN  0.515457        3.28117       0.177640                 NaN            NaN
  1258.15        2500.00        95.5637                 NaN            NaN            NaN            NaN            NaN  0.696437                 NaN            NaN  0.481937        3.09256       0.165386                 NaN            NaN
  1255.64        2500.00        95.8313                 NaN            NaN            NaN            NaN            NaN  0.648602                 NaN            NaN  0.450341        2.91583       0.153920                 NaN            NaN
  1253.13        2500.00        96.0155                 NaN            NaN            NaN            NaN            NaN  0.599840                 NaN            NaN  0.423932        2.81398       0.146735                 NaN            NaN
  1250.63        2500.00        96.4788                 NaN            NaN            NaN            NaN            NaN  0.450519                 NaN            NaN  0.466921        2.44514       0.158631                 NaN            NaN
  1248.12        2500.00        96.2933                 NaN            NaN            NaN            NaN            NaN  0.659972                 NaN            NaN  0.287507        2.65982       0.993604E-001            NaN            NaN
  1245.61        2500.00        96.8847                 NaN            NaN            NaN            NaN            NaN  0.416932                 NaN            NaN  0.368701        2.19403       0.135634                 NaN            NaN
  1243.11        2500.00        96.3244                 NaN            NaN            NaN            NaN            NaN  0.560497                 NaN            NaN  0.349289        2.67094       0.948462E-001            NaN            NaN
  1240.60        2500.00        97.3451                 NaN            NaN            NaN            NaN            NaN  0.341229                 NaN            NaN  0.272253        1.91911       0.122308                 NaN            NaN
  1238.10        2500.00        63.4236                 NaN            NaN            NaN            NaN            NaN   2.64774                 NaN            NaN   2.63457        18.7420       0.520954        12.0311                 NaN
  1235.59        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.893045        4.60129        1.95862        7.18454        49.9994        1.18714        34.1759                 NaN
  1233.08        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.847940       0.506205        6.14056        7.25988        49.8816        1.17901        34.1848                 NaN
  1230.58        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.11771       0.461959        5.90379        7.25592        49.8968        1.18062        34.1832                 NaN
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.690168E-001   4.26739        3.19751        7.27660        49.8146        1.17402        34.2009                 NaN
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.625493E-001   3.11002        4.36005        7.27307        49.8176        1.17422        34.2025                 NaN
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.19857        5.33633                 NaN   7.26155        49.8214        1.17505        34.2071                 NaN
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.71904        5.81378                 NaN   7.25769        49.8250        1.17595        34.2085                 NaN
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   1.15012        6.40345       0.117853E-005   7.18662        49.8456        1.17848        34.2357                 NaN
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.57142        2.18861        2.59978        7.16713        50.1136        1.19926        34.1601                 NaN
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.62544        2.25246        2.47336        7.15621        50.1313        1.20121        34.1600                 NaN
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.67015        2.30307        2.37063        7.14631        50.1467        1.20295        34.1601                 NaN
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.70819        2.34546        2.28372        7.13720        50.1604        1.20453        34.1605                 NaN
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.74130        2.38223        2.20798        7.12877        50.1727        1.20597        34.1610                 NaN
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.77020        2.41561        2.14046        7.12089        50.1839        1.20730        34.1617                 NaN
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.78251        2.42339        2.11984        7.12116        50.1824        1.20740        34.1633                 NaN
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.79232        2.42818        2.10555        7.12270        50.1790        1.20729        34.1649                 NaN
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.83867        2.40716        2.09742        7.10940        50.1742        1.20208        34.1711                 NaN
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.85102        2.40999        2.08233        7.11118        50.1707        1.20201        34.1728                 NaN
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.86259        2.41491        2.06596        7.11293        50.1672        1.20194        34.1744                 NaN
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.87445        2.42084        2.04819        7.11458        50.1640        1.20189        34.1760                 NaN
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.88794        2.42628        2.02936        7.11640        50.1606        1.20182        34.1776                 NaN
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.90136        2.41267        2.03012        7.11741        50.1571        1.20169        34.1796                 NaN
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.90554        2.39845        2.04092        7.11995        50.1526        1.20128        34.1812                 NaN
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.91796        2.37603        2.05220        7.12128        50.1485        1.20090        34.1832                 NaN
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.91989        2.36422        2.06243        7.12342        50.1446        1.20064        34.1848                 NaN
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.93675        2.33671        2.07375        7.12430        50.1415        1.20034        34.1867                 NaN
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.94418        2.31947        2.08437        7.12610        50.1374        1.20002        34.1885                 NaN
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.94286        2.31207        2.09405        7.12865        50.1325        1.19967        34.1902                 NaN
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.95071        2.29462        2.10444        7.13034        50.1285        1.19935        34.1920                 NaN
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.95914        2.27678        2.11470        7.13217        50.1244        1.19902        34.1938                 NaN
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.96741        2.25920        2.12488        7.13397        50.1202        1.19869        34.1956                 NaN
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.97583        2.24154        2.13494        7.13575        50.1162        1.19836        34.1974                 NaN
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.98436        2.22386        2.14494        7.13754        50.1120        1.19804        34.1992                 NaN
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.99288        2.20628        2.15487        7.13935        50.1079        1.19770        34.2010                 NaN
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.00240        2.18796        2.16455        7.14110        50.1038        1.19738        34.2028                 NaN
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.01078        2.17064        2.17434        7.14296        50.0996        1.19704        34.2046                 NaN
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.01921        2.15348        2.18397        7.14481        50.0954        1.19670        34.2064                 NaN
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   2.99101        2.16362        2.18513        7.16202        50.0929        1.20172        34.2036                 NaN
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.00518        2.14148        2.19433        7.16302        50.0891        1.20138        34.2055                 NaN
  1137.84        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.01219        2.12581        2.20349        7.16528        50.0849        1.20109        34.2072                 NaN
  1135.34        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.02307        2.10593        2.21371        7.16755        50.0800        1.20064        34.2091                 NaN
  1132.83        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.73685        2.48761        1.09545        7.17082        50.1023        1.20430        34.2027                 NaN
  1130.33        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.74535        2.48983        1.08450        7.17299        50.0991        1.20409        34.2041                 NaN
  1127.82        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.75391        2.49123        1.07600        7.17317        50.0958        1.20376        34.2062                 NaN
  1125.31        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.76042        2.49384        1.06727        7.17509        50.0920        1.20348        34.2079                 NaN
  1122.81        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.76751        2.49643        1.05922        7.17611        50.0880        1.20298        34.2098                 NaN
  1120.30        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.77694        2.49988        1.04620        7.17911        50.0837        1.20288        34.2113                 NaN
  1117.79        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.78454        2.50245        1.03688        7.18067        50.0798        1.20257        34.2131                 NaN
  1115.29        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.79252        2.50530        1.02694        7.18221        50.0758        1.20226        34.2149                 NaN
  1112.78        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.80040        2.50788        1.01737        7.18376        50.0719        1.20195        34.2167                 NaN
  1110.28        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.80914        2.50939        1.00844        7.18432        50.0682        1.20167        34.2189                 NaN
  1107.77        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.81634        2.51295       0.998200        7.18687        50.0639        1.20131        34.2204                 NaN
  1105.26        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.82365        2.51500       0.990162        7.18760        50.0601        1.20097        34.2225                 NaN
  1102.76        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.83200        2.51822       0.979098        7.19000        50.0560        1.20067        34.2240                 NaN
  1100.25        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN  0.247133        5.29426       0.185290E-005   7.02663        50.5472        1.26521        34.6118        1.00777     
  1097.74        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.84866        2.52290       0.960031        7.19205        50.0485        1.19999        34.2278                 NaN
  1095.24        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.85687        2.52546       0.950280        7.19354        50.0445        1.19965        34.2297                 NaN
  1092.73        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.86499        2.52799       0.940644        7.19505        50.0405        1.19932        34.2315                 NaN
  1090.23        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.87331        2.53047       0.930885        7.19658        50.0364        1.19899        34.2334                 NaN
  1087.72        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.88175        2.53290       0.921061        7.19811        50.0323        1.19867        34.2352                 NaN
  1085.21        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.88802        2.53626       0.911930        7.20112        50.0275        1.19836        34.2368                 NaN
  1082.71        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.89621        2.53885       0.902183        7.20272        50.0233        1.19803        34.2387                 NaN
  1080.20        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN   3.90428        2.54147       0.892534        7.20434        50.0192        1.19768        34.2405                 NaN
