|6.6.6
Archiving\03_Data\Deq/QFM_m1/WD94/WD94_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ab            
  1099.36        2500.00                 NaN   1.52179        55.7541        28.4052        8.63362        3.64273        2.04256                 NaN
  1096.15        2500.00                 NaN   1.52179        55.7541        28.4052        8.63362        3.64273        2.04256                 NaN
  1092.95        2500.00                 NaN   1.52179        55.7541        28.4052        8.63362        3.64273        2.04256                 NaN
  1089.74        2500.00                 NaN   1.52179        55.7541        28.4052        8.63362        3.64273        2.04256                 NaN
  1086.54        2500.00                 NaN   1.52179        55.7541        28.4052        8.63362        3.64273        2.04256                 NaN
  1083.33        2500.00                 NaN   1.52179        55.7541        28.4052        8.63362        3.64273        2.04256                 NaN
  1080.13        2500.00                 NaN   1.52179        55.7541        28.4052        8.63362        3.64273        2.04256                 NaN
  1076.92        2500.00                 NaN   1.58945        55.7193        28.4386        3.54737        8.62402        2.08126                 NaN
  1073.72        2500.00                 NaN   1.58945        55.7193        28.4386        3.54737        8.62402        2.08126                 NaN
  1070.51        2500.00                 NaN   1.58945        55.7193        28.4386        3.54737        8.62402        2.08126                 NaN
  1067.31        2500.00                 NaN   1.58945        55.7193        28.4386        3.54737        8.62402        2.08126                 NaN
  1064.10        2500.00                 NaN   1.58945        55.7193        28.4386        3.54737        8.62402        2.08126                 NaN
  1060.90        2500.00                 NaN   1.58945        55.7193        28.4386        3.54737        8.62402        2.08126                 NaN
  1057.69        2500.00                 NaN   1.58945        55.7193        28.4386        3.54737        8.62402        2.08126                 NaN
  1054.49        2500.00                 NaN   1.58945        55.7193        28.4386        3.54737        8.62402        2.08126                 NaN
  1051.28        2500.00                 NaN   1.66013        55.6979        28.4627        3.45171        8.61958        2.10794                 NaN
  1048.08        2500.00                 NaN   1.66013        55.6979        28.4627        3.45171        8.61958        2.10794                 NaN
  1044.87        2500.00                 NaN   1.66013        55.6979        28.4627        3.45171        8.61958        2.10794                 NaN
  1041.67        2500.00                 NaN   1.66013        55.6979        28.4627        3.45171        8.61958        2.10794                 NaN
  1038.46        2500.00                 NaN   1.66013        55.6979        28.4627        3.45171        8.61958        2.10794                 NaN
  1035.26        2500.00                 NaN   1.66013        55.6979        28.4627        3.45171        8.61958        2.10794                 NaN
  1032.05        2500.00                 NaN   1.66013        55.6979        28.4627        3.45171        8.61958        2.10794                 NaN
  1028.85        2500.00                 NaN   1.66013        55.6979        28.4627        3.45171        8.61958        2.10794                 NaN
  1025.64        2500.00                 NaN   1.73489        55.6543        28.5088        8.61915        3.35453        2.12836                 NaN
  1022.44        2500.00                 NaN   1.73489        55.6543        28.5088        8.61915        3.35453        2.12836                 NaN
  1019.23        2500.00                 NaN   1.73489        55.6543        28.5088        8.61915        3.35453        2.12836                 NaN
  1016.03        2500.00                 NaN   1.73489        55.6543        28.5088        8.61915        3.35453        2.12836                 NaN
  1012.82        2500.00                 NaN   1.77706        55.6224        28.5393        8.62456        3.30702        2.12969                 NaN
  1009.62        2500.00                 NaN   1.77706        55.6224        28.5393        8.62456        3.30702        2.12969                 NaN
  1006.41        2500.00                 NaN   1.79760        55.6075        28.5556        8.62560        3.28204        2.13169                 NaN
  1003.21        2500.00                 NaN   1.80938        55.5954        28.5674        8.63351        3.26678        2.12644       0.113293E-002
  1000.00        2500.00                 NaN   1.81986        55.5880        28.5735        8.63204        3.25765        2.12842       0.570388E-003
