|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3.25/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        an             O(HP)          ilm            San(TH)        q             
  1141.02        500.000                 NaN   11.5733                 NaN   7.38680                 NaN  0.552591        40.8477        39.6396     
  1139.96        500.000                 NaN   11.5703                 NaN   7.38402                 NaN  0.553244        40.8546        39.6379     
  1138.89        500.000                 NaN   11.5868                 NaN   7.39384                 NaN  0.545164        40.8346        39.6396     
  1137.82        500.000                 NaN   11.5880                 NaN   7.39547                 NaN  0.544560        40.8323        39.6397     
  1136.75        500.000                 NaN   11.5902                 NaN   7.39696                 NaN  0.543648        40.8294        39.6399     
  1135.68        500.000                 NaN   11.5917                 NaN   7.39830                 NaN  0.543054        40.8268        39.6401     
  1134.61        500.000                 NaN   11.5925                 NaN   7.39932                 NaN  0.542807        40.8250        39.6404     
  1133.55        500.000                 NaN   11.5946                 NaN   7.40082                 NaN  0.541977        40.8219        39.6407     
  1132.48        500.000                 NaN   11.5955                 NaN   7.40213                 NaN  0.541464        40.8201        39.6408     
  1131.41        500.000                 NaN   11.5965                 NaN   7.40353                 NaN  0.541067        40.8179        39.6410     
  1130.34        500.000                 NaN   11.5972                 NaN   7.40472                 NaN  0.540668        40.8163        39.6410     
  1129.27        500.000                 NaN   11.5892                 NaN   7.39851                 NaN  0.543045        40.8328        39.6365     
  1128.20        500.000                 NaN   11.5915                 NaN   7.40072                 NaN  0.541920        40.8292        39.6366     
  1127.14        500.000                 NaN   11.5923                 NaN   7.40437                 NaN  0.540751        40.8257        39.6369     
  1126.07        500.000                 NaN   11.6071                 NaN   7.41129                 NaN  0.535956        40.8073        39.6383     
  1125.00        500.000                 NaN   11.5969                 NaN   7.40653                 NaN  0.539477        40.8196        39.6374     
  1123.93        500.000                 NaN   11.6121                 NaN   7.41611                 NaN  0.533481        40.7997        39.6386     
  1122.86        500.000                 NaN   11.6053                 NaN   7.41127                 NaN  0.536796        40.8091        39.6375     
  1121.79        500.000                 NaN   11.6033                 NaN   7.41479                 NaN  0.536047        40.8074        39.6384     
  1120.73        500.000                 NaN   11.6051                 NaN   7.41326                 NaN  0.536079        40.8074        39.6381     
  1119.66        500.000                 NaN   5.61830        5.97293        7.40721                 NaN  0.542963        40.8179        39.6407     
  1118.59        500.000                 NaN   3.30482        8.31533        7.42413                 NaN  0.531690        40.7794        39.6446     
  1117.52        500.000                 NaN   6.75247        4.84763        7.41073                 NaN  0.539472        40.8076        39.6421     
  1116.45        500.000                 NaN   6.34116        5.26367        7.41897                 NaN  0.538788        40.7949        39.6425     
  1115.38        500.000                 NaN   6.60608        5.00048        7.41176                 NaN  0.540460        40.7966        39.6446     
  1114.32        500.000                 NaN   5.75194        5.84445        7.40817                 NaN  0.540435        40.8135        39.6415     
  1113.25        500.000                 NaN   5.49793        6.10138        7.41018                 NaN  0.539355        40.8093        39.6418     
  1112.18        500.000                 NaN   6.03941        5.55906        7.40933                 NaN  0.539746        40.8106        39.6419     
  1111.11        500.000                 NaN   6.02540        5.57421        7.41018                 NaN  0.539278        40.8089        39.6421     
  1110.04        500.000                 NaN   6.14299        5.45689        7.41057                 NaN  0.539072        40.8084        39.6421     
  1108.97        500.000                 NaN   6.42172        5.17764        7.40975                 NaN  0.539443        40.8093        39.6422     
  1107.91        500.000                 NaN   5.23143        6.38895        7.42740                 NaN  0.531814        40.7745        39.6459     
  1106.84        500.000                 NaN   11.6236                 NaN   7.42985                 NaN  0.530650        40.7696        39.6463     
  1105.77        500.000                 NaN   6.30433        5.33154        7.44233                 NaN  0.524880        40.7496        39.6473     
  1104.70        500.000                 NaN   11.6263                 NaN   7.44396                 NaN  0.527241        40.7566        39.6458     
  1103.63        500.000                 NaN   11.6300                 NaN   7.43873                 NaN  0.527271        40.7570        39.6469     
  1102.56        500.000                 NaN   4.55551        7.08453        7.44374                 NaN  0.523673        40.7442        39.6484     
  1101.50        500.000                 NaN   4.67212        6.96289        7.44144                 NaN  0.525497        40.7504        39.6476     
  1100.43        500.000                 NaN   4.40569        7.23015        7.44966                 NaN  0.524237        40.7432        39.6471     
  1099.36        500.000                 NaN   4.12687        7.51916        7.45082                 NaN  0.520707        40.7332        39.6493     
  1098.29        500.000                 NaN   7.04193        4.56251        7.41333                 NaN  0.537534        40.8015        39.6432     
  1097.22        500.000                 NaN   7.13329        4.47124        7.41332                 NaN  0.537523        40.8013        39.6433     
  1096.15        500.000                 NaN   11.6693                 NaN   7.46778                 NaN  0.511698        40.7007        39.6505     
  1095.09        500.000                 NaN   11.6669                 NaN   7.46518                 NaN  0.513170        40.7041        39.6507     
  1094.02        500.000                 NaN   11.6710                 NaN   7.47429                 NaN  0.510534        40.6914        39.6528     
  1092.95        500.000                 NaN   11.6798                 NaN   7.48362                 NaN  0.506320        40.6762        39.6541     
  1091.88        500.000                 NaN   11.6752                 NaN   7.47474                 NaN  0.508702        40.6893        39.6521     
  1090.81        500.000                 NaN   11.6780                 NaN   7.47821                 NaN  0.507059        40.6840        39.6527     
  1089.74        500.000                 NaN   11.6874                 NaN   7.48209                 NaN  0.504485        40.6715        39.6545     
  1088.67        500.000                 NaN   11.6834                 NaN   7.48312                 NaN  0.504281        40.6760        39.6532     
  1087.61        500.000                 NaN   11.6844                 NaN   7.48575                 NaN  0.503231        40.6735        39.6531     
  1086.54        500.000                 NaN   10.2040                 NaN   7.35620       0.989324       0.584306        40.9502        39.9160     
  1085.47        500.000                 NaN   9.75674                 NaN   7.26609        1.23567       0.633366        41.1390        39.9691     
  1084.40        500.000                 NaN   9.69334       0.221609E-004   7.31337        1.32651       0.612975        41.0489        40.0049     
  1083.33        500.000                 NaN   9.42982       0.134274E-002   7.28806        1.50267       0.627914        41.0976        40.0526     
  1082.26        500.000                 NaN   9.29901                 NaN   7.27723        1.59093       0.634998        41.1216        40.0763     
  1081.20        500.000                 NaN   9.20182                 NaN   7.26869        1.65487       0.640862        41.1404        40.0934     
  1080.13        500.000                 NaN   9.09770                 NaN   7.25970        1.72444       0.646451        41.1598        40.1119     
  1079.06        500.000                 NaN   7.84639                 NaN   7.12212        2.51401       0.731287        41.4766        40.3096     
  1077.99        500.000                 NaN   9.05464                 NaN   7.26076        1.76028       0.646703        41.1543        40.1233     
  1076.92        500.000                 NaN   8.89005                 NaN   7.24282        1.86470       0.657626        41.1949        40.1499     
  1075.85        500.000                 NaN   8.78661                 NaN   7.23380        1.93191       0.663694        41.2162        40.1678     
  1074.79        500.000                 NaN   6.04592        1.94791        7.13465        2.41369       0.724940        41.4479        40.2850     
  1073.72        500.000                 NaN   8.84089                 NaN   7.24169        1.89959       0.658983        41.1987        40.1601     
  1072.65        500.000                 NaN   8.65625                 NaN   7.22652        2.02175       0.669882        41.2325        40.1931     
  1071.58        500.000                 NaN   8.56365                 NaN   7.21781        2.08134       0.675253        41.2537        40.2082     
  1070.51        500.000                 NaN   8.52253                 NaN   7.21411        2.10830       0.678031        41.2616        40.2155     
  1069.44        500.000                 NaN   7.78236                 NaN   7.10748        2.54121       0.741646        41.5115        40.3158     
  1068.38        500.000                 NaN   7.81130                 NaN   7.11180        2.52458       0.739057        41.5013        40.3120     
  1067.31        500.000                 NaN   7.78821                 NaN   7.10839        2.53790       0.741102        41.5094        40.3150     
  1066.24        500.000                 NaN   7.78353                 NaN   7.10768        2.54057       0.741531        41.5111        40.3156     
  1065.17        500.000                 NaN   7.51274                 NaN   7.09670        2.73083       0.753154        41.5348        40.3718     
  1064.10        500.000                 NaN   8.29953                 NaN   7.19622        2.25931       0.689512        41.2983        40.2572     
  1063.03        500.000                 NaN   8.26823                 NaN   7.19401        2.28058       0.691083        41.3030        40.2631     
  1061.97        500.000                 NaN   7.50965                 NaN   7.09630        2.73269       0.753398        41.5357        40.3723     
  1060.90        500.000                 NaN   7.50965                 NaN   7.09630        2.73269       0.753398        41.5357        40.3723     
  1059.83        500.000                 NaN   7.51221                 NaN   7.09670        2.73125       0.753166        41.5347        40.3719     
  1058.76        500.000                 NaN   7.56127                 NaN   7.10429        2.70407       0.748531        41.5157        40.3661     
  1057.69        500.000                 NaN   7.50965                 NaN   7.09630        2.73269       0.753397        41.5357        40.3723     
  1056.62        500.000                 NaN   7.50965                 NaN   7.09630        2.73269       0.753398        41.5357        40.3723     
  1055.56        500.000                 NaN   7.50965                 NaN   7.09630        2.73269       0.753398        41.5357        40.3723     
  1054.49        500.000                 NaN   7.50966                 NaN   7.09630        2.73268       0.753397        41.5357        40.3723     
  1053.42        500.000                 NaN   7.50973                 NaN   7.09632        2.73265       0.753389        41.5357        40.3722     
  1052.35        500.000                 NaN   7.50965                 NaN   7.09630        2.73269       0.753397        41.5357        40.3723     
  1051.28        500.000                 NaN   7.50965                 NaN   7.09630        2.73269       0.753397        41.5357        40.3723     
  1050.21        500.000                 NaN   7.95167                 NaN   7.17271        2.49668       0.706679        41.3488        40.3235     
  1049.15        500.000                 NaN   7.38857                 NaN   7.09502        2.82424       0.755113        41.5373        40.3998     
  1048.08        500.000                 NaN   7.38857                 NaN   7.09502        2.82424       0.755113        41.5373        40.3998     
  1047.01        500.000                 NaN   7.38857                 NaN   7.09502        2.82424       0.755113        41.5373        40.3998     
  1045.94        500.000                 NaN   7.38857                 NaN   7.09502        2.82424       0.755113        41.5373        40.3998     
  1044.87        500.000                 NaN   7.38858                 NaN   7.09503        2.82423       0.755112        41.5373        40.3998     
  1043.80        500.000                 NaN   7.38857                 NaN   7.09502        2.82424       0.755113        41.5373        40.3998     
  1042.73        500.000                 NaN   7.38863                 NaN   7.09503        2.82421       0.755107        41.5372        40.3998     
  1041.67        500.000                 NaN   7.38859                 NaN   7.09503        2.82423       0.755111        41.5373        40.3998     
  1040.60        500.000                 NaN   7.30990                 NaN   7.09384        2.88218       0.756914        41.5400        40.4172     
  1039.53        500.000                 NaN   7.74768                 NaN   7.15983        2.63751       0.716268        41.3750        40.3637     
  1038.46        500.000                 NaN   7.73208                 NaN   7.15941        2.64944       0.716392        41.3755        40.3671     
  1037.39        500.000                 NaN   7.30991                 NaN   7.09384        2.88218       0.756913        41.5400        40.4172     
  1036.32        500.000                 NaN   7.69561                 NaN   7.15697        2.67472       0.718351        41.3798        40.3746     
  1035.26        500.000                 NaN   7.23575                 NaN   7.09267        2.93696       0.758965        41.5416        40.4340     
  1034.19        500.000                 NaN   7.23576                 NaN   7.09267        2.93696       0.758964        41.5416        40.4340     
  1033.12        500.000                 NaN   7.23575                 NaN   7.09267        2.93696       0.758965        41.5416        40.4340     
  1032.05        500.000                 NaN   7.23576                 NaN   7.09267        2.93696       0.758964        41.5416        40.4340     
  1030.98        500.000                 NaN   7.23576                 NaN   7.09267        2.93696       0.758964        41.5416        40.4340     
  1029.91        500.000                 NaN   7.23576                 NaN   7.09267        2.93696       0.758964        41.5416        40.4340     
  1028.85        500.000                 NaN   7.16795                 NaN   7.09212        2.98771       0.760646        41.5416        40.4500     
  1027.78        500.000                 NaN   7.16795                 NaN   7.09212        2.98771       0.760646        41.5416        40.4500     
  1026.71        500.000                 NaN   7.16795                 NaN   7.09212        2.98771       0.760646        41.5416        40.4500     
  1025.64        500.000                 NaN   7.16795                 NaN   7.09212        2.98771       0.760646        41.5416        40.4500     
  1024.57        500.000                 NaN   7.16795                 NaN   7.09212        2.98771       0.760646        41.5416        40.4500     
  1023.50        500.000                 NaN   7.16795                 NaN   7.09212        2.98771       0.760646        41.5416        40.4500     
  1022.44        500.000                 NaN   7.16795                 NaN   7.09212        2.98771       0.760646        41.5416        40.4500     
  1021.37        500.000                 NaN   7.10496                 NaN   7.09201        3.03539       0.762061        41.5404        40.4651     
  1020.30        500.000                 NaN   7.10496                 NaN   7.09202        3.03539       0.762061        41.5404        40.4651     
  1019.23        500.000                 NaN   7.10496                 NaN   7.09202        3.03539       0.762061        41.5404        40.4651     
  1018.16        500.000                 NaN   7.10496                 NaN   7.09202        3.03539       0.762061        41.5404        40.4651     
  1017.09        500.000                 NaN   7.10496                 NaN   7.09202        3.03539       0.762061        41.5404        40.4651     
  1016.03        500.000                 NaN   7.10496                 NaN   7.09202        3.03539       0.762061        41.5404        40.4651     
  1014.96        500.000                 NaN   7.10496                 NaN   7.09202        3.03539       0.762061        41.5404        40.4651     
  1013.89        500.000                 NaN   7.04575                 NaN   7.09227        3.08065       0.763273        41.5383        40.4797     
  1012.82        500.000                 NaN   7.04575                 NaN   7.09227        3.08065       0.763273        41.5383        40.4797     
  1011.75        500.000                 NaN   7.04575                 NaN   7.09227        3.08065       0.763273        41.5383        40.4797     
  1010.68        500.000                 NaN   7.04575                 NaN   7.09227        3.08065       0.763273        41.5383        40.4797     
  1009.62        500.000                 NaN   7.04575                 NaN   7.09227        3.08065       0.763273        41.5383        40.4797     
  1008.55        500.000                 NaN   7.04575                 NaN   7.09227        3.08065       0.763273        41.5383        40.4797     
  1007.48        500.000                 NaN   7.04575                 NaN   7.09227        3.08065       0.763273        41.5383        40.4797     
  1006.41        500.000                 NaN   6.99106                 NaN   7.09300        3.12309       0.764212        41.5350        40.4937     
  1005.34        500.000                 NaN   6.99106                 NaN   7.09300        3.12309       0.764212        41.5350        40.4937     
  1004.27        500.000                 NaN   6.99106                 NaN   7.09300        3.12309       0.764212        41.5350        40.4937     
  1003.21        500.000                 NaN   6.99106                 NaN   7.09300        3.12309       0.764212        41.5350        40.4937     
  1002.14        500.000                 NaN   6.99106                 NaN   7.09300        3.12309       0.764212        41.5350        40.4937     
  1001.07        500.000                 NaN   6.99106                 NaN   7.09300        3.12309       0.764212        41.5350        40.4937     
