|6.6.6
Archiving\03_Data\fracLP/QFM_m0.5/WD94/WD94_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       mang           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1431.08        500.000        99.1393                 NaN            NaN            NaN  0.516811E-001  0.808972                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        99.0736                 NaN            NaN            NaN            NaN  0.926352                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        99.0668                 NaN            NaN            NaN            NaN  0.933189                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        99.0575                 NaN            NaN            NaN            NaN  0.942503                 NaN            NaN            NaN            NaN            NaN
  1421.05        500.000        99.0445                 NaN            NaN            NaN            NaN  0.955525                 NaN            NaN            NaN            NaN            NaN
  1418.55        500.000        98.9378                 NaN            NaN            NaN            NaN  0.866838       0.195358                 NaN            NaN            NaN            NaN
  1416.04        500.000        98.6108                 NaN            NaN            NaN            NaN  0.920844       0.468377                 NaN            NaN            NaN            NaN
  1413.53        500.000        98.6260                 NaN            NaN            NaN            NaN  0.461496       0.912527                 NaN            NaN            NaN            NaN
  1411.03        500.000        98.6401                 NaN            NaN            NaN            NaN  0.456251       0.903616                 NaN            NaN            NaN            NaN
  1408.52        500.000        98.6561                 NaN            NaN            NaN            NaN  0.890413       0.453456                 NaN            NaN            NaN            NaN
  1406.02        500.000        98.6715                 NaN            NaN            NaN            NaN  0.447371       0.881144                 NaN            NaN            NaN            NaN
  1403.51        500.000        98.6856                 NaN            NaN            NaN            NaN  0.870006       0.444428                 NaN            NaN            NaN            NaN
  1401.00        500.000        98.6998                 NaN            NaN            NaN            NaN  0.860436       0.439778                 NaN            NaN            NaN            NaN
  1398.50        500.000        98.7116                 NaN            NaN            NaN            NaN  0.436056       0.852379                 NaN            NaN            NaN            NaN
  1395.99        500.000        98.7260                 NaN            NaN            NaN            NaN  0.841842       0.432139                 NaN            NaN            NaN            NaN
  1393.48        500.000        98.7378                 NaN            NaN            NaN            NaN  0.427153       0.835071                 NaN            NaN            NaN            NaN
  1390.98        500.000        98.7491                 NaN            NaN            NaN            NaN  0.826510       0.424350                 NaN            NaN            NaN            NaN
  1388.47        500.000        97.3859                 NaN            NaN            NaN            NaN  0.852109        1.11573       0.646261                 NaN            NaN            NaN
  1385.96        500.000        97.1092                 NaN            NaN            NaN            NaN   1.26394       0.839927       0.786928                 NaN            NaN            NaN
  1383.46        500.000        97.1868                 NaN            NaN            NaN            NaN   1.23139       0.817488       0.764362                 NaN            NaN            NaN
  1380.95        500.000        97.2487                 NaN            NaN            NaN            NaN   1.20667       0.797894       0.746732                 NaN            NaN            NaN
  1378.45        500.000        97.3097                 NaN            NaN            NaN            NaN   1.18260       0.778800       0.728912                 NaN            NaN            NaN
  1375.94        500.000        97.3688                 NaN  0.392691E-002            NaN            NaN  0.762037        1.15339       0.711858                 NaN            NaN            NaN
  1373.43        500.000        97.4167                 NaN  0.428871                 NaN            NaN  0.499467       0.906611       0.748340                 NaN            NaN            NaN
  1370.93        500.000        97.4725                 NaN  0.460693                 NaN            NaN  0.904515       0.426708       0.735548                 NaN            NaN            NaN
  1368.42        500.000        97.5278                 NaN  0.467931                 NaN            NaN  0.390201       0.894033       0.720012                 NaN            NaN            NaN
  1365.91        500.000        97.5807                 NaN  0.475311                 NaN            NaN  0.883778       0.354988       0.705269                 NaN            NaN            NaN
  1363.41        500.000        97.6335                 NaN  0.482430                 NaN            NaN  0.321001       0.872494       0.690556                 NaN            NaN            NaN
  1360.90        500.000        97.6825                 NaN  0.489468                 NaN            NaN  0.863495       0.287558       0.677023                 NaN            NaN            NaN
  1358.40        500.000        97.7358                 NaN  0.495049                 NaN            NaN  0.851585       0.255724       0.661799                 NaN            NaN            NaN
  1355.89        500.000        97.7803                 NaN  0.502138                 NaN            NaN  0.842606       0.225434       0.649549                 NaN            NaN            NaN
  1353.38        500.000        97.8252                 NaN  0.506642                 NaN            NaN  0.834401       0.197217       0.636515                 NaN            NaN            NaN
  1350.88        500.000        97.8692                 NaN  0.511578                 NaN            NaN  0.824808       0.170450       0.623942                 NaN            NaN            NaN
  1348.37        500.000        97.9106                 NaN  0.516699                 NaN            NaN  0.143419       0.817133       0.612183                 NaN            NaN            NaN
  1345.86        500.000        97.9521                 NaN  0.520381                 NaN            NaN  0.120130       0.807285       0.600150                 NaN            NaN            NaN
  1343.36        500.000        97.9945                 NaN  0.524070                 NaN            NaN  0.799205       0.943286E-001  0.587946                 NaN            NaN            NaN
  1340.85        500.000        98.0335                 NaN  0.529349                 NaN            NaN  0.683203E-001  0.791567       0.577222                 NaN            NaN            NaN
  1338.35        500.000        98.0705                 NaN  0.528222                 NaN            NaN  0.541621E-001  0.781614       0.565494                 NaN            NaN            NaN
  1335.84        500.000        98.1063                 NaN  0.530159                 NaN            NaN  0.773697       0.348583E-001  0.554941                 NaN            NaN            NaN
  1333.33        500.000        98.1420                 NaN  0.531500                 NaN            NaN  0.166464E-001  0.765437       0.544375                 NaN            NaN            NaN
  1330.83        500.000        98.1694                 NaN  0.516670                 NaN            NaN  0.745216       0.343826E-001  0.534377                 NaN            NaN            NaN
  1328.32        500.000        98.2068                 NaN  0.524191                 NaN            NaN  0.745399                 NaN  0.523658                 NaN            NaN            NaN
  1325.81        500.000        98.2359                 NaN  0.509191                 NaN            NaN  0.723598       0.179585E-001  0.513337                 NaN            NaN            NaN
  1323.31        500.000        98.2502                 NaN  0.518364                 NaN            NaN  0.722442                 NaN  0.508979                 NaN            NaN            NaN
  1320.80        500.000        98.3063                 NaN  0.500265                 NaN            NaN  0.702799                 NaN  0.490641                 NaN            NaN            NaN
  1318.30        500.000        98.3281                 NaN  0.495517                 NaN            NaN  0.692300                 NaN  0.484113                 NaN            NaN            NaN
  1315.79        500.000        98.3557                 NaN  0.488901                 NaN            NaN  0.680308                 NaN  0.475066                 NaN            NaN            NaN
  1313.28        500.000        98.3808                 NaN  0.484139                 NaN            NaN  0.668406                 NaN  0.466702                 NaN            NaN            NaN
  1310.78        500.000        98.4133                 NaN  0.475709                 NaN            NaN  0.654653                 NaN  0.456307                 NaN            NaN            NaN
  1308.27        500.000        98.4392                 NaN  0.467643                 NaN            NaN  0.645481                 NaN  0.447654                 NaN            NaN            NaN
  1305.76        500.000        98.3722                 NaN  0.498437                 NaN            NaN  0.636209                 NaN  0.493157                 NaN            NaN            NaN
  1303.26        500.000        98.5835                 NaN  0.408563                 NaN            NaN  0.632186                 NaN  0.375745                 NaN            NaN            NaN
  1300.75        500.000        98.5176                 NaN  0.444093                 NaN            NaN  0.616461                 NaN  0.421867                 NaN            NaN            NaN
  1298.25        500.000        98.5426                 NaN  0.438584                 NaN            NaN  0.605007                 NaN  0.413835                 NaN            NaN            NaN
  1295.74        500.000        98.5660                 NaN  0.429663                 NaN            NaN  0.598082                 NaN  0.406284                 NaN            NaN            NaN
  1293.23        500.000        98.5930                 NaN  0.422710                 NaN            NaN  0.587038                 NaN  0.397290                 NaN            NaN            NaN
  1290.73        500.000        98.6144                 NaN  0.416005                 NaN            NaN  0.579409                 NaN  0.390236                 NaN            NaN            NaN
  1288.22        500.000        98.6378                 NaN  0.410441                 NaN            NaN  0.569086                 NaN  0.382720                 NaN            NaN            NaN
  1285.71        500.000        98.6610                 NaN  0.402773                 NaN            NaN  0.560983                 NaN  0.375254                 NaN            NaN            NaN
  1283.21        500.000        98.6821                 NaN  0.398973                 NaN            NaN  0.550296                 NaN  0.368591                 NaN            NaN            NaN
  1280.70        500.000        98.7062                 NaN  0.388372                 NaN            NaN  0.544766                 NaN  0.360677                 NaN            NaN            NaN
  1278.20        500.000        98.7290                 NaN  0.380996                 NaN            NaN  0.536526                 NaN  0.353433                 NaN            NaN            NaN
  1275.69        500.000        98.7510                 NaN  0.373171                 NaN            NaN  0.529279                 NaN  0.346535                 NaN            NaN            NaN
  1273.18        500.000        98.7768                 NaN  0.362006                 NaN            NaN  0.522899                 NaN  0.338319                 NaN            NaN            NaN
  1270.68        500.000        98.7908                 NaN  0.362423                 NaN            NaN  0.512631                 NaN  0.334117                 NaN            NaN            NaN
  1268.17        500.000        98.8170                 NaN  0.351478                 NaN            NaN  0.505293                 NaN  0.326250                 NaN            NaN            NaN
  1265.66        500.000        98.8370                 NaN  0.343403                 NaN            NaN  0.500411                 NaN  0.319139                 NaN            NaN            NaN
  1263.16        500.000        94.8528                 NaN  0.717524                 NaN            NaN  0.921832E-001   1.08879       0.740506        2.50822                 NaN            NaN
  1260.65        500.000        91.2278                 NaN  0.153826                 NaN            NaN  0.870258        2.04394        1.10177        4.60243                 NaN            NaN
  1258.15        500.000        91.8484                 NaN  0.135907                 NaN            NaN   1.94412       0.799563        1.03017        4.24181                 NaN            NaN
  1255.64        500.000        92.3954                 NaN  0.117688                 NaN            NaN  0.734921        1.85961       0.966233        3.92611                 NaN            NaN
  1253.13        500.000        91.5581                 NaN            NaN  0.492889                 NaN   1.19336        1.38472        1.07191        4.29898                 NaN            NaN
  1250.63        500.000        92.1093                 NaN            NaN  0.525503                 NaN   1.16420        1.18477        1.00532        4.01093                 NaN            NaN
  1248.12        500.000        92.7588                 NaN            NaN  0.485796                 NaN   1.05328        1.09721       0.924766        3.68013                 NaN            NaN
  1245.61        500.000        93.3148                 NaN  0.130055E-005  0.451092                 NaN   1.02242       0.958439       0.854875        3.39841                 NaN            NaN
  1243.11        500.000        93.7988                 NaN            NaN  0.420046                 NaN  0.876870       0.955297       0.793343        3.15568                 NaN            NaN
  1240.60        500.000        94.2253                 NaN            NaN  0.391922                 NaN  0.806292       0.894685       0.738490        2.94329                 NaN            NaN
  1238.10        500.000        94.6020                 NaN            NaN  0.366186                 NaN  0.745431       0.840022       0.689515        2.75686                 NaN            NaN
  1235.59        500.000        94.9388                 NaN            NaN  0.342188                 NaN  0.788761       0.695016       0.645259        2.58999                 NaN            NaN
  1233.08        500.000        95.2469                 NaN            NaN  0.320351                 NaN  0.742523       0.645997       0.604386        2.43986                 NaN            NaN
  1230.58        500.000        95.5205                 NaN            NaN  0.299026                 NaN  0.697896       0.609372       0.567854        2.30537                 NaN            NaN
  1228.07        500.000        95.7728                 NaN            NaN  0.278983                 NaN  0.576070       0.655995       0.533789        2.18241                 NaN            NaN
  1225.56        500.000        96.0058                 NaN            NaN  0.260154                 NaN  0.546819       0.616100       0.502251        2.06892                 NaN            NaN
  1223.06        500.000        96.2199                 NaN            NaN  0.242488                 NaN  0.579314       0.519977       0.473014        1.96528                 NaN            NaN
  1220.55        500.000        96.4158                 NaN            NaN  0.225361                 NaN  0.499297       0.543504       0.446172        1.86982                 NaN            NaN
  1218.05        500.000        96.5971                 NaN            NaN  0.209190                 NaN  0.509614       0.480958       0.421198        1.78197                 NaN            NaN
  1215.54        500.000        96.7682                 NaN            NaN  0.193685                 NaN  0.477407       0.464705       0.397664        1.69833                 NaN            NaN
  1213.03        500.000        96.9198                 NaN            NaN  0.178924                 NaN  0.454271       0.446798       0.376481        1.62370                 NaN            NaN
  1210.53        500.000        97.0674                 NaN            NaN  0.165208                 NaN  0.417982       0.441338       0.356251        1.55179                 NaN            NaN
  1208.02        500.000        97.2012                 NaN            NaN  0.151999                 NaN  0.390360       0.432974       0.337661        1.48581                 NaN            NaN
  1205.51        500.000        83.1282                 NaN            NaN  0.636863                 NaN  0.619074        1.57222        1.45556        6.51747        6.07057                 NaN
  1203.01        500.000        77.0170                 NaN  0.415575       0.825727                 NaN   2.29299                 NaN   1.93779        8.64293        8.86794                 NaN
  1200.50        500.000        78.6335                 NaN  0.194194       0.686725                 NaN  0.756682        1.73860        1.81381        7.99803        8.17841                 NaN
  1197.99        500.000        82.0899                 NaN  0.562014       0.553338                 NaN   1.65014                 NaN   1.51313        6.73186        6.89959                 NaN
  1195.49        500.000        80.9384                 NaN  0.568420       0.599429                 NaN   1.57954                 NaN   1.59366        7.21928        7.50132                 NaN
  1192.98        500.000        84.9549                 NaN  0.509550       0.425782                 NaN   1.44348                 NaN   1.25916        5.67193        5.73520                 NaN
  1190.48        500.000        82.7245                 NaN  0.436429       0.520069                 NaN   1.64965                 NaN   1.41370        6.57118        6.68445                 NaN
  1187.97        500.000        81.6657                 NaN  0.499892       0.528766                 NaN   1.55221                 NaN   1.48033        7.10919        7.16393                 NaN
  1185.46        500.000        71.1951                 NaN  0.682094       0.817457                 NaN   2.22054                 NaN   2.23428        11.5062        11.3443                 NaN
  1182.96        500.000                 NaN            NaN   2.01001        2.80434                 NaN   6.70767                 NaN   7.36559        41.2255        39.8869                 NaN
  1180.45        500.000                 NaN            NaN   2.04715        2.78844                 NaN   6.68406                 NaN   7.36971        41.2245        39.8861                 NaN
  1177.94        500.000                 NaN            NaN   2.08454        2.77150                 NaN   6.66177                 NaN   7.37378        41.2237        39.8847                 NaN
  1175.44        500.000                 NaN            NaN   2.11963        2.75514                 NaN   6.64208                 NaN   7.37806        41.2218        39.8833                 NaN
  1172.93        500.000                 NaN            NaN   2.15558        2.73866                 NaN   6.62119                 NaN   7.38216        41.2205        39.8819                 NaN
  1170.43        500.000                 NaN            NaN   2.19031        2.72209                 NaN   6.60219                 NaN   7.38623        41.2190        39.8802                 NaN
  1167.92        500.000                 NaN            NaN   2.22638        2.70599                 NaN   6.58052                 NaN   7.39041        41.2174        39.8793                 NaN
  1165.41        500.000                 NaN            NaN   2.25705        2.68854                 NaN   6.56853                 NaN   7.39390        41.2169        39.8751                 NaN
  1162.91        500.000                 NaN            NaN   2.29516        2.67329                 NaN   6.54288                 NaN   7.39857        41.2140        39.8761                 NaN
  1160.40        500.000                 NaN            NaN   2.32818        2.65764                 NaN   6.52477                 NaN   7.40258        41.2121        39.8747                 NaN
  1157.89        500.000                 NaN            NaN   2.35763        2.64096                 NaN   6.51257                 NaN   7.40688        41.2112        39.8708                 NaN
  1155.39        500.000                 NaN            NaN   2.40795        2.61236                 NaN   6.49165                 NaN   7.41257        41.2110        39.8645                 NaN
  1152.88        500.000                 NaN            NaN   2.43042        2.60900                 NaN   6.46643                 NaN   7.41965        41.2057        39.8688                 NaN
  1150.38        500.000                 NaN            NaN   2.45940        2.59114                 NaN   6.46029                 NaN   7.41828        41.2055        39.8654                 NaN
  1147.87        500.000                 NaN            NaN   2.49214        2.57499                 NaN   6.44361                 NaN   7.42236        41.2033        39.8636                 NaN
  1145.36        500.000                 NaN            NaN   2.54177        2.54839                 NaN   6.42120                 NaN   7.42686        41.2029        39.8589                 NaN
  1142.86        500.000                 NaN            NaN   2.58563        2.52073                 NaN   6.40963                 NaN   7.43319        41.1983        39.8525                 NaN
  1140.35        500.000                 NaN            NaN   4.13890       0.844621                 NaN   6.29862                 NaN   7.50871        41.2455        39.4273       0.536302     
  1137.84        500.000                 NaN            NaN   4.94370                 NaN            NaN   6.20690                 NaN   7.54911        41.2724        39.2190       0.808795     
  1135.34        500.000                 NaN            NaN   4.94798                 NaN            NaN   6.20259                 NaN   7.54660        41.2736        39.2206       0.808622     
  1132.83        500.000                 NaN            NaN   4.95883                 NaN            NaN   6.18870                 NaN   7.54908        41.2687        39.2257       0.808983     
  1130.33        500.000                 NaN            NaN   4.97119                 NaN            NaN   6.17138                 NaN   7.55031        41.2675        39.2301       0.809581     
  1127.82        500.000                 NaN            NaN   4.98514                 NaN            NaN   6.15170                 NaN   7.55324        41.2645        39.2351       0.810391     
  1125.31        500.000                 NaN            NaN   4.99543                 NaN            NaN   6.13763                 NaN   7.55282        41.2647        39.2387       0.810714     
  1122.81        500.000                 NaN            NaN   5.00710                 NaN            NaN   6.12130                 NaN   7.55407        41.2634        39.2428       0.811284     
  1120.30        500.000                 NaN            NaN   5.01970                 NaN            NaN   6.10367                 NaN   7.55532        41.2622        39.2473       0.811884     
  1117.79        500.000                 NaN            NaN   5.02989                 NaN            NaN   6.08966                 NaN   7.55665        41.2604        39.2510       0.812331     
  1115.29        500.000                 NaN            NaN   5.04086                 NaN            NaN   6.07451                 NaN   7.55796        41.2588        39.2550       0.812826     
  1112.78        500.000                 NaN            NaN   5.05560                 NaN            NaN   6.05369                 NaN   7.55913        41.2579        39.2602       0.813569     
  1110.28        500.000                 NaN            NaN   5.06594                 NaN            NaN   6.03952                 NaN   7.56048        41.2560        39.2640       0.814014     
  1107.77        500.000                 NaN            NaN   5.07615                 NaN            NaN   6.02555                 NaN   7.56183        41.2542        39.2678       0.814453     
  1105.26        500.000                 NaN            NaN   5.08597                 NaN            NaN   6.01221                 NaN   7.56323        41.2522        39.2716       0.814857     
  1102.76        500.000                 NaN            NaN   5.10736                 NaN            NaN   5.96694                 NaN   7.55489        41.2797        39.2726       0.818504     
  1100.25        500.000                 NaN            NaN   5.11123                 NaN            NaN   5.96191                 NaN   7.55566        41.2784        39.2742       0.818616     
  1097.74        500.000                 NaN            NaN   5.11307                 NaN            NaN   5.95973                 NaN   7.55506        41.2794        39.2742       0.818474     
  1095.24        500.000                 NaN            NaN   5.11881                 NaN            NaN   5.95211                 NaN   7.55721        41.2757        39.2773       0.818830     
  1092.73        500.000                 NaN            NaN   5.12253                 NaN            NaN   5.94733                 NaN   7.55800        41.2743        39.2789       0.818931     
  1090.23        500.000                 NaN            NaN   5.12620                 NaN            NaN   5.94264                 NaN   7.55880        41.2729        39.2804       0.819028     
  1087.72        500.000                 NaN            NaN   5.12876                 NaN            NaN   5.93996                 NaN   7.55905        41.2721        39.2812       0.818879     
  1085.21        500.000                 NaN            NaN   5.13339                 NaN            NaN   5.93348                 NaN   7.56042        41.2700        39.2835       0.819212     
  1082.71        500.000                 NaN            NaN   5.13693                 NaN            NaN   5.92900                 NaN   7.56124        41.2685        39.2851       0.819300     
  1080.20        500.000                 NaN            NaN   5.14042                 NaN            NaN   5.92461                 NaN   7.56208        41.2669        39.2866       0.819381     
  1077.69        500.000                 NaN            NaN   5.14387                 NaN            NaN   5.92028                 NaN   7.56292        41.2653        39.2881       0.819461     
  1075.19        500.000                 NaN            NaN   5.14728                 NaN            NaN   5.91602                 NaN   7.56378        41.2637        39.2897       0.819537     
  1072.68        500.000                 NaN            NaN   5.15066                 NaN            NaN   5.91182                 NaN   7.56464        41.2621        39.2912       0.819610     
  1070.18        500.000                 NaN            NaN   5.15400                 NaN            NaN   5.90768                 NaN   7.56552        41.2604        39.2927       0.819679     
  1067.67        500.000                 NaN            NaN   5.15731                 NaN            NaN   5.90360                 NaN   7.56640        41.2587        39.2942       0.819746     
  1065.16        500.000                 NaN            NaN   5.16060                 NaN            NaN   5.89957                 NaN   7.56730        41.2570        39.2957       0.819810     
  1062.66        500.000                 NaN            NaN   5.23436                 NaN            NaN   5.81346                 NaN   7.58843        41.2121        39.3310       0.820657     
  1060.15        500.000                 NaN            NaN   5.23721                 NaN            NaN   5.80996                 NaN   7.58829        41.2130        39.3310       0.820584     
  1057.64        500.000                 NaN            NaN   5.24543                 NaN            NaN   5.79889                 NaN   7.58979        41.2106        39.3344       0.820932     
  1055.14        500.000                 NaN            NaN   5.25348                 NaN            NaN   5.78806                 NaN   7.59132        41.2082        39.3377       0.821268     
  1052.63        500.000                 NaN            NaN   5.26009                 NaN            NaN   5.77990                 NaN   7.59309        41.2047        39.3408       0.821418     
  1050.13        500.000                 NaN            NaN   5.26655                 NaN            NaN   5.77198                 NaN   7.59488        41.2012        39.3438       0.821555     
  1047.62        500.000                 NaN            NaN   5.27283                 NaN            NaN   5.76439                 NaN   7.59671        41.1976        39.3468       0.821672     
  1045.11        500.000                 NaN            NaN   5.27890                 NaN            NaN   5.75717                 NaN   7.59858        41.1938        39.3498       0.821765     
  1042.61        500.000                 NaN            NaN   5.28508                 NaN            NaN   5.74973                 NaN   7.60044        41.1901        39.3528       0.821876     
  1040.10        500.000                 NaN            NaN   5.29107                 NaN            NaN   5.74263                 NaN   7.60234        41.1862        39.3558       0.821967     
  1037.59        500.000                 NaN            NaN   5.29695                 NaN            NaN   5.73573                 NaN   7.60426        41.1823        39.3587       0.822046     
  1035.09        500.000                 NaN            NaN   5.30278                 NaN            NaN   5.72889                 NaN   7.60620        41.1783        39.3617       0.822124     
  1032.58        500.000                 NaN            NaN   5.30854                 NaN            NaN   5.72218                 NaN   7.60817        41.1743        39.3646       0.822195     
  1030.08        500.000                 NaN            NaN   5.34303                 NaN            NaN   5.66230                 NaN   7.60811        41.1841        39.3762       0.826264     
  1027.57        500.000                 NaN            NaN   5.34807                 NaN            NaN   5.65672                 NaN   7.61012        41.1799        39.3790       0.826276     
  1025.06        500.000                 NaN            NaN   5.35303                 NaN            NaN   5.65126                 NaN   7.61216        41.1756        39.3817       0.826282     
  1022.56        500.000                 NaN            NaN   5.35727                 NaN            NaN   5.64719                 NaN   7.61432        41.1708        39.3843       0.826186     
  1020.05        500.000                 NaN            NaN   5.36275                 NaN            NaN   5.64071                 NaN   7.61630        41.1668        39.3871       0.826275     
  1017.54        500.000                 NaN            NaN   5.36754                 NaN            NaN   5.63557                 NaN   7.61839        41.1624        39.3899       0.826264     
  1015.04        500.000                 NaN            NaN   5.37188                 NaN            NaN   5.63122                 NaN   7.62053        41.1577        39.3925       0.826197     
  1012.53        500.000                 NaN            NaN   5.37693                 NaN            NaN   5.62553                 NaN   7.62261        41.1534        39.3953       0.826234     
  1010.03        500.000                 NaN            NaN   5.38084                 NaN            NaN   5.62210                 NaN   7.62489        41.1483        39.3978       0.826097     
  1007.52        500.000                 NaN            NaN   5.38603                 NaN            NaN   5.61612                 NaN   7.62697        41.1441        39.4006       0.826161     
  1005.01        500.000                 NaN            NaN   5.39051                 NaN            NaN   5.61152                 NaN   7.62918        41.1393        39.4033       0.826120     
  1002.51        500.000                 NaN            NaN   5.39491                 NaN            NaN   5.60709                 NaN   7.63141        41.1345        39.4060       0.826067     
  1000.00        500.000                 NaN            NaN   5.39926                 NaN            NaN   5.60273                 NaN   7.63366        41.1296        39.4087       0.826010     
