|6.6.6
Archiving\03_Data\eq/QFM_m0.25/Y98/Y98_3.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             pnt           
  1250.00        2500.00                 NaN  0.873874                 NaN   10.9498       0.468565        39.1077        18.1241        22.7323        7.74358                 NaN
  1246.79        2500.00                 NaN  0.873877                 NaN   10.9498       0.468574        39.1075        18.1241        22.7322        7.74399                 NaN
  1243.59        2500.00                 NaN  0.873881                 NaN   10.9497       0.468582        39.1073        18.1241        22.7320        7.74440                 NaN
  1240.38        2500.00                 NaN  0.873884                 NaN   10.9496       0.468591        39.1071        18.1241        22.7319        7.74481                 NaN
  1237.18        2500.00                 NaN  0.873887                 NaN   10.9495       0.468600        39.1069        18.1241        22.7317        7.74522                 NaN
  1233.97        2500.00                 NaN  0.873890                 NaN   10.9494       0.468608        39.1068        18.1241        22.7316        7.74562                 NaN
  1230.77        2500.00                 NaN  0.873475                 NaN   11.1395       0.507540        39.2154        17.6669        22.5101        8.08711                 NaN
  1227.56        2500.00                 NaN  0.873478                 NaN   11.1395       0.507549        39.2152        17.6669        22.5100        8.08753                 NaN
  1224.36        2500.00                 NaN  0.873481                 NaN   11.1394       0.507558        39.2150        17.6669        22.5098        8.08796                 NaN
  1221.15        2500.00                 NaN  0.873484                 NaN   11.1393       0.507567        39.2148        17.6668        22.5097        8.08838                 NaN
  1217.95        2500.00                 NaN  0.873487                 NaN   11.1392       0.507577        39.2146        17.6668        22.5095        8.08881                 NaN
  1214.74        2500.00                 NaN  0.873489                 NaN   11.1391       0.507586        39.2144        17.6668        22.5094        8.08923                 NaN
  1211.54        2500.00                 NaN  0.873492                 NaN   11.1390       0.507595        39.2142        17.6668        22.5092        8.08965                 NaN
  1208.33        2500.00                 NaN  0.873495                 NaN   11.1390       0.507604        39.2140        17.6668        22.5091        8.09008                 NaN
  1205.13        2500.00                 NaN  0.873116                 NaN   11.3117       0.547198        39.3435        17.2054        22.3129        8.40620                 NaN
  1201.92        2500.00                 NaN  0.873118                 NaN   11.3116       0.547208        39.3433        17.2054        22.3128        8.40664                 NaN
  1198.72        2500.00                 NaN  0.873121                 NaN   11.3115       0.547218        39.3431        17.2054        22.3126        8.40708                 NaN
  1195.51        2500.00                 NaN  0.873123                 NaN   11.3114       0.547227        39.3429        17.2054        22.3125        8.40752                 NaN
  1192.31        2500.00                 NaN  0.873126                 NaN   11.3113       0.547237        39.3427        17.2054        22.3123        8.40796                 NaN
  1189.10        2500.00                 NaN  0.873128                 NaN   11.3112       0.547247        39.3425        17.2053        22.3122        8.40839                 NaN
  1185.90        2500.00                 NaN  0.873131                 NaN   11.3111       0.547256        39.3423        17.2053        22.3120        8.40883                 NaN
  1182.69        2500.00                 NaN  0.873133                 NaN   11.3110       0.547266        39.3421        17.2053        22.3118        8.40927                 NaN
  1179.49        2500.00                 NaN  0.872788                 NaN   11.4685       0.587794        39.4883        16.7492        22.1312        8.70221                 NaN
  1176.28        2500.00                 NaN  0.872790                 NaN   11.4684       0.587805        39.4881        16.7492        22.1311        8.70266                 NaN
  1173.08        2500.00                 NaN  0.872792                 NaN   11.4683       0.587815        39.4879        16.7492        22.1309        8.70311                 NaN
  1169.87        2500.00                 NaN  0.872794                 NaN   11.4682       0.587825        39.4877        16.7492        22.1308        8.70357                 NaN
  1166.67        2500.00                 NaN  0.872796                 NaN   11.4681       0.587836        39.4875        16.7491        22.1306        8.70402                 NaN
  1163.46        2500.00                 NaN  0.872798                 NaN   11.4680       0.587846        39.4873        16.7491        22.1305        8.70447                 NaN
  1160.26        2500.00                 NaN  0.872800                 NaN   11.4679       0.587856        39.4871        16.7491        22.1303        8.70492                 NaN
  1157.05        2500.00                 NaN  0.872802                 NaN   11.4679       0.587866        39.4869        16.7491        22.1301        8.70537                 NaN
  1153.85        2500.00                 NaN  0.872491                 NaN   11.6082       0.631306        39.6492        16.3026        21.9610        8.97509                 NaN
  1150.64        2500.00                 NaN  0.872493                 NaN   11.6081       0.631317        39.6490        16.3026        21.9608        8.97555                 NaN
  1147.44        2500.00                 NaN  0.872494                 NaN   11.6080       0.631328        39.6488        16.3026        21.9607        8.97601                 NaN
  1144.23        2500.00                 NaN  0.872496                 NaN   11.6080       0.631339        39.6486        16.3026        21.9605        8.97647                 NaN
  1141.03        2500.00                 NaN  0.872498                 NaN   11.6079       0.631350        39.6484        16.3026        21.9604        8.97694                 NaN
  1137.82        2500.00                 NaN  0.872499                 NaN   11.6078       0.631361        39.6482        16.3026        21.9602        8.97740                 NaN
  1134.62        2500.00                 NaN  0.872501                 NaN   11.6077       0.631371        39.6480        16.3026        21.9600        8.97786                 NaN
  1131.41        2500.00                 NaN  0.872503                 NaN   11.6076       0.631382        39.6478        16.3026        21.9599        8.97832                 NaN
  1128.21        2500.00                 NaN  0.872227                 NaN   11.7303       0.676026        39.8377        21.8138        15.8466        9.22335                 NaN
  1125.00        2500.00                 NaN  0.872228                 NaN   11.7302       0.676037        39.8375        21.8136        15.8466        9.22382                 NaN
  1121.79        2500.00                 NaN  0.872230                 NaN   11.7301       0.676049        39.8373        21.8135        15.8466        9.22430                 NaN
  1118.59        2500.00                 NaN  0.872231                 NaN   11.7300       0.676060        39.8371        21.8133        15.8466        9.22477                 NaN
  1115.38        2500.00                 NaN  0.872233                 NaN   11.7299       0.676072        39.8369        21.8131        15.8466        9.22524                 NaN
  1112.18        2500.00                 NaN  0.872234                 NaN   11.7298       0.676083        39.8367        21.8129        15.8466        9.22571                 NaN
  1108.97        2500.00                 NaN  0.872235                 NaN   11.7297       0.676094        39.8364        21.8128        15.8466        9.22618                 NaN
  1105.77        2500.00                 NaN  0.872237                 NaN   11.7296       0.676106        39.8362        21.8126        15.8466        9.22666                 NaN
  1102.56        2500.00                 NaN  0.871986                 NaN   11.8402       0.723718        40.0348        15.4088        21.6657        9.45482                 NaN
  1099.36        2500.00                 NaN  0.871987                 NaN   11.8401       0.723730        40.0345        15.4088        21.6656        9.45530                 NaN
  1096.15        2500.00                 NaN  0.871988                 NaN   11.8400       0.723742        40.0343        15.4088        21.6654        9.45578                 NaN
  1092.95        2500.00                 NaN  0.871989                 NaN   11.8399       0.723754        40.0341        15.4088        21.6652        9.45626                 NaN
  1089.74        2500.00                 NaN  0.871990                 NaN   11.8398       0.723766        40.0339        15.4088        21.6650        9.45674                 NaN
  1086.54        2500.00                 NaN  0.871991                 NaN   11.8397       0.723778        40.0337        15.4088        21.6649        9.45723                 NaN
  1083.33        2500.00                 NaN  0.871992                 NaN   11.8396       0.723790        40.0335        15.4088        21.6647        9.45771                 NaN
  1080.13        2500.00                 NaN  0.871993                 NaN   11.8394       0.723802        40.0333        15.4088        21.6645        9.45819                 NaN
  1076.92        2500.00                 NaN  0.871775                 NaN   11.9331       0.772925        40.2651        21.5408        14.9524        9.66395                 NaN
  1073.72        2500.00                 NaN  0.871776                 NaN   11.9330       0.772938        40.2649        21.5406        14.9524        9.66444                 NaN
  1070.51        2500.00                 NaN  0.871777                 NaN   11.9329       0.772951        40.2647        21.5404        14.9524        9.66493                 NaN
  1067.31        2500.00                 NaN  0.871777                 NaN   11.9328       0.772963        40.2644        21.5402        14.9524        9.66542                 NaN
  1064.10        2500.00                 NaN  0.871778                 NaN   11.9327       0.772976        40.2642        21.5400        14.9524        9.66591                 NaN
  1060.90        2500.00                 NaN  0.871779                 NaN   11.9326       0.772989        40.2640        21.5399        14.9524        9.66640                 NaN
  1057.69        2500.00                 NaN  0.871779                 NaN   11.9325       0.773001        40.2638        21.5397        14.9524        9.66689                 NaN
  1054.49        2500.00                 NaN  0.871780                 NaN   11.9324       0.773014        40.2636        21.5395        14.9524        9.66737                 NaN
  1051.28        2500.00                 NaN  0.871587                 NaN   12.0123       0.826405        40.5050        21.4150        14.5137        9.85601                 NaN
  1048.08        2500.00                 NaN  0.871588                 NaN   12.0121       0.826419        40.5048        21.4148        14.5137        9.85651                 NaN
  1044.87        2500.00                 NaN  0.871588                 NaN   12.0120       0.826432        40.5046        21.4147        14.5137        9.85701                 NaN
  1041.67        2500.00                 NaN  0.871589                 NaN   12.0119       0.826445        40.5044        21.4145        14.5137        9.85750                 NaN
  1038.46        2500.00                 NaN  0.871589                 NaN   12.0118       0.826459        40.5042        21.4143        14.5137        9.85800                 NaN
  1035.26        2500.00                 NaN  0.871589                 NaN   12.0117       0.826472        40.5039        21.4141        14.5137        9.85849                 NaN
  1032.05        2500.00                 NaN  0.871590                 NaN   12.0116       0.826485        40.5037        21.4139        14.5137        9.85899                 NaN
  1028.85        2500.00                 NaN  0.871590                 NaN   12.0115       0.826499        40.5035        21.4137        14.5137        9.85949                 NaN
  1025.64        2500.00                 NaN  0.871427                 NaN   12.0760       0.883355        40.7690        21.3005        14.0713        10.0285                 NaN
  1022.44        2500.00                 NaN  0.871427                 NaN   12.0759       0.883369        40.7688        21.3003        14.0713        10.0290                 NaN
  1019.23        2500.00                 NaN  0.871428                 NaN   12.0758       0.883384        40.7686        21.3001        14.0713        10.0295                 NaN
  1016.03        2500.00                 NaN  0.871428                 NaN   12.0756       0.883398        40.7684        21.2999        14.0713        10.0300                 NaN
  1012.82        2500.00                 NaN  0.871359                 NaN   12.1014       0.913486        40.9088        13.8501        21.2482        10.1066                 NaN
  1009.62        2500.00                 NaN  0.871359                 NaN   12.1012       0.913501        40.9086        13.8501        21.2480        10.1071                 NaN
  1006.41        2500.00                 NaN  0.871331                 NaN   12.1105       0.929214        40.9837        13.7370        21.2270        10.1412                 NaN
  1003.21        2500.00                 NaN  0.866115                 NaN   12.1193       0.935138        41.1036        13.5890        21.2155        10.1665       0.491933E-002
  1000.00        2500.00                 NaN  0.847050                 NaN   12.1285       0.937199        41.4547        21.2232        13.1877        10.1987       0.229551E-001
