|6.6.6
Archiving\03_Data\eq/QFM_m0.25/Y98/Y98_1.tab                              
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             pnt           
  1250.00        2500.00                 NaN  0.963337                 NaN   11.6916       0.604587        39.7100        18.1828        22.5128        6.33491                 NaN
  1246.79        2500.00                 NaN  0.963337                 NaN   11.6916       0.604587        39.7100        18.1828        22.5128        6.33491                 NaN
  1243.59        2500.00                 NaN  0.963337                 NaN   11.6916       0.604587        39.7100        18.1828        22.5128        6.33491                 NaN
  1240.38        2500.00                 NaN  0.963337                 NaN   11.6916       0.604587        39.7100        18.1828        22.5128        6.33491                 NaN
  1237.18        2500.00                 NaN  0.963337                 NaN   11.6916       0.604587        39.7100        18.1828        22.5128        6.33491                 NaN
  1233.97        2500.00                 NaN  0.963337                 NaN   11.6916       0.604587        39.7100        18.1828        22.5128        6.33491                 NaN
  1230.77        2500.00                 NaN  0.963378                 NaN   11.9079       0.655400        39.8413        17.7298        22.2849        6.61729                 NaN
  1227.56        2500.00                 NaN  0.963378                 NaN   11.9079       0.655400        39.8413        17.7298        22.2849        6.61729                 NaN
  1224.36        2500.00                 NaN  0.963378                 NaN   11.9079       0.655400        39.8413        17.7298        22.2849        6.61729                 NaN
  1221.15        2500.00                 NaN  0.963378                 NaN   11.9079       0.655400        39.8413        17.7298        22.2849        6.61729                 NaN
  1217.95        2500.00                 NaN  0.963378                 NaN   11.9079       0.655400        39.8413        17.7298        22.2849        6.61729                 NaN
  1214.74        2500.00                 NaN  0.963378                 NaN   11.9079       0.655400        39.8413        17.7298        22.2849        6.61729                 NaN
  1211.54        2500.00                 NaN  0.963378                 NaN   11.9079       0.655400        39.8413        17.7298        22.2849        6.61729                 NaN
  1208.33        2500.00                 NaN  0.963378                 NaN   11.9079       0.655400        39.8413        17.7298        22.2849        6.61729                 NaN
  1205.13        2500.00                 NaN  0.963415                 NaN   12.1051       0.707023        39.9918        17.2713        22.0824        6.87879                 NaN
  1201.92        2500.00                 NaN  0.963415                 NaN   12.1051       0.707023        39.9918        17.2713        22.0824        6.87879                 NaN
  1198.72        2500.00                 NaN  0.963415                 NaN   12.1051       0.707023        39.9918        17.2713        22.0824        6.87879                 NaN
  1195.51        2500.00                 NaN  0.963415                 NaN   12.1051       0.707023        39.9918        17.2713        22.0824        6.87879                 NaN
  1192.31        2500.00                 NaN  0.963415                 NaN   12.1051       0.707023        39.9918        17.2713        22.0824        6.87879                 NaN
  1189.10        2500.00                 NaN  0.963415                 NaN   12.1051       0.707023        39.9918        17.2713        22.0824        6.87879                 NaN
  1185.90        2500.00                 NaN  0.963415                 NaN   12.1051       0.707023        39.9918        17.2713        22.0824        6.87879                 NaN
  1182.69        2500.00                 NaN  0.963415                 NaN   12.1051       0.707023        39.9918        17.2713        22.0824        6.87879                 NaN
  1179.49        2500.00                 NaN  0.963451                 NaN   12.2865       0.759870        40.1576        16.8171        21.8943        7.12114                 NaN
  1176.28        2500.00                 NaN  0.963451                 NaN   12.2865       0.759870        40.1576        16.8171        21.8943        7.12114                 NaN
  1173.08        2500.00                 NaN  0.963451                 NaN   12.2865       0.759870        40.1576        16.8171        21.8943        7.12114                 NaN
  1169.87        2500.00                 NaN  0.963451                 NaN   12.2865       0.759870        40.1576        16.8171        21.8943        7.12114                 NaN
  1166.67        2500.00                 NaN  0.963451                 NaN   12.2865       0.759870        40.1576        16.8171        21.8943        7.12114                 NaN
  1163.46        2500.00                 NaN  0.963451                 NaN   12.2865       0.759870        40.1576        16.8171        21.8943        7.12114                 NaN
  1160.26        2500.00                 NaN  0.963451                 NaN   12.2865       0.759870        40.1576        16.8171        21.8943        7.12114                 NaN
  1157.05        2500.00                 NaN  0.963451                 NaN   12.2865       0.759870        40.1576        16.8171        21.8943        7.12114                 NaN
  1153.85        2500.00                 NaN  0.963485                 NaN   12.4488       0.816275        40.3387        16.3713        21.7172        7.34430                 NaN
  1150.64        2500.00                 NaN  0.963485                 NaN   12.4488       0.816275        40.3387        16.3713        21.7172        7.34430                 NaN
  1147.44        2500.00                 NaN  0.963485                 NaN   12.4488       0.816275        40.3387        16.3713        21.7172        7.34430                 NaN
  1144.23        2500.00                 NaN  0.963485                 NaN   12.4488       0.816275        40.3387        16.3713        21.7172        7.34430                 NaN
  1141.03        2500.00                 NaN  0.963485                 NaN   12.4488       0.816275        40.3387        16.3713        21.7172        7.34430                 NaN
  1137.82        2500.00                 NaN  0.963485                 NaN   12.4488       0.816275        40.3387        16.3713        21.7172        7.34430                 NaN
  1134.62        2500.00                 NaN  0.963485                 NaN   12.4488       0.816275        40.3387        16.3713        21.7172        7.34430                 NaN
  1131.41        2500.00                 NaN  0.963485                 NaN   12.4488       0.816275        40.3387        16.3713        21.7172        7.34430                 NaN
  1128.21        2500.00                 NaN  0.963517                 NaN   12.5914       0.874208        40.5462        21.5626        15.9150        7.54699                 NaN
  1125.00        2500.00                 NaN  0.963517                 NaN   12.5914       0.874208        40.5462        21.5626        15.9150        7.54699                 NaN
  1121.79        2500.00                 NaN  0.963517                 NaN   12.5914       0.874208        40.5462        21.5626        15.9150        7.54699                 NaN
  1118.59        2500.00                 NaN  0.963517                 NaN   12.5914       0.874208        40.5462        21.5626        15.9150        7.54699                 NaN
  1115.38        2500.00                 NaN  0.963517                 NaN   12.5914       0.874208        40.5462        21.5626        15.9150        7.54699                 NaN
  1112.18        2500.00                 NaN  0.963517                 NaN   12.5914       0.874208        40.5462        21.5626        15.9150        7.54699                 NaN
  1108.97        2500.00                 NaN  0.963517                 NaN   12.5914       0.874208        40.5462        21.5626        15.9150        7.54699                 NaN
  1105.77        2500.00                 NaN  0.963517                 NaN   12.5914       0.874208        40.5462        21.5626        15.9150        7.54699                 NaN
  1102.56        2500.00                 NaN  0.963547                 NaN   12.7215       0.935842        40.7614        15.4754        21.4066        7.73570                 NaN
  1099.36        2500.00                 NaN  0.963547                 NaN   12.7215       0.935842        40.7614        15.4754        21.4066        7.73570                 NaN
  1096.15        2500.00                 NaN  0.963547                 NaN   12.7215       0.935842        40.7614        15.4754        21.4066        7.73570                 NaN
  1092.95        2500.00                 NaN  0.963547                 NaN   12.7215       0.935842        40.7614        15.4754        21.4066        7.73570                 NaN
  1089.74        2500.00                 NaN  0.963547                 NaN   12.7215       0.935842        40.7614        15.4754        21.4066        7.73570                 NaN
  1086.54        2500.00                 NaN  0.963547                 NaN   12.7215       0.935842        40.7614        15.4754        21.4066        7.73570                 NaN
  1083.33        2500.00                 NaN  0.963547                 NaN   12.7215       0.935842        40.7614        15.4754        21.4066        7.73570                 NaN
  1080.13        2500.00                 NaN  0.963547                 NaN   12.7215       0.935842        40.7614        15.4754        21.4066        7.73570                 NaN
  1076.92        2500.00                 NaN  0.963575                 NaN   12.8327       0.999269        41.0086        21.2731        15.0169        7.90580                 NaN
  1073.72        2500.00                 NaN  0.963575                 NaN   12.8327       0.999269        41.0086        21.2731        15.0169        7.90580                 NaN
  1070.51        2500.00                 NaN  0.963575                 NaN   12.8327       0.999269        41.0086        21.2731        15.0169        7.90580                 NaN
  1067.31        2500.00                 NaN  0.963575                 NaN   12.8327       0.999269        41.0086        21.2731        15.0169        7.90580                 NaN
  1064.10        2500.00                 NaN  0.963575                 NaN   12.8327       0.999269        41.0086        21.2731        15.0169        7.90580                 NaN
  1060.90        2500.00                 NaN  0.963575                 NaN   12.8327       0.999269        41.0086        21.2731        15.0169        7.90580                 NaN
  1057.69        2500.00                 NaN  0.963575                 NaN   12.8327       0.999269        41.0086        21.2731        15.0169        7.90580                 NaN
  1054.49        2500.00                 NaN  0.963575                 NaN   12.8327       0.999269        41.0086        21.2731        15.0169        7.90580                 NaN
  1051.28        2500.00                 NaN  0.963602                 NaN   12.9286        1.06799        41.2647        21.1388        14.5747        8.06167                 NaN
  1048.08        2500.00                 NaN  0.963602                 NaN   12.9286        1.06799        41.2647        21.1388        14.5747        8.06167                 NaN
  1044.87        2500.00                 NaN  0.963602                 NaN   12.9286        1.06799        41.2647        21.1388        14.5747        8.06167                 NaN
  1041.67        2500.00                 NaN  0.963602                 NaN   12.9286        1.06799        41.2647        21.1388        14.5747        8.06167                 NaN
  1038.46        2500.00                 NaN  0.963602                 NaN   12.9286        1.06799        41.2647        21.1388        14.5747        8.06167                 NaN
  1035.26        2500.00                 NaN  0.963602                 NaN   12.9286        1.06799        41.2647        21.1388        14.5747        8.06167                 NaN
  1032.05        2500.00                 NaN  0.963602                 NaN   12.9286        1.06799        41.2647        21.1388        14.5747        8.06167                 NaN
  1028.85        2500.00                 NaN  0.963602                 NaN   12.9286        1.06799        41.2647        21.1388        14.5747        8.06167                 NaN
  1025.64        2500.00                 NaN  0.963628                 NaN   13.0078        1.14094        41.5443        21.0146        14.1275        8.20117                 NaN
  1022.44        2500.00                 NaN  0.963628                 NaN   13.0078        1.14094        41.5443        21.0146        14.1275        8.20117                 NaN
  1019.23        2500.00                 NaN  0.963628                 NaN   13.0078        1.14094        41.5443        21.0146        14.1275        8.20117                 NaN
  1016.03        2500.00                 NaN  0.963628                 NaN   13.0078        1.14094        41.5443        21.0146        14.1275        8.20117                 NaN
  1012.82        2500.00                 NaN  0.963640                 NaN   13.0402        1.17944        41.6912        13.9039        20.9575        8.26421                 NaN
  1009.62        2500.00                 NaN  0.963640                 NaN   13.0402        1.17944        41.6912        13.9039        20.9575        8.26421                 NaN
  1006.41        2500.00                 NaN  0.963646                 NaN   13.0524        1.19949        41.7698        13.7891        20.9336        8.29196                 NaN
  1003.21        2500.00                 NaN  0.957895                 NaN   13.0632        1.20700        41.8929        13.6393        20.9206        8.31239       0.662067E-002
  1000.00        2500.00                 NaN  0.936805                 NaN   13.0742        1.20934        42.2494        20.9269        13.2342        8.33827       0.308936E-001
