|6.6.6
Archiving\03_Data\Deq/QFM_m1/YM20/YM20_1.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             ab            
  1179.49        2500.00                 NaN            NaN   51.0423        1.58163        29.9364        9.85845        4.88747        2.69381                 NaN
  1176.28        2500.00                 NaN            NaN   51.0423        1.58163        29.9364        9.85845        4.88747        2.69381                 NaN
  1173.08        2500.00                 NaN            NaN   51.0423        1.58163        29.9364        9.85845        4.88747        2.69381                 NaN
  1169.87        2500.00                 NaN            NaN   51.0423        1.58163        29.9364        9.85845        4.88747        2.69381                 NaN
  1166.67        2500.00                 NaN            NaN   51.0423        1.58163        29.9364        9.85845        4.88747        2.69381                 NaN
  1163.46        2500.00                 NaN            NaN   51.0423        1.58163        29.9364        9.85845        4.88747        2.69381                 NaN
  1160.26        2500.00                 NaN            NaN   51.0423        1.58163        29.9364        9.85845        4.88747        2.69381                 NaN
  1157.05        2500.00                 NaN            NaN   51.0423        1.58163        29.9364        9.85845        4.88747        2.69381                 NaN
  1153.85        2500.00                 NaN            NaN   51.0433        1.64315        29.9442        4.77411        9.83514        2.76005                 NaN
  1150.64        2500.00                 NaN            NaN   51.0433        1.64315        29.9442        4.77411        9.83514        2.76005                 NaN
  1147.44        2500.00                 NaN            NaN   51.0433        1.64315        29.9442        4.77411        9.83514        2.76005                 NaN
  1144.23        2500.00                 NaN            NaN   51.0433        1.64315        29.9442        4.77411        9.83514        2.76005                 NaN
  1141.03        2500.00                 NaN            NaN   51.0433        1.64315        29.9442        4.77411        9.83514        2.76005                 NaN
  1137.82        2500.00                 NaN            NaN   51.0433        1.64315        29.9442        4.77411        9.83514        2.76005                 NaN
  1134.62        2500.00                 NaN            NaN   51.0433        1.64315        29.9442        4.77411        9.83514        2.76005                 NaN
  1131.41        2500.00                 NaN            NaN   51.0433        1.64315        29.9442        4.77411        9.83514        2.76005                 NaN
  1128.21        2500.00                 NaN            NaN   51.0318        1.70889        29.9641        9.81772        4.66257        2.81491                 NaN
  1125.00        2500.00                 NaN            NaN   51.0318        1.70889        29.9641        9.81772        4.66257        2.81491                 NaN
  1121.79        2500.00                 NaN            NaN   51.0318        1.70889        29.9641        9.81772        4.66257        2.81491                 NaN
  1118.59        2500.00                 NaN            NaN   51.0318        1.70889        29.9641        9.81772        4.66257        2.81491                 NaN
  1115.38        2500.00                 NaN            NaN   51.0318        1.70889        29.9641        9.81772        4.66257        2.81491                 NaN
  1112.18        2500.00                 NaN            NaN   51.0318        1.70889        29.9641        9.81772        4.66257        2.81491                 NaN
  1108.97        2500.00                 NaN            NaN   51.0318        1.70889        29.9641        9.81772        4.66257        2.81491                 NaN
  1105.77        2500.00                 NaN            NaN   51.0318        1.70889        29.9641        9.81772        4.66257        2.81491                 NaN
  1102.56        2500.00                 NaN            NaN   51.0107        1.77834        29.9943        9.80702        4.55023        2.85943                 NaN
  1099.36        2500.00                 NaN            NaN   51.0107        1.77834        29.9943        9.80702        4.55023        2.85943                 NaN
  1096.15        2500.00                 NaN            NaN   51.0107        1.77834        29.9943        9.80702        4.55023        2.85943                 NaN
  1092.95        2500.00                 NaN            NaN   51.0107        1.77834        29.9943        9.80702        4.55023        2.85943                 NaN
  1089.74        2500.00                 NaN            NaN   51.0107        1.77834        29.9943        9.80702        4.55023        2.85943                 NaN
  1086.54        2500.00                 NaN            NaN   51.0107        1.77834        29.9943        9.80702        4.55023        2.85943                 NaN
  1083.33        2500.00                 NaN            NaN   51.0107        1.77834        29.9943        9.80702        4.55023        2.85943                 NaN
  1080.13        2500.00                 NaN            NaN   51.0107        1.77834        29.9943        9.80702        4.55023        2.85943                 NaN
  1076.92        2500.00                 NaN            NaN   50.9748        1.85307        30.0398        4.43784        9.80224        2.89227                 NaN
  1073.72        2500.00                 NaN            NaN   50.9748        1.85307        30.0398        4.43784        9.80224        2.89227                 NaN
  1070.51        2500.00                 NaN            NaN   50.9748        1.85307        30.0398        4.43784        9.80224        2.89227                 NaN
  1067.31        2500.00                 NaN            NaN   50.9748        1.85307        30.0398        4.43784        9.80224        2.89227                 NaN
  1064.10        2500.00                 NaN            NaN   50.9748        1.85307        30.0398        4.43784        9.80224        2.89227                 NaN
  1060.90        2500.00                 NaN            NaN   50.9748        1.85307        30.0398        4.43784        9.80224        2.89227                 NaN
  1057.69        2500.00                 NaN            NaN   50.9748        1.85307        30.0398        4.43784        9.80224        2.89227                 NaN
  1054.49        2500.00                 NaN            NaN   50.9748        1.85307        30.0398        4.43784        9.80224        2.89227                 NaN
  1051.28        2500.00                 NaN            NaN   50.9256        1.93339        30.0985        4.32542        9.80412        2.91300                 NaN
  1048.08        2500.00                 NaN            NaN   50.9256        1.93339        30.0985        4.32542        9.80412        2.91300                 NaN
  1044.87        2500.00                 NaN            NaN   50.9256        1.93339        30.0985        4.32542        9.80412        2.91300                 NaN
  1041.67        2500.00                 NaN            NaN   50.9256        1.93339        30.0985        4.32542        9.80412        2.91300                 NaN
  1038.46        2500.00                 NaN            NaN   50.9256        1.93339        30.0985        4.32542        9.80412        2.91300                 NaN
  1035.26        2500.00                 NaN            NaN   50.9256        1.93339        30.0985        4.32542        9.80412        2.91300                 NaN
  1032.05        2500.00                 NaN            NaN   50.9256        1.93339        30.0985        4.32542        9.80412        2.91300                 NaN
  1028.85        2500.00                 NaN            NaN   50.9256        1.93339        30.0985        4.32542        9.80412        2.91300                 NaN
  1025.64        2500.00                 NaN            NaN   50.8590        2.02080        30.1743        4.21010        9.81906        2.91676                 NaN
  1022.44        2500.00                 NaN            NaN   50.8590        2.02080        30.1743        4.21010        9.81906        2.91676                 NaN
  1019.23        2500.00                 NaN            NaN   50.8590        2.02080        30.1743        4.21010        9.81906        2.91676                 NaN
  1016.03        2500.00                 NaN            NaN   50.8590        2.02080        30.1743        4.21010        9.81906        2.91676                 NaN
  1012.82        2500.00                 NaN            NaN   50.8198        2.06693        30.2175        9.82572        4.15395        2.91613                 NaN
  1009.62        2500.00                 NaN            NaN   50.8106        2.07904        30.2279        4.13967        9.82846        2.91368       0.580888E-003
  1006.41        2500.00                 NaN            NaN   50.7997        2.09089        30.2399        4.12464        9.83107        2.91247       0.124791E-002
  1003.21        2500.00                 NaN            NaN   50.7997        2.09089        30.2399        4.12464        9.83107        2.91247       0.124791E-002
  1000.00        2500.00                 NaN            NaN   50.7778        2.11550        30.2638        4.09512        9.83687        2.90781       0.319120E-002
