|6.6.6
Archiving\03_Data\eqfrac/QFM_m1.25/EETA/EETA_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          Sp(TH)         an             San(TH)        San(TH)        ilm            q             
  1209.10        2500.00                 NaN            NaN   13.4811        3.03250                 NaN            NaN   8.73243        43.2072                 NaN   1.07668        30.4701     
  1207.99        2500.00                 NaN            NaN   13.5275        2.98734                 NaN            NaN   8.73573        43.2035                 NaN   1.07595        30.4700     
  1206.89        2500.00                 NaN            NaN   13.5563        2.95930                 NaN            NaN   8.73995        43.1993                 NaN   1.07529        30.4699     
  1205.79        2500.00                 NaN            NaN   13.5740        2.94186                 NaN            NaN   8.74501        43.1949                 NaN   1.07468        30.4695     
  1204.69        2500.00                 NaN            NaN   16.5233                 NaN            NaN            NaN   8.75671        43.1793                 NaN   1.07104        30.4697     
  1203.59        2500.00                 NaN            NaN   13.6813        2.83682                 NaN            NaN   8.75277        43.1867                 NaN   1.07317        30.4693     
  1202.49        2500.00                 NaN            NaN   13.7351        2.78399                 NaN            NaN   8.75714        43.1822                 NaN   1.07243        30.4692     
  1201.39        2500.00                 NaN            NaN   13.7948        2.72506                 NaN            NaN   8.76164        43.1779                 NaN   1.07170        30.4689     
  1200.29        2500.00                 NaN            NaN   13.8621        2.65862                 NaN            NaN   8.76617        43.1734                 NaN   1.07095        30.4688     
  1199.19        2500.00                 NaN            NaN   13.9365        2.58512                 NaN            NaN   8.77077        43.1688                 NaN   1.07018        30.4686     
  1198.09        2500.00                 NaN            NaN   14.0177        2.50487                 NaN            NaN   8.77542        43.1642                 NaN   1.06940        30.4684     
  1196.99        2500.00                 NaN            NaN   2.42226        14.1012                 NaN            NaN   8.78031        43.1595                 NaN   1.06860        30.4681     
  1195.89        2500.00                 NaN            NaN   2.34614        14.1780                 NaN            NaN   8.78572        43.1545                 NaN   1.06777        30.4678     
  1194.79        2500.00                 NaN            NaN   2.26393        14.2609                 NaN            NaN   8.79084        43.1498                 NaN   1.06699        30.4676     
  1193.69        2500.00                 NaN            NaN   2.17673        14.3489                 NaN            NaN   8.79616        43.1449                 NaN   1.06612        30.4673     
  1192.59        2500.00                 NaN            NaN   2.08432        14.4420                 NaN            NaN   8.80118        43.1402                 NaN   1.06531        30.4670     
  1191.49        2500.00                 NaN            NaN   1.98950        14.5374                 NaN            NaN   8.80628        43.1355                 NaN   1.06462        30.4667     
  1190.39        2500.00                 NaN            NaN   15.2467        1.28115                 NaN            NaN   8.81145        43.1304                 NaN   1.06383        30.4665     
  1189.29        2500.00                 NaN            NaN   15.3736        1.15433                 NaN            NaN   8.81685        43.1259                 NaN   1.06320        30.4661     
  1188.19        2500.00                 NaN            NaN   15.6038       0.925478                 NaN            NaN   8.82146        43.1211                 NaN   1.06225        30.4659     
  1187.09        2500.00                 NaN            NaN   15.6924       0.839061                 NaN            NaN   8.82694        43.1142                 NaN   1.06125        30.4662     
  1185.98        2500.00                 NaN            NaN   14.8432        1.68558                 NaN            NaN   8.82919        43.1159                 NaN   1.06102        30.4651     
  1184.88        2500.00                 NaN            NaN   15.0240        1.50650                 NaN            NaN   8.83332        43.1110                 NaN   1.06014        30.4651     
  1183.78        2500.00                 NaN            NaN   15.2221        1.31016                 NaN            NaN   8.83773        43.1058                 NaN   1.05919        30.4650     
  1182.68        2500.00                 NaN            NaN   15.4393        1.09483                 NaN            NaN   8.84247        43.1002                 NaN   1.05818        30.4650     
  1181.58        2500.00                 NaN            NaN   16.5460                 NaN            NaN            NaN   8.85012        43.0838                 NaN   1.05354        30.4666     
  1180.48        2500.00                 NaN            NaN  0.639383E-001   16.4924                 NaN            NaN   8.85693        43.0691                 NaN   1.04939        30.4682     
  1179.38        2500.00                 NaN            NaN  0.209989        16.3445                 NaN            NaN   8.85987        43.0680                 NaN   1.04962        30.4681     
  1178.28        2500.00                 NaN            NaN  0.352447        16.2002                 NaN            NaN   8.86266        43.0669                 NaN   1.04987        30.4680     
  1177.18        2500.00                 NaN            NaN  0.490802        16.0600                 NaN            NaN   8.86529        43.0659                 NaN   1.05013        30.4679     
  1176.08        2500.00                 NaN            NaN  0.625253        15.9237                 NaN            NaN   8.86778        43.0651                 NaN   1.05040        30.4678     
  1174.98        2500.00                 NaN            NaN  0.755749        15.7914                 NaN            NaN   8.87012        43.0643                 NaN   1.05068        30.4677     
  1173.88        2500.00                 NaN            NaN  0.882346        15.6631                 NaN            NaN   8.87233        43.0636                 NaN   1.05097        30.4676     
  1172.78        2500.00                 NaN            NaN   1.00497        15.5388                 NaN            NaN   8.87440        43.0631                 NaN   1.05126        30.4675     
  1171.68        2500.00                 NaN            NaN   16.5655                 NaN            NaN            NaN   8.87216        43.0486                 NaN   1.04521        30.4685     
  1170.58        2500.00                 NaN            NaN   16.5509                 NaN            NaN            NaN   8.88016        43.0543                 NaN   1.04921        30.4655     
  1169.48        2500.00                 NaN            NaN   16.5526                 NaN            NaN            NaN   8.88366        43.0498                 NaN   1.04832        30.4656     
  1168.38        2500.00                 NaN            NaN   16.5557                 NaN            NaN            NaN   8.88760        43.0439                 NaN   1.04693        30.4659     
  1167.28        2500.00                 NaN            NaN   16.5587                 NaN            NaN            NaN   8.89262        43.0372                 NaN   1.04513        30.4664     
  1166.18        2500.00                 NaN            NaN   16.5636                 NaN            NaN            NaN   8.89718        43.0291                 NaN   1.04305        30.4670     
  1165.08        2500.00                 NaN            NaN   16.5687                 NaN            NaN            NaN   8.90177        43.0210                 NaN   1.04092        30.4677     
  1163.97        2500.00                 NaN            NaN   16.5802                 NaN            NaN            NaN   8.90563        43.0075                 NaN   1.03742        30.4693     
  1162.87        2500.00                 NaN            NaN   16.5808                 NaN            NaN            NaN   8.90927        43.0039                 NaN   1.03684        30.4692     
  1161.77        2500.00                 NaN            NaN   16.4223       0.165706                 NaN            NaN   8.91277        42.9943                 NaN   1.03424        30.4706     
  1160.67        2500.00                 NaN            NaN   16.5652                 NaN            NaN            NaN   8.91368        43.0140                 NaN   1.04120        30.4659     
  1159.57        2500.00                 NaN            NaN  0.175779        16.4132                 NaN            NaN   8.92084        42.9871                 NaN   1.03283        30.4703     
  1158.47        2500.00                 NaN            NaN   16.5883                 NaN            NaN            NaN   8.92598        42.9839                 NaN   1.03246        30.4693     
  1157.37        2500.00                 NaN            NaN   16.5844                 NaN            NaN            NaN   8.92851        42.9852                 NaN   1.03341        30.4684     
  1156.27        2500.00                 NaN            NaN   16.5917                 NaN            NaN            NaN   8.93364        42.9747                 NaN   1.03053        30.4694     
  1155.17        2500.00                 NaN            NaN   16.5777                 NaN            NaN            NaN   8.93346        42.9867                 NaN   1.03548        30.4667     
  1154.07        2500.00                 NaN            NaN   16.5964                 NaN            NaN            NaN   8.94183        42.9638                 NaN   1.02836        30.4696     
  1152.97        2500.00                 NaN            NaN   16.5970                 NaN            NaN            NaN   8.94561        42.9601                 NaN   1.02785        30.4693     
  1151.87        2500.00                 NaN            NaN   16.6050                 NaN            NaN            NaN   8.95110        42.9488                 NaN   1.02462        30.4705     
  1150.77        2500.00                 NaN            NaN   16.6007                 NaN            NaN            NaN   8.95177        42.9517                 NaN   1.02584        30.4700     
  1149.67        2500.00                 NaN            NaN   16.5932                 NaN            NaN            NaN   8.94983        42.9594                 NaN   1.02852        30.4690     
  1148.57        2500.00                 NaN            NaN   16.5970                 NaN            NaN            NaN   8.95498        42.9524                 NaN   1.02660        30.4691     
  1147.47        2500.00                 NaN            NaN   16.5950                 NaN            NaN            NaN   8.96049        42.9495                 NaN   1.02655        30.4684     
  1146.37        2500.00                 NaN            NaN   16.5746                 NaN            NaN            NaN   8.95465        42.9729                 NaN   1.03311        30.4647     
  1145.27        2500.00                 NaN            NaN   16.5971                 NaN            NaN            NaN   8.96792        42.9417                 NaN   1.02502        30.4683     
  1144.17        2500.00                 NaN            NaN   16.5987                 NaN            NaN            NaN   8.97257        42.9366                 NaN   1.02393        30.4682     
  1143.07        2500.00                 NaN            NaN   16.5998                 NaN            NaN            NaN   8.97676        42.9323                 NaN   1.02309        30.4681     
  1141.96        2500.00                 NaN            NaN   16.5915                 NaN            NaN            NaN   8.97772        42.9388                 NaN   1.02552        30.4665     
  1140.86        2500.00                 NaN            NaN   16.5996                 NaN            NaN            NaN   8.98434        42.9260                 NaN   1.02284        30.4672     
  1139.76        2500.00                 NaN            NaN   16.5455       0.600396E-001            NaN            NaN   8.98799        42.9178                 NaN   1.02036        30.4683     
  1138.66        2500.00                 NaN            NaN   16.4333       0.171472                 NaN            NaN   8.99028        42.9161                 NaN   1.02010        30.4687     
  1137.56        2500.00                 NaN            NaN   16.2837       0.338536                 NaN            NaN   8.99563        42.8957                 NaN   1.01412        30.4722     
  1136.46        2500.00                 NaN            NaN   16.2396       0.366223                 NaN            NaN   8.99471        42.9106                 NaN   1.01950        30.4694     
  1135.36        2500.00                 NaN            NaN   16.1513       0.454654                 NaN            NaN   8.99697        42.9081                 NaN   1.01926        30.4697     
  1134.26        2500.00                 NaN            NaN   16.0660       0.540421                 NaN            NaN   8.99925        42.9053                 NaN   1.01895        30.4701     
  1133.16        2500.00                 NaN            NaN   15.9517       0.669642                 NaN            NaN   9.00346        42.8874                 NaN   1.01431        30.4735     
  1132.06        2500.00                 NaN            NaN   15.9171       0.707715                 NaN            NaN   9.00758        42.8817                 NaN   1.01220        30.4737     
  1130.96        2500.00                 NaN            NaN   15.8540       0.771300                 NaN            NaN   9.01014        42.8788                 NaN   1.01181        30.4739     
  1129.86        2500.00                 NaN            NaN   15.0031        1.55654                 NaN            NaN   8.96155        42.9703       0.196058E-002   1.03740        30.4691     
  1128.76        2500.00                 NaN            NaN   1.60835        14.9512                 NaN            NaN   8.96259        42.9711                 NaN   1.03738        30.4694     
  1127.66        2500.00                 NaN            NaN   14.9018        1.65767                 NaN            NaN   8.96363        42.9699                 NaN   1.03735        30.4697     
  1126.56        2500.00                 NaN            NaN   1.70465        14.8547                 NaN            NaN   8.96467        42.9687                 NaN   1.03732        30.4699     
  1125.46        2500.00                 NaN            NaN   14.8098        1.74950                 NaN            NaN   8.96570        42.9675                 NaN   1.03729        30.4702     
  1124.36        2500.00                 NaN            NaN   1.79229        14.7670                 NaN            NaN   8.96672        42.9663                 NaN   1.03725        30.4705     
  1123.26        2500.00                 NaN            NaN   14.7261        1.83318                 NaN            NaN   8.96774        42.9651                 NaN   1.03721        30.4707     
  1122.16        2500.00                 NaN            NaN   1.87226        14.6870                 NaN            NaN   8.96876        42.9638                 NaN   1.03717        30.4710     
  1121.06        2500.00                 NaN            NaN   14.6496        1.90964                 NaN            NaN   8.96977        42.9626                 NaN   1.03713        30.4713     
  1119.95        2500.00                 NaN            NaN   14.6138        1.94540                 NaN            NaN   8.97077        42.9614                 NaN   1.03708        30.4715     
  1118.85        2500.00                 NaN            NaN   14.5796        1.97961                 NaN            NaN   8.97177        42.9602                 NaN   1.03704        30.4718     
  1117.75        2500.00                 NaN            NaN   2.01244        14.5468                 NaN            NaN   8.97276        42.9590                 NaN   1.03699        30.4721     
  1116.65        2500.00                 NaN            NaN   2.04379        14.5154                 NaN            NaN   8.97375        42.9578                 NaN   1.03694        30.4723     
  1115.55        2500.00                 NaN            NaN   2.07394        14.4853                 NaN            NaN   8.97472        42.9565                 NaN   1.03689        30.4726     
  1114.45        2500.00                 NaN            NaN   2.10280        14.4565                 NaN            NaN   8.97570        42.9553                 NaN   1.03683        30.4728     
  1113.35        2500.00                 NaN            NaN   15.0557        1.57520                 NaN            NaN   9.04944        42.8342                 NaN   1.00694        30.4785     
  1112.25        2500.00                 NaN            NaN   15.0128        1.61861                 NaN            NaN   9.05181        42.8313                 NaN   1.00659        30.4789     
  1111.15        2500.00                 NaN            NaN   14.9712        1.66069                 NaN            NaN   9.05418        42.8284                 NaN   1.00624        30.4792     
  1110.05        2500.00                 NaN            NaN   14.9306        1.70186                 NaN            NaN   9.05657        42.8255                 NaN   1.00590        30.4796     
  1108.95        2500.00                 NaN            NaN   1.73838        14.8937                 NaN            NaN   9.05867        42.8236                 NaN   1.00582        30.4799     
  1107.85        2500.00                 NaN            NaN   1.77693        14.8557                 NaN            NaN   9.06105        42.8206                 NaN   1.00544        30.4802     
  1106.75        2500.00                 NaN            NaN   14.8193        1.81395                 NaN            NaN   9.06346        42.8176                 NaN   1.00506        30.4806     
  1105.65        2500.00                 NaN            NaN   14.7832        1.85057                 NaN            NaN   9.06601        42.8145                 NaN   1.00471        30.4810     
  1104.55        2500.00                 NaN            NaN   14.7618        1.87270                 NaN            NaN   9.06857        42.8116                 NaN   1.00426        30.4811     
  1103.45        2500.00                 NaN            NaN   1.92707        14.7073                 NaN            NaN   9.07037        42.8096                 NaN   1.00416        30.4815     
  1102.35        2500.00                 NaN            NaN   1.94300        14.6936                 NaN            NaN   9.07373        42.8044                 NaN   1.00315        30.4821     
  1101.25        2500.00                 NaN            NaN   14.6529        1.98317                 NaN            NaN   9.07574        42.8019                 NaN   1.00377        30.4825     
  1100.15        2500.00                 NaN            NaN   14.6220        2.01665                 NaN            NaN   9.07765        42.7979                 NaN   1.00262        30.4832     
  1099.05        2500.00                 NaN            NaN   2.05275        14.5865                 NaN            NaN   9.07968        42.7951                 NaN   1.00238        30.4836     
  1097.94        2500.00                 NaN            NaN   2.07415        14.5658                 NaN            NaN   9.08304        42.7914                 NaN   1.00179        30.4838     
  1096.84        2500.00                 NaN            NaN   14.5335        2.10626                 NaN            NaN   9.08556        42.7893                 NaN   1.00143        30.4840     
  1095.74        2500.00                 NaN            NaN   14.5949        2.05190                 NaN            NaN   9.09139        42.7783                 NaN  0.998807        30.4847     
  1094.64        2500.00                 NaN            NaN   14.4650        2.17527                 NaN            NaN   9.09045        42.7839                 NaN   1.00087        30.4846     
  1093.54        2500.00                 NaN            NaN   14.5047        2.14034                 NaN            NaN   9.09512        42.7761                 NaN  0.998952        30.4848     
  1092.44        2500.00                 NaN            NaN   14.4720        2.17435                 NaN            NaN   9.10090        42.7692                 NaN  0.998108        30.4855     
  1091.34        2500.00                 NaN            NaN   14.3768        2.26613                 NaN            NaN   9.09742        42.7742                 NaN  0.999537        30.4859     
  1090.24        2500.00                 NaN            NaN   14.3505        2.29315                 NaN            NaN   9.09984        42.7711                 NaN  0.999141        30.4863     
  1089.14        2500.00                 NaN            NaN   14.3247        2.31963                 NaN            NaN   9.10227        42.7680                 NaN  0.998742        30.4867     
  1088.04        2500.00                 NaN            NaN   14.2995        2.34559                 NaN            NaN   9.10470        42.7648                 NaN  0.998340        30.4871     
  1086.94        2500.00                 NaN            NaN   14.2748        2.37104                 NaN            NaN   9.10713        42.7617                 NaN  0.997936        30.4875     
  1085.84        2500.00                 NaN            NaN   14.2505        2.39599                 NaN            NaN   9.10957        42.7585                 NaN  0.997530        30.4879     
  1084.74        2500.00                 NaN            NaN   14.2268        2.42047                 NaN            NaN   9.11200        42.7553                 NaN  0.997121        30.4883     
  1083.64        2500.00                 NaN            NaN   14.2035        2.44448                 NaN            NaN   9.11444        42.7522                 NaN  0.996710        30.4887     
  1082.54        2500.00                 NaN            NaN   14.1808        2.46784                 NaN            NaN   9.11691        42.7491                 NaN  0.996284        30.4891     
  1081.44        2500.00                 NaN            NaN   14.1584        2.49097                 NaN            NaN   9.11936        42.7459                 NaN  0.995869        30.4895     
  1080.34        2500.00                 NaN            NaN   14.1365        2.51367                 NaN            NaN   9.12180        42.7427                 NaN  0.995451        30.4899     
  1079.24        2500.00                 NaN            NaN   14.1150        2.53596                 NaN            NaN   9.12425        42.7394                 NaN  0.995031        30.4903     
  1078.14        2500.00                 NaN            NaN   14.0939        2.55785                 NaN            NaN   9.12670        42.7362                 NaN  0.994608        30.4907     
  1077.04        2500.00                 NaN            NaN   14.0732        2.57936                 NaN            NaN   9.12915        42.7330                 NaN  0.994183        30.4911     
  1075.93        2500.00                 NaN            NaN   14.0529        2.60049                 NaN            NaN   9.13160        42.7297                 NaN  0.993755        30.4916     
  1074.83        2500.00                 NaN            NaN   14.0330        2.62124                 NaN            NaN   9.13406        42.7264                 NaN  0.993325        30.4920     
  1073.73        2500.00                 NaN            NaN   14.0134        2.64165                 NaN            NaN   9.13652        42.7232                 NaN  0.992893        30.4924     
  1072.63        2500.00                 NaN            NaN   13.9942        2.66170                 NaN            NaN   9.13898        42.7199                 NaN  0.992458        30.4928     
  1071.53        2500.00                 NaN            NaN   13.9753        2.68142                 NaN            NaN   9.14144        42.7166                 NaN  0.992021        30.4933     
  1070.43        2500.00                 NaN            NaN   13.9568        2.70080                 NaN            NaN   9.14391        42.7133                 NaN  0.991582        30.4937     
  1069.33        2500.00                 NaN            NaN   13.9386        2.71987                 NaN            NaN   9.14637        42.7099                 NaN  0.991140        30.4941     
  1068.23        2500.00                 NaN            NaN   13.9207        2.73862                 NaN            NaN   9.14884        42.7066                 NaN  0.990695        30.4946     
  1067.13        2500.00                 NaN            NaN   13.9031        2.75707                 NaN            NaN   9.15132        42.7033                 NaN  0.990249        30.4950     
  1066.03        2500.00                 NaN            NaN   13.8858        2.77523                 NaN            NaN   9.15379        42.6999                 NaN  0.989800        30.4954     
  1064.93        2500.00                 NaN            NaN   13.8689        2.79310                 NaN            NaN   9.15627        42.6965                 NaN  0.989348        30.4959     
  1063.83        2500.00                 NaN            NaN   13.8522        2.81068                 NaN            NaN   9.15874        42.6932                 NaN  0.988894        30.4963     
  1062.73        2500.00                 NaN            NaN   13.8358        2.82799                 NaN            NaN   9.16122        42.6898                 NaN  0.988438        30.4968     
  1061.63        2500.00                 NaN            NaN   13.8197        2.84503                 NaN            NaN   9.16371        42.6864                 NaN  0.987979        30.4972     
  1060.53        2500.00                 NaN            NaN   13.8038        2.86182                 NaN            NaN   9.16619        42.6830                 NaN  0.987518        30.4977     
  1059.43        2500.00                 NaN            NaN   13.7883        2.87835                 NaN            NaN   9.16868        42.6795                 NaN  0.987055        30.4981     
  1058.33        2500.00                 NaN            NaN   13.7729        2.89463                 NaN            NaN   9.17117        42.6761                 NaN  0.986588        30.4986     
  1057.23        2500.00                 NaN            NaN   13.7579        2.91066                 NaN            NaN   9.17366        42.6727                 NaN  0.986120        30.4990     
  1056.13        2500.00                 NaN            NaN   13.7430        2.92647                 NaN            NaN   9.17615        42.6692                 NaN  0.985650        30.4995     
  1055.03        2500.00                 NaN            NaN   13.7284        2.94204                 NaN            NaN   9.17865        42.6657                 NaN  0.985177        30.5000     
  1053.92        2500.00                 NaN            NaN   13.7141        2.95739                 NaN            NaN   9.18115        42.6623                 NaN  0.984701        30.5004     
  1052.82        2500.00                 NaN            NaN   13.6999        2.97251                 NaN            NaN   9.18365        42.6588                 NaN  0.984223        30.5009     
  1051.72        2500.00                 NaN            NaN   13.6860        2.98743                 NaN            NaN   9.18615        42.6553                 NaN  0.983743        30.5014     
  1050.62        2500.00                 NaN            NaN   13.6723        3.00213                 NaN            NaN   9.18865        42.6518                 NaN  0.983260        30.5019     
  1049.52        2500.00                 NaN            NaN   13.6589        3.01663                 NaN            NaN   9.19116        42.6482                 NaN  0.982775        30.5023     
  1048.42        2500.00                 NaN            NaN   13.6456        3.03092                 NaN            NaN   9.19367        42.6447                 NaN  0.982288        30.5028     
  1047.32        2500.00                 NaN            NaN   13.6325        3.04503                 NaN            NaN   9.19618        42.6411                 NaN  0.981798        30.5033     
  1046.22        2500.00                 NaN            NaN   13.6231        3.05549                 NaN            NaN   9.19848        42.6382                 NaN  0.981213        30.5035     
  1045.12        2500.00                 NaN            NaN   3.06916        13.6105                 NaN            NaN   9.20098        42.6347                 NaN  0.980724        30.5040     
  1044.02        2500.00                 NaN            NaN   3.08266        13.5980                 NaN            NaN   9.20349        42.6311                 NaN  0.980233        30.5045     
  1042.92        2500.00                 NaN            NaN   13.5858        3.09597                 NaN            NaN   9.20599        42.6276                 NaN  0.979739        30.5050     
  1041.82        2500.00                 NaN            NaN   3.10910        13.5737                 NaN            NaN   9.20850        42.6240                 NaN  0.979244        30.5055     
  1040.72        2500.00                 NaN            NaN   3.12206        13.5618                 NaN            NaN   9.21101        42.6204                 NaN  0.978747        30.5060     
  1039.62        2500.00                 NaN            NaN   13.5501        3.13485                 NaN            NaN   9.21352        42.6168                 NaN  0.978248        30.5065     
  1038.52        2500.00                 NaN            NaN   13.5386        3.14748                 NaN            NaN   9.21603        42.6132                 NaN  0.977747        30.5070     
  1037.42        2500.00                 NaN            NaN   3.15994        13.5272                 NaN            NaN   9.21855        42.6096                 NaN  0.977244        30.5075     
  1036.32        2500.00                 NaN            NaN   3.17224        13.5160                 NaN            NaN   9.22106        42.6060                 NaN  0.976739        30.5080     
  1035.22        2500.00                 NaN            NaN   3.18438        13.5050                 NaN            NaN   9.22358        42.6024                 NaN  0.976232        30.5085     
  1034.12        2500.00                 NaN            NaN   3.19638        13.4941                 NaN            NaN   9.22610        42.5987                 NaN  0.975724        30.5090     
  1033.02        2500.00                 NaN            NaN   3.20822        13.4834                 NaN            NaN   9.22861        42.5951                 NaN  0.975213        30.5095     
  1031.91        2500.00                 NaN            NaN   13.4728        3.21992                 NaN            NaN   9.23114        42.5914                 NaN  0.974701        30.5100     
  1030.81        2500.00                 NaN            NaN   3.22678        13.4672                 NaN            NaN   9.23387        42.5875                 NaN  0.974109        30.5105     
  1029.71        2500.00                 NaN            NaN   13.4588        3.23740                 NaN            NaN   9.23736        42.5818                 NaN  0.973267        30.5113     
  1028.61        2500.00                 NaN            NaN   13.4554        3.24248                 NaN            NaN   9.24036        42.5774                 NaN  0.972499        30.5118     
  1027.51        2500.00                 NaN            NaN   13.4527        3.24697                 NaN            NaN   9.24339        42.5729                 NaN  0.971706        30.5123     
  1026.41        2500.00                 NaN            NaN   13.4506        3.25083                 NaN            NaN   9.24648        42.5684                 NaN  0.970887        30.5128     
  1025.31        2500.00                 NaN            NaN   13.4492        3.25405                 NaN            NaN   9.24961        42.5638                 NaN  0.970040        30.5133     
  1024.21        2500.00                 NaN            NaN   13.4486        3.25659                 NaN            NaN   9.25279        42.5591                 NaN  0.969164        30.5138     
  1023.11        2500.00                 NaN            NaN   13.4489        3.25822                 NaN            NaN   9.25603        42.5543                 NaN  0.968248        30.5143     
  1022.01        2500.00                 NaN            NaN   13.4512        3.25804                 NaN            NaN   9.25942        42.5492                 NaN  0.967254        30.5148     
  1020.91        2500.00                 NaN            NaN   13.4547        3.25688                 NaN            NaN   9.26288        42.5441                 NaN  0.966215        30.5153     
  1019.81        2500.00                 NaN            NaN   13.4876        3.22424                 NaN            NaN   9.26602        42.5411                 NaN  0.965486        30.5155     
  1018.71        2500.00                 NaN            NaN   13.4704        3.24562                 NaN            NaN   9.27005        42.5335                 NaN  0.964091        30.5163     
  1017.61        2500.00                 NaN            NaN   13.4789        3.23522                 NaN            NaN   9.27156        42.5336                 NaN  0.964256        30.5165     
  1016.51        2500.00                 NaN            NaN   13.4809        3.24084                 NaN            NaN   9.27761        42.5219                 NaN  0.961526        30.5172     
  1015.41        2500.00                 NaN            NaN   13.4918        3.23189                 NaN            NaN   9.28118        42.5170                 NaN  0.960462        30.5177     
  1014.31        2500.00                 NaN            NaN   3.21888        13.5058                 NaN            NaN   9.28432        42.5133                 NaN  0.959700        30.5181     
  1013.21        2500.00                 NaN            NaN   3.20399        13.5214                 NaN            NaN   9.28744        42.5097                 NaN  0.958969        30.5184     
  1012.11        2500.00                 NaN            NaN   3.19739        13.5299                 NaN            NaN   9.29076        42.5050                 NaN  0.958026        30.5189     
  1011.01        2500.00                 NaN            NaN   3.19736        13.5325                 NaN            NaN   9.29421        42.4995                 NaN  0.956918        30.5195     
  1009.90        2500.00                 NaN            NaN   13.5348        3.19775                 NaN            NaN   9.29766        42.4939                 NaN  0.955802        30.5201     
  1008.80        2500.00                 NaN            NaN   13.5368        3.19852                 NaN            NaN   9.30111        42.4882                 NaN  0.954678        30.5207     
  1007.70        2500.00                 NaN            NaN   13.5384        3.19965                 NaN            NaN   9.30457        42.4826                 NaN  0.953546        30.5213     
  1006.60        2500.00                 NaN            NaN   13.5397        3.20110                 NaN            NaN   9.30803        42.4768                 NaN  0.952406        30.5219     
  1005.50        2500.00                 NaN            NaN   3.20285        13.5408                 NaN            NaN   9.31150        42.4711                 NaN  0.951259        30.5225     
  1004.40        2500.00                 NaN            NaN   13.5702        3.17851                 NaN            NaN   9.30843        42.4713                 NaN  0.948151        30.5234     
  1003.30        2500.00                 NaN            NaN   13.5749        3.17664                 NaN            NaN   9.31116        42.4664                 NaN  0.946825        30.5241     
  1002.20        2500.00                 NaN            NaN   13.5795        3.17490                 NaN            NaN   9.31393        42.4614                 NaN  0.945510        30.5247     
  1001.10        2500.00                 NaN            NaN   13.5840        3.17329                 NaN            NaN   9.31672        42.4565                 NaN  0.944206        30.5253     
  1000.00        2500.00                 NaN            NaN   13.5883        3.17179                 NaN            NaN   9.31954        42.4515                 NaN  0.942911        30.5260     
