|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/TAY13/TAY13_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1271.95        2500.00        86.0650                 NaN            NaN  0.172231E-003  0.424911       0.440982        2.56384        1.66782        8.83729                 NaN            NaN
  1270.47        2500.00        84.3154                 NaN            NaN            NaN  0.495954        3.53941                 NaN   2.05066        9.59855                 NaN            NaN
  1268.98        2500.00        90.0395                 NaN            NaN            NaN  0.377007       0.648179        1.62376        1.26097        6.05057                 NaN            NaN
  1267.50        2500.00        88.4269                 NaN            NaN            NaN  0.350013        2.64344       0.683919E-001   1.51530        6.99596                 NaN            NaN
  1266.01        2500.00        88.8638                 NaN            NaN            NaN  0.358212        1.84693       0.815635        1.49775        6.61772                 NaN            NaN
  1264.52        2500.00        91.8438                 NaN            NaN            NaN  0.275097        1.58882       0.225708        1.02405        5.04255                 NaN            NaN
  1263.04        2500.00        91.7473                 NaN            NaN            NaN  0.232319        1.97833                 NaN   1.10831        4.93374                 NaN            NaN
  1261.55        2500.00        85.6864                 NaN            NaN            NaN  0.484159        2.73030                 NaN   1.90114        9.15176       0.462258E-001            NaN
  1260.07        2500.00        92.5693                 NaN            NaN            NaN  0.137825        1.55372                 NaN   1.00248        4.69467       0.420489E-001            NaN
  1258.58        2500.00        93.4748                 NaN            NaN            NaN            NaN   1.44996                 NaN  0.870913        4.10239       0.101962                 NaN
  1257.09        2500.00        95.2193                 NaN            NaN            NaN            NaN   1.02312                 NaN  0.632137        3.03891       0.865611E-001            NaN
  1255.61        2500.00        91.4196                 NaN            NaN            NaN            NaN   1.88180                 NaN   1.13095        5.39967       0.167975                 NaN
  1254.12        2500.00        98.9328                 NaN            NaN  0.217366       0.604397E-002            NaN            NaN  0.206051       0.637766                 NaN            NaN
  1252.64        2500.00        99.9863                 NaN            NaN            NaN            NaN            NaN            NaN  0.429592E-002  0.922099E-002  0.159694E-003            NaN
  1251.15        2500.00        99.8726                 NaN            NaN            NaN            NaN  0.164744E-001            NaN  0.290605E-001  0.818873E-001            NaN            NaN
  1249.66        2500.00        99.6535                 NaN            NaN            NaN            NaN  0.123355                 NaN  0.666900E-001  0.147616       0.880187E-002            NaN
  1248.18        2500.00        96.6539                 NaN            NaN            NaN            NaN  0.901387                 NaN  0.449428        1.95430       0.409854E-001            NaN
  1246.69        2500.00        98.0810                 NaN            NaN            NaN            NaN  0.552281                 NaN  0.264962        1.07556       0.261785E-001            NaN
  1245.20        2500.00        96.6380                 NaN            NaN            NaN            NaN  0.326240       0.868925       0.430374        1.69036       0.460599E-001            NaN
  1243.72        2500.00        98.5665                 NaN            NaN            NaN            NaN  0.395501       0.655840E-001  0.177803       0.771023       0.236326E-001            NaN
  1242.23        2500.00        38.2073        52.4057                 NaN            NaN            NaN  0.999429        1.83807        1.26547        5.15363       0.130377                 NaN
  1240.75        2500.00        88.2349                 NaN            NaN            NaN            NaN   4.72743                 NaN   1.47905        5.41905       0.139544                 NaN
  1239.26        2500.00        96.8111                 NaN            NaN            NaN            NaN  0.694631                 NaN  0.398043        2.01887       0.773126E-001            NaN
  1237.77        2500.00        96.8026                 NaN            NaN            NaN            NaN  0.430945       0.582249       0.414432        1.73876       0.310425E-001            NaN
  1236.29        2500.00        96.1743                 NaN            NaN            NaN            NaN   1.03073                 NaN  0.523257        2.22424       0.475207E-001            NaN
  1234.80        2500.00        97.1458                 NaN            NaN            NaN            NaN  0.816865E-001  0.665271       0.367363        1.69195       0.478832E-001            NaN
  1233.32        2500.00        97.6979                 NaN            NaN            NaN            NaN  0.199711       0.460093       0.281101        1.32730       0.338681E-001            NaN
  1231.83        2500.00        96.9807                 NaN            NaN            NaN            NaN  0.869368                 NaN  0.423049        1.69613       0.307342E-001            NaN
  1230.34        2500.00        96.7223                 NaN            NaN            NaN            NaN  0.847763                 NaN  0.493262        1.89744       0.392269E-001            NaN
  1228.86        2500.00        98.1573                 NaN            NaN            NaN            NaN  0.496108                 NaN  0.196571        1.12874       0.213224E-001            NaN
  1227.37        2500.00        98.2913                 NaN            NaN            NaN            NaN  0.665752                 NaN  0.321757       0.687127       0.340387E-001            NaN
  1225.89        2500.00        87.1249                 NaN            NaN            NaN            NaN   1.93435                 NaN   1.19743        6.29272       0.802285E-001   3.37035     
  1224.40        2500.00                 NaN            NaN            NaN            NaN            NaN   2.62703        9.87395        8.60370        46.9189       0.655795        31.3207     
  1222.91        2500.00                 NaN            NaN            NaN            NaN            NaN   2.58968        9.91245        8.60711        46.9139       0.655342        31.3216     
  1221.43        2500.00                 NaN            NaN            NaN            NaN            NaN   2.55296        9.95035        8.61057        46.9088       0.654882        31.3225     
  1219.94        2500.00                 NaN            NaN            NaN            NaN            NaN   2.51701        9.98748        8.61409        46.9036       0.654416        31.3234     
  1218.46        2500.00                 NaN            NaN            NaN            NaN            NaN   2.48195        10.0238        8.61767        46.8984       0.653943        31.3243     
  1216.97        2500.00                 NaN            NaN            NaN            NaN            NaN   2.44768        10.0593        8.62131        46.8931       0.653464        31.3252     
  1215.48        2500.00                 NaN            NaN            NaN            NaN            NaN   2.41032        10.0979        8.62506        46.8876       0.652963        31.3261     
  1214.00        2500.00                 NaN            NaN            NaN            NaN            NaN   2.38210        10.1273        8.62876        46.8823       0.652486        31.3270     
  1212.51        2500.00                 NaN            NaN            NaN            NaN            NaN   2.35194        10.1588        8.63255        46.8768       0.651992        31.3279     
  1211.02        2500.00                 NaN            NaN            NaN            NaN            NaN   2.32076        10.1913        8.63644        46.8712       0.651482        31.3289     
  1209.54        2500.00                 NaN            NaN            NaN            NaN            NaN   2.29192        10.2214        8.64037        46.8656       0.650972        31.3298     
  1208.05        2500.00                 NaN            NaN            NaN            NaN            NaN   2.26425        10.2504        8.64436        46.8598       0.650456        31.3307     
  1206.57        2500.00                 NaN            NaN            NaN            NaN            NaN   2.23793        10.2781        8.64840        46.8541       0.649934        31.3316     
  1205.08        2500.00                 NaN            NaN            NaN            NaN            NaN   2.18067        10.3506        8.71540        46.7813       0.643379        31.3286     
  1203.59        2500.00                 NaN            NaN            NaN            NaN            NaN   2.16659        10.3653        8.71897        46.7766       0.643017        31.3295     
  1202.11        2500.00                 NaN            NaN            NaN            NaN            NaN   2.15383        10.3787        8.72249        46.7720       0.642659        31.3303     
  1200.62        2500.00                 NaN            NaN            NaN            NaN            NaN   2.14245        10.3907        8.72599        46.7674       0.642306        31.3311     
  1199.14        2500.00                 NaN            NaN            NaN            NaN            NaN   2.13237        10.4014        8.72945        46.7628       0.641956        31.3320     
  1197.65        2500.00                 NaN            NaN            NaN            NaN            NaN   2.12375        10.4106        8.73289        46.7583       0.641610        31.3329     
  1196.16        2500.00                 NaN            NaN            NaN            NaN            NaN   2.11641        10.4185        8.73629        46.7538       0.641269        31.3337     
  1194.68        2500.00                 NaN            NaN            NaN            NaN            NaN   2.11034        10.4252        8.73965        46.7493       0.640933        31.3346     
  1193.19        2500.00                 NaN            NaN            NaN            NaN            NaN   2.10560        10.4305        8.74298        46.7449       0.640601        31.3355     
  1191.71        2500.00                 NaN            NaN            NaN            NaN            NaN   2.10207        10.4345        8.74627        46.7405       0.640274        31.3364     
  1190.22        2500.00                 NaN            NaN            NaN            NaN            NaN   2.09986        10.4373        8.74953        46.7361       0.639951        31.3373     
  1188.73        2500.00                 NaN            NaN            NaN            NaN            NaN  0.660278        11.9147        8.75461        46.6965       0.631735        31.3422     
  1187.25        2500.00                 NaN            NaN            NaN            NaN            NaN  0.687935        11.8880        8.75951        46.6903       0.631236        31.3430     
  1185.76        2500.00                 NaN            NaN            NaN            NaN            NaN   1.02721        11.5478        8.75922        46.6889       0.631650        31.3453     
  1184.28        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5748                 NaN   8.77377        46.6798       0.630614        31.3410     
  1182.79        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5917                 NaN   8.78853        46.6497       0.626061        31.3440     
  1181.30        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5340       0.559052E-001   8.79048        46.6487       0.626303        31.3446     
  1179.82        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5945                 NaN   8.79903        46.6362       0.624805        31.3454     
  1178.33        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5959                 NaN   8.80440        46.6293       0.624154        31.3462     
  1176.84        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1304       0.459177        8.80065        46.6360       0.625821        31.3480     
  1175.36        2500.00                 NaN            NaN            NaN            NaN            NaN  0.238735E-002   12.5973        8.81633        46.6135       0.622685        31.3478     
  1173.87        2500.00                 NaN            NaN            NaN            NaN            NaN   12.5466       0.367965E-001   8.81719        46.6292       0.625912        31.3443     
  1172.39        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4076       0.175916        8.82046        46.6248       0.625713        31.3455     
  1170.90        2500.00                 NaN            NaN            NaN            NaN            NaN   12.4158       0.183199        8.82848        46.6011       0.621883        31.3496     
  1169.41        2500.00                 NaN            NaN            NaN            NaN            NaN   12.2942       0.304801        8.83174        46.5967       0.621708        31.3508     
  1167.93        2500.00                 NaN            NaN            NaN            NaN            NaN   12.1600       0.439977        8.83478        46.5912       0.621428        31.3526     
  1166.44        2500.00                 NaN            NaN            NaN            NaN            NaN   12.0646       0.535579        8.83822        46.5866       0.621217        31.3537     
  1164.96        2500.00                 NaN            NaN            NaN            NaN            NaN   11.9763       0.624141        8.84170        46.5820       0.620996        31.3549     
  1163.47        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8877       0.713096        8.84510        46.5772       0.620756        31.3562     
  1161.98        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8019       0.799136        8.84845        46.5725       0.620534        31.3575     
  1160.50        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7775       0.821981        8.85499        46.5683       0.620187        31.3571     
  1159.01        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6491       0.949343        8.85607        46.5674       0.620076        31.3580     
  1157.53        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5615        1.03755        8.85755        46.5625       0.620447        31.3605     
  1156.04        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5600        1.04313        8.86324        46.5521       0.619325        31.3622     
  1154.55        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4428        1.15778        8.86536        46.5515       0.619745        31.3628     
  1153.07        2500.00                 NaN            NaN            NaN            NaN            NaN   11.3815        1.21929        8.86877        46.5469       0.619524        31.3640     
  1151.58        2500.00                 NaN            NaN            NaN            NaN            NaN   1.99421        10.5535        8.82965        46.6293       0.632645        31.3607     
  1150.10        2500.00                 NaN            NaN            NaN            NaN            NaN   2.02853        10.5191        8.83149        46.6264       0.632555        31.3619     
  1148.61        2500.00                 NaN            NaN            NaN            NaN            NaN   2.06085        10.4868        8.83332        46.6235       0.632464        31.3631     
  1147.12        2500.00                 NaN            NaN            NaN            NaN            NaN   10.4563        2.09133        8.83514        46.6206       0.632373        31.3643     
  1145.64        2500.00                 NaN            NaN            NaN            NaN            NaN   2.11997        10.4276        8.83696        46.6176       0.632278        31.3655     
  1144.15        2500.00                 NaN            NaN            NaN            NaN            NaN   10.4003        2.14728        8.83874        46.6147       0.632187        31.3667     
  1142.66        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3747        2.17294        8.84052        46.6118       0.632093        31.3680     
  1141.18        2500.00                 NaN            NaN            NaN            NaN            NaN   2.19723        10.3504        8.84229        46.6089       0.631999        31.3692     
  1139.69        2500.00                 NaN            NaN            NaN            NaN            NaN   2.22022        10.3274        8.84404        46.6061       0.631904        31.3704     
  1138.21        2500.00                 NaN            NaN            NaN            NaN            NaN   2.24196        10.3057        8.84578        46.6032       0.631809        31.3716     
  1136.72        2500.00                 NaN            NaN            NaN            NaN            NaN   2.26258        10.2851        8.84751        46.6003       0.631714        31.3728     
  1135.23        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2656        2.28212        8.84922        46.5974       0.631618        31.3740     
  1133.75        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2622        2.28648        8.85233        46.5925       0.631260        31.3753     
  1132.26        2500.00                 NaN            NaN            NaN            NaN            NaN   2.29045        10.2592        8.85556        46.5874       0.630882        31.3765     
  1130.78        2500.00                 NaN            NaN            NaN            NaN            NaN   2.29470        10.2560        8.85885        46.5822       0.630498        31.3777     
  1129.29        2500.00                 NaN            NaN            NaN            NaN            NaN   2.29925        10.2525        8.86220        46.5769       0.630107        31.3790     
  1127.80        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2489        2.30401        8.86562        46.5716       0.629707        31.3802     
  1126.32        2500.00                 NaN            NaN            NaN            NaN            NaN   2.30911        10.2449        8.86910        46.5661       0.629301        31.3815     
  1124.83        2500.00                 NaN            NaN            NaN            NaN            NaN   2.31440        10.2408        8.87265        46.5606       0.628886        31.3827     
  1123.35        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2364        2.31998        8.87627        46.5549       0.628463        31.3840     
  1121.86        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2318        2.32582        8.87995        46.5492       0.628033        31.3852     
  1120.37        2500.00                 NaN            NaN            NaN            NaN            NaN   2.33191        10.2269        8.88371        46.5434       0.627593        31.3865     
  1118.89        2500.00                 NaN            NaN            NaN            NaN            NaN   2.33825        10.2218        8.88754        46.5374       0.627145        31.3878     
  1117.40        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2166        2.34484        8.89143        46.5314       0.626689        31.3891     
  1115.92        2500.00                 NaN            NaN            NaN            NaN            NaN   10.2110        2.35169        8.89541        46.5253       0.626223        31.3904     
  1114.43        2500.00                 NaN            NaN            NaN            NaN            NaN   2.35878        10.2053        8.89946        46.5190       0.625748        31.3917     
  1112.94        2500.00                 NaN            NaN            NaN            NaN            NaN   2.36612        10.1994        8.90359        46.5127       0.625263        31.3930     
  1111.46        2500.00                 NaN            NaN            NaN            NaN            NaN   2.37372        10.1932        8.90780        46.5062       0.624769        31.3943     
  1109.97        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1869        2.38156        8.91209        46.4996       0.624266        31.3956     
  1108.48        2500.00                 NaN            NaN            NaN            NaN            NaN   2.38966        10.1803        8.91646        46.4929       0.623752        31.3969     
  1107.00        2500.00                 NaN            NaN            NaN            NaN            NaN   2.39801        10.1735        8.92092        46.4861       0.623228        31.3982     
  1105.51        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1665        2.40660        8.92546        46.4792       0.622693        31.3996     
  1104.03        2500.00                 NaN            NaN            NaN            NaN            NaN   2.41545        10.1592        8.93009        46.4721       0.622147        31.4009     
  1102.54        2500.00                 NaN            NaN            NaN            NaN            NaN   10.3042        2.31656        8.99011        46.3725       0.609657        31.4069     
  1101.05        2500.00                 NaN            NaN            NaN            NaN            NaN   2.33447        10.2872        8.99375        46.3670       0.609322        31.4083     
  1099.57        2500.00                 NaN            NaN            NaN            NaN            NaN   2.35195        10.2705        8.99740        46.3615       0.608985        31.4096     
  1098.08        2500.00                 NaN            NaN            NaN            NaN            NaN   2.36900        10.2543        9.00105        46.3560       0.608645        31.4110     
  1096.60        2500.00                 NaN            NaN            NaN            NaN            NaN   2.38563        10.2386        9.00471        46.3504       0.608302        31.4123     
  1095.11        2500.00                 NaN            NaN            NaN            NaN            NaN   2.40187        10.2233        9.00837        46.3449       0.607956        31.4137     
  1093.62        2500.00                 NaN            NaN            NaN            NaN            NaN   2.41773        10.2083        9.01204        46.3393       0.607608        31.4150     
  1092.14        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1938        2.43321        9.01571        46.3336       0.607257        31.4164     
  1090.65        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1796        2.44832        9.01939        46.3280       0.606903        31.4178     
  1089.17        2500.00                 NaN            NaN            NaN            NaN            NaN   10.1658        2.46307        9.02307        46.3223       0.606546        31.4192     
  1087.68        2500.00                 NaN            NaN            NaN            NaN            NaN   2.46784        10.1620        9.02717        46.3159       0.606219        31.4208     
  1086.19        2500.00                 NaN            NaN            NaN            NaN            NaN   2.48974        10.1416        9.03080        46.3098       0.605797        31.4222     
  1084.71        2500.00                 NaN            NaN            NaN            NaN            NaN   2.50526        10.1266        9.03416        46.3052       0.605455        31.4233     
  1083.22        2500.00                 NaN            NaN            NaN            NaN            NaN   2.52082        10.1126        9.03828        46.2985       0.604995        31.4249     
  1081.73        2500.00                 NaN            NaN            NaN            NaN            NaN   2.53373        10.1007        9.04197        46.2927       0.604621        31.4262     
  1080.25        2500.00                 NaN            NaN            NaN            NaN            NaN   2.54452        10.0905        9.04530        46.2878       0.604334        31.4275     
  1078.76        2500.00                 NaN            NaN            NaN            NaN            NaN   10.0780        2.55857        9.04937        46.2812       0.603869        31.4290     
  1077.28        2500.00                 NaN            NaN            NaN            NaN            NaN   2.57052        10.0671        9.05307        46.2754       0.603491        31.4304     
  1075.79        2500.00                 NaN            NaN            NaN            NaN            NaN   2.58216        10.0565        9.05677        46.2696       0.603111        31.4318     
  1074.30        2500.00                 NaN            NaN            NaN            NaN            NaN   2.59258        10.0469        9.06025        46.2643       0.602788        31.4332     
  1072.82        2500.00                 NaN            NaN            NaN            NaN            NaN   2.60388        10.0368        9.06401        46.2583       0.602391        31.4346     
  1071.33        2500.00                 NaN            NaN            NaN            NaN            NaN   2.61488        10.0269        9.06778        46.2524       0.601990        31.4360     
  1069.85        2500.00                 NaN            NaN            NaN            NaN            NaN   2.62523        10.0178        9.07159        46.2463       0.601574        31.4375     
  1068.36        2500.00                 NaN            NaN            NaN            NaN            NaN   2.63633        10.0079        9.07533        46.2403       0.601178        31.4389     
  1066.87        2500.00                 NaN            NaN            NaN            NaN            NaN   2.64699        9.99851        9.07910        46.2342       0.600769        31.4404     
  1065.39        2500.00                 NaN            NaN            NaN            NaN            NaN   9.98930        2.65745        9.08287        46.2282       0.600358        31.4419     
  1063.90        2500.00                 NaN            NaN            NaN            NaN            NaN   9.98028        2.66775        9.08665        46.2220       0.599943        31.4433     
  1062.42        2500.00                 NaN            NaN            NaN            NaN            NaN   9.97146        2.67786        9.09042        46.2159       0.599526        31.4448     
  1060.93        2500.00                 NaN            NaN            NaN            NaN            NaN   9.96282        2.68780        9.09421        46.2098       0.599106        31.4463     
  1059.44        2500.00                 NaN            NaN            NaN            NaN            NaN   9.95437        2.69758        9.09799        46.2036       0.598683        31.4478     
  1057.96        2500.00                 NaN            NaN            NaN            NaN            NaN   2.70582        9.94872        9.09978        46.1983       0.597800        31.4495     
  1056.47        2500.00                 NaN            NaN            NaN            NaN            NaN   2.71665        9.93801        9.10558        46.1912       0.597828        31.4508     
  1054.99        2500.00                 NaN            NaN            NaN            NaN            NaN   2.72595        9.93008        9.10937        46.1849       0.597396        31.4523     
  1053.50        2500.00                 NaN            NaN            NaN            NaN            NaN   9.92233        2.73510        9.11318        46.1786       0.596962        31.4538     
  1052.01        2500.00                 NaN            NaN            NaN            NaN            NaN   2.74410        9.91474        9.11698        46.1723       0.596524        31.4553     
  1050.53        2500.00                 NaN            NaN            NaN            NaN            NaN   9.91146        2.75077        9.11752        46.1677       0.595354        31.4572     
  1049.04        2500.00                 NaN            NaN            NaN            NaN            NaN   9.90003        2.76168        9.12461        46.1597       0.595640        31.4584     
  1047.55        2500.00                 NaN            NaN            NaN            NaN            NaN   9.89293        2.77025        9.12843        46.1533       0.595193        31.4599     
  1046.07        2500.00                 NaN            NaN            NaN            NaN            NaN   2.77869        9.88597        9.13225        46.1469       0.594743        31.4615     
  1044.58        2500.00                 NaN            NaN            NaN            NaN            NaN   9.88442        2.78422        9.13181        46.1427       0.593358        31.4635     
  1043.10        2500.00                 NaN            NaN            NaN            NaN            NaN   2.79519        9.87250        9.13991        46.1340       0.593833        31.4646     
  1041.61        2500.00                 NaN            NaN            NaN            NaN            NaN   2.80325        9.86597        9.14375        46.1275       0.593375        31.4661     
  1040.12        2500.00                 NaN            NaN            NaN            NaN            NaN   2.81119        9.85959        9.14759        46.1210       0.592912        31.4677     
  1038.64        2500.00                 NaN            NaN            NaN            NaN            NaN   9.85963        2.81566        9.14618        46.1174       0.591325        31.4698     
  1037.15        2500.00                 NaN            NaN            NaN            NaN            NaN   9.85376        2.82323        9.14979        46.1110       0.590811        31.4714     
  1035.67        2500.00                 NaN            NaN            NaN            NaN            NaN   9.84803        2.83068        9.15341        46.1046       0.590294        31.4730     
  1034.18        2500.00                 NaN            NaN            NaN            NaN            NaN   2.83802        9.84241        9.15703        46.0981       0.589776        31.4746     
  1032.69        2500.00                 NaN            NaN            NaN            NaN            NaN   9.83692        2.84526        9.16066        46.0917       0.589254        31.4762     
  1031.21        2500.00                 NaN            NaN            NaN            NaN            NaN   2.85239        9.83155        9.16429        46.0852       0.588730        31.4779     
  1029.72        2500.00                 NaN            NaN            NaN            NaN            NaN   2.85942        9.82630        9.16793        46.0787       0.588203        31.4795     
  1028.24        2500.00                 NaN            NaN            NaN            NaN            NaN   9.82117        2.86634        9.17157        46.0721       0.587674        31.4811     
  1026.75        2500.00                 NaN            NaN            NaN            NaN            NaN   9.81615        2.87317        9.17523        46.0656       0.587142        31.4827     
  1025.26        2500.00                 NaN            NaN            NaN            NaN            NaN   9.81124        2.87991        9.17889        46.0590       0.586608        31.4844     
  1023.78        2500.00                 NaN            NaN            NaN            NaN            NaN   2.88655        9.80644        9.18255        46.0524       0.586071        31.4860     
  1022.29        2500.00                 NaN            NaN            NaN            NaN            NaN   2.89310        9.80176        9.18622        46.0457       0.585532        31.4877     
  1020.81        2500.00                 NaN            NaN            NaN            NaN            NaN   9.79718        2.89955        9.18990        46.0390       0.584989        31.4893     
  1019.32        2500.00                 NaN            NaN            NaN            NaN            NaN   9.79271        2.90592        9.19358        46.0323       0.584444        31.4910     
  1017.83        2500.00                 NaN            NaN            NaN            NaN            NaN   2.91220        9.78834        9.19727        46.0256       0.583896        31.4927     
  1016.35        2500.00                 NaN            NaN            NaN            NaN            NaN   9.78406        2.91841        9.20097        46.0189       0.583346        31.4943     
  1014.86        2500.00                 NaN            NaN            NaN            NaN            NaN   2.92451        9.77990        9.20467        46.0121       0.582793        31.4960     
  1013.37        2500.00                 NaN            NaN            NaN            NaN            NaN   2.93054        9.77583        9.20839        46.0053       0.582236        31.4977     
  1011.89        2500.00                 NaN            NaN            NaN            NaN            NaN   2.93650        9.77186        9.21210        45.9985       0.581677        31.4994     
  1010.40        2500.00                 NaN            NaN            NaN            NaN            NaN   9.76799        2.94237        9.21583        45.9916       0.581115        31.5011     
  1008.92        2500.00                 NaN            NaN            NaN            NaN            NaN   2.94660        9.76598        9.21955        45.9846       0.580473        31.5028     
  1007.43        2500.00                 NaN            NaN            NaN            NaN            NaN   2.94997        9.76497        9.22329        45.9775       0.579789        31.5045     
  1005.94        2500.00                 NaN            NaN            NaN            NaN            NaN   9.76398        2.95332        9.22703        45.9703       0.579103        31.5062     
  1004.46        2500.00                 NaN            NaN            NaN            NaN            NaN   9.76301        2.95665        9.23079        45.9632       0.578417        31.5080     
  1002.97        2500.00                 NaN            NaN            NaN            NaN            NaN   2.95998        9.76207        9.23456        45.9560       0.577730        31.5097     
  1001.49        2500.00                 NaN            NaN            NaN            NaN            NaN   2.96328        9.76117        9.23834        45.9487       0.577041        31.5114     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   2.96659        9.76027        9.24213        45.9415       0.576352        31.5132     
