|6.6.6
Archiving\03_Data\eqfrac/QFM_m1/TAY13/TAY13_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1270.47        2500.00        83.3031                 NaN            NaN            NaN  0.867015        4.69142                 NaN   2.09307        9.04543                 NaN            NaN
  1268.98        2500.00        89.3086                 NaN            NaN            NaN  0.662067       0.866730        2.13939        1.29384        5.72933                 NaN            NaN
  1267.50        2500.00        87.5803                 NaN            NaN            NaN  0.615207        3.53468       0.901452E-001   1.55516        6.62448                 NaN            NaN
  1266.01        2500.00        87.9868                 NaN            NaN            NaN  0.631208        2.46703        1.09839        1.54016        6.27646                 NaN            NaN
  1264.52        2500.00        91.2211                 NaN            NaN            NaN  0.486280        2.13173       0.299603        1.05772        4.80353                 NaN            NaN
  1263.04        2500.00        91.0582                 NaN            NaN            NaN  0.411179        2.67848                 NaN   1.14606        4.70606                 NaN            NaN
  1261.55        2500.00        84.7117                 NaN            NaN            NaN  0.854343        3.67554                 NaN   1.96268        8.71402       0.817246E-001            NaN
  1260.07        2500.00        91.9949                 NaN            NaN            NaN  0.244978        2.14525                 NaN   1.04172        4.49831       0.748295E-001            NaN
  1258.58        2500.00        92.9651                 NaN            NaN            NaN            NaN   2.00788                 NaN  0.906588        3.93870       0.181771                 NaN
  1257.09        2500.00        94.8367                 NaN            NaN            NaN            NaN   1.42572                 NaN  0.659502        2.92344       0.154663                 NaN
  1255.61        2500.00        90.7205                 NaN            NaN            NaN            NaN   2.61626                 NaN   1.17784        5.18581       0.299609                 NaN
  1254.12        2500.00        98.8006                 NaN            NaN  0.355494       0.108727E-001            NaN            NaN  0.216124       0.616943                 NaN            NaN
  1252.64        2500.00        99.9863                 NaN            NaN            NaN            NaN            NaN            NaN  0.451179E-002  0.892765E-002  0.287253E-003            NaN
  1251.15        2500.00        99.8670                 NaN            NaN            NaN            NaN  0.232234E-001            NaN  0.305177E-001  0.792833E-001            NaN            NaN
  1249.66        2500.00        99.5978                 NaN            NaN            NaN            NaN  0.173432                 NaN  0.700170E-001  0.142916       0.158277E-001            NaN
  1248.18        2500.00        96.3062                 NaN            NaN            NaN            NaN   1.26050                 NaN  0.470992        1.88876       0.735683E-001            NaN
  1246.69        2500.00        97.8629                 NaN            NaN            NaN            NaN  0.769871                 NaN  0.278283        1.04182       0.470939E-001            NaN
  1245.20        2500.00        96.1905                 NaN            NaN            NaN            NaN  0.454640        1.18412       0.451794        1.63610       0.828217E-001            NaN
  1243.72        2500.00        98.3892                 NaN            NaN            NaN            NaN  0.544435       0.882769E-001  0.187309       0.748120       0.426447E-001            NaN
  1242.23        2500.00        38.4320        51.0955                 NaN            NaN            NaN   1.37278        2.55677        1.32626        4.98262       0.234055                 NaN
  1240.75        2500.00        86.4751                 NaN            NaN            NaN            NaN   6.47176                 NaN   1.55342        5.24863       0.251054                 NaN
  1239.26        2500.00        96.4823                 NaN            NaN            NaN            NaN  0.960718                 NaN  0.425611        1.98973       0.141610                 NaN
  1237.77        2500.00        96.3313                 NaN            NaN            NaN            NaN  0.612891       0.838835       0.443571        1.71648       0.569159E-001            NaN
  1236.29        2500.00        95.6688                 NaN            NaN            NaN            NaN   1.48250                 NaN  0.561267        2.20010       0.873200E-001            NaN
  1234.80        2500.00        96.7765                 NaN            NaN            NaN            NaN  0.117976       0.942152       0.395313        1.67984       0.882703E-001            NaN
  1233.32        2500.00        97.3711                 NaN            NaN            NaN            NaN  0.278344       0.665735       0.303130        1.31910       0.625675E-001            NaN
  1231.83        2500.00        96.5384                 NaN            NaN            NaN            NaN   1.25902                 NaN  0.456739        1.68902       0.568461E-001            NaN
  1230.34        2500.00        96.2540                 NaN            NaN            NaN            NaN   1.24470                 NaN  0.533785        1.89483       0.727250E-001            NaN
  1228.86        2500.00        97.8950                 NaN            NaN            NaN            NaN  0.721080                 NaN  0.213470        1.13080       0.396708E-001            NaN
  1227.37        2500.00        97.9272                 NaN            NaN            NaN            NaN  0.970553                 NaN  0.349864       0.688991       0.634119E-001            NaN
  1225.89        2500.00        86.0815                 NaN            NaN            NaN            NaN   2.80533                 NaN   1.29368        6.26816       0.148506        3.40284     
  1224.40        2500.00                 NaN            NaN            NaN            NaN            NaN   3.46736        13.3518        8.70440        43.7284        1.13675        29.6113     
  1222.91        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41758        13.4030        8.70786        43.7243        1.13599        29.6113     
  1221.43        2500.00                 NaN            NaN            NaN            NaN            NaN   3.36863        13.4535        8.71137        43.7200        1.13522        29.6113     
  1219.94        2500.00                 NaN            NaN            NaN            NaN            NaN   3.32071        13.5029        8.71495        43.7157        1.13443        29.6113     
  1218.46        2500.00                 NaN            NaN            NaN            NaN            NaN   3.27396        13.5511        8.71859        43.7114        1.13364        29.6113     
  1216.97        2500.00                 NaN            NaN            NaN            NaN            NaN   3.22826        13.5984        8.72228        43.7070        1.13283        29.6113     
  1215.48        2500.00                 NaN            NaN            NaN            NaN            NaN   3.17847        13.6498        8.72608        43.7024        1.13198        29.6113     
  1214.00        2500.00                 NaN            NaN            NaN            NaN            NaN   3.14079        13.6890        8.72985        43.6979        1.13118        29.6113     
  1212.51        2500.00                 NaN            NaN            NaN            NaN            NaN   3.10053        13.7308        8.73369        43.6934        1.13035        29.6113     
  1211.02        2500.00                 NaN            NaN            NaN            NaN            NaN   3.05892        13.7740        8.73765        43.6886        1.12949        29.6113     
  1209.54        2500.00                 NaN            NaN            NaN            NaN            NaN   3.02041        13.8141        8.74164        43.6839        1.12863        29.6113     
  1208.05        2500.00                 NaN            NaN            NaN            NaN            NaN   2.98344        13.8527        8.74569        43.6791        1.12776        29.6113     
  1206.57        2500.00                 NaN            NaN            NaN            NaN            NaN   2.94827        13.8895        8.74980        43.6742        1.12688        29.6113     
  1205.08        2500.00                 NaN            NaN            NaN            NaN            NaN   2.87236        13.9782        8.81778        43.6079        1.11556        29.6082     
  1203.59        2500.00                 NaN            NaN            NaN            NaN            NaN   2.85328        13.9981        8.82140        43.6041        1.11495        29.6082     
  1202.11        2500.00                 NaN            NaN            NaN            NaN            NaN   2.83594        14.0162        8.82499        43.6003        1.11436        29.6082     
  1200.62        2500.00                 NaN            NaN            NaN            NaN            NaN   2.82042        14.0326        8.82855        43.5966        1.11377        29.6081     
  1199.14        2500.00                 NaN            NaN            NaN            NaN            NaN   2.80660        14.0472        8.83208        43.5929        1.11319        29.6081     
  1197.65        2500.00                 NaN            NaN            NaN            NaN            NaN   2.79472        14.0598        8.83558        43.5892        1.11261        29.6081     
  1196.16        2500.00                 NaN            NaN            NaN            NaN            NaN   2.78452        14.0708        8.83904        43.5855        1.11204        29.6081     
  1194.68        2500.00                 NaN            NaN            NaN            NaN            NaN   2.77599        14.0801        8.84246        43.5819        1.11148        29.6081     
  1193.19        2500.00                 NaN            NaN            NaN            NaN            NaN   2.76922        14.0876        8.84585        43.5784        1.11093        29.6081     
  1191.71        2500.00                 NaN            NaN            NaN            NaN            NaN   2.76403        14.0935        8.84920        43.5748        1.11039        29.6081     
  1190.22        2500.00                 NaN            NaN            NaN            NaN            NaN   2.76059        14.0977        8.85252        43.5713        1.10985        29.6081     
  1188.73        2500.00                 NaN            NaN            NaN            NaN            NaN  0.867078        16.0372        8.85722        43.5326        1.09557        29.6104     
  1187.25        2500.00                 NaN            NaN            NaN            NaN            NaN  0.903217        16.0022        8.86220        43.5274        1.09473        29.6103     
  1185.76        2500.00                 NaN            NaN            NaN            NaN            NaN   1.34840        15.5558        8.86195        43.5267        1.09547        29.6117     
  1184.28        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9038                 NaN   8.87671        43.5189        1.09370        29.6068     
  1182.79        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9235                 NaN   8.89154        43.4908        1.08581        29.6084     
  1181.30        2500.00                 NaN            NaN            NaN            NaN            NaN   16.8479       0.733410E-001   8.89357        43.4906        1.08626        29.6083     
  1179.82        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9266                 NaN   8.90221        43.4793        1.08368        29.6082     
  1178.33        2500.00                 NaN            NaN            NaN            NaN            NaN   16.9282                 NaN   8.90766        43.4735        1.08258        29.6081     
  1176.84        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3187       0.602029        8.90397        43.4806        1.08550        29.6092     
  1175.36        2500.00                 NaN            NaN            NaN            NaN            NaN  0.313192E-002   16.9293        8.91978        43.4598        1.08008        29.6079     
  1173.87        2500.00                 NaN            NaN            NaN            NaN            NaN   16.8650       0.482830E-001   8.92083        43.4759        1.08572        29.6043     
  1172.39        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6826       0.230761        8.92418        43.4723        1.08540        29.6047     
  1170.90        2500.00                 NaN            NaN            NaN            NaN            NaN   16.6912       0.240242        8.93219        43.4502        1.07876        29.6074     
  1169.41        2500.00                 NaN            NaN            NaN            NaN            NaN   16.5319       0.399593        8.93553        43.4468        1.07848        29.6077     
  1167.93        2500.00                 NaN            NaN            NaN            NaN            NaN   16.3562       0.576478        8.93862        43.4422        1.07802        29.6086     
  1166.44        2500.00                 NaN            NaN            NaN            NaN            NaN   16.2312       0.701561        8.94214        43.4385        1.07768        29.6089     
  1164.96        2500.00                 NaN            NaN            NaN            NaN            NaN   16.1156       0.817362        8.94569        43.4348        1.07732        29.6092     
  1163.47        2500.00                 NaN            NaN            NaN            NaN            NaN   15.9998       0.933612        8.94916        43.4309        1.07693        29.6096     
  1161.98        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8877        1.04601        8.95258        43.4271        1.07657        29.6100     
  1160.50        2500.00                 NaN            NaN            NaN            NaN            NaN   15.8549        1.07619        8.95933        43.4244        1.07600        29.6092     
  1159.01        2500.00                 NaN            NaN            NaN            NaN            NaN   15.6883        1.24225        8.96043        43.4240        1.07583        29.6092     
  1157.53        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5741        1.35689        8.96193        43.4199        1.07650        29.6106     
  1156.04        2500.00                 NaN            NaN            NaN            NaN            NaN   15.5719        1.36404        8.96767        43.4105        1.07457        29.6113     
  1154.55        2500.00                 NaN            NaN            NaN            NaN            NaN   15.4186        1.51399        8.96989        43.4109        1.07533        29.6113     
  1153.07        2500.00                 NaN            NaN            NaN            NaN            NaN   15.3388        1.59407        8.97338        43.4071        1.07497        29.6116     
  1151.58        2500.00                 NaN            NaN            NaN            NaN            NaN   2.60612        14.2665        8.93420        43.4864        1.09780        29.6089     
  1150.10        2500.00                 NaN            NaN            NaN            NaN            NaN   2.65048        14.2222        8.93608        43.4843        1.09767        29.6093     
  1148.61        2500.00                 NaN            NaN            NaN            NaN            NaN   2.69220        14.1806        8.93796        43.4821        1.09754        29.6096     
  1147.12        2500.00                 NaN            NaN            NaN            NaN            NaN   14.1414        2.73150        8.93983        43.4800        1.09740        29.6099     
  1145.64        2500.00                 NaN            NaN            NaN            NaN            NaN   2.76840        14.1046        8.94169        43.4778        1.09726        29.6103     
  1144.15        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0695        2.80354        8.94352        43.4757        1.09713        29.6106     
  1142.66        2500.00                 NaN            NaN            NaN            NaN            NaN   14.0366        2.83652        8.94534        43.4736        1.09699        29.6109     
  1141.18        2500.00                 NaN            NaN            NaN            NaN            NaN   2.86769        14.0056        8.94716        43.4714        1.09685        29.6113     
  1139.69        2500.00                 NaN            NaN            NaN            NaN            NaN   2.89717        13.9762        8.94895        43.4693        1.09671        29.6116     
  1138.21        2500.00                 NaN            NaN            NaN            NaN            NaN   2.92500        13.9485        8.95074        43.4672        1.09657        29.6120     
  1136.72        2500.00                 NaN            NaN            NaN            NaN            NaN   2.95137        13.9223        8.95251        43.4651        1.09643        29.6123     
  1135.23        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8975        2.97631        8.95427        43.4629        1.09628        29.6127     
  1133.75        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8936        2.98139        8.95743        43.4589        1.09569        29.6130     
  1132.26        2500.00                 NaN            NaN            NaN            NaN            NaN   2.98595        13.8902        8.96072        43.4547        1.09505        29.6133     
  1130.78        2500.00                 NaN            NaN            NaN            NaN            NaN   2.99089        13.8865        8.96407        43.4504        1.09441        29.6137     
  1129.29        2500.00                 NaN            NaN            NaN            NaN            NaN   2.99622        13.8824        8.96748        43.4461        1.09375        29.6140     
  1127.80        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8781        3.00184        8.97096        43.4416        1.09308        29.6144     
  1126.32        2500.00                 NaN            NaN            NaN            NaN            NaN   3.00788        13.8734        8.97450        43.4371        1.09240        29.6148     
  1124.83        2500.00                 NaN            NaN            NaN            NaN            NaN   3.01419        13.8684        8.97812        43.4325        1.09171        29.6151     
  1123.35        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8630        3.02086        8.98180        43.4278        1.09099        29.6155     
  1121.86        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8574        3.02789        8.98555        43.4230        1.09027        29.6159     
  1120.37        2500.00                 NaN            NaN            NaN            NaN            NaN   3.03523        13.8514        8.98937        43.4181        1.08953        29.6163     
  1118.89        2500.00                 NaN            NaN            NaN            NaN            NaN   3.04290        13.8452        8.99327        43.4132        1.08878        29.6167     
  1117.40        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8386        3.05091        8.99724        43.4081        1.08801        29.6171     
  1115.92        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8318        3.05924        9.00128        43.4030        1.08722        29.6175     
  1114.43        2500.00                 NaN            NaN            NaN            NaN            NaN   3.06789        13.8246        9.00540        43.3977        1.08642        29.6179     
  1112.94        2500.00                 NaN            NaN            NaN            NaN            NaN   3.07688        13.8172        9.00961        43.3924        1.08560        29.6184     
  1111.46        2500.00                 NaN            NaN            NaN            NaN            NaN   3.08618        13.8094        9.01389        43.3869        1.08477        29.6188     
  1109.97        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8014        3.09582        9.01826        43.3814        1.08392        29.6192     
  1108.48        2500.00                 NaN            NaN            NaN            NaN            NaN   3.10578        13.7931        9.02270        43.3757        1.08305        29.6197     
  1107.00        2500.00                 NaN            NaN            NaN            NaN            NaN   3.11607        13.7844        9.02724        43.3699        1.08216        29.6201     
  1105.51        2500.00                 NaN            NaN            NaN            NaN            NaN   13.7755        3.12667        9.03186        43.3641        1.08126        29.6206     
  1104.03        2500.00                 NaN            NaN            NaN            NaN            NaN   3.13761        13.7663        9.03657        43.3581        1.08033        29.6211     
  1102.54        2500.00                 NaN            NaN            NaN            NaN            NaN   13.9447        3.00858        9.09721        43.2653        1.05865        29.6256     
  1101.05        2500.00                 NaN            NaN            NaN            NaN            NaN   3.03131        13.9228        9.10093        43.2607        1.05810        29.6261     
  1099.57        2500.00                 NaN            NaN            NaN            NaN            NaN   3.05346        13.9016        9.10465        43.2562        1.05753        29.6266     
  1098.08        2500.00                 NaN            NaN            NaN            NaN            NaN   3.07506        13.8809        9.10838        43.2517        1.05697        29.6271     
  1096.60        2500.00                 NaN            NaN            NaN            NaN            NaN   3.09611        13.8607        9.11211        43.2471        1.05639        29.6276     
  1095.11        2500.00                 NaN            NaN            NaN            NaN            NaN   3.11665        13.8411        9.11585        43.2425        1.05582        29.6281     
  1093.62        2500.00                 NaN            NaN            NaN            NaN            NaN   3.13669        13.8220        9.11959        43.2379        1.05524        29.6286     
  1092.14        2500.00                 NaN            NaN            NaN            NaN            NaN   13.8034        3.15623        9.12333        43.2332        1.05465        29.6291     
  1090.65        2500.00                 NaN            NaN            NaN            NaN            NaN   13.7854        3.17529        9.12708        43.2286        1.05406        29.6296     
  1089.17        2500.00                 NaN            NaN            NaN            NaN            NaN   13.7678        3.19387        9.13084        43.2239        1.05346        29.6301     
  1087.68        2500.00                 NaN            NaN            NaN            NaN            NaN   3.19923        13.7633        9.13502        43.2185        1.05292        29.6310     
  1086.19        2500.00                 NaN            NaN            NaN            NaN            NaN   3.22746        13.7368        9.13871        43.2134        1.05221        29.6315     
  1084.71        2500.00                 NaN            NaN            NaN            NaN            NaN   3.24694        13.7178        9.14214        43.2097        1.05164        29.6317     
  1083.22        2500.00                 NaN            NaN            NaN            NaN            NaN   3.26690        13.6995        9.14634        43.2040        1.05086        29.6324     
  1081.73        2500.00                 NaN            NaN            NaN            NaN            NaN   3.28306        13.6844        9.15011        43.1993        1.05023        29.6329     
  1080.25        2500.00                 NaN            NaN            NaN            NaN            NaN   3.29616        13.6718        9.15350        43.1954        1.04976        29.6334     
  1078.76        2500.00                 NaN            NaN            NaN            NaN            NaN   13.6556        3.31408        9.15765        43.1897        1.04897        29.6340     
  1077.28        2500.00                 NaN            NaN            NaN            NaN            NaN   3.32898        13.6418        9.16142        43.1849        1.04834        29.6346     
  1075.79        2500.00                 NaN            NaN            NaN            NaN            NaN   3.34346        13.6284        9.16519        43.1801        1.04770        29.6351     
  1074.30        2500.00                 NaN            NaN            NaN            NaN            NaN   3.35621        13.6164        9.16875        43.1758        1.04716        29.6356     
  1072.82        2500.00                 NaN            NaN            NaN            NaN            NaN   3.37027        13.6036        9.17259        43.1709        1.04650        29.6362     
  1071.33        2500.00                 NaN            NaN            NaN            NaN            NaN   3.38397        13.5911        9.17643        43.1659        1.04583        29.6368     
  1069.85        2500.00                 NaN            NaN            NaN            NaN            NaN   3.39680        13.5796        9.18032        43.1608        1.04512        29.6374     
  1068.36        2500.00                 NaN            NaN            NaN            NaN            NaN   3.41062        13.5670        9.18413        43.1559        1.04446        29.6379     
  1066.87        2500.00                 NaN            NaN            NaN            NaN            NaN   3.42384        13.5551        9.18797        43.1508        1.04377        29.6386     
  1065.39        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5434        3.43683        9.19181        43.1457        1.04308        29.6392     
  1063.90        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5320        3.44958        9.19566        43.1406        1.04238        29.6398     
  1062.42        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5208        3.46210        9.19951        43.1355        1.04168        29.6404     
  1060.93        2500.00                 NaN            NaN            NaN            NaN            NaN   13.5099        3.47440        9.20337        43.1304        1.04097        29.6410     
  1059.44        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4992        3.48648        9.20723        43.1252        1.04026        29.6416     
  1057.96        2500.00                 NaN            NaN            NaN            NaN            NaN   3.49657        13.4923        9.20906        43.1209        1.03875        29.6425     
  1056.47        2500.00                 NaN            NaN            NaN            NaN            NaN   3.51001        13.4785        9.21496        43.1148        1.03882        29.6429     
  1054.99        2500.00                 NaN            NaN            NaN            NaN            NaN   3.52146        13.4685        9.21883        43.1096        1.03809        29.6436     
  1053.50        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4587        3.53272        9.22270        43.1043        1.03736        29.6442     
  1052.01        2500.00                 NaN            NaN            NaN            NaN            NaN   3.54378        13.4491        9.22658        43.0990        1.03662        29.6449     
  1050.53        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4453        3.55183        9.22714        43.0952        1.03461        29.6459     
  1049.04        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4305        3.56536        9.23435        43.0884        1.03513        29.6462     
  1047.55        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4215        3.57586        9.23825        43.0831        1.03438        29.6469     
  1046.07        2500.00                 NaN            NaN            NaN            NaN            NaN   3.58619        13.4128        9.24214        43.0777        1.03362        29.6476     
  1044.58        2500.00                 NaN            NaN            NaN            NaN            NaN   13.4113        3.59276        9.24170        43.0743        1.03123        29.6487     
  1043.10        2500.00                 NaN            NaN            NaN            NaN            NaN   3.60636        13.3958        9.24995        43.0669        1.03208        29.6490     
  1041.61        2500.00                 NaN            NaN            NaN            NaN            NaN   3.61619        13.3875        9.25386        43.0615        1.03131        29.6497     
  1040.12        2500.00                 NaN            NaN            NaN            NaN            NaN   3.62586        13.3795        9.25778        43.0560        1.03052        29.6504     
  1038.64        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3802        3.63105        9.25636        43.0531        1.02779        29.6515     
  1037.15        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3728        3.64025        9.26004        43.0477        1.02691        29.6523     
  1035.67        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3656        3.64928        9.26372        43.0423        1.02604        29.6530     
  1034.18        2500.00                 NaN            NaN            NaN            NaN            NaN   3.65818        13.3586        9.26741        43.0369        1.02516        29.6537     
  1032.69        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3517        3.66694        9.27111        43.0315        1.02427        29.6545     
  1031.21        2500.00                 NaN            NaN            NaN            NaN            NaN   3.67556        13.3450        9.27481        43.0260        1.02338        29.6552     
  1029.72        2500.00                 NaN            NaN            NaN            NaN            NaN   3.68405        13.3384        9.27852        43.0205        1.02249        29.6560     
  1028.24        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3320        3.69240        9.28224        43.0150        1.02159        29.6568     
  1026.75        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3257        3.70063        9.28596        43.0095        1.02069        29.6575     
  1025.26        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3196        3.70873        9.28969        43.0039        1.01978        29.6583     
  1023.78        2500.00                 NaN            NaN            NaN            NaN            NaN   3.71671        13.3135        9.29342        42.9984        1.01887        29.6591     
  1022.29        2500.00                 NaN            NaN            NaN            NaN            NaN   3.72456        13.3077        9.29716        42.9928        1.01796        29.6599     
  1020.81        2500.00                 NaN            NaN            NaN            NaN            NaN   13.3020        3.73230        9.30091        42.9871        1.01703        29.6607     
  1019.32        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2964        3.73992        9.30467        42.9815        1.01611        29.6615     
  1017.83        2500.00                 NaN            NaN            NaN            NaN            NaN   3.74743        13.2909        9.30843        42.9758        1.01518        29.6623     
  1016.35        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2856        3.75483        9.31219        42.9701        1.01424        29.6631     
  1014.86        2500.00                 NaN            NaN            NaN            NaN            NaN   3.76211        13.2804        9.31597        42.9644        1.01330        29.6639     
  1013.37        2500.00                 NaN            NaN            NaN            NaN            NaN   3.76929        13.2753        9.31975        42.9586        1.01236        29.6647     
  1011.89        2500.00                 NaN            NaN            NaN            NaN            NaN   3.77636        13.2703        9.32354        42.9529        1.01140        29.6655     
  1010.40        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2655        3.78334        9.32734        42.9470        1.01045        29.6664     
  1008.92        2500.00                 NaN            NaN            NaN            NaN            NaN   3.78818        13.2630        9.33113        42.9411        1.00935        29.6672     
  1007.43        2500.00                 NaN            NaN            NaN            NaN            NaN   3.79191        13.2619        9.33493        42.9350        1.00819        29.6680     
  1005.94        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2608        3.79562        9.33874        42.9290        1.00701        29.6689     
  1004.46        2500.00                 NaN            NaN            NaN            NaN            NaN   13.2597        3.79931        9.34257        42.9229        1.00584        29.6698     
  1002.97        2500.00                 NaN            NaN            NaN            NaN            NaN   3.80298        13.2586        9.34641        42.9167        1.00467        29.6706     
  1001.49        2500.00                 NaN            NaN            NaN            NaN            NaN   3.80663        13.2576        9.35026        42.9106        1.00349        29.6715     
  1000.00        2500.00                 NaN            NaN            NaN            NaN            NaN   3.81028        13.2565        9.35412        42.9044        1.00232        29.6724     
