|6.6.6
Archiving\03_Data\eqLP/QFM_m0.5/KHA22/KHA22_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1326.92        500.000        10.6150        49.6988                 NaN            NaN  0.686849       0.592733        25.5293        4.10578        6.42555        2.34604                 NaN            NaN
  1323.72        500.000        10.6148        49.6987                 NaN            NaN  0.686867       0.592740        25.5294        4.10581        6.42556        2.34619                 NaN            NaN
  1320.51        500.000        10.6146        49.6986                 NaN            NaN  0.686885       0.592747        25.5295        4.10584        6.42556        2.34633                 NaN            NaN
  1317.31        500.000        10.6144        49.6985                 NaN            NaN  0.686903       0.592754        25.5296        4.10587        6.42557        2.34647                 NaN            NaN
  1314.10        500.000        10.6141        49.6984                 NaN            NaN  0.686921       0.592761        25.5297        4.10590        6.42558        2.34661                 NaN            NaN
  1310.90        500.000        10.6139        49.6983                 NaN            NaN  0.686939       0.592768        25.5298        4.10593        6.42559        2.34676                 NaN            NaN
  1307.69        500.000        9.10945        49.7855                 NaN            NaN  0.726889       0.593605        24.9782        6.75094        5.07968        2.97568                 NaN            NaN
  1304.49        500.000        9.10930        49.7854                 NaN            NaN  0.726908       0.593611        24.9783        6.75094        5.07971        2.97586                 NaN            NaN
  1301.28        500.000        8.78725        49.8008                 NaN            NaN  0.735642       0.593802        24.8696        6.81411        5.28230        3.11646                 NaN            NaN
  1298.08        500.000        8.05274        49.8486                 NaN            NaN  0.741222       0.594138        24.8138        6.88247        5.46076        3.23926       0.367080                 NaN
  1294.87        500.000                 NaN   50.4508                 NaN            NaN  0.756005       0.597458        24.6549        7.41719        6.64790        4.05884        5.41689                 NaN
  1291.67        500.000                 NaN   50.4504                 NaN            NaN  0.756022       0.597462        24.6549        7.41717        6.64792        4.05907        5.41698                 NaN
  1288.46        500.000                 NaN   50.4501                 NaN            NaN  0.756038       0.597466        24.6549        7.41716        6.64794        4.05930        5.41706                 NaN
  1285.26        500.000                 NaN   50.4498                 NaN            NaN  0.756054       0.597470        24.6549        7.41714        6.64797        4.05953        5.41715                 NaN
  1282.05        500.000                 NaN   50.4682                 NaN            NaN  0.768334       0.597428        24.6464        6.55823        7.42825        4.11141        5.42174                 NaN
  1278.85        500.000                 NaN   50.4678                 NaN            NaN  0.768351       0.597432        24.6464        6.55825        7.42824        4.11165        5.42183                 NaN
  1275.64        500.000                 NaN   50.4675                 NaN            NaN  0.768367       0.597436        24.6464        6.55827        7.42822        4.11188        5.42192                 NaN
  1272.44        500.000                 NaN   50.4672                 NaN            NaN  0.768384       0.597440        24.6464        6.55829        7.42820        4.11211        5.42201                 NaN
  1269.23        500.000                 NaN   50.4668                 NaN            NaN  0.768400       0.597444        24.6464        6.55832        7.42818        4.11234        5.42209                 NaN
  1266.03        500.000                 NaN   50.4665                 NaN            NaN  0.768417       0.597448        24.6464        6.55834        7.42816        4.11257        5.42218                 NaN
  1262.82        500.000                 NaN   50.4662                 NaN            NaN  0.768433       0.597452        24.6464        6.55836        7.42815        4.11280        5.42227                 NaN
  1259.62        500.000                 NaN   50.4658                 NaN            NaN  0.768450       0.597456        24.6464        6.55839        7.42813        4.11303        5.42236                 NaN
  1256.41        500.000                 NaN   50.5015                 NaN            NaN  0.793037       0.597373        24.6301        7.44765        6.38639        4.21277        5.43116                 NaN
  1253.21        500.000                 NaN   50.5012                 NaN            NaN  0.793054       0.597377        24.6301        7.44763        6.38641        4.21300        5.43125                 NaN
  1250.00        500.000                 NaN   50.5009                 NaN            NaN  0.793071       0.597380        24.6301        7.44761        6.38644        4.21324        5.43133                 NaN
  1246.79        500.000                 NaN   50.5005                 NaN            NaN  0.793088       0.597384        24.6301        7.44759        6.38646        4.21347        5.43142                 NaN
  1243.59        500.000                 NaN   50.5002                 NaN            NaN  0.793104       0.597388        24.6300        7.44758        6.38649        4.21371        5.43151                 NaN
  1240.38        500.000                 NaN   50.4998                 NaN            NaN  0.793121       0.597392        24.6300        7.44756        6.38651        4.21395        5.43159                 NaN
  1237.18        500.000                 NaN   50.4995                 NaN            NaN  0.793138       0.597395        24.6300        7.44754        6.38654        4.21418        5.43168                 NaN
  1233.97        500.000                 NaN   50.4991                 NaN            NaN  0.793155       0.597399        24.6300        7.44752        6.38656        4.21442        5.43177                 NaN
  1230.77        500.000                 NaN   50.5296                 NaN            NaN  0.818608       0.597323        24.6195        7.46445        6.22319        4.30813        5.43915                 NaN
  1227.56        500.000                 NaN   50.5292                 NaN            NaN  0.818625       0.597327        24.6195        7.46443        6.22321        4.30837        5.43924                 NaN
  1224.36        500.000                 NaN   50.5289                 NaN            NaN  0.818642       0.597330        24.6195        7.46441        6.22324        4.30861        5.43933                 NaN
  1221.15        500.000                 NaN   50.5285                 NaN            NaN  0.818659       0.597334        24.6195        7.46439        6.22326        4.30885        5.43941                 NaN
  1217.95        500.000                 NaN   50.5282                 NaN            NaN  0.818676       0.597337        24.6195        7.46437        6.22329        4.30909        5.43950                 NaN
  1214.74        500.000                 NaN   50.5278                 NaN            NaN  0.818693       0.597341        24.6195        7.46435        6.22331        4.30933        5.43958                 NaN
  1211.54        500.000                 NaN   50.5275                 NaN            NaN  0.818710       0.597345        24.6195        7.46433        6.22334        4.30957        5.43967                 NaN
  1208.33        500.000                 NaN   50.5271                 NaN            NaN  0.818727       0.597348        24.6195        7.46431        6.22336        4.30981        5.43976                 NaN
  1205.13        500.000                 NaN   50.5533                 NaN            NaN  0.844916       0.597278        24.6161        7.47835        6.06598        4.39778        5.44632                 NaN
  1201.92        500.000                 NaN   50.5529                 NaN            NaN  0.844934       0.597282        24.6161        7.47833        6.06600        4.39802        5.44640                 NaN
  1198.72        500.000                 NaN   50.5526                 NaN            NaN  0.844951       0.597285        24.6161        7.47831        6.06603        4.39827        5.44649                 NaN
  1195.51        500.000                 NaN   50.5522                 NaN            NaN  0.844969       0.597289        24.6161        7.47829        6.06606        4.39851        5.44657                 NaN
  1192.31        500.000                 NaN   50.5519                 NaN            NaN  0.844986       0.597292        24.6161        7.47826        6.06608        4.39876        5.44666                 NaN
  1189.10        500.000                 NaN   50.5515                 NaN            NaN  0.845003       0.597296        24.6161        7.47824        6.06611        4.39900        5.44674                 NaN
  1185.90        500.000                 NaN   50.5511                 NaN            NaN  0.845021       0.597299        24.6161        7.47822        6.06614        4.39924        5.44683                 NaN
  1182.69        500.000                 NaN   50.5508                 NaN            NaN  0.845038       0.597302        24.6161        7.47820        6.06616        4.39949        5.44691                 NaN
  1179.49        500.000                 NaN   50.5723                 NaN            NaN  0.872155       0.597239        24.6206        5.91362        7.48986        4.48173        5.45246                 NaN
  1176.28        500.000                 NaN   50.5719                 NaN            NaN  0.872173       0.597242        24.6206        5.91364        7.48984        4.48198        5.45255                 NaN
  1173.08        500.000                 NaN   50.5716                 NaN            NaN  0.872190       0.597246        24.6206        5.91367        7.48982        4.48223        5.45263                 NaN
  1169.87        500.000                 NaN   50.5712                 NaN            NaN  0.872208       0.597249        24.6206        5.91370        7.48979        4.48248        5.45272                 NaN
  1166.67        500.000                 NaN   50.5709                 NaN            NaN  0.872226       0.597252        24.6206        5.91373        7.48977        4.48272        5.45280                 NaN
  1163.46        500.000                 NaN   50.5705                 NaN            NaN  0.872244       0.597256        24.6207        5.91375        7.48975        4.48297        5.45288                 NaN
  1160.26        500.000                 NaN   50.5701                 NaN            NaN  0.872261       0.597259        24.6207        5.91378        7.48973        4.48322        5.45297                 NaN
  1157.05        500.000                 NaN   50.5697                 NaN            NaN  0.872279       0.597262        24.6207        5.91381        7.48970        4.48347        5.45305                 NaN
  1153.85        500.000                 NaN   50.5861                 NaN            NaN  0.900563       0.597205        24.6336        7.49966        5.76545        4.56014        5.45721                 NaN
  1150.64        500.000                 NaN   50.5858                 NaN            NaN  0.900581       0.597209        24.6337        7.49963        5.76548        4.56039        5.45729                 NaN
  1147.44        500.000                 NaN   50.5854                 NaN            NaN  0.900600       0.597212        24.6337        7.49961        5.76551        4.56065        5.45738                 NaN
  1144.23        500.000                 NaN   50.5850                 NaN            NaN  0.900618       0.597215        24.6337        7.49959        5.76554        4.56090        5.45746                 NaN
  1141.03        500.000                 NaN   50.5846                 NaN            NaN  0.900636       0.597218        24.6337        7.49956        5.76557        4.56115        5.45754                 NaN
  1137.82        500.000                 NaN   50.5843                 NaN            NaN  0.900654       0.597221        24.6337        7.49954        5.76560        4.56140        5.45763                 NaN
  1134.62        500.000                 NaN   50.5839                 NaN            NaN  0.900672       0.597224        24.6337        7.49951        5.76563        4.56165        5.45771                 NaN
  1131.41        500.000                 NaN   50.5835                 NaN            NaN  0.900690       0.597227        24.6337        7.49949        5.76565        4.56190        5.45779                 NaN
  1128.21        500.000                 NaN   50.5958                 NaN            NaN  0.930047       0.597177        24.6555        7.50714        5.61997        4.63339        5.46107                 NaN
  1125.00        500.000                 NaN   50.5954                 NaN            NaN  0.930066       0.597180        24.6555        7.50711        5.62000        4.63365        5.46115                 NaN
  1121.79        500.000                 NaN   50.5950                 NaN            NaN  0.930085       0.597183        24.6555        7.50709        5.62003        4.63390        5.46123                 NaN
  1118.59        500.000                 NaN   50.5946                 NaN            NaN  0.930103       0.597186        24.6555        7.50706        5.62006        4.63416        5.46131                 NaN
  1115.38        500.000                 NaN   50.5942                 NaN            NaN  0.930122       0.597189        24.6555        7.50704        5.62009        4.63441        5.46139                 NaN
  1112.18        500.000                 NaN   50.5939                 NaN            NaN  0.930140       0.597192        24.6555        7.50701        5.62012        4.63467        5.46148                 NaN
  1108.97        500.000                 NaN   50.5935                 NaN            NaN  0.930159       0.597195        24.6555        7.50699        5.62015        4.63492        5.46156                 NaN
  1105.77        500.000                 NaN   50.5931                 NaN            NaN  0.930177       0.597197        24.6556        7.50696        5.62018        4.63518        5.46164                 NaN
  1102.56        500.000                 NaN   50.6007                 NaN            NaN  0.960790       0.597153        24.6860        7.51284        5.47733        4.70175        5.46352                 NaN
  1099.36        500.000                 NaN   50.6003                 NaN            NaN  0.960809       0.597156        24.6860        7.51281        5.47736        4.70201        5.46360                 NaN
  1096.15        500.000                 NaN   50.5999                 NaN            NaN  0.960828       0.597159        24.6860        7.51278        5.47739        4.70227        5.46368                 NaN
  1092.95        500.000                 NaN   50.5995                 NaN            NaN  0.960847       0.597162        24.6860        7.51276        5.47742        4.70253        5.46376                 NaN
  1089.74        500.000                 NaN   50.6017                 NaN            NaN  0.976652       0.597144        24.7044        7.51493        5.40668        4.73413        5.46436                 NaN
  1086.54        500.000                 NaN   50.6013                 NaN            NaN  0.976671       0.597147        24.7044        7.51490        5.40671        4.73439        5.46444                 NaN
  1083.33        500.000                 NaN   50.6014                 NaN            NaN  0.984831       0.597140        24.7149        5.37128        7.51626        4.74948        5.46471                 NaN
  1080.13        500.000                 NaN   50.6012                 NaN            NaN  0.988797       0.597137        24.7204        5.35383        7.51623        4.75778        5.46466                 NaN
  1076.92        500.000                 NaN   49.9969       0.386317                 NaN   1.08052       0.597435        24.9056        5.33982        7.72440        4.55089        5.41819                 NaN
  1073.72        500.000                 NaN   49.9965       0.386315                 NaN   1.08054       0.597438        24.9056        5.33985        7.72437        4.55114        5.41827                 NaN
  1070.51        500.000                 NaN   49.9961       0.386312                 NaN   1.08056       0.597440        24.9056        5.33988        7.72434        4.55139        5.41835                 NaN
  1067.31        500.000                 NaN   49.9957       0.386310                 NaN   1.08058       0.597443        24.9057        5.33991        7.72432        4.55164        5.41843                 NaN
  1064.10        500.000                 NaN   49.9953       0.386307                 NaN   1.08060       0.597446        24.9057        5.33995        7.72429        4.55189        5.41851                 NaN
  1060.90        500.000                 NaN   49.9949       0.386305                 NaN   1.08063       0.597448        24.9057        5.33998        7.72427        4.55214        5.41859                 NaN
  1057.69        500.000                 NaN   49.9946       0.386303                 NaN   1.08065       0.597451        24.9057        5.34001        7.72424        4.55239        5.41867                 NaN
  1054.49        500.000                 NaN   49.9942       0.386300                 NaN   1.08067       0.597454        24.9058        5.34004        7.72421        4.55264        5.41875                 NaN
  1051.28        500.000                 NaN   49.9911       0.388250                 NaN   1.11533       0.597424        24.9545        7.72405        5.20172        4.60941        5.41822                 NaN
  1048.08        500.000                 NaN   50.5914                 NaN            NaN   1.03191       0.597124        24.7822        7.52318        5.18563        4.83146        4.42928        1.02776     
  1044.87        500.000                 NaN   49.9901       0.380920                 NaN   1.12500       0.597426        24.9648        7.73095        5.18530        4.62829        2.55112        2.84619     
  1041.67        500.000                 NaN   50.5837                 NaN            NaN   1.04102       0.597125        24.7905        7.52995        5.17126        4.85186        1.60397        3.83056     
  1038.46        500.000                 NaN   50.5783                 NaN            NaN   1.04582       0.597125        24.7966        7.53385        5.16420        4.86211       0.374074        5.04796     
  1035.26        500.000                 NaN   50.5762                 NaN            NaN   1.05047       0.597126        24.8032        5.14958        7.53542        4.86895                 NaN   5.41904     
  1032.05        500.000                 NaN   50.5753                 NaN            NaN   1.05501       0.597125        24.8113        7.53534        5.13070        4.87459                 NaN   5.42065     
  1028.85        500.000                 NaN   50.5750                 NaN            NaN   1.05503       0.597128        24.8113        7.53533        5.13074        4.87486                 NaN   5.42055     
  1025.64        500.000                 NaN   50.5734                 NaN            NaN   1.06422       0.597124        24.8270        7.53596        5.09329        4.88539                 NaN   5.42362     
  1022.44        500.000                 NaN   50.5731                 NaN            NaN   1.06424       0.597128        24.8270        7.53595        5.09334        4.88566                 NaN   5.42352     
  1019.23        500.000                 NaN   50.5728                 NaN            NaN   1.06426       0.597131        24.8271        7.53593        5.09338        4.88593                 NaN   5.42342     
  1016.03        500.000                 NaN   50.5725                 NaN            NaN   1.06429       0.597135        24.8272        7.53592        5.09343        4.88621                 NaN   5.42333     
  1012.82        500.000                 NaN   50.5680                 NaN            NaN   1.08319       0.597123        24.8613        5.01799        7.53683        4.90545                 NaN   5.43011     
  1009.62        500.000                 NaN   49.9837       0.367778                 NaN   1.17826       0.597429        25.0493        7.73822        5.00397        4.69333                 NaN   5.38802     
  1006.41        500.000                 NaN   49.9831       0.367103                 NaN   1.18314       0.597429        25.0583        4.98480        7.73808        4.69820                 NaN   5.38978     
  1003.21        500.000                 NaN   49.9828       0.367101                 NaN   1.18316       0.597432        25.0584        4.98484        7.73807        4.69846                 NaN   5.38969     
  1000.00        500.000                 NaN   49.9833       0.363410                 NaN   1.19342       0.597430        25.0756        7.73806        4.94878        4.70636                 NaN   5.39364     
