|6.6.6
Archiving\03_Data\eqLP/QFM_m0.5/KHA22/KHA22_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       O(HP)          O(HP)          mang           Sp(TH)         pxmn           Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1323.72        500.000        8.43731        51.5093                 NaN            NaN  0.900838       0.673057        25.9327        4.11975        6.44736        1.97971                 NaN            NaN
  1320.51        500.000        8.43731        51.5093                 NaN            NaN  0.900838       0.673057        25.9327        4.11975        6.44736        1.97971                 NaN            NaN
  1317.31        500.000        8.43731        51.5093                 NaN            NaN  0.900838       0.673057        25.9327        4.11975        6.44736        1.97971                 NaN            NaN
  1314.10        500.000        8.43731        51.5093                 NaN            NaN  0.900838       0.673057        25.9327        4.11975        6.44736        1.97971                 NaN            NaN
  1310.90        500.000        8.43731        51.5093                 NaN            NaN  0.900838       0.673057        25.9327        4.11975        6.44736        1.97971                 NaN            NaN
  1307.69        500.000        7.14559        51.5393                 NaN            NaN  0.951324       0.673072        25.3381        6.76273        5.08320        2.50665                 NaN            NaN
  1304.49        500.000        7.14559        51.5393                 NaN            NaN  0.951324       0.673072        25.3381        6.76273        5.08320        2.50665                 NaN            NaN
  1301.28        500.000        6.87261        51.5415                 NaN            NaN  0.962270       0.673075        25.2200        6.82373        5.28264        2.62413                 NaN            NaN
  1298.08        500.000        6.28676        51.5618                 NaN            NaN  0.968998       0.673078        25.1510        6.88829        5.45734        2.72586       0.286896                 NaN
  1294.87        500.000                 NaN   51.9097                 NaN            NaN  0.982752       0.673114        24.8529        7.37575        6.60037        3.39658        4.20884                 NaN
  1291.67        500.000                 NaN   51.9097                 NaN            NaN  0.982752       0.673114        24.8529        7.37575        6.60037        3.39658        4.20884                 NaN
  1288.46        500.000                 NaN   51.9097                 NaN            NaN  0.982752       0.673114        24.8529        7.37575        6.60037        3.39658        4.20884                 NaN
  1285.26        500.000                 NaN   51.9097                 NaN            NaN  0.982752       0.673114        24.8529        7.37575        6.60037        3.39658        4.20884                 NaN
  1282.05        500.000                 NaN   51.9334                 NaN            NaN  0.999130       0.673117        24.8454        6.51043        7.38567        3.44008        4.21272                 NaN
  1278.85        500.000                 NaN   51.9334                 NaN            NaN  0.999130       0.673117        24.8454        6.51043        7.38567        3.44008        4.21272                 NaN
  1275.64        500.000                 NaN   51.9334                 NaN            NaN  0.999130       0.673117        24.8454        6.51043        7.38567        3.44008        4.21272                 NaN
  1272.44        500.000                 NaN   51.9334                 NaN            NaN  0.999130       0.673117        24.8454        6.51043        7.38567        3.44008        4.21272                 NaN
  1269.23        500.000                 NaN   51.9334                 NaN            NaN  0.999130       0.673117        24.8454        6.51043        7.38567        3.44008        4.21272                 NaN
  1266.03        500.000                 NaN   51.9334                 NaN            NaN  0.999130       0.673117        24.8454        6.51043        7.38567        3.44008        4.21272                 NaN
  1262.82        500.000                 NaN   51.9334                 NaN            NaN  0.999130       0.673117        24.8454        6.51043        7.38567        3.44008        4.21272                 NaN
  1259.62        500.000                 NaN   51.9334                 NaN            NaN  0.999130       0.673117        24.8454        6.51043        7.38567        3.44008        4.21272                 NaN
  1256.41        500.000                 NaN   51.9808                 NaN            NaN   1.03185       0.673125        24.8299        7.40256        6.33760        3.52386        4.22023                 NaN
  1253.21        500.000                 NaN   51.9808                 NaN            NaN   1.03185       0.673125        24.8299        7.40256        6.33760        3.52386        4.22023                 NaN
  1250.00        500.000                 NaN   51.9808                 NaN            NaN   1.03185       0.673125        24.8299        7.40256        6.33760        3.52386        4.22023                 NaN
  1246.79        500.000                 NaN   51.9808                 NaN            NaN   1.03185       0.673125        24.8299        7.40256        6.33760        3.52386        4.22023                 NaN
  1243.59        500.000                 NaN   51.9808                 NaN            NaN   1.03185       0.673125        24.8299        7.40256        6.33760        3.52386        4.22023                 NaN
  1240.38        500.000                 NaN   51.9808                 NaN            NaN   1.03185       0.673125        24.8299        7.40256        6.33760        3.52386        4.22023                 NaN
  1237.18        500.000                 NaN   51.9808                 NaN            NaN   1.03185       0.673125        24.8299        7.40256        6.33760        3.52386        4.22023                 NaN
  1233.97        500.000                 NaN   51.9808                 NaN            NaN   1.03185       0.673125        24.8299        7.40256        6.33760        3.52386        4.22023                 NaN
  1230.77        500.000                 NaN   52.0212                 NaN            NaN   1.06572       0.673132        24.8205        7.41696        6.17337        3.60254        4.22660                 NaN
  1227.56        500.000                 NaN   52.0212                 NaN            NaN   1.06572       0.673132        24.8205        7.41696        6.17337        3.60254        4.22660                 NaN
  1224.36        500.000                 NaN   52.0212                 NaN            NaN   1.06572       0.673132        24.8205        7.41696        6.17337        3.60254        4.22660                 NaN
  1221.15        500.000                 NaN   52.0212                 NaN            NaN   1.06572       0.673132        24.8205        7.41696        6.17337        3.60254        4.22660                 NaN
  1217.95        500.000                 NaN   52.0212                 NaN            NaN   1.06572       0.673132        24.8205        7.41696        6.17337        3.60254        4.22660                 NaN
  1214.74        500.000                 NaN   52.0212                 NaN            NaN   1.06572       0.673132        24.8205        7.41696        6.17337        3.60254        4.22660                 NaN
  1211.54        500.000                 NaN   52.0212                 NaN            NaN   1.06572       0.673132        24.8205        7.41696        6.17337        3.60254        4.22660                 NaN
  1208.33        500.000                 NaN   52.0212                 NaN            NaN   1.06572       0.673132        24.8205        7.41696        6.17337        3.60254        4.22660                 NaN
  1205.13        500.000                 NaN   52.0563                 NaN            NaN   1.10050       0.673138        24.8180        7.42842        6.01505        3.67635        4.23228                 NaN
  1201.92        500.000                 NaN   52.0563                 NaN            NaN   1.10050       0.673138        24.8180        7.42842        6.01505        3.67635        4.23228                 NaN
  1198.72        500.000                 NaN   52.0563                 NaN            NaN   1.10050       0.673138        24.8180        7.42842        6.01505        3.67635        4.23228                 NaN
  1195.51        500.000                 NaN   52.0563                 NaN            NaN   1.10050       0.673138        24.8180        7.42842        6.01505        3.67635        4.23228                 NaN
  1192.31        500.000                 NaN   52.0563                 NaN            NaN   1.10050       0.673138        24.8180        7.42842        6.01505        3.67635        4.23228                 NaN
  1189.10        500.000                 NaN   52.0563                 NaN            NaN   1.10050       0.673138        24.8180        7.42842        6.01505        3.67635        4.23228                 NaN
  1185.90        500.000                 NaN   52.0563                 NaN            NaN   1.10050       0.673138        24.8180        7.42842        6.01505        3.67635        4.23228                 NaN
  1182.69        500.000                 NaN   52.0563                 NaN            NaN   1.10050       0.673138        24.8180        7.42842        6.01505        3.67635        4.23228                 NaN
  1179.49        500.000                 NaN   52.0855                 NaN            NaN   1.13643       0.673144        24.8235        5.86153        7.43746        3.74531        4.23712                 NaN
  1176.28        500.000                 NaN   52.0855                 NaN            NaN   1.13643       0.673144        24.8235        5.86153        7.43746        3.74531        4.23712                 NaN
  1173.08        500.000                 NaN   52.0855                 NaN            NaN   1.13643       0.673144        24.8235        5.86153        7.43746        3.74531        4.23712                 NaN
  1169.87        500.000                 NaN   52.0855                 NaN            NaN   1.13643       0.673144        24.8235        5.86153        7.43746        3.74531        4.23712                 NaN
  1166.67        500.000                 NaN   52.0855                 NaN            NaN   1.13643       0.673144        24.8235        5.86153        7.43746        3.74531        4.23712                 NaN
  1163.46        500.000                 NaN   52.0855                 NaN            NaN   1.13643       0.673144        24.8235        5.86153        7.43746        3.74531        4.23712                 NaN
  1160.26        500.000                 NaN   52.0855                 NaN            NaN   1.13643       0.673144        24.8235        5.86153        7.43746        3.74531        4.23712                 NaN
  1157.05        500.000                 NaN   52.0855                 NaN            NaN   1.13643       0.673144        24.8235        5.86153        7.43746        3.74531        4.23712                 NaN
  1153.85        500.000                 NaN   52.1080                 NaN            NaN   1.17382       0.673150        24.8376        7.44491        5.71211        3.80956        4.24084                 NaN
  1150.64        500.000                 NaN   52.1080                 NaN            NaN   1.17382       0.673150        24.8376        7.44491        5.71211        3.80956        4.24084                 NaN
  1147.44        500.000                 NaN   52.1080                 NaN            NaN   1.17382       0.673150        24.8376        7.44491        5.71211        3.80956        4.24084                 NaN
  1144.23        500.000                 NaN   52.1080                 NaN            NaN   1.17382       0.673150        24.8376        7.44491        5.71211        3.80956        4.24084                 NaN
  1141.03        500.000                 NaN   52.1080                 NaN            NaN   1.17382       0.673150        24.8376        7.44491        5.71211        3.80956        4.24084                 NaN
  1137.82        500.000                 NaN   52.1080                 NaN            NaN   1.17382       0.673150        24.8376        7.44491        5.71211        3.80956        4.24084                 NaN
  1134.62        500.000                 NaN   52.1080                 NaN            NaN   1.17382       0.673150        24.8376        7.44491        5.71211        3.80956        4.24084                 NaN
  1131.41        500.000                 NaN   52.1080                 NaN            NaN   1.17382       0.673150        24.8376        7.44491        5.71211        3.80956        4.24084                 NaN
  1128.21        500.000                 NaN   52.1258                 NaN            NaN   1.21256       0.673155        24.8601        7.44991        5.56522        3.86942        4.24383                 NaN
  1125.00        500.000                 NaN   52.1258                 NaN            NaN   1.21256       0.673155        24.8601        7.44991        5.56522        3.86942        4.24383                 NaN
  1121.79        500.000                 NaN   52.1258                 NaN            NaN   1.21256       0.673155        24.8601        7.44991        5.56522        3.86942        4.24383                 NaN
  1118.59        500.000                 NaN   52.1258                 NaN            NaN   1.21256       0.673155        24.8601        7.44991        5.56522        3.86942        4.24383                 NaN
  1115.38        500.000                 NaN   52.1258                 NaN            NaN   1.21256       0.673155        24.8601        7.44991        5.56522        3.86942        4.24383                 NaN
  1112.18        500.000                 NaN   52.1258                 NaN            NaN   1.21256       0.673155        24.8601        7.44991        5.56522        3.86942        4.24383                 NaN
  1108.97        500.000                 NaN   52.1258                 NaN            NaN   1.21256       0.673155        24.8601        7.44991        5.56522        3.86942        4.24383                 NaN
  1105.77        500.000                 NaN   52.1258                 NaN            NaN   1.21256       0.673155        24.8601        7.44991        5.56522        3.86942        4.24383                 NaN
  1102.56        500.000                 NaN   52.1374                 NaN            NaN   1.25284       0.673160        24.8915        7.45315        5.42114        3.92512        4.24569                 NaN
  1099.36        500.000                 NaN   52.1374                 NaN            NaN   1.25284       0.673160        24.8915        7.45315        5.42114        3.92512        4.24569                 NaN
  1096.15        500.000                 NaN   52.1374                 NaN            NaN   1.25284       0.673160        24.8915        7.45315        5.42114        3.92512        4.24569                 NaN
  1092.95        500.000                 NaN   52.1374                 NaN            NaN   1.25284       0.673160        24.8915        7.45315        5.42114        3.92512        4.24569                 NaN
  1089.74        500.000                 NaN   52.1421                 NaN            NaN   1.27355       0.673162        24.9098        7.45399        5.34967        3.95143        4.24630                 NaN
  1086.54        500.000                 NaN   52.1421                 NaN            NaN   1.27355       0.673162        24.9098        7.45399        5.34967        3.95143        4.24630                 NaN
  1083.33        500.000                 NaN   52.1432                 NaN            NaN   1.28421       0.673164        24.9205        5.31386        7.45466        3.96388        4.24654                 NaN
  1080.13        500.000                 NaN   52.1427                 NaN            NaN   1.28949       0.673164        24.9268        5.29633        7.45440        3.97063        4.24651                 NaN
  1076.92        500.000                 NaN   51.4801       0.411302                 NaN   1.40011       0.673154        25.0953        5.27914        7.65685        3.79582        4.20823                 NaN
  1073.72        500.000                 NaN   51.4801       0.411302                 NaN   1.40011       0.673154        25.0953        5.27914        7.65685        3.79582        4.20823                 NaN
  1070.51        500.000                 NaN   51.4801       0.411302                 NaN   1.40011       0.673154        25.0953        5.27914        7.65685        3.79582        4.20823                 NaN
  1067.31        500.000                 NaN   51.4801       0.411302                 NaN   1.40011       0.673154        25.0953        5.27914        7.65685        3.79582        4.20823                 NaN
  1064.10        500.000                 NaN   51.4801       0.411302                 NaN   1.40011       0.673154        25.0953        5.27914        7.65685        3.79582        4.20823                 NaN
  1060.90        500.000                 NaN   51.4801       0.411302                 NaN   1.40011       0.673154        25.0953        5.27914        7.65685        3.79582        4.20823                 NaN
  1057.69        500.000                 NaN   51.4801       0.411302                 NaN   1.40011       0.673154        25.0953        5.27914        7.65685        3.79582        4.20823                 NaN
  1054.49        500.000                 NaN   51.4801       0.411302                 NaN   1.40011       0.673154        25.0953        5.27914        7.65685        3.79582        4.20823                 NaN
  1051.28        500.000                 NaN   51.4804       0.413406                 NaN   1.44499       0.673159        25.1438        7.65381        5.13912        3.84319        4.20812                 NaN
  1048.08        500.000                 NaN   52.1372                 NaN            NaN   1.34560       0.673169        24.9900        7.45737        5.12530        4.03021        3.44168       0.799461     
  1044.87        500.000                 NaN   51.4805       0.405609                 NaN   1.45725       0.673159        25.1535        7.65768        5.11977        3.85853        1.98115        2.21286     
  1041.67        500.000                 NaN   52.1308                 NaN            NaN   1.35724       0.673170        24.9975        7.46101        5.10744        4.04681        1.24619        2.97980     
  1038.46        500.000                 NaN   52.1236                 NaN            NaN   1.36351       0.673170        25.0047        7.46343        5.09881        4.05516       0.290617        3.92691     
  1035.26        500.000                 NaN   52.1226                 NaN            NaN   1.36947       0.673171        25.0109        5.08339        7.46419        4.06066                 NaN   4.21569     
  1032.05        500.000                 NaN   52.1217                 NaN            NaN   1.37539       0.673171        25.0195        7.46373        5.06434        4.06517                 NaN   4.21705     
  1028.85        500.000                 NaN   52.1217                 NaN            NaN   1.37539       0.673171        25.0195        7.46373        5.06434        4.06517                 NaN   4.21705     
  1025.64        500.000                 NaN   52.1210                 NaN            NaN   1.38732       0.673172        25.0348        7.46373        5.02659        4.07377                 NaN   4.21958     
  1022.44        500.000                 NaN   52.1210                 NaN            NaN   1.38732       0.673172        25.0348        7.46373        5.02659        4.07377                 NaN   4.21958     
  1019.23        500.000                 NaN   52.1210                 NaN            NaN   1.38732       0.673172        25.0348        7.46373        5.02659        4.07377                 NaN   4.21958     
  1016.03        500.000                 NaN   52.1210                 NaN            NaN   1.38732       0.673172        25.0348        7.46373        5.02659        4.07377                 NaN   4.21958     
  1012.82        500.000                 NaN   52.1160                 NaN            NaN   1.41197       0.673175        25.0701        4.95079        7.46321        4.08969                 NaN   4.22505     
  1009.62        500.000                 NaN   51.4810       0.391661                 NaN   1.52538       0.673166        25.2363        7.65832        4.93344        3.91060                 NaN   4.19020     
  1006.41        500.000                 NaN   51.4810       0.390947                 NaN   1.53161       0.673166        25.2452        4.91411        7.65781        3.91446                 NaN   4.19168     
  1003.21        500.000                 NaN   51.4810       0.390947                 NaN   1.53161       0.673166        25.2452        4.91411        7.65781        3.91446                 NaN   4.19168     
  1000.00        500.000                 NaN   51.4819       0.387023                 NaN   1.54484       0.673167        25.2628        7.65702        4.87755        3.92087                 NaN   4.19487     
