|6.6.6
Archiving\03_Data\eqLP/QFM_m3.75/Y98/Y98_3.tab                            
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an            
  1253.21        500.000                 NaN            NaN  0.868233                 NaN  0.327483        14.8132        26.3443        17.6040        27.7600        12.2828     
  1250.00        500.000                 NaN            NaN  0.868234                 NaN  0.327490        14.8131        26.3441        17.6038        27.7598        12.2835     
  1246.79        500.000                 NaN            NaN  0.868236                 NaN  0.327496        14.8130        26.3439        17.6036        27.7597        12.2841     
  1243.59        500.000                 NaN            NaN  0.868238                 NaN  0.327502        14.8129        26.3437        17.6034        27.7595        12.2847     
  1240.38        500.000                 NaN            NaN  0.868240                 NaN  0.327509        14.8127        26.3435        17.6033        27.7594        12.2854     
  1237.18        500.000                 NaN            NaN  0.868241                 NaN  0.327515        14.8126        26.3433        17.6031        27.7593        12.2860     
  1233.97        500.000                 NaN            NaN  0.868243                 NaN  0.327521        14.8125        26.3431        17.6029        27.7591        12.2866     
  1230.77        500.000                 NaN            NaN  0.868128                 NaN  0.324617        14.8675        27.6746        17.7906        26.0765        12.3981     
  1227.56        500.000                 NaN            NaN  0.868129                 NaN  0.324623        14.8673        27.6744        17.7904        26.0764        12.3987     
  1224.36        500.000                 NaN            NaN  0.868131                 NaN  0.324629        14.8672        27.6741        17.7902        26.0763        12.3994     
  1221.15        500.000                 NaN            NaN  0.868132                 NaN  0.324636        14.8671        27.6739        17.7900        26.0762        12.4000     
  1217.95        500.000                 NaN            NaN  0.868134                 NaN  0.324642        14.8670        27.6737        17.7899        26.0760        12.4007     
  1214.74        500.000                 NaN            NaN  0.868135                 NaN  0.324648        14.8668        27.6735        17.7897        26.0759        12.4013     
  1211.54        500.000                 NaN            NaN  0.868136                 NaN  0.324654        14.8667        27.6733        17.7895        26.0758        12.4019     
  1208.33        500.000                 NaN            NaN  0.868138                 NaN  0.324660        14.8666        27.6731        17.7894        26.0756        12.4026     
  1205.13        500.000                 NaN            NaN  0.868027                 NaN  0.327626        14.9143        28.8655        24.5941        17.9188        12.5116     
  1201.92        500.000                 NaN            NaN  0.868028                 NaN  0.327632        14.9142        28.8653        24.5940        17.9187        12.5122     
  1198.72        500.000                 NaN            NaN  0.868029                 NaN  0.327638        14.9141        28.8650        24.5938        17.9185        12.5129     
  1195.51        500.000                 NaN            NaN  0.868030                 NaN  0.327644        14.9139        28.8648        24.5937        17.9183        12.5135     
  1192.31        500.000                 NaN            NaN  0.868032                 NaN  0.327650        14.9138        28.8646        24.5936        17.9181        12.5142     
  1189.10        500.000                 NaN            NaN  0.868033                 NaN  0.327657        14.9137        28.8644        24.5935        17.9179        12.5148     
  1185.90        500.000                 NaN            NaN  0.868034                 NaN  0.327663        14.9135        28.8642        24.5934        17.9178        12.5154     
  1182.69        500.000                 NaN            NaN  0.868035                 NaN  0.327669        14.9134        28.8639        24.5933        17.9176        12.5161     
  1179.49        500.000                 NaN            NaN  0.867936                 NaN  0.335422        14.9536        29.9622        18.0126        23.2495        12.6188     
  1176.28        500.000                 NaN            NaN  0.867937                 NaN  0.335428        14.9534        29.9619        18.0124        23.2494        12.6194     
  1173.08        500.000                 NaN            NaN  0.867938                 NaN  0.335434        14.9533        29.9617        18.0122        23.2493        12.6201     
  1169.87        500.000                 NaN            NaN  0.867939                 NaN  0.335440        14.9532        29.9615        18.0120        23.2492        12.6207     
  1166.67        500.000                 NaN            NaN  0.867940                 NaN  0.335446        14.9530        29.9613        18.0119        23.2491        12.6213     
  1163.46        500.000                 NaN            NaN  0.867940                 NaN  0.335452        14.9529        29.9610        18.0117        23.2490        12.6220     
  1160.26        500.000                 NaN            NaN  0.867941                 NaN  0.335458        14.9528        29.9608        18.0115        23.2489        12.6226     
  1157.05        500.000                 NaN            NaN  0.867942                 NaN  0.335464        14.9526        29.9606        18.0113        23.2488        12.6233     
  1153.85        500.000                 NaN            NaN  0.867847                 NaN  0.347938        14.9870        30.9713        22.0280        18.0738        12.7240     
  1150.64        500.000                 NaN            NaN  0.867848                 NaN  0.347944        14.9869        30.9711        22.0280        18.0736        12.7247     
  1147.44        500.000                 NaN            NaN  0.867848                 NaN  0.347950        14.9867        30.9708        22.0279        18.0735        12.7253     
  1144.23        500.000                 NaN            NaN  0.867849                 NaN  0.347956        14.9866        30.9706        22.0278        18.0733        12.7259     
  1141.03        500.000                 NaN            NaN  0.867849                 NaN  0.347963        14.9865        30.9704        22.0277        18.0731        12.7266     
  1137.82        500.000                 NaN            NaN  0.867850                 NaN  0.347969        14.9863        30.9701        22.0276        18.0729        12.7272     
  1134.62        500.000                 NaN            NaN  0.867850                 NaN  0.347975        14.9862        30.9699        22.0275        18.0727        12.7279     
  1131.41        500.000                 NaN            NaN  0.867851                 NaN  0.347981        14.9860        30.9697        22.0274        18.0725        12.7285     
  1128.21        500.000                 NaN            NaN  0.867766                 NaN  0.364796        15.0140        31.9142        18.1126        20.9022        12.8244     
  1125.00        500.000                 NaN            NaN  0.867766                 NaN  0.364803        15.0138        31.9139        18.1125        20.9021        12.8250     
  1121.79        500.000                 NaN            NaN  0.867766                 NaN  0.364809        15.0137        31.9137        18.1123        20.9021        12.8257     
  1118.59        500.000                 NaN            NaN  0.867767                 NaN  0.364815        15.0136        31.9135        18.1121        20.9020        12.8263     
  1115.38        500.000                 NaN            NaN  0.867767                 NaN  0.364822        15.0134        31.9132        18.1119        20.9019        12.8270     
  1112.18        500.000                 NaN            NaN  0.867767                 NaN  0.364828        15.0133        31.9130        18.1117        20.9018        12.8276     
  1108.97        500.000                 NaN            NaN  0.867767                 NaN  0.364834        15.0131        31.9128        18.1115        20.9017        12.8283     
  1105.77        500.000                 NaN            NaN  0.867767                 NaN  0.364840        15.0130        31.9125        18.1113        20.9017        12.8289     
  1102.56        500.000                 NaN            NaN  0.867689                 NaN  0.385368        15.0356        32.8039        19.8527        18.1332        12.9216     
  1099.36        500.000                 NaN            NaN  0.867689                 NaN  0.385375        15.0354        32.8036        19.8526        18.1330        12.9222     
  1096.15        500.000                 NaN            NaN  0.867689                 NaN  0.385381        15.0353        32.8034        19.8526        18.1328        12.9229     
  1092.95        500.000                 NaN            NaN  0.867689                 NaN  0.385388        15.0352        32.8031        19.8525        18.1326        12.9235     
  1089.74        500.000                 NaN            NaN  0.867689                 NaN  0.385394        15.0350        32.8029        19.8524        18.1324        12.9242     
  1086.54        500.000                 NaN            NaN  0.867688                 NaN  0.385401        15.0349        32.8026        19.8523        18.1322        12.9248     
  1083.33        500.000                 NaN            NaN  0.867688                 NaN  0.385407        15.0347        32.8024        19.8523        18.1320        12.9255     
  1080.13        500.000                 NaN            NaN  0.867688                 NaN  0.385414        15.0346        32.8022        19.8522        18.1319        12.9261     
  1076.92        500.000                 NaN            NaN  0.867610                 NaN  0.410325        15.0524        33.6379        18.1332        18.8800        13.0186     
  1073.72        500.000                 NaN            NaN  0.867609                 NaN  0.410332        15.0522        33.6376        18.1330        18.8799        13.0193     
  1070.51        500.000                 NaN            NaN  0.867609                 NaN  0.410338        15.0521        33.6374        18.1328        18.8798        13.0199     
  1067.31        500.000                 NaN            NaN  0.867609                 NaN  0.410345        15.0519        33.6371        18.1326        18.8798        13.0206     
  1064.10        500.000                 NaN            NaN  0.867608                 NaN  0.410352        15.0518        33.6369        18.1324        18.8797        13.0212     
  1060.90        500.000                 NaN            NaN  0.867608                 NaN  0.410359        15.0516        33.6366        18.1322        18.8796        13.0219     
  1057.69        500.000                 NaN            NaN  0.867607                 NaN  0.410366        15.0515        33.6364        18.1320        18.8796        13.0225     
  1054.49        500.000                 NaN            NaN  0.867607                 NaN  0.410372        15.0513        33.6361        18.1318        18.8795        13.0232     
  1051.28        500.000                 NaN            NaN  0.867537                 NaN  0.438858        15.0635        34.4371        17.9582        18.1234        13.1114     
  1048.08        500.000                 NaN            NaN  0.867536                 NaN  0.438865        15.0633        34.4368        17.9582        18.1232        13.1121     
  1044.87        500.000                 NaN            NaN  0.867536                 NaN  0.438872        15.0632        34.4366        17.9581        18.1230        13.1127     
  1041.67        500.000                 NaN            NaN  0.867535                 NaN  0.438879        15.0630        34.4363        17.9581        18.1228        13.1134     
  1038.46        500.000                 NaN            NaN  0.867534                 NaN  0.438887        15.0629        34.4361        17.9580        18.1226        13.1140     
  1035.26        500.000                 NaN            NaN  0.867534                 NaN  0.438894        15.0627        34.4358        17.9580        18.1224        13.1147     
  1032.05        500.000                 NaN            NaN  0.867533                 NaN  0.438901        15.0626        34.4356        17.9579        18.1222        13.1153     
  1028.85        500.000                 NaN            NaN  0.867532                 NaN  0.438908        15.0624        34.4353        17.9579        18.1220        13.1160     
  1025.64        500.000                 NaN            NaN  0.867459                 NaN  0.471545        15.0717        35.1978        17.0920        18.0929        13.2066     
  1022.44        500.000                 NaN            NaN  0.867458                 NaN  0.471553        15.0715        35.1975        17.0919        18.0927        13.2073     
  1019.23        500.000                 NaN            NaN  0.867457                 NaN  0.471560        15.0714        35.1973        17.0919        18.0925        13.2079     
  1016.03        500.000                 NaN            NaN  0.867456                 NaN  0.471568        15.0712        35.1970        17.0918        18.0923        13.2086     
  1012.82        500.000                 NaN            NaN  0.867455                 NaN  0.471575        15.0710        35.1968        17.0918        18.0921        13.2093     
  1009.62        500.000                 NaN            NaN  0.867454                 NaN  0.471583        15.0709        35.1965        17.0918        18.0919        13.2099     
  1006.41        500.000                 NaN            NaN  0.867453                 NaN  0.471590        15.0707        35.1963        17.0917        18.0917        13.2106     
  1003.21        500.000                 NaN            NaN  0.867452                 NaN  0.471598        15.0706        35.1960        17.0917        18.0915        13.2112     
  1000.00        500.000                 NaN            NaN  0.867389                 NaN  0.507704        15.0734        35.9329        16.2631        18.0592        13.2962     
