|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/Y98/Y98_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          10
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        O(HP)          an             ilm            San(TH)        q             
  1149.51        500.000                 NaN   5.10057                 NaN   2.38188        7.08102       0.497329        43.6955        41.2437     
  1148.37        500.000                 NaN   5.09522                 NaN   2.38533        7.08130       0.497437        43.6944        41.2463     
  1147.24        500.000                 NaN   5.08991                 NaN   2.38875        7.08157       0.497544        43.6933        41.2489     
  1146.11        500.000                 NaN   5.08462                 NaN   2.39216        7.08185       0.497650        43.6922        41.2515     
  1144.98        500.000                 NaN   5.07939                 NaN   2.39554        7.08213       0.497754        43.6911        41.2541     
  1143.84        500.000                 NaN   5.07417                 NaN   2.39891        7.08241       0.497858        43.6900        41.2567     
  1142.71        500.000                 NaN   5.06901                 NaN   2.40225        7.08269       0.497961        43.6889        41.2592     
  1141.58        500.000                 NaN   5.06387                 NaN   2.40557        7.08298       0.498062        43.6877        41.2618     
  1140.45        500.000                 NaN   5.05878                 NaN   2.40887        7.08326       0.498163        43.6866        41.2644     
  1139.31        500.000                 NaN   5.07718                 NaN   2.40261        7.09457       0.497458        43.6607        41.2675     
  1138.18        500.000                 NaN   5.07205                 NaN   2.40595        7.09470       0.497538        43.6597        41.2700     
  1137.05        500.000                 NaN   5.06695                 NaN   2.40928        7.09483       0.497618        43.6588        41.2726     
  1135.92        500.000                 NaN   5.29477                 NaN   2.29531        7.11221       0.483202        43.5897        41.2248     
  1134.78        500.000                 NaN   5.28374                 NaN   2.30215        7.11299       0.483664        43.5884        41.2290     
  1133.65        500.000                 NaN   4.98077                 NaN   2.46163        7.08488       0.498730        43.6786        41.2954     
  1132.52        500.000                 NaN   5.02412                 NaN   2.43141        7.08532       0.498834        43.6782        41.2821     
  1131.39        500.000                 NaN   5.01931                 NaN   2.43455        7.08563       0.498926        43.6770        41.2846     
  1130.25        500.000                 NaN   5.01454                 NaN   2.43767        7.08593       0.499017        43.6758        41.2871     
  1129.12        500.000                 NaN   5.00980                 NaN   2.44077        7.08624       0.499106        43.6745        41.2896     
  1127.99        500.000                 NaN   5.00510                 NaN   2.44385        7.08655       0.499194        43.6733        41.2921     
  1126.85        500.000                 NaN   5.19493                 NaN   2.35327        7.11616       0.487216        43.5894        41.2591     
  1125.72        500.000                 NaN   5.18811                 NaN   2.35540        7.11261       0.488040        43.5963        41.2595     
  1124.59        500.000                 NaN   5.15865                 NaN   2.37380        7.10916       0.489836        43.5990        41.2695     
  1123.46        500.000                 NaN   5.20345                 NaN   2.35331        7.11536       0.486616        43.5786        41.2627     
  1122.32        500.000                 NaN   5.00733                 NaN   2.44170        7.08632       0.498967        43.6676        41.2981     
  1121.19        500.000                 NaN   5.16615                 NaN   2.37537        7.11573       0.488143        43.5789        41.2757     
  1120.06        500.000                 NaN   5.15787                 NaN   2.38045        7.11548       0.488435        43.5786        41.2792     
  1118.93        500.000                 NaN   4.97937                 NaN   2.46260        7.09039       0.499258        43.6588        41.3096     
  1117.79        500.000                 NaN   5.10926                 NaN   2.40207        7.11058       0.490516        43.6002        41.2873     
  1116.66        500.000                 NaN   5.11992                 NaN   2.39827        7.11365       0.489730        43.5912        41.2872     
  1115.53        500.000                 NaN   5.12150                 NaN   2.39989        7.11212       0.488704        43.5873        41.2905     
  1114.40        500.000                 NaN   5.11349                 NaN   2.40503        7.11151       0.489122        43.5865        41.2943     
  1113.26        500.000                 NaN   5.10300                 NaN   2.41208        7.11453       0.490160        43.5808        41.2995     
  1112.13        500.000                 NaN   5.09824                 NaN   2.41644        7.11214       0.490853        43.5790        41.3033     
  1111.00        500.000                 NaN   5.09040                 NaN   2.41869        7.11180       0.490482        43.5844        41.3043     
  1109.87        500.000                 NaN   5.07935                 NaN   2.42562        7.11198       0.490173        43.5853        41.3075     
  1108.73        500.000                 NaN   5.07596                 NaN   2.42503        7.11444       0.490923        43.5866        41.3070     
  1107.60        500.000                 NaN   5.06464                 NaN   2.43622        7.11188       0.491895        43.5791        41.3162     
  1106.47        500.000                 NaN   5.05897                 NaN   2.43815        7.11178       0.490801        43.5838        41.3165     
  1105.33        500.000                 NaN   5.05070                 NaN   2.44336        7.11185       0.491091        43.5829        41.3201     
  1104.20        500.000                 NaN   5.04335                 NaN   2.44785        7.11186       0.491328        43.5824        41.3233     
  1103.07        500.000                 NaN   5.03641                 NaN   2.45211        7.11198       0.491530        43.5817        41.3262     
  1101.94        500.000                 NaN   4.86449                 NaN   2.53666        7.09517       0.501494        43.6424        41.3598     
  1100.80        500.000                 NaN   4.85444                 NaN   2.54450        7.09652       0.501190        43.6389        41.3645     
  1099.67        500.000                 NaN   4.87283                 NaN   2.52651        7.09285       0.502918        43.6490        41.3559     
  1098.54        500.000                 NaN   4.86987                 NaN   2.52842        7.09309       0.502981        43.6478        41.3578     
  1097.41        500.000                 NaN   4.86666                 NaN   2.53045        7.09329       0.503059        43.6468        41.3598     
  1096.27        500.000                 NaN   4.83934                 NaN   2.55590        7.09816       0.501112        43.6312        41.3743     
  1095.14        500.000                 NaN   4.83628                 NaN   2.55830        7.09852       0.501166        43.6290        41.3767     
  1094.01        500.000                 NaN   4.83020                 NaN   2.56190        7.09643       0.501092        43.6315        41.3789     
  1092.88        500.000                 NaN   4.82475                 NaN   2.56547        7.09887       0.501499        43.6264        41.3830     
  1091.74        500.000                 NaN   4.82085                 NaN   2.56807        7.09916       0.501568        43.6250        41.3853     
  1090.61        500.000                 NaN   4.81696                 NaN   2.57067        7.09945       0.501637        43.6237        41.3876     
  1089.48        500.000                 NaN   4.81420                 NaN   2.57325        7.10078       0.501301        43.6205        41.3900     
  1088.35        500.000                 NaN   4.81186                 NaN   2.57398        7.10025       0.501601        43.6220        41.3904     
  1087.21        500.000                 NaN   4.81042                 NaN   2.57517        7.10084       0.501705        43.6195        41.3924     
  1086.08        500.000                 NaN   4.80478                 NaN   2.57864        7.10082       0.501880        43.6190        41.3949     
  1084.95        500.000                 NaN   4.80762                 NaN   2.57850        7.10155       0.501513        43.6145        41.3963     
  1083.81        500.000                 NaN   4.79815                 NaN   2.58352        7.10064       0.501923        43.6160        41.3997     
  1082.68        500.000                 NaN   4.79459                 NaN   2.58597        7.10104       0.501980        43.6144        41.4020     
  1081.55        500.000                 NaN   4.79342                 NaN   2.58713        7.10163       0.501946        43.6121        41.4037     
  1080.42        500.000                 NaN   4.78986                 NaN   2.58958        7.10204       0.501998        43.6105        41.4060     
  1079.28        500.000                 NaN   4.78632                 NaN   2.59201        7.10244       0.502051        43.6089        41.4083     
  1078.15        500.000                 NaN   4.78188                 NaN   2.59490        7.10259       0.502134        43.6079        41.4106     
  1077.02        500.000                 NaN   4.77848                 NaN   2.59727        7.10303       0.502182        43.6062        41.4129     
  1075.89        500.000                 NaN   4.77510                 NaN   2.59962        7.10346       0.502230        43.6045        41.4151     
  1074.75        500.000                 NaN   4.77124                 NaN   2.60240        7.10400       0.502338        43.6023        41.4177     
  1073.62        500.000                 NaN   4.76787                 NaN   2.60472        7.10440       0.502401        43.6007        41.4199     
  1072.49        500.000                 NaN   4.76452                 NaN   2.60702        7.10481       0.502462        43.5991        41.4221     
  1071.36        500.000                 NaN   4.76176                 NaN   2.60906        7.10534       0.502397        43.5973        41.4241     
  1070.22        500.000                 NaN   4.75851                 NaN   2.61135        7.10578       0.502440        43.5956        41.4264     
  1069.09        500.000                 NaN   4.75466                 NaN   2.61382        7.10591       0.502588        43.5944        41.4286     
  1067.96        500.000                 NaN   4.75155                 NaN   2.61603        7.10639       0.502614        43.5926        41.4308     
  1066.83        500.000                 NaN   4.74899                 NaN   2.61797        7.10700       0.502609        43.5905        41.4329     
  1065.69        500.000                 NaN   4.74547                 NaN   2.62034        7.10785       0.502649        43.5886        41.4351     
  1064.56        500.000                 NaN   4.74273                 NaN   2.62245        7.10798       0.502662        43.5869        41.4373     
  1063.43        500.000                 NaN   4.73956                 NaN   2.62469        7.10843       0.502707        43.5851        41.4395     
  1062.29        500.000                 NaN   4.73677                 NaN   2.62677        7.10894       0.502724        43.5832        41.4416     
  1061.16        500.000                 NaN   4.73329                 NaN   2.62910        7.10951       0.502824        43.5814        41.4439     
  1060.03        500.000                 NaN   4.73018                 NaN   2.63133        7.10979       0.502848        43.5798        41.4460     
  1058.90        500.000                 NaN   4.72737                 NaN   2.63341        7.11035       0.502852        43.5778        41.4482     
  1057.76        500.000                 NaN   4.72445                 NaN   2.63554        7.11085       0.502880        43.5759        41.4504     
  1056.63        500.000                 NaN   4.72156                 NaN   2.63763        7.11140       0.502912        43.5740        41.4525     
  1055.50        500.000                 NaN   4.71866                 NaN   2.63974        7.11185       0.502942        43.5721        41.4547     
  1054.37        500.000                 NaN   4.71576                 NaN   2.64184        7.11231       0.502973        43.5703        41.4568     
  1053.23        500.000                 NaN   4.71397                 NaN   2.64359        7.11329       0.502880        43.5674        41.4589     
  1052.10        500.000                 NaN   4.70999                 NaN   2.64604        7.11326       0.503035        43.5665        41.4612     
  1050.97        500.000                 NaN   4.70720                 NaN   2.64810        7.11375       0.503061        43.5646        41.4633     
  1049.84        500.000                 NaN   4.70412                 NaN   2.65026        7.11425       0.503108        43.5628        41.4655     
  1048.70        500.000                 NaN   4.70201                 NaN   2.65208        7.11503       0.503077        43.5603        41.4675     
  1047.57        500.000                 NaN   4.69899                 NaN   2.65421        7.11550       0.503125        43.5585        41.4697     
  1046.44        500.000                 NaN   4.69602                 NaN   2.65632        7.11599       0.503168        43.5566        41.4719     
  1045.31        500.000                 NaN   4.69312                 NaN   2.65840        7.11648       0.503207        43.5548        41.4740     
  1044.17        500.000                 NaN   4.69044                 NaN   2.66039        7.11673       0.503231        43.5530        41.4762     
  1043.04        500.000                 NaN   4.68776                 NaN   2.66239        7.11724       0.503253        43.5510        41.4783     
  1041.91        500.000                 NaN   4.68495                 NaN   2.66443        7.11801       0.503284        43.5489        41.4804     
  1040.77        500.000                 NaN   4.68246                 NaN   2.66636        7.11855       0.503293        43.5468        41.4826     
  1039.64        500.000                 NaN   4.68007                 NaN   2.66826        7.11913       0.503293        43.5446        41.4847     
  1038.51        500.000                 NaN   4.67707                 NaN   2.67033        7.11966       0.503352        43.5428        41.4868     
  1037.38        500.000                 NaN   4.67449                 NaN   2.67227        7.12021       0.503372        43.5407        41.4889     
  1036.24        500.000                 NaN   4.67183                 NaN   2.67425        7.12077       0.503392        43.5387        41.4910     
  1035.11        500.000                 NaN   4.66927                 NaN   2.67618        7.12134       0.503411        43.5367        41.4931     
  1033.98        500.000                 NaN   4.66675                 NaN   2.67809        7.12191       0.503426        43.5346        41.4952     
  1032.85        500.000                 NaN   4.66425                 NaN   2.68001        7.12248       0.503444        43.5325        41.4974     
  1031.71        500.000                 NaN   4.66174                 NaN   2.68192        7.12305       0.503463        43.5304        41.4995     
  1030.58        500.000                 NaN   4.65927                 NaN   2.68381        7.12363       0.503477        43.5282        41.5016     
  1029.45        500.000                 NaN   4.65682                 NaN   2.68569        7.12422       0.503491        43.5261        41.5037     
  1028.32        500.000                 NaN   4.65499                 NaN   2.68739        7.12481       0.503406        43.5236        41.5058     
  1027.18        500.000                 NaN   4.65267                 NaN   2.68923        7.12543       0.503401        43.5214        41.5079     
  1026.05        500.000                 NaN   4.64959                 NaN   2.69127        7.12596       0.503534        43.5197        41.5100     
  1024.92        500.000                 NaN   4.64722                 NaN   2.69311        7.12656       0.503546        43.5175        41.5120     
  1023.79        500.000                 NaN   4.64487                 NaN   2.69494        7.12716       0.503557        43.5153        41.5141     
  1022.65        500.000                 NaN   4.64256                 NaN   2.69676        7.12777       0.503565        43.5131        41.5162     
  1021.52        500.000                 NaN   4.64025                 NaN   2.69857        7.12838       0.503575        43.5109        41.5183     
  1020.39        500.000                 NaN   4.63796                 NaN   2.70037        7.12899       0.503584        43.5087        41.5204     
  1019.25        500.000                 NaN   4.63568                 NaN   2.70217        7.12962       0.503593        43.5065        41.5225     
  1018.12        500.000                 NaN   4.63343                 NaN   2.70395        7.13023       0.503600        43.5042        41.5245     
  1016.99        500.000                 NaN   4.63121                 NaN   2.70573        7.13085       0.503606        43.5020        41.5266     
  1015.86        500.000                 NaN   4.62899                 NaN   2.70749        7.13148       0.503612        43.4997        41.5287     
  1014.72        500.000                 NaN   4.62680                 NaN   2.70925        7.13212       0.503618        43.4974        41.5308     
  1013.59        500.000                 NaN   4.62463                 NaN   2.71100        7.13275       0.503622        43.4952        41.5328     
  1012.46        500.000                 NaN   4.62248                 NaN   2.71274        7.13340       0.503624        43.4929        41.5349     
  1011.33        500.000                 NaN   4.62034                 NaN   2.71447        7.13405       0.503627        43.4905        41.5370     
  1010.19        500.000                 NaN   4.61824                 NaN   2.71618        7.13470       0.503628        43.4882        41.5390     
  1009.06        500.000                 NaN   4.61615                 NaN   2.71789        7.13536       0.503629        43.4859        41.5411     
  1007.93        500.000                 NaN   4.61407                 NaN   2.71960        7.13602       0.503628        43.4835        41.5432     
  1006.80        500.000                 NaN   4.61201                 NaN   2.72129        7.13668       0.503629        43.4812        41.5452     
  1005.66        500.000                 NaN   4.60998                 NaN   2.72297        7.13736       0.503628        43.4788        41.5473     
  1004.53        500.000                 NaN   4.60797                 NaN   2.72465        7.13803       0.503625        43.4764        41.5493     
  1003.40        500.000                 NaN   4.60597                 NaN   2.72632        7.13871       0.503622        43.4740        41.5514     
  1002.27        500.000                 NaN   4.60398                 NaN   2.72798        7.13939       0.503619        43.4716        41.5534     
  1001.13        500.000                 NaN   4.60202                 NaN   2.72963        7.14008       0.503614        43.4692        41.5555     
  1000.00        500.000                 NaN   4.60008                 NaN   2.73128        7.14078       0.503609        43.4667        41.5575     
