|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3/YM20/YM20_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)        
  1232.55        2500.00                 NaN            NaN   6.26082        16.3860                 NaN   12.7364        62.8858        1.73093                 NaN
  1231.00        2500.00                 NaN            NaN   6.25980        16.3898                 NaN   12.7402        62.8795        1.73060                 NaN
  1229.45        2500.00                 NaN            NaN   6.23119        16.4658                 NaN   12.7543        62.8208        1.72780                 NaN
  1227.90        2500.00                 NaN            NaN   6.22869        16.4722                 NaN   12.7584        62.8131        1.72762                 NaN
  1226.35        2500.00                 NaN            NaN   6.24543        16.4403                 NaN   12.7577        62.8304        1.72623                 NaN
  1224.80        2500.00                 NaN            NaN   6.34487        16.1053                 NaN   12.7165        63.0834        1.74989                 NaN
  1223.25        2500.00                 NaN            NaN   6.34470        16.1075                 NaN   12.7194        63.0789        1.74951                 NaN
  1221.70        2500.00                 NaN            NaN   6.34403        16.1113                 NaN   12.7225        63.0732        1.74906                 NaN
  1220.15        2500.00                 NaN            NaN   6.34364        16.1142                 NaN   12.7254        63.0681        1.74863                 NaN
  1218.60        2500.00                 NaN            NaN   6.34319        16.1174                 NaN   12.7283        63.0629        1.74821                 NaN
  1217.05        2500.00                 NaN            NaN   6.34240        16.1216                 NaN   12.7314        63.0569        1.74771                 NaN
  1215.50        2500.00                 NaN            NaN   6.34210        16.1243                 NaN   12.7342        63.0521        1.74730                 NaN
  1213.95        2500.00                 NaN            NaN   6.34197        16.1265                 NaN   12.7370        63.0477        1.74691                 NaN
  1212.40        2500.00                 NaN            NaN   6.34144        16.1299                 NaN   12.7399        63.0424        1.74647                 NaN
  1210.85        2500.00                 NaN            NaN   6.34102        16.1330                 NaN   12.7427        63.0372        1.74603                 NaN
  1209.30        2500.00                 NaN            NaN   6.34033        16.1369                 NaN   12.7457        63.0316        1.74555                 NaN
  1207.75        2500.00                 NaN            NaN   6.33984        16.1402                 NaN   12.7485        63.0263        1.74510                 NaN
  1206.20        2500.00                 NaN            NaN   6.33903        16.1446                 NaN   12.7514        63.0204        1.74459                 NaN
  1204.65        2500.00                 NaN            NaN   6.33826        16.1487                 NaN   12.7543        63.0145        1.74410                 NaN
  1203.10        2500.00                 NaN            NaN   6.33802        16.1513                 NaN   12.7571        63.0099        1.74367                 NaN
  1201.55        2500.00                 NaN            NaN   6.33736        16.1552                 NaN   12.7599        63.0044        1.74319                 NaN
  1200.00        2500.00                 NaN            NaN   6.33685        16.1586                 NaN   12.7626        62.9992        1.74273                 NaN
  1198.44        2500.00                 NaN            NaN   6.33735        16.1584                 NaN   12.7649        62.9970        1.74240                 NaN
  1196.89        2500.00                 NaN            NaN   6.34067        16.1504                 NaN   12.7668        62.9999        1.74222                 NaN
  1195.34        2500.00                 NaN            NaN   6.33628        16.1655                 NaN   12.7703        62.9865        1.74145                 NaN
  1193.79        2500.00                 NaN            NaN   6.33567        16.1693                 NaN   12.7730        62.9810        1.74096                 NaN
  1192.24        2500.00                 NaN            NaN   6.36285        16.0712                 NaN   12.7673        63.0520        1.74662                 NaN
  1190.69        2500.00                 NaN            NaN   6.36419        16.0680                 NaN   12.7691        63.0522        1.74646                 NaN
  1189.14        2500.00                 NaN            NaN   6.36292        16.0737                 NaN   12.7721        63.0454        1.74597                 NaN
  1187.59        2500.00                 NaN            NaN   6.36304        16.0747                 NaN   12.7744        63.0422        1.74565                 NaN
  1186.04        2500.00                 NaN            NaN   6.36423        16.0720                 NaN   12.7762        63.0421        1.74548                 NaN
  1184.49        2500.00                 NaN            NaN   6.36327        16.0767                 NaN   12.7790        63.0360        1.74502                 NaN
  1182.94        2500.00                 NaN            NaN   6.36432        16.0744                 NaN   12.7808        63.0356        1.74483                 NaN
  1181.39        2500.00                 NaN            NaN   6.36451        16.0752                 NaN   12.7831        63.0327        1.74451                 NaN
  1179.84        2500.00                 NaN            NaN   6.36440        16.0768                 NaN   12.7854        63.0292        1.74417                 NaN
  1178.29        2500.00                 NaN            NaN   6.36347        16.0814                 NaN   12.7880        63.0234        1.74371                 NaN
  1176.74        2500.00                 NaN            NaN   6.36448        16.0793                 NaN   12.7898        63.0229        1.74351                 NaN
  1175.19        2500.00                 NaN            NaN   6.36481        16.0798                 NaN   12.7919        63.0204        1.74321                 NaN
  1173.64        2500.00                 NaN            NaN   6.36385        16.0836                 NaN   12.7945        63.0152        1.74278                 NaN
  1172.09        2500.00                 NaN            NaN   6.36391        16.0848                 NaN   12.7967        63.0122        1.74245                 NaN
  1170.54        2500.00                 NaN            NaN   6.36395        16.0860                 NaN   12.7988        63.0091        1.74212                 NaN
  1168.99        2500.00                 NaN            NaN   6.36397        16.0873                 NaN   12.8010        63.0060        1.74179                 NaN
  1167.44        2500.00                 NaN            NaN   6.36400        16.0885                 NaN   12.8031        63.0030        1.74146                 NaN
  1165.89        2500.00                 NaN            NaN   6.36404        16.0897                 NaN   12.8052        63.0000        1.74112                 NaN
  1164.34        2500.00                 NaN            NaN   6.36406        16.0910                 NaN   12.8073        62.9969        1.74079                 NaN
  1162.79        2500.00                 NaN            NaN   6.36412        16.0921                 NaN   12.8093        62.9940        1.74046                 NaN
  1161.24        2500.00                 NaN            NaN   6.36417        16.0933                 NaN   12.8114        62.9911        1.74013                 NaN
  1159.69        2500.00                 NaN            NaN   6.36420        16.0944                 NaN   12.8134        62.9882        1.73980                 NaN
  1158.14        2500.00                 NaN            NaN   6.36425        16.0956                 NaN   12.8154        62.9853        1.73946                 NaN
  1156.59        2500.00                 NaN            NaN   6.36509        16.0945                 NaN   12.8171        62.9841        1.73922                 NaN
  1155.04        2500.00                 NaN            NaN   6.36500        16.0960                 NaN   12.8191        62.9810        1.73888                 NaN
  1153.48        2500.00                 NaN            NaN   6.36506        16.0971                 NaN   12.8210        62.9783        1.73855                 NaN
  1151.93        2500.00                 NaN            NaN   6.36510        16.0982                 NaN   12.8230        62.9755        1.73822                 NaN
  1150.38        2500.00                 NaN            NaN   6.36516        16.0993                 NaN   12.8249        62.9728        1.73789                 NaN
  1148.83        2500.00                 NaN            NaN   6.36525        16.1003                 NaN   12.8268        62.9701        1.73756                 NaN
  1147.28        2500.00                 NaN            NaN   6.36531        16.1014                 NaN   12.8286        62.9675        1.73724                 NaN
  1145.73        2500.00                 NaN            NaN   6.36537        16.1024                 NaN   12.8305        62.9648        1.73691                 NaN
  1144.18        2500.00                 NaN            NaN   6.36546        16.1034                 NaN   12.8323        62.9623        1.73659                 NaN
  1142.63        2500.00                 NaN            NaN   6.36553        16.1043                 NaN   12.8342        62.9597        1.73626                 NaN
  1141.08        2500.00                 NaN            NaN   6.36560        16.1053                 NaN   12.8360        62.9572        1.73594                 NaN
  1139.53        2500.00                 NaN            NaN   6.36570        16.1062                 NaN   12.8377        62.9547        1.73562                 NaN
  1137.98        2500.00                 NaN            NaN   6.36578        16.1071                 NaN   12.8395        62.9523        1.73530                 NaN
  1136.43        2500.00                 NaN            NaN   6.36589        16.1080                 NaN   12.8412        62.9499        1.73499                 NaN
  1134.88        2500.00                 NaN            NaN   6.36600        16.1088                 NaN   12.8430        62.9476        1.73467                 NaN
  1133.33        2500.00                 NaN            NaN   6.36611        16.1096                 NaN   12.8447        62.9453        1.73436                 NaN
  1131.78        2500.00                 NaN            NaN   6.35270        16.1613                 NaN   12.8541        62.9016        1.73036                 NaN
  1130.23        2500.00                 NaN            NaN   6.35169        16.1663                 NaN   12.8564        62.8958        1.72974                 NaN
  1128.68        2500.00                 NaN            NaN   6.35068        16.1715                 NaN   12.8587        62.8900        1.72910                 NaN
  1127.13        2500.00                 NaN            NaN   6.34965        16.1767                 NaN   12.8611        62.8841        1.72847                 NaN
  1125.58        2500.00                 NaN            NaN   6.34871        16.1817                 NaN   12.8634        62.8784        1.72784                 NaN
  1124.03        2500.00                 NaN            NaN   6.34764        16.1870                 NaN   12.8657        62.8724        1.72719                 NaN
  1122.48        2500.00                 NaN            NaN   6.34659        16.1924                 NaN   12.8681        62.8665        1.72654                 NaN
  1120.93        2500.00                 NaN            NaN   6.34552        16.1978                 NaN   12.8704        62.8604        1.72588                 NaN
  1119.38        2500.00                 NaN            NaN   6.34443        16.2033                 NaN   12.8727        62.8544        1.72522                 NaN
  1117.83        2500.00                 NaN            NaN   6.34329        16.2090                 NaN   12.8751        62.8481        1.72454                 NaN
  1116.28        2500.00                 NaN            NaN   6.34220        16.2145                 NaN   12.8774        62.8421        1.72386                 NaN
  1114.73        2500.00                 NaN            NaN   6.34106        16.2202                 NaN   12.8797        62.8358        1.72318                 NaN
  1113.18        2500.00                 NaN            NaN   6.33991        16.2260                 NaN   12.8821        62.8295        1.72249                 NaN
  1111.63        2500.00                 NaN            NaN   6.33994        16.2280                 NaN   12.8837        62.8264        1.72201                 NaN
  1110.07        2500.00                 NaN            NaN   6.33754        16.2378                 NaN   12.8867        62.8168        1.72108                 NaN
  1108.52        2500.00                 NaN            NaN   6.33631        16.2440                 NaN   12.8891        62.8103        1.72036                 NaN
  1106.97        2500.00                 NaN            NaN   6.33497        16.2500                 NaN   12.8915        62.8038        1.71970                 NaN
  1105.42        2500.00                 NaN            NaN   6.33363        16.2566                 NaN   12.8939        62.7969        1.71895                 NaN
  1103.87        2500.00                 NaN            NaN   6.33251        16.2624                 NaN   12.8962        62.7907        1.71824                 NaN
  1102.32        2500.00                 NaN            NaN   6.33124        16.2687                 NaN   12.8986        62.7840        1.71751                 NaN
  1100.77        2500.00                 NaN            NaN   6.32995        16.2751                 NaN   12.9009        62.7773        1.71676                 NaN
  1099.22        2500.00                 NaN            NaN   6.32868        16.2814                 NaN   12.9033        62.7706        1.71601                 NaN
  1097.67        2500.00                 NaN            NaN   6.32735        16.2880                 NaN   12.9056        62.7637        1.71524                 NaN
  1096.12        2500.00                 NaN            NaN   6.32606        16.2945                 NaN   12.9080        62.7570        1.71448                 NaN
  1094.57        2500.00                 NaN            NaN   6.32472        16.3012                 NaN   12.9103        62.7500        1.71371                 NaN
  1093.02        2500.00                 NaN            NaN   6.32340        16.3079                 NaN   12.9127        62.7431        1.71293                 NaN
  1091.47        2500.00                 NaN            NaN   6.32201        16.3147                 NaN   12.9151        62.7361        1.71214                 NaN
  1089.92        2500.00                 NaN            NaN   6.32070        16.3214                 NaN   12.9174        62.7292        1.71135                 NaN
  1088.37        2500.00                 NaN            NaN   6.31933        16.3283                 NaN   12.9197        62.7221        1.71055                 NaN
  1086.82        2500.00                 NaN            NaN   6.31823        16.3342                 NaN   12.9220        62.7158        1.70980                 NaN
  1085.27        2500.00                 NaN            NaN   6.31720        16.3399                 NaN   12.9243        62.7096        1.70905                 NaN
  1083.72        2500.00                 NaN            NaN   6.31615        16.3457                 NaN   12.9265        62.7033        1.70829                 NaN
  1082.17        2500.00                 NaN            NaN   6.31522        16.3511                 NaN   12.9287        62.6974        1.70756                 NaN
  1080.62        2500.00                 NaN            NaN   6.31429        16.3565                 NaN   12.9308        62.6915        1.70682                 NaN
  1079.07        2500.00                 NaN            NaN   6.31344        16.3617                 NaN   12.9329        62.6858        1.70609                 NaN
  1077.52        2500.00                 NaN            NaN   6.31253        16.3671                 NaN   12.9350        62.6799        1.70535                 NaN
  1075.97        2500.00                 NaN            NaN   6.31166        16.3724                 NaN   12.9371        62.6742        1.70462                 NaN
  1074.42        2500.00                 NaN            NaN   6.31078        16.3777                 NaN   12.9392        62.6684        1.70387                 NaN
  1072.87        2500.00                 NaN            NaN   6.30991        16.3831                 NaN   12.9413        62.6626        1.70313                 NaN
  1071.32        2500.00                 NaN            NaN   6.30904        16.3884                 NaN   12.9434        62.6567        1.70238                 NaN
  1069.77        2500.00                 NaN            NaN   6.30816        16.3938                 NaN   12.9455        62.6509        1.70163                 NaN
  1068.22        2500.00                 NaN            NaN   6.30732        16.3991                 NaN   12.9476        62.6451        1.70088                 NaN
  1066.67        2500.00                 NaN            NaN   6.30647        16.4044                 NaN   12.9496        62.6393        1.70012                 NaN
  1065.11        2500.00                 NaN            NaN   6.30565        16.4097                 NaN   12.9517        62.6336        1.69937                 NaN
  1063.56        2500.00                 NaN            NaN   6.30480        16.4151                 NaN   12.9537        62.6278        1.69861                 NaN
  1062.01        2500.00                 NaN            NaN   6.30399        16.4203                 NaN   12.9558        62.6221        1.69785                 NaN
  1060.46        2500.00                 NaN            NaN   6.30327        16.4252                 NaN   12.9577        62.6167        1.69712                 NaN
  1058.91        2500.00                 NaN            NaN   6.30251        16.4303                 NaN   12.9597        62.6111        1.69636                 NaN
  1057.36        2500.00                 NaN            NaN   6.30189        16.4347                 NaN   12.9616        62.6062        1.69565                 NaN
  1055.81        2500.00                 NaN            NaN   6.30112        16.4399                 NaN   12.9636        62.6005        1.69488                 NaN
  1054.26        2500.00                 NaN            NaN   6.30035        16.4451                 NaN   12.9656        62.5948        1.69411                 NaN
  1052.71        2500.00                 NaN            NaN   6.29959        16.4503                 NaN   12.9676        62.5892        1.69334                 NaN
  1051.16        2500.00                 NaN            NaN   6.29884        16.4556                 NaN   12.9696        62.5835        1.69256                 NaN
  1049.61        2500.00                 NaN            NaN   6.29810        16.4607                 NaN   12.9715        62.5778        1.69178                 NaN
  1048.06        2500.00                 NaN            NaN   6.29737        16.4659                 NaN   12.9735        62.5722        1.69101                 NaN
  1046.51        2500.00                 NaN            NaN   6.29666        16.4711                 NaN   12.9754        62.5666        1.69023                 NaN
  1044.96        2500.00                 NaN            NaN   6.29774        16.4700                 NaN   12.9773        62.5654        1.68958                 NaN
  1043.41        2500.00                 NaN            NaN   6.30195        16.4580                 NaN   12.9790        62.5718        1.68916                 NaN
  1041.86        2500.00                 NaN            NaN   6.30617        16.4460                 NaN   12.9808        62.5783        1.68874                 NaN
  1040.31        2500.00                 NaN            NaN   6.31036        16.4341                 NaN   12.9825        62.5847        1.68832                 NaN
  1038.76        2500.00                 NaN            NaN   6.31453        16.4223                 NaN   12.9843        62.5910        1.68788                 NaN
  1037.21        2500.00                 NaN            NaN   6.31867        16.4106                 NaN   12.9860        62.5972        1.68745                 NaN
  1035.66        2500.00                 NaN            NaN   6.32253        16.3997                 NaN   12.9878        62.6029        1.68701                 NaN
  1034.11        2500.00                 NaN            NaN   6.32028        16.4068                 NaN   12.9901        62.5963        1.68655                 NaN
  1032.56        2500.00                 NaN            NaN   6.31809        16.4137                 NaN   12.9923        62.5898        1.68609                 NaN
  1031.01        2500.00                 NaN            NaN   6.31577        16.4211                 NaN   12.9946        62.5829        1.68560                 NaN
  1029.46        2500.00                 NaN            NaN   6.31358        16.4279                 NaN   12.9968        62.5766        1.68515                 NaN
  1027.91        2500.00                 NaN            NaN   6.31128        16.4352                 NaN   12.9990        62.5698        1.68468                 NaN
  1026.36        2500.00                 NaN            NaN   6.30898        16.4425                 NaN   13.0013        62.5630        1.68419                 NaN
  1024.81        2500.00                 NaN            NaN   6.31418        16.4531                 NaN   13.0078        62.5459        1.67902                 NaN
  1023.26        2500.00                 NaN            NaN   6.31291        16.4611                 NaN   13.0107        62.5374        1.67782                 NaN
  1021.70        2500.00                 NaN            NaN   6.31163        16.4693                 NaN   13.0137        62.5288        1.67661                 NaN
  1020.15        2500.00                 NaN            NaN   6.31034        16.4775                 NaN   13.0167        62.5200        1.67538                 NaN
  1018.60        2500.00                 NaN            NaN   6.30902        16.4859                 NaN   13.0198        62.5111        1.67413                 NaN
  1017.05        2500.00                 NaN            NaN   6.30769        16.4944                 NaN   13.0229        62.5022        1.67287                 NaN
  1015.50        2500.00                 NaN            NaN   6.30634        16.5030                 NaN   13.0260        62.4930        1.67159                 NaN
  1013.95        2500.00                 NaN            NaN   6.30463        16.5116                 NaN   13.0290        62.4843        1.67051                 NaN
  1012.40        2500.00                 NaN            NaN   6.30196        16.5198                 NaN   13.0314        62.4769        1.67003                 NaN
  1010.85        2500.00                 NaN            NaN   6.29928        16.5280                 NaN   13.0338        62.4694        1.66955                 NaN
  1009.30        2500.00                 NaN            NaN   6.29658        16.5362                 NaN   13.0362        62.4619        1.66906                 NaN
  1007.75        2500.00                 NaN            NaN   6.29383        16.5446                 NaN   13.0387        62.4543        1.66857                 NaN
  1006.20        2500.00                 NaN            NaN   6.29106        16.5531                 NaN   13.0411        62.4467        1.66807                 NaN
  1004.65        2500.00                 NaN            NaN   6.28828        16.5616                 NaN   13.0436        62.4390        1.66756                 NaN
  1003.10        2500.00                 NaN            NaN   6.28546        16.5702                 NaN   13.0461        62.4312        1.66706                 NaN
  1001.55        2500.00                 NaN            NaN   6.27897        16.6192                 NaN   13.0597        62.3826        1.65948                 NaN
  1000.00        2500.00                 NaN            NaN   6.26005        16.6513                 NaN   13.0624        62.3641        1.66219                 NaN
