|6.6.6
Archiving\03_Data\fracLP/QFM_m5/LAR/LAR_1.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1456.14        500.000        98.3941                 NaN            NaN            NaN            NaN            NaN  0.942334       0.663594                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.4225                 NaN            NaN            NaN            NaN            NaN  0.650310       0.927213                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.4475                 NaN            NaN            NaN            NaN            NaN  0.913234       0.639266                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.4758                 NaN            NaN            NaN            NaN            NaN  0.896341       0.627834                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.5007                 NaN            NaN            NaN            NaN            NaN  0.617783       0.881500                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.5246                 NaN            NaN            NaN            NaN            NaN  0.869049       0.606310                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.5482                 NaN            NaN            NaN            NaN            NaN  0.855727       0.596096                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.5723                 NaN            NaN            NaN            NaN            NaN  0.585409       0.842249                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.5949                 NaN            NaN  0.132260E-002            NaN            NaN  0.576465       0.827305                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.6173                 NaN            NaN  0.302100E-002            NaN            NaN  0.567500       0.812137                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.6393                 NaN            NaN  0.281550E-002            NaN            NaN  0.799860       0.558039                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.6585                 NaN            NaN  0.264858E-002            NaN            NaN  0.546607       0.792258                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.6854                 NaN            NaN  0.246699E-002            NaN            NaN  0.537841       0.774330                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.7020                 NaN            NaN  0.230474E-002            NaN            NaN  0.766246       0.529464                 NaN            NaN            NaN            NaN
  1421.05        500.000        97.5901                 NaN            NaN  0.852260E-004            NaN            NaN  0.898739        1.00346       0.507617                 NaN            NaN            NaN
  1418.55        500.000        96.7220                 NaN            NaN            NaN            NaN            NaN   1.37489       0.986714       0.916355                 NaN            NaN            NaN
  1416.04        500.000        96.8356                 NaN            NaN  0.726314E-003            NaN            NaN   1.32765       0.950383       0.885625                 NaN            NaN            NaN
  1413.53        500.000        96.5936                 NaN  0.108587                 NaN            NaN            NaN   1.10104        1.20830       0.988484                 NaN            NaN            NaN
  1411.03        500.000        96.7356                 NaN  0.102616                 NaN            NaN            NaN   1.05531        1.15852       0.947933                 NaN            NaN            NaN
  1408.52        500.000        96.8692                 NaN  0.971388E-001            NaN            NaN            NaN   1.11233        1.01191       0.909447                 NaN            NaN            NaN
  1406.02        500.000        96.9947                 NaN  0.917740E-001            NaN            NaN            NaN  0.970974        1.06934       0.873203                 NaN            NaN            NaN
  1403.51        500.000        97.1100                 NaN  0.868713E-001            NaN            NaN            NaN  0.932980        1.03017       0.839935                 NaN            NaN            NaN
  1401.00        500.000        97.2198                 NaN  0.820978E-001            NaN            NaN            NaN  0.897644       0.992475       0.808014                 NaN            NaN            NaN
  1398.50        500.000        97.3192                 NaN  0.776377E-001            NaN            NaN            NaN  0.864205       0.959769       0.779166                 NaN            NaN            NaN
  1395.99        500.000        97.4198                 NaN  0.735979E-001            NaN            NaN            NaN  0.925235       0.831410       0.749996                 NaN            NaN            NaN
  1393.48        500.000        97.5076                 NaN  0.699403E-001            NaN            NaN            NaN  0.895413       0.802535       0.724562                 NaN            NaN            NaN
  1390.98        500.000        97.5924                 NaN  0.660854E-001            NaN            NaN            NaN  0.774096       0.867783       0.699643                 NaN            NaN            NaN
  1388.47        500.000        97.6728                 NaN  0.626970E-001            NaN            NaN            NaN  0.747462       0.840811       0.676265                 NaN            NaN            NaN
  1385.96        500.000        97.7485                 NaN  0.594199E-001            NaN            NaN            NaN  0.722302       0.815757       0.654061                 NaN            NaN            NaN
  1383.46        500.000        97.8205                 NaN  0.561134E-001            NaN            NaN            NaN  0.697922       0.792587       0.632907                 NaN            NaN            NaN
  1380.95        500.000        97.8847                 NaN  0.537295E-001            NaN            NaN            NaN  0.770460       0.676660       0.614436                 NaN            NaN            NaN
  1378.45        500.000        97.9569                 NaN  0.501651E-001            NaN            NaN            NaN  0.748040       0.652356       0.592543                 NaN            NaN            NaN
  1375.94        500.000        98.0148                 NaN  0.476026E-001            NaN            NaN            NaN  0.632245       0.729786       0.575605                 NaN            NaN            NaN
  1373.43        500.000        98.0733                 NaN  0.449096E-001            NaN            NaN            NaN  0.612233       0.711169       0.558422                 NaN            NaN            NaN
  1370.93        500.000        98.1291                 NaN  0.422972E-001            NaN            NaN            NaN  0.592831       0.693897       0.541899                 NaN            NaN            NaN
  1368.42        500.000        98.1820                 NaN  0.399848E-001            NaN            NaN            NaN  0.574075       0.677467       0.526480                 NaN            NaN            NaN
  1365.91        500.000        98.2334                 NaN  0.375337E-001            NaN            NaN            NaN  0.556955       0.661165       0.510954                 NaN            NaN            NaN
  1363.41        500.000        98.2811                 NaN  0.352076E-001            NaN            NaN            NaN  0.540077       0.646853       0.496787                 NaN            NaN            NaN
  1360.90        500.000        98.3277                 NaN  0.329800E-001            NaN            NaN            NaN  0.632825       0.523603       0.482892                 NaN            NaN            NaN
  1358.40        500.000        98.3715                 NaN  0.308124E-001            NaN            NaN            NaN  0.508124       0.619754       0.469805                 NaN            NaN            NaN
  1355.89        500.000        98.4078                 NaN  0.288944E-001            NaN            NaN            NaN  0.493945       0.610030       0.459369                 NaN            NaN            NaN
  1353.38        500.000        98.4603                 NaN  0.266631E-001            NaN            NaN            NaN  0.478044       0.592317       0.442722                 NaN            NaN            NaN
  1350.88        500.000        98.4945                 NaN  0.248296E-001            NaN            NaN            NaN  0.583834       0.463853       0.433021                 NaN            NaN            NaN
  1348.37        500.000        98.5312                 NaN  0.229606E-001            NaN            NaN            NaN  0.573159       0.450613       0.422031                 NaN            NaN            NaN
  1345.86        500.000        98.5667                 NaN  0.211305E-001            NaN            NaN            NaN  0.562907       0.437868       0.411359                 NaN            NaN            NaN
  1343.36        500.000        98.6011                 NaN  0.192564E-001            NaN            NaN            NaN  0.425057       0.553561       0.400985                 NaN            NaN            NaN
  1340.85        500.000        98.6340                 NaN  0.174338E-001            NaN            NaN            NaN  0.412773       0.544743       0.391024                 NaN            NaN            NaN
  1338.35        500.000        98.6651                 NaN  0.157974E-001            NaN            NaN            NaN  0.535753       0.401732       0.381643                 NaN            NaN            NaN
  1335.84        500.000        98.6964                 NaN  0.140416E-001            NaN            NaN            NaN  0.389592       0.527716       0.372252                 NaN            NaN            NaN
  1333.33        500.000        98.7250                 NaN  0.123091E-001            NaN            NaN            NaN  0.378144       0.520989       0.363519                 NaN            NaN            NaN
  1330.83        500.000        98.7542                 NaN  0.108204E-001            NaN            NaN            NaN  0.513248       0.366914       0.354844                 NaN            NaN            NaN
  1328.32        500.000        98.7807                 NaN  0.904898E-002            NaN            NaN            NaN  0.356344       0.507061       0.346805                 NaN            NaN            NaN
  1325.81        500.000        98.7222                 NaN  0.756842E-002            NaN            NaN            NaN  0.337436       0.564217       0.368566                 NaN            NaN            NaN
  1323.31        500.000        98.3671                 NaN  0.494619E-002            NaN            NaN            NaN  0.269963       0.860535       0.497477                 NaN            NaN            NaN
  1320.80        500.000        98.5739                 NaN  0.290789E-002            NaN            NaN            NaN  0.254076       0.738844       0.430286                 NaN            NaN            NaN
  1318.30        500.000        98.7260                 NaN  0.135708E-002            NaN            NaN            NaN  0.243069       0.649036       0.380573                 NaN            NaN            NaN
  1315.79        500.000        98.8413                 NaN  0.248994E-004            NaN            NaN            NaN  0.235842       0.580319       0.342478                 NaN            NaN            NaN
  1313.28        500.000        99.2773                 NaN  0.314254E-001            NaN            NaN            NaN  0.479225                 NaN  0.212097                 NaN            NaN            NaN
  1310.78        500.000        98.6416                 NaN            NaN            NaN            NaN            NaN  0.376825E-001  0.917434       0.403276                 NaN            NaN            NaN
  1308.27        500.000        99.0581                 NaN            NaN            NaN            NaN            NaN  0.234055       0.438100       0.269749                 NaN            NaN            NaN
  1305.76        500.000        99.0992                 NaN            NaN            NaN            NaN            NaN  0.408294       0.237218       0.255331                 NaN            NaN            NaN
  1303.26        500.000        99.4022                 NaN            NaN            NaN            NaN            NaN  0.441374                 NaN  0.156438                 NaN            NaN            NaN
  1300.75        500.000        98.8926                 NaN            NaN            NaN            NaN            NaN  0.729209       0.605111E-001  0.317670                 NaN            NaN            NaN
  1298.25        500.000        99.1781                 NaN            NaN            NaN            NaN            NaN  0.263902       0.334242       0.223799                 NaN            NaN            NaN
  1295.74        500.000        99.1895                 NaN            NaN            NaN            NaN            NaN  0.278067       0.314989       0.217404                 NaN            NaN            NaN
  1293.23        500.000        99.1946                 NaN            NaN            NaN            NaN            NaN  0.296590       0.296348       0.212502                 NaN            NaN            NaN
  1290.73        500.000        99.3554                 NaN            NaN            NaN            NaN            NaN  0.490193                 NaN  0.154395                 NaN            NaN            NaN
  1288.22        500.000        99.0153                 NaN            NaN            NaN            NaN            NaN  0.537045       0.183436       0.264222                 NaN            NaN            NaN
  1285.71        500.000        88.9265                 NaN            NaN            NaN            NaN            NaN   2.60331       0.457453        1.37507        6.63763                 NaN            NaN
  1283.21        500.000        73.9579                 NaN  0.258830E-001            NaN            NaN            NaN   4.04477        3.56952        2.89325        15.5086                 NaN            NaN
  1280.70        500.000        94.5118                 NaN  0.223267E-001            NaN            NaN            NaN  0.983389       0.631197       0.611231        3.24006                 NaN            NaN
  1278.20        500.000        97.0319                 NaN            NaN            NaN            NaN            NaN  0.373338       0.480392       0.341529        1.77287                 NaN            NaN
  1275.69        500.000        97.9369                 NaN            NaN            NaN            NaN            NaN  0.235324       0.351357       0.240364        1.23604                 NaN            NaN
  1273.18        500.000        98.3683                 NaN            NaN            NaN            NaN            NaN  0.187114       0.276303       0.190531       0.977752                 NaN            NaN
  1270.68        500.000        98.6064                 NaN            NaN            NaN            NaN            NaN  0.160390       0.234950       0.162933       0.835331                 NaN            NaN
  1268.17        500.000        98.7145                 NaN            NaN            NaN            NaN            NaN  0.137207       0.225845       0.151059       0.771417                 NaN            NaN
  1265.66        500.000        98.7563                 NaN            NaN            NaN            NaN            NaN  0.199637       0.153599       0.144609       0.745883                 NaN            NaN
  1263.16        500.000        98.6226                 NaN            NaN            NaN            NaN            NaN  0.233867       0.156975       0.160808       0.825771                 NaN            NaN
  1260.65        500.000        98.2172                 NaN            NaN            NaN            NaN            NaN  0.307713       0.199901       0.208210        1.06696                 NaN            NaN
  1258.15        500.000        90.1996                 NaN            NaN            NaN            NaN            NaN  0.800351        1.55637        1.11376        5.86557       0.464354                 NaN
  1255.64        500.000        80.0070                 NaN            NaN            NaN            NaN            NaN   3.14960        1.57134        2.26983        12.0153       0.986931                 NaN
  1253.13        500.000        94.7631                 NaN            NaN            NaN            NaN            NaN  0.314478       0.870827       0.595288        3.17888       0.277455                 NaN
  1250.63        500.000        93.5454                 NaN            NaN            NaN            NaN            NaN  0.659531       0.935183       0.719681        4.14017                 NaN            NaN
  1248.12        500.000        96.7770                 NaN            NaN            NaN            NaN            NaN  0.579706                 NaN  0.375950        1.74756       0.519744                 NaN
  1245.61        500.000        95.7453                 NaN            NaN            NaN            NaN            NaN  0.820834       0.917947E-001  0.464493        2.64091       0.236720                 NaN
  1243.11        500.000        95.9549                 NaN            NaN            NaN            NaN            NaN  0.692236       0.186134       0.448359        2.50449       0.213916                 NaN
  1240.60        500.000        96.1916                 NaN            NaN            NaN            NaN            NaN  0.653157       0.165793       0.419376        2.36994       0.200177                 NaN
  1238.10        500.000        96.4109                 NaN            NaN            NaN            NaN            NaN  0.148964       0.614213       0.392330        2.24600       0.187571                 NaN
  1235.59        500.000        96.6139                 NaN            NaN            NaN            NaN            NaN  0.134242       0.578431       0.367439        2.13042       0.175608                 NaN
  1233.08        500.000        96.8002                 NaN            NaN            NaN            NaN            NaN  0.544627       0.121639       0.344573        2.02448       0.164495                 NaN
  1230.58        500.000        96.9718                 NaN            NaN            NaN            NaN            NaN  0.514598       0.110051       0.323633        1.92598       0.153932                 NaN
  1228.07        500.000        97.1339                 NaN            NaN            NaN            NaN            NaN  0.995893E-001  0.485158       0.303647        1.83339       0.144286                 NaN
  1225.56        500.000        97.2837                 NaN            NaN            NaN            NaN            NaN  0.456837       0.910505E-001  0.285290        1.74774       0.135388                 NaN
  1223.06        500.000        97.4216                 NaN            NaN            NaN            NaN            NaN  0.831505E-001  0.431917       0.268513        1.66801       0.126842                 NaN
  1220.55        500.000        97.5503                 NaN            NaN            NaN            NaN            NaN  0.408660       0.752768E-001  0.252657        1.59396       0.119141                 NaN
  1218.05        500.000        97.6710                 NaN            NaN            NaN            NaN            NaN  0.385270       0.702015E-001  0.238136        1.52365       0.111754                 NaN
  1215.54        500.000        97.7831                 NaN            NaN            NaN            NaN            NaN  0.364842       0.643578E-001  0.224610        1.45815       0.104928                 NaN
  1213.03        500.000        97.8871                 NaN            NaN            NaN            NaN            NaN  0.345946       0.592442E-001  0.212049        1.39712       0.985738E-001            NaN
  1210.53        500.000        86.2884                 NaN            NaN            NaN            NaN            NaN   1.08819       0.328624E-001   1.01449        5.88638       0.265563        5.42412     
  1208.02        500.000        85.9078                 NaN            NaN            NaN            NaN            NaN   1.12542       0.651970E-002   1.03445        6.01374       0.258854        5.65322     
  1205.51        500.000        86.1050                 NaN            NaN            NaN            NaN            NaN   1.11366                 NaN   1.01527        5.93992       0.244442        5.58174     
  1203.01        500.000        85.5378                 NaN            NaN            NaN            NaN            NaN   1.14311                 NaN   1.04602        6.20736       0.243087        5.82259     
  1200.50        500.000        83.1571                 NaN            NaN            NaN            NaN            NaN   1.30148                 NaN   1.20234        7.28029       0.264383        6.79446     
  1197.99        500.000        72.4000                 NaN            NaN            NaN            NaN            NaN   2.01937                 NaN   1.90733        12.0876       0.397136        11.1886     
  1195.49        500.000        31.5425                 NaN            NaN            NaN            NaN            NaN   5.08892                 NaN   4.61931        30.0050       0.837560        27.9067     
  1192.98        500.000                 NaN            NaN  0.325863                 NaN            NaN            NaN   7.75713                 NaN   6.78248        43.1002        1.00073        41.0336     
  1190.48        500.000                 NaN            NaN  0.231152                 NaN            NaN            NaN   8.02038                 NaN   6.80562        43.0296       0.985195        40.9280     
  1187.97        500.000                 NaN            NaN  0.109722                 NaN            NaN            NaN   8.35705                 NaN   6.83478        42.9405       0.965436        40.7925     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66044                 NaN   6.86093        42.8611       0.947697        40.6699     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66308                 NaN   6.86344        42.8565       0.946650        40.6703     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66572                 NaN   6.86594        42.8520       0.945603        40.6707     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.66839                 NaN   6.86846        42.8474       0.944542        40.6712     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67108                 NaN   6.87097        42.8428       0.943475        40.6717     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67368                 NaN   6.87344        42.8384       0.942432        40.6721     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67660                 NaN   6.87606        42.8335       0.941292        40.6726     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.67941                 NaN   6.87863        42.8287       0.940183        40.6731     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68224                 NaN   6.88119        42.8240       0.939065        40.6735     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68511                 NaN   6.88378        42.8191       0.937930        40.6740     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.68800                 NaN   6.88637        42.8143       0.936788        40.6745     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69096                 NaN   6.88899        42.8094       0.935626        40.6750     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69390                 NaN   6.89160        42.8045       0.934463        40.6755     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69694                 NaN   6.89426        42.7995       0.933270        40.6760     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.69992                 NaN   6.89688        42.7946       0.932090        40.6765     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70303                 NaN   6.89957        42.7895       0.930870        40.6771     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70619                 NaN   6.90227        42.7843       0.929635        40.6776     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70905                 NaN   6.90483        42.7796       0.928478        40.6781     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.71251                 NaN   6.90768        42.7740       0.927150        40.6787     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.71560                 NaN   6.91034        42.7689       0.925924        40.6792     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.70420                 NaN   6.90402        42.7846       0.929969        40.6772     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.72235                 NaN   6.91596        42.7580       0.923298        40.6804     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.72562                 NaN   6.91871        42.7527       0.922009        40.6809     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.72906                 NaN   6.92155        42.7472       0.920667        40.6815     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73247                 NaN   6.92437        42.7417       0.919332        40.6821     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73593                 NaN   6.92721        42.7362       0.917979        40.6827     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.73947                 NaN   6.93010        42.7305       0.916598        40.6833     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.74302                 NaN   6.93299        42.7249       0.915211        40.6839     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.74662                 NaN   6.93590        42.7192       0.913807        40.6845     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.74567                 NaN   6.93586        42.7200       0.914136        40.6844     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.75392                 NaN   6.94178        42.7076       0.910957        40.6858     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.75731                 NaN   6.94459        42.7022       0.909597        40.6863     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.76138                 NaN   6.94775        42.6958       0.908042        40.6870     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.76520                 NaN   6.95077        42.6898       0.906555        40.6877     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.76905                 NaN   6.95382        42.6837       0.905054        40.6884     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.77293                 NaN   6.95688        42.6776       0.903539        40.6890     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.77673                 NaN   6.95990        42.6716       0.902046        40.6897     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.78087                 NaN   6.96311        42.6652       0.900445        40.6904     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.78451                 NaN   6.96605        42.6594       0.898989        40.6910     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.78899                 NaN   6.96943        42.6525       0.897282        40.6918     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.79313                 NaN   6.97264        42.6461       0.895672        40.6925     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.79731                 NaN   6.97587        42.6396       0.894044        40.6932     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.80151                 NaN   6.97911        42.6330       0.892407        40.6939     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.59122       0.213588        6.98172        42.6278       0.891106        40.6945     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.436812        8.37121        6.98415        42.6228       0.889896        40.6951     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.03998       0.770187        6.98587        42.6193       0.889074        40.6956     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.81567       0.997180        6.98795        42.6150       0.888059        40.6962     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.22230        7.59304        6.98992        42.6110       0.887108        40.6967     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.28588        1.53073        6.99107        42.6087       0.886606        40.6970     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.21626        1.60351        6.99347        42.6037       0.885422        40.6976     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   7.08231        1.74007        6.99555        42.5995       0.884414        40.6981     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.95608        1.86876        6.99746        42.5955       0.883503        40.6987     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.85132        1.97612        6.99950        42.5913       0.882520        40.6992     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.79479        2.03588        7.00195        42.5862       0.881316        40.6999     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.69680        2.13647        7.00401        42.5820       0.880332        40.7004     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.62079        2.21529        7.00620        42.5775       0.879275        40.7010     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.54446        2.29438        7.00836        42.5730       0.878237        40.7015     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46762        2.37399        7.01054        42.5685       0.877190        40.7021     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.40401        2.44049        7.01279        42.5639       0.876105        40.7027     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.34529        2.50212        7.01505        42.5592       0.875018        40.7033     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.55838        6.29204        7.01738        42.5544       0.873892        40.7039     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.62080        6.23253        7.01967        42.5497       0.872793        40.7045     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.18599        2.67046        7.02208        42.5447       0.871629        40.7052     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.72096        6.13858        7.02448        42.5397       0.870470        40.7058     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.09036        2.77224        7.02687        42.5348       0.869322        40.7064     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.81612        6.04968        7.02933        42.5296       0.868129        40.7071     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.01277        2.85634        7.03186        42.5244       0.866904        40.7078     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.89973        5.97269        7.03442        42.5191       0.865663        40.7084     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.94288        5.93272        7.03689        42.5140       0.864471        40.7091     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.89563        2.98335        7.03950        42.5085       0.863205        40.7098     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.86690        3.01567        7.04222        42.5028       0.861881        40.7105     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.05265        5.83335        7.04485        42.4973       0.860604        40.7112     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.80194        3.08766        7.04760        42.4916       0.859266        40.7119     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.77078        3.12225        7.05024        42.4861       0.857987        40.7126     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.74179        3.15488        7.05301        42.4803       0.856633        40.7134     
