|6.6.6
Archiving\03_Data\fracLP/QFM_m5/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           iron           Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1456.14        500.000        98.6405                 NaN            NaN            NaN            NaN            NaN  0.800033       0.559493                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.6660                 NaN            NaN            NaN            NaN            NaN  0.547594       0.786374                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.6887                 NaN            NaN            NaN            NaN            NaN  0.773708       0.537590                 NaN            NaN            NaN            NaN
  1448.62        500.000        98.7141                 NaN            NaN            NaN            NaN            NaN  0.758585       0.527287                 NaN            NaN            NaN            NaN
  1446.12        500.000        98.7366                 NaN            NaN            NaN            NaN            NaN  0.518174       0.745259                 NaN            NaN            NaN            NaN
  1443.61        500.000        98.7581                 NaN            NaN            NaN            NaN            NaN  0.733958       0.507918                 NaN            NaN            NaN            NaN
  1441.10        500.000        98.7794                 NaN            NaN            NaN            NaN            NaN  0.721918       0.498711                 NaN            NaN            NaN            NaN
  1438.60        500.000        98.8010                 NaN            NaN            NaN            NaN            NaN  0.489149       0.709832                 NaN            NaN            NaN            NaN
  1436.09        500.000        98.8216                 NaN            NaN  0.829770E-003            NaN            NaN  0.481055       0.696509                 NaN            NaN            NaN            NaN
  1433.58        500.000        98.8422                 NaN            NaN  0.189543E-002            NaN            NaN  0.472930       0.682995                 NaN            NaN            NaN            NaN
  1431.08        500.000        98.8616                 NaN            NaN  0.176732E-002            NaN            NaN  0.672062       0.464543                 NaN            NaN            NaN            NaN
  1428.57        500.000        98.8794                 NaN            NaN  0.166267E-002            NaN            NaN  0.454211       0.664719                 NaN            NaN            NaN            NaN
  1426.07        500.000        98.9028                 NaN            NaN  0.154896E-002            NaN            NaN  0.446457       0.649148                 NaN            NaN            NaN            NaN
  1423.56        500.000        98.9180                 NaN            NaN  0.144723E-002            NaN            NaN  0.641663       0.438898                 NaN            NaN            NaN            NaN
  1421.05        500.000        97.9061                 NaN            NaN  0.535168E-004            NaN            NaN  0.752304       0.831209       0.510350                 NaN            NaN            NaN
  1418.55        500.000        97.1167                 NaN            NaN            NaN            NaN            NaN   1.13729       0.825089       0.920892                 NaN            NaN            NaN
  1416.04        500.000        97.2218                 NaN            NaN  0.454406E-003            NaN            NaN   1.09579       0.793187       0.888789                 NaN            NaN            NaN
  1413.53        500.000        97.0570                 NaN  0.392224E-001            NaN            NaN            NaN  0.917530       0.995479       0.990812                 NaN            NaN            NaN
  1411.03        500.000        97.1857                 NaN  0.369841E-001            NaN            NaN            NaN  0.877254       0.951909       0.948135                 NaN            NaN            NaN
  1408.52        500.000        97.3066                 NaN  0.349337E-001            NaN            NaN            NaN  0.911553       0.839195       0.907726                 NaN            NaN            NaN
  1406.02        500.000        97.4200                 NaN  0.329337E-001            NaN            NaN            NaN  0.803317       0.874036       0.869743                 NaN            NaN            NaN
  1403.51        500.000        97.5241                 NaN  0.311085E-001            NaN            NaN            NaN  0.770063       0.839866       0.834899                 NaN            NaN            NaN
  1401.00        500.000        97.6229                 NaN  0.293380E-001            NaN            NaN            NaN  0.739202       0.807031       0.801554                 NaN            NaN            NaN
  1398.50        500.000        97.7124                 NaN  0.276874E-001            NaN            NaN            NaN  0.709986       0.778474       0.771408                 NaN            NaN            NaN
  1395.99        500.000        97.8025                 NaN  0.261935E-001            NaN            NaN            NaN  0.748649       0.681531       0.741076                 NaN            NaN            NaN
  1393.48        500.000        97.8814                 NaN  0.248423E-001            NaN            NaN            NaN  0.722775       0.656405       0.714572                 NaN            NaN            NaN
  1390.98        500.000        97.9574                 NaN  0.234270E-001            NaN            NaN            NaN  0.631729       0.698739       0.688690                 NaN            NaN            NaN
  1388.47        500.000        98.0293                 NaN  0.221828E-001            NaN            NaN            NaN  0.608676       0.675431       0.664435                 NaN            NaN            NaN
  1385.96        500.000        98.0969                 NaN  0.209833E-001            NaN            NaN            NaN  0.586910       0.653774       0.641438                 NaN            NaN            NaN
  1383.46        500.000        98.1611                 NaN  0.197783E-001            NaN            NaN            NaN  0.565882       0.633686       0.619567                 NaN            NaN            NaN
  1380.95        500.000        98.2185                 NaN  0.189030E-001            NaN            NaN            NaN  0.614666       0.547561       0.600412                 NaN            NaN            NaN
  1378.45        500.000        98.2823                 NaN  0.176165E-001            NaN            NaN            NaN  0.595335       0.526714       0.577994                 NaN            NaN            NaN
  1375.94        500.000        98.3339                 NaN  0.166866E-001            NaN            NaN            NaN  0.509433       0.579509       0.560500                 NaN            NaN            NaN
  1373.43        500.000        98.3857                 NaN  0.157145E-001            NaN            NaN            NaN  0.492294       0.563460       0.542837                 NaN            NaN            NaN
  1370.93        500.000        98.4351                 NaN  0.147744E-001            NaN            NaN            NaN  0.475720       0.548555       0.525886                 NaN            NaN            NaN
  1368.42        500.000        98.4818                 NaN  0.139425E-001            NaN            NaN            NaN  0.459750       0.534428       0.510073                 NaN            NaN            NaN
  1365.91        500.000        98.5271                 NaN  0.130655E-001            NaN            NaN            NaN  0.445152       0.520419       0.494219                 NaN            NaN            NaN
  1363.41        500.000        98.5692                 NaN  0.122351E-001            NaN            NaN            NaN  0.430798       0.508049       0.479741                 NaN            NaN            NaN
  1360.90        500.000        98.6102                 NaN  0.114420E-001            NaN            NaN            NaN  0.495986       0.416838       0.465579                 NaN            NaN            NaN
  1358.40        500.000        98.6486                 NaN  0.106724E-001            NaN            NaN            NaN  0.403726       0.484704       0.452250                 NaN            NaN            NaN
  1355.89        500.000        98.6806                 NaN  0.999195E-002            NaN            NaN            NaN  0.391730       0.476128       0.441522                 NaN            NaN            NaN
  1353.38        500.000        98.7262                 NaN  0.920553E-002            NaN            NaN            NaN  0.378379       0.461343       0.424866                 NaN            NaN            NaN
  1350.88        500.000        98.7562                 NaN  0.855909E-002            NaN            NaN            NaN  0.453817       0.366453       0.414935                 NaN            NaN            NaN
  1348.37        500.000        98.7883                 NaN  0.790254E-002            NaN            NaN            NaN  0.444625       0.355344       0.403805                 NaN            NaN            NaN
  1345.86        500.000        98.8193                 NaN  0.726154E-002            NaN            NaN            NaN  0.435807       0.344650       0.393019                 NaN            NaN            NaN
  1343.36        500.000        98.8492                 NaN  0.660752E-002            NaN            NaN            NaN  0.333947       0.427708       0.382555                 NaN            NaN            NaN
  1340.85        500.000        98.8777                 NaN  0.597323E-002            NaN            NaN            NaN  0.323691       0.420070       0.372522                 NaN            NaN            NaN
  1338.35        500.000        98.9047                 NaN  0.540462E-002            NaN            NaN            NaN  0.412348       0.314473       0.363077                 NaN            NaN            NaN
  1335.84        500.000        98.9318                 NaN  0.479695E-002            NaN            NaN            NaN  0.304410       0.405372       0.353654                 NaN            NaN            NaN
  1333.33        500.000        98.9565                 NaN  0.419911E-002            NaN            NaN            NaN  0.294931       0.399439       0.344888                 NaN            NaN            NaN
  1330.83        500.000        98.9817                 NaN  0.368605E-002            NaN            NaN            NaN  0.392774       0.285665       0.336206                 NaN            NaN            NaN
  1328.32        500.000        99.0045                 NaN  0.307832E-002            NaN            NaN            NaN  0.276944       0.387294       0.328156                 NaN            NaN            NaN
  1325.81        500.000        98.9571                 NaN  0.257126E-002            NaN            NaN            NaN  0.261807       0.430215       0.348311                 NaN            NaN            NaN
  1323.31        500.000        98.6644                 NaN  0.167835E-002            NaN            NaN            NaN  0.209140       0.655137       0.469597                 NaN            NaN            NaN
  1320.80        500.000        98.8361                 NaN  0.984740E-003            NaN            NaN            NaN  0.196378       0.561168       0.405387                 NaN            NaN            NaN
  1318.30        500.000        98.9622                 NaN  0.458768E-003            NaN            NaN            NaN  0.187481       0.491926       0.357952                 NaN            NaN            NaN
  1315.79        500.000        99.0578                 NaN  0.840432E-005            NaN            NaN            NaN  0.181556       0.438976       0.321643                 NaN            NaN            NaN
  1313.28        500.000        99.4225                 NaN  0.105896E-001            NaN            NaN            NaN  0.368025                 NaN  0.198880                 NaN            NaN            NaN
  1310.78        500.000        98.9010                 NaN            NaN            NaN            NaN            NaN  0.289305E-001  0.692078       0.377971                 NaN            NaN            NaN
  1308.27        500.000        99.2387                 NaN            NaN            NaN            NaN            NaN  0.179274       0.329716       0.252351                 NaN            NaN            NaN
  1305.76        500.000        99.2732                 NaN            NaN            NaN            NaN            NaN  0.306803       0.181392       0.238604                 NaN            NaN            NaN
  1303.26        500.000        99.5171                 NaN            NaN            NaN            NaN            NaN  0.336900                 NaN  0.146017                 NaN            NaN            NaN
  1300.75        500.000        99.1110                 NaN            NaN            NaN            NaN            NaN  0.546476       0.461541E-001  0.296414                 NaN            NaN            NaN
  1298.25        500.000        99.3406                 NaN            NaN            NaN            NaN            NaN  0.200883       0.249971       0.208508                 NaN            NaN            NaN
  1295.74        500.000        99.3511                 NaN            NaN            NaN            NaN            NaN  0.211324       0.235188       0.202358                 NaN            NaN            NaN
  1293.23        500.000        99.3564                 NaN            NaN            NaN            NaN            NaN  0.225068       0.220950       0.197609                 NaN            NaN            NaN
  1290.73        500.000        99.4853                 NaN            NaN            NaN            NaN            NaN  0.371220                 NaN  0.143431                 NaN            NaN            NaN
  1288.22        500.000        99.2166                 NaN            NaN            NaN            NaN            NaN  0.399253       0.138828       0.245332                 NaN            NaN            NaN
  1285.71        500.000        89.7448                 NaN            NaN            NaN            NaN            NaN   1.94539       0.347937        1.28439        6.67750                 NaN            NaN
  1283.21        500.000        75.7284                 NaN  0.876872E-002            NaN            NaN            NaN   3.09508        2.68138        2.72972        15.7567                 NaN            NaN
  1280.70        500.000        94.9984                 NaN  0.741810E-002            NaN            NaN            NaN  0.736344       0.463876       0.565607        3.22840                 NaN            NaN
  1278.20        500.000        97.2937                 NaN            NaN            NaN            NaN            NaN  0.278254       0.351381       0.315150        1.76149                 NaN            NaN
  1275.69        500.000        98.1205                 NaN            NaN            NaN            NaN            NaN  0.174914       0.256297       0.221553        1.22673                 NaN            NaN
  1273.18        500.000        98.5148                 NaN            NaN            NaN            NaN            NaN  0.138775       0.201126       0.175513       0.969802                 NaN            NaN
  1270.68        500.000        98.7323                 NaN            NaN            NaN            NaN            NaN  0.118734       0.170735       0.150030       0.828213                 NaN            NaN
  1268.17        500.000        98.8306                 NaN            NaN            NaN            NaN            NaN  0.101448       0.163951       0.139104       0.764888                 NaN            NaN
  1265.66        500.000        98.8695                 NaN            NaN            NaN            NaN            NaN  0.144743       0.113392       0.133098       0.739230                 NaN            NaN
  1263.16        500.000        98.7485                 NaN            NaN            NaN            NaN            NaN  0.169446       0.115771       0.147987       0.818327                 NaN            NaN
  1260.65        500.000        98.3806                 NaN            NaN            NaN            NaN            NaN  0.222946       0.147365       0.191621        1.05749                 NaN            NaN
  1258.15        500.000        91.1304                 NaN            NaN            NaN            NaN            NaN  0.584929        1.15743        1.03046        5.84616       0.250611                 NaN
  1255.64        500.000        81.8371                 NaN            NaN            NaN            NaN            NaN   2.35343        1.15387        2.10653        12.0148       0.534267                 NaN
  1253.13        500.000        95.3274                 NaN            NaN            NaN            NaN            NaN  0.226475       0.638116       0.541987        3.11864       0.147346                 NaN
  1250.63        500.000        94.1309                 NaN            NaN            NaN            NaN            NaN  0.471209       0.681705       0.654802        4.06143                 NaN            NaN
  1248.12        500.000        97.2585                 NaN            NaN            NaN            NaN            NaN  0.422355                 NaN  0.340279        1.70450       0.274378                 NaN
  1245.61        500.000        96.2235                 NaN            NaN            NaN            NaN            NaN  0.596400       0.655521E-001  0.419506        2.57036       0.124691                 NaN
  1243.11        500.000        96.4175                 NaN            NaN            NaN            NaN            NaN  0.501611       0.132557       0.403982        2.43195       0.112410                 NaN
  1240.60        500.000        96.6323                 NaN            NaN            NaN            NaN            NaN  0.471990       0.117755       0.376982        2.29600       0.104940                 NaN
  1238.10        500.000        96.8306                 NaN            NaN            NaN            NaN            NaN  0.105541       0.442753       0.351874        2.17111       0.981063E-001            NaN
  1235.59        500.000        97.0137                 NaN            NaN            NaN            NaN            NaN  0.948624E-001  0.415943       0.328834        2.05497       0.916470E-001            NaN
  1233.08        500.000        97.1814                 NaN            NaN            NaN            NaN            NaN  0.390682       0.857417E-001  0.307728        1.94879       0.856656E-001            NaN
  1230.58        500.000        97.3356                 NaN            NaN            NaN            NaN            NaN  0.368249       0.773746E-001  0.288448        1.85033       0.800011E-001            NaN
  1228.07        500.000        97.4807                 NaN            NaN            NaN            NaN            NaN  0.698715E-001  0.346408       0.270113        1.75804       0.748411E-001            NaN
  1225.56        500.000        97.6145                 NaN            NaN            NaN            NaN            NaN  0.325503       0.637406E-001  0.253315        1.67288       0.700935E-001            NaN
  1223.06        500.000        97.7376                 NaN            NaN            NaN            NaN            NaN  0.580721E-001  0.307033       0.237996        1.59379       0.655507E-001            NaN
  1220.55        500.000        97.8521                 NaN            NaN            NaN            NaN            NaN  0.289932       0.524691E-001  0.223561        1.52052       0.614642E-001            NaN
  1218.05        500.000        97.9593                 NaN            NaN            NaN            NaN            NaN  0.272784       0.488283E-001  0.210369        1.45112       0.575575E-001            NaN
  1215.54        500.000        98.0588                 NaN            NaN            NaN            NaN            NaN  0.257817       0.446750E-001  0.198109        1.38660       0.539555E-001            NaN
  1213.03        500.000        98.1510                 NaN            NaN            NaN            NaN            NaN  0.243968       0.410399E-001  0.186749        1.32661       0.506100E-001            NaN
  1210.53        500.000        87.3558                 NaN            NaN            NaN            NaN            NaN  0.773361       0.229597E-001  0.901690        5.64337       0.137599        5.16525     
  1208.02        500.000        86.9918                 NaN            NaN            NaN            NaN            NaN  0.798575       0.455242E-002  0.919360        5.76833       0.134108        5.38328     
  1205.51        500.000        87.1717                 NaN            NaN            NaN            NaN            NaN  0.788712                 NaN  0.901836        5.69847       0.126570        5.31266     
  1203.01        500.000        86.6319                 NaN            NaN            NaN            NaN            NaN  0.808693                 NaN  0.929269        5.96132       0.125881        5.54293     
  1200.50        500.000        84.3801                 NaN            NaN            NaN            NaN            NaN  0.920535                 NaN   1.06995        7.01287       0.137136        6.47942     
  1197.99        500.000        74.1062                 NaN            NaN            NaN            NaN            NaN   1.43720                 NaN   1.71238        11.7713       0.207817        10.7651     
  1195.49        500.000        33.3874                 NaN            NaN            NaN            NaN            NaN   3.71770                 NaN   4.29647        30.3261       0.454050        27.8184     
  1192.98        500.000                 NaN            NaN  0.111847                 NaN            NaN            NaN   5.78943                 NaN   6.49885        44.9006       0.558861        42.1405     
  1190.48        500.000                 NaN            NaN  0.793447E-001            NaN            NaN            NaN   5.97612                 NaN   6.52192        44.8324       0.550243        42.0400     
  1187.97        500.000                 NaN            NaN  0.376671E-001            NaN            NaN            NaN   6.21484                 NaN   6.55103        44.7467       0.539285        41.9104     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.42989                 NaN   6.57714        44.6703       0.529444        41.7932     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.43202                 NaN   6.57948        44.6643       0.528835        41.7954     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.43415                 NaN   6.58181        44.6582       0.528227        41.7976     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.43630                 NaN   6.58414        44.6522       0.527612        41.7997     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.43847                 NaN   6.58648        44.6461       0.526993        41.8019     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44056                 NaN   6.58878        44.6402       0.526387        41.8041     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44294                 NaN   6.59122        44.6338       0.525727        41.8063     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44522                 NaN   6.59360        44.6276       0.525085        41.8085     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44751                 NaN   6.59599        44.6214       0.524438        41.8107     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.44985                 NaN   6.59840        44.6151       0.523781        41.8129     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.45220                 NaN   6.60082        44.6088       0.523121        41.8151     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.45461                 NaN   6.60326        44.6024       0.522449        41.8173     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.45701                 NaN   6.60569        44.5960       0.521777        41.8195     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.45950                 NaN   6.60816        44.5895       0.521088        41.8217     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46193                 NaN   6.61061        44.5831       0.520407        41.8239     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46448                 NaN   6.61311        44.5765       0.519703        41.8262     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46707                 NaN   6.61563        44.5699       0.518991        41.8284     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46940                 NaN   6.61801        44.5637       0.518323        41.8306     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.47226                 NaN   6.62068        44.5566       0.517559        41.8329     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.47479                 NaN   6.62316        44.5500       0.516852        41.8351     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.46470                 NaN   6.61697        44.5648       0.519084        41.8344     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.48036                 NaN   6.62840        44.5362       0.515342        41.8397     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.48306                 NaN   6.63097        44.5294       0.514601        41.8420     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.48591                 NaN   6.63362        44.5224       0.513830        41.8443     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.48873                 NaN   6.63625        44.5154       0.513063        41.8466     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.49159                 NaN   6.63891        44.5084       0.512285        41.8489     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.49453                 NaN   6.64160        44.5012       0.511493        41.8512     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.49747                 NaN   6.64430        44.4940       0.510697        41.8535     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.50046                 NaN   6.64703        44.4868       0.509892        41.8558     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.49949                 NaN   6.64691        44.4863       0.510052        41.8572     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.50654                 NaN   6.65252        44.4722       0.508258        41.8605     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.50935                 NaN   6.65515        44.4653       0.507477        41.8627     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.51277                 NaN   6.65811        44.4574       0.506589        41.8651     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.51596                 NaN   6.66094        44.4499       0.505737        41.8675     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.51918                 NaN   6.66379        44.4423       0.504878        41.8698     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.52243                 NaN   6.66666        44.4347       0.504012        41.8722     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.52561                 NaN   6.66948        44.4272       0.503157        41.8746     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.52909                 NaN   6.67249        44.4192       0.502243        41.8770     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.53213                 NaN   6.67524        44.4120       0.501410        41.8793     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.53592                 NaN   6.67841        44.4035       0.500437        41.8818     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.53940                 NaN   6.68141        44.3955       0.499517        41.8842     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.54292                 NaN   6.68444        44.3875       0.498589        41.8866     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.54646                 NaN   6.68748        44.3794       0.497654        41.8890     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.39186       0.157348        6.68992        44.3727       0.496908        41.8913     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.321480        6.23046        6.69217        44.3662       0.496212        41.8935     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.98707       0.566665        6.69374        44.3612       0.495732        41.8956     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.82262       0.733380        6.69566        44.3554       0.495144        41.8978     
  1067.67        500.000                 NaN            NaN            NaN            NaN            NaN            NaN  0.898806        5.65928        6.69747        44.3499       0.494593        41.8999     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.43394        1.12521        6.69850        44.3462       0.494291        41.9019     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.38348        1.17835        6.70072        44.3397       0.493610        41.9041     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.28559        1.27844        6.70264        44.3340       0.493027        41.9063     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.19349        1.37263        6.70439        44.3286       0.492497        41.9084     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.11715        1.45116        6.70628        44.3229       0.491929        41.9106     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.07625        1.49483        6.70855        44.3163       0.491236        41.9129     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.00488        1.56841        6.71045        44.3106       0.490667        41.9150     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.94969        1.62601        6.71247        44.3045       0.490057        41.9173     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.89425        1.68381        6.71447        44.2986       0.489457        41.9194     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.83842        1.74200        6.71649        44.2926       0.488852        41.9216     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.79234        1.79057        6.71857        44.2864       0.488227        41.9239     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.74988        1.83552        6.72066        44.2803       0.487600        41.9261     
  1035.09        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.87660        4.71140        6.72282        44.2739       0.486952        41.9283     
  1032.58        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.92214        4.66836        6.72494        44.2677       0.486318        41.9305     
  1030.08        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.63478        1.95842        6.72717        44.2612       0.485650        41.9328     
  1027.57        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   1.99527        4.60061        6.72940        44.2547       0.484983        41.9350     
  1025.06        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.56577        2.03275        6.73161        44.2483       0.484322        41.9373     
  1022.56        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.06470        4.53660        6.73390        44.2416       0.483637        41.9396     
  1020.05        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.51011        2.09406        6.73624        44.2348       0.482934        41.9418     
  1017.54        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.12575        4.48130        6.73863        44.2280       0.482222        41.9441     
  1015.04        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.15718        4.45263        6.74092        44.2213       0.481538        41.9464     
  1012.53        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.42602        2.18674        6.74334        44.2144       0.480812        41.9487     
  1010.03        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.40549        2.21041        6.74588        44.2071       0.480054        41.9510     
  1007.52        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   2.23738        4.38150        6.74832        44.2001       0.479322        41.9534     
  1005.01        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.35904        2.26299        6.75088        44.1928       0.478557        41.9557     
  1002.51        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.33676        2.28829        6.75334        44.1858       0.477824        41.9580     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.31613        2.31211        6.75592        44.1784       0.477050        41.9603     
