|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2/ALH/ALH_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1256.89        500.000                 NaN   95.4928                 NaN  0.131605                 NaN   1.30377                 NaN            NaN  0.577965       0.138499        2.35535                 NaN
  1255.57        500.000                 NaN   95.6964                 NaN  0.123610                 NaN   1.25151                 NaN            NaN  0.552685       0.131138        2.24470                 NaN
  1254.26        500.000                 NaN   95.8840                 NaN  0.123722                 NaN   1.19391                 NaN            NaN  0.529040       0.124888        2.14444                 NaN
  1252.94        500.000                 NaN   96.0586                 NaN  0.130206                 NaN   1.13213                 NaN            NaN  0.506879       0.119522        2.05270                 NaN
  1251.62        500.000                 NaN   96.2150                 NaN  0.115775                 NaN   1.10192                 NaN            NaN  0.487129       0.113180        1.96701                 NaN
  1250.30        500.000                 NaN   96.3616                 NaN  0.962159E-001            NaN   1.07967                 NaN            NaN  0.468802       0.106873        1.88683                 NaN
  1248.99        500.000                 NaN   96.5067                 NaN  0.101667                 NaN   1.02693                 NaN            NaN  0.449912       0.102567        1.81218                 NaN
  1247.67        500.000                 NaN   96.6238                 NaN  0.957097E-001            NaN  0.999639                 NaN            NaN  0.435094       0.977459E-001   1.74800                 NaN
  1246.35        500.000                 NaN   96.7522                 NaN  0.981328E-001            NaN  0.955572                 NaN            NaN  0.418147       0.938121E-001   1.68217                 NaN
  1245.04        500.000                 NaN   96.8631                 NaN  0.896331E-001            NaN  0.931125                 NaN            NaN  0.403757       0.894131E-001   1.62296                 NaN
  1243.72        500.000                 NaN   96.9703                 NaN  0.847152E-001            NaN  0.902959                 NaN            NaN  0.389770       0.853878E-001   1.56687                 NaN
  1242.40        500.000                 NaN   97.0695                 NaN  0.790745E-001            NaN  0.878667                 NaN            NaN  0.376632       0.816169E-001   1.51452                 NaN
  1241.08        500.000                 NaN   97.1660                 NaN  0.788591E-001            NaN  0.848439                 NaN            NaN  0.363769       0.782792E-001   1.46468                 NaN
  1239.77        500.000                 NaN   97.2550                 NaN  0.752572E-001            NaN  0.824523                 NaN            NaN  0.351920       0.749710E-001   1.41833                 NaN
  1238.45        500.000                 NaN   97.3431                 NaN  0.782488E-001            NaN  0.792909                 NaN            NaN  0.339968       0.721407E-001   1.37366                 NaN
  1237.13        500.000                 NaN   97.4184                 NaN  0.624702E-001            NaN  0.788123                 NaN            NaN  0.329993       0.683984E-001   1.33263                 NaN
  1235.81        500.000                 NaN   97.4966                 NaN  0.613654E-001            NaN  0.764492                 NaN            NaN  0.319532       0.656205E-001   1.29243                 NaN
  1234.50        500.000                 NaN   97.5717                 NaN  0.603217E-001            NaN  0.741498                 NaN            NaN  0.309095       0.630217E-001   1.25440                 NaN
  1233.18        500.000                 NaN   97.6379                 NaN  0.469451E-001            NaN  0.736666                 NaN            NaN  0.300268       0.597681E-001   1.21844                 NaN
  1231.86        500.000                 NaN   97.7031                 NaN  0.417718E-001            NaN  0.722097                 NaN            NaN  0.291428       0.571045E-001   1.18454                 NaN
  1230.54        500.000                 NaN   97.7668                 NaN  0.380922E-001            NaN  0.706264                 NaN            NaN  0.282606       0.546753E-001   1.15153                 NaN
  1229.23        500.000                 NaN   97.8240                 NaN  0.266407E-001            NaN  0.701256                 NaN            NaN  0.274976       0.518819E-001   1.12127                 NaN
  1227.91        500.000                 NaN   97.8838                 NaN  0.207477E-001            NaN  0.689687                 NaN            NaN  0.266633       0.494031E-001   1.08974                 NaN
  1226.59        500.000                 NaN   98.0360                 NaN            NaN            NaN  0.510347E-001  0.581654                 NaN  0.241457       0.501391E-001   1.03972                 NaN
  1225.27        500.000                 NaN   96.6105                 NaN            NaN            NaN   1.02828                 NaN            NaN  0.424877       0.726153E-001   1.86371                 NaN
  1223.96        500.000                 NaN   99.2164                 NaN  0.871037E-001            NaN  0.333283                 NaN            NaN  0.961370E-001  0.195243E-001  0.247565                 NaN
  1222.64        500.000                 NaN   86.8919                 NaN  0.164524                 NaN   2.45690        1.69813                 NaN   1.66444       0.275575        6.84853                 NaN
  1221.32        500.000                 NaN   99.8389                 NaN  0.387549E-001  0.869237E-001            NaN            NaN            NaN  0.145498E-001  0.425368E-002  0.166215E-001            NaN
  1220.00        500.000                 NaN   98.8648                 NaN  0.397824E-005            NaN  0.355202                 NaN            NaN  0.117891       0.280421E-001  0.634056                 NaN
  1218.69        500.000                 NaN   99.9029                 NaN  0.412460E-005            NaN  0.288690E-001            NaN            NaN  0.116361E-001  0.250898E-002  0.540712E-001            NaN
  1217.37        500.000                 NaN   99.9797                 NaN            NaN            NaN  0.795109E-002  0.814629E-002            NaN  0.230333E-002  0.190831E-002            NaN            NaN
  1216.05        500.000                 NaN   99.9896                 NaN            NaN            NaN  0.416424E-003            NaN            NaN            NaN  0.781298E-003  0.917868E-002            NaN
  1214.74        500.000                 NaN   99.9895                 NaN            NaN            NaN  0.917398E-003            NaN            NaN            NaN  0.100175E-002  0.856622E-002            NaN
  1213.42        500.000                 NaN   99.8508                 NaN            NaN            NaN  0.631114E-001            NaN            NaN  0.109219E-001  0.563990E-003  0.746504E-001            NaN
  1212.10        500.000                 NaN   99.5218                 NaN            NaN            NaN  0.140373       0.231307E-001            NaN  0.629502E-001  0.806970E-002  0.243716                 NaN
  1210.78        500.000                 NaN   99.8864                 NaN            NaN            NaN  0.290342E-001            NaN            NaN  0.929791E-002  0.381778E-002  0.714485E-001            NaN
  1209.47        500.000                 NaN   98.4816                 NaN            NaN            NaN  0.378513       0.139214                 NaN  0.182544       0.379528E-001  0.780150                 NaN
  1208.15        500.000                 NaN   96.9398                 NaN            NaN            NaN  0.351196       0.635391                 NaN  0.372061       0.701363E-001   1.63137                 NaN
  1206.83        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1205.51        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1204.20        500.000                 NaN   89.6893                 NaN            NaN            NaN  0.175898        1.44151                 NaN  0.890903       0.694609E-001   3.60240        4.13048     
  1202.88        500.000                 NaN   77.9513                 NaN            NaN            NaN  0.451458        3.42882                 NaN   1.88913       0.138520        8.52820        7.61260     
  1201.56        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1200.24        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1198.93        500.000                 NaN   79.5569                 NaN            NaN            NaN   2.07983        1.22160       0.316739E-005   1.74318       0.126695        7.55206        7.71978     
  1197.61        500.000                 NaN   90.1152                 NaN            NaN            NaN   1.37833       0.254950                 NaN  0.823831       0.617005E-001   3.67508        3.69094     
  1196.29        500.000                 NaN   90.7369                 NaN            NaN            NaN   1.43984                 NaN            NaN  0.768172       0.613000E-001   3.46690        3.52688     
  1194.97        500.000                 NaN   89.3058                 NaN            NaN            NaN   1.69965                 NaN            NaN  0.919733       0.500880E-001   3.97186        4.05289     
  1193.66        500.000                 NaN   91.7744                 NaN            NaN            NaN   1.27232                 NaN            NaN  0.670101       0.556819E-001   3.12334        3.10415     
  1192.34        500.000                 NaN   82.9589                 NaN            NaN            NaN  0.976133        1.46992                 NaN   1.37066       0.114250        6.56140        6.54871     
  1191.02        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1189.70        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1188.39        500.000                 NaN            NaN            NaN            NaN            NaN   12.6171                 NaN            NaN   7.60429       0.571663        40.3465        38.8605     
  1187.07        500.000                 NaN            NaN            NaN            NaN            NaN   12.6336                 NaN            NaN   7.61340       0.565532        40.3248        38.8627     
  1185.75        500.000                 NaN            NaN            NaN            NaN            NaN   12.6306                 NaN            NaN   7.61047       0.566526        40.3304        38.8620     
  1184.44        500.000                 NaN            NaN            NaN            NaN            NaN   12.6371                 NaN            NaN   7.61913       0.563819        40.3169        38.8630     
  1183.12        500.000                 NaN            NaN            NaN            NaN            NaN   12.6369                 NaN            NaN   7.61803       0.563876        40.3183        38.8628     
  1181.80        500.000                 NaN            NaN            NaN            NaN            NaN   12.6397                 NaN            NaN   7.62494       0.562494        40.3096        38.8632     
  1180.48        500.000                 NaN            NaN            NaN            NaN            NaN   12.6444                 NaN            NaN   7.62610       0.560875        40.3044        38.8642     
  1179.17        500.000                 NaN            NaN            NaN            NaN            NaN   12.6457                 NaN            NaN   7.63020       0.559781        40.3005        38.8638     
  1177.85        500.000                 NaN            NaN            NaN            NaN            NaN   12.6477                 NaN            NaN   7.63295       0.558849        40.2965        38.8640     
  1176.53        500.000                 NaN            NaN            NaN            NaN            NaN   12.6489                 NaN            NaN   7.63494       0.558258        40.2938        38.8642     
  1175.21        500.000                 NaN            NaN            NaN            NaN            NaN   12.6508                 NaN            NaN   7.63766       0.557325        40.2898        38.8644     
  1173.90        500.000                 NaN            NaN            NaN            NaN            NaN   12.6512                 NaN            NaN   7.63899       0.557107        40.2882        38.8645     
  1172.58        500.000                 NaN            NaN            NaN            NaN            NaN   12.6530                 NaN            NaN   7.64139       0.556245        40.2847        38.8647     
  1171.26        500.000                 NaN            NaN            NaN            NaN            NaN   12.6550                 NaN            NaN   7.64372       0.555308        40.2811        38.8649     
  1169.94        500.000                 NaN            NaN            NaN            NaN            NaN   12.6569                 NaN            NaN   7.64637       0.554410        40.2772        38.8651     
  1168.63        500.000                 NaN            NaN            NaN            NaN            NaN   12.6592                 NaN            NaN   7.64977       0.553251        40.2725        38.8653     
  1167.31        500.000                 NaN            NaN            NaN            NaN            NaN  0.493487E-005   12.6625                 NaN   7.65370       0.551823        40.2665        38.8655     
  1165.99        500.000                 NaN            NaN            NaN            NaN            NaN  0.772087E-005   12.6639                 NaN   7.65538       0.550873        40.2641        38.8657     
  1164.67        500.000                 NaN            NaN            NaN            NaN            NaN   12.6664                 NaN            NaN   7.65898       0.549967        40.2587        38.8659     
  1163.36        500.000                 NaN            NaN            NaN            NaN            NaN   12.6683                 NaN            NaN   7.66153       0.549077        40.2549        38.8662     
  1162.04        500.000                 NaN            NaN            NaN            NaN            NaN  0.621051        5.74650        6.29228        7.65389       0.554571        40.2631        38.8686     
  1160.72        500.000                 NaN            NaN            NaN            NaN            NaN   12.6729                 NaN            NaN   7.66724       0.546972        40.2463        38.8666     
  1159.40        500.000                 NaN            NaN            NaN            NaN            NaN   12.6750                 NaN            NaN   7.66993       0.545998        40.2422        38.8668     
  1158.09        500.000                 NaN            NaN            NaN            NaN            NaN   4.35246        8.31912                 NaN   7.66765       0.547463        40.2464        38.8669     
  1156.77        500.000                 NaN            NaN            NaN            NaN            NaN   2.76304        9.90195                 NaN   7.65896       0.550232        40.2582        38.8677     
  1155.45        500.000                 NaN            NaN            NaN            NaN            NaN   3.01667        9.64290                 NaN   7.66330       0.552230        40.2574        38.8675     
  1154.14        500.000                 NaN            NaN            NaN            NaN            NaN   2.48173        10.1841                 NaN   7.66834       0.549441        40.2487        38.8677     
  1152.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.58268        10.0818                 NaN   7.66859       0.550595        40.2492        38.8671     
  1151.50        500.000                 NaN            NaN            NaN            NaN            NaN   1.56364        11.1136                 NaN   7.67640       0.544569        40.2334        38.8684     
  1150.18        500.000                 NaN            NaN            NaN            NaN            NaN   1.82906        10.8446                 NaN   7.67966       0.545292        40.2334        38.8680     
  1148.87        500.000                 NaN            NaN            NaN            NaN            NaN   2.50100        10.1720                 NaN   7.67610       0.546644        40.2351        38.8691     
  1147.55        500.000                 NaN            NaN            NaN            NaN            NaN   9.85300        2.82740                 NaN   7.68350       0.543132        40.2236        38.8694     
  1146.23        500.000                 NaN            NaN            NaN            NaN            NaN   10.0361        2.64780                 NaN   7.68604       0.541783        40.2189        38.8694     
  1144.91        500.000                 NaN            NaN            NaN            NaN            NaN   1.61445        11.0728                 NaN   7.69036       0.540913        40.2107        38.8707     
  1143.60        500.000                 NaN            NaN            NaN            NaN            NaN   12.6996                 NaN            NaN   7.69952       0.534740        40.1964        38.8697     
  1142.28        500.000                 NaN            NaN            NaN            NaN            NaN   12.7034                 NaN            NaN   7.70442       0.533569        40.1882        38.8704     
  1140.96        500.000                 NaN            NaN            NaN            NaN            NaN   12.7052                 NaN            NaN   7.70684       0.532155        40.1856        38.8703     
  1139.64        500.000                 NaN            NaN            NaN            NaN            NaN   1.02051        11.6763                 NaN   7.70285       0.535160        40.1948        38.8704     
  1138.33        500.000                 NaN            NaN            NaN            NaN            NaN   12.3137       0.392824                 NaN   7.71015       0.531241        40.1814        38.8707     
  1137.01        500.000                 NaN            NaN            NaN            NaN            NaN   1.23367        11.4703                 NaN   7.70925       0.532474        40.1830        38.8713     
  1135.69        500.000                 NaN            NaN            NaN   2.34959                 NaN   9.20275                 NaN            NaN   7.47503       0.710851        40.7560        39.5058     
  1134.37        500.000                 NaN            NaN            NaN   2.47157                 NaN   9.01913                 NaN            NaN   7.46255       0.720860        40.7866        39.5392     
  1133.06        500.000                 NaN            NaN            NaN   2.78780                 NaN   8.40587                 NaN            NaN   7.34493       0.788651        41.0710        39.6018     
  1131.74        500.000                 NaN            NaN            NaN   2.61968                 NaN   8.79731                 NaN            NaN   7.44842       0.732650        40.8218        39.5802     
  1130.42        500.000                 NaN            NaN            NaN   2.68329                 NaN   8.70190                 NaN            NaN   7.44240       0.737748        40.8369        39.5978     
  1129.10        500.000                 NaN            NaN            NaN   2.73898                 NaN   8.61848                 NaN            NaN   7.43725       0.742177        40.8498        39.6133     
  1127.79        500.000                 NaN            NaN            NaN   2.78871                 NaN   8.54407                 NaN            NaN   7.43275       0.746103        40.8612        39.6271     
  1126.47        500.000                 NaN            NaN            NaN   2.83407                 NaN   8.47625                 NaN            NaN   7.42871       0.749666        40.8715        39.6398     
  1125.15        500.000                 NaN            NaN            NaN   2.87516                 NaN   8.41493                 NaN            NaN   7.42517       0.752857        40.8805        39.6514     
  1123.83        500.000                 NaN            NaN            NaN   2.91350                 NaN   8.35776                 NaN            NaN   7.42191       0.755823        40.8889        39.6621     
  1122.52        500.000                 NaN            NaN            NaN   2.94930                 NaN   8.30442                 NaN            NaN   7.41892       0.758577        40.8965        39.6722     
  1121.20        500.000                 NaN            NaN            NaN   2.98667                 NaN   8.24828                 NaN            NaN   7.41558       0.761571        40.9052        39.6827     
  1119.88        500.000                 NaN            NaN            NaN   3.01770                 NaN   8.20218                 NaN            NaN   7.41312       0.763914        40.9116        39.6915     
  1118.57        500.000                 NaN            NaN            NaN   3.04723                 NaN   8.15834                 NaN            NaN   7.41081       0.766137        40.9176        39.6999     
  1117.25        500.000                 NaN            NaN            NaN   3.09508                 NaN   8.08362                 NaN            NaN   7.40519       0.770665        40.9325        39.7130     
  1115.93        500.000                 NaN            NaN            NaN   3.10476                 NaN   8.07313                 NaN            NaN   7.40650       0.770458        40.9287        39.7165     
  1114.61        500.000                 NaN            NaN            NaN   3.12775                 NaN   8.03930                 NaN            NaN   7.40493       0.772085        40.9329        39.7230     
  1113.30        500.000                 NaN            NaN            NaN   3.15323                 NaN   8.00148                 NaN            NaN   7.40302       0.773999        40.9379        39.7304     
  1111.98        500.000                 NaN            NaN            NaN   3.17883                 NaN   7.96349                 NaN            NaN   7.40116       0.775915        40.9429        39.7377     
  1110.66        500.000                 NaN            NaN            NaN   3.20137                 NaN   7.93009                 NaN            NaN   7.39947       0.777597        40.9473        39.7442     
  1109.34        500.000                 NaN            NaN            NaN   3.22344                 NaN   7.89750                 NaN            NaN   7.39788       0.779209        40.9514        39.7506     
  1108.03        500.000                 NaN            NaN            NaN   3.24505                 NaN   7.86551                 NaN            NaN   7.39644       0.780803        40.9554        39.7568     
  1106.71        500.000                 NaN            NaN            NaN   3.99642                 NaN   6.76177                 NaN            NaN   7.36427       0.835829        41.0542        39.9875     
  1105.39        500.000                 NaN            NaN            NaN   3.28486                 NaN   7.80689                 NaN            NaN   7.39385       0.783654        40.9623        39.7684     
  1104.07        500.000                 NaN            NaN            NaN   3.42177                 NaN   7.59137                 NaN            NaN   7.38056       0.796523        41.0050        39.8048     
  1102.76        500.000                 NaN            NaN            NaN   3.99524                 NaN   6.72798       0.356187E-001            NaN   7.36443       0.835734        41.0538        39.9872     
  1101.44        500.000                 NaN            NaN            NaN   3.33958                 NaN   7.72661                 NaN            NaN   7.39052       0.787491        40.9714        39.7844     
  1100.12        500.000                 NaN            NaN            NaN   3.35672                 NaN   7.70151                 NaN            NaN   7.38953       0.788680        40.9741        39.7895     
  1098.80        500.000                 NaN            NaN            NaN   3.37353                 NaN   7.67694                 NaN            NaN   7.38858       0.789839        40.9767        39.7944     
  1097.49        500.000                 NaN            NaN            NaN   3.39010                 NaN   7.65268                 NaN            NaN   7.38764       0.790991        40.9793        39.7993     
  1096.17        500.000                 NaN            NaN            NaN   3.40380                 NaN   7.63299                 NaN            NaN   7.38707       0.791824        40.9809        39.8034     
  1094.85        500.000                 NaN            NaN            NaN   3.42095                 NaN   7.60781                 NaN            NaN   7.38596       0.793081        40.9837        39.8085     
  1093.53        500.000                 NaN            NaN            NaN   3.45918                 NaN   7.55298                 NaN            NaN   7.38416       0.797031        40.9846        39.8221     
  1092.22        500.000                 NaN            NaN            NaN   4.00504                 NaN   6.75018                 NaN            NaN   7.36482       0.836214        41.0531        39.9906     
  1090.90        500.000                 NaN            NaN            NaN   3.46655                 NaN   7.54124                 NaN            NaN   7.38366       0.796170        40.9903        39.8221     
  1089.58        500.000                 NaN            NaN            NaN   3.48084                 NaN   7.52046                 NaN            NaN   7.38297       0.797126        40.9922        39.8264     
  1088.27        500.000                 NaN            NaN            NaN   4.00676                 NaN   6.74786                 NaN            NaN   7.36493       0.836291        41.0529        39.9913     
  1086.95        500.000                 NaN            NaN            NaN   3.50761                 NaN   7.48176                 NaN            NaN   7.38183       0.798853        40.9955        39.8345     
  1085.63        500.000                 NaN            NaN            NaN   3.52070                 NaN   7.46286                 NaN            NaN   7.38129       0.799695        40.9970        39.8384     
  1084.31        500.000                 NaN            NaN            NaN   3.54220                 NaN   7.43021                 NaN            NaN   7.37953       0.801529        41.0019        39.8447     
  1083.00        500.000                 NaN            NaN            NaN   3.59554                 NaN   7.34534                 NaN            NaN   7.37289       0.807087        41.0202        39.8589     
  1081.68        500.000                 NaN            NaN            NaN   3.55754                 NaN   7.40995                 NaN            NaN   7.37996       0.801988        41.0009        39.8497     
  1080.36        500.000                 NaN            NaN            NaN   3.57044                 NaN   7.39125                 NaN            NaN   7.37942       0.802841        41.0025        39.8536     
  1079.04        500.000                 NaN            NaN            NaN   3.60138                 NaN   7.34289                 NaN            NaN   7.37614       0.805841        41.0115        39.8622     
  1077.73        500.000                 NaN            NaN            NaN   3.58919                 NaN   7.36480                 NaN            NaN   7.38007       0.803875        41.0026        39.8594     
  1076.41        500.000                 NaN            NaN            NaN   3.64502                 NaN   7.27583                 NaN            NaN   7.37218       0.809735        41.0228        39.8745     
  1075.09        500.000                 NaN            NaN            NaN   3.61811                 NaN   7.32241                 NaN            NaN   7.37885       0.805900        41.0064        39.8683     
  1073.77        500.000                 NaN            NaN            NaN   3.62688                 NaN   7.31060                 NaN            NaN   7.37775       0.806263        41.0075        39.8710     
  1072.46        500.000                 NaN            NaN            NaN   3.63815                 NaN   7.29445                 NaN            NaN   7.37740       0.806962        41.0085        39.8745     
  1071.14        500.000                 NaN            NaN            NaN   3.67983                 NaN   7.22785                 NaN            NaN   7.37227       0.811372        41.0229        39.8858     
  1069.82        500.000                 NaN            NaN            NaN   3.68868                 NaN   7.21558                 NaN            NaN   7.37226       0.811809        41.0231        39.8886     
  1068.50        500.000                 NaN            NaN            NaN   3.69741                 NaN   7.20350                 NaN            NaN   7.37226       0.812236        41.0232        39.8914     
  1067.19        500.000                 NaN            NaN            NaN   3.70603                 NaN   7.19159                 NaN            NaN   7.37228       0.812654        41.0232        39.8942     
  1065.87        500.000                 NaN            NaN            NaN   3.71429                 NaN   7.18029                 NaN            NaN   7.37235       0.813031        41.0231        39.8969     
  1064.55        500.000                 NaN            NaN            NaN   3.72827                 NaN   7.16125                 NaN            NaN   7.37315       0.814225        41.0205        39.9026     
  1063.23        500.000                 NaN            NaN            NaN   3.73881                 NaN   7.14173                 NaN            NaN   7.37026       0.816478        41.0278        39.9049     
  1061.92        500.000                 NaN            NaN            NaN   3.73983                 NaN   7.14714                 NaN            NaN   7.37334       0.814268        41.0195        39.9060     
  1060.60        500.000                 NaN            NaN            NaN   3.74797                 NaN   7.13616                 NaN            NaN   7.37346       0.814613        41.0191        39.9087     
  1059.28        500.000                 NaN            NaN            NaN   3.75600                 NaN   7.12531                 NaN            NaN   7.37357       0.814963        41.0187        39.9114     
  1057.97        500.000                 NaN            NaN            NaN   3.76419                 NaN   7.11283                 NaN            NaN   7.37221       0.814981        41.0228        39.9130     
  1056.65        500.000                 NaN            NaN            NaN   3.76943                 NaN   7.10479                 NaN            NaN   7.37280       0.816580        41.0198        39.9166     
  1055.33        500.000                 NaN            NaN            NaN   3.77988                 NaN   7.09009                 NaN            NaN   7.37256       0.816139        41.0229        39.9184     
  1054.01        500.000                 NaN            NaN            NaN   3.78744                 NaN   7.07975                 NaN            NaN   7.37291       0.816473        41.0225        39.9209     
  1052.70        500.000                 NaN            NaN            NaN   3.78475                 NaN   7.08690                 NaN            NaN   7.37499       0.815472        41.0168        39.9211     
  1051.38        500.000                 NaN            NaN            NaN   3.78909                 NaN   7.08206                 NaN            NaN   7.37562       0.815373        41.0151        39.9227     
  1050.06        500.000                 NaN            NaN            NaN   4.02576                 NaN   6.73056                 NaN            NaN   7.36973       0.834767        41.0399        39.9993     
  1048.74        500.000                 NaN            NaN            NaN   4.02574                 NaN   6.73059                 NaN            NaN   7.36973       0.834763        41.0399        39.9993     
  1047.43        500.000                 NaN            NaN            NaN   4.02574                 NaN   6.73060                 NaN            NaN   7.36974       0.834761        41.0398        39.9993     
  1046.11        500.000                 NaN            NaN            NaN   4.02574                 NaN   6.73061                 NaN            NaN   7.36974       0.834759        41.0398        39.9993     
  1044.79        500.000                 NaN            NaN            NaN   4.02573                 NaN   6.73062                 NaN            NaN   7.36974       0.834757        41.0398        39.9993     
  1043.47        500.000                 NaN            NaN            NaN   4.02573                 NaN   6.73064                 NaN            NaN   7.36975       0.834754        41.0398        39.9993     
  1042.16        500.000                 NaN            NaN            NaN   4.02572                 NaN   6.73065                 NaN            NaN   7.36975       0.834752        41.0398        39.9993     
  1040.84        500.000                 NaN            NaN            NaN   4.02572                 NaN   6.73067                 NaN            NaN   7.36975       0.834749        41.0398        39.9993     
  1039.52        500.000                 NaN            NaN            NaN   4.02571                 NaN   6.73068                 NaN            NaN   7.36975       0.834747        41.0398        39.9993     
  1038.20        500.000                 NaN            NaN            NaN   4.02570                 NaN   6.73070                 NaN            NaN   7.36976       0.834744        41.0398        39.9993     
  1036.89        500.000                 NaN            NaN            NaN   4.02570                 NaN   6.73071                 NaN            NaN   7.36976       0.834742        41.0398        39.9993     
  1035.57        500.000                 NaN            NaN            NaN   4.02569                 NaN   6.73073                 NaN            NaN   7.36976       0.834739        41.0398        39.9993     
  1034.25        500.000                 NaN            NaN            NaN   4.02568                 NaN   6.73075                 NaN            NaN   7.36977       0.834736        41.0397        39.9993     
  1032.93        500.000                 NaN            NaN            NaN   4.02568                 NaN   6.73076                 NaN            NaN   7.36977       0.834734        41.0397        39.9993     
  1031.62        500.000                 NaN            NaN            NaN   4.02567                 NaN   6.73078                 NaN            NaN   7.36977       0.834731        41.0397        39.9993     
  1030.30        500.000                 NaN            NaN            NaN   4.02567                 NaN   6.73080                 NaN            NaN   7.36978       0.834728        41.0397        39.9993     
  1028.98        500.000                 NaN            NaN            NaN   4.02566                 NaN   6.73082                 NaN            NaN   7.36978       0.834725        41.0397        39.9993     
  1027.67        500.000                 NaN            NaN            NaN   4.02565                 NaN   6.73083                 NaN            NaN   7.36978       0.834723        41.0397        39.9993     
  1026.35        500.000                 NaN            NaN            NaN   4.02565                 NaN   6.73085                 NaN            NaN   7.36979       0.834720        41.0397        39.9993     
  1025.03        500.000                 NaN            NaN            NaN   4.02564                 NaN   6.73087                 NaN            NaN   7.36979       0.834717        41.0397        39.9993     
  1023.71        500.000                 NaN            NaN            NaN   4.02563                 NaN   6.73088                 NaN            NaN   7.36979       0.834715        41.0397        39.9993     
  1022.40        500.000                 NaN            NaN            NaN   4.02563                 NaN   6.73090                 NaN            NaN   7.36980       0.834712        41.0397        39.9993     
  1021.08        500.000                 NaN            NaN            NaN   4.02562                 NaN   6.73092                 NaN            NaN   7.36980       0.834709        41.0396        39.9993     
  1019.76        500.000                 NaN            NaN            NaN   4.02561                 NaN   6.73094                 NaN            NaN   7.36980       0.834706        41.0396        39.9993     
  1018.44        500.000                 NaN            NaN            NaN   4.02560                 NaN   6.73096                 NaN            NaN   7.36981       0.834703        41.0396        39.9993     
  1017.13        500.000                 NaN            NaN            NaN   4.02560                 NaN   6.73098                 NaN            NaN   7.36981       0.834700        41.0396        39.9993     
  1015.81        500.000                 NaN            NaN            NaN   4.02559                 NaN   6.73099                 NaN            NaN   7.36981       0.834697        41.0396        39.9993     
  1014.49        500.000                 NaN            NaN            NaN   4.02558                 NaN   6.73102                 NaN            NaN   7.36982       0.834694        41.0396        39.9993     
  1013.17        500.000                 NaN            NaN            NaN   4.02558                 NaN   6.73103                 NaN            NaN   7.36982       0.834691        41.0396        39.9993     
  1011.86        500.000                 NaN            NaN            NaN   4.02557                 NaN   6.73105                 NaN            NaN   7.36982       0.834688        41.0396        39.9993     
  1010.54        500.000                 NaN            NaN            NaN   4.02556                 NaN   6.73107                 NaN            NaN   7.36983       0.834685        41.0396        39.9993     
  1009.22        500.000                 NaN            NaN            NaN   4.02555                 NaN   6.73109                 NaN            NaN   7.36983       0.834682        41.0395        39.9993     
  1007.90        500.000                 NaN            NaN            NaN   4.02555                 NaN   6.73111                 NaN            NaN   7.36984       0.834679        41.0395        39.9993     
  1006.59        500.000                 NaN            NaN            NaN   4.02554                 NaN   6.73113                 NaN            NaN   7.36984       0.834676        41.0395        39.9993     
  1005.27        500.000                 NaN            NaN            NaN   4.02553                 NaN   6.73115                 NaN            NaN   7.36984       0.834673        41.0395        39.9993     
  1003.95        500.000                 NaN            NaN            NaN   4.02552                 NaN   6.73117                 NaN            NaN   7.36985       0.834670        41.0395        39.9993     
  1002.63        500.000                 NaN            NaN            NaN   4.02552                 NaN   6.73119                 NaN            NaN   7.36985       0.834667        41.0395        39.9993     
  1001.32        500.000                 NaN            NaN            NaN   4.02551                 NaN   6.73121                 NaN            NaN   7.36985       0.834663        41.0395        39.9993     
  1000.00        500.000                 NaN            NaN            NaN   4.02550                 NaN   6.73123                 NaN            NaN   7.36986       0.834660        41.0395        39.9993     
