|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/GRV/GRV_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1258.72        500.000                 NaN   96.4475                 NaN            NaN            NaN  0.895945                 NaN  0.477174       0.616226E-001   2.11778                 NaN
  1257.31        500.000                 NaN   96.6073                 NaN            NaN            NaN  0.855532                 NaN  0.455039       0.587087E-001   2.02343                 NaN
  1255.89        500.000                 NaN   96.7502                 NaN            NaN            NaN  0.821860                 NaN  0.434558       0.560359E-001   1.93733                 NaN
  1254.48        500.000                 NaN   96.8892                 NaN            NaN            NaN  0.788379                 NaN  0.416257       0.529468E-001   1.85320                 NaN
  1253.07        500.000                 NaN   97.0185                 NaN            NaN            NaN  0.756807                 NaN  0.398337       0.503612E-001   1.77601                 NaN
  1251.65        500.000                 NaN   97.1354                 NaN            NaN            NaN  0.728971                 NaN  0.382777       0.476981E-001   1.70518                 NaN
  1250.24        500.000                 NaN   97.2462                 NaN            NaN            NaN  0.702168                 NaN  0.366757       0.455297E-001   1.63932                 NaN
  1248.83        500.000                 NaN   97.3446                 NaN            NaN            NaN  0.678960                 NaN  0.352447       0.435410E-001   1.58041                 NaN
  1247.41        500.000                 NaN   97.4442                 NaN            NaN            NaN  0.655120                 NaN  0.342263       0.403313E-001   1.51811                 NaN
  1246.00        500.000                 NaN   97.5315                 NaN            NaN            NaN  0.634112                 NaN  0.325871       0.395939E-001   1.46893                 NaN
  1244.58        500.000                 NaN   97.6216                 NaN            NaN            NaN  0.611457                 NaN  0.314436       0.373546E-001   1.41516                 NaN
  1243.17        500.000                 NaN   97.7019                 NaN            NaN            NaN  0.591803                 NaN  0.302285       0.358038E-001   1.36820                 NaN
  1241.76        500.000                 NaN   97.7770                 NaN            NaN            NaN  0.574176                 NaN  0.292770       0.338045E-001   1.32228                 NaN
  1240.34        500.000                 NaN   97.8531                 NaN            NaN            NaN  0.554961                 NaN  0.282818       0.319848E-001   1.27717                 NaN
  1238.93        500.000                 NaN   97.9233                 NaN            NaN            NaN  0.537409                 NaN  0.272358       0.306000E-001   1.23629                 NaN
  1237.52        500.000                 NaN   97.9927                 NaN            NaN            NaN  0.519228                 NaN  0.261359       0.294682E-001   1.19725                 NaN
  1236.10        500.000                 NaN   98.0488                 NaN            NaN            NaN  0.506996                 NaN  0.253915       0.279263E-001   1.16241                 NaN
  1234.69        500.000                 NaN   98.1099                 NaN            NaN            NaN  0.491545                 NaN  0.245261       0.265845E-001   1.12668                 NaN
  1233.27        500.000                 NaN   98.1655                 NaN            NaN            NaN  0.477948                 NaN  0.237151       0.253767E-001   1.09403                 NaN
  1231.86        500.000                 NaN   98.2227                 NaN            NaN            NaN  0.462929                 NaN  0.228687       0.242770E-001   1.06142                 NaN
  1230.45        500.000                 NaN   98.2724                 NaN            NaN            NaN  0.451343                 NaN  0.222563       0.228590E-001   1.03084                 NaN
  1229.03        500.000                 NaN   98.3227                 NaN            NaN            NaN  0.438764                 NaN  0.215314       0.217782E-001   1.00143                 NaN
  1227.62        500.000                 NaN   98.3698                 NaN            NaN            NaN  0.426849                 NaN  0.208031       0.208839E-001  0.974401                 NaN
  1226.21        500.000                 NaN   98.4191                 NaN            NaN            NaN  0.413600                 NaN  0.200527       0.200141E-001  0.946780                 NaN
  1224.79        500.000                 NaN   98.4621                 NaN            NaN            NaN  0.402978                 NaN  0.194941       0.189305E-001  0.921099                 NaN
  1223.38        500.000                 NaN   98.5051                 NaN            NaN            NaN  0.391780                 NaN  0.187963       0.182362E-001  0.896933                 NaN
  1221.96        500.000                 NaN   98.5493                 NaN            NaN            NaN  0.379651                 NaN  0.182033       0.173034E-001  0.871733                 NaN
  1220.55        500.000                 NaN   98.5864                 NaN            NaN            NaN  0.370747                 NaN  0.177164       0.163714E-001  0.849325                 NaN
  1219.14        500.000                 NaN   90.3239                 NaN            NaN            NaN   1.25715                 NaN  0.838296       0.499723E-001   4.01271        3.51799     
  1217.72        500.000                 NaN   69.8510                 NaN            NaN            NaN   3.54965                 NaN   2.48335       0.127278        11.7837        12.2050     
  1216.31        500.000                 NaN   72.8801                 NaN            NaN            NaN   3.24840                 NaN   2.24426       0.108221        10.5554        10.9637     
  1214.90        500.000                 NaN   76.3899                 NaN            NaN            NaN   2.84897                 NaN   1.95433       0.913843E-001   9.17394        9.54146     
  1213.48        500.000                 NaN   80.5541                 NaN            NaN            NaN   2.24356                 NaN   1.58595       0.752473E-001   7.60699        7.93415     
  1212.07        500.000                 NaN   82.8032                 NaN  0.264926E-001            NaN   2.11869                 NaN   1.43972       0.606529E-001   6.65638        6.89487     
  1210.65        500.000                 NaN   76.9596                 NaN            NaN            NaN   2.04902       0.627145        1.94462       0.869367E-001   9.18405        9.14864     
  1209.24        500.000                 NaN   31.1450                 NaN            NaN            NaN   7.32604       0.687676        5.59047       0.206293        26.2835        28.7610     
  1207.83        500.000                 NaN   99.7041                 NaN            NaN            NaN  0.216797       0.395458E-001  0.395548E-001            NaN            NaN            NaN
  1206.41        500.000                 NaN   99.7870                 NaN            NaN            NaN  0.154217                 NaN  0.587559E-001            NaN            NaN            NaN
  1205.00        500.000                 NaN   99.0619                 NaN  0.739896E-003            NaN  0.578872                 NaN  0.268380                 NaN  0.901278E-001            NaN
  1203.58        500.000                 NaN   99.6848                 NaN            NaN            NaN  0.842620E-001            NaN  0.225127       0.583755E-002            NaN            NaN
  1202.17        500.000                 NaN   99.1938                 NaN  0.392122E-001            NaN  0.192737                 NaN  0.431148E-002            NaN  0.569963                 NaN
  1200.76        500.000                 NaN   99.6977                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.302335                 NaN
  1199.34        500.000                 NaN   95.2590                 NaN  0.238289                 NaN  0.356508                 NaN  0.271038                 NaN   1.94089        1.93430     
  1197.93        500.000                 NaN   99.5044                 NaN            NaN            NaN  0.585542E-001            NaN  0.234588E-001            NaN  0.413563                 NaN
  1196.52        500.000                 NaN   99.2491                 NaN            NaN            NaN  0.160967                 NaN  0.106966E-001  0.121098E-001  0.567139                 NaN
  1195.10        500.000                 NaN   76.3918                 NaN            NaN            NaN   1.98325                 NaN   1.66110       0.113711        10.0414        9.80870     
  1193.69        500.000                 NaN   94.7407                 NaN            NaN            NaN  0.874640                 NaN  0.418917                 NaN   2.31578        1.64992     
  1192.27        500.000                 NaN   99.3303                 NaN            NaN            NaN  0.182835                 NaN  0.100494       0.775682E-002            NaN  0.378647     
  1190.86        500.000                 NaN   73.0113                 NaN            NaN            NaN   1.98433       0.279821        1.82035       0.995135E-001   12.0498        10.7549     
  1189.45        500.000                 NaN            NaN            NaN            NaN            NaN   8.14446                 NaN   6.86596       0.354145        43.2477        41.3877     
  1188.03        500.000                 NaN            NaN            NaN            NaN            NaN   8.14420                 NaN   6.86592       0.354136        43.2471        41.3887     
  1186.62        500.000                 NaN            NaN            NaN            NaN            NaN   8.14394                 NaN   6.86588       0.354128        43.2464        41.3896     
  1185.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.14368                 NaN   6.86584       0.354119        43.2457        41.3906     
  1183.79        500.000                 NaN            NaN            NaN            NaN            NaN   8.14343                 NaN   6.86580       0.354110        43.2451        41.3916     
  1182.38        500.000                 NaN            NaN            NaN            NaN            NaN   8.14317                 NaN   6.86576       0.354102        43.2444        41.3926     
  1180.96        500.000                 NaN            NaN            NaN            NaN            NaN   8.14291                 NaN   6.86572       0.354093        43.2437        41.3935     
  1179.55        500.000                 NaN            NaN            NaN            NaN            NaN   8.14265                 NaN   6.86568       0.354084        43.2431        41.3945     
  1178.14        500.000                 NaN            NaN            NaN            NaN            NaN   8.14239                 NaN   6.86564       0.354076        43.2424        41.3955     
  1176.72        500.000                 NaN            NaN            NaN            NaN            NaN   8.14214                 NaN   6.86560       0.354067        43.2418        41.3964     
  1175.31        500.000                 NaN            NaN            NaN            NaN            NaN   8.14188                 NaN   6.86556       0.354059        43.2411        41.3974     
  1173.90        500.000                 NaN            NaN            NaN            NaN            NaN   8.14162                 NaN   6.86552       0.354050        43.2404        41.3984     
  1172.48        500.000                 NaN            NaN            NaN            NaN            NaN   8.14136                 NaN   6.86549       0.354042        43.2398        41.3994     
  1171.07        500.000                 NaN            NaN            NaN            NaN            NaN   7.95134       0.193158        6.86849       0.353244        43.2328        41.4010     
  1169.65        500.000                 NaN            NaN            NaN            NaN            NaN   7.95111       0.193135        6.86845       0.353236        43.2321        41.4019     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN   7.95092       0.193094        6.86844       0.353220        43.2314        41.4029     
  1166.83        500.000                 NaN            NaN            NaN            NaN            NaN   7.95067       0.193089        6.86840       0.353211        43.2307        41.4039     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   7.95042       0.193083        6.86836       0.353203        43.2301        41.4049     
  1164.00        500.000                 NaN            NaN            NaN            NaN            NaN   7.12174        1.03640        6.88132       0.349770        43.2021        41.4087     
  1162.59        500.000                 NaN            NaN            NaN            NaN            NaN   7.12151        1.03637        6.88128       0.349761        43.2014        41.4097     
  1161.17        500.000                 NaN            NaN            NaN            NaN            NaN   6.88522        1.37804        6.96411       0.326864        43.0139        41.4319     
  1159.76        500.000                 NaN            NaN            NaN            NaN            NaN   6.88501        1.37800        6.96407       0.326856        43.0132        41.4329     
  1158.34        500.000                 NaN            NaN            NaN            NaN            NaN   6.88479        1.37796        6.96403       0.326848        43.0125        41.4338     
  1156.93        500.000                 NaN            NaN            NaN            NaN            NaN   6.88458        1.37791        6.96399       0.326840        43.0119        41.4348     
  1155.52        500.000                 NaN            NaN            NaN            NaN            NaN   6.88437        1.37787        6.96395       0.326832        43.0112        41.4358     
  1154.10        500.000                 NaN            NaN            NaN            NaN            NaN   6.88415        1.37783        6.96391       0.326825        43.0106        41.4367     
  1152.69        500.000                 NaN            NaN            NaN            NaN            NaN   6.88394        1.37778        6.96387       0.326817        43.0099        41.4377     
  1151.27        500.000                 NaN            NaN            NaN            NaN            NaN   6.88373        1.37774        6.96383       0.326809        43.0092        41.4387     
  1149.86        500.000                 NaN            NaN            NaN            NaN            NaN   6.88351        1.37770        6.96379       0.326801        43.0086        41.4396     
  1148.45        500.000                 NaN            NaN            NaN            NaN            NaN   6.88330        1.37766        6.96375       0.326793        43.0079        41.4406     
  1147.03        500.000                 NaN            NaN            NaN            NaN            NaN   6.88309        1.37761        6.96372       0.326785        43.0072        41.4416     
  1145.62        500.000                 NaN            NaN            NaN            NaN            NaN   6.88288        1.37757        6.96368       0.326777        43.0066        41.4425     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN   6.88266        1.37753        6.96364       0.326770        43.0059        41.4435     
  1142.79        500.000                 NaN            NaN            NaN            NaN            NaN   6.88245        1.37748        6.96360       0.326762        43.0053        41.4444     
  1141.38        500.000                 NaN            NaN            NaN            NaN            NaN   6.88224        1.37744        6.96356       0.326754        43.0046        41.4454     
  1139.96        500.000                 NaN            NaN            NaN            NaN            NaN   6.88203        1.37740        6.96352       0.326746        43.0039        41.4464     
  1138.55        500.000                 NaN            NaN            NaN            NaN            NaN   6.88181        1.37735        6.96348       0.326738        43.0033        41.4473     
  1137.14        500.000                 NaN            NaN            NaN            NaN            NaN   6.88160        1.37731        6.96344       0.326731        43.0026        41.4483     
  1135.72        500.000                 NaN            NaN            NaN            NaN            NaN   6.88139        1.37727        6.96341       0.326723        43.0020        41.4493     
  1134.31        500.000                 NaN            NaN            NaN            NaN            NaN   6.88118        1.37723        6.96337       0.326715        43.0013        41.4502     
  1132.90        500.000                 NaN            NaN            NaN            NaN            NaN   6.88096        1.37718        6.96333       0.326707        43.0006        41.4512     
  1131.48        500.000                 NaN            NaN            NaN            NaN            NaN   1.38488        6.87301        6.96328       0.326701        43.0000        41.4521     
  1130.07        500.000                 NaN            NaN            NaN            NaN            NaN   1.38436        6.87329        6.96325       0.326692        42.9993        41.4531     
  1128.65        500.000                 NaN            NaN            NaN            NaN            NaN   8.25736                 NaN   6.96323       0.326681        42.9986        41.4541     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   1.38423        6.87292        6.96318       0.326674        42.9980        41.4550     
  1125.83        500.000                 NaN            NaN            NaN            NaN            NaN   8.25930                 NaN   6.96257       0.326694        42.9961        41.4554     
  1124.41        500.000                 NaN            NaN            NaN            NaN            NaN   8.25992                 NaN   6.96338       0.326463        42.9937        41.4565     
  1123.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.38161        6.87478        6.96308       0.326648        42.9960        41.4579     
  1121.59        500.000                 NaN            NaN            NaN            NaN            NaN   8.25442                 NaN   6.95268       0.328826        43.0084        41.4556     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN   8.26133                 NaN   6.96555       0.325848        42.9874        41.4599     
  1118.76        500.000                 NaN            NaN            NaN            NaN            NaN   1.38591        6.86975        6.96299       0.326617        42.9939        41.4608     
  1117.34        500.000                 NaN            NaN            NaN            NaN            NaN   1.12480        7.13841        6.97041       0.324717        42.9788        41.4629     
  1115.93        500.000                 NaN            NaN            NaN            NaN            NaN   1.13916        7.12385        6.97039       0.324703        42.9780        41.4639     
  1114.52        500.000                 NaN            NaN            NaN            NaN            NaN   1.11129        7.15154        6.97050       0.324661        42.9772        41.4649     
  1113.10        500.000                 NaN            NaN            NaN            NaN            NaN   8.26334                 NaN   6.96955       0.324772        42.9767        41.4656     
  1111.69        500.000                 NaN            NaN            NaN            NaN            NaN   8.26392                 NaN   6.97026       0.324556        42.9746        41.4667     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   8.27584                 NaN   6.98159       0.321322        42.9512        41.4700     
  1108.86        500.000                 NaN            NaN            NaN            NaN            NaN   8.28336                 NaN   6.98885       0.319246        42.9360        41.4725     
  1107.45        500.000                 NaN            NaN            NaN            NaN            NaN   8.28324                 NaN   6.98894       0.319202        42.9351        41.4735     
  1106.03        500.000                 NaN            NaN            NaN            NaN            NaN   8.26531                 NaN   6.97151       0.324098        42.9685        41.4706     
  1104.62        500.000                 NaN            NaN            NaN            NaN            NaN   8.27609                 NaN   6.98249       0.320993        42.9464        41.4740     
  1103.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.27906                 NaN   6.98552       0.320114        42.9396        41.4757     
  1101.79        500.000                 NaN            NaN            NaN            NaN            NaN   8.26619                 NaN   6.97289       0.323658        42.9634        41.4738     
  1100.38        500.000                 NaN            NaN            NaN            NaN            NaN   8.26704                 NaN   6.97361       0.323420        42.9610        41.4749     
  1098.96        500.000                 NaN            NaN            NaN            NaN            NaN   8.26808                 NaN   6.97458       0.323115        42.9581        41.4761     
  1097.55        500.000                 NaN            NaN            NaN            NaN            NaN   8.26943                 NaN   6.97566       0.322767        42.9549        41.4773     
  1096.14        500.000                 NaN            NaN            NaN            NaN            NaN   8.28128                 NaN   6.98868       0.319128        42.9298        41.4811     
  1094.72        500.000                 NaN            NaN            NaN            NaN            NaN   8.28107                 NaN   6.98869       0.319108        42.9290        41.4821     
  1093.31        500.000                 NaN            NaN            NaN            NaN            NaN   8.28086                 NaN   6.98870       0.319087        42.9283        41.4831     
  1091.90        500.000                 NaN            NaN            NaN            NaN            NaN   8.28060                 NaN   6.98867       0.319079        42.9276        41.4840     
  1090.48        500.000                 NaN            NaN            NaN            NaN            NaN   8.28035                 NaN   6.98863       0.319072        42.9270        41.4850     
  1089.07        500.000                 NaN            NaN            NaN            NaN            NaN   8.28010                 NaN   6.98859       0.319064        42.9263        41.4859     
  1087.65        500.000                 NaN            NaN            NaN            NaN            NaN   8.27984                 NaN   6.98855       0.319057        42.9257        41.4869     
  1086.24        500.000                 NaN            NaN            NaN            NaN            NaN   8.27959                 NaN   6.98852       0.319049        42.9250        41.4878     
  1084.83        500.000                 NaN            NaN            NaN            NaN            NaN   8.27934                 NaN   6.98848       0.319042        42.9243        41.4888     
  1083.41        500.000                 NaN            NaN            NaN            NaN            NaN   8.27908       0.401598E-005   6.98844       0.319035        42.9237        41.4897     
  1082.00        500.000                 NaN            NaN            NaN            NaN            NaN   8.27879       0.424613E-004   6.98841       0.319027        42.9230        41.4907     
  1080.59        500.000                 NaN            NaN            NaN            NaN            NaN   8.27796       0.619967E-003   6.98838       0.319018        42.9224        41.4917     
  1079.17        500.000                 NaN            NaN            NaN            NaN            NaN   8.27831       0.161022E-004   6.98833       0.319012        42.9217        41.4926     
  1077.76        500.000                 NaN            NaN            NaN            NaN            NaN   8.27799       0.854207E-004   6.98830       0.319004        42.9211        41.4936     
  1076.34        500.000                 NaN            NaN            NaN            NaN            NaN   8.27776       0.573420E-004   6.98826       0.318997        42.9204        41.4945     
  1074.93        500.000                 NaN            NaN            NaN            NaN            NaN   8.13790       0.141687        6.98968       0.318545        42.9164        41.4958     
  1073.52        500.000                 NaN            NaN            NaN            NaN            NaN   4.58690        3.74798        7.02997       0.306275        42.8231        41.5058     
  1072.10        500.000                 NaN            NaN            NaN            NaN            NaN   8.33811                 NaN   7.02998       0.306062        42.8193        41.5066     
  1070.69        500.000                 NaN            NaN            NaN            NaN            NaN   8.34007                 NaN   7.03180       0.305509        42.8146        41.5080     
  1069.28        500.000                 NaN            NaN            NaN            NaN            NaN   5.07801        3.25829        7.03176       0.305742        42.8170        41.5092     
  1067.86        500.000                 NaN            NaN            NaN            NaN            NaN   8.34387                 NaN   7.03527       0.304448        42.8057        41.5107     
  1066.45        500.000                 NaN            NaN            NaN            NaN            NaN   5.17812        3.15990        7.03378       0.305113        42.8115        41.5116     
  1065.03        500.000                 NaN            NaN            NaN            NaN            NaN   5.36171        2.97619        7.03409       0.305027        42.8103        41.5127     
  1063.62        500.000                 NaN            NaN            NaN            NaN            NaN   5.35444        2.98438        7.03486       0.304772        42.8077        41.5139     
  1062.21        500.000                 NaN            NaN            NaN  0.157898E-004            NaN   5.34852        2.99114        7.03563       0.304521        42.8051        41.5150     
  1060.79        500.000                 NaN            NaN            NaN            NaN            NaN   6.28985        2.06559        7.04823       0.300814        42.7750        41.5205     
  1059.38        500.000                 NaN            NaN            NaN            NaN            NaN   6.28966        2.06553        7.04819       0.300807        42.7744        41.5214     
  1057.97        500.000                 NaN            NaN            NaN            NaN            NaN   6.28947        2.06547        7.04815       0.300800        42.7737        41.5224     
  1056.55        500.000                 NaN            NaN            NaN            NaN            NaN   6.28928        2.06541        7.04812       0.300793        42.7731        41.5233     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   6.28907        2.06537        7.04808       0.300786        42.7724        41.5243     
  1053.72        500.000                 NaN            NaN            NaN            NaN            NaN   6.28888        2.06530        7.04804       0.300779        42.7718        41.5252     
  1052.31        500.000                 NaN            NaN            NaN  0.862445E-005            NaN   5.29153        3.05470        7.04147       0.302590        42.7865        41.5232     
  1050.90        500.000                 NaN            NaN            NaN            NaN            NaN   6.28842        2.06526        7.04797       0.300765        42.7705        41.5271     
  1049.48        500.000                 NaN            NaN            NaN            NaN            NaN   5.25939        3.08898        7.04312       0.302062        42.7808        41.5257     
  1048.07        500.000                 NaN            NaN            NaN            NaN            NaN   4.12948        4.24486        7.05999       0.297090        42.7388        41.5298     
  1046.65        500.000                 NaN            NaN            NaN  0.187277E-004            NaN   6.26008        2.09164        7.04710       0.301074        42.7704        41.5297     
  1045.24        500.000                 NaN            NaN            NaN  0.362285                 NaN  0.200268E-002   7.75076        6.97947       0.322655        42.9022        41.6806     
  1043.83        500.000                 NaN            NaN            NaN  0.544825                 NaN   7.42542       0.122579E-003   6.93427       0.339111        42.9982        41.7580     
  1042.41        500.000                 NaN            NaN            NaN  0.588600                 NaN   7.34929                 NaN   6.92427       0.342497        43.0181        41.7772     
  1041.00        500.000                 NaN            NaN            NaN  0.581184                 NaN   7.36534                 NaN   6.92839       0.341154        43.0082        41.7757     
  1039.59        500.000                 NaN            NaN            NaN   1.00103                 NaN   6.63822                 NaN   6.83669       0.372773        43.1970        41.9542     
  1038.17        500.000                 NaN            NaN            NaN   1.00101                 NaN   6.63801                 NaN   6.83666       0.372765        43.1964        41.9552     
  1036.76        500.000                 NaN            NaN            NaN   1.00099                 NaN   6.63780                 NaN   6.83662       0.372756        43.1957        41.9561     
  1035.34        500.000                 NaN            NaN            NaN   1.00096                 NaN   6.63756       0.480363E-004   6.83658       0.372748        43.1950        41.9571     
  1033.93        500.000                 NaN            NaN            NaN   1.00093                 NaN   6.63740                 NaN   6.83655       0.372739        43.1944        41.9580     
  1032.52        500.000                 NaN            NaN            NaN   1.00055                 NaN   6.63772                 NaN   6.83652       0.372731        43.1937        41.9588     
  1031.10        500.000                 NaN            NaN            NaN   1.00088                 NaN   6.63701                 NaN   6.83647       0.372722        43.1930        41.9599     
  1029.69        500.000                 NaN            NaN            NaN   1.00085                 NaN   6.63681                 NaN   6.83644       0.372713        43.1924        41.9608     
  1028.28        500.000                 NaN            NaN            NaN   1.00082                 NaN   6.63661                 NaN   6.83640       0.372704        43.1917        41.9618     
  1026.86        500.000                 NaN            NaN            NaN   1.00079                 NaN   6.63641                 NaN   6.83637       0.372696        43.1910        41.9627     
  1025.45        500.000                 NaN            NaN            NaN   1.00077                 NaN   6.63622                 NaN   6.83633       0.372687        43.1904        41.9636     
  1024.03        500.000                 NaN            NaN            NaN   1.00074                 NaN   6.63602                 NaN   6.83629       0.372678        43.1897        41.9646     
  1022.62        500.000                 NaN            NaN            NaN   1.00071                 NaN   6.63582                 NaN   6.83626       0.372670        43.1890        41.9655     
  1021.21        500.000                 NaN            NaN            NaN   1.00068                 NaN   6.63562                 NaN   6.83622       0.372661        43.1884        41.9665     
  1019.79        500.000                 NaN            NaN            NaN   1.00065                 NaN   6.63542                 NaN   6.83619       0.372652        43.1877        41.9674     
  1018.38        500.000                 NaN            NaN            NaN   1.00063                 NaN   6.63523                 NaN   6.83615       0.372644        43.1870        41.9683     
  1016.97        500.000                 NaN            NaN            NaN   1.00060                 NaN   6.63503                 NaN   6.83611       0.372635        43.1864        41.9693     
  1015.55        500.000                 NaN            NaN            NaN   1.05164                 NaN   6.55190                 NaN   6.82819       0.375575        43.2000        41.9927     
  1014.14        500.000                 NaN            NaN            NaN   1.05162                 NaN   6.55170                 NaN   6.82815       0.375566        43.1993        41.9937     
  1012.72        500.000                 NaN            NaN            NaN   1.05159                 NaN   6.55151                 NaN   6.82812       0.375558        43.1986        41.9946     
  1011.31        500.000                 NaN            NaN            NaN   1.05156                 NaN   6.55131                 NaN   6.82808       0.375549        43.1980        41.9955     
  1009.90        500.000                 NaN            NaN            NaN   1.09682                 NaN   6.47871                 NaN   6.82147       0.377979        43.2083        42.0167     
  1008.48        500.000                 NaN            NaN            NaN   1.09679                 NaN   6.47852                 NaN   6.82144       0.377970        43.2076        42.0177     
  1007.07        500.000                 NaN            NaN            NaN   1.09676                 NaN   6.47832                 NaN   6.82140       0.377962        43.2070        42.0186     
  1005.66        500.000                 NaN            NaN            NaN   1.09673                 NaN   6.47813                 NaN   6.82137       0.377953        43.2063        42.0195     
  1004.24        500.000                 NaN            NaN            NaN   1.09669                 NaN   6.47794                 NaN   6.82133       0.377944        43.2056        42.0205     
  1002.83        500.000                 NaN            NaN            NaN   1.09666                 NaN   6.47775                 NaN   6.82130       0.377936        43.2050        42.0214     
  1001.41        500.000                 NaN            NaN            NaN   1.09663                 NaN   6.47756                 NaN   6.82126       0.377927        43.2043        42.0223     
  1000.00        500.000                 NaN            NaN            NaN   1.09660                 NaN   6.47736                 NaN   6.82123       0.377918        43.2036        42.0233     
