|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.5/GRV/GRV_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1257.31        500.000                 NaN   96.1933                 NaN            NaN            NaN   1.20386                 NaN  0.486160       0.107529        2.00914                 NaN
  1255.89        500.000                 NaN   96.3465                 NaN            NaN            NaN   1.15892                 NaN  0.465016       0.102799        1.92674                 NaN
  1254.48        500.000                 NaN   96.4960                 NaN            NaN            NaN   1.11454                 NaN  0.446142       0.972881E-001   1.84602                 NaN
  1253.07        500.000                 NaN   96.6355                 NaN            NaN            NaN   1.07229                 NaN  0.427612       0.926856E-001   1.77196                 NaN
  1251.65        500.000                 NaN   96.7611                 NaN            NaN            NaN   1.03545                 NaN  0.411554       0.879240E-001   1.70398                 NaN
  1250.24        500.000                 NaN   96.8808                 NaN            NaN            NaN  0.999397                 NaN  0.394948       0.840601E-001   1.64076                 NaN
  1248.83        500.000                 NaN   96.9868                 NaN            NaN            NaN  0.968336                 NaN  0.380127       0.805147E-001   1.58427                 NaN
  1247.41        500.000                 NaN   97.0935                 NaN            NaN            NaN  0.937903                 NaN  0.369720       0.746972E-001   1.52421                 NaN
  1246.00        500.000                 NaN   97.1887                 NaN            NaN            NaN  0.908165                 NaN  0.352558       0.734463E-001   1.47714                 NaN
  1244.58        500.000                 NaN   97.2865                 NaN            NaN            NaN  0.878110                 NaN  0.340711       0.694006E-001   1.42528                 NaN
  1243.17        500.000                 NaN   97.3738                 NaN            NaN            NaN  0.851422                 NaN  0.328044       0.666221E-001   1.38010                 NaN
  1241.76        500.000                 NaN   97.4547                 NaN            NaN            NaN  0.828243                 NaN  0.318199       0.629982E-001   1.33581                 NaN
  1240.34        500.000                 NaN   97.5377                 NaN            NaN            NaN  0.802545                 NaN  0.307849       0.596986E-001   1.29222                 NaN
  1238.93        500.000                 NaN   97.6145                 NaN            NaN            NaN  0.778596                 NaN  0.296909       0.572008E-001   1.25275                 NaN
  1237.52        500.000                 NaN   97.6911                 NaN            NaN            NaN  0.753352                 NaN  0.285343       0.551682E-001   1.21502                 NaN
  1236.10        500.000                 NaN   97.7513                 NaN            NaN            NaN  0.737335                 NaN  0.277621       0.523591E-001   1.18140                 NaN
  1234.69        500.000                 NaN   97.8184                 NaN            NaN            NaN  0.716384                 NaN  0.268553       0.499175E-001   1.14678                 NaN
  1233.27        500.000                 NaN   97.8791                 NaN            NaN            NaN  0.697922                 NaN  0.260050       0.477198E-001   1.11518                 NaN
  1231.86        500.000                 NaN   97.9424                 NaN            NaN            NaN  0.677223                 NaN  0.251132       0.457187E-001   1.08353                 NaN
  1230.45        500.000                 NaN   97.9963                 NaN            NaN            NaN  0.661969                 NaN  0.244755       0.431106E-001   1.05383                 NaN
  1229.03        500.000                 NaN   98.0517                 NaN            NaN            NaN  0.644768                 NaN  0.237121       0.411316E-001   1.02523                 NaN
  1227.62        500.000                 NaN   98.1038                 NaN            NaN            NaN  0.628273                 NaN  0.229424       0.394987E-001  0.998975                 NaN
  1226.21        500.000                 NaN   98.1589                 NaN            NaN            NaN  0.609704                 NaN  0.221457       0.379074E-001  0.972029                 NaN
  1224.79        500.000                 NaN   98.2061                 NaN            NaN            NaN  0.595403                 NaN  0.215584       0.359050E-001  0.946977                 NaN
  1223.38        500.000                 NaN   98.2542                 NaN            NaN            NaN  0.579609                 NaN  0.208152       0.346362E-001  0.923406                 NaN
  1221.96        500.000                 NaN   98.3037                 NaN            NaN            NaN  0.562819                 NaN  0.201858       0.329095E-001  0.898689                 NaN
  1220.55        500.000                 NaN   98.3446                 NaN            NaN            NaN  0.550776                 NaN  0.196720       0.311789E-001  0.876765                 NaN
  1219.14        500.000                 NaN   89.3931                 NaN            NaN            NaN   1.85375                 NaN  0.924301       0.945055E-001   4.11324        3.62106     
  1217.72        500.000                 NaN   67.7817                 NaN            NaN            NaN   5.13354                 NaN   2.68521       0.236055        11.8441        12.3195     
  1216.31        500.000                 NaN   70.9063                 NaN            NaN            NaN   4.71506                 NaN   2.43438       0.201352        10.6416        11.1012     
  1214.90        500.000                 NaN   74.5665                 NaN            NaN            NaN   4.15007                 NaN   2.12841       0.170712        9.28456        9.69972     
  1213.48        500.000                 NaN   79.0016                 NaN            NaN            NaN   3.28180                 NaN   1.73564       0.141255        7.73487        8.10483     
  1212.07        500.000                 NaN   81.3091                 NaN  0.456650E-001            NaN   3.10846                 NaN   1.57940       0.114135        6.78332        7.05993     
  1210.65        500.000                 NaN   75.1794                 NaN            NaN            NaN   2.97043       0.918645        2.12412       0.162895        9.31735        9.32716     
  1209.24        500.000                 NaN   29.0688                 NaN            NaN            NaN   10.1591       0.933567        5.85075       0.370353        25.5240        28.0933     
  1207.83        500.000                 NaN   99.5797                 NaN            NaN            NaN  0.317951       0.579964E-001  0.443394E-001            NaN            NaN            NaN
  1206.41        500.000                 NaN   99.7074                 NaN            NaN            NaN  0.226669                 NaN  0.659311E-001            NaN            NaN            NaN
  1205.00        500.000                 NaN   98.7534                 NaN  0.130443E-002            NaN  0.850655                 NaN  0.301088                 NaN  0.935167E-001            NaN
  1203.58        500.000                 NaN   99.6127                 NaN            NaN            NaN  0.122685                 NaN  0.253334       0.112693E-001            NaN            NaN
  1202.17        500.000                 NaN   99.0443                 NaN  0.693424E-001            NaN  0.288464                 NaN  0.485152E-002            NaN  0.593030                 NaN
  1200.76        500.000                 NaN   99.6853                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.314691                 NaN
  1199.34        500.000                 NaN   94.7199                 NaN  0.420110                 NaN  0.518568                 NaN  0.304050                 NaN   2.01259        2.02481     
  1197.93        500.000                 NaN   99.4568                 NaN            NaN            NaN  0.855462E-001            NaN  0.264586E-001            NaN  0.431190                 NaN
  1196.52        500.000                 NaN   99.1378                 NaN            NaN            NaN  0.235541                 NaN  0.120629E-001  0.234305E-001  0.591184                 NaN
  1195.10        500.000                 NaN   74.7385                 NaN            NaN            NaN   2.86107                 NaN   1.83396       0.215401        10.2466        10.1045     
  1193.69        500.000                 NaN   94.1363                 NaN            NaN            NaN   1.26664                 NaN  0.470418                 NaN   2.39795        1.72868     
  1192.27        500.000                 NaN   99.2021                 NaN            NaN            NaN  0.270451                 NaN  0.113483       0.150294E-001            NaN  0.398941     
  1190.86        500.000                 NaN   71.2259                 NaN            NaN            NaN   2.86825       0.401098        2.00867       0.188412        12.2356        11.0721     
  1189.45        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1188.03        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1186.62        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1185.21        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1183.79        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1182.38        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1180.96        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1179.55        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1178.14        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1176.72        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1175.31        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1173.90        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1172.48        500.000                 NaN            NaN            NaN            NaN            NaN   11.0639                 NaN   7.11178       0.629419        41.1999        39.9950     
  1171.07        500.000                 NaN            NaN            NaN            NaN            NaN   10.8039       0.263606        7.11493       0.628016        41.1939        39.9956     
  1169.65        500.000                 NaN            NaN            NaN            NaN            NaN   10.8039       0.263583        7.11493       0.628016        41.1939        39.9956     
  1168.24        500.000                 NaN            NaN            NaN            NaN            NaN   10.8040       0.263536        7.11496       0.628003        41.1939        39.9956     
  1166.83        500.000                 NaN            NaN            NaN            NaN            NaN   10.8040       0.263536        7.11496       0.628003        41.1939        39.9956     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   10.8040       0.263536        7.11496       0.628003        41.1939        39.9956     
  1164.00        500.000                 NaN            NaN            NaN            NaN            NaN   9.66878        1.41462        7.12843       0.621914        41.1679        39.9984     
  1162.59        500.000                 NaN            NaN            NaN            NaN            NaN   9.66878        1.41462        7.12843       0.621914        41.1679        39.9984     
  1161.17        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88103        7.21421       0.581209        40.9899        40.0186     
  1159.76        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88103        7.21421       0.581209        40.9899        40.0186     
  1158.34        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1156.93        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1155.52        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1154.10        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1152.69        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1151.27        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1149.86        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1148.45        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1147.03        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1145.62        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1144.21        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1142.79        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1141.38        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1139.96        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1138.55        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1137.14        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1135.72        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1134.31        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1132.90        500.000                 NaN            NaN            NaN            NaN            NaN   9.31512        1.88104        7.21421       0.581209        40.9899        40.0186     
  1131.48        500.000                 NaN            NaN            NaN            NaN            NaN   1.89152        9.30463        7.21420       0.581213        40.9899        40.0186     
  1130.07        500.000                 NaN            NaN            NaN            NaN            NaN   1.89086        9.30529        7.21420       0.581210        40.9899        40.0186     
  1128.65        500.000                 NaN            NaN            NaN            NaN            NaN   11.1962                 NaN   7.21422       0.581204        40.9898        40.0186     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   1.89080        9.30536        7.21421       0.581206        40.9898        40.0186     
  1125.83        500.000                 NaN            NaN            NaN            NaN            NaN   11.1971                 NaN   7.21372       0.581263        40.9894        40.0186     
  1124.41        500.000                 NaN            NaN            NaN            NaN            NaN   11.1980                 NaN   7.21460       0.580867        40.9878        40.0187     
  1123.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.88743        9.30875        7.21422       0.581201        40.9898        40.0186     
  1121.59        500.000                 NaN            NaN            NaN            NaN            NaN   11.1897                 NaN   7.20378       0.585114        41.0043        40.0171     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN   11.2005                 NaN   7.21696       0.579813        40.9836        40.0191     
  1118.76        500.000                 NaN            NaN            NaN            NaN            NaN   1.89341        9.30280        7.21425       0.581188        40.9898        40.0186     
  1117.34        500.000                 NaN            NaN            NaN            NaN            NaN   1.53722        9.66694        7.22201       0.577822        40.9762        40.0199     
  1115.93        500.000                 NaN            NaN            NaN            NaN            NaN   1.55667        9.64752        7.22202       0.577811        40.9761        40.0199     
  1114.52        500.000                 NaN            NaN            NaN            NaN            NaN   1.51899        9.68532        7.22218       0.577749        40.9759        40.0199     
  1113.10        500.000                 NaN            NaN            NaN            NaN            NaN   11.2045                 NaN   7.22127       0.577965        40.9764        40.0199     
  1111.69        500.000                 NaN            NaN            NaN            NaN            NaN   11.2054                 NaN   7.22204       0.577594        40.9749        40.0200     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   11.2190                 NaN   7.23381       0.571851        40.9532        40.0222     
  1108.86        500.000                 NaN            NaN            NaN            NaN            NaN   11.2276                 NaN   7.24135       0.568167        40.9393        40.0236     
  1107.45        500.000                 NaN            NaN            NaN            NaN            NaN   11.2278                 NaN   7.24148       0.568103        40.9390        40.0236     
  1106.03        500.000                 NaN            NaN            NaN            NaN            NaN   11.2074                 NaN   7.22353       0.576835        40.9719        40.0203     
  1104.62        500.000                 NaN            NaN            NaN            NaN            NaN   11.2203                 NaN   7.23490       0.571319        40.9512        40.0224     
  1103.21        500.000                 NaN            NaN            NaN            NaN            NaN   11.2239                 NaN   7.23806       0.569767        40.9453        40.0230     
  1101.79        500.000                 NaN            NaN            NaN            NaN            NaN   11.2094                 NaN   7.22507       0.576094        40.9689        40.0206     
  1100.38        500.000                 NaN            NaN            NaN            NaN            NaN   11.2105                 NaN   7.22586       0.575683        40.9672        40.0208     
  1098.96        500.000                 NaN            NaN            NaN            NaN            NaN   11.2118                 NaN   7.22691       0.575155        40.9652        40.0210     
  1097.55        500.000                 NaN            NaN            NaN            NaN            NaN   11.2134                 NaN   7.22808       0.574549        40.9628        40.0212     
  1096.14        500.000                 NaN            NaN            NaN            NaN            NaN   11.2278                 NaN   7.24153       0.568078        40.9389        40.0236     
  1094.72        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279                 NaN   7.24157       0.568056        40.9389        40.0236     
  1093.31        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279                 NaN   7.24162       0.568032        40.9388        40.0236     
  1091.90        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279                 NaN   7.24162       0.568032        40.9388        40.0236     
  1090.48        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279                 NaN   7.24162       0.568032        40.9388        40.0236     
  1089.07        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279                 NaN   7.24162       0.568032        40.9388        40.0236     
  1087.65        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279                 NaN   7.24162       0.568032        40.9388        40.0236     
  1086.24        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279                 NaN   7.24162       0.568031        40.9388        40.0236     
  1084.83        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279                 NaN   7.24162       0.568032        40.9388        40.0236     
  1083.41        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279       0.542811E-005   7.24162       0.568032        40.9388        40.0236     
  1082.00        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279       0.573922E-004   7.24162       0.568032        40.9388        40.0236     
  1080.59        500.000                 NaN            NaN            NaN            NaN            NaN   11.2271       0.837576E-003   7.24163       0.568029        40.9388        40.0236     
  1079.17        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279       0.217411E-004   7.24162       0.568032        40.9388        40.0236     
  1077.76        500.000                 NaN            NaN            NaN            NaN            NaN   11.2278       0.115294E-003   7.24162       0.568031        40.9388        40.0236     
  1076.34        500.000                 NaN            NaN            NaN            NaN            NaN   11.2279       0.773607E-004   7.24162       0.568032        40.9388        40.0236     
  1074.93        500.000                 NaN            NaN            NaN            NaN            NaN   11.0390       0.191066        7.24314       0.567240        40.9356        40.0240     
  1073.52        500.000                 NaN            NaN            NaN            NaN            NaN   6.23516        5.05203        7.28510       0.545417        40.8486        40.0336     
  1072.10        500.000                 NaN            NaN            NaN            NaN            NaN   11.2898                 NaN   7.28521       0.545055        40.8461        40.0339     
  1070.69        500.000                 NaN            NaN            NaN            NaN            NaN   11.2922                 NaN   7.28713       0.544082        40.8423        40.0343     
  1069.28        500.000                 NaN            NaN            NaN            NaN            NaN   6.90337        4.38645        7.28705       0.544504        40.8446        40.0341     
  1067.86        500.000                 NaN            NaN            NaN            NaN            NaN   11.2969                 NaN   7.29080       0.542217        40.8350        40.0351     
  1066.45        500.000                 NaN            NaN            NaN            NaN            NaN   7.03990        4.25223        7.28922       0.543410        40.8406        40.0346     
  1065.03        500.000                 NaN            NaN            NaN            NaN            NaN   7.28972        4.00266        7.28957       0.543268        40.8401        40.0347     
  1063.62        500.000                 NaN            NaN            NaN            NaN            NaN   7.28006        4.01355        7.29041       0.542828        40.8382        40.0349     
  1062.21        500.000                 NaN            NaN            NaN  0.257790E-004            NaN   7.27223        4.02254        7.29125       0.542392        40.8364        40.0352     
  1060.79        500.000                 NaN            NaN            NaN            NaN            NaN   8.55229        2.76070        7.30426       0.535796        40.8079        40.0391     
  1059.38        500.000                 NaN            NaN            NaN            NaN            NaN   8.55229        2.76070        7.30426       0.535796        40.8079        40.0391     
  1057.97        500.000                 NaN            NaN            NaN            NaN            NaN   8.55229        2.76070        7.30426       0.535796        40.8079        40.0391     
  1056.55        500.000                 NaN            NaN            NaN            NaN            NaN   8.55229        2.76070        7.30426       0.535796        40.8079        40.0391     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN   8.55226        2.76073        7.30426       0.535796        40.8079        40.0391     
  1053.72        500.000                 NaN            NaN            NaN            NaN            NaN   8.55227        2.76072        7.30426       0.535796        40.8079        40.0391     
  1052.31        500.000                 NaN            NaN            NaN  0.140814E-004            NaN   7.19619        4.10751        7.29757       0.539041        40.8230        40.0367     
  1050.90        500.000                 NaN            NaN            NaN            NaN            NaN   8.55216        2.76083        7.30426       0.535796        40.8079        40.0391     
  1049.48        500.000                 NaN            NaN            NaN            NaN            NaN   7.15298        4.15354        7.29934       0.538125        40.8188        40.0372     
  1048.07        500.000                 NaN            NaN            NaN            NaN            NaN   5.55280        5.77819        7.31711       0.529297        40.7810        40.0416     
  1046.65        500.000                 NaN            NaN            NaN  0.305834E-004            NaN   8.51438        2.79717        7.30347       0.536385        40.8097        40.0389     
  1045.24        500.000                 NaN            NaN            NaN  0.591725                 NaN  0.271622E-002   10.4507        7.23559       0.575018        40.9487        40.1955     
  1043.83        500.000                 NaN            NaN            NaN  0.890014                 NaN   9.99436       0.166886E-003   7.18975       0.604442        41.0465        40.2748     
  1042.41        500.000                 NaN            NaN            NaN  0.961584                 NaN   9.88708                 NaN   7.17966       0.610512        41.0675        40.2937     
  1041.00        500.000                 NaN            NaN            NaN  0.949490                 NaN   9.90892                 NaN   7.18393       0.608128        41.0584        40.2911     
  1039.59        500.000                 NaN            NaN            NaN   1.63593                 NaN   8.88282                 NaN   7.09098       0.664703        41.2513        40.4743     
  1038.17        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88279                 NaN   7.09098       0.664704        41.2513        40.4743     
  1036.76        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1035.34        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88272       0.645483E-004   7.09098       0.664704        41.2513        40.4743     
  1033.93        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1032.52        500.000                 NaN            NaN            NaN   1.63537                 NaN   8.88354                 NaN   7.09099       0.664706        41.2513        40.4741     
  1031.10        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1029.69        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1028.28        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88279                 NaN   7.09098       0.664704        41.2513        40.4743     
  1026.86        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1025.45        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1024.03        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1022.62        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1021.21        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1019.79        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1018.38        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1016.97        500.000                 NaN            NaN            NaN   1.63595                 NaN   8.88278                 NaN   7.09098       0.664704        41.2513        40.4743     
  1015.55        500.000                 NaN            NaN            NaN   1.71953                 NaN   8.76304                 NaN   7.08309       0.669991        41.2666        40.4977     
  1014.14        500.000                 NaN            NaN            NaN   1.71953                 NaN   8.76304                 NaN   7.08309       0.669991        41.2666        40.4977     
  1012.72        500.000                 NaN            NaN            NaN   1.71953                 NaN   8.76304                 NaN   7.08309       0.669991        41.2666        40.4977     
  1011.31        500.000                 NaN            NaN            NaN   1.71953                 NaN   8.76304                 NaN   7.08309       0.669991        41.2666        40.4977     
  1009.90        500.000                 NaN            NaN            NaN   1.79366                 NaN   8.65799                 NaN   7.07653       0.674367        41.2787        40.5187     
  1008.48        500.000                 NaN            NaN            NaN   1.79366                 NaN   8.65799                 NaN   7.07653       0.674368        41.2787        40.5187     
  1007.07        500.000                 NaN            NaN            NaN   1.79366                 NaN   8.65799                 NaN   7.07653       0.674368        41.2787        40.5187     
  1005.66        500.000                 NaN            NaN            NaN   1.79366                 NaN   8.65799                 NaN   7.07653       0.674367        41.2787        40.5187     
  1004.24        500.000                 NaN            NaN            NaN   1.79366                 NaN   8.65799                 NaN   7.07653       0.674367        41.2787        40.5187     
  1002.83        500.000                 NaN            NaN            NaN   1.79366                 NaN   8.65799                 NaN   7.07653       0.674367        41.2787        40.5187     
  1001.41        500.000                 NaN            NaN            NaN   1.79366                 NaN   8.65799                 NaN   7.07653       0.674367        41.2787        40.5187     
  1000.00        500.000                 NaN            NaN            NaN   1.79366                 NaN   8.65799                 NaN   7.07653       0.674367        41.2787        40.5187     
