|6.6.6
Archiving\03_Data\eqfrac/QFM_m3/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             San(TH)        ilm            q             
  1215.15        2500.00                 NaN            NaN   12.5410        3.03942                 NaN            NaN            NaN   8.48262        43.8005        1.03607        31.1005     
  1214.00        2500.00                 NaN            NaN   1.78768        13.7374                 NaN            NaN            NaN   8.44004        43.8882        1.05553        31.0911     
  1212.84        2500.00                 NaN            NaN   12.6539        2.93420       0.237587E-005            NaN            NaN   8.47131        43.7985        1.04042        31.1017     
  1211.68        2500.00                 NaN            NaN   13.0049        2.61491                 NaN            NaN            NaN   8.48424        43.7484        1.03614        31.1114     
  1210.53        2500.00                 NaN            NaN   11.5936        3.96267       0.423807E-005            NaN            NaN   8.49561        43.8338        1.02330        31.0910     
  1209.37        2500.00                 NaN            NaN   12.6899        2.90434       0.331361E-005            NaN            NaN   8.47623        43.7892        1.03779        31.1026     
  1208.21        2500.00                 NaN            NaN   12.6967        2.89965       0.189221E-005            NaN            NaN   8.47793        43.7859        1.03691        31.1029     
  1207.06        2500.00                 NaN            NaN   1.77141        13.7663                 NaN            NaN            NaN   8.45030        43.8692        1.04994        31.0928     
  1205.90        2500.00                 NaN            NaN   12.7343        2.86653                 NaN            NaN            NaN   8.48113        43.7794        1.03509        31.1035     
  1204.74        2500.00                 NaN            NaN   12.7313        2.87159       0.325547E-005            NaN            NaN   8.48310        43.7760        1.03416        31.1038     
  1203.59        2500.00                 NaN            NaN   12.7385        2.86672                 NaN            NaN            NaN   8.48484        43.7726        1.03326        31.1041     
  1202.43        2500.00                 NaN            NaN   12.7491        2.86223       0.308075E-005            NaN            NaN   8.50104        43.7555        1.02639        31.1058     
  1201.27        2500.00                 NaN            NaN   13.7318        1.84737       0.461804E-004            NaN            NaN   8.46421        43.8171        1.03744        31.1021     
  1200.12        2500.00                 NaN            NaN   13.3158        2.31838       0.166214E-005            NaN            NaN   8.49330        43.7381        1.02453        31.1099     
  1198.96        2500.00                 NaN            NaN   13.1041        2.52836                 NaN            NaN            NaN   8.50454        43.7277        1.02444        31.1109     
  1197.80        2500.00                 NaN            NaN   12.7568        2.86442                 NaN            NaN            NaN   8.50794        43.7405        1.02286        31.1076     
  1196.65        2500.00                 NaN            NaN   12.8712        2.75228                 NaN            NaN            NaN   8.49870        43.7460        1.02501        31.1068     
  1195.49        2500.00                 NaN            NaN   12.7252        2.90705                 NaN            NaN            NaN   8.50478        43.7268        1.02501        31.1112     
  1194.33        2500.00                 NaN            NaN   1.78600        13.7991                 NaN            NaN            NaN   8.47745        43.8001        1.03497        31.1024     
  1193.18        2500.00                 NaN            NaN   12.7842        2.86028       0.308954E-005            NaN            NaN   8.50747        43.7155        1.02091        31.1117     
  1192.02        2500.00                 NaN            NaN   1.70265        13.8755                 NaN            NaN            NaN   8.47959        43.8037        1.03687        31.1017     
  1190.86        2500.00                 NaN            NaN   12.8570        2.78028       0.333629E-003            NaN            NaN   8.50815        43.7198        1.02338        31.1110     
  1189.71        2500.00                 NaN            NaN   12.8195        2.84233       0.309098E-005            NaN            NaN   8.51810        43.6990        1.00838        31.1126     
  1188.55        2500.00                 NaN            NaN   12.8399        2.82334                 NaN            NaN            NaN   8.52090        43.6951        1.00779        31.1130     
  1187.39        2500.00                 NaN            NaN   12.4822        3.17246       0.332459E-005            NaN            NaN   8.50317        43.7060        1.02003        31.1162     
  1186.24        2500.00                 NaN            NaN   12.4497        3.21044                 NaN            NaN            NaN   8.50369        43.6995        1.01907        31.1176     
  1185.08        2500.00                 NaN            NaN   12.9146        2.75355                 NaN            NaN            NaN   8.52770        43.6842        1.00590        31.1141     
  1183.92        2500.00                 NaN            NaN   12.9976        2.67437       0.276302E-005            NaN            NaN   8.52816        43.6785        1.00612        31.1152     
  1182.77        2500.00                 NaN            NaN   1.70914        13.9081                 NaN            NaN            NaN   8.50388        43.7580        1.01576        31.1051     
  1181.61        2500.00                 NaN            NaN   1.65122        13.9609                 NaN            NaN            NaN   8.47988        43.7760        1.02574        31.1062     
  1180.45        2500.00                 NaN            NaN   1.65191        13.9620                 NaN            NaN            NaN   8.48219        43.7727        1.02480        31.1064     
  1179.29        2500.00                 NaN            NaN   1.65256        13.9631                 NaN            NaN            NaN   8.48448        43.7694        1.02385        31.1066     
  1178.14        2500.00                 NaN            NaN   1.66036        13.9565                 NaN            NaN            NaN   8.48667        43.7665        1.02311        31.1068     
  1176.98        2500.00                 NaN            NaN   13.2210        2.45715       0.154870E-005            NaN            NaN   8.53087        43.6644        1.00836        31.1182     
  1175.82        2500.00                 NaN            NaN   13.0077        2.68732       0.158076E-005            NaN            NaN   8.55482        43.6269        1.00024        31.1230     
  1174.67        2500.00                 NaN            NaN   13.0334        2.66456       0.157011E-005            NaN            NaN   8.55797        43.6218       0.998852        31.1234     
  1173.51        2500.00                 NaN            NaN   13.1638        2.51686       0.306688E-005            NaN            NaN   8.54293        43.6545        1.00439        31.1176     
  1172.35        2500.00                 NaN            NaN   13.7179        1.93570                 NaN            NaN            NaN   8.62608        43.6039        1.00718        31.1092     
  1171.20        2500.00                 NaN            NaN   13.7536        1.90337       0.135693E-005            NaN            NaN   8.62567        43.5982        1.00790        31.1113     
  1170.04        2500.00                 NaN            NaN   6.96690                 NaN            NaN            NaN   5.65975        8.11574        45.2928        1.41966        32.5452     
  1168.88        2500.00                 NaN            NaN   13.7768        1.87973       0.133301E-005            NaN            NaN   8.62659        43.5990        1.00710        31.1108     
  1167.73        2500.00                 NaN            NaN   13.9316        1.74644       0.161895E-005            NaN            NaN   8.64821        43.5674       0.994174        31.1121     
  1166.57        2500.00                 NaN            NaN   13.9697        1.71394                 NaN            NaN            NaN   8.64364        43.5638       0.995726        31.1132     
  1165.41        2500.00                 NaN            NaN  0.868215        14.7577                 NaN            NaN            NaN   8.60653        43.6577        1.00975        31.1001     
  1164.26        2500.00                 NaN            NaN   14.5896        1.06058                 NaN            NaN            NaN   8.62330        43.6089        1.00764        31.1100     
  1163.10        2500.00                 NaN            NaN   1.06052        14.5657                 NaN            NaN            NaN   8.61177        43.6458        1.01286        31.1033     
  1161.94        2500.00                 NaN            NaN   14.5330        1.09242                 NaN            NaN            NaN   8.61304        43.6462        1.01240        31.1030     
  1160.79        2500.00                 NaN            NaN   1.10142        14.5395                 NaN            NaN            NaN   8.63845        43.6151        1.00049        31.1051     
  1159.63        2500.00                 NaN            NaN  0.947561        14.7063                 NaN            NaN            NaN   8.63520        43.6003        1.00123        31.1095     
  1158.47        2500.00                 NaN            NaN  0.915405        14.7443                 NaN            NaN            NaN   8.62840        43.5990        1.00314        31.1097     
  1157.32        2500.00                 NaN            NaN   1.07838        14.5736                 NaN            NaN            NaN   8.64428        43.5998       0.996744        31.1072     
  1156.16        2500.00                 NaN            NaN   1.04978        14.6049                 NaN            NaN            NaN   8.62675        43.6067        1.00378        31.1081     
  1155.00        2500.00                 NaN            NaN  0.986845        14.6621                 NaN            NaN            NaN   8.63381        43.6119       0.999696        31.1057     
  1153.85        2500.00                 NaN            NaN  0.972526        14.6803                 NaN            NaN            NaN   8.63751        43.6061       0.997454        31.1061     
  1152.69        2500.00                 NaN            NaN   14.0886        1.60467                 NaN            NaN            NaN   8.66596        43.5430       0.984308        31.1134     
  1151.53        2500.00                 NaN            NaN   14.1019        1.59370                 NaN            NaN            NaN   8.66759        43.5398       0.983329        31.1137     
  1150.38        2500.00                 NaN            NaN   14.1129        1.58491                 NaN            NaN            NaN   8.66894        43.5368       0.982503        31.1140     
  1149.22        2500.00                 NaN            NaN   14.1246        1.57543                 NaN            NaN            NaN   8.67061        43.5336       0.981504        31.1143     
  1148.06        2500.00                 NaN            NaN   14.1363        1.56577                 NaN            NaN            NaN   8.67218        43.5306       0.980552        31.1146     
  1146.91        2500.00                 NaN            NaN   14.2500        1.45095                 NaN            NaN            NaN   8.66763        43.5350       0.981891        31.1146     
  1145.75        2500.00                 NaN            NaN   14.2734        1.43134                 NaN            NaN            NaN   8.67046        43.5295       0.980132        31.1151     
  1144.59        2500.00                 NaN            NaN   14.0849        1.61928                 NaN            NaN            NaN   8.65284        43.5402       0.987951        31.1148     
  1143.44        2500.00                 NaN            NaN   14.2427        1.48141                 NaN            NaN            NaN   8.69118        43.4939       0.971676        31.1191     
  1142.28        2500.00                 NaN            NaN   14.2519        1.47449                 NaN            NaN            NaN   8.69237        43.4906       0.970993        31.1196     
  1141.12        2500.00                 NaN            NaN   14.2437        1.48416                 NaN            NaN            NaN   8.69340        43.4888       0.970310        31.1196     
  1139.97        2500.00                 NaN            NaN   14.2383        1.49100                 NaN            NaN            NaN   8.69430        43.4871       0.969681        31.1197     
  1138.81        2500.00                 NaN            NaN   14.2225        1.50924                 NaN            NaN            NaN   8.69625        43.4833       0.968674        31.1200     
  1137.65        2500.00                 NaN            NaN   14.2122        1.52144                 NaN            NaN            NaN   8.69759        43.4807       0.967887        31.1202     
  1136.50        2500.00                 NaN            NaN   14.2065        1.52862                 NaN            NaN            NaN   8.69648        43.4807       0.967387        31.1203     
  1135.34        2500.00                 NaN            NaN   13.9472        1.77991                 NaN            NaN            NaN   8.67215        43.4991       0.980068        31.1215     
  1134.18        2500.00                 NaN            NaN   13.8257        1.90644                 NaN            NaN            NaN   8.67216        43.4899       0.981559        31.1242     
  1133.03        2500.00                 NaN            NaN   13.9400        1.79360                 NaN            NaN            NaN   8.67759        43.4927       0.975734        31.1203     
  1131.87        2500.00                 NaN            NaN   13.9500        1.79090                 NaN            NaN            NaN   8.68315        43.4825       0.972408        31.1211     
  1130.71        2500.00                 NaN            NaN   12.9332        2.74234       0.126933E-005            NaN            NaN   8.72777        43.5271       0.963953        31.1056     
  1129.56        2500.00                 NaN            NaN   12.9548        2.72030                 NaN            NaN            NaN   8.73083        43.5247       0.963993        31.1054     
  1128.40        2500.00                 NaN            NaN   13.9558        1.79970                 NaN            NaN            NaN   8.68521        43.4585       0.973816        31.1270     
  1127.24        2500.00                 NaN            NaN   13.9426        1.81634                 NaN            NaN            NaN   8.68784        43.4528       0.972641        31.1278     
  1126.08        2500.00                 NaN            NaN   12.9950        2.68950       0.123064E-005            NaN            NaN   8.74168        43.5072       0.959641        31.1069     
  1124.93        2500.00                 NaN            NaN   12.9967        2.69014                 NaN            NaN            NaN   8.74355        43.5036       0.958770        31.1073     
  1123.77        2500.00                 NaN            NaN   13.0215        2.66641       0.126864E-005            NaN            NaN   8.74706        43.4995       0.958095        31.1074     
  1122.61        2500.00                 NaN            NaN   13.9413        1.82725       0.159448E-005            NaN            NaN   8.70549        43.4399       0.960688        31.1253     
  1121.46        2500.00                 NaN            NaN   14.0636        1.70859       0.161887E-005            NaN            NaN   8.70607        43.4311       0.962161        31.1285     
  1120.30        2500.00                 NaN            NaN   14.0419        1.72825                 NaN            NaN            NaN   8.70481        43.4337       0.963157        31.1282     
  1119.14        2500.00                 NaN            NaN   13.0460        2.64862                 NaN            NaN            NaN   8.76203        43.4806       0.954620        31.1082     
  1117.99        2500.00                 NaN            NaN   13.0396        2.65972                 NaN            NaN            NaN   8.76508        43.4734       0.952838        31.1093     
  1116.83        2500.00                 NaN            NaN   13.0236        2.67891                 NaN            NaN            NaN   8.76755        43.4686       0.951496        31.1098     
  1115.67        2500.00                 NaN            NaN   14.0911        1.69574                 NaN            NaN            NaN   8.71612        43.4102       0.956391        31.1304     
  1114.52        2500.00                 NaN            NaN   13.0459        2.66057                 NaN            NaN            NaN   8.77355        43.4602       0.949467        31.1103     
  1113.36        2500.00                 NaN            NaN   13.0428        2.66582                 NaN            NaN            NaN   8.77511        43.4568       0.948784        31.1106     
  1112.20        2500.00                 NaN            NaN   13.9914        1.80310                 NaN            NaN            NaN   8.72301        43.3942       0.954232        31.1341     
  1111.05        2500.00                 NaN            NaN   13.9776        1.82156                 NaN            NaN            NaN   8.72743        43.3882       0.951287        31.1339     
  1109.89        2500.00                 NaN            NaN   13.0744        2.64204                 NaN            NaN            NaN   8.78528        43.4413       0.945200        31.1118     
  1108.73        2500.00                 NaN            NaN   13.0893        2.62950       0.116729E-005            NaN            NaN   8.78869        43.4361       0.944289        31.1121     
  1107.58        2500.00                 NaN            NaN  0.478577E-003   13.0842        2.63788                 NaN            NaN   8.79272        43.4280       0.943529        31.1132     
  1106.42        2500.00                 NaN            NaN  0.329841E-003   13.0804        2.64265                 NaN            NaN   8.79479        43.4265       0.942329        31.1130     
  1105.26        2500.00                 NaN            NaN  0.202096E-004   13.0968        2.62913                 NaN            NaN   8.79815        43.4214       0.941171        31.1133     
  1104.11        2500.00                 NaN            NaN  0.499117E-003   13.0956        2.63188                 NaN            NaN   8.80154        43.4169       0.940017        31.1136     
  1102.95        2500.00                 NaN            NaN  0.833645E-003   14.1955        1.62378                 NaN            NaN   8.73880        43.3611       0.943541        31.1365     
  1101.79        2500.00                 NaN            NaN  0.412317E-003   13.1098        2.62237                 NaN            NaN   8.80876        43.4061       0.938335        31.1142     
  1100.64        2500.00                 NaN            NaN  0.927260E-003   13.7737        2.03782                 NaN            NaN   8.74959        43.3611       0.941545        31.1353     
  1099.48        2500.00                 NaN            NaN  0.350304E-003   13.1076        2.62896                 NaN            NaN   8.81365        43.3978       0.936530        31.1152     
  1098.32        2500.00                 NaN            NaN  0.166004E-002   13.6771        2.13580                 NaN            NaN   8.75773        43.3552       0.937485        31.1351     
  1097.17        2500.00                 NaN            NaN  0.782142E-003   13.0841        2.65813                 NaN            NaN   8.82045        43.3864       0.933748        31.1163     
  1096.01        2500.00                 NaN            NaN  0.183402E-002   13.9067        1.92300                 NaN            NaN   8.75992        43.3343       0.935499        31.1388     
  1094.85        2500.00                 NaN            NaN  0.320870E-003   13.0970        2.64946                 NaN            NaN   8.82623        43.3783       0.931817        31.1169     
  1093.70        2500.00                 NaN            NaN   13.1033        2.64747       0.726743E-005            NaN            NaN   8.82917        43.3715       0.930834        31.1177     
  1092.54        2500.00                 NaN            NaN  0.403633E-002   13.9919        1.83924                 NaN            NaN   8.75402        43.3368       0.935867        31.1382     
  1091.38        2500.00                 NaN            NaN  0.305204E-003   13.1033        2.65260                 NaN            NaN   8.83486        43.3618       0.928592        31.1185     
  1090.23        2500.00                 NaN            NaN  0.118736E-002   13.1109        2.64483                 NaN            NaN   8.83639        43.3604       0.927721        31.1186     
  1089.07        2500.00                 NaN            NaN   13.1124        2.64692                 NaN            NaN            NaN   8.83936        43.3556       0.926675        31.1190     
  1087.91        2500.00                 NaN            NaN   13.1099        2.65065       0.134824E-002            NaN            NaN   8.84236        43.3507       0.925627        31.1194     
  1086.76        2500.00                 NaN            NaN   13.1112        2.65308                 NaN            NaN            NaN   8.84539        43.3459       0.924591        31.1198     
  1085.60        2500.00                 NaN            NaN   13.1558        2.61448                 NaN            NaN            NaN   8.85108        43.3357       0.922096        31.1208     
  1084.44        2500.00                 NaN            NaN   1.84094        13.8477       0.625574E-004            NaN            NaN   8.82860        43.4404       0.936833        31.1055     
  1083.29        2500.00                 NaN            NaN   13.1525        2.62353                 NaN            NaN            NaN   8.85658        43.3258       0.919733        31.1218     
  1082.13        2500.00                 NaN            NaN   1.84112        13.8526       0.103624E-003            NaN            NaN   8.83468        43.4307       0.934605        31.1062     
  1080.97        2500.00                 NaN            NaN   13.1019        2.67477                 NaN            NaN            NaN   8.86012        43.3219       0.919256        31.1220     
  1079.82        2500.00                 NaN            NaN   13.1003        2.67894                 NaN            NaN            NaN   8.86312        43.3170       0.918172        31.1225     
  1078.66        2500.00                 NaN            NaN   13.0985        2.68332                 NaN            NaN            NaN   8.86600        43.3120       0.917211        31.1230     
  1077.50        2500.00                 NaN            NaN   13.0937        2.69060                 NaN            NaN            NaN   8.86927        43.3071       0.916008        31.1234     
  1076.34        2500.00                 NaN            NaN   13.0927        2.69355                 NaN            NaN            NaN   8.87236        43.3024       0.915221        31.1238     
  1075.19        2500.00                 NaN            NaN   13.0924        2.69624                 NaN            NaN            NaN   8.87572        43.2974       0.914093        31.1241     
  1074.03        2500.00                 NaN            NaN   13.1421        2.65403                 NaN            NaN            NaN   8.88016        43.2871       0.911229        31.1254     
  1072.87        2500.00                 NaN            NaN   13.0783        2.71600                 NaN            NaN            NaN   8.88078        43.2878       0.911884        31.1252     
  1071.72        2500.00                 NaN            NaN   13.0978        2.69974                 NaN            NaN            NaN   8.88264        43.2829       0.910712        31.1263     
  1070.56        2500.00                 NaN            NaN   13.0826        2.71828                 NaN            NaN            NaN   8.88550        43.2771       0.909497        31.1270     
  1069.40        2500.00                 NaN            NaN   13.0672        2.73442                 NaN            NaN            NaN   8.88925        43.2739       0.908713        31.1265     
  1068.25        2500.00                 NaN            NaN   13.0608        2.74353                 NaN            NaN            NaN   8.89197        43.2691       0.907598        31.1270     
  1067.09        2500.00                 NaN            NaN   12.9002        2.90790                 NaN            NaN            NaN   8.89179        43.2647       0.907049        31.1284     
  1065.93        2500.00                 NaN            NaN   12.8955        2.91532                 NaN            NaN            NaN   8.89471        43.2596       0.905944        31.1289     
  1064.78        2500.00                 NaN            NaN   12.8753        2.93756                 NaN            NaN            NaN   8.89713        43.2555       0.905092        31.1294     
  1063.62        2500.00                 NaN            NaN   12.8586        2.95659                 NaN            NaN            NaN   8.89960        43.2512       0.904184        31.1298     
  1062.46        2500.00                 NaN            NaN   12.8620        2.95589                 NaN            NaN            NaN   8.90266        43.2461       0.903046        31.1303     
  1061.31        2500.00                 NaN            NaN  0.137235E-003   13.0276        2.79175                 NaN            NaN   8.90881        43.2404       0.901350        31.1299     
  1060.15        2500.00                 NaN            NaN  0.112437E-003   13.0220        2.79988                 NaN            NaN   8.91201        43.2355       0.900179        31.1303     
  1058.99        2500.00                 NaN            NaN  0.121265E-003   13.0155        2.80918                 NaN            NaN   8.91457        43.2306       0.899145        31.1309     
  1057.84        2500.00                 NaN            NaN  0.956441E-004   13.0109        2.81612                 NaN            NaN   8.91739        43.2261       0.898108        31.1313     
  1056.68        2500.00                 NaN            NaN   13.0491        2.78514                 NaN            NaN            NaN   8.92269        43.2150       0.895518        31.1325     
  1055.52        2500.00                 NaN            NaN   13.0484        2.78841                 NaN            NaN            NaN   8.92562        43.2102       0.894246        31.1330     
  1054.37        2500.00                 NaN            NaN   13.0447        2.79467                 NaN            NaN            NaN   8.92839        43.2055       0.893165        31.1335     
  1053.21        2500.00                 NaN            NaN   12.7940        3.03991                 NaN            NaN            NaN   8.92331        43.2132       0.896155        31.1334     
  1052.05        2500.00                 NaN            NaN   6.71408       0.541820E-004            NaN            NaN   5.86189        8.13077        45.2509        1.42369        32.6187     
  1050.90        2500.00                 NaN            NaN   6.71823       0.506679E-004            NaN            NaN   5.86068        8.13219        45.2474        1.42276        32.6187     
  1049.74        2500.00                 NaN            NaN   6.71427       0.488353E-004            NaN            NaN   5.86353        8.13213        45.2473        1.42305        32.6197     
  1048.58        2500.00                 NaN            NaN   13.0172        2.83494                 NaN            NaN            NaN   8.94330        43.1808       0.887832        31.1359     
  1047.43        2500.00                 NaN            NaN   13.0092        2.84619                 NaN            NaN            NaN   8.94546        43.1758       0.886711        31.1367     
  1046.27        2500.00                 NaN            NaN   12.9776        2.87964                 NaN            NaN            NaN   8.94734        43.1724       0.885953        31.1371     
  1045.11        2500.00                 NaN            NaN  0.591418E-004   12.9293        2.92559                 NaN            NaN   8.94838        43.1733       0.886651        31.1368     
  1043.96        2500.00                 NaN            NaN  0.535826E-004   12.9093        2.94810                 NaN            NaN   8.95044        43.1691       0.885709        31.1374     
  1042.80        2500.00                 NaN            NaN   12.9677        2.89743                 NaN            NaN            NaN   8.95627        43.1573       0.882616        31.1387     
  1041.64        2500.00                 NaN            NaN   2.12704        13.6348                 NaN            NaN            NaN   8.92927        43.2890       0.901164        31.1188     
  1040.49        2500.00                 NaN            NaN   12.9547        2.91589                 NaN            NaN            NaN   8.96160        43.1477       0.880431        31.1397     
  1039.33        2500.00                 NaN            NaN   12.9469        2.92650                 NaN            NaN            NaN   8.96467        43.1424       0.879313        31.1403     
  1038.17        2500.00                 NaN            NaN   12.8790        2.99177                 NaN            NaN            NaN   8.96456        43.1444       0.880283        31.1400     
  1037.02        2500.00                 NaN            NaN   12.8694        3.00393                 NaN            NaN            NaN   8.96721        43.1397       0.879250        31.1406     
  1035.86        2500.00                 NaN            NaN  0.414334E-004   12.8605        3.01520                 NaN            NaN   8.96945        43.1354       0.878295        31.1410     
  1034.70        2500.00                 NaN            NaN  0.436897E-004   12.8647        3.01385                 NaN            NaN   8.97254        43.1303       0.877043        31.1415     
  1033.55        2500.00                 NaN            NaN  0.438019E-004   12.8383        3.04251                 NaN            NaN   8.97491        43.1259       0.876255        31.1421     
  1032.39        2500.00                 NaN            NaN  0.464964E-004   12.8353        3.04846                 NaN            NaN   8.97766        43.1208       0.875105        31.1427     
  1031.23        2500.00                 NaN            NaN   6.68558                 NaN            NaN            NaN   5.88493        8.14221        45.2350        1.42235        32.6300     
  1030.08        2500.00                 NaN            NaN   6.67474                 NaN            NaN            NaN   5.89317        8.14104        45.2354        1.42310        32.6326     
  1028.92        2500.00                 NaN            NaN  0.299410E-004   12.7956        3.09562                 NaN            NaN   8.98523        43.1071       0.872172        31.1443     
  1027.76        2500.00                 NaN            NaN   2.24747        13.5372                 NaN            NaN            NaN   8.96042        43.2413       0.889978        31.1236     
  1026.61        2500.00                 NaN            NaN   12.7770        3.11941                 NaN            NaN            NaN   8.99052        43.0975       0.870127        31.1454     
  1025.45        2500.00                 NaN            NaN   12.7885        3.11110                 NaN            NaN            NaN   8.99379        43.0919       0.868744        31.1460     
  1024.29        2500.00                 NaN            NaN   6.67711                 NaN            NaN            NaN   5.89420        8.13450        45.2349        1.42571        32.6336     
  1023.13        2500.00                 NaN            NaN   6.67025                 NaN            NaN            NaN   5.89896        8.13272        45.2373        1.42629        32.6345     
  1021.98        2500.00                 NaN            NaN   6.66302                 NaN            NaN            NaN   5.90371        8.13179        45.2394        1.42658        32.6355     
  1020.82        2500.00                 NaN            NaN   6.57890       0.261123E-004            NaN            NaN   5.97507        8.14314        45.2233        1.42131        32.6582     
  1019.66        2500.00                 NaN            NaN   6.57656       0.220698E-004            NaN            NaN   5.97716        8.14340        45.2225        1.42130        32.6591     
  1018.51        2500.00                 NaN            NaN   6.64245                 NaN            NaN            NaN   5.92372        8.14558        45.2215        1.42202        32.6448     
  1017.35        2500.00                 NaN            NaN   6.66518                 NaN            NaN            NaN   5.90963        8.14624        45.2213        1.41921        32.6385     
  1016.19        2500.00                 NaN            NaN   6.56598       0.231081E-004            NaN            NaN   5.98321        8.14104        45.2261        1.42280        32.6608     
  1015.04        2500.00                 NaN            NaN   6.56349       0.176496E-004            NaN            NaN   5.98537        8.14143        45.2252        1.42277        32.6617     
  1013.88        2500.00                 NaN            NaN   6.57922       0.156662E-004            NaN            NaN   5.97939        8.14671        45.2132        1.41991        32.6615     
  1012.72        2500.00                 NaN            NaN   6.56450       0.250324E-004            NaN            NaN   5.98816        8.14654        45.2163        1.42075        32.6638     
  1011.57        2500.00                 NaN            NaN   6.56253       0.154997E-004            NaN            NaN   5.98956        8.14679        45.2162        1.42062        32.6642     
  1010.41        2500.00                 NaN            NaN   6.56091       0.142741E-004            NaN            NaN   5.99319        8.14840        45.2114        1.41989        32.6662     
  1009.25        2500.00                 NaN            NaN   6.55417       0.150103E-004            NaN            NaN   5.99622        8.14611        45.2149        1.42156        32.6670     
  1008.10        2500.00                 NaN            NaN   6.54709       0.147747E-004            NaN            NaN   6.00024        8.14843        45.2151        1.42109        32.6680     
  1006.94        2500.00                 NaN            NaN   6.54602       0.383447E-004            NaN            NaN   6.00202        8.14698        45.2156        1.42114        32.6682     
  1005.78        2500.00                 NaN            NaN   6.54395       0.374977E-004            NaN            NaN   6.00393        8.14732        45.2146        1.42109        32.6690     
  1004.63        2500.00                 NaN            NaN   6.54190       0.117539E-004            NaN            NaN   6.00585        8.14767        45.2137        1.42105        32.6698     
  1003.47        2500.00                 NaN            NaN   6.53985       0.122347E-004            NaN            NaN   6.00774        8.14802        45.2127        1.42101        32.6706     
  1002.31        2500.00                 NaN            NaN   6.54097       0.144758E-004            NaN            NaN   6.00770        8.14927        45.2100        1.42076        32.6713     
  1001.16        2500.00                 NaN            NaN   6.53797       0.156902E-004            NaN            NaN   6.01228        8.15109        45.2068        1.41920        32.6727     
  1000.00        2500.00                 NaN            NaN   6.61728                 NaN            NaN            NaN   5.95915        8.15214        45.1886        1.41991        32.6629     
