|6.6.6
Archiving\03_Data\eq/QFM/Y98/Y98_1.tab                                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             pnt           
  1182.69        2500.00                 NaN   11.5349       0.963262       0.741340        41.1640        22.4193        16.6459        6.53134                 NaN
  1179.49        2500.00                 NaN   11.7491       0.963307       0.797332        41.2023        22.1987        16.2866        6.80271                 NaN
  1176.28        2500.00                 NaN   11.7491       0.963307       0.797332        41.2023        22.1987        16.2866        6.80271                 NaN
  1173.08        2500.00                 NaN   11.7491       0.963307       0.797332        41.2023        22.1987        16.2866        6.80271                 NaN
  1169.87        2500.00                 NaN   11.7491       0.963307       0.797332        41.2023        22.1987        16.2866        6.80271                 NaN
  1166.67        2500.00                 NaN   11.7491       0.963307       0.797332        41.2023        22.1987        16.2866        6.80271                 NaN
  1163.46        2500.00                 NaN   11.7491       0.963307       0.797332        41.2023        22.1987        16.2866        6.80271                 NaN
  1160.26        2500.00                 NaN   11.7491       0.963307       0.797332        41.2023        22.1987        16.2866        6.80271                 NaN
  1157.05        2500.00                 NaN   11.7491       0.963307       0.797332        41.2023        22.1987        16.2866        6.80271                 NaN
  1153.85        2500.00                 NaN   11.9446       0.963349       0.853674        41.2797        22.0003        15.9060        7.05234                 NaN
  1150.64        2500.00                 NaN   11.9446       0.963349       0.853674        41.2797        22.0003        15.9060        7.05234                 NaN
  1147.44        2500.00                 NaN   11.9446       0.963349       0.853674        41.2797        22.0003        15.9060        7.05234                 NaN
  1144.23        2500.00                 NaN   11.9446       0.963349       0.853674        41.2797        22.0003        15.9060        7.05234                 NaN
  1141.03        2500.00                 NaN   11.9446       0.963349       0.853674        41.2797        22.0003        15.9060        7.05234                 NaN
  1137.82        2500.00                 NaN   11.9446       0.963349       0.853674        41.2797        22.0003        15.9060        7.05234                 NaN
  1134.62        2500.00                 NaN   11.9446       0.963349       0.853674        41.2797        22.0003        15.9060        7.05234                 NaN
  1131.41        2500.00                 NaN   11.9446       0.963349       0.853674        41.2797        22.0003        15.9060        7.05234                 NaN
  1128.21        2500.00                 NaN   12.1190       0.963389       0.912879        41.3812        21.8180        15.5247        7.28079                 NaN
  1125.00        2500.00                 NaN   12.1190       0.963389       0.912879        41.3812        21.8180        15.5247        7.28079                 NaN
  1121.79        2500.00                 NaN   12.1190       0.963389       0.912879        41.3812        21.8180        15.5247        7.28079                 NaN
  1118.59        2500.00                 NaN   12.1190       0.963389       0.912879        41.3812        21.8180        15.5247        7.28079                 NaN
  1115.38        2500.00                 NaN   12.1190       0.963389       0.912879        41.3812        21.8180        15.5247        7.28079                 NaN
  1112.18        2500.00                 NaN   12.1190       0.963389       0.912879        41.3812        21.8180        15.5247        7.28079                 NaN
  1108.97        2500.00                 NaN   12.1190       0.963389       0.912879        41.3812        21.8180        15.5247        7.28079                 NaN
  1105.77        2500.00                 NaN   12.1190       0.963389       0.912879        41.3812        21.8180        15.5247        7.28079                 NaN
  1102.56        2500.00                 NaN   12.2735       0.963425       0.974488        41.5166        21.6546        15.1292        7.48813                 NaN
  1099.36        2500.00                 NaN   12.2735       0.963425       0.974488        41.5166        21.6546        15.1292        7.48813                 NaN
  1096.15        2500.00                 NaN   12.2735       0.963425       0.974488        41.5166        21.6546        15.1292        7.48813                 NaN
  1092.95        2500.00                 NaN   12.2735       0.963425       0.974488        41.5166        21.6546        15.1292        7.48813                 NaN
  1089.74        2500.00                 NaN   12.2735       0.963425       0.974488        41.5166        21.6546        15.1292        7.48813                 NaN
  1086.54        2500.00                 NaN   12.2735       0.963425       0.974488        41.5166        21.6546        15.1292        7.48813                 NaN
  1083.33        2500.00                 NaN   12.2735       0.963425       0.974488        41.5166        21.6546        15.1292        7.48813                 NaN
  1080.13        2500.00                 NaN   12.2735       0.963425       0.974488        41.5166        21.6546        15.1292        7.48813                 NaN
  1076.92        2500.00                 NaN   12.4114       0.963461        1.03965        41.6772        21.4949        14.7337        7.67972                 NaN
  1073.72        2500.00                 NaN   12.4114       0.963461        1.03965        41.6772        21.4949        14.7337        7.67972                 NaN
  1070.51        2500.00                 NaN   12.4114       0.963461        1.03965        41.6772        21.4949        14.7337        7.67972                 NaN
  1067.31        2500.00                 NaN   12.4114       0.963461        1.03965        41.6772        21.4949        14.7337        7.67972                 NaN
  1064.10        2500.00                 NaN   12.4114       0.963461        1.03965        41.6772        21.4949        14.7337        7.67972                 NaN
  1060.90        2500.00                 NaN   12.4114       0.963461        1.03965        41.6772        21.4949        14.7337        7.67972                 NaN
  1057.69        2500.00                 NaN   12.4114       0.963461        1.03965        41.6772        21.4949        14.7337        7.67972                 NaN
  1054.49        2500.00                 NaN   12.4114       0.963461        1.03965        41.6772        21.4949        14.7337        7.67972                 NaN
  1051.28        2500.00                 NaN   12.5314       0.963494        1.10757        41.8657        14.3300        21.3484        7.85349                 NaN
  1048.08        2500.00                 NaN   12.5314       0.963494        1.10757        41.8657        14.3300        21.3484        7.85349                 NaN
  1044.87        2500.00                 NaN   12.5314       0.963494        1.10757        41.8657        14.3300        21.3484        7.85349                 NaN
  1041.67        2500.00                 NaN   12.5314       0.963494        1.10757        41.8657        14.3300        21.3484        7.85349                 NaN
  1038.46        2500.00                 NaN   12.5314       0.963494        1.10757        41.8657        14.3300        21.3484        7.85349                 NaN
  1035.26        2500.00                 NaN   12.5314       0.963494        1.10757        41.8657        14.3300        21.3484        7.85349                 NaN
  1032.05        2500.00                 NaN   12.5314       0.963494        1.10757        41.8657        14.3300        21.3484        7.85349                 NaN
  1028.85        2500.00                 NaN   12.5314       0.963494        1.10757        41.8657        14.3300        21.3484        7.85349                 NaN
  1025.64        2500.00                 NaN   12.6303       0.963524        1.17976        42.0844        21.2191        13.9153        8.00754                 NaN
  1022.44        2500.00                 NaN   12.6303       0.963524        1.17976        42.0844        21.2191        13.9153        8.00754                 NaN
  1019.23        2500.00                 NaN   12.6530       0.963532        1.19934        42.1410        13.8151        21.1839        8.04418                 NaN
  1016.03        2500.00                 NaN   12.6654       0.943718        1.20147        42.4760        13.4304        21.1887        8.07141       0.228050E-001
  1012.82        2500.00                 NaN   12.6780       0.921480        1.20288        42.8457        21.1954        13.0080        8.10015       0.483979E-001
  1009.62        2500.00                 NaN   12.6780       0.921480        1.20288        42.8457        21.1954        13.0080        8.10015       0.483979E-001
  1006.41        2500.00                 NaN   12.6780       0.921480        1.20288        42.8457        21.1954        13.0080        8.10015       0.483979E-001
  1003.21        2500.00                 NaN   12.6780       0.921480        1.20288        42.8457        21.1954        13.0080        8.10015       0.483979E-001
  1000.00        2500.00                 NaN   12.7180       0.837576        1.21327        44.2308        21.2266        11.4240        8.20481       0.144964     
