|6.6.6
Archiving\03_Data\eq/QFM/Y98/Y98_3.tab                                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          11
T(K)           P(bar)         melt(TH)       O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             pnt           
  1189.10        2500.00                 NaN   10.7917       0.873555       0.573804        40.5172        22.6605        16.5943        7.98887                 NaN
  1185.90        2500.00                 NaN   10.7917       0.873558       0.573814        40.5170        22.6603        16.5943        7.98928                 NaN
  1182.69        2500.00                 NaN   10.7916       0.873560       0.573824        40.5168        22.6602        16.5943        7.98970                 NaN
  1179.49        2500.00                 NaN   10.9803       0.873174       0.616814        40.5354        22.4447        16.2315        8.31800                 NaN
  1176.28        2500.00                 NaN   10.9802       0.873176       0.616824        40.5352        22.4446        16.2315        8.31843                 NaN
  1173.08        2500.00                 NaN   10.9801       0.873178       0.616835        40.5350        22.4444        16.2315        8.31886                 NaN
  1169.87        2500.00                 NaN   10.9800       0.873180       0.616845        40.5348        22.4443        16.2315        8.31929                 NaN
  1166.67        2500.00                 NaN   10.9800       0.873183       0.616855        40.5346        22.4441        16.2315        8.31972                 NaN
  1163.46        2500.00                 NaN   10.9799       0.873185       0.616866        40.5344        22.4440        16.2315        8.32016                 NaN
  1160.26        2500.00                 NaN   10.9798       0.873187       0.616876        40.5342        22.4438        16.2315        8.32059                 NaN
  1157.05        2500.00                 NaN   10.9797       0.873189       0.616886        40.5340        22.4437        16.2315        8.32102                 NaN
  1153.85        2500.00                 NaN   11.1506       0.872840       0.660160        40.5923        22.2525        15.8486        8.62297                 NaN
  1150.64        2500.00                 NaN   11.1505       0.872842       0.660171        40.5921        22.2524        15.8486        8.62342                 NaN
  1147.44        2500.00                 NaN   11.1504       0.872844       0.660182        40.5919        22.2522        15.8486        8.62386                 NaN
  1144.23        2500.00                 NaN   11.1503       0.872846       0.660192        40.5917        22.2520        15.8486        8.62431                 NaN
  1141.03        2500.00                 NaN   11.1502       0.872848       0.660203        40.5915        22.2519        15.8486        8.62475                 NaN
  1137.82        2500.00                 NaN   11.1501       0.872850       0.660214        40.5913        22.2517        15.8486        8.62520                 NaN
  1134.62        2500.00                 NaN   11.1500       0.872851       0.660225        40.5911        22.2516        15.8486        8.62564                 NaN
  1131.41        2500.00                 NaN   11.1499       0.872853       0.660236        40.5909        22.2514        15.8486        8.62609                 NaN
  1128.21        2500.00                 NaN   11.3018       0.872541       0.705861        40.6753        22.0761        15.4660        8.90241                 NaN
  1125.00        2500.00                 NaN   11.3017       0.872542       0.705872        40.6751        22.0759        15.4660        8.90287                 NaN
  1121.79        2500.00                 NaN   11.3016       0.872544       0.705884        40.6749        22.0757        15.4659        8.90333                 NaN
  1118.59        2500.00                 NaN   11.3015       0.872545       0.705896        40.6747        22.0756        15.4659        8.90378                 NaN
  1115.38        2500.00                 NaN   11.3015       0.872547       0.705907        40.6745        22.0754        15.4659        8.90424                 NaN
  1112.18        2500.00                 NaN   11.3014       0.872548       0.705918        40.6743        22.0752        15.4659        8.90470                 NaN
  1108.97        2500.00                 NaN   11.3013       0.872550       0.705930        40.6741        22.0751        15.4659        8.90515                 NaN
  1105.77        2500.00                 NaN   11.3012       0.872551       0.705941        40.6739        22.0749        15.4659        8.90561                 NaN
  1102.56        2500.00                 NaN   11.4344       0.872276       0.753533        40.7930        21.9196        15.0708        9.15642                 NaN
  1099.36        2500.00                 NaN   11.4343       0.872277       0.753545        40.7928        21.9194        15.0708        9.15689                 NaN
  1096.15        2500.00                 NaN   11.4342       0.872278       0.753557        40.7926        21.9192        15.0708        9.15736                 NaN
  1092.95        2500.00                 NaN   11.4341       0.872279       0.753569        40.7924        21.9191        15.0708        9.15782                 NaN
  1089.74        2500.00                 NaN   11.4340       0.872280       0.753582        40.7922        21.9189        15.0708        9.15829                 NaN
  1086.54        2500.00                 NaN   11.4339       0.872281       0.753594        40.7920        21.9187        15.0708        9.15876                 NaN
  1083.33        2500.00                 NaN   11.4338       0.872282       0.753606        40.7917        21.9185        15.0708        9.15922                 NaN
  1080.13        2500.00                 NaN   11.4337       0.872283       0.753618        40.7915        21.9184        15.0708        9.15969                 NaN
  1076.92        2500.00                 NaN   11.5520       0.872035       0.804079        40.9362        21.7674        14.6768        9.39151                 NaN
  1073.72        2500.00                 NaN   11.5518       0.872036       0.804092        40.9360        21.7672        14.6768        9.39198                 NaN
  1070.51        2500.00                 NaN   11.5517       0.872037       0.804105        40.9358        21.7671        14.6768        9.39246                 NaN
  1067.31        2500.00                 NaN   11.5516       0.872037       0.804117        40.9356        21.7669        14.6768        9.39294                 NaN
  1064.10        2500.00                 NaN   11.5515       0.872038       0.804130        40.9354        21.7667        14.6768        9.39341                 NaN
  1060.90        2500.00                 NaN   11.5514       0.872039       0.804143        40.9352        21.7665        14.6768        9.39389                 NaN
  1057.69        2500.00                 NaN   11.5513       0.872040       0.804155        40.9350        21.7664        14.6768        9.39437                 NaN
  1054.49        2500.00                 NaN   11.5512       0.872040       0.804168        40.9348        21.7662        14.6768        9.39484                 NaN
  1051.28        2500.00                 NaN   11.6533       0.871823       0.856930        41.1085        14.2751        21.6292        9.60518                 NaN
  1048.08        2500.00                 NaN   11.6532       0.871824       0.856944        41.1082        14.2751        21.6290        9.60566                 NaN
  1044.87        2500.00                 NaN   11.6531       0.871824       0.856957        41.1080        14.2751        21.6288        9.60615                 NaN
  1041.67        2500.00                 NaN   11.6530       0.871824       0.856971        41.1078        14.2751        21.6286        9.60663                 NaN
  1038.46        2500.00                 NaN   11.6529       0.871825       0.856984        41.1076        14.2751        21.6285        9.60711                 NaN
  1035.26        2500.00                 NaN   11.6528       0.871825       0.856997        41.1074        14.2751        21.6283        9.60760                 NaN
  1032.05        2500.00                 NaN   11.6527       0.871826       0.857011        41.1072        14.2751        21.6281        9.60808                 NaN
  1028.85        2500.00                 NaN   11.6526       0.871826       0.857024        41.1070        14.2751        21.6279        9.60857                 NaN
  1025.64        2500.00                 NaN   11.7355       0.871644       0.913303        41.3122        21.5084        13.8637        9.79516                 NaN
  1022.44        2500.00                 NaN   11.7354       0.871644       0.913318        41.3120        21.5083        13.8637        9.79565                 NaN
  1019.23        2500.00                 NaN   11.7539       0.871602       0.928640        41.3652        13.7646        21.4756        9.84043                 NaN
  1016.03        2500.00                 NaN   11.7650       0.853677       0.930467        41.6944        13.3834        21.4820        9.87422       0.169516E-001
  1012.82        2500.00                 NaN   11.7763       0.833563       0.931800        42.0577        21.4901        12.9646        9.90988       0.359760E-001
  1009.62        2500.00                 NaN   11.7762       0.833563       0.931815        42.0575        21.4899        12.9646        9.91037       0.359763E-001
  1006.41        2500.00                 NaN   11.7761       0.833563       0.931829        42.0573        21.4898        12.9646        9.91087       0.359767E-001
  1003.21        2500.00                 NaN   11.7760       0.833563       0.931844        42.0571        21.4896        12.9646        9.91137       0.359770E-001
  1000.00        2500.00                 NaN   11.8123       0.757675       0.940772        43.4201        21.5272        11.3942        10.0401       0.107763     
