|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/EETA/EETA_1.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           Opx(TH)        an             San(TH)        ilm            q             
  1198.96        2500.00                 NaN   13.1483                 NaN            NaN            NaN            NaN   7.87883        44.9167        1.41034        32.6459     
  1197.80        2500.00                 NaN   13.1811                 NaN            NaN            NaN            NaN   7.89454        44.8728        1.39953        32.6520     
  1196.65        2500.00                 NaN   13.1681                 NaN            NaN            NaN            NaN   7.88908        44.8890        1.40405        32.6497     
  1195.49        2500.00                 NaN   13.1756                 NaN            NaN            NaN            NaN   7.89374        44.8781        1.40143        32.6511     
  1194.33        2500.00                 NaN   13.1840                 NaN            NaN            NaN            NaN   7.89869        44.8663        1.39843        32.6526     
  1193.18        2500.00                 NaN   3.48804        9.65837                 NaN            NaN            NaN   7.88222        44.9163        1.40984        32.6452     
  1192.02        2500.00                 NaN   2.55420        10.6212                 NaN            NaN            NaN   7.89696        44.8767        1.40016        32.6507     
  1190.86        2500.00                 NaN   13.1796                 NaN            NaN            NaN            NaN   7.89891        44.8698        1.39957        32.6521     
  1189.71        2500.00                 NaN   3.37461        9.80702                 NaN            NaN            NaN   7.90207        44.8666        1.39774        32.6519     
  1188.55        2500.00                 NaN   4.01888        9.15911                 NaN            NaN            NaN   7.90102        44.8718        1.39833        32.6508     
  1187.39        2500.00                 NaN   5.38526        7.79349                 NaN            NaN            NaN   7.90499        44.8675        1.39786        32.6509     
  1186.24        2500.00                 NaN   9.64065        3.50539       0.104626E-003            NaN            NaN   7.87915        44.9226        1.40731        32.6448     
  1185.08        2500.00                 NaN   9.87928        3.26814                 NaN            NaN            NaN   7.88099        44.9200        1.40670        32.6449     
  1183.92        2500.00                 NaN   9.98038        3.16867                 NaN            NaN            NaN   7.88288        44.9169        1.40605        32.6451     
  1182.77        2500.00                 NaN   9.97519        3.17573                 NaN            NaN            NaN   7.88474        44.9135        1.40539        32.6455     
  1181.61        2500.00                 NaN   9.96979        3.18302                 NaN            NaN            NaN   7.88660        44.9100        1.40472        32.6458     
  1180.45        2500.00                 NaN   9.96467        3.19006                 NaN            NaN            NaN   7.88847        44.9066        1.40405        32.6462     
  1179.29        2500.00                 NaN   9.95974        3.19690                 NaN            NaN            NaN   7.89033        44.9031        1.40337        32.6466     
  1178.14        2500.00                 NaN   9.95488        3.20368                 NaN            NaN            NaN   7.89219        44.8996        1.40269        32.6469     
  1176.98        2500.00                 NaN   9.94875        3.21173                 NaN            NaN            NaN   7.89406        44.8962        1.40201        32.6473     
  1175.82        2500.00                 NaN   9.94469        3.21774                 NaN            NaN            NaN   7.89593        44.8927        1.40133        32.6476     
  1174.67        2500.00                 NaN   9.93987        3.22451                 NaN            NaN            NaN   7.89780        44.8892        1.40064        32.6480     
  1173.51        2500.00                 NaN   9.93508        3.23127                 NaN            NaN            NaN   7.89967        44.8857        1.39995        32.6484     
  1172.35        2500.00                 NaN   9.93044        3.23787                 NaN            NaN            NaN   7.90154        44.8822        1.39926        32.6487     
  1171.20        2500.00                 NaN   9.92618        3.24411                 NaN            NaN            NaN   7.90341        44.8786        1.39856        32.6491     
  1170.04        2500.00                 NaN   9.92144        3.25085                 NaN            NaN            NaN   7.90528        44.8751        1.39786        32.6495     
  1168.88        2500.00                 NaN   9.91650        3.25778                 NaN            NaN            NaN   7.90716        44.8715        1.39716        32.6499     
  1167.73        2500.00                 NaN   9.91245        3.26385                 NaN            NaN            NaN   7.90904        44.8680        1.39645        32.6502     
  1166.57        2500.00                 NaN   9.90808        3.27024                 NaN            NaN            NaN   7.91091        44.8644        1.39574        32.6506     
  1165.41        2500.00                 NaN   9.90405        3.27631                 NaN            NaN            NaN   7.91278        44.8608        1.39503        32.6510     
  1164.26        2500.00                 NaN   9.89978        3.28262                 NaN            NaN            NaN   7.91467        44.8572        1.39431        32.6514     
  1163.10        2500.00                 NaN   9.89564        3.28880                 NaN            NaN            NaN   7.91655        44.8536        1.39360        32.6518     
  1161.94        2500.00                 NaN   9.89155        3.29496                 NaN            NaN            NaN   7.91844        44.8500        1.39287        32.6522     
  1160.79        2500.00                 NaN   9.88776        3.30082                 NaN            NaN            NaN   7.92032        44.8464        1.39215        32.6525     
  1159.63        2500.00                 NaN   9.88413        3.30653                 NaN            NaN            NaN   7.92221        44.8428        1.39142        32.6529     
  1158.47        2500.00                 NaN   9.88037        3.31237                 NaN            NaN            NaN   7.92410        44.8391        1.39069        32.6533     
  1157.32        2500.00                 NaN   9.87677        3.31807                 NaN            NaN            NaN   7.92599        44.8355        1.38995        32.6537     
  1156.16        2500.00                 NaN   9.87322        3.32374                 NaN            NaN            NaN   7.92788        44.8318        1.38922        32.6541     
  1155.00        2500.00                 NaN   9.86925        3.32982                 NaN            NaN            NaN   7.92977        44.8282        1.38848        32.6545     
  1153.85        2500.00                 NaN   9.86598        3.33523                 NaN            NaN            NaN   7.93167        44.8245        1.38773        32.6549     
  1152.69        2500.00                 NaN   9.86330        3.34005                 NaN            NaN            NaN   7.93356        44.8208        1.38698        32.6553     
  1151.53        2500.00                 NaN   9.85962        3.34588                 NaN            NaN            NaN   7.93546        44.8171        1.38623        32.6557     
  1150.38        2500.00                 NaN   9.85717        3.35049                 NaN            NaN            NaN   7.93735        44.8134        1.38548        32.6561     
  1149.22        2500.00                 NaN   9.73741        3.47215                 NaN            NaN            NaN   7.93888        44.8103        1.38474        32.6565     
  1148.06        2500.00                 NaN   9.73264        3.47910                 NaN            NaN            NaN   7.94077        44.8066        1.38398        32.6569     
  1146.91        2500.00                 NaN   9.72728        3.48664                 NaN            NaN            NaN   7.94267        44.8029        1.38322        32.6573     
  1145.75        2500.00                 NaN   9.72279        3.49332                 NaN            NaN            NaN   7.94457        44.7991        1.38245        32.6577     
  1144.59        2500.00                 NaN   9.71833        3.49998                 NaN            NaN            NaN   7.94647        44.7954        1.38168        32.6581     
  1143.44        2500.00                 NaN   9.71385        3.50666                 NaN            NaN            NaN   7.94837        44.7916        1.38091        32.6586     
  1142.28        2500.00                 NaN   9.70929        3.51344                 NaN            NaN            NaN   7.95028        44.7879        1.38014        32.6590     
  1141.12        2500.00                 NaN   9.70486        3.52010                 NaN            NaN            NaN   7.95218        44.7841        1.37936        32.6594     
  1139.97        2500.00                 NaN   9.70058        3.52662                 NaN            NaN            NaN   7.95409        44.7803        1.37858        32.6598     
  1138.81        2500.00                 NaN   9.69650        3.53295                 NaN            NaN            NaN   7.95600        44.7765        1.37780        32.6603     
  1137.65        2500.00                 NaN   9.69255        3.53916                 NaN            NaN            NaN   7.95791        44.7727        1.37702        32.6607     
  1136.50        2500.00                 NaN   9.68850        3.54547                 NaN            NaN            NaN   7.95982        44.7689        1.37623        32.6611     
  1135.34        2500.00                 NaN   9.68475        3.55149                 NaN            NaN            NaN   7.96174        44.7650        1.37543        32.6615     
  1134.18        2500.00                 NaN   9.68093        3.55760                 NaN            NaN            NaN   7.96365        44.7612        1.37464        32.6620     
  1133.03        2500.00                 NaN   9.67731        3.56351                 NaN            NaN            NaN   7.96557        44.7574        1.37384        32.6624     
  1131.87        2500.00                 NaN   9.67377        3.56936                 NaN            NaN            NaN   7.96748        44.7535        1.37304        32.6628     
  1130.71        2500.00                 NaN   9.67031        3.57513                 NaN            NaN            NaN   7.96940        44.7496        1.37224        32.6633     
  1129.56        2500.00                 NaN   9.66504        3.58273                 NaN            NaN            NaN   7.97132        44.7457        1.37143        32.6637     
  1128.40        2500.00                 NaN   9.66390        3.58619                 NaN            NaN            NaN   7.97325        44.7419        1.37062        32.6642     
  1127.24        2500.00                 NaN   9.66084        3.59160                 NaN            NaN            NaN   7.97517        44.7380        1.36981        32.6646     
  1126.08        2500.00                 NaN   9.65784        3.59695                 NaN            NaN            NaN   7.97709        44.7341        1.36900        32.6651     
  1124.93        2500.00                 NaN   9.65496        3.60219                 NaN            NaN            NaN   7.97902        44.7301        1.36818        32.6655     
  1123.77        2500.00                 NaN   9.65222        3.60729                 NaN            NaN            NaN   7.98095        44.7262        1.36736        32.6660     
  1122.61        2500.00                 NaN   9.64956        3.61234                 NaN            NaN            NaN   7.98288        44.7223        1.36653        32.6664     
  1121.46        2500.00                 NaN   9.64708        3.61720                 NaN            NaN            NaN   7.98481        44.7183        1.36571        32.6669     
  1120.30        2500.00                 NaN   9.64465        3.62203                 NaN            NaN            NaN   7.98674        44.7144        1.36488        32.6673     
  1119.14        2500.00                 NaN   9.64236        3.62672                 NaN            NaN            NaN   7.98867        44.7104        1.36405        32.6678     
  1117.99        2500.00                 NaN   9.64023        3.63127                 NaN            NaN            NaN   7.99061        44.7064        1.36321        32.6682     
  1116.83        2500.00                 NaN   9.63815        3.63578                 NaN            NaN            NaN   7.99254        44.7025        1.36238        32.6687     
  1115.67        2500.00                 NaN   9.63623        3.64013                 NaN            NaN            NaN   7.99448        44.6985        1.36154        32.6692     
  1114.52        2500.00                 NaN   9.63444        3.64436                 NaN            NaN            NaN   7.99642        44.6945        1.36069        32.6696     
  1113.36        2500.00                 NaN   9.63238        3.64886                 NaN            NaN            NaN   7.99836        44.6904        1.35985        32.6701     
  1112.20        2500.00                 NaN   9.63112        3.65258                 NaN            NaN            NaN   8.00030        44.6864        1.35900        32.6706     
  1111.05        2500.00                 NaN   9.62939        3.65678                 NaN            NaN            NaN   8.00225        44.6824        1.35815        32.6711     
  1109.89        2500.00                 NaN   9.62818        3.66047                 NaN            NaN            NaN   8.00419        44.6783        1.35730        32.6715     
  1108.73        2500.00                 NaN   9.62674        3.66439                 NaN            NaN            NaN   8.00613        44.6743        1.35644        32.6720     
  1107.58        2500.00                 NaN   9.62565        3.66797                 NaN            NaN            NaN   8.00808        44.6702        1.35558        32.6725     
  1106.42        2500.00                 NaN   9.62460        3.67152                 NaN            NaN            NaN   8.01003        44.6662        1.35472        32.6730     
  1105.26        2500.00                 NaN   9.62356        3.67508                 NaN            NaN            NaN   8.01198        44.6621        1.35386        32.6734     
  1104.11        2500.00                 NaN   9.62255        3.67860                 NaN            NaN            NaN   8.01393        44.6580        1.35299        32.6739     
  1102.95        2500.00                 NaN   9.62179        3.68189                 NaN            NaN            NaN   8.01588        44.6539        1.35212        32.6744     
  1101.79        2500.00                 NaN   9.62109        3.68512                 NaN            NaN            NaN   8.01783        44.6498        1.35125        32.6749     
  1100.64        2500.00                 NaN   9.62047        3.68829                 NaN            NaN            NaN   8.01978        44.6457        1.35038        32.6754     
  1099.48        2500.00                 NaN   9.61995        3.69136                 NaN            NaN            NaN   8.02173        44.6416        1.34951        32.6759     
  1098.32        2500.00                 NaN   9.61946        3.69441                 NaN            NaN            NaN   8.02369        44.6374        1.34863        32.6764     
  1097.17        2500.00                 NaN   9.61903        3.69741                 NaN            NaN            NaN   8.02565        44.6333        1.34775        32.6769     
  1096.01        2500.00                 NaN   9.61863        3.70038                 NaN            NaN            NaN   8.02760        44.6292        1.34687        32.6774     
  1094.85        2500.00                 NaN   9.61853        3.70307                 NaN            NaN            NaN   8.02956        44.6250        1.34598        32.6779     
  1093.70        2500.00                 NaN   9.61836        3.70583                 NaN            NaN            NaN   8.03152        44.6208        1.34510        32.6784     
  1092.54        2500.00                 NaN   9.61824        3.70854                 NaN            NaN            NaN   8.03348        44.6167        1.34421        32.6789     
  1091.38        2500.00                 NaN   9.61816        3.71124                 NaN            NaN            NaN   8.03544        44.6125        1.34332        32.6794     
  1090.23        2500.00                 NaN   9.61818        3.71383                 NaN            NaN            NaN   8.03740        44.6083        1.34242        32.6799     
  1089.07        2500.00                 NaN   9.61820        3.71644                 NaN            NaN            NaN   8.03936        44.6041        1.34153        32.6804     
  1087.91        2500.00                 NaN   9.61832        3.71894                 NaN            NaN            NaN   8.04133        44.5999        1.34063        32.6809     
  1086.76        2500.00                 NaN   9.61845        3.72146                 NaN            NaN            NaN   8.04329        44.5957        1.33973        32.6814     
  1085.60        2500.00                 NaN   9.61846        3.72408                 NaN            NaN            NaN   8.04525        44.5914        1.33883        32.6819     
  1084.44        2500.00                 NaN   9.61862        3.72658                 NaN            NaN            NaN   8.04722        44.5872        1.33793        32.6824     
  1083.29        2500.00                 NaN   9.61903        3.72883                 NaN            NaN            NaN   8.04918        44.5830        1.33703        32.6830     
  1082.13        2500.00                 NaN   9.61926        3.73126                 NaN            NaN            NaN   8.05115        44.5787        1.33612        32.6835     
  1080.97        2500.00                 NaN   9.61950        3.73370                 NaN            NaN            NaN   8.05311        44.5745        1.33521        32.6840     
  1079.82        2500.00                 NaN   9.61980        3.73608                 NaN            NaN            NaN   8.05508        44.5702        1.33430        32.6845     
  1078.66        2500.00                 NaN   9.61991        3.73865                 NaN            NaN            NaN   8.05705        44.5659        1.33339        32.6850     
  1077.50        2500.00                 NaN   9.62032        3.74094                 NaN            NaN            NaN   8.05902        44.5617        1.33248        32.6856     
  1076.34        2500.00                 NaN   9.62057        3.74339                 NaN            NaN            NaN   8.06098        44.5574        1.33156        32.6861     
  1075.19        2500.00                 NaN   9.62082        3.74585                 NaN            NaN            NaN   8.06295        44.5531        1.33065        32.6866     
  1074.03        2500.00                 NaN   9.62103        3.74836                 NaN            NaN            NaN   8.06492        44.5488        1.32973        32.6872     
  1072.87        2500.00                 NaN   9.62123        3.75088                 NaN            NaN            NaN   8.06689        44.5445        1.32881        32.6877     
  1071.72        2500.00                 NaN   9.62138        3.75346                 NaN            NaN            NaN   8.06886        44.5402        1.32789        32.6882     
  1070.56        2500.00                 NaN   9.62151        3.75606                 NaN            NaN            NaN   8.07083        44.5359        1.32697        32.6888     
  1069.40        2500.00                 NaN   9.62162        3.75869                 NaN            NaN            NaN   8.07280        44.5315        1.32604        32.6893     
  1068.25        2500.00                 NaN   9.62167        3.76139                 NaN            NaN            NaN   8.07477        44.5272        1.32512        32.6899     
  1067.09        2500.00                 NaN   9.62162        3.76419                 NaN            NaN            NaN   8.07674        44.5229        1.32419        32.6904     
  1065.93        2500.00                 NaN   9.62154        3.76703                 NaN            NaN            NaN   8.07870        44.5185        1.32326        32.6909     
  1064.78        2500.00                 NaN   9.62133        3.77000                 NaN            NaN            NaN   8.08067        44.5142        1.32234        32.6915     
  1063.62        2500.00                 NaN   9.62116        3.77294                 NaN            NaN            NaN   8.08264        44.5098        1.32141        32.6920     
  1062.46        2500.00                 NaN   9.62085        3.77603                 NaN            NaN            NaN   8.08461        44.5055        1.32048        32.6926     
  1061.31        2500.00                 NaN   9.62051        3.77915                 NaN            NaN            NaN   8.08658        44.5011        1.31955        32.6931     
  1060.15        2500.00                 NaN   9.61990        3.78254                 NaN            NaN            NaN   8.08855        44.4967        1.31861        32.6937     
  1058.99        2500.00                 NaN   9.61948        3.78576                 NaN            NaN            NaN   8.09052        44.4923        1.31768        32.6942     
  1057.84        2500.00                 NaN   9.61883        3.78920                 NaN            NaN            NaN   8.09248        44.4879        1.31675        32.6948     
  1056.68        2500.00                 NaN   9.61806        3.79277                 NaN            NaN            NaN   8.09445        44.4835        1.31581        32.6954     
  1055.52        2500.00                 NaN   9.61719        3.79645                 NaN            NaN            NaN   8.09642        44.4791        1.31488        32.6959     
  1054.37        2500.00                 NaN   9.61623        3.80022                 NaN            NaN            NaN   8.09838        44.4747        1.31394        32.6965     
  1053.21        2500.00                 NaN   9.61512        3.80415                 NaN            NaN            NaN   8.10035        44.4703        1.31300        32.6970     
  1052.05        2500.00                 NaN   9.61393        3.80817                 NaN            NaN            NaN   8.10231        44.4659        1.31206        32.6976     
  1050.90        2500.00                 NaN   9.61257        3.81235                 NaN            NaN            NaN   8.10428        44.4615        1.31113        32.6982     
  1049.74        2500.00                 NaN   9.61112        3.81663                 NaN            NaN            NaN   8.10624        44.4571        1.31019        32.6987     
  1048.58        2500.00                 NaN   9.60953        3.82106                 NaN            NaN            NaN   8.10820        44.4526        1.30925        32.6993     
  1047.43        2500.00                 NaN   9.60780        3.82563                 NaN            NaN            NaN   8.11017        44.4482        1.30831        32.6999     
  1046.27        2500.00                 NaN   9.60593        3.83035                 NaN            NaN            NaN   8.11213        44.4438        1.30737        32.7005     
  1045.11        2500.00                 NaN   2.67228       0.812919E-005   10.6969                 NaN            NaN   8.03908        44.5642        1.33712        32.6904     
  1043.96        2500.00                 NaN   9.60178        3.84019                 NaN            NaN            NaN   8.11604        44.4349        1.30549        32.7016     
  1042.80        2500.00                 NaN   9.59948        3.84534                 NaN            NaN            NaN   8.11800        44.4304        1.30455        32.7022     
  1041.64        2500.00                 NaN   9.59705        3.85063                 NaN            NaN            NaN   8.11996        44.4260        1.30361        32.7028     
  1040.49        2500.00                 NaN   9.59385        3.85669                 NaN            NaN            NaN   8.12193        44.4215        1.30266        32.7033     
  1039.33        2500.00                 NaN   9.59111        3.86229                 NaN            NaN            NaN   8.12388        44.4171        1.30172        32.7039     
  1038.17        2500.00                 NaN   9.58825        3.86802                 NaN            NaN            NaN   8.12583        44.4126        1.30078        32.7045     
  1037.02        2500.00                 NaN   9.58521        3.87393                 NaN            NaN            NaN   8.12779        44.4081        1.29984        32.7051     
  1035.86        2500.00                 NaN   9.45926        4.01292                 NaN            NaN            NaN   8.13632        44.3890        1.29500        32.7075     
  1034.70        2500.00                 NaN   9.45439        4.02085                 NaN            NaN            NaN   8.13839        44.3843        1.29399        32.7081     
  1033.55        2500.00                 NaN   9.44930        4.02900                 NaN            NaN            NaN   8.14046        44.3796        1.29298        32.7087     
  1032.39        2500.00                 NaN   9.44411        4.03726                 NaN            NaN            NaN   8.14254        44.3748        1.29197        32.7093     
  1031.23        2500.00                 NaN   9.43873        4.04571                 NaN            NaN            NaN   8.14461        44.3700        1.29096        32.7099     
  1030.08        2500.00                 NaN   9.43318        4.05434                 NaN            NaN            NaN   8.14668        44.3653        1.28994        32.7106     
  1028.92        2500.00                 NaN   9.42689        4.06370                 NaN            NaN            NaN   8.14875        44.3605        1.28894        32.7112     
  1027.76        2500.00                 NaN   9.41070        4.08268                 NaN            NaN            NaN   8.15066        44.3562        1.28801        32.7118     
  1026.61        2500.00                 NaN   9.39464        4.10156                 NaN            NaN            NaN   8.15257        44.3518        1.28709        32.7124     
  1025.45        2500.00                 NaN   9.37872        4.12028                 NaN            NaN            NaN   8.15448        44.3474        1.28616        32.7129     
  1024.29        2500.00                 NaN   9.36293        4.13889                 NaN            NaN            NaN   8.15639        44.3430        1.28523        32.7135     
  1023.13        2500.00                 NaN   9.34725        4.15739                 NaN            NaN            NaN   8.15831        44.3386        1.28431        32.7141     
  1021.98        2500.00                 NaN   9.33172        4.17574                 NaN            NaN            NaN   8.16022        44.3342        1.28338        32.7147     
  1020.82        2500.00                 NaN   9.31629        4.19399                 NaN            NaN            NaN   8.16213        44.3298        1.28245        32.7153     
  1019.66        2500.00                 NaN   9.30100        4.21212                 NaN            NaN            NaN   8.16405        44.3254        1.28152        32.7159     
  1018.51        2500.00                 NaN   9.28583        4.23013                 NaN            NaN            NaN   8.16597        44.3210        1.28059        32.7165     
  1017.35        2500.00                 NaN   9.27080        4.24801                 NaN            NaN            NaN   8.16789        44.3166        1.27966        32.7171     
  1016.19        2500.00                 NaN   9.25587        4.26579                 NaN            NaN            NaN   8.16981        44.3121        1.27873        32.7177     
  1015.04        2500.00                 NaN   9.24108        4.28344                 NaN            NaN            NaN   8.17173        44.3077        1.27780        32.7183     
  1013.88        2500.00                 NaN   9.22642        4.30097                 NaN            NaN            NaN   8.17365        44.3032        1.27686        32.7189     
  1012.72        2500.00                 NaN   9.21188        4.31838                 NaN            NaN            NaN   8.17558        44.2988        1.27593        32.7195     
  1011.57        2500.00                 NaN   9.19746        4.33568                 NaN            NaN            NaN   8.17751        44.2943        1.27499        32.7201     
  1010.41        2500.00                 NaN   9.18316        4.35286                 NaN            NaN            NaN   8.17944        44.2898        1.27406        32.7207     
  1009.25        2500.00                 NaN   9.16898        4.36993                 NaN            NaN            NaN   8.18137        44.2853        1.27312        32.7213     
  1008.10        2500.00                 NaN   9.15494        4.38687                 NaN            NaN            NaN   8.18330        44.2808        1.27218        32.7219     
  1006.94        2500.00                 NaN   1.80478        11.8434                 NaN            NaN            NaN   8.25062        44.1266        1.23526        32.7393     
  1005.78        2500.00                 NaN   1.33464        5.78579        5.97147                 NaN            NaN   7.98213        44.9066        1.38914        32.6302     
  1004.63        2500.00                 NaN  0.985521        6.10755        5.97156                 NaN            NaN   7.96037        44.9553        1.39642        32.6233     
  1003.47        2500.00                 NaN   1.99951        11.6572                 NaN            NaN            NaN   8.25623        44.1137        1.23241        32.7410     
  1002.31        2500.00                 NaN   2.00208        11.6586                 NaN            NaN            NaN   8.25876        44.1077        1.23110        32.7418     
  1001.16        2500.00                 NaN   12.1281        1.46421                 NaN            NaN            NaN   8.18805        44.2112        1.27273        32.7357     
  1000.00        2500.00                 NaN   1.13618        6.04738        5.89374                 NaN            NaN   7.97094        44.9358        1.39006        32.6259     
