|6.6.6
Archiving\03_Data\frac/QFM_m5/TIS/TIS_1.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          25
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              geik           wo             sill           tiTHL         
  1694.24        2500.00        91.1034                 NaN            NaN            NaN            NaN            NaN   1.00645        7.87404       0.161581E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        91.0921                 NaN            NaN            NaN            NaN            NaN   1.00648        7.88528       0.161586E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        91.0806                 NaN            NaN            NaN            NaN            NaN   1.00652        7.89674       0.161591E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        91.0381                 NaN            NaN            NaN            NaN            NaN   1.00664        7.93911       0.161610E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        91.0585                 NaN            NaN            NaN            NaN            NaN   1.00658        7.91872       0.161601E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        91.0475                 NaN            NaN            NaN            NaN            NaN   1.00661        7.92971       0.161606E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        91.0366                 NaN            NaN            NaN            NaN            NaN   1.00664        7.94065       0.161611E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        91.0256                 NaN            NaN            NaN            NaN            NaN   1.00667        7.95152       0.161616E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        91.0148                 NaN            NaN            NaN            NaN            NaN   1.00670        7.96236       0.161621E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        91.0040                 NaN            NaN            NaN            NaN            NaN   1.00673        7.97308       0.161625E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        90.9934                 NaN            NaN            NaN            NaN            NaN   1.00676        7.98370       0.161630E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        90.9828                 NaN            NaN            NaN            NaN            NaN   1.00679        7.99429       0.161635E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        90.9722                 NaN            NaN            NaN            NaN            NaN   1.00682        8.00482       0.161640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        90.9617                 NaN            NaN            NaN            NaN            NaN   1.00685        8.01528       0.161644E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        90.9513                 NaN            NaN            NaN            NaN            NaN   1.00688        8.02565       0.161649E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        90.9410                 NaN            NaN            NaN            NaN            NaN   1.00691        8.03598       0.161654E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        90.9307                 NaN            NaN            NaN            NaN            NaN   1.00694        8.04622       0.161658E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        90.9205                 NaN            NaN            NaN            NaN            NaN   1.00696        8.05640       0.161663E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        90.9103                 NaN            NaN            NaN            NaN            NaN   1.00699        8.06650       0.161667E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        90.9003                 NaN            NaN            NaN            NaN            NaN   1.00702        8.07655       0.161672E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        90.8835                 NaN            NaN            NaN            NaN            NaN   1.00705        8.08525       0.161676E-001  0.804293E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        90.8704                 NaN            NaN            NaN            NaN            NaN   1.00715        8.09382       0.161692E-001  0.124388E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        90.8614                 NaN            NaN            NaN            NaN            NaN   1.00730        8.10271       0.161716E-001  0.123723E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        90.8527                 NaN            NaN            NaN            NaN            NaN   1.00744        8.11148       0.161740E-001  0.122187E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        90.8437                 NaN            NaN            NaN            NaN            NaN   1.00759        8.12030       0.161763E-001  0.121904E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        90.8351                 NaN            NaN            NaN            NaN            NaN   1.00773        8.12894       0.161786E-001  0.120115E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        90.8114                 NaN            NaN            NaN            NaN            NaN   1.00789        8.14345       0.161811E-001  0.210945E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        90.8258                 NaN            NaN            NaN            NaN            NaN   1.00811        8.14697       0.161846E-001  0.289854E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        90.8209                 NaN            NaN            NaN            NaN            NaN   1.00815        8.15018       0.161852E-001  0.462841E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        90.8227                 NaN            NaN            NaN            NaN            NaN   1.00819        8.15145       0.161860E-001  0.143092E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        90.7768                 NaN            NaN            NaN            NaN            NaN   1.00826        8.16997       0.161871E-001  0.287771E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        90.6963                 NaN            NaN            NaN            NaN            NaN   1.00857        8.17992       0.161921E-001  0.100635E-001  0.889110E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.4142                 NaN            NaN            NaN            NaN            NaN            NaN  0.101854E-001            NaN            NaN   1.57562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.4405                 NaN            NaN            NaN            NaN            NaN            NaN  0.997540E-002            NaN            NaN   1.54948                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.4639                 NaN            NaN            NaN            NaN            NaN            NaN  0.984931E-002            NaN            NaN   1.52622                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.4866                 NaN            NaN            NaN            NaN            NaN            NaN  0.960828E-002            NaN            NaN   1.50382                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.5055                 NaN            NaN            NaN            NaN            NaN            NaN  0.969017E-002            NaN            NaN   1.48477                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.5320                 NaN            NaN            NaN            NaN            NaN            NaN  0.908499E-002            NaN            NaN   1.45894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.5557                 NaN            NaN            NaN            NaN            NaN            NaN  0.913542E-002            NaN            NaN   1.43517                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.5743                 NaN            NaN            NaN            NaN            NaN            NaN  0.912166E-002            NaN            NaN   1.41659                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.5922                 NaN            NaN            NaN            NaN            NaN            NaN  0.866794E-002            NaN            NaN   1.39909                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.6182                 NaN            NaN            NaN            NaN            NaN            NaN  0.489259E-002            NaN            NaN   1.33949                 NaN  0.374465E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.6339                 NaN            NaN            NaN            NaN            NaN            NaN  0.260167E-002            NaN            NaN   1.27322                 NaN  0.903060E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.4215                 NaN            NaN            NaN            NaN            NaN            NaN  0.118872E-001            NaN            NaN   1.48549                 NaN  0.811130E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        98.9054                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02023                 NaN  0.743796E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.6982                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.21352                 NaN  0.882554E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.6963                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06024                 NaN  0.243457                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.7461                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.25394                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.7464                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.25038                 NaN  0.327455E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.7339                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.15636                 NaN  0.109779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.8113                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.14451                 NaN  0.441633E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.7930                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13343                 NaN  0.735910E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.8089                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11918                 NaN  0.718906E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.8226                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10796                 NaN  0.693957E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.8372                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09563                 NaN  0.671547E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.8500                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08518                 NaN  0.647968E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.8625                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07332                 NaN  0.641692E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        98.8769                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.06308                 NaN  0.600528E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        98.8887                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.05218                 NaN  0.590984E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.7053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.398737                 NaN            NaN  0.895944                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.5757                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.861893E-001            NaN            NaN   1.33810                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.5628                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.43721                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.5587                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.44128                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.5385                 NaN            NaN            NaN            NaN            NaN            NaN  0.646632E-002            NaN            NaN            NaN            NaN            NaN   1.45499                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.5190                 NaN            NaN            NaN            NaN            NaN            NaN  0.478414E-002            NaN            NaN            NaN            NaN            NaN   1.47627                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.5023                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.49770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.4679                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.53207                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        97.7056                 NaN            NaN            NaN            NaN            NaN            NaN  0.574014E-001            NaN            NaN            NaN            NaN            NaN   1.17764        1.05939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.4185                 NaN            NaN            NaN            NaN            NaN            NaN  0.776678E-001            NaN            NaN            NaN            NaN            NaN   1.67939       0.824427                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.4730                 NaN            NaN            NaN            NaN            NaN            NaN  0.751927E-001            NaN            NaN            NaN            NaN            NaN   1.63732       0.814441                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.5224                 NaN            NaN            NaN            NaN            NaN            NaN  0.730601E-001            NaN            NaN            NaN            NaN            NaN   1.59725       0.807301                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.5725                 NaN            NaN            NaN            NaN            NaN            NaN  0.708297E-001            NaN            NaN            NaN            NaN            NaN  0.796527        1.56014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.6204                 NaN            NaN            NaN            NaN            NaN            NaN  0.686186E-001            NaN            NaN            NaN            NaN            NaN   1.52440       0.786605                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.6647                 NaN            NaN            NaN            NaN            NaN            NaN  0.667648E-001            NaN            NaN            NaN            NaN            NaN  0.778831        1.48974                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        97.7108                 NaN            NaN            NaN            NaN            NaN            NaN  0.647321E-001            NaN            NaN            NaN            NaN            NaN   1.45623       0.768202                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        97.7530                 NaN            NaN            NaN            NaN            NaN            NaN  0.626283E-001            NaN            NaN            NaN            NaN            NaN   1.42505       0.759274                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        97.7919                 NaN            NaN            NaN            NaN            NaN            NaN  0.610459E-001            NaN            NaN            NaN            NaN            NaN   1.39719       0.749908                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        97.8348                 NaN            NaN            NaN            NaN            NaN            NaN  0.593915E-001            NaN            NaN            NaN            NaN            NaN  0.739805        1.36596                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        97.8779                 NaN            NaN            NaN            NaN            NaN            NaN  0.571760E-001            NaN            NaN            NaN            NaN            NaN   1.33608       0.728812                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        97.9124                 NaN            NaN            NaN            NaN            NaN            NaN  0.556003E-001            NaN            NaN            NaN            NaN            NaN   1.31172       0.720244                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        97.9488                 NaN            NaN            NaN            NaN            NaN            NaN  0.539754E-001            NaN            NaN            NaN            NaN            NaN  0.711050        1.28616                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        97.9844                 NaN            NaN            NaN            NaN            NaN            NaN  0.522486E-001            NaN            NaN            NaN            NaN            NaN   1.26261       0.700746                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.0187                 NaN            NaN            NaN            NaN            NaN            NaN  0.508573E-001            NaN            NaN            NaN            NaN            NaN   1.23873       0.691693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.0512                 NaN            NaN            NaN            NaN            NaN            NaN  0.490653E-001            NaN            NaN            NaN            NaN            NaN   1.21621       0.683495                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.0839                 NaN            NaN            NaN            NaN            NaN            NaN  0.475569E-001            NaN            NaN            NaN            NaN            NaN   1.19588       0.672621                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.1188                 NaN            NaN            NaN            NaN            NaN            NaN  0.460011E-001            NaN            NaN            NaN            NaN            NaN  0.663360        1.17179                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.1470                 NaN            NaN            NaN            NaN            NaN            NaN  0.446711E-001            NaN            NaN            NaN            NaN            NaN  0.655245        1.15304                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.1737                 NaN            NaN            NaN            NaN            NaN            NaN  0.435717E-001            NaN            NaN            NaN            NaN            NaN  0.646449        1.13631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.2073                 NaN            NaN            NaN            NaN            NaN            NaN  0.417956E-001            NaN            NaN            NaN            NaN            NaN  0.636253        1.11463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.2323                 NaN            NaN            NaN            NaN            NaN            NaN  0.406668E-001            NaN            NaN            NaN            NaN            NaN  0.629126        1.09786                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.2609                 NaN            NaN            NaN            NaN            NaN            NaN  0.392659E-001            NaN            NaN            NaN            NaN            NaN  0.619462        1.08039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.2853                 NaN            NaN            NaN            NaN            NaN            NaN  0.380237E-001            NaN            NaN            NaN            NaN            NaN   1.06482       0.611838                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.3131                 NaN            NaN            NaN            NaN            NaN            NaN  0.367236E-001            NaN            NaN            NaN            NaN            NaN  0.601894        1.04826                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.3373                 NaN            NaN            NaN            NaN            NaN            NaN  0.354711E-001            NaN            NaN            NaN            NaN            NaN  0.593706        1.03357                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.3605                 NaN            NaN            NaN            NaN            NaN            NaN  0.342158E-001            NaN            NaN            NaN            NaN            NaN  0.586391        1.01890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        96.5958                 NaN            NaN            NaN            NaN            NaN            NaN  0.124292                 NaN            NaN            NaN            NaN            NaN   1.18674        1.36407       0.729094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        94.5280                 NaN            NaN            NaN            NaN            NaN            NaN  0.230265                 NaN            NaN            NaN            NaN            NaN   1.74318        1.88887        1.60971                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        94.8488                 NaN            NaN            NaN            NaN            NaN            NaN  0.214589                 NaN            NaN            NaN            NaN            NaN   1.64287        1.77719        1.51655                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        95.1349                 NaN            NaN            NaN            NaN            NaN            NaN  0.200811                 NaN            NaN            NaN            NaN            NaN   1.67722        1.55418        1.43285                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        95.3965                 NaN            NaN            NaN            NaN            NaN            NaN  0.187934                 NaN            NaN            NaN            NaN            NaN   1.47085        1.58837        1.35633                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        95.6309                 NaN            NaN            NaN            NaN            NaN            NaN  0.176450                 NaN            NaN            NaN            NaN            NaN   1.50744        1.39713        1.28808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        95.8453                 NaN            NaN            NaN            NaN            NaN            NaN  0.165938                 NaN            NaN            NaN            NaN            NaN   1.32926        1.43445        1.22501                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        96.0428                 NaN            NaN            NaN            NaN            NaN            NaN  0.156292                 NaN            NaN            NaN            NaN            NaN   1.26628        1.36750        1.16715                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.2223                 NaN            NaN            NaN            NaN            NaN            NaN  0.147517                 NaN            NaN            NaN            NaN            NaN   1.30651        1.20939        1.11433                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        96.3894                 NaN            NaN            NaN            NaN            NaN            NaN  0.139468                 NaN            NaN            NaN            NaN            NaN   1.15563        1.25035        1.06518                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        96.5412                 NaN            NaN            NaN            NaN            NaN            NaN  0.132125                 NaN            NaN            NaN            NaN            NaN   1.10724        1.19887        1.02053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        96.6853                 NaN            NaN            NaN            NaN            NaN            NaN  0.124841                 NaN            NaN            NaN            NaN            NaN   1.06066        1.15122       0.977939                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        96.8161                 NaN            NaN            NaN            NaN            NaN            NaN  0.118340                 NaN            NaN            NaN            NaN            NaN   1.01848        1.10795       0.939084                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        96.9398                 NaN            NaN            NaN            NaN            NaN            NaN  0.112327                 NaN            NaN            NaN            NaN            NaN  0.977904        1.06731       0.902706                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.0483                 NaN            NaN            NaN            NaN            NaN            NaN  0.107139                 NaN            NaN            NaN            NaN            NaN  0.943936        1.03027       0.870337                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        97.1680                 NaN            NaN            NaN            NaN            NaN            NaN  0.100820                 NaN            NaN            NaN            NaN            NaN  0.993013       0.903267       0.834888                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.2623                 NaN            NaN            NaN            NaN            NaN            NaN  0.960999E-001            NaN            NaN            NaN            NaN            NaN  0.962017       0.872598       0.807029                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.3571                 NaN            NaN            NaN            NaN            NaN            NaN  0.912533E-001            NaN            NaN            NaN            NaN            NaN  0.841323       0.931526       0.778760                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.4465                 NaN            NaN            NaN            NaN            NaN            NaN  0.868079E-001            NaN            NaN            NaN            NaN            NaN  0.810998       0.903621       0.752099                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.5295                 NaN            NaN            NaN            NaN            NaN            NaN  0.824281E-001            NaN            NaN            NaN            NaN            NaN  0.783995       0.876668       0.727402                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        97.6091                 NaN            NaN            NaN            NaN            NaN            NaN  0.783844E-001            NaN            NaN            NaN            NaN            NaN  0.756931       0.852183       0.703388                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        97.6840                 NaN            NaN            NaN            NaN            NaN            NaN  0.743946E-001            NaN            NaN            NaN            NaN            NaN  0.731672       0.828837       0.681104                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        97.7541                 NaN            NaN            NaN            NaN            NaN            NaN  0.708902E-001            NaN            NaN            NaN            NaN            NaN  0.806337       0.708485       0.660176                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        97.8210                 NaN            NaN            NaN            NaN            NaN            NaN  0.674148E-001            NaN            NaN            NaN            NaN            NaN  0.685772       0.785726       0.640047                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        97.8856                 NaN            NaN            NaN            NaN            NaN            NaN  0.638967E-001            NaN            NaN            NaN            NaN            NaN  0.663150       0.766856       0.620540                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.48        2500.00        97.9456                 NaN            NaN            NaN            NaN            NaN            NaN  0.607277E-001            NaN            NaN            NaN            NaN            NaN  0.642485       0.748633       0.602530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1390.98        2500.00        98.0028                 NaN            NaN            NaN            NaN            NaN            NaN  0.575757E-001            NaN            NaN            NaN            NaN            NaN  0.731836       0.622613       0.585206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1388.47        2500.00        98.0575                 NaN            NaN            NaN            NaN            NaN            NaN  0.545193E-001            NaN            NaN            NaN            NaN            NaN  0.603177       0.716100       0.568730                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
