|6.6.6
Archiving\03_Data\frac/QFM_m5/TIS/TIS_3.tab                               
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          25
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q              geik           wo             sill           tiTHL         
  1694.24        2500.00        95.9708                 NaN            NaN            NaN            NaN            NaN  0.836836        3.18652       0.585246E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1691.73        2500.00        95.9660                 NaN            NaN            NaN            NaN            NaN  0.836924        3.19118       0.585271E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1689.22        2500.00        95.9612                 NaN            NaN            NaN            NaN            NaN  0.837012        3.19594       0.585296E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1686.72        2500.00        95.9436                 NaN            NaN            NaN            NaN            NaN  0.837202        3.21331       0.585393E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1684.21        2500.00        95.9519                 NaN            NaN            NaN            NaN            NaN  0.837187        3.20507       0.585346E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1681.70        2500.00        95.9472                 NaN            NaN            NaN            NaN            NaN  0.837274        3.20963       0.585371E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1679.20        2500.00        95.9426                 NaN            NaN            NaN            NaN            NaN  0.837362        3.21418       0.585396E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1676.69        2500.00        95.9380                 NaN            NaN            NaN            NaN            NaN  0.837449        3.21870       0.585421E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1674.19        2500.00        95.9334                 NaN            NaN            NaN            NaN            NaN  0.837536        3.22320       0.585445E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1671.68        2500.00        95.9289                 NaN            NaN            NaN            NaN            NaN  0.837622        3.22766       0.585470E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1669.17        2500.00        95.9244                 NaN            NaN            NaN            NaN            NaN  0.837708        3.23208       0.585494E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1666.67        2500.00        95.9199                 NaN            NaN            NaN            NaN            NaN  0.837795        3.23648       0.585519E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1664.16        2500.00        95.9154                 NaN            NaN            NaN            NaN            NaN  0.837881        3.24086       0.585543E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1661.65        2500.00        95.9110                 NaN            NaN            NaN            NaN            NaN  0.837966        3.24522       0.585567E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1659.15        2500.00        95.9066                 NaN            NaN            NaN            NaN            NaN  0.838052        3.24954       0.585591E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1656.64        2500.00        95.9022                 NaN            NaN            NaN            NaN            NaN  0.838138        3.25384       0.585615E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1654.14        2500.00        95.8978                 NaN            NaN            NaN            NaN            NaN  0.838223        3.25811       0.585639E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1651.63        2500.00        95.8935                 NaN            NaN            NaN            NaN            NaN  0.838308        3.26235       0.585663E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1649.12        2500.00        95.8892                 NaN            NaN            NaN            NaN            NaN  0.838393        3.26656       0.585687E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1646.62        2500.00        95.8849                 NaN            NaN            NaN            NaN            NaN  0.838477        3.27075       0.585710E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1644.11        2500.00        95.8757                 NaN            NaN            NaN            NaN            NaN  0.838567        3.27442       0.585738E-002  0.544912E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1641.60        2500.00        95.8690                 NaN            NaN            NaN            NaN            NaN  0.838705        3.27798       0.585798E-002  0.842858E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1639.10        2500.00        95.8653                 NaN            NaN            NaN            NaN            NaN  0.838867        3.28162       0.585876E-002  0.838459E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1636.59        2500.00        95.8616                 NaN            NaN            NaN            NaN            NaN  0.839029        3.28521       0.585954E-002  0.827964E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1634.09        2500.00        95.8579                 NaN            NaN            NaN            NaN            NaN  0.839190        3.28882       0.586031E-002  0.826137E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1631.58        2500.00        95.8543                 NaN            NaN            NaN            NaN            NaN  0.839351        3.29236       0.586108E-002  0.814102E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1629.07        2500.00        95.8420                 NaN            NaN            NaN            NaN            NaN  0.839540        3.29834       0.586205E-002  0.142975E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1626.57        2500.00        95.8528                 NaN            NaN            NaN            NaN            NaN  0.839721        3.29965       0.586296E-002  0.196551E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1624.06        2500.00        95.8502                 NaN            NaN            NaN            NaN            NaN  0.839804        3.30103       0.586319E-002  0.313835E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1621.55        2500.00        95.8517                 NaN            NaN            NaN            NaN            NaN  0.839886        3.30159       0.586341E-002  0.970205E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1619.05        2500.00        95.8252                 NaN            NaN            NaN            NaN            NaN  0.840041        3.30937       0.586414E-002  0.195192E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1616.54        2500.00        95.7501                 NaN            NaN            NaN            NaN            NaN  0.840374        3.31357       0.586611E-002  0.682717E-002  0.832918E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1614.04        2500.00        98.5957                 NaN            NaN            NaN            NaN            NaN            NaN  0.391458E-002            NaN            NaN   1.40037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1611.53        2500.00        98.6195                 NaN            NaN            NaN            NaN            NaN            NaN  0.383293E-002            NaN            NaN   1.37670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1609.02        2500.00        98.6406                 NaN            NaN            NaN            NaN            NaN            NaN  0.378358E-002            NaN            NaN   1.35561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1606.52        2500.00        98.6610                 NaN            NaN            NaN            NaN            NaN            NaN  0.369011E-002            NaN            NaN   1.33530                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1604.01        2500.00        98.6782                 NaN            NaN            NaN            NaN            NaN            NaN  0.372068E-002            NaN            NaN   1.31808                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1601.50        2500.00        98.7020                 NaN            NaN            NaN            NaN            NaN            NaN  0.348746E-002            NaN            NaN   1.29454                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1599.00        2500.00        98.7233                 NaN            NaN            NaN            NaN            NaN            NaN  0.350598E-002            NaN            NaN   1.27318                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1596.49        2500.00        98.7402                 NaN            NaN            NaN            NaN            NaN            NaN  0.349987E-002            NaN            NaN   1.25631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1593.98        2500.00        98.7563                 NaN            NaN            NaN            NaN            NaN            NaN  0.332500E-002            NaN            NaN   1.24038                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1591.48        2500.00        98.7787                 NaN            NaN            NaN            NaN            NaN            NaN  0.187628E-002            NaN            NaN   1.18713                 NaN  0.323209E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1588.97        2500.00        98.7932                 NaN            NaN            NaN            NaN            NaN            NaN  0.997437E-003            NaN            NaN   1.12795                 NaN  0.778969E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1586.47        2500.00        98.6097                 NaN            NaN            NaN            NaN            NaN            NaN  0.455705E-002            NaN            NaN   1.31580                 NaN  0.699382E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1583.96        2500.00        99.0331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.902854                 NaN  0.640559E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1581.45        2500.00        98.8502                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07384                 NaN  0.759888E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1578.95        2500.00        98.8528                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.937696                 NaN  0.209536                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1576.44        2500.00        98.8914                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1573.93        2500.00        98.8920                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10521                 NaN  0.281433E-002            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1571.43        2500.00        98.8837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.02201                 NaN  0.942779E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1568.92        2500.00        98.9513                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.01078                 NaN  0.379094E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1566.42        2500.00        98.9362                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.00068                 NaN  0.631370E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1563.91        2500.00        98.9507                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.987700                 NaN  0.616432E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        98.9631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.977467                 NaN  0.594640E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        98.9763                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.966218                 NaN  0.575073E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        98.9878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.956739                 NaN  0.554584E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        98.9993                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.945782                 NaN  0.548752E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0122                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.936511                 NaN  0.513295E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0229                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.926579                 NaN  0.504805E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        98.8563                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.351051                 NaN            NaN  0.792670                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        98.7406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.758593E-001            NaN            NaN   1.18349                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        98.7295                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.27046                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        98.7267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.27331                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        98.7128                 NaN            NaN            NaN            NaN            NaN            NaN  0.246582E-002            NaN            NaN            NaN            NaN            NaN   1.28474                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.6955                 NaN            NaN            NaN            NaN            NaN            NaN  0.182385E-002            NaN            NaN            NaN            NaN            NaN   1.30265                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.6791                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.32091                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.6494                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.35060                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.0013                 NaN            NaN            NaN            NaN            NaN            NaN  0.218860E-001            NaN            NaN            NaN            NaN            NaN   1.04263       0.934187                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        97.7575                 NaN            NaN            NaN            NaN            NaN            NaN  0.296080E-001            NaN            NaN            NaN            NaN            NaN   1.48629       0.726597                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        97.8066                 NaN            NaN            NaN            NaN            NaN            NaN  0.286446E-001            NaN            NaN            NaN            NaN            NaN   1.44775       0.717014                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        97.8512                 NaN            NaN            NaN            NaN            NaN            NaN  0.278130E-001            NaN            NaN            NaN            NaN            NaN   1.41105       0.709951                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        97.8963                 NaN            NaN            NaN            NaN            NaN            NaN  0.269452E-001            NaN            NaN            NaN            NaN            NaN  0.699732        1.37699                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        97.9395                 NaN            NaN            NaN            NaN            NaN            NaN  0.260859E-001            NaN            NaN            NaN            NaN            NaN   1.34421       0.690257                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        97.9795                 NaN            NaN            NaN            NaN            NaN            NaN  0.253635E-001            NaN            NaN            NaN            NaN            NaN  0.682666        1.31249                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.0210                 NaN            NaN            NaN            NaN            NaN            NaN  0.245739E-001            NaN            NaN            NaN            NaN            NaN   1.28175       0.672646                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.0591                 NaN            NaN            NaN            NaN            NaN            NaN  0.237586E-001            NaN            NaN            NaN            NaN            NaN   1.25306       0.664062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.0942                 NaN            NaN            NaN            NaN            NaN            NaN  0.231420E-001            NaN            NaN            NaN            NaN            NaN   1.22745       0.655165                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.1329                 NaN            NaN            NaN            NaN            NaN            NaN  0.224988E-001            NaN            NaN            NaN            NaN            NaN  0.645617        1.19898                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.1715                 NaN            NaN            NaN            NaN            NaN            NaN  0.216440E-001            NaN            NaN            NaN            NaN            NaN   1.17154       0.635273                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.2028                 NaN            NaN            NaN            NaN            NaN            NaN  0.210326E-001            NaN            NaN            NaN            NaN            NaN   1.14909       0.627094                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.2356                 NaN            NaN            NaN            NaN            NaN            NaN  0.204034E-001            NaN            NaN            NaN            NaN            NaN  0.618378        1.12561                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.2676                 NaN            NaN            NaN            NaN            NaN            NaN  0.197365E-001            NaN            NaN            NaN            NaN            NaN   1.10392       0.608697                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.2986                 NaN            NaN            NaN            NaN            NaN            NaN  0.191971E-001            NaN            NaN            NaN            NaN            NaN   1.08204       0.600161                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3279                 NaN            NaN            NaN            NaN            NaN            NaN  0.185073E-001            NaN            NaN            NaN            NaN            NaN   1.06127       0.592299                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3574                 NaN            NaN            NaN            NaN            NaN            NaN  0.179254E-001            NaN            NaN            NaN            NaN            NaN   1.04245       0.582254                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.3887                 NaN            NaN            NaN            NaN            NaN            NaN  0.173264E-001            NaN            NaN            NaN            NaN            NaN  0.573505        1.02051                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4142                 NaN            NaN            NaN            NaN            NaN            NaN  0.168133E-001            NaN            NaN            NaN            NaN            NaN  0.565810        1.00321                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4383                 NaN            NaN            NaN            NaN            NaN            NaN  0.163877E-001            NaN            NaN            NaN            NaN            NaN  0.557550       0.987727                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4684                 NaN            NaN            NaN            NaN            NaN            NaN  0.157082E-001            NaN            NaN            NaN            NaN            NaN  0.548084       0.967845                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4911                 NaN            NaN            NaN            NaN            NaN            NaN  0.152729E-001            NaN            NaN            NaN            NaN            NaN  0.541308       0.952320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5167                 NaN            NaN            NaN            NaN            NaN            NaN  0.147359E-001            NaN            NaN            NaN            NaN            NaN  0.532336       0.936236                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5388                 NaN            NaN            NaN            NaN            NaN            NaN  0.142594E-001            NaN            NaN            NaN            NaN            NaN  0.921776       0.525133                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5637                 NaN            NaN            NaN            NaN            NaN            NaN  0.137617E-001            NaN            NaN            NaN            NaN            NaN  0.515981       0.906524                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5855                 NaN            NaN            NaN            NaN            NaN            NaN  0.132826E-001            NaN            NaN            NaN            NaN            NaN  0.508301       0.892936                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.6065                 NaN            NaN            NaN            NaN            NaN            NaN  0.128032E-001            NaN            NaN            NaN            NaN            NaN  0.501397       0.879320                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        97.0056                 NaN            NaN            NaN            NaN            NaN            NaN  0.465282E-001            NaN            NaN            NaN            NaN            NaN   1.01473        1.17741       0.755777                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        95.1264                 NaN            NaN            NaN            NaN            NaN            NaN  0.861960E-001            NaN            NaN            NaN            NaN            NaN   1.50435        1.61435        1.66868                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        95.4225                 NaN            NaN            NaN            NaN            NaN            NaN  0.801382E-001            NaN            NaN            NaN            NaN            NaN   1.41415        1.51469        1.56850                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        95.6864                 NaN            NaN            NaN            NaN            NaN            NaN  0.748192E-001            NaN            NaN            NaN            NaN            NaN   1.42560        1.33454        1.47862                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        95.9273                 NaN            NaN            NaN            NaN            NaN            NaN  0.698627E-001            NaN            NaN            NaN            NaN            NaN   1.25985        1.34642        1.39658                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        96.1428                 NaN            NaN            NaN            NaN            NaN            NaN  0.654476E-001            NaN            NaN            NaN            NaN            NaN   1.27449        1.19378        1.32344                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        96.3399                 NaN            NaN            NaN            NaN            NaN            NaN  0.614141E-001            NaN            NaN            NaN            NaN            NaN   1.13311        1.20959        1.25598                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        96.5210                 NaN            NaN            NaN            NaN            NaN            NaN  0.577201E-001            NaN            NaN            NaN            NaN            NaN   1.07689        1.15020        1.19416                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        96.6856                 NaN            NaN            NaN            NaN            NaN            NaN  0.543643E-001            NaN            NaN            NaN            NaN            NaN   1.09613        1.02614        1.13779                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        96.8385                 NaN            NaN            NaN            NaN            NaN            NaN  0.512909E-001            NaN            NaN            NaN            NaN            NaN  0.978287        1.04645        1.08542                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        96.9775                 NaN            NaN            NaN            NaN            NaN            NaN  0.484910E-001            NaN            NaN            NaN            NaN            NaN  0.935248        1.00094        1.03787                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        97.1090                 NaN            NaN            NaN            NaN            NaN            NaN  0.457255E-001            NaN            NaN            NaN            NaN            NaN  0.893893       0.958789       0.992615                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        97.2284                 NaN            NaN            NaN            NaN            NaN            NaN  0.432583E-001            NaN            NaN            NaN            NaN            NaN  0.856448       0.920544       0.951351                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        97.3410                 NaN            NaN            NaN            NaN            NaN            NaN  0.409797E-001            NaN            NaN            NaN            NaN            NaN  0.820530       0.884720       0.912770                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1421.05        2500.00        97.4401                 NaN            NaN            NaN            NaN            NaN            NaN  0.390119E-001            NaN            NaN            NaN            NaN            NaN  0.790387       0.852063       0.878406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1418.55        2500.00        97.5483                 NaN            NaN            NaN            NaN            NaN            NaN  0.366405E-001            NaN            NaN            NaN            NaN            NaN  0.819294       0.754652       0.841071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1416.04        2500.00        97.6342                 NaN            NaN            NaN            NaN            NaN            NaN  0.348599E-001            NaN            NaN            NaN            NaN            NaN  0.791921       0.727525       0.811543                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1413.53        2500.00        97.7202                 NaN            NaN            NaN            NaN            NaN            NaN  0.330405E-001            NaN            NaN            NaN            NaN            NaN  0.699972       0.765093       0.781720                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1411.03        2500.00        97.8011                 NaN            NaN            NaN            NaN            NaN            NaN  0.313735E-001            NaN            NaN            NaN            NaN            NaN  0.673344       0.740543       0.753631                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1408.52        2500.00        97.8762                 NaN            NaN            NaN            NaN            NaN            NaN  0.297370E-001            NaN            NaN            NaN            NaN            NaN  0.649594       0.716849       0.727620                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1406.02        2500.00        97.9482                 NaN            NaN            NaN            NaN            NaN            NaN  0.282278E-001            NaN            NaN            NaN            NaN            NaN  0.625894       0.695316       0.702395                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1403.51        2500.00        98.0157                 NaN            NaN            NaN            NaN            NaN            NaN  0.267440E-001            NaN            NaN            NaN            NaN            NaN  0.603787       0.674797       0.678995                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1401.00        2500.00        98.0789                 NaN            NaN            NaN            NaN            NaN            NaN  0.254400E-001            NaN            NaN            NaN            NaN            NaN  0.655099       0.583531       0.657037                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1398.50        2500.00        98.1392                 NaN            NaN            NaN            NaN            NaN            NaN  0.241515E-001            NaN            NaN            NaN            NaN            NaN  0.563702       0.637025       0.635958                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1395.99        2500.00        98.1971                 NaN            NaN            NaN            NaN            NaN            NaN  0.228524E-001            NaN            NaN            NaN            NaN            NaN  0.544023       0.620413       0.615576                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1393.48        2500.00        98.2511                 NaN            NaN            NaN            NaN            NaN            NaN  0.216828E-001            NaN            NaN            NaN            NaN            NaN  0.526052       0.604425       0.596755                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1390.98        2500.00        98.3024                 NaN            NaN            NaN            NaN            NaN            NaN  0.205236E-001            NaN            NaN            NaN            NaN            NaN  0.589644       0.508796       0.578683                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
