|6.6.6
Archiving\03_Data\eqfracLP/QFM_m5/WD94/WD94_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          iron           Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1280.51        500.000                 NaN   95.2671                 NaN            NaN            NaN  0.671741       0.406918                 NaN  0.546323        3.10796                 NaN            NaN
  1279.06        500.000                 NaN   95.5738                 NaN            NaN            NaN  0.383485       0.622768                 NaN  0.511750        2.90815                 NaN            NaN
  1277.62        500.000                 NaN   95.8479                 NaN            NaN            NaN  0.362050       0.579474                 NaN  0.480678        2.72987                 NaN            NaN
  1276.17        500.000                 NaN   96.0932                 NaN            NaN            NaN  0.342564       0.540547                 NaN  0.452602        2.57107                 NaN            NaN
  1274.72        500.000                 NaN   96.3119                 NaN            NaN            NaN  0.325421       0.505946                 NaN  0.427660        2.42905                 NaN            NaN
  1273.28        500.000                 NaN   96.5111                 NaN            NaN            NaN  0.474345       0.309684                 NaN  0.404710        2.30018                 NaN            NaN
  1271.83        500.000                 NaN   96.6894                 NaN            NaN            NaN  0.295645       0.445944                 NaN  0.384100        2.18489                 NaN            NaN
  1270.39        500.000                 NaN   96.8538                 NaN            NaN            NaN  0.420092       0.282252                 NaN  0.364997        2.07882                 NaN            NaN
  1268.94        500.000                 NaN   97.0034                 NaN            NaN            NaN  0.270484       0.396512                 NaN  0.347645        1.98192                 NaN            NaN
  1267.49        500.000                 NaN   97.1399                 NaN            NaN            NaN  0.259433       0.374935                 NaN  0.331648        1.89407                 NaN            NaN
  1266.05        500.000                 NaN   97.2692                 NaN            NaN            NaN  0.354430       0.249225                 NaN  0.316429        1.81073                 NaN            NaN
  1264.60        500.000                 NaN   97.3877                 NaN            NaN            NaN  0.335958       0.238957                 NaN  0.302438        1.73496                 NaN            NaN
  1263.16        500.000                 NaN   97.4964                 NaN            NaN            NaN  0.230395       0.319281                 NaN  0.289687        1.66428                 NaN            NaN
  1261.71        500.000                 NaN   97.5972                 NaN            NaN            NaN  0.221826       0.303458                 NaN  0.277688        1.59986                 NaN            NaN
  1260.26        500.000                 NaN   97.6944                 NaN            NaN            NaN  0.288016       0.214206                 NaN  0.266035        1.53729                 NaN            NaN
  1258.82        500.000                 NaN   97.7793                 NaN            NaN            NaN  0.274887       0.207358                 NaN  0.256065        1.48242                 NaN            NaN
  1257.37        500.000                 NaN   97.8626                 NaN            NaN            NaN  0.200111       0.262425                 NaN  0.246105        1.42874                 NaN            NaN
  1255.93        500.000                 NaN   97.9422                 NaN            NaN            NaN  0.193264       0.250225                 NaN  0.236460        1.37781                 NaN            NaN
  1254.48        500.000                 NaN   98.0158                 NaN            NaN            NaN  0.187003       0.238802                 NaN  0.227541        1.33082                 NaN            NaN
  1253.04        500.000                 NaN   98.0840                 NaN            NaN            NaN  0.181303       0.228524                 NaN  0.219395        1.28674                 NaN            NaN
  1251.59        500.000                 NaN   98.1495                 NaN            NaN            NaN  0.218304       0.176017                 NaN  0.211406        1.24477                 NaN            NaN
  1250.14        500.000                 NaN   98.2110                 NaN            NaN            NaN  0.209379       0.170620                 NaN  0.204010        1.20499                 NaN            NaN
  1248.70        500.000                 NaN   98.2695                 NaN            NaN            NaN  0.165481       0.200413                 NaN  0.196853        1.16771                 NaN            NaN
  1247.25        500.000                 NaN   98.3239                 NaN            NaN            NaN  0.160866       0.192464                 NaN  0.190324        1.13243                 NaN            NaN
  1245.81        500.000                 NaN   98.3765                 NaN            NaN            NaN  0.156198       0.184553                 NaN  0.183951        1.09882                 NaN            NaN
  1244.36        500.000                 NaN   98.4282                 NaN            NaN            NaN  0.177261       0.151745                 NaN  0.177565        1.06526                 NaN            NaN
  1242.91        500.000                 NaN   98.4742                 NaN            NaN            NaN  0.147967       0.170027                 NaN  0.171951        1.03587                 NaN            NaN
  1241.47        500.000                 NaN   98.5179                 NaN            NaN            NaN  0.163797       0.144263                 NaN  0.166693        1.00736                 NaN            NaN
  1240.02        500.000                 NaN   98.5620                 NaN            NaN            NaN  0.140281       0.157298                 NaN  0.161262       0.979175                 NaN            NaN
  1238.58        500.000                 NaN   98.6038                 NaN            NaN            NaN  0.136381       0.151033                 NaN  0.156078       0.952677                 NaN            NaN
  1237.13        500.000                 NaN   98.6433                 NaN            NaN            NaN  0.133387       0.145434                 NaN  0.151232       0.926628                 NaN            NaN
  1235.68        500.000                 NaN   98.6790                 NaN            NaN            NaN  0.140426       0.130196                 NaN  0.146980       0.903418                 NaN            NaN
  1234.24        500.000                 NaN   98.7143                 NaN            NaN            NaN  0.127276       0.135206                 NaN  0.142580       0.880600                 NaN            NaN
  1232.79        500.000                 NaN   98.7470                 NaN            NaN            NaN  0.130652       0.124419                 NaN  0.138711       0.859236                 NaN            NaN
  1231.35        500.000                 NaN   98.7789                 NaN            NaN            NaN  0.121236       0.126293                 NaN  0.134686       0.838856                 NaN            NaN
  1229.90        500.000                 NaN   98.8151                 NaN            NaN            NaN  0.120791       0.118743                 NaN  0.130232       0.815130                 NaN            NaN
  1228.45        500.000                 NaN   98.8423                 NaN            NaN            NaN  0.116919       0.116436                 NaN  0.126853       0.797442                 NaN            NaN
  1227.01        500.000                 NaN   98.8719                 NaN            NaN            NaN  0.113160       0.113113                 NaN  0.123335       0.778455                 NaN            NaN
  1225.56        500.000                 NaN   98.8993                 NaN            NaN            NaN  0.111674       0.108926                 NaN  0.119938       0.760179                 NaN            NaN
  1224.12        500.000                 NaN   98.9255                 NaN            NaN            NaN  0.109525       0.104811                 NaN  0.116710       0.743444                 NaN            NaN
  1222.67        500.000                 NaN   98.9510                 NaN            NaN            NaN  0.107387       0.101518                 NaN  0.113561       0.726514                 NaN            NaN
  1221.22        500.000                 NaN   98.9749                 NaN            NaN            NaN  0.105328       0.982905E-001            NaN  0.110701       0.710745                 NaN            NaN
  1219.78        500.000                 NaN   98.9985                 NaN            NaN            NaN  0.947166E-001  0.103630                 NaN  0.107750       0.695409                 NaN            NaN
  1218.33        500.000                 NaN   99.0218                 NaN            NaN            NaN  0.101730       0.914398E-001            NaN  0.104917       0.680114                 NaN            NaN
  1216.89        500.000                 NaN   99.0435                 NaN            NaN            NaN  0.100132       0.883509E-001            NaN  0.102294       0.665678                 NaN            NaN
  1215.44        500.000                 NaN   99.0641                 NaN            NaN            NaN  0.852889E-001  0.985513E-001            NaN  0.997478E-001  0.652282                 NaN            NaN
  1214.00        500.000                 NaN   95.0233                 NaN            NaN            NaN  0.114548       0.305980                 NaN  0.371734        2.18783        1.99662                 NaN
  1212.55        500.000                 NaN   93.8286                 NaN            NaN            NaN  0.441142       0.515297E-001            NaN  0.453381        2.62798        2.59740                 NaN
  1211.10        500.000                 NaN   93.9799                 NaN            NaN            NaN  0.486124                 NaN            NaN  0.445042        2.55613        2.53284                 NaN
  1209.66        500.000                 NaN   92.9413                 NaN            NaN            NaN  0.532578                 NaN            NaN  0.526309        3.02479        2.93135       0.436808E-001
  1208.21        500.000                 NaN   92.7271                 NaN            NaN            NaN  0.542144                 NaN            NaN  0.542159        3.12191        3.01050       0.561952E-001
  1206.77        500.000                 NaN   92.9079                 NaN            NaN            NaN  0.531467                 NaN            NaN  0.526325        3.04302        2.93757       0.537041E-001
  1205.32        500.000                 NaN   93.0342                 NaN            NaN            NaN  0.525441                 NaN            NaN  0.516428        2.98644        2.88635       0.510994E-001
  1203.87        500.000                 NaN   93.0863                 NaN            NaN            NaN  0.524625                 NaN            NaN  0.509036        2.96398        2.86641       0.497015E-001
  1202.43        500.000                 NaN   93.0886                 NaN            NaN            NaN  0.525690                 NaN            NaN  0.506507        2.96416        2.86679       0.482956E-001
  1200.98        500.000                 NaN   92.9450                 NaN            NaN  0.207180E-002  0.531859                 NaN            NaN  0.516932        3.02596        2.93118       0.470375E-001
  1199.54        500.000                 NaN   92.3078                 NaN            NaN  0.178614E-001  0.528914                 NaN            NaN  0.567267        3.29778        3.23321       0.471450E-001
  1198.09        500.000                 NaN   91.6712                 NaN            NaN  0.203600E-001  0.559557                 NaN            NaN  0.604884        3.58853        3.50536       0.501308E-001
  1196.64        500.000                 NaN   90.4099                 NaN            NaN  0.243762E-001  0.623968                 NaN            NaN  0.684528        4.16086        4.04019       0.561999E-001
  1195.20        500.000                 NaN   85.2336                 NaN            NaN  0.506884E-001  0.795392                 NaN            NaN   1.02040        6.50355        6.31119       0.851359E-001
  1193.75        500.000                 NaN   73.7698                 NaN            NaN  0.719529E-001   1.58584                 NaN            NaN   1.75692        11.6342        11.0399       0.141328     
  1192.31        500.000                 NaN            NaN            NaN            NaN  0.301750        5.57928                 NaN            NaN   6.46943        44.5329        42.5932       0.523425     
  1190.86        500.000                 NaN            NaN            NaN            NaN  0.326675        1.53403        3.86384                 NaN   6.43950        44.6419        42.6600       0.534036     
  1189.41        500.000                 NaN            NaN            NaN            NaN  0.289406        5.64993                 NaN            NaN   6.47759        44.5059        42.5568       0.520419     
  1187.97        500.000                 NaN            NaN            NaN            NaN  0.280822        5.69939                 NaN            NaN   6.48333        44.4872        42.5310       0.518322     
  1186.52        500.000                 NaN            NaN            NaN            NaN  0.269093        5.76844                 NaN            NaN   6.49188        44.4596        42.4958       0.515173     
  1185.08        500.000                 NaN            NaN            NaN            NaN  0.253568        5.85984                 NaN            NaN   6.50343        44.4232        42.4491       0.510917     
  1183.63        500.000                 NaN            NaN            NaN            NaN  0.240856        5.93407                 NaN            NaN   6.51253        44.3944        42.4106       0.507561     
  1182.19        500.000                 NaN            NaN            NaN            NaN  0.222783        6.04105                 NaN            NaN   6.52597        44.3519        42.3557       0.502598     
  1180.74        500.000                 NaN            NaN            NaN            NaN  0.210159        6.11331                 NaN            NaN   6.53459        44.3255        42.3170       0.499409     
  1179.29        500.000                 NaN            NaN            NaN            NaN  0.199239        6.17514                 NaN            NaN   6.54180        44.3036        42.2835       0.496721     
  1177.85        500.000                 NaN            NaN            NaN            NaN  0.255331        1.91473        3.87138                 NaN   6.47851        44.5194        42.4411       0.519556     
  1176.40        500.000                 NaN            NaN            NaN            NaN  0.177525        6.29734                 NaN            NaN   6.55584        44.2615        42.2163       0.491454     
  1174.96        500.000                 NaN            NaN            NaN            NaN  0.163477        6.37660                 NaN            NaN   6.56504        44.2342        42.1727       0.488004     
  1173.51        500.000                 NaN            NaN            NaN            NaN  0.146579        6.47207                 NaN            NaN   6.57617        44.2014        42.1200       0.483834     
  1172.06        500.000                 NaN            NaN            NaN            NaN  0.125680        6.59004                 NaN            NaN   6.58988        44.1611        42.0546       0.478697     
  1170.62        500.000                 NaN            NaN            NaN            NaN  0.981362E-001   6.74366                 NaN            NaN   6.60694        44.1112        41.9677       0.472318     
  1169.17        500.000                 NaN            NaN            NaN            NaN  0.661361E-001   6.92185                 NaN            NaN   6.62666        44.0539        41.8665       0.464928     
  1167.73        500.000                 NaN            NaN            NaN            NaN  0.232219E-001   7.16963                 NaN            NaN   6.65656        43.9638        41.7329       0.453825     
  1166.28        500.000                 NaN            NaN            NaN            NaN            NaN   7.29383                 NaN            NaN   6.67055        43.9289        41.6582       0.448526     
  1164.83        500.000                 NaN            NaN            NaN            NaN            NaN   6.40383       0.885280                 NaN   6.66983        43.9339        41.6582       0.449016     
  1163.39        500.000                 NaN            NaN            NaN            NaN            NaN   5.66594        1.62173       0.562369E-005   6.66958        43.9352        41.6586       0.448985     
  1161.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.79427        2.49034       0.501027E-005   6.66775        43.9395        41.6587       0.449446     
  1160.50        500.000                 NaN            NaN            NaN            NaN            NaN   2.43553        4.85507                 NaN   6.66909        43.9298        41.6614       0.449120     
  1159.05        500.000                 NaN            NaN            NaN            NaN            NaN   7.31171                 NaN            NaN   6.68100        43.8937        41.6680       0.445566     
  1157.60        500.000                 NaN            NaN            NaN            NaN            NaN   7.31174                 NaN            NaN   6.68147        43.8922        41.6690       0.445546     
  1156.16        500.000                 NaN            NaN            NaN            NaN            NaN   3.07806        4.20069                 NaN   6.66240        43.9463        41.6614       0.451181     
  1154.71        500.000                 NaN            NaN            NaN            NaN            NaN   3.11231        4.16803                 NaN   6.66399        43.9422        41.6627       0.450748     
  1153.27        500.000                 NaN            NaN            NaN            NaN            NaN   3.14664        4.13530                 NaN   6.66560        43.9381        41.6641       0.450310     
  1151.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.18148        4.10208                 NaN   6.66721        43.9340        41.6654       0.449869     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   3.21619        4.06901                 NaN   6.66884        43.9298        41.6667       0.449424     
  1148.93        500.000                 NaN            NaN            NaN            NaN            NaN   3.25131        4.03555                 NaN   6.67047        43.9256        41.6681       0.448975     
  1147.48        500.000                 NaN            NaN            NaN            NaN            NaN   3.28669        4.00184                 NaN   6.67211        43.9214        41.6694       0.448522     
  1146.04        500.000                 NaN            NaN            NaN            NaN            NaN   3.32268        3.96754                 NaN   6.67376        43.9172        41.6708       0.448065     
  1144.59        500.000                 NaN            NaN            NaN            NaN            NaN   1.80969        3.41841        2.07330        6.67954        43.8983        41.6747       0.446008     
  1143.15        500.000                 NaN            NaN            NaN            NaN            NaN   7.32861                 NaN            NaN   6.69686        43.8503        41.6830       0.441234     
  1141.70        500.000                 NaN            NaN            NaN            NaN            NaN   7.33570                 NaN            NaN   6.70349        43.8372        41.6848       0.438794     
  1140.25        500.000                 NaN            NaN            NaN            NaN            NaN   7.33766                 NaN            NaN   6.70522        43.8326        41.6862       0.438299     
  1138.81        500.000                 NaN            NaN            NaN            NaN            NaN   2.59330        4.73941                 NaN   6.70225        43.8375        41.6877       0.439811     
  1137.36        500.000                 NaN            NaN            NaN            NaN            NaN   2.31448        5.02014                 NaN   6.70307        43.8350        41.6880       0.439343     
  1135.92        500.000                 NaN            NaN            NaN            NaN            NaN   1.47189        3.07912        2.69691        6.65836        43.9753        41.6652       0.453229     
  1134.47        500.000                 NaN            NaN            NaN            NaN            NaN   6.69211       0.646511                 NaN   6.70808        43.8261        41.6898       0.437487     
  1133.02        500.000                 NaN            NaN            NaN            NaN            NaN   2.63575        4.66471                 NaN   6.68298        43.8892        41.6821       0.445218     
  1131.58        500.000                 NaN            NaN            NaN            NaN            NaN   5.86760        1.47481                 NaN   6.71139        43.8170        41.6926       0.436521     
  1130.13        500.000                 NaN            NaN            NaN            NaN            NaN   1.58109        5.74206                 NaN   6.69732        43.8480        41.6906       0.440924     
  1128.69        500.000                 NaN            NaN            NaN            NaN            NaN   6.42981       0.917050                 NaN   6.71517        43.8069        41.6956       0.435420     
  1127.24        500.000                 NaN            NaN            NaN            NaN            NaN   7.34573                 NaN            NaN   6.71298        43.8075        41.6972       0.436576     
  1125.79        500.000                 NaN            NaN            NaN            NaN            NaN   7.17665       0.170630                 NaN   6.71440        43.8036        41.6985       0.436164     
  1124.35        500.000                 NaN            NaN            NaN            NaN            NaN   7.00134       0.348185                 NaN   6.71634        43.7985        41.7000       0.435583     
  1122.90        500.000                 NaN            NaN            NaN            NaN            NaN   7.36455                 NaN            NaN   6.72724        43.7720        41.7043       0.431886     
  1121.46        500.000                 NaN            NaN            NaN            NaN            NaN   2.74087        4.56958                 NaN   6.69231        43.8625        41.6922       0.442545     
  1120.01        500.000                 NaN            NaN            NaN            NaN            NaN  0.578959        6.78063                 NaN   6.72616        43.7776        41.7044       0.432239     
  1118.57        500.000                 NaN            NaN            NaN            NaN            NaN   2.82097        4.49209                 NaN   6.69636        43.8539        41.6954       0.441322     
  1117.12        500.000                 NaN            NaN            NaN            NaN            NaN   7.35904                 NaN            NaN   6.72465        43.7762        41.7070       0.433114     
  1115.67        500.000                 NaN            NaN            NaN            NaN            NaN   2.75449        4.56022                 NaN   6.69783        43.8488        41.6974       0.441310     
  1114.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.76633        4.55009                 NaN   6.69939        43.8446        41.6987       0.440863     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   2.77786        4.54028                 NaN   6.70096        43.8404        41.7001       0.440414     
  1111.34        500.000                 NaN            NaN            NaN            NaN            NaN   2.78900        4.53087                 NaN   6.70254        43.8362        41.7015       0.439963     
  1109.89        500.000                 NaN            NaN            NaN            NaN            NaN   2.79973        4.52188                 NaN   6.70411        43.8320        41.7028       0.439511     
  1108.44        500.000                 NaN            NaN            NaN            NaN            NaN   2.81007        4.51328                 NaN   6.70569        43.8277        41.7042       0.439057     
  1107.00        500.000                 NaN            NaN            NaN            NaN            NaN   2.81999        4.50512                 NaN   6.70727        43.8235        41.7056       0.438601     
  1105.55        500.000                 NaN            NaN            NaN            NaN            NaN   2.82937        4.49750                 NaN   6.70886        43.8192        41.7069       0.438144     
  1104.11        500.000                 NaN            NaN            NaN            NaN            NaN   2.83841        4.49023                 NaN   6.71045        43.8149        41.7083       0.437686     
  1102.66        500.000                 NaN            NaN            NaN            NaN            NaN   2.84712        4.48331                 NaN   6.71204        43.8106        41.7097       0.437226     
  1101.21        500.000                 NaN            NaN            NaN            NaN            NaN   2.85559        4.47662                 NaN   6.71363        43.8063        41.7111       0.436764     
  1099.77        500.000                 NaN            NaN            NaN            NaN            NaN   2.86346        4.47056                 NaN   6.71523        43.8020        41.7124       0.436302     
  1098.32        500.000                 NaN            NaN            NaN            NaN            NaN   2.87085        4.46497                 NaN   6.71682        43.7977        41.7138       0.435838     
  1096.88        500.000                 NaN            NaN            NaN            NaN            NaN   2.87780        4.45983                 NaN   6.71842        43.7934        41.7152       0.435373     
  1095.43        500.000                 NaN            NaN            NaN            NaN            NaN   2.88423        4.45522                 NaN   6.72002        43.7890        41.7166       0.434908     
  1093.98        500.000                 NaN            NaN            NaN            NaN            NaN   2.89033        4.45095                 NaN   6.72162        43.7847        41.7180       0.434441     
  1092.54        500.000                 NaN            NaN            NaN            NaN            NaN   2.89604        4.44707                 NaN   6.72322        43.7803        41.7194       0.433973     
  1091.09        500.000                 NaN            NaN            NaN            NaN            NaN   2.90116        4.44379                 NaN   6.72482        43.7760        41.7208       0.433505     
  1089.65        500.000                 NaN            NaN            NaN            NaN            NaN   2.90597        4.44083                 NaN   6.72643        43.7716        41.7221       0.433036     
  1088.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.91021        4.43844                 NaN   6.72803        43.7672        41.7235       0.432567     
  1086.75        500.000                 NaN            NaN            NaN            NaN            NaN   2.91411        4.43639                 NaN   6.72963        43.7628        41.7249       0.432096     
  1085.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.91761        4.43469       0.727399E-004   6.73124        43.7584        41.7263       0.431625     
  1083.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.92070        4.43347       0.663119E-004   6.73284        43.7541        41.7277       0.431154     
  1082.42        500.000                 NaN            NaN            NaN            NaN            NaN   2.92331        4.43274       0.604994E-004   6.73444        43.7497        41.7291       0.430683     
  1080.97        500.000                 NaN            NaN            NaN            NaN            NaN   2.92546        4.43246       0.552255E-004   6.73604        43.7453        41.7305       0.430211     
  1079.53        500.000                 NaN            NaN            NaN            NaN            NaN  0.280020E-002   2.92878        4.42817        6.73760        43.7410        41.7319       0.429754     
  1078.08        500.000                 NaN            NaN            NaN            NaN            NaN   1.80657        5.58559                 NaN   6.75838        43.6872        41.7396       0.422720     
  1076.63        500.000                 NaN            NaN            NaN            NaN            NaN   1.81924        5.57482                 NaN   6.75997        43.6828        41.7410       0.422245     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   1.83139        5.56458                 NaN   6.76156        43.6783        41.7424       0.421768     
  1073.74        500.000                 NaN            NaN            NaN            NaN            NaN   1.84328        5.55460                 NaN   6.76315        43.6739        41.7438       0.421290     
  1072.30        500.000                 NaN            NaN            NaN            NaN            NaN   1.85479        5.54501                 NaN   6.76474        43.6695        41.7452       0.420812     
  1070.85        500.000                 NaN            NaN            NaN            NaN            NaN   1.86614        5.53559                 NaN   6.76633        43.6650        41.7466       0.420332     
  1069.40        500.000                 NaN            NaN            NaN            NaN            NaN   1.87713        5.52653                 NaN   6.76792        43.6606        41.7480       0.419852     
  1067.96        500.000                 NaN            NaN            NaN            NaN            NaN   1.88804        5.51756                 NaN   6.76952        43.6561        41.7494       0.419371     
  1066.51        500.000                 NaN            NaN            NaN            NaN            NaN   1.89846        5.50908                 NaN   6.77112        43.6517        41.7508       0.418890     
  1065.07        500.000                 NaN            NaN            NaN            NaN            NaN   1.90883        5.50066                 NaN   6.77271        43.6472        41.7522       0.418408     
  1063.62        500.000                 NaN            NaN            NaN            NaN            NaN   2.92830        4.45233                 NaN   6.75521        43.6924        41.7472       0.424522     
  1062.17        500.000                 NaN            NaN            NaN            NaN            NaN   1.92892        5.48449                 NaN   6.77591        43.6382        41.7550       0.417444     
  1060.73        500.000                 NaN            NaN            NaN            NaN            NaN   1.93884        5.47654                 NaN   6.77750        43.6337        41.7564       0.416961     
  1059.28        500.000                 NaN            NaN            NaN            NaN            NaN   1.94881        5.46846                 NaN   6.77908        43.6293        41.7578       0.416486     
  1057.84        500.000                 NaN            NaN            NaN            NaN            NaN   1.95852        5.46075                 NaN   6.78069        43.6248        41.7592       0.416000     
  1056.39        500.000                 NaN            NaN            NaN            NaN            NaN   1.96802        5.45323                 NaN   6.78228        43.6203        41.7607       0.415517     
  1054.94        500.000                 NaN            NaN            NaN            NaN            NaN   1.99369        5.43142                 NaN   6.78530        43.6126        41.7625       0.414555     
  1053.50        500.000                 NaN            NaN            NaN            NaN            NaN   2.00366        5.42352                 NaN   6.78696        43.6079        41.7639       0.414052     
  1052.05        500.000                 NaN            NaN            NaN            NaN            NaN   2.01351        5.41574                 NaN   6.78861        43.6033        41.7653       0.413550     
  1050.61        500.000                 NaN            NaN            NaN            NaN            NaN   2.02345        5.40787                 NaN   6.79027        43.5986        41.7668       0.413047     
  1049.16        500.000                 NaN            NaN            NaN            NaN            NaN   2.03324        5.40015                 NaN   6.79192        43.5940        41.7682       0.412545     
  1047.72        500.000                 NaN            NaN            NaN            NaN            NaN   2.04313        5.39233                 NaN   6.79357        43.5893        41.7696       0.412043     
  1046.27        500.000                 NaN            NaN            NaN            NaN            NaN   2.05301        5.38453                 NaN   6.79523        43.5846        41.7711       0.411542     
  1044.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.06287        5.37674                 NaN   6.79688        43.5800        41.7725       0.411040     
  1043.38        500.000                 NaN            NaN            NaN            NaN            NaN   2.07275        5.36895                 NaN   6.79853        43.5753        41.7739       0.410539     
  1041.93        500.000                 NaN            NaN            NaN            NaN            NaN   2.08269        5.36110                 NaN   6.80018        43.5706        41.7754       0.410037     
  1040.49        500.000                 NaN            NaN            NaN            NaN            NaN   2.09269        5.35314                 NaN   6.80182        43.5660        41.7768       0.409541     
  1039.04        500.000                 NaN            NaN            NaN            NaN            NaN   2.10272        5.34520                 NaN   6.80347        43.5613        41.7782       0.409040     
  1037.59        500.000                 NaN            NaN            NaN            NaN            NaN  0.363101        3.00066        4.02928        6.77253        43.6481        41.7665       0.419813     
  1036.15        500.000                 NaN            NaN            NaN            NaN            NaN  0.375613        3.00303        4.01577        6.77387        43.6445        41.7678       0.419422     
  1034.70        500.000                 NaN            NaN            NaN            NaN            NaN  0.387885        3.00536        4.00254        6.77522        43.6409        41.7690       0.419029     
  1033.26        500.000                 NaN            NaN            NaN            NaN            NaN  0.400140        3.00770        3.98933        6.77657        43.6374        41.7703       0.418636     
  1031.81        500.000                 NaN            NaN            NaN            NaN            NaN  0.412186        3.01000        3.97638        6.77793        43.6337        41.7715       0.418241     
  1030.36        500.000                 NaN            NaN            NaN            NaN            NaN  0.424266        3.01233        3.96337        6.77928        43.6301        41.7728       0.417847     
  1028.92        500.000                 NaN            NaN            NaN            NaN            NaN  0.436313        3.01465        3.95040        6.78064        43.6265        41.7740       0.417452     
  1027.47        500.000                 NaN            NaN            NaN            NaN            NaN  0.448350        3.01701        3.93741        6.78200        43.6229        41.7753       0.417056     
  1026.03        500.000                 NaN            NaN            NaN            NaN            NaN  0.464688        3.02383        3.91559        6.78339        43.6194        41.7765       0.416654     
  1024.58        500.000                 NaN            NaN            NaN            NaN            NaN  0.481196        3.03063        3.89361        6.78478        43.6158        41.7777       0.416252     
  1023.13        500.000                 NaN            NaN            NaN            NaN            NaN  0.497596        3.03721        3.87196        6.78617        43.6123        41.7789       0.415849     
  1021.69        500.000                 NaN            NaN            NaN            NaN            NaN  0.513645        3.04355        3.85093        6.78757        43.6087        41.7801       0.415445     
  1020.24        500.000                 NaN            NaN            NaN            NaN            NaN  0.529657        3.04972        3.83009        6.78896        43.6052        41.7813       0.415041     
  1018.80        500.000                 NaN            NaN            NaN            NaN            NaN  0.545652        3.05574        3.80944        6.79036        43.6016        41.7826       0.414637     
  1017.35        500.000                 NaN            NaN            NaN            NaN            NaN  0.561300        3.06156        3.78934        6.79176        43.5980        41.7838       0.414231     
  1015.91        500.000                 NaN            NaN            NaN            NaN            NaN  0.576854        3.06722        3.76950        6.79317        43.5944        41.7850       0.413825     
  1014.46        500.000                 NaN            NaN            NaN            NaN            NaN  0.592228        3.07270        3.75003        6.79457        43.5908        41.7862       0.413418     
  1013.01        500.000                 NaN            NaN            NaN            NaN            NaN  0.607132        3.07799        3.73125        6.79599        43.5871        41.7875       0.413008     
  1011.57        500.000                 NaN            NaN            NaN            NaN            NaN  0.622158        3.08318        3.71245        6.79740        43.5835        41.7887       0.412599     
  1010.12        500.000                 NaN            NaN            NaN            NaN            NaN  0.636666        3.08817        3.69438        6.79882        43.5798        41.7900       0.412187     
  1008.68        500.000                 NaN            NaN            NaN            NaN            NaN  0.651199        3.09307        3.67638        6.80025        43.5761        41.7912       0.411774     
  1007.23        500.000                 NaN            NaN            NaN            NaN            NaN   3.30329        4.01297                 NaN   6.76576        43.7319        41.7619       0.424193     
  1005.78        500.000                 NaN            NaN            NaN            NaN            NaN  0.614754        3.05454        3.75579        6.80293        43.5668        41.7943       0.410958     
  1004.34        500.000                 NaN            NaN            NaN            NaN            NaN   1.12847        6.39074                 NaN   6.86089        43.4137        41.8154       0.390785     
  1002.89        500.000                 NaN            NaN            NaN            NaN            NaN   1.37203        6.14293                 NaN   6.85798        43.4198        41.8155       0.391777     
  1001.45        500.000                 NaN            NaN            NaN            NaN            NaN  0.645196        3.06282        3.72183        6.80726        43.5551        41.7981       0.409695     
  1000.00        500.000                 NaN            NaN            NaN            NaN            NaN   1.03578        6.49370                 NaN   6.86868        43.3932        41.8204       0.388277     
