|6.6.6
Archiving\03_Data\eqfrac/QFM_m3.5/GRV/GRV_3.tab                           
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1303.30        2500.00        99.1861                 NaN            NaN  0.102807                 NaN  0.415908                 NaN            NaN  0.267297       0.278415E-001            NaN            NaN
  1301.81        2500.00        99.1960                 NaN            NaN  0.100434                 NaN  0.412627                 NaN            NaN  0.263794       0.271774E-001            NaN            NaN
  1300.32        2500.00        73.0236                 NaN            NaN   1.30356                 NaN   5.19882                 NaN            NaN   3.79105       0.550159        16.1328                 NaN
  1298.82        2500.00        74.9546                 NaN            NaN   1.23116                 NaN   4.90003                 NaN            NaN   3.52978       0.498776        14.8856                 NaN
  1297.33        2500.00        78.0505                 NaN            NaN   1.08357                 NaN   4.38478                 NaN            NaN   3.10923       0.427639        12.9443                 NaN
  1295.83        2500.00        80.8615                 NaN            NaN  0.932240                 NaN   3.91547                 NaN            NaN   2.72444       0.365296        11.2010                 NaN
  1294.34        2500.00        83.2566                 NaN            NaN  0.801405                 NaN   3.50307                 NaN            NaN   2.39470       0.313988        9.73022                 NaN
  1292.85        2500.00        84.1597                 NaN            NaN  0.732181                 NaN   3.26600                 NaN            NaN   2.28327       0.302595        9.25621                 NaN
  1291.35        2500.00        88.1034                 NaN            NaN  0.518814                 NaN   2.69750                 NaN            NaN   1.70948       0.212534        6.75828                 NaN
  1289.86        2500.00        87.8990                 NaN            NaN  0.587748                 NaN   2.65696                 NaN            NaN   1.74927       0.217854        6.88912                 NaN
  1288.36        2500.00        90.1923                 NaN            NaN  0.420094                 NaN   2.23569                 NaN            NaN   1.42639       0.172797        5.55268                 NaN
  1286.87        2500.00        90.4396                 NaN            NaN  0.385930                 NaN   2.23556                 NaN            NaN   1.39420       0.166394        5.37829                 NaN
  1285.38        2500.00        91.4927                 NaN            NaN  0.304217                 NaN   2.01083                 NaN            NaN   1.23890       0.150245        4.80315                 NaN
  1283.88        2500.00        91.0321                 NaN            NaN  0.349718                 NaN   2.13388                 NaN            NaN   1.32255       0.152771        5.00902                 NaN
  1282.39        2500.00        88.9883                 NaN            NaN  0.452254                 NaN   2.43311                 NaN            NaN   1.65314       0.191999        6.28122                 NaN
  1280.89        2500.00        97.7354                 NaN            NaN            NaN            NaN  0.885873                 NaN            NaN  0.305509       0.276257E-001   1.04564                 NaN
  1279.40        2500.00        88.9341                 NaN            NaN  0.499904                 NaN   2.15612                 NaN            NaN   1.60252       0.216263        6.59114                 NaN
  1277.90        2500.00        98.0758                 NaN            NaN            NaN            NaN  0.933162                 NaN            NaN  0.353575                 NaN  0.637509                 NaN
  1276.41        2500.00        96.8335                 NaN            NaN            NaN            NaN  0.450172                 NaN            NaN  0.311758       0.988982E-001   2.30565                 NaN
  1274.92        2500.00        92.0384                 NaN            NaN            NaN            NaN   2.25263       0.370929                 NaN   1.22303       0.974148E-001   4.01758                 NaN
  1273.42        2500.00        91.9562                 NaN            NaN  0.221890                 NaN   1.26755       0.943996                 NaN   1.28524       0.128744        4.19640                 NaN
  1271.93        2500.00        97.5988                 NaN            NaN            NaN            NaN  0.683114                 NaN            NaN  0.337699       0.468484E-001   1.33353                 NaN
  1270.43        2500.00        95.2865                 NaN            NaN            NaN            NaN   1.42069                 NaN            NaN  0.721725       0.610924E-001   2.50994                 NaN
  1268.94        2500.00        91.3048                 NaN            NaN  0.331369                 NaN   2.36579                 NaN            NaN   1.42589       0.860534E-001   4.48608                 NaN
  1267.45        2500.00        99.0147                 NaN            NaN            NaN            NaN  0.829641E-001  0.218510                 NaN  0.634571E-001            NaN  0.620328                 NaN
  1265.95        2500.00        98.2161                 NaN            NaN            NaN            NaN  0.651820                 NaN            NaN  0.263693       0.176911E-001  0.850668                 NaN
  1264.46        2500.00        93.6446                 NaN            NaN            NaN            NaN   1.66872                 NaN            NaN  0.947422       0.111930        3.62731                 NaN
  1262.96        2500.00        97.2862                 NaN            NaN            NaN            NaN  0.599095                 NaN            NaN  0.285353       0.563322E-001   1.77305                 NaN
  1261.47        2500.00        98.1768                 NaN            NaN            NaN            NaN  0.393709       0.553192                 NaN  0.361214                 NaN  0.515089                 NaN
  1259.98        2500.00        97.0097                 NaN            NaN            NaN            NaN  0.948739                 NaN            NaN  0.440794       0.280382E-001   1.57270                 NaN
  1258.48        2500.00        96.5990                 NaN            NaN            NaN            NaN  0.357622       0.657742                 NaN  0.511396       0.429934E-001   1.83125                 NaN
  1256.99        2500.00        97.0824                 NaN            NaN            NaN            NaN  0.881971                 NaN            NaN  0.434369       0.438087E-001   1.55745                 NaN
  1255.49        2500.00        97.0975                 NaN            NaN            NaN            NaN  0.730460       0.162857                 NaN  0.418572       0.314017E-001   1.55920                 NaN
  1254.00        2500.00        97.4179                 NaN            NaN            NaN            NaN  0.774866                 NaN            NaN  0.381776       0.331114E-001   1.39231                 NaN
  1252.50        2500.00        94.9767                 NaN            NaN            NaN            NaN   1.20658                 NaN            NaN  0.712204       0.101218        3.00329                 NaN
  1251.01        2500.00        51.3389       0.590034E-005            NaN            NaN            NaN   9.01861                 NaN            NaN   5.42992       0.334849        21.2276        12.6501     
  1249.52        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1248.02        2500.00        99.9336                 NaN            NaN            NaN            NaN  0.663668E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1246.53        2500.00        99.3654                 NaN            NaN            NaN            NaN  0.634617                 NaN            NaN            NaN            NaN            NaN            NaN
  1245.03        2500.00        99.4308                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.238770E-001  0.545311                 NaN
  1243.54        2500.00        99.2146                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.498642E-001  0.560711E-002  0.729900                 NaN
  1242.05        2500.00        98.9565                 NaN            NaN  0.101413E-001            NaN            NaN            NaN            NaN  0.164968                 NaN  0.868386                 NaN
  1240.55        2500.00        99.7719                 NaN            NaN  0.597526E-001            NaN            NaN            NaN            NaN  0.206698E-001            NaN  0.147661                 NaN
  1239.06        2500.00        99.7268                 NaN            NaN            NaN            NaN  0.487233E-001            NaN            NaN            NaN  0.284875E-001  0.195979                 NaN
  1237.56        2500.00        97.2669                 NaN            NaN            NaN            NaN  0.600623                 NaN            NaN  0.377079       0.182715E-001   1.73708                 NaN
  1236.07        2500.00        97.8683                 NaN            NaN  0.768154E-001            NaN  0.592524                 NaN            NaN  0.384921       0.129544E-003            NaN   1.07727     
  1234.58        2500.00        97.7866                 NaN            NaN            NaN            NaN  0.146271E-001            NaN            NaN            NaN  0.234313E-001   1.80810       0.367234     
  1233.08        2500.00        98.6840                 NaN            NaN            NaN            NaN  0.605416                 NaN            NaN  0.318661       0.406196E-002            NaN  0.387888     
  1231.59        2500.00        92.1833                 NaN            NaN            NaN            NaN  0.903656                 NaN            NaN  0.587094       0.421725E-001   4.40019        1.88360     
  1230.09        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4915                 NaN            NaN   8.31805       0.613437        46.3894        33.1876     
  1228.60        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4928                 NaN            NaN   8.32178       0.612957        46.3837        33.1887     
  1227.10        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4941                 NaN            NaN   8.32552       0.612472        46.3781        33.1898     
  1225.61        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4954                 NaN            NaN   8.32925       0.611984        46.3724        33.1910     
  1224.12        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4968                 NaN            NaN   8.33297       0.611496        46.3667        33.1921     
  1222.62        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4981                 NaN            NaN   8.33670       0.611002        46.3610        33.1932     
  1221.13        2500.00                 NaN            NaN            NaN            NaN            NaN   11.4995                 NaN            NaN   8.34041       0.610501        46.3552        33.1944     
  1219.63        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5009                 NaN            NaN   8.34415       0.609999        46.3495        33.1955     
  1218.14        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5024                 NaN            NaN   8.34785       0.609484        46.3437        33.1967     
  1216.65        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5038                 NaN            NaN   8.35153       0.608968        46.3379        33.1978     
  1215.15        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5052                 NaN            NaN   8.35523       0.608448        46.3321        33.1990     
  1213.66        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5068                 NaN            NaN   8.35895       0.607916        46.3262        33.2001     
  1212.16        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5083                 NaN            NaN   8.36266       0.607380        46.3203        33.2013     
  1210.67        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5216                 NaN            NaN   8.37618       0.603545        46.2928        33.2058     
  1209.18        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5228                 NaN            NaN   8.37905       0.603118        46.2881        33.2070     
  1207.68        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5240                 NaN            NaN   8.38194       0.602682        46.2833        33.2081     
  1206.19        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5252                 NaN            NaN   8.38482       0.602247        46.2785        33.2093     
  1204.69        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5264                 NaN            NaN   8.38774       0.601801        46.2737        33.2104     
  1203.20        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5276                 NaN            NaN   8.39065       0.601354        46.2688        33.2115     
  1201.70        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5289                 NaN            NaN   8.39356       0.600901        46.2640        33.2127     
  1200.21        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5302                 NaN            NaN   8.39643       0.600442        46.2591        33.2139     
  1198.72        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5314                 NaN            NaN   8.39940       0.599988        46.2542        33.2150     
  1197.22        2500.00                 NaN            NaN            NaN            NaN            NaN   7.09451        4.42203                 NaN   8.39278       0.601732        46.2741        33.2148     
  1195.73        2500.00                 NaN            NaN            NaN            NaN            NaN   7.09430        4.42190                 NaN   8.39276       0.601719        46.2736        33.2158     
  1194.23        2500.00                 NaN            NaN            NaN            NaN            NaN   7.09409        4.42177                 NaN   8.39274       0.601707        46.2730        33.2167     
  1192.74        2500.00                 NaN            NaN            NaN            NaN            NaN   7.09388        4.42164                 NaN   8.39273       0.601694        46.2724        33.2177     
  1191.25        2500.00                 NaN            NaN            NaN            NaN            NaN   7.09367        4.42151                 NaN   8.39271       0.601681        46.2718        33.2186     
  1189.75        2500.00                 NaN            NaN            NaN            NaN            NaN   7.09346        4.42137                 NaN   8.39270       0.601668        46.2712        33.2196     
  1188.26        2500.00                 NaN            NaN            NaN            NaN            NaN   7.09326        4.42124                 NaN   8.39268       0.601656        46.2706        33.2206     
  1186.76        2500.00                 NaN            NaN            NaN            NaN            NaN   7.14177        4.37221                 NaN   8.39225       0.601698        46.2706        33.2215     
  1185.27        2500.00                 NaN            NaN            NaN            NaN            NaN   7.14029        4.37336                 NaN   8.39224       0.601683        46.2700        33.2225     
  1183.78        2500.00                 NaN            NaN            NaN            NaN            NaN   7.13886        4.37445                 NaN   8.39224       0.601669        46.2694        33.2234     
  1182.28        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5131                 NaN            NaN   8.39265       0.601602        46.2683        33.2244     
  1180.79        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5356                 NaN            NaN   8.43814       0.596541        46.2062        33.2235     
  1179.29        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5493                 NaN            NaN   8.43732       0.593722        46.1891        33.2305     
  1177.80        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5724                 NaN            NaN   8.45412       0.588787        46.1488        33.2359     
  1176.31        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5522                 NaN            NaN   8.44302       0.592729        46.1791        33.2329     
  1174.81        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5727                 NaN            NaN   8.46203       0.588253        46.1389        33.2381     
  1173.32        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5551                 NaN            NaN   8.44868       0.591733        46.1692        33.2353     
  1171.82        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5723                 NaN            NaN   8.48170       0.586601        46.1223        33.2371     
  1170.33        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5580                 NaN            NaN   8.45424       0.590740        46.1593        33.2377     
  1168.83        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5831                 NaN            NaN   8.49177       0.583989        46.0997        33.2414     
  1167.34        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5609                 NaN            NaN   8.45971       0.589753        46.1495        33.2402     
  1165.85        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5920                 NaN            NaN   8.50181       0.581860        46.0785        33.2459     
  1164.35        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5899                 NaN            NaN   8.49852       0.582450        46.0834        33.2457     
  1162.86        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5922                 NaN            NaN   8.50253       0.581714        46.0766        33.2470     
  1161.36        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5943                 NaN            NaN   8.50634       0.581015        46.0701        33.2483     
  1159.87        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5963       0.497806E-005            NaN   8.50993       0.580360        46.0640        33.2495     
  1158.38        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5981       0.500976E-005            NaN   8.51332       0.579739        46.0581        33.2507     
  1156.88        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5998       0.505361E-005            NaN   8.51651       0.579155        46.0526        33.2519     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6014       0.510911E-005            NaN   8.51954       0.578601        46.0474        33.2531     
  1153.89        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6028       0.517664E-005            NaN   8.52242       0.578073        46.0424        33.2543     
  1152.40        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6042                 NaN            NaN   8.52513       0.577580        46.0376        33.2555     
  1150.91        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6056                 NaN            NaN   8.52765       0.577101        46.0330        33.2567     
  1149.41        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6059                 NaN            NaN   8.52946       0.576810        46.0302        33.2576     
  1147.92        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6073                 NaN            NaN   8.53195       0.576332        46.0256        33.2588     
  1146.42        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6086                 NaN            NaN   8.53443       0.575855        46.0211        33.2600     
  1144.93        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6100                 NaN            NaN   8.53689       0.575378        46.0165        33.2612     
  1143.43        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6114                 NaN            NaN   8.53932       0.574904        46.0119        33.2624     
  1141.94        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6128                 NaN            NaN   8.54178       0.574419        46.0073        33.2637     
  1140.45        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6143                 NaN            NaN   8.54423       0.573932        46.0027        33.2649     
  1138.95        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6157                 NaN            NaN   8.54667       0.573444        45.9981        33.2661     
  1137.46        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6172                 NaN            NaN   8.54911       0.572954        45.9934        33.2673     
  1135.96        2500.00                 NaN            NaN            NaN            NaN            NaN   11.6186                 NaN            NaN   8.55155       0.572463        45.9888        33.2686     
  1134.47        2500.00                 NaN            NaN            NaN            NaN            NaN   4.54488        7.07527                 NaN   8.55397       0.571969        45.9841        33.2698     
  1132.98        2500.00                 NaN            NaN            NaN            NaN            NaN   4.55593        7.06570                 NaN   8.55638       0.571476        45.9795        33.2710     
  1131.48        2500.00                 NaN            NaN            NaN            NaN            NaN   4.56779        7.05532                 NaN   8.55879       0.570981        45.9749        33.2722     
  1129.99        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58061        7.04397                 NaN   8.56120       0.570486        45.9703        33.2735     
  1128.49        2500.00                 NaN            NaN            NaN            NaN            NaN   7.03179        4.59428                 NaN   8.56359       0.569990        45.9657        33.2747     
  1127.00        2500.00                 NaN            NaN            NaN            NaN            NaN   7.01868        4.60887                 NaN   8.56597       0.569494        45.9611        33.2759     
  1125.51        2500.00                 NaN            NaN            NaN            NaN            NaN   7.00463        4.62440                 NaN   8.56833       0.568998        45.9565        33.2772     
  1124.01        2500.00                 NaN            NaN            NaN            NaN            NaN   4.64076        6.98976                 NaN   8.57069       0.568502        45.9519        33.2784     
  1122.52        2500.00                 NaN            NaN            NaN            NaN            NaN   4.65811        6.97389                 NaN   8.57303       0.568007        45.9473        33.2796     
  1121.02        2500.00                 NaN            NaN            NaN            NaN            NaN   4.67630        6.95718                 NaN   8.57536       0.567512        45.9428        33.2809     
  1119.53        2500.00                 NaN            NaN            NaN            NaN            NaN   4.69547        6.93949                 NaN   8.57767       0.567018        45.9383        33.2821     
  1118.03        2500.00                 NaN            NaN            NaN            NaN            NaN   4.71553        6.92090                 NaN   8.57997       0.566525        45.9338        33.2833     
  1116.54        2500.00                 NaN            NaN            NaN            NaN            NaN   4.73650        6.90140                 NaN   8.58225       0.566034        45.9293        33.2846     
  1115.05        2500.00                 NaN            NaN            NaN            NaN            NaN   6.88102        4.75834                 NaN   8.58451       0.565544        45.9248        33.2858     
  1113.55        2500.00                 NaN            NaN            NaN            NaN            NaN   4.78129        6.85952                 NaN   8.58675       0.565056        45.9204        33.2870     
  1112.06        2500.00                 NaN            NaN            NaN            NaN            NaN   4.80510        6.83717                 NaN   8.58897       0.564571        45.9160        33.2882     
  1110.56        2500.00                 NaN            NaN            NaN            NaN            NaN   4.28453        7.37667                 NaN   8.60837       0.559772        45.8784        33.2922     
  1109.07        2500.00                 NaN            NaN            NaN            NaN            NaN   4.34479        7.31788                 NaN   8.61065       0.559275        45.8740        33.2935     
  1107.58        2500.00                 NaN            NaN            NaN            NaN            NaN   4.40540        7.25870                 NaN   8.61288       0.558785        45.8696        33.2947     
  1106.08        2500.00                 NaN            NaN            NaN            NaN            NaN   4.46678        7.19873                 NaN   8.61508       0.558302        45.8652        33.2959     
  1104.59        2500.00                 NaN            NaN            NaN            NaN            NaN   4.52772        7.13916                 NaN   8.61724       0.557827        45.8610        33.2971     
  1103.09        2500.00                 NaN            NaN            NaN            NaN            NaN   4.58811        7.08011                 NaN   8.61935       0.557359        45.8568        33.2983     
  1101.60        2500.00                 NaN            NaN            NaN            NaN            NaN   4.64932        7.02022                 NaN   8.62143       0.556899        45.8527        33.2994     
  1100.11        2500.00                 NaN            NaN            NaN            NaN            NaN   4.71090        6.95992                 NaN   8.62347       0.556447        45.8486        33.3006     
  1098.61        2500.00                 NaN            NaN            NaN            NaN            NaN   4.70835        6.96433                 NaN   8.62599       0.555864        45.8435        33.3019     
  1097.12        2500.00                 NaN            NaN            NaN            NaN            NaN   7.01373        4.66120                 NaN   8.62887       0.555192        45.8377        33.3033     
  1095.62        2500.00                 NaN            NaN            NaN            NaN            NaN   7.06516        4.61211                 NaN   8.63180       0.554497        45.8317        33.3047     
  1094.13        2500.00                 NaN            NaN            NaN            NaN            NaN   7.11714        4.56251                 NaN   8.63476       0.553794        45.8256        33.3062     
  1092.63        2500.00                 NaN            NaN            NaN            NaN            NaN   4.51077        7.17134                 NaN   8.63777       0.553072        45.8194        33.3076     
  1091.14        2500.00                 NaN            NaN            NaN            NaN            NaN   4.45774        7.22690                 NaN   8.64083       0.552334        45.8131        33.3091     
  1089.65        2500.00                 NaN            NaN            NaN            NaN            NaN   7.28451        4.40273                 NaN   8.64396       0.551578        45.8067        33.3106     
  1088.15        2500.00                 NaN            NaN            NaN            NaN            NaN   7.34392        4.34600                 NaN   8.64713       0.550805        45.8001        33.3120     
  1086.66        2500.00                 NaN            NaN            NaN            NaN            NaN   4.28739        7.40529                 NaN   8.65036       0.550014        45.7934        33.3136     
  1085.16        2500.00                 NaN            NaN            NaN            NaN            NaN   7.83493        3.87021                 NaN   8.66048       0.547235        45.7701        33.3170     
  1083.67        2500.00                 NaN            NaN            NaN            NaN            NaN   7.87619        3.83166                 NaN   8.66368       0.546449        45.7635        33.3185     
  1082.18        2500.00                 NaN            NaN            NaN            NaN            NaN   7.91751        3.79309                 NaN   8.66691       0.545654        45.7568        33.3200     
  1080.68        2500.00                 NaN            NaN            NaN            NaN            NaN   7.95996        3.75348                 NaN   8.67016       0.544847        45.7500        33.3215     
  1079.19        2500.00                 NaN            NaN            NaN            NaN            NaN   8.00326        3.71303                 NaN   8.67348       0.544020        45.7432        33.3231     
  1077.69        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7191                 NaN            NaN   8.67683       0.543182        45.7362        33.3246     
  1076.20        2500.00                 NaN            NaN            NaN            NaN            NaN   8.09320        3.62902                 NaN   8.68021       0.542329        45.7291        33.3261     
  1074.71        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7252                 NaN            NaN   8.68368       0.541454        45.7219        33.3277     
  1073.21        2500.00                 NaN            NaN            NaN            NaN            NaN   11.7283                 NaN            NaN   8.68715       0.540572        45.7146        33.3293     
  1071.72        2500.00                 NaN            NaN            NaN            NaN            NaN   7.90892        3.81616                 NaN   8.68652       0.540810        45.7175        33.3301     
  1070.22        2500.00                 NaN            NaN            NaN            NaN            NaN   3.43765        8.29528                 NaN   8.69416       0.538813        45.7013        33.3328     
  1068.73        2500.00                 NaN            NaN            NaN            NaN            NaN   2.97149        8.77074                 NaN   8.70303       0.536479        45.6825        33.3358     
  1067.23        2500.00                 NaN            NaN            NaN            NaN            NaN   2.37753       0.249525E-004   9.37608        8.71366       0.533665        45.6598        33.3392     
  1065.74        2500.00                 NaN            NaN            NaN            NaN            NaN   1.58001        10.1883                 NaN   8.72701       0.530109        45.6312        33.3434     
  1064.25        2500.00                 NaN            NaN            NaN            NaN            NaN   11.5307       0.263044                 NaN   8.74935       0.524154        45.5825        33.3502     
  1062.75        2500.00                 NaN            NaN            NaN            NaN            NaN   4.56007        7.25883                 NaN   8.77975       0.516139        45.5321        33.3531     
  1061.26        2500.00                 NaN            NaN            NaN            NaN            NaN   11.8398                 NaN            NaN   8.79604       0.512657        45.4913        33.3602     
  1059.76        2500.00                 NaN            NaN            NaN            NaN            NaN   7.81510        4.06113                 NaN   8.82933       0.503523        45.4222        33.3687     
  1058.27        2500.00                 NaN            NaN            NaN            NaN            NaN   2.87620        9.01028       0.373298E-005   8.83896       0.501038        45.4015        33.3720     
  1056.78        2500.00                 NaN            NaN            NaN            NaN            NaN   2.79341        9.09428                 NaN   8.84024       0.500686        45.3980        33.3733     
  1055.28        2500.00                 NaN            NaN            NaN            NaN            NaN   2.74824        9.14046                 NaN   8.84128       0.500389        45.3951        33.3746     
  1053.79        2500.00                 NaN            NaN            NaN            NaN            NaN   2.70372        9.18593                 NaN   8.84228       0.500103        45.3922        33.3758     
  1052.29        2500.00                 NaN            NaN            NaN            NaN            NaN   2.66002        9.23054                 NaN   8.84323       0.499829        45.3893        33.3770     
  1050.80        2500.00                 NaN            NaN            NaN            NaN            NaN   2.61732        9.27410                 NaN   8.84415       0.499566        45.3866        33.3783     
  1049.31        2500.00                 NaN            NaN            NaN            NaN            NaN   2.57575        9.31650                 NaN   8.84503       0.499314        45.3839        33.3795     
  1047.81        2500.00                 NaN            NaN            NaN            NaN            NaN   2.53541        9.35762                 NaN   8.84587       0.499073        45.3814        33.3807     
  1046.32        2500.00                 NaN            NaN            NaN            NaN            NaN   2.41307        9.48649                 NaN   8.85098       0.497345        45.3690        33.3831     
  1044.82        2500.00                 NaN            NaN            NaN            NaN            NaN   2.37745        9.52270                 NaN   8.85167       0.497151        45.3668        33.3842     
  1043.33        2500.00                 NaN            NaN            NaN            NaN            NaN   2.32925        9.57060                 NaN   8.85211       0.497047        45.3656        33.3854     
  1041.84        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17751        9.74554                 NaN   8.87446       0.490639        45.3208        33.3910     
  1040.34        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17746        9.74526                 NaN   8.87445       0.490629        45.3202        33.3920     
  1038.85        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17740        9.74499                 NaN   8.87444       0.490619        45.3197        33.3929     
  1037.35        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17735        9.74471                 NaN   8.87443       0.490609        45.3191        33.3938     
  1035.86        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17730        9.74444                 NaN   8.87442       0.490599        45.3185        33.3948     
  1034.36        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17724        9.74417                 NaN   8.87441       0.490589        45.3179        33.3957     
  1032.87        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17718        9.74390                 NaN   8.87439       0.490579        45.3173        33.3966     
  1031.38        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17712        9.74363                 NaN   8.87438       0.490570        45.3168        33.3975     
  1029.88        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17707        9.74335                 NaN   8.87437       0.490560        45.3162        33.3985     
  1028.39        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17701        9.74308                 NaN   8.87436       0.490550        45.3156        33.3994     
  1026.89        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17695        9.74281                 NaN   8.87435       0.490540        45.3150        33.4003     
  1025.40        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17690        9.74254                 NaN   8.87434       0.490530        45.3145        33.4012     
  1023.91        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17684        9.74227                 NaN   8.87433       0.490520        45.3139        33.4021     
  1022.41        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17678        9.74200                 NaN   8.87432       0.490511        45.3133        33.4031     
  1020.92        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17673        9.74173                 NaN   8.87431       0.490501        45.3127        33.4040     
  1019.42        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17667        9.74147                 NaN   8.87430       0.490491        45.3122        33.4049     
  1017.93        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17661        9.74120                 NaN   8.87429       0.490481        45.3116        33.4058     
  1016.44        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17655        9.74093                 NaN   8.87427       0.490471        45.3110        33.4068     
  1014.94        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17649        9.74066                 NaN   8.87426       0.490462        45.3104        33.4077     
  1013.45        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17644        9.74039                 NaN   8.87425       0.490452        45.3099        33.4086     
  1011.95        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17638        9.74012                 NaN   8.87424       0.490442        45.3093        33.4095     
  1010.46        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17632        9.73986                 NaN   8.87423       0.490433        45.3087        33.4104     
  1008.96        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17626        9.73959                 NaN   8.87422       0.490423        45.3081        33.4114     
  1007.47        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17624        9.73928                 NaN   8.87421       0.490413        45.3076        33.4123     
  1005.98        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17618        9.73902                 NaN   8.87420       0.490403        45.3070        33.4132     
  1004.48        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17612        9.73875                 NaN   8.87419       0.490393        45.3064        33.4141     
  1002.99        2500.00                 NaN            NaN            NaN            NaN            NaN   2.17606        9.73848                 NaN   8.87418       0.490383        45.3058        33.4151     
