|6.6.6
Archiving\03_Data\eq/QFM_m4.5/NWA1068/NWA1068_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       pxmn           Ni             Sp(TH)         iron           O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        Opx(TH)        ab            
  1346.15        2500.00        14.4917       0.699851                 NaN  0.979501                 NaN   27.5257        25.9771        23.4546        6.87150                 NaN            NaN            NaN
  1342.95        2500.00        14.4913       0.699858                 NaN  0.979530                 NaN   27.5257        25.9771        23.4547        6.87190                 NaN            NaN            NaN
  1339.74        2500.00        14.4908       0.699865                 NaN  0.979558                 NaN   27.5257        25.9771        23.4547        6.87230                 NaN            NaN            NaN
  1336.54        2500.00        14.4903       0.699872                 NaN  0.979587                 NaN   27.5257        25.9771        23.4548        6.87271                 NaN            NaN            NaN
  1333.33        2500.00        9.85501       0.702805                 NaN  0.996944                 NaN   27.8762        25.3879        26.1512        9.02997                 NaN            NaN            NaN
  1330.13        2500.00        9.85472       0.702810                 NaN  0.996970                 NaN   27.8761        25.3879        26.1511        9.03046                 NaN            NaN            NaN
  1326.92        2500.00        9.85443       0.702814                 NaN  0.996995                 NaN   27.8760        25.3879        26.1510        9.03095                 NaN            NaN            NaN
  1323.72        2500.00        9.85414       0.702818                 NaN  0.997020                 NaN   27.8759        25.3878        26.1508        9.03145                 NaN            NaN            NaN
  1320.51        2500.00        7.95442       0.704106                 NaN   1.00467                 NaN   27.9871        26.1044        26.2777        9.96758                 NaN            NaN            NaN
  1317.31        2500.00        7.51106       0.704419                 NaN   1.00627                 NaN   28.0105        26.0865        26.4915        10.1899                 NaN            NaN            NaN
  1314.10        2500.00        4.76401       0.705641                 NaN   1.01029                 NaN   28.2967        26.3876        26.6655        10.6726        1.49774                 NaN            NaN
  1310.90        2500.00                 NaN  0.707517                 NaN   1.01665                 NaN   28.8502        26.9791        26.6686        11.3142        4.46368                 NaN            NaN
  1307.69        2500.00                 NaN  0.707471                 NaN   1.01851                 NaN   28.8629        26.6895        26.9093        11.3493        4.46305                 NaN            NaN
  1304.49        2500.00                 NaN  0.707471                 NaN   1.01853                 NaN   28.8626        26.6893        26.9090        11.3499        4.46311                 NaN            NaN
  1301.28        2500.00                 NaN  0.707472                 NaN   1.01855                 NaN   28.8624        26.6892        26.9088        11.3505        4.46316                 NaN            NaN
  1298.08        2500.00                 NaN  0.707473                 NaN   1.01857                 NaN   28.8621        26.6891        26.9086        11.3510        4.46322                 NaN            NaN
  1294.87        2500.00                 NaN  0.707473                 NaN   1.01859                 NaN   28.8618        26.6889        26.9083        11.3516        4.46327                 NaN            NaN
  1291.67        2500.00                 NaN  0.707473                 NaN   1.01861                 NaN   28.8616        26.6888        26.9081        11.3521        4.46333                 NaN            NaN
  1288.46        2500.00                 NaN  0.707474                 NaN   1.01863                 NaN   28.8613        26.6886        26.9079        11.3527        4.46339                 NaN            NaN
  1285.26        2500.00                 NaN  0.707474                 NaN   1.01865                 NaN   28.8610        26.6885        26.9076        11.3533        4.46344                 NaN            NaN
  1282.05        2500.00                 NaN  0.707126                 NaN   1.03321                 NaN   28.9552        26.8282        26.4047        11.6148        4.45673                 NaN            NaN
  1278.85        2500.00                 NaN  0.707126                 NaN   1.03323                 NaN   28.9549        26.8281        26.4045        11.6154        4.45678                 NaN            NaN
  1275.64        2500.00                 NaN  0.707126                 NaN   1.03325                 NaN   28.9547        26.8279        26.4042        11.6159        4.45684                 NaN            NaN
  1272.44        2500.00                 NaN  0.707127                 NaN   1.03327                 NaN   28.9544        26.8278        26.4040        11.6165        4.45689                 NaN            NaN
  1269.23        2500.00                 NaN  0.707127                 NaN   1.03329                 NaN   28.9541        26.8277        26.4038        11.6171        4.45695                 NaN            NaN
  1266.03        2500.00                 NaN  0.707127                 NaN   1.03331                 NaN   28.9538        26.8275        26.4035        11.6177        4.45700                 NaN            NaN
  1262.82        2500.00                 NaN  0.707127                 NaN   1.03333                 NaN   28.9535        26.8274        26.4033        11.6182        4.45706                 NaN            NaN
  1259.62        2500.00                 NaN  0.707127                 NaN   1.03335                 NaN   28.9533        26.8273        26.4030        11.6188        4.45711                 NaN            NaN
  1256.41        2500.00                 NaN  0.706814                 NaN   1.04785                 NaN   29.0359        25.9623        26.9440        11.8583        4.44498                 NaN            NaN
  1253.21        2500.00                 NaN  0.706814                 NaN   1.04787                 NaN   29.0356        25.9620        26.9439        11.8588        4.44503                 NaN            NaN
  1250.00        2500.00                 NaN  0.706814                 NaN   1.04789                 NaN   29.0353        25.9618        26.9437        11.8594        4.44509                 NaN            NaN
  1246.79        2500.00                 NaN  0.706814                 NaN   1.04791                 NaN   29.0350        25.9615        26.9436        11.8600        4.44514                 NaN            NaN
  1243.59        2500.00                 NaN  0.706814                 NaN   1.04793                 NaN   29.0347        25.9613        26.9435        11.8606        4.44519                 NaN            NaN
  1240.38        2500.00                 NaN  0.706814                 NaN   1.04795                 NaN   29.0344        25.9610        26.9433        11.8612        4.44525                 NaN            NaN
  1237.18        2500.00                 NaN  0.706814                 NaN   1.04797                 NaN   29.0342        25.9608        26.9432        11.8618        4.44530                 NaN            NaN
  1233.97        2500.00                 NaN  0.706814                 NaN   1.04799                 NaN   29.0339        25.9606        26.9431        11.8623        4.44535                 NaN            NaN
  1230.77        2500.00                 NaN  0.706532                 NaN   1.06243                 NaN   29.1057        27.0527        25.5625        12.0831        4.42708                 NaN            NaN
  1227.56        2500.00                 NaN  0.706532                 NaN   1.06245                 NaN   29.1054        27.0526        25.5622        12.0837        4.42713                 NaN            NaN
  1224.36        2500.00                 NaN  0.706532                 NaN   1.06247                 NaN   29.1051        27.0525        25.5620        12.0842        4.42718                 NaN            NaN
  1221.15        2500.00                 NaN  0.706532                 NaN   1.06249                 NaN   29.1048        27.0524        25.5617        12.0848        4.42723                 NaN            NaN
  1217.95        2500.00                 NaN  0.706531                 NaN   1.06251                 NaN   29.1046        27.0522        25.5615        12.0854        4.42728                 NaN            NaN
  1214.74        2500.00                 NaN  0.706531                 NaN   1.06253                 NaN   29.1043        27.0521        25.5612        12.0860        4.42733                 NaN            NaN
  1211.54        2500.00                 NaN  0.706531                 NaN   1.06255                 NaN   29.1040        27.0520        25.5610        12.0866        4.42738                 NaN            NaN
  1208.33        2500.00                 NaN  0.706531                 NaN   1.06257                 NaN   29.1037        27.0518        25.5607        12.0872        4.42744                 NaN            NaN
  1205.13        2500.00                 NaN  0.706276                 NaN   1.07690                 NaN   29.1667        27.1561        25.1983        12.2903        4.40545                 NaN            NaN
  1201.92        2500.00                 NaN  0.706275                 NaN   1.07692                 NaN   29.1664        27.1559        25.1980        12.2909        4.40550                 NaN            NaN
  1198.72        2500.00                 NaN  0.706275                 NaN   1.07694                 NaN   29.1661        27.1558        25.1978        12.2915        4.40555                 NaN            NaN
  1195.51        2500.00                 NaN  0.706275                 NaN   1.07696                 NaN   29.1659        27.1557        25.1975        12.2921        4.40560                 NaN            NaN
  1192.31        2500.00                 NaN  0.706274                 NaN   1.07698                 NaN   29.1656        27.1556        25.1973        12.2927        4.40565                 NaN            NaN
  1189.10        2500.00                 NaN  0.706274                 NaN   1.07700                 NaN   29.1653        27.1554        25.1970        12.2933        4.40570                 NaN            NaN
  1185.90        2500.00                 NaN  0.706273                 NaN   1.07702                 NaN   29.1650        27.1553        25.1968        12.2939        4.40575                 NaN            NaN
  1182.69        2500.00                 NaN  0.706273                 NaN   1.07704                 NaN   29.1647        27.1552        25.1965        12.2945        4.40580                 NaN            NaN
  1179.49        2500.00                 NaN  0.706046                 NaN   1.09191                 NaN   29.2176        27.2629        24.8619        12.4821        4.37763                 NaN            NaN
  1176.28        2500.00                 NaN  0.706045                 NaN   1.09193                 NaN   29.2173        27.2628        24.8616        12.4827        4.37768                 NaN            NaN
  1173.08        2500.00                 NaN  0.706044                 NaN   1.09195                 NaN   29.2170        27.2627        24.8614        12.4833        4.37773                 NaN            NaN
  1169.87        2500.00                 NaN  0.706044                 NaN   1.09197                 NaN   29.2167        27.2625        24.8611        12.4839        4.37777                 NaN            NaN
  1166.67        2500.00                 NaN  0.706043                 NaN   1.09198                 NaN   29.2164        27.2624        24.8609        12.4845        4.37782                 NaN            NaN
  1163.46        2500.00                 NaN  0.706042                 NaN   1.09200                 NaN   29.2161        27.2623        24.8607        12.4851        4.37787                 NaN            NaN
  1160.26        2500.00                 NaN  0.706042                 NaN   1.09202                 NaN   29.2158        27.2622        24.8604        12.4857        4.37792                 NaN            NaN
  1157.05        2500.00                 NaN  0.706041                 NaN   1.09204                 NaN   29.2155        27.2620        24.8602        12.4863        4.37797                 NaN            NaN
  1153.85        2500.00                 NaN  0.705838                 NaN   1.10743                 NaN   29.2603        27.3725        24.5484        12.6606        4.34494                 NaN            NaN
  1150.64        2500.00                 NaN  0.705837                 NaN   1.10745                 NaN   29.2600        27.3724        24.5482        12.6612        4.34499                 NaN            NaN
  1147.44        2500.00                 NaN  0.705836                 NaN   1.10747                 NaN   29.2597        27.3723        24.5479        12.6618        4.34503                 NaN            NaN
  1144.23        2500.00                 NaN  0.705835                 NaN   1.10749                 NaN   29.2593        27.3722        24.5477        12.6624        4.34508                 NaN            NaN
  1141.03        2500.00                 NaN  0.705834                 NaN   1.10751                 NaN   29.2590        27.3720        24.5474        12.6630        4.34513                 NaN            NaN
  1137.82        2500.00                 NaN  0.705834                 NaN   1.10753                 NaN   29.2587        27.3719        24.5472        12.6636        4.34517                 NaN            NaN
  1134.62        2500.00                 NaN  0.705833                 NaN   1.10755                 NaN   29.2584        27.3718        24.5469        12.6642        4.34522                 NaN            NaN
  1131.41        2500.00                 NaN  0.705832                 NaN   1.10757                 NaN   29.2581        27.3717        24.5467        12.6649        4.34527                 NaN            NaN
  1128.21        2500.00                 NaN  0.705651                 NaN   1.12365                 NaN   29.2945        24.2560        27.4865        12.8277        4.30601                 NaN            NaN
  1125.00        2500.00                 NaN  0.705650                 NaN   1.12367                 NaN   29.2942        24.2558        27.4864        12.8283        4.30605                 NaN            NaN
  1121.79        2500.00                 NaN  0.705649                 NaN   1.12369                 NaN   29.2939        24.2555        27.4862        12.8290        4.30610                 NaN            NaN
  1118.59        2500.00                 NaN  0.705648                 NaN   1.12371                 NaN   29.2936        24.2553        27.4861        12.8296        4.30615                 NaN            NaN
  1115.38        2500.00                 NaN  0.705647                 NaN   1.12373                 NaN   29.2933        24.2550        27.4860        12.8302        4.30619                 NaN            NaN
  1112.18        2500.00                 NaN  0.705645                 NaN   1.12374                 NaN   29.2929        24.2548        27.4859        12.8308        4.30624                 NaN            NaN
  1108.97        2500.00                 NaN  0.705644                 NaN   1.12376                 NaN   29.2926        24.2545        27.4858        12.8314        4.30628                 NaN            NaN
  1105.77        2500.00                 NaN  0.705643                 NaN   1.12378                 NaN   29.2923        24.2542        27.4856        12.8320        4.30633                 NaN            NaN
  1102.56        2500.00                 NaN  0.705482                 NaN   1.14047                 NaN   29.3215        27.6042        23.9817        12.9848        4.26185                 NaN            NaN
  1099.36        2500.00                 NaN  0.705481                 NaN   1.14048                 NaN   29.3212        27.6041        23.9814        12.9854        4.26189                 NaN            NaN
  1096.15        2500.00                 NaN  0.705480                 NaN   1.14050                 NaN   29.3209        27.6040        23.9812        12.9860        4.26194                 NaN            NaN
  1092.95        2500.00                 NaN  0.705479                 NaN   1.14052                 NaN   29.3206        27.6039        23.9809        12.9867        4.26198                 NaN            NaN
  1089.74        2500.00                 NaN  0.705477                 NaN   1.14054                 NaN   29.3203        27.6038        23.9807        12.9873        4.26203                 NaN            NaN
  1086.54        2500.00                 NaN  0.705476                 NaN   1.14056                 NaN   29.3200        27.6036        23.9804        12.9879        4.26207                 NaN            NaN
  1083.33        2500.00                 NaN  0.705475                 NaN   1.14058                 NaN   29.3196        27.6035        23.9801        12.9885        4.26211                 NaN            NaN
  1080.13        2500.00                 NaN  0.705473                 NaN   1.14060                 NaN   29.3193        27.6034        23.9799        12.9891        4.26216                 NaN            NaN
  1076.92        2500.00                 NaN  0.705332                 NaN   1.15822                 NaN   29.3419        27.7267        23.7221        13.1329        4.21280                 NaN            NaN
  1073.72        2500.00                 NaN  0.705330                 NaN   1.15824                 NaN   29.3416        27.7266        23.7219        13.1336        4.21284                 NaN            NaN
  1070.51        2500.00                 NaN  0.705329                 NaN   1.15826                 NaN   29.3413        27.7265        23.7216        13.1342        4.21288                 NaN            NaN
  1067.31        2500.00                 NaN  0.705327                 NaN   1.15828                 NaN   29.3410        27.7264        23.7213        13.1348        4.21293                 NaN            NaN
  1064.10        2500.00                 NaN  0.705326                 NaN   1.15830                 NaN   29.3406        27.7262        23.7211        13.1354        4.21297                 NaN            NaN
  1060.90        2500.00                 NaN  0.705324                 NaN   1.15832                 NaN   29.3403        27.7261        23.7208        13.1361        4.21301                 NaN            NaN
  1057.69        2500.00                 NaN  0.705323                 NaN   1.15834                 NaN   29.3400        27.7260        23.7206        13.1367        4.21305                 NaN            NaN
  1054.49        2500.00                 NaN  0.705321                 NaN   1.15835                 NaN   29.3397        27.7259        23.7203        13.1373        4.21309                 NaN            NaN
  1051.28        2500.00                 NaN  0.705197                 NaN   1.17746                 NaN   29.3543        27.8566        23.4762        13.2713        4.15893                 NaN            NaN
  1048.08        2500.00                 NaN  0.705196                 NaN   1.17748                 NaN   29.3539        27.8565        23.4759        13.2720        4.15897                 NaN            NaN
  1044.87        2500.00                 NaN  0.705167                 NaN   1.18268                 NaN   29.3558        23.4194        27.8882        13.3038        4.14491                 NaN            NaN
  1041.67        2500.00                 NaN  0.705150                 NaN   1.18495                 NaN   29.3576        27.9041        23.3890        13.3207        4.13849                 NaN            NaN
  1038.46        2500.00                 NaN  0.705159                 NaN   1.18450                 NaN   29.3561        23.3817        27.7290        13.3251        4.13071       0.187707                 NaN
  1035.26        2500.00                 NaN  0.705157                 NaN   1.18452                 NaN   29.3558        23.3815        27.7288        13.3257        4.13075       0.187706                 NaN
  1032.05        2500.00                 NaN  0.705184                 NaN   1.18323                 NaN   29.3536        23.3705        27.3234        13.3292        4.11707       0.617854                 NaN
  1028.85        2500.00                 NaN  0.705193                 NaN   1.18240                 NaN   29.3517        23.3636        27.1399        13.3341        4.10806       0.815036                 NaN
  1025.64        2500.00                 NaN  0.705203                 NaN   1.18206                 NaN   29.3444        23.3603        26.9742        13.3458        2.28088        1.01274        1.79443     
  1022.44        2500.00                 NaN  0.705210                 NaN   1.18197                 NaN   29.3355        26.8194        23.3574        13.3588                 NaN   1.20470        4.03712     
  1019.23        2500.00                 NaN  0.705218                 NaN   1.18181                 NaN   29.3356        23.3510        26.6188        13.3569                 NaN   1.41214        4.03847     
  1016.03        2500.00                 NaN  0.705217                 NaN   1.18183                 NaN   29.3353        23.3508        26.6188        13.3576                 NaN   1.41213        4.03837     
  1012.82        2500.00                 NaN  0.705233                 NaN   1.18167                 NaN   29.3336        23.3408        26.2310        13.3548                 NaN   1.81531        4.03750     
  1009.62        2500.00                 NaN  0.705232                 NaN   1.18169                 NaN   29.3333        23.3406        26.2310        13.3555                 NaN   1.81530        4.03741     
  1006.41        2500.00                 NaN  0.705231                 NaN   1.18171                 NaN   29.3330        23.3404        26.2309        13.3561                 NaN   1.81528        4.03731     
  1003.21        2500.00                 NaN  0.705230                 NaN   1.18173                 NaN   29.3327        23.3402        26.2309        13.3568                 NaN   1.81527        4.03722     
  1000.00        2500.00                 NaN  0.705263                 NaN   1.18345                 NaN   29.3287        25.4787        23.3108        13.3495                 NaN   2.60567        4.03791     
