|6.6.6
Archiving\03_Data\eqfrac/QFM_m2.75/KHA22/KHA22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       O(HP)          O(HP)          O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            ne             lc            
  1322.21        2500.00                 NaN   99.3716       0.745762E-001            NaN            NaN            NaN  0.192650       0.175711                 NaN  0.185483                 NaN            NaN            NaN            NaN
  1320.74        2500.00                 NaN   99.3776       0.731152E-001            NaN            NaN            NaN  0.192125       0.173713                 NaN  0.183469                 NaN            NaN            NaN            NaN
  1319.26        2500.00                 NaN   99.3838       0.722384E-001            NaN            NaN            NaN  0.190773       0.171784                 NaN  0.181449                 NaN            NaN            NaN            NaN
  1317.78        2500.00                 NaN   87.6541        1.32014                 NaN            NaN            NaN  0.386843        1.69177                 NaN   1.57475        7.37244                 NaN            NaN            NaN
  1316.30        2500.00                 NaN   78.6628        2.33681                 NaN            NaN            NaN  0.356171        2.94853                 NaN   2.63590        13.0598                 NaN            NaN            NaN
  1314.82        2500.00                 NaN   81.8881        2.06145                 NaN            NaN            NaN   2.61049       0.115542                 NaN   2.24729        11.0771                 NaN            NaN            NaN
  1313.35        2500.00                 NaN   84.3014        1.82708                 NaN            NaN            NaN   2.33177                 NaN            NaN   1.95619        9.58356                 NaN            NaN            NaN
  1311.87        2500.00                 NaN   86.2415        1.60145                 NaN            NaN            NaN   2.06379                 NaN            NaN   1.72108        8.37222                 NaN            NaN            NaN
  1310.39        2500.00                 NaN   87.7911        1.42403                 NaN            NaN            NaN   1.84660                 NaN            NaN   1.53369        7.40462                 NaN            NaN            NaN
  1308.91        2500.00                 NaN   89.0677        1.27766                 NaN            NaN            NaN   1.66815                 NaN            NaN   1.37897        6.60751                 NaN            NaN            NaN
  1307.43        2500.00                 NaN   90.1590        1.15779                 NaN            NaN            NaN   1.50677                 NaN            NaN   1.24617        5.93026                 NaN            NaN            NaN
  1305.96        2500.00                 NaN   91.0730        1.05458                 NaN            NaN            NaN   1.37534                 NaN            NaN   1.13487        5.36222                 NaN            NaN            NaN
  1304.48        2500.00                 NaN   91.8535       0.966743                 NaN            NaN            NaN   1.26369                 NaN            NaN   1.03971        4.87640                 NaN            NaN            NaN
  1303.00        2500.00                 NaN   92.5247       0.891807                 NaN            NaN            NaN   1.16683                 NaN            NaN  0.957754        4.45894                 NaN            NaN            NaN
  1301.52        2500.00                 NaN   93.1097       0.824866                 NaN            NaN            NaN   1.08457                 NaN            NaN  0.886168        4.09472                 NaN            NaN            NaN
  1300.04        2500.00                 NaN   93.6208       0.767775                 NaN            NaN            NaN   1.01093                 NaN            NaN  0.823349        3.77717                 NaN            NaN            NaN
  1298.57        2500.00                 NaN   94.0682       0.717117                 NaN            NaN            NaN  0.947406                 NaN            NaN  0.768388        3.49886                 NaN            NaN            NaN
  1297.09        2500.00                 NaN   94.4649       0.671272                 NaN            NaN            NaN  0.892706                 NaN            NaN  0.719544        3.25156                 NaN            NaN            NaN
  1295.61        2500.00                 NaN   94.8156       0.631423                 NaN            NaN            NaN  0.843897                 NaN            NaN  0.676297        3.03282                 NaN            NaN            NaN
  1294.13        2500.00                 NaN   95.1296       0.594695                 NaN            NaN            NaN  0.801450                 NaN            NaN  0.637502        2.83678                 NaN            NaN            NaN
  1292.65        2500.00                 NaN   95.4089       0.561297                 NaN            NaN            NaN  0.765352                 NaN            NaN  0.603033        2.66147                 NaN            NaN            NaN
  1291.17        2500.00                 NaN   95.6606       0.531924                 NaN            NaN            NaN  0.731355                 NaN            NaN  0.571575        2.50454                 NaN            NaN            NaN
  1289.70        2500.00                 NaN   94.8567       0.553798                 NaN            NaN            NaN  0.852598                 NaN            NaN  0.667346        2.94743       0.122145                 NaN            NaN
  1288.22        2500.00                 NaN   93.5498       0.594617                 NaN            NaN            NaN   1.03969                 NaN            NaN  0.821126        3.67697       0.317796                 NaN            NaN
  1286.74        2500.00                 NaN   94.0586       0.553932                 NaN            NaN            NaN  0.960134                 NaN            NaN  0.756969        3.37706       0.293282                 NaN            NaN
  1285.26        2500.00                 NaN   94.4978       0.517235                 NaN            NaN            NaN  0.893166                 NaN            NaN  0.701576        3.11814       0.272047                 NaN            NaN
  1283.78        2500.00                 NaN   94.8754       0.485491                 NaN            NaN            NaN  0.836917                 NaN            NaN  0.653892        2.89484       0.253413                 NaN            NaN
  1282.31        2500.00                 NaN   95.1742       0.461311                 NaN            NaN            NaN  0.790710                 NaN            NaN  0.616517        2.71864       0.238623                 NaN            NaN
  1280.83        2500.00                 NaN   95.5283       0.427629                 NaN            NaN            NaN  0.743152                 NaN            NaN  0.571041        2.50887       0.220999                 NaN            NaN
  1279.35        2500.00                 NaN   95.2393       0.461570                 NaN            NaN            NaN  0.778978                 NaN            NaN  0.614042        2.67176       0.234391                 NaN            NaN
  1277.87        2500.00                 NaN   93.8149       0.505544                 NaN            NaN            NaN   1.30685                 NaN            NaN  0.769232        3.32199       0.281468                 NaN            NaN
  1276.39        2500.00                 NaN   98.4736       0.223044                 NaN            NaN            NaN  0.594309E-001            NaN            NaN  0.214048       0.931602       0.982868E-001            NaN            NaN
  1274.92        2500.00                 NaN   92.1807       0.470369                 NaN            NaN            NaN   1.45666                 NaN            NaN   1.03630        4.36699       0.488994                 NaN            NaN
  1273.44        2500.00                 NaN   99.5210       0.210743                 NaN            NaN            NaN            NaN            NaN            NaN  0.203336E-001  0.247883                 NaN            NaN            NaN
  1271.96        2500.00                 NaN   98.0358       0.314272                 NaN            NaN            NaN  0.247192                 NaN            NaN  0.247837        1.08695       0.679020E-001            NaN            NaN
  1270.48        2500.00                 NaN   96.8139       0.281324                 NaN            NaN            NaN  0.589187                 NaN            NaN  0.407367        1.78184       0.126364                 NaN            NaN
  1269.00        2500.00       0.155183        96.8158       0.410692                 NaN            NaN            NaN  0.509921                 NaN            NaN  0.410351        1.69802                 NaN            NaN            NaN
  1267.53        2500.00       0.224497        96.6301       0.282780                 NaN            NaN            NaN  0.621674                 NaN            NaN  0.411450        1.82945                 NaN            NaN            NaN
  1266.05        2500.00       0.501551        92.3416                 NaN            NaN            NaN            NaN   1.82707                 NaN            NaN  0.712007        3.63248                 NaN  0.985256                 NaN
  1264.57        2500.00       0.527561        90.1991       0.382997                 NaN            NaN            NaN   2.12133                 NaN            NaN  0.931440        4.36908                 NaN   1.46847                 NaN
  1263.09        2500.00       0.488948        90.5808       0.319813                 NaN            NaN            NaN   2.04659                 NaN            NaN  0.885436        4.24124                 NaN   1.43721                 NaN
  1261.61        2500.00       0.488243        91.9032       0.415930E-001            NaN            NaN            NaN   1.88909                 NaN            NaN  0.717214        3.70545                 NaN   1.25526                 NaN
  1260.14        2500.00       0.499865        88.3883       0.692557                 NaN            NaN            NaN   2.31765                 NaN            NaN   1.12326        5.24581                 NaN   1.73253                 NaN
  1258.66        2500.00       0.612589        88.8494       0.244149                 NaN            NaN            NaN   2.40401                 NaN            NaN   1.00745        5.18268                 NaN   1.69970                 NaN
  1257.18        2500.00       0.455852        89.6257       0.490772                 NaN            NaN            NaN   2.10106                 NaN            NaN  0.958021        4.80093                 NaN   1.56765                 NaN
  1255.70        2500.00       0.605715        88.4721       0.211915                 NaN            NaN            NaN   2.42410                 NaN            NaN  0.987946        5.51407                 NaN   1.78413                 NaN
  1254.22        2500.00        1.48918        66.8036        1.29437                 NaN            NaN            NaN   6.22894                 NaN            NaN   2.84431        16.1788                 NaN   5.16089                 NaN
  1252.75        2500.00        4.43154                 NaN   3.16001                 NaN            NaN            NaN   18.2555                 NaN            NaN   8.24016        45.3064                 NaN   14.9295        5.67692     
  1251.27        2500.00        4.32438                 NaN   3.03837                 NaN            NaN            NaN   18.8445                 NaN            NaN   8.19470        45.0415                 NaN   14.9334        5.62324     
  1249.79        2500.00        4.32233                 NaN   3.04969                 NaN            NaN            NaN   18.8321                 NaN            NaN   8.20657        45.0702                 NaN   14.9461        5.57306     
  1248.31        2500.00        4.31716                 NaN   3.05458                 NaN            NaN            NaN   18.8309                 NaN            NaN   8.21928        45.0887                 NaN   14.9629        5.52644     
  1246.83        2500.00        4.31399                 NaN   3.06498                 NaN            NaN            NaN   18.8200                 NaN            NaN   8.23241        45.1153                 NaN   14.9770        5.47639     
  1245.36        2500.00        4.31125                 NaN   3.07140                 NaN            NaN            NaN   18.8143                 NaN            NaN   8.24443        45.1400                 NaN   14.9916        5.42704     
  1243.88        2500.00        4.30777                 NaN   3.08178                 NaN            NaN            NaN   18.8048                 NaN            NaN   8.25643        45.1668                 NaN   15.0057        5.37672     
  1242.40        2500.00        4.30506                 NaN   3.09533                 NaN            NaN            NaN   18.7894                 NaN            NaN   8.26915        45.1976                 NaN   15.0188        5.32463     
  1240.92        2500.00        4.30130                 NaN   3.10248                 NaN            NaN            NaN   18.7846                 NaN            NaN   8.28146        45.2214                 NaN   15.0342        5.27463     
  1239.44        2500.00        4.29728                 NaN   3.11007                 NaN            NaN            NaN   18.7778                 NaN            NaN   8.29498        45.2457                 NaN   15.0499        5.22425     
  1237.97        2500.00        4.47566                 NaN   3.45239                 NaN            NaN            NaN   13.9107        3.53660                 NaN   8.37539        45.8918                 NaN   15.1277        5.22978     
  1236.49        2500.00        4.29011                 NaN   3.12871                 NaN            NaN            NaN   18.7611                 NaN            NaN   8.32057        45.2990                 NaN   15.0804        5.12005     
  1235.01        2500.00        4.28593                 NaN   3.13757                 NaN            NaN            NaN   18.7541                 NaN            NaN   8.33342        45.3242                 NaN   15.0961        5.06873     
  1233.53        2500.00        4.28624                 NaN   3.15576                 NaN            NaN            NaN   18.7298                 NaN            NaN   8.34429        45.3672                 NaN   15.1063        5.01043     
  1232.05        2500.00        4.28446                 NaN   3.18458                 NaN            NaN            NaN   18.6939                 NaN            NaN   8.35810        45.4142                 NaN   15.1142        4.95050     
  1230.58        2500.00        4.28954                 NaN   3.19017                 NaN            NaN            NaN   18.6810                 NaN            NaN   8.36945        45.4570                 NaN   15.1226        4.89021     
  1229.10        2500.00        4.29416                 NaN   3.26557                 NaN            NaN            NaN   18.5771                 NaN            NaN   8.38129        45.5564                 NaN   15.1138        4.81175     
  1227.62        2500.00        4.20634                 NaN   3.32493                 NaN            NaN            NaN   18.5473                 NaN            NaN   8.40371        45.5599       0.558641E-001   15.1368        4.76508     
  1226.14        2500.00        3.99638                 NaN   3.44298                 NaN            NaN            NaN   18.5080                 NaN            NaN   8.44267        45.5028       0.185912        15.1812        4.73999     
  1224.66        2500.00       0.232259                 NaN   5.46495                 NaN            NaN            NaN   17.7529                 NaN            NaN   8.97691        43.9626        2.55346        15.7740        5.28288     
  1223.18        2500.00       0.119007                 NaN   5.52530                 NaN            NaN            NaN   17.7387                 NaN            NaN   8.99969        43.9427        2.62421        15.8054        5.24507     
  1221.71        2500.00       0.193623                 NaN   5.48885                 NaN            NaN            NaN   17.7509                 NaN            NaN   8.99465        44.0055        2.57783        15.8085        5.18015     
  1220.23        2500.00       0.205493                 NaN   5.49026                 NaN            NaN            NaN   17.7429                 NaN            NaN   9.00807        44.0394        2.56795        15.8222        5.12377     
  1218.75        2500.00       0.199237                 NaN   5.49841                 NaN            NaN            NaN   17.7399                 NaN            NaN   9.01840        44.0664        2.57021        15.8382        5.06930     
  1217.27        2500.00       0.185936                 NaN   5.51209                 NaN            NaN            NaN   17.7306                 NaN            NaN   9.03104        44.0920        2.57694        15.8554        5.01598     
  1215.79        2500.00       0.174431                 NaN   5.52238                 NaN            NaN            NaN   17.7287                 NaN            NaN   9.04191        44.1162        2.58231        15.8723        4.96183     
  1214.32        2500.00       0.159465                 NaN   5.53391                 NaN            NaN            NaN   17.7282                 NaN            NaN   9.05305        44.1390        2.58969        15.8897        4.90702     
  1212.84        2500.00       0.158515                 NaN   5.53846                 NaN            NaN            NaN   17.7281                 NaN            NaN   9.06286        44.1678        2.58851        15.9053        4.85042     
  1211.36        2500.00       0.146608                 NaN   5.54930                 NaN            NaN            NaN   17.7252                 NaN            NaN   9.07418        44.1926        2.59412        15.9222        4.79577     
  1209.88        2500.00       0.123832                 NaN   5.56545                 NaN            NaN            NaN   17.7210                 NaN            NaN   9.08539        44.2130        2.60668        15.9415        4.74307     
  1208.40        2500.00                 NaN            NaN   5.64277                 NaN            NaN            NaN   17.6994                 NaN            NaN   9.10863        44.1903        2.67787        15.9763        4.70478     
  1206.93        2500.00                 NaN            NaN   5.64675                 NaN            NaN            NaN   17.6943                 NaN            NaN   9.12130        44.2204        2.67667        15.9942        4.64636     
  1205.45        2500.00        1.88750                 NaN   4.72468                 NaN            NaN            NaN   17.7919                 NaN            NaN   8.87358        45.2206        1.53521        15.7100        4.25650     
  1203.97        2500.00                 NaN            NaN  0.443651E-005   4.12217        1.87960                 NaN   15.7862       0.131417E-001            NaN   9.19753        45.2732        2.91615        16.1154        4.69658     
  1202.49        2500.00        1.84333                 NaN   4.76179                 NaN            NaN            NaN   17.7619                 NaN            NaN   8.89911        45.2769        1.56218        15.7510        4.14375     
  1201.01        2500.00        1.84052                 NaN   4.77081                 NaN            NaN            NaN   17.7542                 NaN            NaN   8.91158        45.3085        1.56437        15.7664        4.08357     
  1199.54        2500.00        1.84744                 NaN   4.76947                 NaN            NaN            NaN   17.7513                 NaN            NaN   8.91490        45.3510        1.55995        15.7847        4.02132     
  1198.06        2500.00        1.83448                 NaN   4.78090                 NaN            NaN            NaN   17.7418                 NaN            NaN   8.92300        45.3857        1.56853        15.8046        3.96094     
  1196.58        2500.00        1.40581                 NaN   4.86830                 NaN            NaN            NaN   17.8795                 NaN            NaN   8.98105        45.0926        1.82525        15.9272        4.02031     
  1195.10        2500.00                 NaN            NaN   1.99379        3.67532                 NaN            NaN   17.6477                 NaN            NaN   9.15023        44.5002        2.66576        16.1618        4.20515     
  1193.62        2500.00                 NaN            NaN   1.99108        3.68044                 NaN            NaN   17.6477                 NaN            NaN   9.15858        44.5310        2.66577        16.1803        4.14510     
  1192.15        2500.00                 NaN            NaN   1.98523        3.69724                 NaN            NaN   17.6310                 NaN            NaN   9.16939        44.5772        2.66464        16.1983        4.07693     
  1190.67        2500.00                 NaN            NaN   1.98052        3.70577                 NaN            NaN   17.6285                 NaN            NaN   9.17852        44.6128        2.66446        16.2160        4.01342     
  1189.19        2500.00                 NaN            NaN   1.96937        3.72166                 NaN            NaN   17.6244                 NaN            NaN   9.18740        44.6491        2.66407        16.2329        3.95107     
  1187.71        2500.00                 NaN            NaN   1.95476        3.74116                 NaN            NaN   17.6198                 NaN            NaN   9.19384        44.6888        2.66383        16.2509        3.88683     
  1186.23        2500.00                 NaN            NaN   1.96279        3.73607                 NaN            NaN   17.6179                 NaN            NaN   9.20264        44.7230        2.66362        16.2694        3.82461     
  1184.76        2500.00                 NaN            NaN   2.47412        3.38160                 NaN            NaN   17.4151                 NaN            NaN   9.20832        44.8976        2.66495        16.2495        3.70887     
  1183.28        2500.00                 NaN            NaN   1.91422        3.79301                 NaN            NaN   17.6110                 NaN            NaN   9.21900        44.7986        2.66362        16.3034        3.69721     
  1181.80        2500.00                 NaN            NaN   2.41054        3.45875                 NaN            NaN   17.3949                 NaN            NaN   9.22984        44.9778        2.66506        16.2847        3.57845     
  1180.32        2500.00                 NaN            NaN   2.43163        3.44013                 NaN            NaN   17.3950                 NaN            NaN   9.23172        45.0187        2.66497        16.3029        3.51490     
  1178.84        2500.00                 NaN            NaN   2.42260        3.45085                 NaN            NaN   17.4010                 NaN            NaN   9.24216        45.0455        2.66271        16.3204        3.45476     
  1177.37        2500.00                 NaN            NaN   2.39618        3.48266                 NaN            NaN   17.3908                 NaN            NaN   9.24822        45.0915        2.66421        16.3398        3.38659     
  1175.89        2500.00                 NaN            NaN   2.39723        3.48615                 NaN            NaN   17.3863                 NaN            NaN   9.25580        45.1320        2.66403        16.3592        3.31927     
  1174.41        2500.00                 NaN            NaN   2.39377        3.49168                 NaN            NaN   17.3895                 NaN            NaN   9.26592        45.1720        2.66434        16.3797        3.24311     
  1172.93        2500.00                 NaN            NaN   2.37101        3.51791                 NaN            NaN   17.3864                 NaN            NaN   9.27346        45.2135        2.66439        16.3992        3.17408     
  1171.45        2500.00                 NaN            NaN   2.35267        3.54062                 NaN            NaN   17.3820                 NaN            NaN   9.28120        45.2559        2.66436        16.4189        3.10435     
  1169.98        2500.00                 NaN            NaN   2.31038        3.58680                 NaN            NaN   17.3794                 NaN            NaN   9.28974        45.2980        2.66436        16.4379        3.03346     
  1168.50        2500.00                 NaN            NaN   2.30449        3.59725                 NaN            NaN   17.3695                 NaN            NaN   9.29391        45.3449        2.66533        16.4558        2.96881     
  1167.02        2500.00                 NaN            NaN   2.32086        3.59226                 NaN            NaN   17.3548                 NaN            NaN   9.30639        45.3925        2.66412        16.4773        2.89165     
  1165.54        2500.00                 NaN            NaN   2.32236        3.59408                 NaN            NaN   17.3525                 NaN            NaN   9.30777        45.4364        2.66493        16.4969        2.82505     
  1164.06        2500.00                 NaN            NaN   2.24465        3.67625                 NaN            NaN   17.3462                 NaN            NaN   9.32012        45.4781        2.66733        16.5136        2.75378     
  1162.58        2500.00                 NaN            NaN   2.28886        3.63562                 NaN            NaN   17.3510                 NaN            NaN   9.32583        45.5233        2.66266        16.5379        2.67483     
  1161.11        2500.00                 NaN            NaN   2.26318        3.66507                 NaN            NaN   17.3441                 NaN            NaN   9.33174        45.5700        2.66465        16.5583        2.60298     
  1159.63        2500.00                 NaN            NaN   2.24540        3.68999                 NaN            NaN   17.3340                 NaN            NaN   9.34351        45.6152        2.66466        16.5777        2.52955     
  1158.15        2500.00                 NaN            NaN   2.25660        3.68015                 NaN            NaN   17.3394                 NaN            NaN   9.34693        45.6551        2.66377        16.6002        2.45793     
  1156.67        2500.00                 NaN            NaN   2.19864        3.74215                 NaN            NaN   17.3376                 NaN            NaN   9.35546        45.7029        2.66354        16.6194        2.38024     
  1155.19        2500.00                 NaN            NaN   2.16947        3.77477                 NaN            NaN   17.3395                 NaN            NaN   9.36320        45.7445        2.66207        16.6394        2.30710     
  1153.72        2500.00                 NaN            NaN   2.20215        3.74741                 NaN            NaN   17.3301                 NaN            NaN   9.37009        45.7951        2.66344        16.6628        2.22887     
  1152.24        2500.00                 NaN            NaN   2.18405        3.76739                 NaN            NaN   17.3325                 NaN            NaN   9.37791        45.8374        2.66269        16.6841        2.15406     
  1150.76        2500.00                 NaN            NaN   2.15522        3.80159                 NaN            NaN   17.3309                 NaN            NaN   9.38066        45.8885        2.66235        16.7030        2.07778     
  1149.28        2500.00                 NaN            NaN   2.15237        3.80472                 NaN            NaN   17.3334                 NaN            NaN   9.39356        45.9271        2.66114        16.7285        1.99926     
  1147.80        2500.00                 NaN            NaN   2.12036        3.84568                 NaN            NaN   17.3206                 NaN            NaN   9.40028        45.9821        2.66249        16.7479        1.92055     
  1146.33        2500.00                 NaN            NaN   2.08622        3.87975                 NaN            NaN   17.3227                 NaN            NaN   9.40552        46.0285        2.66263        16.7708        1.84388     
  1144.85        2500.00                 NaN            NaN   5.93707                 NaN            NaN            NaN   17.4039                 NaN            NaN   9.45043        46.0497        2.66137        16.7632        1.73430     
  1143.37        2500.00                 NaN            NaN   5.92024                 NaN            NaN            NaN   17.4340                 NaN            NaN   9.46301        46.0736        2.66122        16.7889        1.65903     
  1141.89        2500.00                 NaN            NaN   5.92297                 NaN            NaN            NaN   17.4342                 NaN            NaN   9.47078        46.1204        2.66084        16.8118        1.57912     
  1140.41        2500.00                 NaN            NaN   5.91810                 NaN            NaN            NaN   17.4466                 NaN            NaN   9.47955        46.1585        2.66044        16.8361        1.50075     
  1138.94        2500.00                 NaN            NaN   5.92191                 NaN            NaN            NaN   17.4447                 NaN            NaN   9.48708        46.2071        2.66003        16.8595        1.41964     
  1137.46        2500.00                 NaN            NaN   5.92996                 NaN            NaN            NaN   17.4367                 NaN            NaN   9.49371        46.2610        2.65952        16.8824        1.33665     
  1135.98        2500.00                 NaN            NaN   6.03829                 NaN            NaN            NaN   4.23140        12.3740       0.999656E-005   9.25012        46.6235        2.73335        17.1580        1.59140     
  1134.50        2500.00                 NaN            NaN   6.03967                 NaN            NaN            NaN   4.24390        12.3633       0.103913E-004   9.25521        46.6725        2.73217        17.1824        1.51088     
  1133.02        2500.00                 NaN            NaN   6.04615                 NaN            NaN            NaN   4.28089        12.3098       0.109429E-004   9.24826        46.7361        2.73834        17.2089        1.43159     
  1131.55        2500.00                 NaN            NaN   6.05511                 NaN            NaN            NaN   4.27168        12.3004       0.113763E-004   9.22366        46.8255        2.74530        17.2364        1.34205     
  1130.07        2500.00                 NaN            NaN   6.04061                 NaN            NaN            NaN   4.29380        12.3010       0.118759E-004   9.23819        46.8427        2.74071        17.2591        1.28396     
  1128.59        2500.00                 NaN            NaN   6.06393                 NaN            NaN            NaN   4.18492        12.3808       0.119683E-004   9.27501        46.8782        2.73860        17.2888        1.18973     
  1127.11        2500.00                 NaN            NaN   6.05916                 NaN            NaN            NaN   4.18575        12.4017       0.122950E-004   9.26717        46.9465        2.73632        17.3083        1.09499     
  1125.63        2500.00                 NaN            NaN   6.05269                 NaN            NaN            NaN   4.13915        12.4835       0.124596E-004   9.26196        46.9951        2.73389        17.3338       0.999871     
  1124.16        2500.00                 NaN            NaN   6.06775                 NaN            NaN            NaN   4.07817        12.5153       0.127666E-004   9.24537        47.0912        2.73749        17.3563       0.908413     
  1122.68        2500.00                 NaN            NaN   6.06658                 NaN            NaN            NaN   4.11068        12.4872       0.134250E-004   9.24954        47.1382        2.73606        17.3845       0.827234     
  1121.20        2500.00                 NaN            NaN   6.06949                 NaN            NaN            NaN   4.08071        12.5379       0.137052E-004   9.24414        47.1921        2.73336        17.4016       0.740681     
  1119.72        2500.00                 NaN            NaN   6.07488                 NaN            NaN            NaN   4.05395        12.5403       0.142219E-004   9.29267        47.2063        2.73381        17.4294       0.668641     
  1118.24        2500.00                 NaN            NaN   1.65037        4.38594                 NaN            NaN   17.3162                 NaN            NaN   9.56041        46.9890        2.65432        17.2166       0.227129     
  1116.77        2500.00                 NaN            NaN   1.62588        4.41395                 NaN            NaN   17.3169                 NaN            NaN   9.56870        47.0439        2.65345        17.2421       0.135063     
  1115.29        2500.00                 NaN            NaN   1.59877        4.44452                 NaN            NaN   17.3178                 NaN            NaN   9.57703        47.0993        2.65258        17.2677       0.422643E-001
  1113.81        2500.00                 NaN            NaN   5.98856                 NaN            NaN            NaN   17.6290                 NaN            NaN   9.58523        46.9330        2.60513        17.2590                 NaN
  1112.33        2500.00                 NaN            NaN   5.99288                 NaN            NaN            NaN   17.6260                 NaN            NaN   9.59334        46.9270        2.60443        17.2563                 NaN
  1110.85        2500.00                 NaN            NaN   5.99617                 NaN            NaN            NaN   17.6253                 NaN            NaN   9.60093        46.9202        2.60387        17.2535                 NaN
  1109.38        2500.00                 NaN            NaN   6.01160                 NaN            NaN            NaN   17.5729                 NaN            NaN   9.59884        46.9501        2.61009        17.2565                 NaN
  1107.90        2500.00                 NaN            NaN   6.00520                 NaN            NaN            NaN   17.6177                 NaN            NaN   9.61352        46.9127        2.60266        17.2482                 NaN
  1106.42        2500.00                 NaN            NaN   6.00903                 NaN            NaN            NaN   17.6165                 NaN            NaN   9.62124        46.9061        2.60203        17.2451                 NaN
  1104.94        2500.00                 NaN            NaN   6.11775                 NaN            NaN            NaN   3.75317        12.8100       0.199765E-004   9.33427        47.6300        2.73245        17.6223                 NaN
  1103.46        2500.00                 NaN            NaN   6.01610                 NaN            NaN            NaN   17.6144                 NaN            NaN   9.63685        46.8926        2.60066        17.2394                 NaN
  1101.99        2500.00                 NaN            NaN   5.96161                 NaN            NaN            NaN   17.4858                 NaN            NaN   9.64982        46.9634        2.64639        17.2929                 NaN
  1100.51        2500.00                 NaN            NaN   6.02345                 NaN            NaN            NaN   17.6131                 NaN            NaN   9.65230        46.8789        2.59922        17.2331                 NaN
  1099.03        2500.00                 NaN            NaN   6.03540                 NaN            NaN            NaN   17.5662                 NaN            NaN   9.65476        46.9042        2.60651        17.2330                 NaN
  1097.55        2500.00                 NaN            NaN   5.97201                 NaN            NaN            NaN   17.4805                 NaN            NaN   9.67122        46.9457        2.64413        17.2864                 NaN
  1096.07        2500.00                 NaN            NaN   5.97191                 NaN            NaN            NaN   17.4912                 NaN            NaN   9.68280        46.9330        2.64310        17.2779                 NaN
  1094.59        2500.00                 NaN            NaN   5.97429                 NaN            NaN            NaN   17.4954                 NaN            NaN   9.69173        46.9240        2.64218        17.2723                 NaN
  1093.12        2500.00                 NaN            NaN   5.97689                 NaN            NaN            NaN   17.4989                 NaN            NaN   9.70000        46.9156        2.64132        17.2672                 NaN
  1091.64        2500.00                 NaN            NaN   5.97957                 NaN            NaN            NaN   17.5024                 NaN            NaN   9.70841        46.9071        2.64043        17.2621                 NaN
  1090.16        2500.00                 NaN            NaN   6.04761                 NaN            NaN            NaN   17.6150                 NaN            NaN   9.70690        46.8271        2.59312        17.2103                 NaN
  1088.68        2500.00                 NaN            NaN   6.04473                 NaN            NaN            NaN   17.6289                 NaN            NaN   9.72249        46.8117        2.59271        17.1994                 NaN
  1087.20        2500.00                 NaN            NaN   6.05528                 NaN            NaN            NaN   17.6123                 NaN            NaN   9.72144        46.8148        2.59194        17.2042                 NaN
  1085.73        2500.00                 NaN            NaN   6.04650                 NaN            NaN            NaN   17.6671                 NaN            NaN   9.74049        46.7704        2.58345        17.1921                 NaN
  1084.25        2500.00                 NaN            NaN   6.04863                 NaN            NaN            NaN   17.6717                 NaN            NaN   9.74911        46.7605        2.58214        17.1879                 NaN
  1082.77        2500.00                 NaN            NaN   6.06541                 NaN            NaN            NaN   17.6164                 NaN            NaN   9.74488        46.7910        2.58884        17.1934                 NaN
  1081.29        2500.00                 NaN            NaN   6.06866                 NaN            NaN            NaN   17.6175                 NaN            NaN   9.75262        46.7833        2.58781        17.1901                 NaN
  1079.81        2500.00                 NaN            NaN   6.07675                 NaN            NaN            NaN   17.5950                 NaN            NaN   9.75605        46.7920        2.59031        17.1899                 NaN
  1078.34        2500.00                 NaN            NaN   6.08066                 NaN            NaN            NaN   17.5964                 NaN            NaN   9.76306        46.7838        2.58886        17.1872                 NaN
  1076.86        2500.00                 NaN            NaN   6.08097                 NaN            NaN            NaN   17.6114                 NaN            NaN   9.77359        46.7667        2.58594        17.1814                 NaN
  1075.38        2500.00                 NaN            NaN   6.08183                 NaN            NaN            NaN   17.6234                 NaN            NaN   9.78366        46.7517        2.58352        17.1760                 NaN
  1073.90        2500.00                 NaN            NaN   6.06862                 NaN            NaN            NaN   17.6958                 NaN            NaN   9.80825        46.6954        2.57337        17.1586                 NaN
  1072.42        2500.00                 NaN            NaN   6.02764                 NaN            NaN            NaN   17.5032                 NaN            NaN   9.79627        46.8222        2.62854        17.2222                 NaN
  1070.95        2500.00                 NaN            NaN   6.07647                 NaN            NaN            NaN   17.6996                 NaN            NaN   9.82248        46.6782        2.57023        17.1530                 NaN
  1069.47        2500.00                 NaN            NaN   6.03565                 NaN            NaN            NaN   17.5046                 NaN            NaN   9.80931        46.8088        2.62653        17.2151                 NaN
  1067.99        2500.00                 NaN            NaN   6.08260                 NaN            NaN            NaN   17.7076                 NaN            NaN   9.83855        46.6589        2.56713        17.1453                 NaN
  1066.51        2500.00                 NaN            NaN   6.08461                 NaN            NaN            NaN   17.7145                 NaN            NaN   9.84752        46.6477        2.56551        17.1402                 NaN
  1065.03        2500.00                 NaN            NaN   6.07891                 NaN            NaN            NaN   17.7368                 NaN            NaN   9.86519        46.6281        2.56471        17.1263                 NaN
  1063.56        2500.00                 NaN            NaN   6.08692                 NaN            NaN            NaN   17.7343                 NaN            NaN   9.86732        46.6212        2.56177        17.1286                 NaN
