|6.6.6
Archiving\03_Data\Deqfrac/QFM_m4.5/YM20/YM20_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        iron           Sp(TH)         ne             lc             hed           
  1348.83        2500.00        90.0581                 NaN   1.15573       0.243641E-001   4.35320        1.54339       0.364161E-005   2.86292       0.230419E-002            NaN            NaN            NaN            NaN            NaN            NaN
  1347.28        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1345.73        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1344.18        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1342.63        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1341.08        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1339.53        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1337.98        2500.00        99.9996                 NaN  0.260381E-004            NaN            NaN            NaN            NaN  0.343660E-003            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1336.43        2500.00        99.4395                 NaN  0.762279E-001  0.111265       0.218082                 NaN            NaN  0.154968                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1334.88        2500.00        99.0685                 NaN  0.161331       0.634765E-001  0.434304                 NaN            NaN  0.272406                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1333.33        2500.00        99.0762                 NaN  0.163794       0.464184E-001  0.443458                 NaN            NaN  0.270086                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1331.78        2500.00        99.0845                 NaN  0.160258       0.442391       0.458176E-001            NaN            NaN  0.267063                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1330.22        2500.00        99.0919                 NaN  0.156847       0.442138       0.447766E-001            NaN            NaN  0.264300                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1328.67        2500.00        99.1014                 NaN  0.152533       0.439386       0.458711E-001            NaN            NaN  0.260837                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1327.12        2500.00        99.1091                 NaN  0.150094       0.435586       0.468221E-001            NaN            NaN  0.258447                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1325.57        2500.00        99.1168                 NaN  0.144260       0.497884E-001  0.434079                 NaN            NaN  0.255067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1324.02        2500.00        99.1236                 NaN  0.140946       0.457572E-001  0.437093                 NaN            NaN  0.252558                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1322.47        2500.00        99.1313                 NaN  0.137877       0.439014       0.419680E-001            NaN            NaN  0.249878                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1320.92        2500.00        99.1364                 NaN  0.130378       0.434466       0.512520E-001            NaN            NaN  0.247483                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1319.37        2500.00        99.1451                 NaN  0.130938       0.325280E-001  0.446749                 NaN            NaN  0.244693                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1317.82        2500.00        99.1505                 NaN  0.122293       0.685218E-001  0.416209                 NaN            NaN  0.242498                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1316.27        2500.00        99.1587                 NaN  0.119853       0.425295       0.566347E-001            NaN            NaN  0.239506                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1314.72        2500.00        99.1616                 NaN  0.113821       0.434854       0.519090E-001            NaN            NaN  0.237784                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1313.17        2500.00        99.0153                 NaN  0.145059       0.559708                 NaN            NaN            NaN  0.279954                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1311.62        2500.00        99.3350                 NaN  0.795385E-001  0.398273                 NaN            NaN            NaN  0.187149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1310.07        2500.00        99.1806                 NaN  0.100034       0.488518                 NaN            NaN            NaN  0.230873                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1308.52        2500.00        86.6512                 NaN  0.917282        3.18208                 NaN            NaN            NaN   1.76379                 NaN   7.48564                 NaN            NaN            NaN            NaN            NaN
  1306.97        2500.00        86.2866                 NaN  0.969754        3.23287                 NaN            NaN            NaN   1.80586                 NaN   7.70496                 NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        87.2696                 NaN  0.914141        3.01863                 NaN            NaN            NaN   1.68422                 NaN   7.11337                 NaN            NaN            NaN            NaN            NaN
  1303.87        2500.00        88.1274                 NaN  0.856277        2.84249                 NaN            NaN            NaN   1.57828                 NaN   6.59550                 NaN            NaN            NaN            NaN            NaN
  1302.32        2500.00        88.8554                 NaN  0.814380        2.68530                 NaN            NaN            NaN   1.48839                 NaN   6.15651                 NaN            NaN            NaN            NaN            NaN
  1300.77        2500.00        89.5632                 NaN  0.769245        2.53228                 NaN            NaN            NaN   1.39964                 NaN   5.73559                 NaN            NaN            NaN            NaN            NaN
  1299.22        2500.00        79.7771                 NaN   1.33540        4.43478                 NaN            NaN            NaN   2.64731       0.675079        11.1303                 NaN            NaN            NaN            NaN            NaN
  1297.67        2500.00        80.1794                 NaN   1.38310        4.27529                 NaN            NaN            NaN   2.58470       0.688883        10.8886                 NaN            NaN            NaN            NaN            NaN
  1296.12        2500.00        81.6271                 NaN   1.34569        3.93157                 NaN            NaN            NaN   2.39082       0.631016        10.0739                 NaN            NaN            NaN            NaN            NaN
  1294.57        2500.00        82.8769                 NaN   1.29760        3.65211                 NaN            NaN            NaN   2.22413       0.579869        9.36938                 NaN            NaN            NaN            NaN            NaN
  1293.02        2500.00        82.6189                 NaN   1.35878        3.67996                 NaN            NaN            NaN   2.25034       0.584989        9.50701                 NaN            NaN            NaN            NaN            NaN
  1291.47        2500.00        85.8689                 NaN   1.14257        3.00746                 NaN            NaN            NaN   1.82623       0.462979        7.69182                 NaN            NaN            NaN            NaN            NaN
  1289.92        2500.00        85.1021                 NaN   1.19997        3.18410                 NaN            NaN            NaN   1.92244       0.483310        8.10810                 NaN            NaN            NaN            NaN            NaN
  1288.37        2500.00        86.5036                 NaN   1.10339        2.86701                 NaN            NaN            NaN   1.73410       0.435109        7.35682                 NaN            NaN            NaN            NaN            NaN
  1286.81        2500.00        87.2344                 NaN   1.06429        2.72249                 NaN            NaN            NaN   1.63379       0.402963        6.94205                 NaN            NaN            NaN            NaN            NaN
  1285.26        2500.00        85.9610                 NaN  0.823368        3.12269                 NaN            NaN            NaN   1.79213       0.427656        7.69997       0.173139                 NaN            NaN            NaN            NaN
  1283.71        2500.00        79.9895                 NaN            NaN   4.72744                 NaN            NaN            NaN   2.53679       0.555788        11.2770       0.913463                 NaN            NaN            NaN            NaN
  1282.16        2500.00        76.0747                 NaN            NaN   5.46384                 NaN            NaN            NaN   2.98098       0.664685        13.7108        1.10505                 NaN            NaN            NaN            NaN
  1280.61        2500.00        65.4050                 NaN            NaN   7.55947                 NaN            NaN            NaN   4.22610       0.960164        20.2194        1.62984                 NaN            NaN            NaN            NaN
  1279.06        2500.00        61.2799                 NaN            NaN   8.16744                 NaN            NaN            NaN   4.65886        1.09025        22.9361        1.86748                 NaN            NaN            NaN            NaN
  1277.51        2500.00        73.3548                 NaN            NaN   5.57907                 NaN            NaN            NaN   3.19864       0.762544        15.8045        1.30042                 NaN            NaN            NaN            NaN
  1275.96        2500.00        75.8966                 NaN            NaN   4.86521                 NaN            NaN            NaN   2.91204       0.709672        14.4042        1.21222                 NaN            NaN            NaN            NaN
  1274.41        2500.00        91.8707                 NaN            NaN   1.84787                 NaN            NaN            NaN  0.973040       0.240531        4.69323       0.374640                 NaN            NaN            NaN            NaN
  1272.86        2500.00        88.0830                 NaN            NaN   2.67794                 NaN            NaN            NaN   1.43630       0.347927        6.89132       0.563544                 NaN            NaN            NaN            NaN
  1271.31        2500.00        90.8672                 NaN            NaN   2.01749                 NaN            NaN            NaN   1.10528       0.273177        5.30640       0.430405                 NaN            NaN            NaN            NaN
  1269.76        2500.00        86.7568                 NaN            NaN   2.39773                 NaN            NaN            NaN   1.54861                 NaN   8.16718       0.429026       0.700668                 NaN            NaN            NaN
  1268.21        2500.00        98.3089                 NaN            NaN   1.00877                 NaN            NaN            NaN  0.223588                 NaN  0.372962       0.825553E-001  0.325803E-002            NaN            NaN            NaN
  1266.66        2500.00        93.7784                 NaN            NaN   1.42698                 NaN            NaN            NaN  0.737086                 NaN   3.54892       0.200037       0.308600                 NaN            NaN            NaN
  1265.11        2500.00        94.6882                 NaN            NaN   1.34746                 NaN            NaN            NaN  0.694878                 NaN   2.79087       0.191630       0.286938                 NaN            NaN            NaN
  1263.56        2500.00        94.2189                 NaN            NaN   1.23604                 NaN            NaN            NaN  0.618459                 NaN   3.50855       0.155120       0.262884                 NaN            NaN            NaN
  1262.01        2500.00        94.3015                 NaN            NaN  0.811836                 NaN            NaN            NaN  0.686141                 NaN   3.67519       0.225390       0.299926                 NaN            NaN            NaN
  1260.46        2500.00        96.1859                 NaN            NaN   1.49406                 NaN            NaN            NaN  0.444952                 NaN   1.64570       0.527107E-001  0.176725                 NaN            NaN            NaN
  1258.91        2500.00        95.6354                 NaN            NaN   1.05404                 NaN            NaN            NaN  0.518048                 NaN   2.44552       0.128339       0.218624                 NaN            NaN            NaN
  1257.36        2500.00        96.1140                 NaN            NaN  0.980364                 NaN            NaN            NaN  0.463680                 NaN   2.14143       0.106225       0.194291                 NaN            NaN            NaN
  1255.81        2500.00        95.2579                 NaN            NaN   1.23326                 NaN            NaN            NaN  0.637283                 NaN   2.45116       0.151461       0.268957                 NaN            NaN            NaN
  1254.26        2500.00        70.2888                 NaN            NaN   5.78344                 NaN            NaN            NaN   2.71035                 NaN   15.0326       0.535582       0.975511        4.18707       0.486638                 NaN
  1252.71        2500.00        99.5642                 NaN            NaN            NaN            NaN            NaN            NaN  0.157253E-001            NaN  0.257252       0.387229E-002  0.444344E-001  0.114493                 NaN            NaN
  1251.16        2500.00                 NaN            NaN            NaN   29.1227                 NaN            NaN            NaN   9.23305                 NaN   36.3872       0.209461E-001   2.65270        15.8592        6.72425                 NaN
  1249.61        2500.00                 NaN            NaN            NaN   6.06915        20.4462                 NaN            NaN   9.15686                 NaN   38.0025       0.121124        3.02665        16.2238        6.95383                 NaN
  1248.06        2500.00                 NaN            NaN            NaN   5.88622        20.6902                 NaN            NaN   9.12763                 NaN   38.0098       0.103415        3.04393        16.2333        6.90550                 NaN
  1246.51        2500.00                 NaN            NaN            NaN   29.2395                 NaN            NaN            NaN   9.25300                 NaN   36.3849       0.890936E-002   2.63673        15.8879        6.58919                 NaN
  1244.96        2500.00                 NaN            NaN            NaN   29.4501                 NaN            NaN            NaN   9.22421       0.959592E-001   36.2615                 NaN   2.49929        15.9206        6.54833                 NaN
  1243.41        2500.00                 NaN            NaN            NaN   29.2984                 NaN            NaN            NaN   9.25321       0.116116        36.3318                 NaN   2.50132        15.9666        6.53256                 NaN
  1241.85        2500.00                 NaN            NaN            NaN   29.2661                 NaN            NaN            NaN   9.28181                 NaN   36.4351       0.251142E-002   2.64602        15.9344        6.43403                 NaN
  1240.30        2500.00                 NaN            NaN            NaN   29.2945                 NaN            NaN            NaN   9.29208                 NaN   36.4328                 NaN   2.64028        15.9495        6.39085                 NaN
  1238.75        2500.00                 NaN            NaN            NaN   2.85828        2.77199        21.4514                 NaN   9.13883                 NaN   37.7135                 NaN   3.00384        16.3499        6.71230                 NaN
  1237.20        2500.00                 NaN            NaN            NaN   2.71993        2.92952        21.4179                 NaN   9.13926                 NaN   37.7552                 NaN   3.00928        16.3642        6.66470                 NaN
  1235.65        2500.00                 NaN            NaN            NaN   2.58107        3.08755        21.3844                 NaN   9.13969                 NaN   37.7972                 NaN   3.01473        16.3786        6.61676                 NaN
  1234.10        2500.00                 NaN            NaN            NaN   2.44168        3.24612        21.3508                 NaN   9.14011                 NaN   37.8395                 NaN   3.02018        16.3931        6.56847                 NaN
  1232.55        2500.00                 NaN            NaN            NaN   2.30175        3.40523        21.3172                 NaN   9.14053                 NaN   37.8820                 NaN   3.02565        16.4078        6.51983                 NaN
  1231.00        2500.00                 NaN            NaN            NaN   29.3924                 NaN            NaN            NaN   9.37795       0.250567E-001   36.4706                 NaN   2.57346        16.0420        6.11858                 NaN
  1229.45        2500.00                 NaN            NaN            NaN   29.4356                 NaN            NaN            NaN   9.38916       0.661892E-001   36.4545                 NaN   2.50682        16.0696        6.07817                 NaN
  1227.90        2500.00                 NaN            NaN            NaN   1.32935        4.43826        21.1632                 NaN   9.10730                 NaN   38.0833                 NaN   3.07251        16.4491        6.35692                 NaN
  1226.35        2500.00                 NaN            NaN            NaN   29.4021                 NaN            NaN            NaN   9.39361       0.643878E-002   36.5630                 NaN   2.59912        16.0748        5.96099                 NaN
  1224.80        2500.00                 NaN            NaN            NaN   29.4285                 NaN            NaN            NaN   9.40398       0.193310E-001   36.5653                 NaN   2.57750        16.0916        5.91384                 NaN
  1223.25        2500.00                 NaN            NaN            NaN   29.4554                 NaN            NaN            NaN   9.41470       0.322472E-001   36.5672                 NaN   2.55569        16.1085        5.86630                 NaN
  1221.70        2500.00                 NaN            NaN            NaN   29.5650                 NaN            NaN            NaN   9.43902       0.996851E-001   36.4833                 NaN   2.43939        16.1397        5.83392                 NaN
  1220.15        2500.00                 NaN            NaN            NaN   29.4959                 NaN            NaN            NaN   9.43136       0.468071E-001   36.5909                 NaN   2.53022        16.1390        5.76576                 NaN
  1218.60        2500.00                 NaN            NaN            NaN   29.5422                 NaN            NaN            NaN   9.44357       0.796644E-001   36.5666                 NaN   2.47661        16.1622        5.72913                 NaN
  1217.05        2500.00                 NaN            NaN            NaN   29.5506                 NaN            NaN            NaN   9.45007       0.880776E-001   36.5931                 NaN   2.46681        16.1818        5.66955                 NaN
  1215.50        2500.00                 NaN            NaN            NaN   29.5539                 NaN            NaN            NaN   9.45718       0.651426E-001   36.6298                 NaN   2.49758        16.1839        5.61252                 NaN
  1213.95        2500.00                 NaN            NaN            NaN   29.5920                 NaN            NaN            NaN   9.46795       0.847313E-001   36.6222                 NaN   2.46471        16.2018        5.56650                 NaN
  1212.40        2500.00                 NaN            NaN            NaN   29.6056                 NaN            NaN            NaN   9.47487       0.861479E-001   36.6436                 NaN   2.46131        16.2157        5.51277                 NaN
  1210.85        2500.00                 NaN            NaN            NaN   29.6315                 NaN            NaN            NaN   9.47631       0.927179E-001   36.6620                 NaN   2.44798        16.2315        5.45793                 NaN
  1209.30        2500.00                 NaN            NaN            NaN   29.6826                 NaN            NaN            NaN   9.48410       0.129312        36.6461                 NaN   2.39311        16.2555        5.40932                 NaN
  1207.75        2500.00                 NaN            NaN            NaN   29.6811                 NaN            NaN            NaN   9.49330       0.110483        36.6819                 NaN   2.41591        16.2631        5.35431                 NaN
  1206.20        2500.00                 NaN            NaN            NaN   29.6936                 NaN            NaN            NaN   9.49804       0.114020        36.7076                 NaN   2.41150        16.2766        5.29864                 NaN
  1204.65        2500.00                 NaN            NaN            NaN   29.7038                 NaN            NaN            NaN   9.50319       0.106983        36.7365                 NaN   2.41837        16.2896        5.24147                 NaN
  1203.10        2500.00                 NaN            NaN            NaN   8.98322       0.459804E-001            NaN            NaN   7.56887                 NaN   41.8848       0.249286E-001   3.98115        17.5562        6.31728        13.6376     
  1201.55        2500.00                 NaN            NaN            NaN   29.7683                 NaN            NaN            NaN   9.51395       0.148030        36.7439                 NaN   2.35720        16.3281        5.14060                 NaN
  1200.00        2500.00                 NaN            NaN            NaN   29.8028                 NaN            NaN            NaN   9.53552       0.167584        36.7319                 NaN   2.32088        16.3530        5.08826                 NaN
  1198.44        2500.00                 NaN            NaN            NaN   14.5283        13.8200                 NaN            NaN   9.30767       0.189906        37.7486                 NaN   2.62076        16.5586        5.22617                 NaN
  1196.89        2500.00                 NaN            NaN            NaN   29.8179                 NaN            NaN            NaN   9.56434       0.157235        36.7779                 NaN   2.33478        16.3787        4.96907                 NaN
  1195.34        2500.00                 NaN            NaN            NaN   29.8835                 NaN            NaN            NaN   9.55601       0.175348        36.7845                 NaN   2.29975        16.3931        4.90778                 NaN
  1193.79        2500.00                 NaN            NaN            NaN   29.8770                 NaN            NaN            NaN   9.58682       0.186521        36.7865                 NaN   2.28607        16.4166        4.86043                 NaN
  1192.24        2500.00                 NaN            NaN            NaN   29.8845                 NaN            NaN            NaN   9.53282       0.335538        36.7664                 NaN   2.13326        16.4573        4.89011                 NaN
  1190.69        2500.00                 NaN            NaN            NaN   13.8220        14.5813                 NaN            NaN   9.34500       0.193646        37.8630                 NaN   2.60648        16.6260        4.96261                 NaN
  1189.14        2500.00                 NaN            NaN            NaN   14.2702        14.0199                 NaN            NaN   9.34587       0.205071        37.9967                 NaN   2.59522        16.7053        4.86176                 NaN
  1187.59        2500.00                 NaN            NaN            NaN   29.9611                 NaN            NaN            NaN   9.61944       0.205637        36.8572                 NaN   2.24808        16.4818        4.62679                 NaN
  1186.04        2500.00                 NaN            NaN            NaN   30.0152                 NaN            NaN            NaN   9.64000       0.239583        36.8288                 NaN   2.19119        16.5076        4.57761                 NaN
  1184.49        2500.00                 NaN            NaN            NaN   13.2818        15.2121                 NaN            NaN   9.33215       0.266572        37.9574                 NaN   2.53149        16.6992        4.71937                 NaN
  1182.94        2500.00                 NaN            NaN            NaN   13.1973        15.3359                 NaN            NaN   9.37452       0.229622        37.9545                 NaN   2.55102        16.7072        4.64991                 NaN
  1181.39        2500.00                 NaN            NaN            NaN   13.0983        15.4629                 NaN            NaN   9.38374       0.227082        37.9716                 NaN   2.54752        16.7208        4.58808                 NaN
  1179.84        2500.00                 NaN            NaN            NaN   29.9252                 NaN            NaN            NaN   9.55398       0.187514        37.1266                 NaN   2.31027        16.5300        4.36640                 NaN
  1178.29        2500.00                 NaN            NaN            NaN   30.0982                 NaN            NaN            NaN   9.67246       0.246512        36.9572                 NaN   2.17302        16.5869        4.26579                 NaN
  1176.74        2500.00                 NaN            NaN            NaN   5.60885        22.2163                 NaN            NaN   9.19648       0.594001        38.3701                 NaN   2.16842        17.0911        4.75474                 NaN
  1175.19        2500.00                 NaN            NaN            NaN   30.1797                 NaN            NaN            NaN   9.69966       0.287318        36.9469                 NaN   2.10335        16.6307        4.15242                 NaN
  1173.64        2500.00                 NaN            NaN            NaN   5.61798        22.2128                 NaN            NaN   9.20820       0.579503        38.4477                 NaN   2.18328        17.1232        4.62726                 NaN
  1172.09        2500.00                 NaN            NaN            NaN   12.3831        16.2877                 NaN            NaN   9.43878       0.206392        38.1254                 NaN   2.55109        16.8087        4.19887                 NaN
  1170.54        2500.00                 NaN            NaN            NaN   30.2512                 NaN            NaN            NaN   9.71981       0.307833        37.0065                 NaN   2.06211        16.6873        3.96526                 NaN
  1168.99        2500.00                 NaN            NaN            NaN   5.63148        22.2083                 NaN            NaN   9.22594       0.557631        38.5662                 NaN   2.20559        17.1725        4.43238                 NaN
  1167.44        2500.00                 NaN            NaN            NaN   5.62674        22.2270                 NaN            NaN   9.17433       0.602185        38.6304                 NaN   2.17694        17.1929        4.36951                 NaN
  1165.89        2500.00                 NaN            NaN            NaN   11.9703        16.7955                 NaN            NaN   9.47534       0.192566        38.2277                 NaN   2.54695        16.8711        3.92053                 NaN
  1164.34        2500.00                 NaN            NaN            NaN   30.0906                 NaN            NaN            NaN   9.68590       0.121190        37.4290                 NaN   2.36249        16.6960        3.61484                 NaN
  1162.79        2500.00                 NaN            NaN            NaN   30.3857                 NaN            NaN            NaN   9.77469       0.346889        37.0793                 NaN   1.99065        16.7795        3.64323                 NaN
  1161.24        2500.00                 NaN            NaN            NaN   30.4037                 NaN            NaN            NaN   9.78206       0.349607        37.1084                 NaN   1.98572        16.7970        3.57350                 NaN
  1159.69        2500.00                 NaN            NaN            NaN   30.4303                 NaN            NaN            NaN   9.79084       0.354152        37.1280                 NaN   1.97554        16.8154        3.50576                 NaN
  1158.14        2500.00                 NaN            NaN            NaN   30.4600                 NaN            NaN            NaN   9.79823       0.357439        37.1468                 NaN   1.96164        16.8345        3.44135                 NaN
  1156.59        2500.00                 NaN            NaN            NaN   30.4884                 NaN            NaN            NaN   9.81264       0.376226        37.1560                 NaN   1.93643        16.8562        3.37408                 NaN
  1155.04        2500.00                 NaN            NaN            NaN   30.5161                 NaN            NaN            NaN   9.77472       0.353905        37.2405                 NaN   1.95828        16.8639        3.29266                 NaN
  1153.48        2500.00                 NaN            NaN            NaN   30.5330                 NaN            NaN            NaN   9.82876       0.382334        37.2073                 NaN   1.92235        16.8933        3.23285                 NaN
  1151.93        2500.00                 NaN            NaN            NaN   30.5624                 NaN            NaN            NaN   9.83804       0.391759        37.2247                 NaN   1.90479        16.9138        3.16445                 NaN
  1150.38        2500.00                 NaN            NaN            NaN   30.5881                 NaN            NaN            NaN   9.84929       0.400154        37.2432                 NaN   1.88928        16.9338        3.09618                 NaN
  1148.83        2500.00                 NaN            NaN            NaN   30.6167                 NaN            NaN            NaN   9.85753       0.406957        37.2643                 NaN   1.87599        16.9540        3.02448                 NaN
  1147.28        2500.00                 NaN            NaN            NaN   30.6461                 NaN            NaN            NaN   9.86771       0.414557        37.2830                 NaN   1.86124        16.9743        2.95313                 NaN
  1145.73        2500.00                 NaN            NaN            NaN   30.6797                 NaN            NaN            NaN   9.87891       0.425316        37.2967                 NaN   1.84132        16.9954        2.88258                 NaN
  1144.18        2500.00                 NaN            NaN            NaN   30.7062                 NaN            NaN            NaN   9.88656       0.433435        37.3184                 NaN   1.82637        17.0166        2.81252                 NaN
  1142.63        2500.00                 NaN            NaN            NaN   13.8825        15.0605                 NaN            NaN   9.49476       0.273870        38.8162                 NaN   2.43600        17.1870        2.84917                 NaN
  1141.08        2500.00                 NaN            NaN            NaN   30.7674                 NaN            NaN            NaN   9.91070       0.452307        37.3498                 NaN   1.79035        17.0583        2.67120                 NaN
  1139.53        2500.00                 NaN            NaN            NaN   30.7864                 NaN            NaN            NaN   9.92041       0.453306        37.3799                 NaN   1.78600        17.0777        2.59619                 NaN
  1137.98        2500.00                 NaN            NaN            NaN   30.8191                 NaN            NaN            NaN   9.92799       0.462979        37.3999                 NaN   1.76797        17.0999        2.52217                 NaN
  1136.43        2500.00                 NaN            NaN            NaN   29.1716                 NaN            NaN            NaN   9.65086       0.145075        38.7729                 NaN   2.53512        17.1916        2.53289                 NaN
  1134.88        2500.00                 NaN            NaN            NaN   13.8261        15.1767                 NaN            NaN   9.56288       0.230472        38.9747                 NaN   2.45685        17.2758        2.49640                 NaN
  1133.33        2500.00                 NaN            NaN            NaN   30.9162                 NaN            NaN            NaN   9.95965       0.491821        37.4547                 NaN   1.71401        17.1655        2.29820                 NaN
  1131.78        2500.00                 NaN            NaN            NaN   5.72825        22.1854                 NaN            NaN   9.34942       0.409049        39.6344                 NaN   2.36261        17.6230        2.70783                 NaN
  1130.23        2500.00                 NaN            NaN            NaN   5.73185        22.1848                 NaN            NaN   9.35352       0.404309        39.6841                 NaN   2.36801        17.6442        2.62918                 NaN
  1128.68        2500.00                 NaN            NaN            NaN   31.0060                 NaN            NaN            NaN   9.98818       0.514523        37.5244                 NaN   1.66972        17.2309        2.06619                 NaN
  1127.13        2500.00                 NaN            NaN            NaN   31.0383                 NaN            NaN            NaN   9.99812       0.522571        37.5442                 NaN   1.65359        17.2524        1.99090                 NaN
  1125.58        2500.00                 NaN            NaN            NaN   31.0785                 NaN            NaN            NaN   10.0111       0.536998        37.5531                 NaN   1.62696        17.2752        1.91816                 NaN
  1124.03        2500.00                 NaN            NaN            NaN   5.74606        22.1832                 NaN            NaN   9.37004       0.385345        39.8866                 NaN   2.38952        17.7307        2.30856                 NaN
  1122.48        2500.00                 NaN            NaN   1.25192        3.79339        23.8755                 NaN            NaN   9.53599        1.93640        39.0302                 NaN            NaN   18.0235        2.55312                 NaN
  1120.93        2500.00                 NaN            NaN            NaN   31.1647                 NaN            NaN            NaN   10.0393       0.555586        37.6343                 NaN   1.58860        17.3425        1.67492                 NaN
  1119.38        2500.00                 NaN            NaN   1.25787        3.79134        23.8839                 NaN            NaN   9.54544        1.93370        39.1282                 NaN            NaN   18.0683        2.39123                 NaN
  1117.83        2500.00                 NaN            NaN            NaN   30.9225                 NaN            NaN            NaN   9.93758       0.481400        37.9870                 NaN   1.77784        17.3283        1.56540                 NaN
  1116.28        2500.00                 NaN            NaN  0.427233E-005   31.2585                 NaN            NaN            NaN   10.0599       0.577689        37.7221                 NaN   1.55058        17.4056        1.42559                 NaN
  1114.73        2500.00                 NaN            NaN            NaN   7.05851        22.5819                 NaN            NaN   9.72605       0.213711        39.1832                 NaN   2.39962        17.4687        1.36832                 NaN
  1113.18        2500.00                 NaN            NaN            NaN   29.5155                 NaN            NaN            NaN   9.74150       0.231571        39.3390                 NaN   2.36773        17.5671        1.23768                 NaN
  1111.63        2500.00                 NaN            NaN   1.27267        3.78600        23.9061                 NaN            NaN   9.56938        1.92680        39.3801                 NaN            NaN   18.1834        1.97565                 NaN
  1110.07        2500.00                 NaN            NaN  0.761942        31.2377                 NaN            NaN            NaN   10.2035        1.55528        37.1810                 NaN            NaN   17.6836        1.37702                 NaN
  1108.52        2500.00                 NaN            NaN  0.889880        30.8920                 NaN            NaN            NaN   10.1211        1.59813        37.4794                 NaN            NaN   17.7118        1.30775                 NaN
  1106.97        2500.00                 NaN            NaN  0.748478        31.3052                 NaN            NaN            NaN   10.2246        1.55040        37.2474                 NaN            NaN   17.7262        1.19782                 NaN
  1105.42        2500.00                 NaN            NaN  0.804424        31.2161                 NaN            NaN            NaN   10.2122        1.55303        37.3632                 NaN            NaN   17.7472        1.10387                 NaN
  1103.87        2500.00                 NaN            NaN   1.28737        3.78036        23.9299                 NaN            NaN   9.59379        1.91965        39.6416                 NaN            NaN   18.3032        1.54412                 NaN
  1102.32        2500.00                 NaN            NaN   1.29030        3.77919        23.9348                 NaN            NaN   9.59873        1.91820        39.6951                 NaN            NaN   18.3277        1.45586                 NaN
  1100.77        2500.00                 NaN            NaN  0.896852        31.0120                 NaN            NaN            NaN   10.2076        1.57528        37.6363                 NaN            NaN   17.8097       0.862352                 NaN
  1099.22        2500.00                 NaN            NaN  0.936134        31.2803                 NaN            NaN            NaN   10.2615        1.51430        37.5550                 NaN            NaN   17.7800       0.672778                 NaN
  1097.67        2500.00                 NaN            NaN  0.740400        31.4476                 NaN            NaN            NaN   10.2815        1.53389        37.4798                 NaN            NaN   17.8575       0.659259                 NaN
  1096.12        2500.00                 NaN            NaN  0.906787        31.3910                 NaN            NaN            NaN   10.2964        1.50377        37.5888                 NaN            NaN   17.8230       0.490272                 NaN
  1094.57        2500.00                 NaN            NaN  0.910931        31.0813                 NaN            NaN            NaN   10.1763        1.59192        37.8673                 NaN            NaN   17.8924       0.479914                 NaN
  1093.02        2500.00                 NaN            NaN  0.925859        31.0632                 NaN            NaN            NaN   10.2574        1.56224        37.8792                 NaN            NaN   17.9192       0.392962                 NaN
  1091.47        2500.00                 NaN            NaN  0.919742        31.1340                 NaN            NaN            NaN   10.2884        1.54679        37.8745                 NaN            NaN   17.9326       0.303900                 NaN
  1089.92        2500.00                 NaN            NaN   1.31358        3.76938        23.9771                 NaN            NaN   9.63904        1.90619        40.1378                 NaN            NaN   18.5313       0.725627                 NaN
