|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.5/WD94/WD94_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1466.17        500.000        99.1122                 NaN            NaN            NaN            NaN  0.887818                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.1124                 NaN            NaN            NaN            NaN  0.887627                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.1077                 NaN            NaN            NaN            NaN  0.892336                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.1010                 NaN            NaN            NaN            NaN  0.899006                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0968                 NaN            NaN            NaN            NaN  0.903194                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0894                 NaN            NaN            NaN            NaN  0.910567                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0737                 NaN            NaN            NaN            NaN  0.926271                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        99.0508                 NaN            NaN            NaN            NaN  0.949231                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.9007                 NaN            NaN            NaN            NaN  0.797428       0.301857                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.6033                 NaN            NaN            NaN            NaN  0.330415        1.06626                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6239                 NaN            NaN            NaN            NaN   1.04810       0.327983                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.6458                 NaN            NaN            NaN            NaN  0.322351        1.03182                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.6665                 NaN            NaN            NaN            NaN   1.01643       0.317085                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6869                 NaN            NaN            NaN            NaN  0.312087        1.00105                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.7062                 NaN            NaN            NaN            NaN  0.987467       0.306319                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7243                 NaN            NaN            NaN            NaN  0.975762       0.299908                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        96.8233                 NaN            NaN            NaN            NaN   1.16150        1.11350                 NaN  0.901678                 NaN            NaN            NaN
  1423.56        500.000        95.8148                 NaN            NaN            NaN            NaN   1.23145        1.55409                 NaN   1.39968                 NaN            NaN            NaN
  1421.05        500.000        95.9514                 NaN            NaN            NaN            NaN   1.49682        1.19623                 NaN   1.35560                 NaN            NaN            NaN
  1418.55        500.000        96.1028                 NaN            NaN            NaN            NaN   1.15194        1.43979                 NaN   1.30551                 NaN            NaN            NaN
  1416.04        500.000        96.2322                 NaN            NaN            NaN            NaN   1.11825        1.38693                 NaN   1.26259                 NaN            NaN            NaN
  1413.53        500.000        96.3600                 NaN            NaN            NaN            NaN   1.33487        1.08487                 NaN   1.22025                 NaN            NaN            NaN
  1411.03        500.000        96.4825                 NaN            NaN            NaN            NaN   1.04859        1.28905                 NaN   1.17982                 NaN            NaN            NaN
  1408.52        500.000        96.5936                 NaN            NaN            NaN            NaN   1.01871        1.24491                 NaN   1.14280                 NaN            NaN            NaN
  1406.02        500.000        96.7001                 NaN            NaN            NaN            NaN  0.988254        1.20412                 NaN   1.10752                 NaN            NaN            NaN
  1403.51        500.000        96.8028                 NaN            NaN            NaN            NaN  0.959320        1.16553                 NaN   1.07239                 NaN            NaN            NaN
  1401.00        500.000        96.8977                 NaN            NaN            NaN            NaN   1.12900       0.932692                 NaN   1.04060                 NaN            NaN            NaN
  1398.50        500.000        96.9886                 NaN            NaN            NaN            NaN   1.09473       0.906769                 NaN   1.00988                 NaN            NaN            NaN
  1395.99        500.000        97.0727                 NaN            NaN            NaN            NaN   1.06307       0.883028                 NaN  0.981164                 NaN            NaN            NaN
  1393.48        500.000        97.1580                 NaN            NaN            NaN            NaN   1.03137       0.858346                 NaN  0.952308                 NaN            NaN            NaN
  1390.98        500.000        97.2312                 NaN            NaN            NaN            NaN  0.837729        1.00394                 NaN  0.927136                 NaN            NaN            NaN
  1388.47        500.000        97.3076                 NaN            NaN            NaN            NaN  0.816355       0.975106                 NaN  0.900952                 NaN            NaN            NaN
  1385.96        500.000        97.3792                 NaN            NaN            NaN            NaN  0.949849       0.794420                 NaN  0.876561                 NaN            NaN            NaN
  1383.46        500.000        97.4457                 NaN            NaN            NaN            NaN  0.778221       0.922541                 NaN  0.853525                 NaN            NaN            NaN
  1380.95        500.000        97.5074                 NaN            NaN            NaN            NaN  0.756474       0.904061                 NaN  0.832051                 NaN            NaN            NaN
  1378.45        500.000        97.5691                 NaN            NaN            NaN            NaN  0.738128       0.881945                 NaN  0.810809                 NaN            NaN            NaN
  1375.94        500.000        97.6266                 NaN            NaN            NaN            NaN  0.860251       0.722604                 NaN  0.790532                 NaN            NaN            NaN
  1373.43        500.000        97.6792                 NaN            NaN            NaN            NaN  0.844230       0.704637                 NaN  0.771899                 NaN            NaN            NaN
  1370.93        500.000        97.7345                 NaN            NaN            NaN            NaN  0.823419       0.689337                 NaN  0.752696                 NaN            NaN            NaN
  1368.42        500.000        97.7853                 NaN            NaN            NaN            NaN  0.691398       0.789057                 NaN  0.734246                 NaN            NaN            NaN
  1365.91        500.000        97.8289                 NaN            NaN            NaN            NaN  0.801171       0.650813                 NaN  0.719154                 NaN            NaN            NaN
  1363.41        500.000        97.8782                 NaN            NaN            NaN            NaN  0.759096       0.661700                 NaN  0.700961                 NaN            NaN            NaN
  1360.90        500.000        97.9269                 NaN  0.967350E-001            NaN            NaN  0.378861       0.895424                 NaN  0.702052                 NaN            NaN            NaN
  1358.40        500.000        97.9475                 NaN  0.322557                 NaN            NaN  0.989862                 NaN            NaN  0.740091                 NaN            NaN            NaN
  1355.89        500.000        98.0157                 NaN  0.292144                 NaN            NaN  0.982692                 NaN            NaN  0.709418                 NaN            NaN            NaN
  1353.38        500.000        98.0592                 NaN  0.299183                 NaN            NaN  0.944959                 NaN            NaN  0.696657                 NaN            NaN            NaN
  1350.88        500.000        98.1085                 NaN  0.302249                 NaN            NaN  0.910722                 NaN            NaN  0.678523                 NaN            NaN            NaN
  1348.37        500.000        98.1516                 NaN  0.297111                 NaN            NaN  0.889111                 NaN            NaN  0.662171                 NaN            NaN            NaN
  1345.86        500.000        98.1947                 NaN  0.294561                 NaN            NaN  0.864715                 NaN            NaN  0.645982                 NaN            NaN            NaN
  1343.36        500.000        98.2381                 NaN  0.293044                 NaN            NaN  0.838913                 NaN            NaN  0.629974                 NaN            NaN            NaN
  1340.85        500.000        98.2786                 NaN  0.286809                 NaN            NaN  0.820571                 NaN            NaN  0.614043                 NaN            NaN            NaN
  1338.35        500.000        98.3029                 NaN  0.293442                 NaN            NaN  0.798590                 NaN            NaN  0.605020                 NaN            NaN            NaN
  1335.84        500.000        98.3608                 NaN  0.279310                 NaN            NaN  0.777675                 NaN            NaN  0.582234                 NaN            NaN            NaN
  1333.33        500.000        98.3945                 NaN  0.274501                 NaN            NaN  0.761608                 NaN            NaN  0.569438                 NaN            NaN            NaN
  1330.83        500.000        97.9425                 NaN  0.383205                 NaN            NaN  0.926655                 NaN            NaN  0.747663                 NaN            NaN            NaN
  1328.32        500.000        97.4386                 NaN  0.515184                 NaN            NaN   1.09588                 NaN            NaN  0.950377                 NaN            NaN            NaN
  1325.81        500.000        97.9489                 NaN  0.410320                 NaN            NaN  0.886726                 NaN            NaN  0.754101                 NaN            NaN            NaN
  1323.31        500.000        98.2547                 NaN  0.350528                 NaN            NaN  0.756745                 NaN            NaN  0.638041                 NaN            NaN            NaN
  1320.80        500.000        98.4756                 NaN  0.304947                 NaN            NaN  0.665686                 NaN            NaN  0.553723                 NaN            NaN            NaN
  1318.30        500.000        98.6438                 NaN  0.270409                 NaN            NaN  0.596175                 NaN            NaN  0.489583                 NaN            NaN            NaN
  1315.79        500.000        98.7702                 NaN  0.242899                 NaN            NaN  0.546222                 NaN            NaN  0.440708                 NaN            NaN            NaN
  1313.28        500.000        98.8691                 NaN  0.223511                 NaN            NaN  0.504577                 NaN            NaN  0.402803                 NaN            NaN            NaN
  1310.78        500.000        98.9497                 NaN  0.205921                 NaN            NaN  0.472774                 NaN            NaN  0.371557                 NaN            NaN            NaN
  1308.27        500.000        99.0159                 NaN  0.191025                 NaN            NaN  0.447347                 NaN            NaN  0.345736                 NaN            NaN            NaN
  1305.76        500.000        99.0682                 NaN  0.179385                 NaN            NaN  0.427460                 NaN            NaN  0.324977                 NaN            NaN            NaN
  1303.26        500.000        99.1118                 NaN  0.169227                 NaN            NaN  0.411588                 NaN            NaN  0.307369                 NaN            NaN            NaN
  1300.75        500.000        99.1495                 NaN  0.160104                 NaN            NaN  0.398314                 NaN            NaN  0.292108                 NaN            NaN            NaN
  1298.25        500.000        99.1790                 NaN  0.152568                 NaN            NaN  0.388775                 NaN            NaN  0.279684                 NaN            NaN            NaN
  1295.74        500.000        99.2076                 NaN  0.151662                 NaN            NaN  0.368070                 NaN            NaN  0.272640                 NaN            NaN            NaN
  1293.23        500.000        99.3231                 NaN            NaN            NaN            NaN  0.625496                 NaN            NaN  0.514046E-001            NaN            NaN            NaN
  1290.73        500.000        98.9544                 NaN  0.781714E-001            NaN            NaN  0.638370                 NaN            NaN  0.329053                 NaN            NaN            NaN
  1288.22        500.000        98.9096                 NaN  0.173562                 NaN            NaN  0.556185                 NaN            NaN  0.360613                 NaN            NaN            NaN
  1285.71        500.000        98.9329                 NaN  0.167007                 NaN            NaN  0.548739                 NaN            NaN  0.351347                 NaN            NaN            NaN
  1283.21        500.000        98.9547                 NaN  0.160669                 NaN            NaN  0.542254                 NaN            NaN  0.342402                 NaN            NaN            NaN
  1280.70        500.000        98.9801                 NaN  0.153682                 NaN            NaN  0.532963                 NaN            NaN  0.333224                 NaN            NaN            NaN
  1278.20        500.000        98.9991                 NaN  0.147951                 NaN            NaN  0.528363                 NaN            NaN  0.324608                 NaN            NaN            NaN
  1275.69        500.000        99.0203                 NaN  0.142926                 NaN            NaN  0.520276                 NaN            NaN  0.316478                 NaN            NaN            NaN
  1273.18        500.000        99.0415                 NaN  0.136619                 NaN            NaN  0.513507                 NaN            NaN  0.308334                 NaN            NaN            NaN
  1270.68        500.000        99.0599                 NaN  0.130295                 NaN            NaN  0.508683                 NaN            NaN  0.301168                 NaN            NaN            NaN
  1268.17        500.000        99.0823                 NaN  0.125188                 NaN            NaN  0.499711                 NaN            NaN  0.292762                 NaN            NaN            NaN
  1265.66        500.000        99.0993                 NaN  0.118805                 NaN            NaN  0.496406                 NaN            NaN  0.285527                 NaN            NaN            NaN
  1263.16        500.000        99.1180                 NaN  0.113812                 NaN            NaN  0.489543                 NaN            NaN  0.278660                 NaN            NaN            NaN
  1260.65        500.000        99.1360                 NaN  0.107638                 NaN            NaN  0.484601                 NaN            NaN  0.271769                 NaN            NaN            NaN
  1258.15        500.000        99.1533                 NaN  0.101027                 NaN            NaN  0.480494                 NaN            NaN  0.265171                 NaN            NaN            NaN
  1255.64        500.000        99.1724                 NaN  0.939761E-001            NaN            NaN  0.474813                 NaN            NaN  0.258804                 NaN            NaN            NaN
  1253.13        500.000        97.3458                 NaN  0.116419                 NaN            NaN  0.793299                 NaN            NaN  0.426767        1.31776                 NaN            NaN
  1250.63        500.000        95.5332                 NaN  0.116672                 NaN            NaN   1.12825                 NaN            NaN  0.591040        2.63080                 NaN            NaN
  1248.12        500.000        95.7394                 NaN  0.796690E-001            NaN            NaN   1.12430                 NaN            NaN  0.565281        2.49131                 NaN            NaN
  1245.61        500.000        95.6610                 NaN  0.449862E-001            NaN            NaN   1.15137                 NaN            NaN  0.576536        2.53508       0.309833E-001            NaN
  1243.11        500.000        95.5708                 NaN  0.219701E-001            NaN            NaN   1.15736                 NaN            NaN  0.588214        2.59561       0.660280E-001            NaN
  1240.60        500.000        95.8348                 NaN  0.897592E-002            NaN            NaN   1.10701                 NaN            NaN  0.551411        2.43780       0.600223E-001            NaN
  1238.10        500.000        96.0695                 NaN  0.727956E-006            NaN            NaN   1.05897                 NaN            NaN  0.518157        2.29859       0.547406E-001            NaN
  1235.59        500.000        96.2982                 NaN            NaN            NaN            NaN  0.999589                 NaN            NaN  0.487109        2.16527       0.498132E-001            NaN
  1233.08        500.000        96.5065                 NaN            NaN            NaN            NaN  0.944063                 NaN            NaN  0.457898        2.04597       0.456046E-001            NaN
  1230.58        500.000        96.6969                 NaN  0.539259E-004            NaN            NaN  0.894161                 NaN            NaN  0.432138        1.93535       0.414241E-001            NaN
  1228.07        500.000        96.8764                 NaN            NaN            NaN            NaN  0.845298                 NaN            NaN  0.405855        1.83432       0.381330E-001            NaN
  1225.56        500.000        97.0509                 NaN            NaN            NaN            NaN  0.795739                 NaN            NaN  0.380511        1.73775       0.351436E-001            NaN
  1223.06        500.000        97.1981                 NaN            NaN            NaN            NaN  0.756783                 NaN            NaN  0.360090        1.65300       0.319957E-001            NaN
  1220.55        500.000        97.3430                 NaN            NaN            NaN            NaN  0.716736                 NaN            NaN  0.337282        1.57311       0.298204E-001            NaN
  1218.05        500.000        97.4819                 NaN            NaN            NaN            NaN  0.676727                 NaN            NaN  0.317479        1.49643       0.274304E-001            NaN
  1215.54        500.000        97.6222                 NaN            NaN            NaN            NaN  0.633445                 NaN            NaN  0.296708        1.42219       0.255008E-001            NaN
  1213.03        500.000        68.7777                 NaN            NaN            NaN            NaN   3.70131                 NaN            NaN   2.57963        12.2000       0.122450        12.6189     
  1210.53        500.000        77.2533                 NaN  0.121484                 NaN            NaN   2.28349                 NaN            NaN   1.87940        8.99448       0.978170E-001   9.37006     
  1208.02        500.000        65.0995                 NaN            NaN            NaN            NaN   1.11688        3.18163                 NaN   2.88358        13.6452       0.125790        13.9474     
  1205.51        500.000        78.6679                 NaN  0.139476                 NaN            NaN   2.36249                 NaN            NaN   1.71736        8.32267       0.746240E-001   8.71546     
  1203.01        500.000        96.4506                 NaN            NaN            NaN            NaN  0.369048                 NaN            NaN  0.211870        1.34132       0.208943E-001   1.60629     
  1200.50        500.000        80.3542                 NaN            NaN            NaN            NaN   1.81664       0.552284       0.186745E-005   1.59000        7.66306       0.630257E-001   7.96078     
  1197.99        500.000        83.1097                 NaN  0.291940                 NaN            NaN   1.43684                 NaN            NaN   1.42637        6.74929       0.477711E-001   6.93810     
  1195.49        500.000        85.5291                 NaN            NaN            NaN            NaN  0.975024       0.629424                 NaN   1.07921        5.90174       0.596580E-001   5.82580     
  1192.98        500.000        77.5345                 NaN            NaN            NaN            NaN   2.02202       0.238617                 NaN   1.69272        9.26704       0.749168E-001   9.17021     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN   8.53945       0.215961E-003            NaN   7.07234        42.8898       0.336432        41.1618     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN   7.94455       0.584254                 NaN   7.01729        42.9356       0.342811        41.1755     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN   6.60784        1.94169                 NaN   7.06099        42.8852       0.334416        41.1699     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   5.39024        3.16162       0.365872E-005   7.05824        42.8826       0.334726        41.1726     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN  0.309235E-001   8.54561                 NaN   7.03423        42.8716       0.335607        41.1820     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   2.87300        5.68067       0.315182E-005   7.06301        42.8738       0.333601        41.1759     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   6.90015        1.63866       0.433989E-003   7.07764        42.8741       0.336460        41.1726     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   3.68233        4.89366       0.174025E-004   7.07608        42.8332       0.328432        41.1862     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   3.62471        4.95366                 NaN   7.07939        42.8256       0.327765        41.1889     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   3.55029        5.02885       0.826037E-006   7.08504        42.8196       0.327444        41.1888     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   3.37876        5.19560       0.401003E-005   7.08489        42.8232       0.328365        41.1892     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   3.41397        5.16383                 NaN   7.08883        42.8144       0.327418        41.1916     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   3.45938        5.12166       0.386752E-005   7.09301        42.8056       0.326432        41.1939     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   3.48503        5.09956                 NaN   7.09686        42.7967       0.325472        41.1963     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   3.52607        5.06204                 NaN   7.10055        42.7880       0.324508        41.1988     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   3.55732        5.03450                 NaN   7.10451        42.7789       0.323505        41.2013     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   3.59828        4.99714       0.517605E-005   7.10848        42.7699       0.322500        41.2037     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   3.82473        4.78275                 NaN   7.11826        42.7469       0.319266        41.2080     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   3.67676        4.92604       0.551872E-005   7.11644        42.7516       0.320456        41.2087     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.71410        4.89251                 NaN   7.12044        42.7424       0.319420        41.2111     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   3.75908        4.85101       0.303573E-003   7.12448        42.7331       0.318367        41.2136     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN  0.250829E-003   2.84287        5.80171        7.14530        42.6735       0.312015        41.2244     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   3.82226        4.79304       0.427878E-004   7.13041        42.7200       0.316723        41.2176     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   2.78710        5.86263                 NaN   7.15176        42.6594       0.310425        41.2287     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   2.75524        5.89677       0.843543E-006   7.15498        42.6525       0.309625        41.2309     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   2.72900        5.92587                 NaN   7.15834        42.6449       0.308775        41.2331     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   2.69578        5.96152       0.868798E-006   7.16162        42.6378       0.307944        41.2353     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   2.66841        5.99188       0.270665E-005   7.16503        42.6301       0.307062        41.2376     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   2.63358        6.02924       0.376192E-004   7.16838        42.6228       0.306197        41.2398     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   2.60491        6.06109       0.243722E-005   7.17186        42.6148       0.305282        41.2420     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   2.56825        6.10043       0.325789E-004   7.17529        42.6073       0.304382        41.2443     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   2.53795        6.13395       0.117515E-003   7.17884        42.5991       0.303432        41.2466     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   2.49914        6.17570       0.525471E-004   7.18235        42.5914       0.302494        41.2489     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   2.46705        6.21128       0.190780E-004   7.18599        42.5830       0.301507        41.2512     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   2.42555        6.25582       0.346629E-004   7.18958        42.5750       0.300528        41.2535     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   2.39115        6.29385       0.380756E-004   7.19332        42.5663       0.299500        41.2558     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   2.34642        6.34184       0.172789E-004   7.19702        42.5580       0.298477        41.2582     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   2.30907        6.38291       0.115826E-003   7.20086        42.5491       0.297405        41.2606     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   5.11473        3.58044       0.734863E-004   7.20581        42.5420       0.295525        41.2614     
  1092.73        500.000                 NaN            NaN   1.33534                 NaN            NaN   6.38971       0.625247E-004            NaN   6.92370        43.1379       0.393779        41.8195     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   4.84965        3.84786                 NaN   7.21305        42.5295       0.294829        41.2652     
  1087.72        500.000                 NaN            NaN   1.33521                 NaN            NaN   6.38903       0.478116E-004            NaN   6.92358        43.1354       0.393747        41.8229     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   5.40444        3.31132                 NaN   7.22509        42.4967       0.290059        41.2724     
  1082.71        500.000                 NaN            NaN   1.33508                 NaN            NaN   6.38836       0.363415E-004            NaN   6.92345        43.1330       0.393715        41.8264     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   2.93079        5.80396                 NaN   7.24118        42.4595       0.285142        41.2794     
  1077.69        500.000                 NaN            NaN   1.33393                 NaN            NaN   6.38421       0.528404E-002            NaN   6.92356        43.1300       0.393602        41.8294     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   5.89961        2.83739                 NaN   7.24422        42.4510       0.284426        41.2834     
  1072.68        500.000                 NaN            NaN   1.33469                 NaN            NaN   6.38641       0.858483E-003            NaN   6.92324        43.1280       0.393638        41.8332     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   8.75430                 NaN            NaN   7.25859        42.4154       0.280382        41.2913     
  1067.67        500.000                 NaN            NaN   1.33470                 NaN            NaN   6.38632       0.853336E-006            NaN   6.92308        43.1256       0.393618        41.8367     
  1065.16        500.000                 NaN            NaN   1.33464                 NaN            NaN   6.38597       0.630123E-005            NaN   6.92302        43.1244       0.393602        41.8384     
  1062.66        500.000                 NaN            NaN   1.33457                 NaN            NaN   6.38562       0.203014E-004            NaN   6.92296        43.1232       0.393586        41.8401     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   8.77722                 NaN            NaN   7.27939        42.3678       0.273962        41.3016     
  1057.64        500.000                 NaN            NaN   1.33411                 NaN            NaN   6.38224       0.332097E-002            NaN   6.92293        43.1205       0.393522        41.8434     
  1055.14        500.000                 NaN            NaN   1.33439                 NaN            NaN   6.38459       0.122713E-005            NaN   6.92277        43.1195       0.393538        41.8452     
  1052.63        500.000                 NaN            NaN   1.33154                 NaN            NaN   6.38827                 NaN            NaN   6.92284        43.1182       0.393532        41.8456     
  1050.13        500.000                 NaN            NaN   1.33426                 NaN            NaN   6.38389       0.248271E-004            NaN   6.92265        43.1171       0.393506        41.8486     
  1047.62        500.000                 NaN            NaN   1.33419                 NaN            NaN   6.38357       0.183825E-005            NaN   6.92260        43.1158       0.393489        41.8503     
  1045.11        500.000                 NaN            NaN   1.33412                 NaN            NaN   6.38309       0.155381E-003            NaN   6.92254        43.1146       0.393473        41.8520     
  1042.61        500.000                 NaN            NaN   1.33406                 NaN            NaN   6.38289                 NaN            NaN   6.92248        43.1134       0.393458        41.8537     
  1040.10        500.000                 NaN            NaN   1.33400                 NaN            NaN   6.38255                 NaN            NaN   6.92241        43.1122       0.393442        41.8554     
  1037.59        500.000                 NaN            NaN   1.33394                 NaN            NaN   6.38221                 NaN            NaN   6.92236        43.1110       0.393426        41.8571     
  1035.09        500.000                 NaN            NaN   1.33387                 NaN            NaN   6.38187                 NaN            NaN   6.92229        43.1097       0.393410        41.8588     
  1032.58        500.000                 NaN            NaN   1.33381                 NaN            NaN   6.38155                 NaN            NaN   6.92225        43.1085       0.393391        41.8605     
  1030.08        500.000                 NaN            NaN   1.33374                 NaN            NaN   6.38119                 NaN            NaN   6.92218        43.1073       0.393378        41.8622     
  1027.57        500.000                 NaN            NaN   1.33372                 NaN            NaN   6.38084                 NaN            NaN   6.92214        43.1060       0.393359        41.8639     
  1025.06        500.000                 NaN            NaN   1.23921                 NaN            NaN   6.61258                 NaN            NaN   6.99095        42.9477       0.371024        41.8385     
  1022.56        500.000                 NaN            NaN   1.33355                 NaN            NaN   6.38017                 NaN            NaN   6.92200        43.1037       0.393331        41.8673     
  1020.05        500.000                 NaN            NaN   1.39911                 NaN            NaN   6.33824                 NaN            NaN   6.96387        43.0070       0.381247        41.9106     
  1017.54        500.000                 NaN            NaN   1.33341                 NaN            NaN   6.37950                 NaN            NaN   6.92189        43.1012       0.393298        41.8707     
  1015.04        500.000                 NaN            NaN   1.51677                 NaN            NaN   6.10967                 NaN            NaN   6.92552        43.0937       0.394533        41.9598     
  1012.53        500.000                 NaN            NaN   1.33329                 NaN            NaN   6.37883                 NaN            NaN   6.92178        43.0988       0.393265        41.8741     
  1010.03        500.000                 NaN            NaN   1.51741                 NaN            NaN   6.10744                 NaN            NaN   6.92510        43.0919       0.394601        41.9635     
  1007.52        500.000                 NaN            NaN   1.95096                 NaN            NaN   1.46253        3.69537                 NaN   6.73923        43.6041       0.457559        42.0902     
  1005.01        500.000                 NaN            NaN   1.51726                 NaN            NaN   6.10679                 NaN            NaN   6.92499        43.0895       0.394569        41.9669     
  1002.51        500.000                 NaN            NaN   1.95467                 NaN            NaN   1.46240        3.69134                 NaN   6.74013        43.5983       0.457271        42.0959     
  1000.00        500.000                 NaN            NaN   1.51712                 NaN            NaN   6.10615                 NaN            NaN   6.92487        43.0871       0.394537        41.9703     
