|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1466.17        500.000        98.9609                 NaN            NaN            NaN            NaN   1.03912                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        98.9603                 NaN            NaN            NaN            NaN   1.03967                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        98.9540                 NaN            NaN            NaN            NaN   1.04596                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        98.9453                 NaN            NaN            NaN            NaN   1.05469                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        98.9397                 NaN            NaN            NaN            NaN   1.06033                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        98.9301                 NaN            NaN            NaN            NaN   1.06995                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        98.9109                 NaN            NaN            NaN            NaN   1.08906                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.8831                 NaN            NaN            NaN            NaN   1.11694                 NaN            NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.7099                 NaN            NaN            NaN            NaN  0.938919       0.351142                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.3695                 NaN            NaN            NaN            NaN  0.389335        1.24112                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.3918                 NaN            NaN            NaN            NaN   1.22123       0.386983                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.4157                 NaN            NaN            NaN            NaN  0.380825        1.20351                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.4382                 NaN            NaN            NaN            NaN   1.18674       0.375052                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.4603                 NaN            NaN            NaN            NaN  0.369622        1.17004                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.4814                 NaN            NaN            NaN            NaN   1.15539       0.363241                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.5008                 NaN            NaN            NaN            NaN   1.14311       0.356140                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        96.4554                 NaN            NaN            NaN            NaN   1.36056        1.32238                 NaN  0.861615                 NaN            NaN            NaN
  1423.56        500.000        95.3700                 NaN            NaN            NaN            NaN   1.44447        1.84843                 NaN   1.33707                 NaN            NaN            NaN
  1421.05        500.000        95.5140                 NaN            NaN            NaN            NaN   1.78431        1.40588                 NaN   1.29582                 NaN            NaN            NaN
  1418.55        500.000        95.6743                 NaN            NaN            NaN            NaN   1.35664        1.72023                 NaN   1.24884                 NaN            NaN            NaN
  1416.04        500.000        95.8103                 NaN            NaN            NaN            NaN   1.32009        1.66097                 NaN   1.20868                 NaN            NaN            NaN
  1413.53        500.000        95.9452                 NaN            NaN            NaN            NaN   1.60227        1.28350                 NaN   1.16906                 NaN            NaN            NaN
  1411.03        500.000        96.0746                 NaN            NaN            NaN            NaN   1.24335        1.55081                 NaN   1.13126                 NaN            NaN            NaN
  1408.52        500.000        96.1914                 NaN            NaN            NaN            NaN   1.21070        1.50124                 NaN   1.09668                 NaN            NaN            NaN
  1406.02        500.000        96.3036                 NaN            NaN            NaN            NaN   1.17728        1.45538                 NaN   1.06376                 NaN            NaN            NaN
  1403.51        500.000        96.4114                 NaN            NaN            NaN            NaN   1.14553        1.41213                 NaN   1.03096                 NaN            NaN            NaN
  1401.00        500.000        96.5112                 NaN            NaN            NaN            NaN   1.37106        1.11641                 NaN   1.00134                 NaN            NaN            NaN
  1398.50        500.000        96.6067                 NaN            NaN            NaN            NaN   1.33259        1.08802                 NaN  0.972722                 NaN            NaN            NaN
  1395.99        500.000        96.6946                 NaN            NaN            NaN            NaN   1.29717        1.06218                 NaN  0.946009                 NaN            NaN            NaN
  1393.48        500.000        96.7845                 NaN            NaN            NaN            NaN   1.26143        1.03494                 NaN  0.919139                 NaN            NaN            NaN
  1390.98        500.000        96.8606                 NaN            NaN            NaN            NaN   1.01273        1.23088                 NaN  0.895786                 NaN            NaN            NaN
  1388.47        500.000        96.9407                 NaN            NaN            NaN            NaN  0.989461        1.19837                 NaN  0.871437                 NaN            NaN            NaN
  1385.96        500.000        97.0159                 NaN            NaN            NaN            NaN   1.17010       0.965210                 NaN  0.848793                 NaN            NaN            NaN
  1383.46        500.000        97.0852                 NaN            NaN            NaN            NaN  0.948135        1.13921                 NaN  0.827428                 NaN            NaN            NaN
  1380.95        500.000        97.1493                 NaN            NaN            NaN            NaN  0.924019        1.11914                 NaN  0.807550                 NaN            NaN            NaN
  1378.45        500.000        97.2138                 NaN            NaN            NaN            NaN  0.903999        1.09437                 NaN  0.787875                 NaN            NaN            NaN
  1375.94        500.000        97.2734                 NaN            NaN            NaN            NaN   1.07008       0.887407                 NaN  0.769106                 NaN            NaN            NaN
  1373.43        500.000        97.3275                 NaN            NaN            NaN            NaN   1.05281       0.867768                 NaN  0.751911                 NaN            NaN            NaN
  1370.93        500.000        97.3854                 NaN            NaN            NaN            NaN   1.02927       0.851222                 NaN  0.734142                 NaN            NaN            NaN
  1368.42        500.000        97.4378                 NaN            NaN            NaN            NaN  0.856257       0.988873                 NaN  0.717072                 NaN            NaN            NaN
  1365.91        500.000        97.4820                 NaN            NaN            NaN            NaN   1.00647       0.808252                 NaN  0.703258                 NaN            NaN            NaN
  1363.41        500.000        97.5335                 NaN            NaN            NaN            NaN  0.955891       0.824232                 NaN  0.686394                 NaN            NaN            NaN
  1360.90        500.000        97.5765                 NaN  0.137855                 NaN            NaN  0.478546        1.11868                 NaN  0.688462                 NaN            NaN            NaN
  1358.40        500.000        97.5741                 NaN  0.461860                 NaN            NaN   1.23698                 NaN            NaN  0.727027                 NaN            NaN            NaN
  1355.89        500.000        97.6492                 NaN  0.419839                 NaN            NaN   1.23261                 NaN            NaN  0.698298                 NaN            NaN            NaN
  1353.38        500.000        97.6935                 NaN  0.431873                 NaN            NaN   1.18748                 NaN            NaN  0.687100                 NaN            NaN            NaN
  1350.88        500.000        97.7439                 NaN  0.438093                 NaN            NaN   1.14741                 NaN            NaN  0.670570                 NaN            NaN            NaN
  1348.37        500.000        97.7884                 NaN  0.432397                 NaN            NaN   1.12345                 NaN            NaN  0.655750                 NaN            NaN            NaN
  1345.86        500.000        97.8329                 NaN  0.430475                 NaN            NaN   1.09559                 NaN            NaN  0.641042                 NaN            NaN            NaN
  1343.36        500.000        97.8779                 NaN  0.430055                 NaN            NaN   1.06561                 NaN            NaN  0.626466                 NaN            NaN            NaN
  1340.85        500.000        97.9201                 NaN  0.422634                 NaN            NaN   1.04540                 NaN            NaN  0.611911                 NaN            NaN            NaN
  1338.35        500.000        97.9413                 NaN  0.434432                 NaN            NaN   1.02008                 NaN            NaN  0.604194                 NaN            NaN            NaN
  1335.84        500.000        98.0062                 NaN  0.414928                 NaN            NaN  0.996196                 NaN            NaN  0.582713                 NaN            NaN            NaN
  1333.33        500.000        98.0409                 NaN  0.409426                 NaN            NaN  0.978537                 NaN            NaN  0.571129                 NaN            NaN            NaN
  1330.83        500.000        97.4821                 NaN  0.573520                 NaN            NaN   1.19315                 NaN            NaN  0.751210                 NaN            NaN            NaN
  1328.32        500.000        96.8539                 NaN  0.774326                 NaN            NaN   1.41452                 NaN            NaN  0.957259                 NaN            NaN            NaN
  1325.81        500.000        97.4669                 NaN  0.620494                 NaN            NaN   1.14988                 NaN            NaN  0.762766                 NaN            NaN            NaN
  1323.31        500.000        97.8349                 NaN  0.532754                 NaN            NaN  0.984819                 NaN            NaN  0.647558                 NaN            NaN            NaN
  1320.80        500.000        98.1015                 NaN  0.465575                 NaN            NaN  0.869322                 NaN            NaN  0.563623                 NaN            NaN            NaN
  1318.30        500.000        98.3050                 NaN  0.414515                 NaN            NaN  0.780822                 NaN            NaN  0.499623                 NaN            NaN            NaN
  1315.79        500.000        98.4578                 NaN  0.373795                 NaN            NaN  0.717608                 NaN            NaN  0.450789                 NaN            NaN            NaN
  1313.28        500.000        98.5773                 NaN  0.345186                 NaN            NaN  0.664590                 NaN            NaN  0.412894                 NaN            NaN            NaN
  1310.78        500.000        98.6749                 NaN  0.319108                 NaN            NaN  0.624356                 NaN            NaN  0.381620                 NaN            NaN            NaN
  1308.27        500.000        98.7550                 NaN  0.296967                 NaN            NaN  0.592293                 NaN            NaN  0.355761                 NaN            NaN            NaN
  1305.76        500.000        98.8179                 NaN  0.279791                 NaN            NaN  0.567358                 NaN            NaN  0.334988                 NaN            NaN            NaN
  1303.26        500.000        98.8703                 NaN  0.264751                 NaN            NaN  0.547606                 NaN            NaN  0.317372                 NaN            NaN            NaN
  1300.75        500.000        98.9148                 NaN  0.251371                 NaN            NaN  0.531544                 NaN            NaN  0.302323                 NaN            NaN            NaN
  1298.25        500.000        98.9492                 NaN  0.240385                 NaN            NaN  0.520365                 NaN            NaN  0.290097                 NaN            NaN            NaN
  1295.74        500.000        98.9853                 NaN  0.239157                 NaN            NaN  0.492720                 NaN            NaN  0.282853                 NaN            NaN            NaN
  1293.23        500.000        99.1047                 NaN            NaN            NaN            NaN  0.841875                 NaN            NaN  0.534090E-001            NaN            NaN            NaN
  1290.73        500.000        98.6721                 NaN  0.124160                 NaN            NaN  0.861470                 NaN            NaN  0.342250                 NaN            NaN            NaN
  1288.22        500.000        98.5954                 NaN  0.276513                 NaN            NaN  0.752360                 NaN            NaN  0.375748                 NaN            NaN            NaN
  1285.71        500.000        98.6217                 NaN  0.266945                 NaN            NaN  0.744478                 NaN            NaN  0.366874                 NaN            NaN            NaN
  1283.21        500.000        98.6462                 NaN  0.257664                 NaN            NaN  0.737825                 NaN            NaN  0.358293                 NaN            NaN            NaN
  1280.70        500.000        98.6760                 NaN  0.247160                 NaN            NaN  0.727401                 NaN            NaN  0.349425                 NaN            NaN            NaN
  1278.20        500.000        98.6972                 NaN  0.238716                 NaN            NaN  0.723005                 NaN            NaN  0.341098                 NaN            NaN            NaN
  1275.69        500.000        98.7215                 NaN  0.231328                 NaN            NaN  0.713918                 NaN            NaN  0.333245                 NaN            NaN            NaN
  1273.18        500.000        98.7462                 NaN  0.221782                 NaN            NaN  0.706641                 NaN            NaN  0.325338                 NaN            NaN            NaN
  1270.68        500.000        98.7675                 NaN  0.212134                 NaN            NaN  0.701988                 NaN            NaN  0.318423                 NaN            NaN            NaN
  1268.17        500.000        98.7940                 NaN  0.204402                 NaN            NaN  0.691450                 NaN            NaN  0.310162                 NaN            NaN            NaN
  1265.66        500.000        98.8135                 NaN  0.194569                 NaN            NaN  0.688793                 NaN            NaN  0.303100                 NaN            NaN            NaN
  1263.16        500.000        98.8356                 NaN  0.186924                 NaN            NaN  0.681076                 NaN            NaN  0.296397                 NaN            NaN            NaN
  1260.65        500.000        98.8570                 NaN  0.177269                 NaN            NaN  0.676058                 NaN            NaN  0.289634                 NaN            NaN            NaN
  1258.15        500.000        98.8778                 NaN  0.166837                 NaN            NaN  0.672199                 NaN            NaN  0.283150                 NaN            NaN            NaN
  1255.64        500.000        98.9015                 NaN  0.155563                 NaN            NaN  0.666038                 NaN            NaN  0.276881                 NaN            NaN            NaN
  1253.13        500.000        96.9249                 NaN  0.193075                 NaN            NaN   1.11487                 NaN            NaN  0.456758        1.31044                 NaN            NaN
  1250.63        500.000        94.9653                 NaN  0.193847                 NaN            NaN   1.59040                 NaN            NaN  0.632909        2.61759                 NaN            NaN
  1248.12        500.000        95.1829                 NaN  0.132845                 NaN            NaN   1.59295                 NaN            NaN  0.606721        2.48454                 NaN            NaN
  1245.61        500.000        95.0754                 NaN  0.752663E-001            NaN            NaN   1.63840                 NaN            NaN  0.620126        2.53364       0.571401E-001            NaN
  1243.11        500.000        94.9528                 NaN  0.368889E-001            NaN            NaN   1.65351                 NaN            NaN  0.634228        2.60047       0.122071                 NaN
  1240.60        500.000        95.2387                 NaN  0.151313E-001            NaN            NaN   1.58882                 NaN            NaN  0.596326        2.44970       0.111304                 NaN
  1238.10        500.000        95.4932                 NaN  0.123164E-005            NaN            NaN   1.52633                 NaN            NaN  0.562009        2.31662       0.101811                 NaN
  1235.59        500.000        95.7418                 NaN            NaN            NaN            NaN   1.44681                 NaN            NaN  0.529874        2.18864       0.929197E-001            NaN
  1233.08        500.000        95.9694                 NaN            NaN            NaN            NaN   1.37170                 NaN            NaN  0.499528        2.07401       0.853163E-001            NaN
  1230.58        500.000        96.1775                 NaN  0.922642E-004            NaN            NaN   1.30451                 NaN            NaN  0.472757        1.96743       0.777167E-001            NaN
  1228.07        500.000        96.3757                 NaN            NaN            NaN            NaN   1.23738                 NaN            NaN  0.445238        1.86994       0.717436E-001            NaN
  1225.56        500.000        96.5701                 NaN            NaN            NaN            NaN   1.16863                 NaN            NaN  0.418575        1.77636       0.663021E-001            NaN
  1223.06        500.000        96.7326                 NaN            NaN            NaN            NaN   1.11551                 NaN            NaN  0.397158        1.69420       0.605247E-001            NaN
  1220.55        500.000        96.8949                 NaN            NaN            NaN            NaN   1.05906                 NaN            NaN  0.372968        1.61654       0.565584E-001            NaN
  1218.05        500.000        97.0511                 NaN            NaN            NaN            NaN   1.00308                 NaN            NaN  0.351960        1.54165       0.521589E-001            NaN
  1215.54        500.000        97.2116                 NaN            NaN            NaN            NaN  0.941251                 NaN            NaN  0.329747        1.46881       0.486114E-001            NaN
  1213.03        500.000        66.6187                 NaN            NaN            NaN            NaN   5.34896                 NaN            NaN   2.79174        12.2662       0.227314        12.7471     
  1210.53        500.000        75.5412                 NaN  0.208593                 NaN            NaN   3.32828                 NaN            NaN   2.05367        9.12834       0.183353        9.55657     
  1208.02        500.000        62.7575                 NaN            NaN            NaN            NaN   1.57723        4.57874                 NaN   3.11424        13.6808       0.233045        14.0584     
  1205.51        500.000        76.9014                 NaN  0.240474                 NaN            NaN   3.43651                 NaN            NaN   1.88420        8.47299       0.140454        8.92396     
  1203.01        500.000        96.1037                 NaN            NaN            NaN            NaN  0.551749                 NaN            NaN  0.236935        1.39123       0.400859E-001   1.67633     
  1200.50        500.000        78.7026                 NaN            NaN            NaN            NaN   2.63766       0.790738       0.270412E-005   1.75062        7.82018       0.119051        8.17916     
  1197.99        500.000        81.6304                 NaN  0.507642                 NaN            NaN   2.11551                 NaN            NaN   1.57812        6.91487       0.906791E-001   7.16281     
  1195.49        500.000        84.2511                 NaN            NaN            NaN            NaN   1.41420       0.920145                 NaN   1.19878        6.06401       0.113697        6.03811     
  1192.98        500.000        75.8088                 NaN            NaN            NaN            NaN   2.94378       0.345066                 NaN   1.86873        9.44614       0.141907        9.44561     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN   11.6087       0.291561E-003            NaN   7.30923        40.7963       0.596598        39.6889     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN   10.8270       0.787368                 NaN   7.25118        40.8329       0.607832        39.6937     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN   9.00538        2.61762                 NaN   7.29753        40.7936       0.593065        39.6928     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN   7.28796        4.33792       0.498026E-005   7.29473        40.7922       0.593637        39.6935     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN  0.426118E-001   11.6121                 NaN   7.26966        40.7812       0.595197        39.6992     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN   3.94076        7.68766       0.429085E-005   7.29984        40.7864       0.591696        39.6936     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN   9.35243        2.25701       0.592867E-003   7.31516        40.7886       0.596801        39.6894     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN   5.04729        6.60747       0.236885E-004   7.31338        40.7497       0.582568        39.6996     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN   4.96787        6.68995                 NaN   7.31685        40.7435       0.581409        39.7004     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN   4.86690        6.79128       0.112459E-005   7.32281        40.7392       0.580868        39.6989     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN   4.63098        7.02184       0.545545E-005   7.32277        40.7441       0.582528        39.6978     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN   4.67834        6.97852                 NaN   7.32691        40.7369       0.580873        39.6985     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN   4.73982        6.92093       0.526040E-005   7.33130        40.7298       0.579148        39.6990     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN   4.77419        6.89075                 NaN   7.33535        40.7225       0.577469        39.6997     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN   4.82966        6.83956                 NaN   7.33923        40.7153       0.575782        39.7004     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN   4.87163        6.80191                 NaN   7.34339        40.7079       0.574028        39.7011     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN   4.92698        6.75086       0.703700E-005   7.34756        40.7005       0.572268        39.7018     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN   5.23608        6.45585                 NaN   7.35771        40.6797       0.566550        39.7041     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN   5.03277        6.65383       0.750107E-005   7.35592        40.6855       0.568690        39.7033     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN   5.08295        6.60814                 NaN   7.36013        40.6779       0.566874        39.7040     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN   5.14370        6.55149       0.412497E-003   7.36437        40.6703       0.565028        39.7047     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN  0.338992E-003   3.79495        7.93719        7.38591        40.6146       0.553776        39.7132     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN   5.22837        6.47303       0.581011E-004   7.37067        40.6603       0.562160        39.7054     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN   3.72090        8.01773                 NaN   7.39273        40.6036       0.550999        39.7141     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN   3.67857        8.06308       0.113899E-005   7.39612        40.5981       0.549602        39.7145     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN   3.64373        8.10133                 NaN   7.39966        40.5922       0.548116        39.7150     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN   3.59956        8.14867       0.117288E-005   7.40312        40.5866       0.546663        39.7154     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN   3.56322        8.18857       0.365337E-005   7.40672        40.5804       0.545120        39.7159     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN   3.51689        8.23817       0.507292E-004   7.41024        40.5746       0.543608        39.7164     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN   3.47879        8.28004       0.328902E-005   7.41392        40.5683       0.542006        39.7170     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN   3.43002        8.33226       0.439225E-004   7.41752        40.5623       0.540431        39.7175     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN   3.38974        8.37632       0.158414E-003   7.42127        40.5557       0.538767        39.7180     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN   3.33808        8.43173       0.708257E-004   7.42495        40.5495       0.537123        39.7186     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN   3.29539        8.47853       0.257131E-004   7.42879        40.5427       0.535393        39.7192     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN   3.24013        8.53763       0.467078E-004   7.43257        40.5362       0.533676        39.7197     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN   3.19435        8.58767       0.512982E-004   7.43650        40.5292       0.531873        39.7204     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN   3.13476        8.65135       0.232759E-004   7.44039        40.5224       0.530078        39.7210     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN   3.08503        8.70541       0.156027E-003   7.44443        40.5151       0.528195        39.7216     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN   6.97385        4.82104       0.995266E-004   7.44963        40.5097       0.524879        39.7209     
  1092.73        500.000                 NaN            NaN   2.17549                 NaN            NaN   8.54622       0.853826E-004            NaN   7.16502        41.1173       0.700099        40.2957     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN   6.60970        5.18755                 NaN   7.45729        40.5003       0.523690        39.7214     
  1087.72        500.000                 NaN            NaN   2.17550                 NaN            NaN   8.54623       0.652602E-004            NaN   7.16502        41.1173       0.700100        40.2957     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN   7.36179        4.45707                 NaN   7.46982        40.4712       0.515255        39.7249     
  1082.71        500.000                 NaN            NaN   2.17550                 NaN            NaN   8.54625       0.495793E-004            NaN   7.16502        41.1173       0.700100        40.2957     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN   3.99019        7.85070                 NaN   7.48653        40.4379       0.506558        39.7281     
  1077.69        500.000                 NaN            NaN   2.17383                 NaN            NaN   8.54160       0.720429E-002            NaN   7.16526        41.1168       0.699957        40.2953     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN   8.02736        3.81611                 NaN   7.48986        40.4325       0.505331        39.7289     
  1072.68        500.000                 NaN            NaN   2.17528                 NaN            NaN   8.54547       0.116969E-002            NaN   7.16506        41.1173       0.700078        40.2957     
  1070.18        500.000                 NaN            NaN            NaN            NaN            NaN   11.8633                 NaN            NaN   7.50479        40.4007       0.498184        39.7330     
  1067.67        500.000                 NaN            NaN   2.17552                 NaN            NaN   8.54626       0.115489E-005            NaN   7.16502        41.1173       0.700101        40.2957     
  1065.16        500.000                 NaN            NaN   2.17553                 NaN            NaN   8.54625       0.857287E-005            NaN   7.16502        41.1173       0.700101        40.2957     
  1062.66        500.000                 NaN            NaN   2.17552                 NaN            NaN   8.54625       0.275985E-004            NaN   7.16502        41.1173       0.700101        40.2957     
  1060.15        500.000                 NaN            NaN            NaN            NaN            NaN   11.8897                 NaN            NaN   7.52659        40.3603       0.486858        39.7365     
  1057.64        500.000                 NaN            NaN   2.17498                 NaN            NaN   8.54262       0.448415E-002            NaN   7.16512        41.1171       0.700044        40.2956     
  1055.14        500.000                 NaN            NaN   2.17554                 NaN            NaN   8.54624       0.167048E-005            NaN   7.16502        41.1173       0.700101        40.2958     
  1052.63        500.000                 NaN            NaN   2.17100                 NaN            NaN   8.55210                 NaN            NaN   7.16514        41.1172       0.700117        40.2944     
  1050.13        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54620       0.334370E-004            NaN   7.16502        41.1173       0.700101        40.2958     
  1047.62        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54624       0.248107E-005            NaN   7.16502        41.1173       0.700100        40.2958     
  1045.11        500.000                 NaN            NaN   2.17554                 NaN            NaN   8.54605       0.208935E-003            NaN   7.16502        41.1173       0.700099        40.2957     
  1042.61        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54624                 NaN            NaN   7.16502        41.1173       0.700100        40.2958     
  1040.10        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54623                 NaN            NaN   7.16502        41.1173       0.700101        40.2958     
  1037.59        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54623                 NaN            NaN   7.16502        41.1173       0.700100        40.2958     
  1035.09        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54623                 NaN            NaN   7.16502        41.1173       0.700101        40.2958     
  1032.58        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54625                 NaN            NaN   7.16504        41.1173       0.700096        40.2958     
  1030.08        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54623                 NaN            NaN   7.16502        41.1173       0.700101        40.2958     
  1027.57        500.000                 NaN            NaN   2.17562                 NaN            NaN   8.54619                 NaN            NaN   7.16505        41.1173       0.700095        40.2958     
  1025.06        500.000                 NaN            NaN   2.02144                 NaN            NaN   8.84898                 NaN            NaN   7.23591        40.9659       0.660332        40.2674     
  1022.56        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54623                 NaN            NaN   7.16502        41.1173       0.700101        40.2958     
  1020.05        500.000                 NaN            NaN   2.28279                 NaN            NaN   8.46129                 NaN            NaN   7.20892        41.0298       0.678667        40.3385     
  1017.54        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54624                 NaN            NaN   7.16502        41.1173       0.700098        40.2958     
  1015.04        500.000                 NaN            NaN   2.47521                 NaN            NaN   8.14827                 NaN            NaN   7.16995        41.1180       0.702434        40.3862     
  1012.53        500.000                 NaN            NaN   2.17555                 NaN            NaN   8.54624                 NaN            NaN   7.16503        41.1173       0.700096        40.2958     
  1010.03        500.000                 NaN            NaN   2.47649                 NaN            NaN   8.14610                 NaN            NaN   7.16965        41.1187       0.702612        40.3865     
  1007.52        500.000                 NaN            NaN   3.18597                 NaN            NaN   1.96106        4.89692                 NaN   6.98111        41.6307       0.815193        40.5291     
  1005.01        500.000                 NaN            NaN   2.47649                 NaN            NaN   8.14610                 NaN            NaN   7.16965        41.1187       0.702612        40.3865     
  1002.51        500.000                 NaN            NaN   3.19237                 NaN            NaN   1.96111        4.89045                 NaN   6.98218        41.6277       0.814748        40.5314     
  1000.00        500.000                 NaN            NaN   2.47649                 NaN            NaN   8.14610                 NaN            NaN   7.16965        41.1187       0.702612        40.3865     
