|6.6.6
Archiving\03_Data\eq/QFM_m5/Y98/Y98_1.tab                                 
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       pxmn           iron           Ni             Sp(TH)         Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an            
  1278.85        2500.00                 NaN  0.964265                 NaN  0.792829E-002  0.565083        28.7576        14.8373        26.5849        19.9809        8.30213     
  1275.64        2500.00                 NaN  0.964265                 NaN  0.792829E-002  0.565083        28.7576        14.8373        26.5849        19.9809        8.30213     
  1272.44        2500.00                 NaN  0.964265                 NaN  0.792829E-002  0.565083        28.7576        14.8373        26.5849        19.9809        8.30213     
  1269.23        2500.00                 NaN  0.964265                 NaN  0.792829E-002  0.565083        28.7576        14.8373        26.5849        19.9809        8.30213     
  1266.03        2500.00                 NaN  0.964265                 NaN  0.792829E-002  0.565083        28.7576        14.8373        26.5849        19.9809        8.30213     
  1262.82        2500.00                 NaN  0.964265                 NaN  0.792829E-002  0.565083        28.7576        14.8373        26.5849        19.9809        8.30213     
  1259.62        2500.00                 NaN  0.964265                 NaN  0.792829E-002  0.565083        28.7576        14.8373        26.5849        19.9809        8.30213     
  1256.41        2500.00                 NaN  0.964265                 NaN  0.770092E-002  0.568915        30.1610        14.9253        24.8452        20.0916        8.43591     
  1253.21        2500.00                 NaN  0.964265                 NaN  0.770092E-002  0.568915        30.1610        14.9253        24.8452        20.0916        8.43591     
  1250.00        2500.00                 NaN  0.964265                 NaN  0.770092E-002  0.568915        30.1610        14.9253        24.8452        20.0916        8.43591     
  1246.79        2500.00                 NaN  0.964265                 NaN  0.770092E-002  0.568915        30.1610        14.9253        24.8452        20.0916        8.43591     
  1243.59        2500.00                 NaN  0.964265                 NaN  0.770092E-002  0.568915        30.1610        14.9253        24.8452        20.0916        8.43591     
  1240.38        2500.00                 NaN  0.964265                 NaN  0.770092E-002  0.568915        30.1610        14.9253        24.8452        20.0916        8.43591     
  1237.18        2500.00                 NaN  0.964265                 NaN  0.770092E-002  0.568915        30.1610        14.9253        24.8452        20.0916        8.43591     
  1233.97        2500.00                 NaN  0.964265                 NaN  0.770092E-002  0.568915        30.1610        14.9253        24.8452        20.0916        8.43591     
  1230.77        2500.00                 NaN  0.964265                 NaN  0.747864E-002  0.582443        31.3976        14.9995        23.3463        20.1412        8.56112     
  1227.56        2500.00                 NaN  0.964265                 NaN  0.747864E-002  0.582443        31.3976        14.9995        23.3463        20.1412        8.56112     
  1224.36        2500.00                 NaN  0.964265                 NaN  0.747864E-002  0.582443        31.3976        14.9995        23.3463        20.1412        8.56112     
  1221.15        2500.00                 NaN  0.964265                 NaN  0.747864E-002  0.582443        31.3976        14.9995        23.3463        20.1412        8.56112     
  1217.95        2500.00                 NaN  0.964265                 NaN  0.747864E-002  0.582443        31.3976        14.9995        23.3463        20.1412        8.56112     
  1214.74        2500.00                 NaN  0.964265                 NaN  0.747864E-002  0.582443        31.3976        14.9995        23.3463        20.1412        8.56112     
  1211.54        2500.00                 NaN  0.964265                 NaN  0.747864E-002  0.582443        31.3976        14.9995        23.3463        20.1412        8.56112     
  1208.33        2500.00                 NaN  0.964265                 NaN  0.747864E-002  0.582443        31.3976        14.9995        23.3463        20.1412        8.56112     
  1205.13        2500.00                 NaN  0.964265                 NaN  0.725914E-002  0.603897        32.5130        15.0593        22.0149        20.1632        8.67409     
  1201.92        2500.00                 NaN  0.964265                 NaN  0.725914E-002  0.603897        32.5130        15.0593        22.0149        20.1632        8.67409     
  1198.72        2500.00                 NaN  0.964265                 NaN  0.725914E-002  0.603897        32.5130        15.0593        22.0149        20.1632        8.67409     
  1195.51        2500.00                 NaN  0.964265                 NaN  0.725914E-002  0.603897        32.5130        15.0593        22.0149        20.1632        8.67409     
  1192.31        2500.00                 NaN  0.964265                 NaN  0.725914E-002  0.603897        32.5130        15.0593        22.0149        20.1632        8.67409     
  1189.10        2500.00                 NaN  0.964265                 NaN  0.725914E-002  0.603897        32.5130        15.0593        22.0149        20.1632        8.67409     
  1185.90        2500.00                 NaN  0.964265                 NaN  0.725914E-002  0.603897        32.5130        15.0593        22.0149        20.1632        8.67409     
  1182.69        2500.00                 NaN  0.964265                 NaN  0.725914E-002  0.603897        32.5130        15.0593        22.0149        20.1632        8.67409     
  1179.49        2500.00                 NaN  0.964265                 NaN  0.704065E-002  0.633114        33.5168        15.1096        20.1463        20.8400        8.78276     
  1176.28        2500.00                 NaN  0.964265                 NaN  0.704065E-002  0.633114        33.5168        15.1096        20.1463        20.8400        8.78276     
  1173.08        2500.00                 NaN  0.964265                 NaN  0.704065E-002  0.633114        33.5168        15.1096        20.1463        20.8400        8.78276     
  1169.87        2500.00                 NaN  0.964265                 NaN  0.704065E-002  0.633114        33.5168        15.1096        20.1463        20.8400        8.78276     
  1166.67        2500.00                 NaN  0.964265                 NaN  0.704065E-002  0.633114        33.5168        15.1096        20.1463        20.8400        8.78276     
  1163.46        2500.00                 NaN  0.964265                 NaN  0.704065E-002  0.633114        33.5168        15.1096        20.1463        20.8400        8.78276     
  1160.26        2500.00                 NaN  0.964265                 NaN  0.704065E-002  0.633114        33.5168        15.1096        20.1463        20.8400        8.78276     
  1157.05        2500.00                 NaN  0.964265                 NaN  0.704065E-002  0.633114        33.5168        15.1096        20.1463        20.8400        8.78276     
  1153.85        2500.00                 NaN  0.964266                 NaN  0.682638E-002  0.669454        34.4409        15.1462        19.7721        20.1205        8.87974     
  1150.64        2500.00                 NaN  0.964266                 NaN  0.682638E-002  0.669454        34.4409        15.1462        19.7721        20.1205        8.87974     
  1147.44        2500.00                 NaN  0.964266                 NaN  0.682638E-002  0.669454        34.4409        15.1462        19.7721        20.1205        8.87974     
  1144.23        2500.00                 NaN  0.964266                 NaN  0.682638E-002  0.669454        34.4409        15.1462        19.7721        20.1205        8.87974     
  1141.03        2500.00                 NaN  0.964266                 NaN  0.682638E-002  0.669454        34.4409        15.1462        19.7721        20.1205        8.87974     
  1137.82        2500.00                 NaN  0.964266                 NaN  0.682638E-002  0.669454        34.4409        15.1462        19.7721        20.1205        8.87974     
  1134.62        2500.00                 NaN  0.964266                 NaN  0.682638E-002  0.669454        34.4409        15.1462        19.7721        20.1205        8.87974     
  1131.41        2500.00                 NaN  0.964266                 NaN  0.682638E-002  0.669454        34.4409        15.1462        19.7721        20.1205        8.87974     
  1128.21        2500.00                 NaN  0.964266                 NaN  0.661447E-002  0.712504        35.2969        15.1731        18.8003        20.0760        8.97035     
  1125.00        2500.00                 NaN  0.964266                 NaN  0.661447E-002  0.712504        35.2969        15.1731        18.8003        20.0760        8.97035     
  1121.79        2500.00                 NaN  0.964266                 NaN  0.661447E-002  0.712504        35.2969        15.1731        18.8003        20.0760        8.97035     
  1118.59        2500.00                 NaN  0.964266                 NaN  0.661447E-002  0.712504        35.2969        15.1731        18.8003        20.0760        8.97035     
  1115.38        2500.00                 NaN  0.964266                 NaN  0.661447E-002  0.712504        35.2969        15.1731        18.8003        20.0760        8.97035     
  1112.18        2500.00                 NaN  0.964266                 NaN  0.661447E-002  0.712504        35.2969        15.1731        18.8003        20.0760        8.97035     
  1108.97        2500.00                 NaN  0.964266                 NaN  0.661447E-002  0.712504        35.2969        15.1731        18.8003        20.0760        8.97035     
  1105.77        2500.00                 NaN  0.964266                 NaN  0.661447E-002  0.712504        35.2969        15.1731        18.8003        20.0760        8.97035     
  1102.56        2500.00                 NaN  0.964267                 NaN  0.640150E-002  0.761178        36.1030        15.1885        17.8909        20.0347        9.05096     
  1099.36        2500.00                 NaN  0.964267                 NaN  0.640150E-002  0.761178        36.1030        15.1885        17.8909        20.0347        9.05096     
  1096.15        2500.00                 NaN  0.964267                 NaN  0.640150E-002  0.761178        36.1030        15.1885        17.8909        20.0347        9.05096     
  1092.95        2500.00                 NaN  0.964267                 NaN  0.640150E-002  0.761178        36.1030        15.1885        17.8909        20.0347        9.05096     
  1089.74        2500.00                 NaN  0.964267                 NaN  0.640150E-002  0.761178        36.1030        15.1885        17.8909        20.0347        9.05096     
  1086.54        2500.00                 NaN  0.964267                 NaN  0.640150E-002  0.761178        36.1030        15.1885        17.8909        20.0347        9.05096     
  1083.33        2500.00                 NaN  0.964267                 NaN  0.640150E-002  0.761178        36.1030        15.1885        17.8909        20.0347        9.05096     
  1080.13        2500.00                 NaN  0.964267                 NaN  0.640150E-002  0.761178        36.1030        15.1885        17.8909        20.0347        9.05096     
  1076.92        2500.00                 NaN  0.964267                 NaN  0.618692E-002  0.817415        36.8585        15.1950        17.0586        19.9723        9.12783     
  1073.72        2500.00                 NaN  0.964267                 NaN  0.618692E-002  0.817415        36.8585        15.1950        17.0586        19.9723        9.12783     
  1070.51        2500.00                 NaN  0.964267                 NaN  0.618692E-002  0.817415        36.8585        15.1950        17.0586        19.9723        9.12783     
  1067.31        2500.00                 NaN  0.964267                 NaN  0.618692E-002  0.817415        36.8585        15.1950        17.0586        19.9723        9.12783     
  1064.10        2500.00                 NaN  0.964267                 NaN  0.618692E-002  0.817415        36.8585        15.1950        17.0586        19.9723        9.12783     
  1060.90        2500.00                 NaN  0.964267                 NaN  0.618692E-002  0.817415        36.8585        15.1950        17.0586        19.9723        9.12783     
  1057.69        2500.00                 NaN  0.964267                 NaN  0.618692E-002  0.817415        36.8585        15.1950        17.0586        19.9723        9.12783     
  1054.49        2500.00                 NaN  0.964267                 NaN  0.618692E-002  0.817415        36.8585        15.1950        17.0586        19.9723        9.12783     
  1051.28        2500.00                 NaN  0.964268                 NaN  0.598314E-002  0.879546        37.5805        15.1914        19.9077        16.2731        9.19747     
  1048.08        2500.00                 NaN  0.964268                 NaN  0.598314E-002  0.879546        37.5805        15.1914        19.9077        16.2731        9.19747     
  1044.87        2500.00                 NaN  0.964268                 NaN  0.598314E-002  0.879546        37.5805        15.1914        19.9077        16.2731        9.19747     
  1041.67        2500.00                 NaN  0.964268                 NaN  0.598314E-002  0.879546        37.5805        15.1914        19.9077        16.2731        9.19747     
  1038.46        2500.00                 NaN  0.964268                 NaN  0.598314E-002  0.879546        37.5805        15.1914        19.9077        16.2731        9.19747     
  1035.26        2500.00                 NaN  0.964268                 NaN  0.598314E-002  0.879546        37.5805        15.1914        19.9077        16.2731        9.19747     
  1032.05        2500.00                 NaN  0.964268                 NaN  0.598314E-002  0.879546        37.5805        15.1914        19.9077        16.2731        9.19747     
  1028.85        2500.00                 NaN  0.964268                 NaN  0.598314E-002  0.879546        37.5805        15.1914        19.9077        16.2731        9.19747     
  1025.64        2500.00                 NaN  0.964268                 NaN  0.577438E-002  0.948286        38.2768        15.1743        15.5253        19.8497        9.25553     
  1022.44        2500.00                 NaN  0.964268                 NaN  0.577438E-002  0.948286        38.2768        15.1743        15.5253        19.8497        9.25553     
  1019.23        2500.00                 NaN  0.964268                 NaN  0.577438E-002  0.948286        38.2768        15.1743        15.5253        19.8497        9.25553     
  1016.03        2500.00                 NaN  0.964268                 NaN  0.577438E-002  0.948286        38.2768        15.1743        15.5253        19.8497        9.25553     
  1012.82        2500.00                 NaN  0.964268                 NaN  0.577438E-002  0.948286        38.2768        15.1743        15.5253        19.8497        9.25553     
  1009.62        2500.00                 NaN  0.964268                 NaN  0.577438E-002  0.948286        38.2768        15.1743        15.5253        19.8497        9.25553     
  1006.41        2500.00                 NaN  0.964268                 NaN  0.577438E-002  0.948286        38.2768        15.1743        15.5253        19.8497        9.25553     
  1003.21        2500.00                 NaN  0.964268                 NaN  0.577438E-002  0.948286        38.2768        15.1743        15.5253        19.8497        9.25553     
  1000.00        2500.00                 NaN  0.964268                 NaN  0.557569E-002   1.02477        38.9478        15.1470        14.8203        19.7823        9.30791     
