|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/Y98/Y98_3.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        an             O(HP)          Sp(TH)         San(TH)        San(TH)        ilm            q              hed           
  1224.26        500.000        97.8896       0.865561E-001  0.337980                 NaN  0.276757                 NaN  0.116394        1.29274                 NaN            NaN            NaN            NaN
  1223.13        500.000        99.2229       0.432185E-001  0.183032                 NaN  0.101675                 NaN            NaN  0.444070                 NaN  0.511767E-002            NaN            NaN
  1222.00        500.000        99.3133       0.100850       0.109423E-001            NaN  0.907963E-001            NaN  0.456733E-001  0.438480                 NaN            NaN            NaN            NaN
  1220.86        500.000        97.9809       0.255296       0.232099                 NaN  0.261415                 NaN  0.667140E-001   1.20356                 NaN            NaN            NaN            NaN
  1219.73        500.000        98.6583       0.694563E-001  0.229551                 NaN  0.170644                 NaN  0.607796E-001  0.811253                 NaN            NaN            NaN            NaN
  1218.60        500.000        99.0570       0.214149                 NaN            NaN  0.112506                 NaN  0.150554E-001  0.582016                 NaN  0.192608E-001            NaN            NaN
  1217.47        500.000        98.2703       0.328369       0.119279                 NaN  0.223984                 NaN            NaN   1.03119                 NaN  0.268405E-001            NaN            NaN
  1216.33        500.000        99.8826       0.506728E-001            NaN            NaN  0.162453E-001            NaN            NaN  0.504579E-001            NaN            NaN            NaN            NaN
  1215.20        500.000        97.4792       0.637325                 NaN            NaN  0.339434                 NaN  0.241994E-001   1.50328                 NaN  0.165311E-001            NaN            NaN
  1214.07        500.000        96.1654       0.199235       0.452410                 NaN  0.490924                 NaN  0.938007E-001   2.53834                 NaN  0.598454E-001            NaN            NaN
  1212.93        500.000        99.8763       0.123708                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1211.80        500.000        99.7521       0.534354E-001            NaN            NaN  0.228605E-001            NaN  0.142827E-002  0.170170                 NaN            NaN            NaN            NaN
  1210.67        500.000        98.0713       0.193882                 NaN            NaN  0.167660                 NaN  0.481640E-001  0.859218                 NaN  0.318636E-002  0.656619                 NaN
  1209.54        500.000        98.9693       0.823257E-001            NaN            NaN  0.839894E-001            NaN  0.264441E-001  0.417523                 NaN            NaN  0.420377                 NaN
  1208.40        500.000        84.5470       0.366067        1.44207                 NaN   1.36502                 NaN  0.147771        6.16144                 NaN            NaN   5.97065                 NaN
  1207.27        500.000        70.1467        2.58696                 NaN            NaN   2.45934                 NaN  0.742109        11.8695                 NaN            NaN   12.1954                 NaN
  1206.14        500.000       100.0000       0.244807E-005            NaN            NaN            NaN  0.207694E-005  0.818537E-006            NaN            NaN            NaN            NaN            NaN
  1205.01        500.000        99.9999                 NaN            NaN            NaN  0.119561E-004  0.394679E-005            NaN  0.622936E-004            NaN            NaN  0.607774E-004  0.483313E-005
  1203.87        500.000        86.2418        1.02806                 NaN            NaN   1.15161       0.174790       0.274570        5.50770                 NaN            NaN   5.62144                 NaN
  1202.74        500.000        90.4071       0.698137                 NaN            NaN  0.806136       0.155592       0.179375        3.83482                 NaN            NaN   3.91887                 NaN
  1201.61        500.000        90.8318       0.673927                 NaN            NaN  0.767077       0.141935       0.172583        3.66150                 NaN            NaN   3.75113                 NaN
  1200.48        500.000        91.1808       0.613957                 NaN            NaN  0.734346       0.130111       0.169720        3.53420                 NaN            NaN   3.63689                 NaN
  1199.34        500.000        74.1255        1.89317                 NaN            NaN   2.17280       0.501954       0.446077        10.2932                 NaN            NaN   10.5673                 NaN
  1198.21        500.000       100.0000                 NaN            NaN            NaN  0.883022E-005  0.242283E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1197.08        500.000        99.9999                 NaN            NaN            NaN  0.106052E-004            NaN            NaN  0.663071E-004            NaN            NaN  0.678029E-004            NaN
  1195.95        500.000        99.9998       0.102460E-004            NaN            NaN  0.117682E-004            NaN            NaN  0.707542E-004            NaN            NaN  0.742151E-004            NaN
  1194.81        500.000        90.7937       0.646260                 NaN            NaN  0.759202       0.153161       0.162560        3.70754                 NaN            NaN   3.77756                 NaN
  1193.68        500.000        92.6417       0.513955                 NaN            NaN  0.605322       0.128492       0.124808        2.95819                 NaN            NaN   3.02756                 NaN
  1192.55        500.000        88.5580       0.803973                 NaN            NaN  0.940087       0.208869       0.189307        4.61106                 NaN            NaN   4.68867                 NaN
  1191.41        500.000        99.9996       0.160457E-004            NaN            NaN  0.321279E-004  0.248534E-004            NaN  0.141863E-003            NaN            NaN  0.143295E-003            NaN
  1190.28        500.000        99.9993       0.562938E-004            NaN            NaN  0.570234E-004            NaN  0.141823E-004  0.308798E-003            NaN            NaN  0.307220E-003            NaN
  1189.15        500.000        73.1391        1.77161                 NaN            NaN   2.14751       0.457230       0.433957        11.0107                 NaN            NaN   11.0399                 NaN
  1188.02        500.000        99.9999       0.989873E-006            NaN            NaN  0.974353E-005  0.116328E-004            NaN  0.498830E-004            NaN            NaN  0.425135E-004            NaN
  1186.88        500.000        99.9999       0.730524E-005            NaN            NaN  0.745626E-005            NaN            NaN  0.299534E-004            NaN            NaN  0.443454E-004            NaN
  1185.75        500.000        99.9998       0.867939E-005  0.120176E-005            NaN  0.126998E-004            NaN  0.214793E-005  0.986830E-004            NaN  0.130877E-005  0.812811E-004            NaN
  1184.62        500.000        51.0532        2.66787                 NaN            NaN   3.59872       0.652409       0.762661        21.0383                 NaN            NaN   20.2268                 NaN
  1183.49        500.000                 NaN   4.97291                 NaN            NaN   7.10371        1.24378        1.52986        43.6068                 NaN            NaN   41.5430                 NaN
  1182.35        500.000                 NaN   4.97863                 NaN            NaN   7.10732        1.24248        1.52795        43.6016                 NaN            NaN   41.5420                 NaN
  1181.22        500.000                 NaN   4.98213                 NaN            NaN   7.11189        1.27613        1.50364        43.6006                 NaN            NaN   41.5256                 NaN
  1180.09        500.000                 NaN   4.96419                 NaN            NaN   7.10710        1.24751        1.53172        43.5979                 NaN            NaN   41.5516                 NaN
  1178.96        500.000                 NaN   4.96912                 NaN            NaN   7.11489        1.29642        1.49559        43.5981                 NaN            NaN   41.5259                 NaN
  1177.82        500.000                 NaN   4.95263                 NaN            NaN   7.11064        1.26792        1.52271        43.5952                 NaN            NaN   41.5509                 NaN
  1176.69        500.000                 NaN   4.94506                 NaN            NaN   7.11411        1.27907        1.51747        43.5952                 NaN            NaN   41.5491                 NaN
  1175.56        500.000                 NaN   4.94482                 NaN            NaN   7.11590        1.29559        1.50669        43.5934                 NaN            NaN   41.5436                 NaN
  1174.43        500.000                 NaN   4.94297                 NaN            NaN   7.12097        1.33307        1.48196        43.5928                 NaN            NaN   41.5282                 NaN
  1173.29        500.000                 NaN   4.92942                 NaN            NaN   7.11805        1.30653        1.50586        43.5907                 NaN            NaN   41.5494                 NaN
  1172.16        500.000                 NaN   4.93316                 NaN            NaN   7.12169        1.32464        1.49200        43.5878                 NaN            NaN   41.5407                 NaN
  1171.03        500.000                 NaN   4.91663                 NaN            NaN   7.12192        1.32910        1.49591        43.5882                 NaN            NaN   41.5482                 NaN
  1169.89        500.000                 NaN   4.89716                 NaN            NaN   7.12706        1.37692        1.47099        43.5919                 NaN            NaN   41.5360                 NaN
  1168.76        500.000                 NaN   4.91051                 NaN            NaN   7.12671        1.35574        1.48042        43.5847                 NaN            NaN   41.5420                 NaN
  1167.63        500.000                 NaN   4.89210                 NaN            NaN   7.12810        1.37266        1.47651        43.5862                 NaN            NaN   41.5445                 NaN
  1166.50        500.000                 NaN   4.89767                 NaN            NaN   7.13036        1.37502        1.47273        43.5819                 NaN            NaN   41.5424                 NaN
  1165.36        500.000                 NaN   4.87706                 NaN            NaN   7.13053        1.38456        1.47471        43.5837                 NaN            NaN   41.5494                 NaN
  1164.23        500.000                 NaN   4.88876                 NaN            NaN   7.13415        1.39270        1.46432        43.5787                 NaN            NaN   41.5414                 NaN
  1163.10        500.000                 NaN   4.87799                 NaN            NaN   7.13529        1.40514        1.46055        43.5784                 NaN            NaN   41.5426                 NaN
  1161.97        500.000                 NaN   4.87578                 NaN            NaN   7.13712        1.41244        1.45659        43.5762                 NaN            NaN   41.5419                 NaN
  1160.83        500.000                 NaN   4.85670                 NaN            NaN   7.13611        1.40645        1.46845        43.5767                 NaN            NaN   41.5556                 NaN
  1159.70        500.000                 NaN   4.86541                 NaN            NaN   7.14101        1.43413        1.44628        43.5731                 NaN            NaN   41.5401                 NaN
  1158.57        500.000                 NaN   4.83881                 NaN            NaN   7.14050        1.41176        1.47106        43.5747                 NaN            NaN   41.5632                 NaN
  1157.44        500.000                 NaN   4.85239                 NaN            NaN   7.14466        1.45701        1.43614        43.5713                 NaN            NaN   41.5385                 NaN
  1156.30        500.000                 NaN   4.84574                 NaN            NaN   7.14811        1.47551        1.42600        43.5704                 NaN            NaN   41.5342                 NaN
  1155.17        500.000                 NaN   4.83075                 NaN            NaN   7.14641        1.46978        1.43653        43.5701                 NaN            NaN   41.5465                 NaN
  1154.04        500.000                 NaN   4.82688                 NaN            NaN   7.14798        1.48984        1.42669        43.5651                 NaN            NaN   41.5435                 NaN
  1152.91        500.000                 NaN   4.82823                 NaN            NaN   7.14985        1.48029        1.43060        43.5649                 NaN            NaN   41.5461                 NaN
  1151.77        500.000                 NaN   4.81177                 NaN            NaN   7.15137        1.48860        1.43129        43.5658                 NaN            NaN   41.5511                 NaN
  1150.64        500.000                 NaN   4.82284                 NaN            NaN   7.15420        1.50243        1.41801        43.5608                 NaN            NaN   41.5418                 NaN
  1149.51        500.000                 NaN   4.81812                 NaN            NaN   7.15550        1.50618        1.41746        43.5588                 NaN            NaN   41.5439                 NaN
  1148.37        500.000                 NaN   4.80130                 NaN            NaN   7.15727        1.52557        1.41109        43.5606                 NaN            NaN   41.5442                 NaN
  1147.24        500.000                 NaN   4.80343                 NaN            NaN   7.15853        1.52562        1.41044        43.5569                 NaN            NaN   41.5451                 NaN
  1146.11        500.000                 NaN   4.80171                 NaN            NaN   7.16159        1.53606        1.40380        43.5545                 NaN            NaN   41.5423                 NaN
  1144.98        500.000                 NaN   4.78316                 NaN            NaN   7.16088        1.53951        1.40925        43.5558                 NaN            NaN   41.5514                 NaN
  1143.84        500.000                 NaN   4.78249                 NaN            NaN   7.16806        1.56744        1.39047        43.5524                 NaN            NaN   41.5391                 NaN
  1142.71        500.000                 NaN   4.78802                 NaN            NaN   7.16585        1.56123        1.39302        43.5492                 NaN            NaN   41.5427                 NaN
  1141.58        500.000                 NaN   4.76954                 NaN            NaN   7.16608        1.57132        1.39374        43.5511                 NaN            NaN   41.5482                 NaN
  1140.45        500.000                 NaN   4.66201                 NaN            NaN   7.28121        3.00619                 NaN   43.6736                 NaN  0.457800        40.9192                 NaN
  1139.31        500.000                 NaN   4.65356                 NaN            NaN   7.28258        3.01126                 NaN   43.6718                 NaN  0.458126        40.9227                 NaN
  1138.18        500.000                 NaN   4.64225                 NaN            NaN   7.28164        3.01759                 NaN   43.6734                 NaN  0.458548        40.9266                 NaN
  1137.05        500.000                 NaN   4.60961                 NaN            NaN   7.28157        3.03993                 NaN   43.6717                 NaN  0.460247        40.9370                 NaN
  1135.92        500.000                 NaN   4.62905                 NaN            NaN   7.28756        3.02584                 NaN   43.6656                 NaN  0.458964        40.9329                 NaN
  1134.78        500.000                 NaN   4.62552                 NaN            NaN   7.28303        3.02799                 NaN   43.6698                 NaN  0.458997        40.9346                 NaN
  1133.65        500.000                 NaN   4.62794                 NaN            NaN   7.28391        3.02736                 NaN   43.6665                 NaN  0.458728        40.9356                 NaN
  1132.52        500.000                 NaN   4.62018                 NaN            NaN   7.28595        3.03183                 NaN   43.6650                 NaN  0.459136        40.9380                 NaN
  1131.39        500.000                 NaN   4.60931                 NaN            NaN   7.28443        3.03809                 NaN   43.6662                 NaN  0.459428        40.9426                 NaN
  1130.25        500.000                 NaN   4.59018                 NaN            NaN   7.28649        3.04937                 NaN   43.6694                 NaN  0.460430        40.9441                 NaN
  1129.12        500.000                 NaN   4.60776                 NaN            NaN   7.28635        3.04120                 NaN   43.6590                 NaN  0.459280        40.9464                 NaN
  1127.99        500.000                 NaN   4.59394                 NaN            NaN   7.28588        3.04776                 NaN   43.6622                 NaN  0.459825        40.9504                 NaN
  1126.85        500.000                 NaN   4.59384                 NaN            NaN   7.28676        3.04876                 NaN   43.6589                 NaN  0.459691        40.9520                 NaN
  1125.72        500.000                 NaN   4.58841                 NaN            NaN   7.29060        3.05145                 NaN   43.6559                 NaN  0.459878        40.9538                 NaN
  1124.59        500.000                 NaN   4.51716                 NaN            NaN   7.28371        3.08782                 NaN   43.6772                 NaN  0.464760        40.9694                 NaN
  1123.46        500.000                 NaN   4.53769                 NaN            NaN   7.28708        3.07982                 NaN   43.6686                 NaN  0.462630        40.9642                 NaN
  1122.32        500.000                 NaN   4.57761                 NaN            NaN   7.28921        3.06015                 NaN   43.6512                 NaN  0.460057        40.9618                 NaN
  1121.19        500.000                 NaN   4.51332                 NaN            NaN   7.28469        3.09139                 NaN   43.6718                 NaN  0.464611        40.9742                 NaN
  1120.06        500.000                 NaN   4.53020                 NaN            NaN   7.29006        3.08544                 NaN   43.6606                 NaN  0.462606        40.9711                 NaN
  1118.93        500.000                 NaN   4.55660                 NaN            NaN   7.28866        3.07538                 NaN   43.6480                 NaN  0.460627        40.9707                 NaN
  1117.79        500.000                 NaN   4.49308                 NaN            NaN   7.28732        3.10326                 NaN   43.6677                 NaN  0.465262        40.9834                 NaN
  1116.66        500.000                 NaN   4.52397                 NaN            NaN   7.29650        3.09494                 NaN   43.6402                 NaN  0.461858        40.9826                 NaN
  1115.53        500.000                 NaN   4.54496                 NaN            NaN   7.29447        3.07862                 NaN   43.6448                 NaN  0.460902        40.9763                 NaN
  1114.40        500.000                 NaN   4.48493                 NaN            NaN   7.28735        3.10792                 NaN   43.6658                 NaN  0.465574        40.9885                 NaN
  1113.26        500.000                 NaN   4.53936                 NaN            NaN   7.29273        3.08323                 NaN   43.6422                 NaN  0.460993        40.9815                 NaN
  1112.13        500.000                 NaN   4.52697                 NaN            NaN   7.29372        3.09171                 NaN   43.6411                 NaN  0.461769        40.9847                 NaN
  1111.00        500.000                 NaN   4.53005                 NaN            NaN   7.29386        3.08931                 NaN   43.6389                 NaN  0.461246        40.9866                 NaN
  1109.87        500.000                 NaN   4.52006                 NaN            NaN   7.29457        3.09630                 NaN   43.6367                 NaN  0.461619        40.9907                 NaN
  1108.73        500.000                 NaN   4.51663                 NaN            NaN   7.29507        3.09920                 NaN   43.6346                 NaN  0.461759        40.9927                 NaN
  1107.60        500.000                 NaN   4.51846                 NaN            NaN   7.29529        3.09672                 NaN   43.6347                 NaN  0.461473        40.9934                 NaN
  1106.47        500.000                 NaN   4.49221                 NaN            NaN   7.29608        3.11226                 NaN   43.6379                 NaN  0.463064        40.9985                 NaN
  1105.33        500.000                 NaN   4.51007                 NaN            NaN   7.29636        3.10213                 NaN   43.6316                 NaN  0.461675        40.9982                 NaN
  1104.20        500.000                 NaN   4.50594                 NaN            NaN   7.29699        3.10484                 NaN   43.6298                 NaN  0.461777        41.0007                 NaN
  1103.07        500.000                 NaN   4.48525                 NaN            NaN   7.29786        3.11781                 NaN   43.6316                 NaN  0.462906        41.0046                 NaN
  1101.94        500.000                 NaN   4.49263                 NaN            NaN   7.30001        3.11310                 NaN   43.6262                 NaN  0.462275        41.0058                 NaN
  1100.80        500.000                 NaN   4.49368                 NaN            NaN   7.29878        3.11297                 NaN   43.6244                 NaN  0.462086        41.0080                 NaN
  1099.67        500.000                 NaN   4.48393                 NaN            NaN   7.30121        3.11961                 NaN   43.6209                 NaN  0.462406        41.0119                 NaN
  1098.54        500.000                 NaN   4.47245                 NaN            NaN   7.29786        3.12284                 NaN   43.6299                 NaN  0.463971        41.0130                 NaN
  1097.41        500.000                 NaN   4.48092                 NaN            NaN   7.30044        3.12305                 NaN   43.6178                 NaN  0.462450        41.0154                 NaN
  1096.27        500.000                 NaN   4.46214                 NaN            NaN   7.29943        3.12784                 NaN   43.6288                 NaN  0.463811        41.0180                 NaN
  1095.14        500.000                 NaN   4.47518                 NaN            NaN   7.30306        3.12461                 NaN   43.6158                 NaN  0.462565        41.0188                 NaN
  1094.01        500.000                 NaN   4.46251                 NaN            NaN   7.30126        3.13038                 NaN   43.6196                 NaN  0.463022        41.0232                 NaN
  1092.88        500.000                 NaN   4.46838                 NaN            NaN   7.30273        3.12962                 NaN   43.6126                 NaN  0.462612        41.0240                 NaN
  1091.74        500.000                 NaN   4.45789                 NaN            NaN   7.30626        3.13491                 NaN   43.6102                 NaN  0.462953        41.0278                 NaN
  1090.61        500.000                 NaN   4.45946                 NaN            NaN   7.30495        3.13526                 NaN   43.6089                 NaN  0.462857        41.0286                 NaN
  1089.48        500.000                 NaN   4.45540                 NaN            NaN   7.30581        3.13778                 NaN   43.6069                 NaN  0.462960        41.0311                 NaN
  1088.35        500.000                 NaN   4.45174                 NaN            NaN   7.30633        3.14169                 NaN   43.6039                 NaN  0.462991        41.0333                 NaN
  1087.21        500.000                 NaN   4.45049                 NaN            NaN   7.30638        3.14149                 NaN   43.6032                 NaN  0.463041        41.0354                 NaN
  1086.08        500.000                 NaN   4.44432                 NaN            NaN   7.30743        3.14590                 NaN   43.6010                 NaN  0.463439        41.0379                 NaN
  1084.95        500.000                 NaN   4.33319                 NaN            NaN   7.32666        3.22083                 NaN   43.5644                 NaN  0.466186        41.0887                 NaN
  1083.81        500.000                 NaN   4.43569                 NaN            NaN   7.30858        3.15038                 NaN   43.5983                 NaN  0.463382        41.0437                 NaN
  1082.68        500.000                 NaN   4.43733                 NaN            NaN   7.30826        3.15050                 NaN   43.5960                 NaN  0.463282        41.0446                 NaN
  1081.55        500.000                 NaN   4.43395                 NaN            NaN   7.30879        3.15284                 NaN   43.5942                 NaN  0.463351        41.0468                 NaN
  1080.42        500.000                 NaN   4.40103                 NaN            NaN   7.31002        3.16860                 NaN   43.6002                 NaN  0.465516        41.0547                 NaN
  1079.28        500.000                 NaN   4.41358                 NaN            NaN   7.31282        3.16309                 NaN   43.5917                 NaN  0.463943        41.0549                 NaN
  1078.15        500.000                 NaN   4.41871                 NaN            NaN   7.31211        3.16097                 NaN   43.5903                 NaN  0.463601        41.0543                 NaN
  1077.02        500.000                 NaN   4.42197                 NaN            NaN   7.31148        3.16117                 NaN   43.5861                 NaN  0.463577        41.0557                 NaN
  1075.89        500.000                 NaN   4.41319                 NaN            NaN   7.31452        3.16416                 NaN   43.5854                 NaN  0.463711        41.0590                 NaN
  1074.75        500.000                 NaN   4.41612                 NaN            NaN   7.31276        3.16525                 NaN   43.5821                 NaN  0.463680        41.0601                 NaN
  1073.62        500.000                 NaN   4.39654                 NaN            NaN   7.32312        3.17715                 NaN   43.5679                 NaN  0.463085        41.0722                 NaN
  1072.49        500.000                 NaN   4.41031                 NaN            NaN   7.31406        3.16931                 NaN   43.5781                 NaN  0.463782        41.0644                 NaN
  1071.36        500.000                 NaN   4.39143                 NaN            NaN   7.32438        3.18091                 NaN   43.5641                 NaN  0.463059        41.0761                 NaN
  1070.22        500.000                 NaN   4.40416                 NaN            NaN   7.31508        3.17341                 NaN   43.5749                 NaN  0.463883        41.0686                 NaN
  1069.09        500.000                 NaN   4.39173                 NaN            NaN   7.31157        3.17692                 NaN   43.5854                 NaN  0.464409        41.0700                 NaN
  1067.96        500.000                 NaN   4.39879                 NaN            NaN   7.31642        3.17732                 NaN   43.5706                 NaN  0.463967        41.0729                 NaN
  1066.83        500.000                 NaN   4.39178                 NaN            NaN   7.31619        3.18040                 NaN   43.5715                 NaN  0.464478        41.0756                 NaN
  1065.69        500.000                 NaN   4.39321                 NaN            NaN   7.31770        3.18118                 NaN   43.5667                 NaN  0.464059        41.0771                 NaN
  1064.56        500.000                 NaN   4.38022                 NaN            NaN   7.31947        3.18500                 NaN   43.5707                 NaN  0.464129        41.0804                 NaN
  1063.43        500.000                 NaN   4.38796                 NaN            NaN   7.31905        3.18495                 NaN   43.5625                 NaN  0.464139        41.0814                 NaN
  1062.29        500.000                 NaN   4.37938                 NaN            NaN   7.32009        3.18826                 NaN   43.5643                 NaN  0.464292        41.0836                 NaN
  1061.16        500.000                 NaN   4.36006                 NaN            NaN   7.32362        3.20224                 NaN   43.5548                 NaN  0.464932        41.0943                 NaN
  1060.03        500.000                 NaN   4.37616                 NaN            NaN   7.32174        3.19160                 NaN   43.5573                 NaN  0.464481        41.0887                 NaN
  1058.90        500.000                 NaN   4.37529                 NaN            NaN   7.32168        3.19298                 NaN   43.5556                 NaN  0.464390        41.0901                 NaN
  1057.76        500.000                 NaN   4.34633                 NaN            NaN   7.32294        3.20996                 NaN   43.5541                 NaN  0.465347        41.1013                 NaN
  1056.63        500.000                 NaN   4.37271                 NaN            NaN   7.32331        3.19581                 NaN   43.5499                 NaN  0.464309        41.0939                 NaN
  1055.50        500.000                 NaN   4.34945                 NaN            NaN   7.32600        3.21026                 NaN   43.5447                 NaN  0.464915        41.1047                 NaN
  1054.37        500.000                 NaN   4.36875                 NaN            NaN   7.32562        3.19879                 NaN   43.5446                 NaN  0.464228        41.0980                 NaN
  1053.23        500.000                 NaN   4.32649                 NaN            NaN   7.32748        3.22237                 NaN   43.5452                 NaN  0.465991        41.1125                 NaN
  1052.10        500.000                 NaN   4.34433                 NaN            NaN   7.32631        3.21194                 NaN   43.5448                 NaN  0.465237        41.1074                 NaN
  1050.97        500.000                 NaN   4.33698                 NaN            NaN   7.32694        3.21539                 NaN   43.5450                 NaN  0.465431        41.1102                 NaN
  1049.84        500.000                 NaN   4.34825                 NaN            NaN   7.32760        3.21226                 NaN  0.918735E-001   43.4456       0.464986        41.1094                 NaN
  1048.70        500.000                 NaN   4.33585                 NaN            NaN   7.32940        3.21686                 NaN   43.5378                 NaN  0.465549        41.1146                 NaN
  1047.57        500.000                 NaN   4.35176                 NaN            NaN   7.32813        3.20922                 NaN   43.5365                 NaN  0.464514        41.1098                 NaN
  1046.44        500.000                 NaN   4.33606                 NaN            NaN   7.33044        3.21677                 NaN   43.5359                 NaN  0.465168        41.1157                 NaN
  1045.31        500.000                 NaN   4.33981                 NaN            NaN   7.32923        3.21574                 NaN   43.5344                 NaN  0.465147        41.1157                 NaN
  1044.17        500.000                 NaN   4.32406                 NaN            NaN   7.32821        3.22344                 NaN   43.5385                 NaN  0.465931        41.1199                 NaN
  1043.04        500.000                 NaN   4.33903                 NaN            NaN   7.33019        3.21661                 NaN   43.5311                 NaN  0.465047        41.1180                 NaN
  1041.91        500.000                 NaN   4.32387                 NaN            NaN   7.32815        3.22330                 NaN   43.5374                 NaN  0.465913        41.1214                 NaN
  1040.77        500.000                 NaN   4.33616                 NaN            NaN   7.33073        3.21919                 NaN   43.5269                 NaN  0.465149        41.1218                 NaN
  1039.64        500.000                 NaN   4.32851                 NaN            NaN   7.32923        3.22160                 NaN   43.5338                 NaN  0.464760        41.1221                 NaN
  1038.51        500.000                 NaN   4.33709                 NaN            NaN   7.33486        3.22226                 NaN   43.5136                 NaN  0.464745        41.1274                 NaN
  1037.38        500.000                 NaN   4.33586                 NaN            NaN   7.33319        3.21970                 NaN   43.5220                 NaN  0.464643        41.1246                 NaN
  1036.24        500.000                 NaN   4.33062                 NaN            NaN   7.33656        3.22624                 NaN   43.5105                 NaN  0.464639        41.1315                 NaN
  1035.11        500.000                 NaN   4.32332                 NaN            NaN   7.32797        3.22287                 NaN   43.5341                 NaN  0.465862        41.1259                 NaN
  1033.98        500.000                 NaN   4.32863                 NaN            NaN   7.33841        3.22947                 NaN   43.5025                 NaN  0.464853        41.1361                 NaN
  1032.85        500.000                 NaN   4.32313                 NaN            NaN   7.32791        3.22272                 NaN   43.5330                 NaN  0.465844        41.1274                 NaN
  1031.71        500.000                 NaN   4.32265                 NaN            NaN   7.33902        3.23244                 NaN   43.5011                 NaN  0.464990        41.1398                 NaN
  1030.58        500.000                 NaN   4.33985                 NaN            NaN   7.33617        3.22252                 NaN   43.5021                 NaN  0.464191        41.1352                 NaN
  1029.45        500.000                 NaN   4.32181                 NaN            NaN   7.34132        3.23522                 NaN   43.4931                 NaN  0.464872        41.1437                 NaN
  1028.32        500.000                 NaN   4.34107                 NaN            NaN   7.34082        3.22535                 NaN   43.4883                 NaN  0.463628        41.1409                 NaN
  1027.18        500.000                 NaN   4.31841                 NaN            NaN   7.34305        3.23819                 NaN   43.4876                 NaN  0.464884        41.1478                 NaN
  1026.05        500.000                 NaN   4.33723                 NaN            NaN   7.34327        3.22820                 NaN   43.4829                 NaN  0.463557        41.1448                 NaN
  1024.92        500.000                 NaN   4.31504                 NaN            NaN   7.34473        3.24107                 NaN   43.4824                 NaN  0.464891        41.1519                 NaN
  1023.79        500.000                 NaN   4.32425                 NaN            NaN   7.34860        3.23724                 NaN   43.4723                 NaN  0.464384        41.1533                 NaN
  1022.65        500.000                 NaN   4.31165                 NaN            NaN   7.34640        3.24397                 NaN   43.4771                 NaN  0.464901        41.1560                 NaN
  1021.52        500.000                 NaN   4.34295                 NaN            NaN   7.34202        3.22224                 NaN   43.4853                 NaN  0.463610        41.1439                 NaN
  1020.39        500.000                 NaN   4.30840                 NaN            NaN   7.34814        3.24680                 NaN   43.4717                 NaN  0.464907        41.1600                 NaN
  1019.25        500.000                 NaN   4.33973                 NaN            NaN   7.35994        3.23584                 NaN   43.4412                 NaN  0.461864        41.1614                 NaN
  1018.12        500.000                 NaN   4.30526                 NaN            NaN   7.34991        3.24958                 NaN   43.4663                 NaN  0.464907        41.1641                 NaN
  1016.99        500.000                 NaN   4.31995                 NaN            NaN   7.32892        3.22378                 NaN   43.5219                 NaN  0.465720        41.1397                 NaN
  1015.86        500.000                 NaN   4.30219                 NaN            NaN   7.35169        3.25233                 NaN   43.4607                 NaN  0.464904        41.1682                 NaN
  1014.72        500.000                 NaN   4.31977                 NaN            NaN   7.32886        3.22364                 NaN   43.5209                 NaN  0.465703        41.1412                 NaN
  1013.59        500.000                 NaN   4.29857                 NaN            NaN   7.35300        3.25488                 NaN   43.4567                 NaN  0.464904        41.1719                 NaN
  1012.46        500.000                 NaN   4.31958                 NaN            NaN   7.32880        3.22350                 NaN   43.5198                 NaN  0.465686        41.1426                 NaN
  1011.33        500.000                 NaN   4.28885                 NaN            NaN   7.35337        3.25841                 NaN   43.4579                 NaN  0.465194        41.1762                 NaN
  1010.19        500.000                 NaN   4.29688                 NaN            NaN   7.35643        3.25646                 NaN   43.4487                 NaN  0.464966        41.1766                 NaN
  1009.06        500.000                 NaN   4.29175                 NaN            NaN   7.35701        3.26104                 NaN   43.4446                 NaN  0.465005        41.1806                 NaN
  1007.93        500.000                 NaN   4.31921                 NaN            NaN   7.32868        3.22321                 NaN   43.5176                 NaN  0.465652        41.1456                 NaN
  1006.80        500.000                 NaN   4.29144                 NaN            NaN   7.35890        3.26266                 NaN   43.4381                 NaN  0.464809        41.1841                 NaN
  1005.66        500.000                 NaN   4.27229                 NaN            NaN   7.35793        3.27185                 NaN   43.4435                 NaN  0.465718        41.1887                 NaN
  1004.53        500.000                 NaN   4.28840                 NaN            NaN   7.36096        3.26546                 NaN   43.4319                 NaN  0.464829        41.1884                 NaN
  1003.40        500.000                 NaN   4.31884                 NaN            NaN   7.32857        3.22293                 NaN   43.5155                 NaN  0.465618        41.1486                 NaN
  1002.27        500.000                 NaN   4.28144                 NaN            NaN   7.36131        3.26927                 NaN   43.4309                 NaN  0.465014        41.1920                 NaN
  1001.13        500.000                 NaN   4.24329                 NaN            NaN   7.35655        3.28367                 NaN   43.4529                 NaN  0.467318        41.1963                 NaN
  1000.00        500.000                 NaN   4.26550                 NaN            NaN   7.36103        3.27626                 NaN   43.4343                 NaN  0.465853        41.1970                 NaN
