|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.5/Y98/Y98_1.tab                         
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Opx(TH)        an             O(HP)          Sp(TH)         San(TH)        San(TH)        ilm            q              hed           
  1219.73        500.000        98.4385       0.102415       0.328065                 NaN  0.187384                 NaN  0.115721       0.827866                 NaN            NaN            NaN            NaN
  1218.60        500.000        98.9098       0.306652                 NaN            NaN  0.123722                 NaN  0.286846E-001  0.594830                 NaN  0.363297E-001            NaN            NaN
  1217.47        500.000        97.9936       0.484991       0.170622                 NaN  0.246326                 NaN            NaN   1.05388                 NaN  0.506299E-001            NaN            NaN
  1216.33        500.000        99.8580       0.723721E-001            NaN            NaN  0.179139E-001            NaN            NaN  0.517077E-001            NaN            NaN            NaN            NaN
  1215.20        500.000        97.0704       0.940831                 NaN            NaN  0.373629                 NaN  0.461767E-001   1.53780                 NaN  0.312120E-001            NaN            NaN
  1214.07        500.000        95.6191       0.294593       0.652814                 NaN  0.541120                 NaN  0.178842        2.60039                 NaN  0.113149                 NaN            NaN
  1212.93        500.000        99.8212       0.178832                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1211.80        500.000        99.7193       0.772932E-001            NaN            NaN  0.253462E-001            NaN  0.274964E-002  0.175341                 NaN            NaN            NaN            NaN
  1210.67        500.000        97.8737       0.279385                 NaN            NaN  0.185617                 NaN  0.926386E-001  0.884103                 NaN  0.605122E-002  0.678500                 NaN
  1209.54        500.000        98.8724       0.118672                 NaN            NaN  0.930800E-001            NaN  0.509952E-001  0.430018                 NaN            NaN  0.434820                 NaN
  1208.40        500.000        83.2280       0.519804        2.13383                 NaN   1.49168                 NaN  0.280778        6.25634                 NaN            NaN   6.08958                 NaN
  1207.27        500.000        68.1293        3.62599                 NaN            NaN   2.65423                 NaN   1.40430        11.9023                 NaN            NaN   12.2839                 NaN
  1206.14        500.000       100.0000       0.354471E-005            NaN            NaN            NaN  0.360738E-005  0.158692E-005            NaN            NaN            NaN            NaN            NaN
  1205.01        500.000        99.9998                 NaN            NaN            NaN  0.132854E-004  0.689184E-005            NaN  0.642533E-004            NaN            NaN  0.630269E-004  0.703287E-005
  1203.87        500.000        85.0753        1.47067                 NaN            NaN   1.26308       0.299573       0.527374        5.61011                 NaN            NaN   5.75388                 NaN
  1202.74        500.000        89.5428        1.00238                 NaN            NaN  0.888174       0.268056       0.346199        3.92315                 NaN            NaN   4.02928                 NaN
  1201.61        500.000        89.9987       0.967866                 NaN            NaN  0.845908       0.244992       0.333691        3.74862                 NaN            NaN   3.86023                 NaN
  1200.48        500.000        90.3883       0.881538                 NaN            NaN  0.810520       0.224454       0.328581        3.62072                 NaN            NaN   3.74584                 NaN
  1199.34        500.000        72.1673        2.66792                 NaN            NaN   2.36116       0.855738       0.852159        10.3802                 NaN            NaN   10.7156                 NaN
  1198.21        500.000        99.9999                 NaN            NaN            NaN  0.985599E-005  0.423796E-004            NaN            NaN            NaN            NaN            NaN            NaN
  1197.08        500.000        99.9998                 NaN            NaN            NaN  0.118371E-004            NaN            NaN  0.686118E-004            NaN            NaN  0.706153E-004            NaN
  1195.95        500.000        99.9998       0.147237E-004            NaN            NaN  0.131350E-004            NaN            NaN  0.732018E-004            NaN            NaN  0.772910E-004            NaN
  1194.81        500.000        89.9482       0.926916                 NaN            NaN  0.840080       0.265553       0.315769        3.80338                 NaN            NaN   3.90014                 NaN
  1193.68        500.000        91.9502       0.736965                 NaN            NaN  0.671442       0.223620       0.243236        3.04123                 NaN            NaN   3.13335                 NaN
  1192.55        500.000        87.5239        1.14558                 NaN            NaN   1.03944       0.362347       0.368050        4.72379                 NaN            NaN   4.83689                 NaN
  1191.41        500.000        99.9996       0.231256E-004            NaN            NaN  0.359428E-004  0.436499E-004            NaN  0.146962E-003            NaN            NaN  0.149567E-003            NaN
  1190.28        500.000        99.9992       0.811188E-004            NaN            NaN  0.637938E-004            NaN  0.277361E-004  0.319692E-003            NaN            NaN  0.320656E-003            NaN
  1189.15        500.000        71.1906        2.49075                 NaN            NaN   2.34390       0.783034       0.832150        11.1182                 NaN            NaN   11.2414                 NaN
  1188.02        500.000        99.9999       0.142595E-005            NaN            NaN  0.109256E-004  0.205094E-004            NaN  0.516722E-004            NaN            NaN  0.444731E-004            NaN
  1186.88        500.000        99.9999       0.104468E-004            NaN            NaN  0.836074E-005            NaN            NaN  0.309886E-004            NaN            NaN  0.463881E-004            NaN
  1185.75        500.000        99.9998       0.123778E-004  0.171904E-005            NaN  0.142402E-004            NaN  0.422616E-005  0.101727E-003            NaN  0.251818E-005  0.850223E-004            NaN
  1184.62        500.000        48.8364        3.67967                 NaN            NaN   3.86486        1.10044        1.44049        20.8140                 NaN            NaN   20.2641                 NaN
  1183.49        500.000                 NaN   6.57027                 NaN            NaN   7.32404        2.01510        2.77526        41.3608                 NaN            NaN   39.9545                 NaN
  1182.35        500.000                 NaN   6.57775                 NaN            NaN   7.32779        2.01303        2.77216        41.3564                 NaN            NaN   39.9529                 NaN
  1181.22        500.000                 NaN   6.58293                 NaN            NaN   7.33238        2.06756        2.72659        41.3550                 NaN            NaN   39.9355                 NaN
  1180.09        500.000                 NaN   6.55654                 NaN            NaN   7.32769        2.02129        2.77932        41.3542                 NaN            NaN   39.9609                 NaN
  1178.96        500.000                 NaN   6.56404                 NaN            NaN   7.33556        2.10053        2.71170        41.3538                 NaN            NaN   39.9344                 NaN
  1177.82        500.000                 NaN   6.53973                 NaN            NaN   7.33142        2.05447        2.76273        41.3529                 NaN            NaN   39.9588                 NaN
  1176.69        500.000                 NaN   6.52929                 NaN            NaN   7.33506        2.07258        2.75311        41.3535                 NaN            NaN   39.9564                 NaN
  1175.56        500.000                 NaN   6.52893                 NaN            NaN   7.33686        2.09938        2.73289        41.3519                 NaN            NaN   39.9500                 NaN
  1174.43        500.000                 NaN   6.52615                 NaN            NaN   7.34201        2.16012        2.68665        41.3512                 NaN            NaN   39.9339                 NaN
  1173.29        500.000                 NaN   6.50633                 NaN            NaN   7.33924        2.11723        2.73169        41.3509                 NaN            NaN   39.9546                 NaN
  1172.16        500.000                 NaN   6.51171                 NaN            NaN   7.34292        2.14659        2.70582        41.3480                 NaN            NaN   39.9449                 NaN
  1171.03        500.000                 NaN   6.48780                 NaN            NaN   7.34330        2.15390        2.71330        41.3497                 NaN            NaN   39.9520                 NaN
  1169.89        500.000                 NaN   6.46071                 NaN            NaN   7.34859        2.23144        2.66660        41.3534                 NaN            NaN   39.9393                 NaN
  1168.76        500.000                 NaN   6.47896                 NaN            NaN   7.34825        2.19716        2.68448        41.3470                 NaN            NaN   39.9441                 NaN
  1167.63        500.000                 NaN   6.45285                 NaN            NaN   7.34979        2.22465        2.67721        41.3493                 NaN            NaN   39.9462                 NaN
  1166.50        500.000                 NaN   6.46031                 NaN            NaN   7.35210        2.22851        2.67034        41.3456                 NaN            NaN   39.9432                 NaN
  1165.36        500.000                 NaN   6.43111                 NaN            NaN   7.35243        2.24406        2.67417        41.3484                 NaN            NaN   39.9498                 NaN
  1164.23        500.000                 NaN   6.44740                 NaN            NaN   7.35608        2.25726        2.65491        41.3436                 NaN            NaN   39.9408                 NaN
  1163.10        500.000                 NaN   6.43192                 NaN            NaN   7.35732        2.27749        2.64788        41.3440                 NaN            NaN   39.9413                 NaN
  1161.97        500.000                 NaN   6.42851                 NaN            NaN   7.35924        2.28937        2.64062        41.3424                 NaN            NaN   39.9399                 NaN
  1160.83        500.000                 NaN   6.40131                 NaN            NaN   7.35838        2.27976        2.66309        41.3443                 NaN            NaN   39.9531                 NaN
  1159.70        500.000                 NaN   6.41338                 NaN            NaN   7.36331        2.32464        2.62153        41.3405                 NaN            NaN   39.9366                 NaN
  1158.57        500.000                 NaN   6.37549                 NaN            NaN   7.36314        2.28852        2.66860        41.3444                 NaN            NaN   39.9598                 NaN
  1157.44        500.000                 NaN   6.39461                 NaN            NaN   7.36715        2.36183        2.60275        41.3400                 NaN            NaN   39.9337                 NaN
  1156.30        500.000                 NaN   6.38513                 NaN            NaN   7.37073        2.39187        2.58396        41.3395                 NaN            NaN   39.9288                 NaN
  1155.17        500.000                 NaN   6.36352                 NaN            NaN   7.36913        2.38268        2.60377        41.3405                 NaN            NaN   39.9404                 NaN
  1154.04        500.000                 NaN   6.35423                 NaN            NaN   7.37088        2.41529        2.58527        41.3369                 NaN            NaN   39.9374                 NaN
  1152.91        500.000                 NaN   6.35937                 NaN            NaN   7.37274        2.39982        2.59299        41.3366                 NaN            NaN   39.9385                 NaN
  1151.77        500.000                 NaN   6.33601                 NaN            NaN   7.37444        2.41338        2.59454        41.3385                 NaN            NaN   39.9432                 NaN
  1150.64        500.000                 NaN   6.35125                 NaN            NaN   7.37725        2.43580        2.56962        41.3334                 NaN            NaN   39.9327                 NaN
  1149.51        500.000                 NaN   6.34427                 NaN            NaN   7.37865        2.44196        2.56876        41.3322                 NaN            NaN   39.9341                 NaN
  1148.37        500.000                 NaN   6.32042                 NaN            NaN   7.38055        2.47346        2.55688        41.3348                 NaN            NaN   39.9339                 NaN
  1147.24        500.000                 NaN   6.32302                 NaN            NaN   7.38188        2.47359        2.55583        41.3317                 NaN            NaN   39.9340                 NaN
  1146.11        500.000                 NaN   6.32041                 NaN            NaN   7.38504        2.49057        2.54363        41.3299                 NaN            NaN   39.9305                 NaN
  1144.98        500.000                 NaN   6.29393                 NaN            NaN   7.38447        2.49626        2.55394        41.3324                 NaN            NaN   39.9391                 NaN
  1143.84        500.000                 NaN   6.29281                 NaN            NaN   7.39181        2.54158        2.51861        41.3291                 NaN            NaN   39.9261                 NaN
  1142.71        500.000                 NaN   6.30008                 NaN            NaN   7.38955        2.53156        2.52368        41.3265                 NaN            NaN   39.9286                 NaN
  1141.58        500.000                 NaN   6.27388                 NaN            NaN   7.38992        2.54801        2.52510        41.3294                 NaN            NaN   39.9337                 NaN
  1140.45        500.000                 NaN   6.12682                 NaN            NaN   7.50103        4.87015                 NaN   41.4038                 NaN  0.809753        39.2884                 NaN
  1139.31        500.000                 NaN   6.11472                 NaN            NaN   7.50252        4.87825                 NaN   41.4029                 NaN  0.810351        39.2912                 NaN
  1138.18        500.000                 NaN   6.09885                 NaN            NaN   7.50163        4.88865                 NaN   41.4053                 NaN  0.811117        39.2945                 NaN
  1137.05        500.000                 NaN   6.04423                 NaN            NaN   7.50213        4.92532                 NaN   41.4076                 NaN  0.814196        39.3066                 NaN
  1135.92        500.000                 NaN   6.07896                 NaN            NaN   7.50788        4.90228                 NaN   41.3994                 NaN  0.811893        39.2996                 NaN
  1134.78        500.000                 NaN   6.07458                 NaN            NaN   7.50324        4.90589                 NaN   41.4039                 NaN  0.811966        39.3004                 NaN
  1133.65        500.000                 NaN   6.07740                 NaN            NaN   7.50417        4.90520                 NaN   41.4012                 NaN  0.811505        39.3005                 NaN
  1132.52        500.000                 NaN   6.06589                 NaN            NaN   7.50638        4.91236                 NaN   41.4007                 NaN  0.812251        39.3025                 NaN
  1131.39        500.000                 NaN   6.05106                 NaN            NaN   7.50485        4.92263                 NaN   41.4024                 NaN  0.812784        39.3063                 NaN
  1130.25        500.000                 NaN   6.01882                 NaN            NaN   7.50743        4.94130                 NaN   41.4087                 NaN  0.814617        39.3092                 NaN
  1129.12        500.000                 NaN   6.04621                 NaN            NaN   7.50700        4.92801                 NaN   41.3973                 NaN  0.812562        39.3089                 NaN
  1127.99        500.000                 NaN   6.02866                 NaN            NaN   7.50653        4.93868                 NaN   41.4007                 NaN  0.813540        39.3119                 NaN
  1126.85        500.000                 NaN   6.02744                 NaN            NaN   7.50749        4.94059                 NaN   41.3982                 NaN  0.813321        39.3129                 NaN
  1125.72        500.000                 NaN   6.01941                 NaN            NaN   7.51151        4.94530                 NaN   41.3960                 NaN  0.813672        39.3141                 NaN
  1124.59        500.000                 NaN   5.91587                 NaN            NaN   7.50508        5.00439                 NaN   41.4206                 NaN  0.822396        39.3317                 NaN
  1123.46        500.000                 NaN   5.94331                 NaN            NaN   7.50850        4.99149                 NaN   41.4125                 NaN  0.818633        39.3255                 NaN
  1122.32        500.000                 NaN   6.00228                 NaN            NaN   7.51028        4.95952                 NaN   41.3938                 NaN  0.814047        39.3201                 NaN
  1121.19        500.000                 NaN   5.90930                 NaN            NaN   7.50625        5.01056                 NaN   41.4174                 NaN  0.822185        39.3343                 NaN
  1120.06        500.000                 NaN   5.93184                 NaN            NaN   7.51171        5.00095                 NaN   41.4067                 NaN  0.818641        39.3301                 NaN
  1118.93        500.000                 NaN   5.96880                 NaN            NaN   7.51004        4.98459                 NaN   41.3938                 NaN  0.815127        39.3277                 NaN
  1117.79        500.000                 NaN   5.88036                 NaN            NaN   7.50914        5.03019                 NaN   41.4155                 NaN  0.823393        39.3414                 NaN
  1116.66        500.000                 NaN   5.91879                 NaN            NaN   7.51851        5.01673                 NaN   41.3893                 NaN  0.817371        39.3393                 NaN
  1115.53        500.000                 NaN   5.95698                 NaN            NaN   7.51598        4.99011                 NaN   41.3912                 NaN  0.815643        39.3301                 NaN
  1114.40        500.000                 NaN   5.86899                 NaN            NaN   7.50929        5.03809                 NaN   41.4154                 NaN  0.823994        39.3442                 NaN
  1113.26        500.000                 NaN   5.94814                 NaN            NaN   7.51427        4.99808                 NaN   41.3900                 NaN  0.815838        39.3337                 NaN
  1112.13        500.000                 NaN   5.92645                 NaN            NaN   7.51559        5.01217                 NaN   41.3911                 NaN  0.817255        39.3374                 NaN
  1111.00        500.000                 NaN   5.93429                 NaN            NaN   7.51556        5.00809                 NaN   41.3882                 NaN  0.816323        39.3375                 NaN
  1109.87        500.000                 NaN   5.91789                 NaN            NaN   7.51648        5.01946                 NaN   41.3877                 NaN  0.817015        39.3415                 NaN
  1108.73        500.000                 NaN   5.91080                 NaN            NaN   7.51713        5.02475                 NaN   41.3868                 NaN  0.817290        39.3432                 NaN
  1107.60        500.000                 NaN   5.91726                 NaN            NaN   7.51718        5.02070                 NaN   41.3860                 NaN  0.816776        39.3421                 NaN
  1106.47        500.000                 NaN   5.87506                 NaN            NaN   7.51846        5.04590                 NaN   41.3924                 NaN  0.819655        39.3485                 NaN
  1105.33        500.000                 NaN   5.90489                 NaN            NaN   7.51839        5.02972                 NaN   41.3844                 NaN  0.817169        39.3454                 NaN
  1104.20        500.000                 NaN   5.89885                 NaN            NaN   7.51909        5.03416                 NaN   41.3833                 NaN  0.817367        39.3472                 NaN
  1103.07        500.000                 NaN   5.86445                 NaN            NaN   7.52042        5.05526                 NaN   41.3881                 NaN  0.819425        39.3523                 NaN
  1101.94        500.000                 NaN   5.87840                 NaN            NaN   7.52242        5.04756                 NaN   41.3819                 NaN  0.818297        39.3514                 NaN
  1100.80        500.000                 NaN   5.88056                 NaN            NaN   7.52111        5.04758                 NaN   41.3803                 NaN  0.817969        39.3525                 NaN
  1099.67        500.000                 NaN   5.86494                 NaN            NaN   7.52377        5.05838                 NaN   41.3782                 NaN  0.818564        39.3561                 NaN
  1098.54        500.000                 NaN   5.84852                 NaN            NaN   7.52053        5.06385                 NaN   41.3884                 NaN  0.821371        39.3574                 NaN
  1097.41        500.000                 NaN   5.85757                 NaN            NaN   7.52315        5.06493                 NaN   41.3771                 NaN  0.818686        39.3586                 NaN
  1096.27        500.000                 NaN   5.83763                 NaN            NaN   7.52205        5.07207                 NaN   41.3873                 NaN  0.821101        39.3599                 NaN
  1095.14        500.000                 NaN   5.85305                 NaN            NaN   7.52580        5.06713                 NaN   41.3753                 NaN  0.818906        39.3598                 NaN
  1094.01        500.000                 NaN   5.83826                 NaN            NaN   7.52390        5.07635                 NaN   41.3789                 NaN  0.819723        39.3629                 NaN
  1092.88        500.000                 NaN   5.84311                 NaN            NaN   7.52553        5.07552                 NaN   41.3734                 NaN  0.819022        39.3634                 NaN
  1091.74        500.000                 NaN   5.82895                 NaN            NaN   7.52923        5.08400                 NaN   41.3718                 NaN  0.819644        39.3664                 NaN
  1090.61        500.000                 NaN   5.82969                 NaN            NaN   7.52794        5.08490                 NaN   41.3713                 NaN  0.819494        39.3667                 NaN
  1089.48        500.000                 NaN   5.82396                 NaN            NaN   7.52888        5.08901                 NaN   41.3700                 NaN  0.819693        39.3684                 NaN
  1088.35        500.000                 NaN   5.81617                 NaN            NaN   7.52958        5.09547                 NaN   41.3685                 NaN  0.819778        39.3705                 NaN
  1087.21        500.000                 NaN   5.81626                 NaN            NaN   7.52955        5.09546                 NaN   41.3677                 NaN  0.819870        39.3712                 NaN
  1086.08        500.000                 NaN   5.80540                 NaN            NaN   7.53081        5.10254                 NaN   41.3670                 NaN  0.820606        39.3736                 NaN
  1084.95        500.000                 NaN   5.64017                 NaN            NaN   7.55106        5.22448                 NaN   41.3350                 NaN  0.825529        39.4238                 NaN
  1083.81        500.000                 NaN   5.79562                 NaN            NaN   7.53196        5.10997                 NaN   41.3647                 NaN  0.820524        39.3772                 NaN
  1082.68        500.000                 NaN   5.79665                 NaN            NaN   7.53169        5.11036                 NaN   41.3634                 NaN  0.820367        39.3776                 NaN
  1081.55        500.000                 NaN   5.79133                 NaN            NaN   7.53230        5.11438                 NaN   41.3624                 NaN  0.820506        39.3791                 NaN
  1080.42        500.000                 NaN   5.74375                 NaN            NaN   7.53391        5.14012                 NaN   41.3703                 NaN  0.824390        39.3875                 NaN
  1079.28        500.000                 NaN   5.76475                 NaN            NaN   7.53650        5.13108                 NaN   41.3607                 NaN  0.821584        39.3853                 NaN
  1078.15        500.000                 NaN   5.77166                 NaN            NaN   7.53578        5.12774                 NaN   41.3599                 NaN  0.820991        39.3839                 NaN
  1077.02        500.000                 NaN   5.77329                 NaN            NaN   7.53526        5.12825                 NaN   41.3571                 NaN  0.820976        39.3851                 NaN
  1075.89        500.000                 NaN   5.76371                 NaN            NaN   7.53836        5.13316                 NaN   41.3564                 NaN  0.821220        39.3872                 NaN
  1074.75        500.000                 NaN   5.76439                 NaN            NaN   7.53669        5.13512                 NaN   41.3546                 NaN  0.821192        39.3880                 NaN
  1073.62        500.000                 NaN   5.73963                 NaN            NaN   7.54721        5.15469                 NaN   41.3404                 NaN  0.820136        39.3980                 NaN
  1072.49        500.000                 NaN   5.75554                 NaN            NaN   7.53812        5.14196                 NaN   41.3520                 NaN  0.821407        39.3909                 NaN
  1071.36        500.000                 NaN   5.73167                 NaN            NaN   7.54862        5.16104                 NaN   41.3380                 NaN  0.820125        39.4005                 NaN
  1070.22        500.000                 NaN   5.74619                 NaN            NaN   7.53927        5.14908                 NaN   41.3502                 NaN  0.821621        39.3936                 NaN
  1069.09        500.000                 NaN   5.73443                 NaN            NaN   7.53548        5.15502                 NaN   41.3593                 NaN  0.822547        39.3932                 NaN
  1067.96        500.000                 NaN   5.73778                 NaN            NaN   7.54075        5.15571                 NaN   41.3474                 NaN  0.821806        39.3965                 NaN
  1066.83        500.000                 NaN   5.72990                 NaN            NaN   7.54048        5.16054                 NaN   41.3483                 NaN  0.822718        39.3981                 NaN
  1065.69        500.000                 NaN   5.72936                 NaN            NaN   7.54216        5.16223                 NaN   41.3449                 NaN  0.822002        39.3993                 NaN
  1064.56        500.000                 NaN   5.71648                 NaN            NaN   7.54385        5.16865                 NaN   41.3480                 NaN  0.822122        39.4009                 NaN
  1063.43        500.000                 NaN   5.72125                 NaN            NaN   7.54365        5.16862                 NaN   41.3422                 NaN  0.822178        39.4021                 NaN
  1062.29        500.000                 NaN   5.71167                 NaN            NaN   7.54470        5.17381                 NaN   41.3440                 NaN  0.822458        39.4033                 NaN
  1061.16        500.000                 NaN   5.68146                 NaN            NaN   7.54850        5.19671                 NaN   41.3362                 NaN  0.823622        39.4135                 NaN
  1060.03        500.000                 NaN   5.70597                 NaN            NaN   7.54648        5.17947                 NaN   41.3385                 NaN  0.822826        39.4068                 NaN
  1058.90        500.000                 NaN   5.70312                 NaN            NaN   7.54651        5.18214                 NaN   41.3378                 NaN  0.822688        39.4077                 NaN
  1057.76        500.000                 NaN   5.66348                 NaN            NaN   7.54786        5.20955                 NaN   41.3368                 NaN  0.824399        39.4179                 NaN
  1056.63        500.000                 NaN   5.69788                 NaN            NaN   7.54832        5.18706                 NaN   41.3339                 NaN  0.822580        39.4103                 NaN
  1055.50        500.000                 NaN   5.66595                 NaN            NaN   7.55111        5.21028                 NaN   41.3292                 NaN  0.823667        39.4198                 NaN
  1054.37        500.000                 NaN   5.69231                 NaN            NaN   7.55077        5.19181                 NaN   41.3299                 NaN  0.822468        39.4128                 NaN
  1053.23        500.000                 NaN   5.63324                 NaN            NaN   7.55283        5.23027                 NaN   41.3314                 NaN  0.825620        39.4266                 NaN
  1052.10        500.000                 NaN   5.65901                 NaN            NaN   7.55158        5.21341                 NaN   41.3312                 NaN  0.824291        39.4205                 NaN
  1050.97        500.000                 NaN   5.64965                 NaN            NaN   7.55225        5.21911                 NaN   41.3318                 NaN  0.824648        39.4225                 NaN
  1049.84        500.000                 NaN   5.66041                 NaN            NaN   7.55309        5.21474                 NaN  0.874287E-001   41.2388       0.823889        39.4217                 NaN
  1048.70        500.000                 NaN   5.64686                 NaN            NaN   7.55488        5.22175                 NaN   41.3262                 NaN  0.824893        39.4254                 NaN
  1047.57        500.000                 NaN   5.66822                 NaN            NaN   7.55357        5.20975                 NaN   41.3254                 NaN  0.823069        39.4200                 NaN
  1046.44        500.000                 NaN   5.64735                 NaN            NaN   7.55602        5.22185                 NaN   41.3255                 NaN  0.824248        39.4251                 NaN
  1045.31        500.000                 NaN   5.65152                 NaN            NaN   7.55482        5.22030                 NaN   41.3247                 NaN  0.824228        39.4244                 NaN
  1044.17        500.000                 NaN   5.63020                 NaN            NaN   7.55385        5.23296                 NaN   41.3293                 NaN  0.825637        39.4280                 NaN
  1043.04        500.000                 NaN   5.64986                 NaN            NaN   7.55589        5.22197                 NaN   41.3228                 NaN  0.824084        39.4254                 NaN
  1041.91        500.000                 NaN   5.63020                 NaN            NaN   7.55385        5.23296                 NaN   41.3293                 NaN  0.825637        39.4280                 NaN
  1040.77        500.000                 NaN   5.64535                 NaN            NaN   7.55651        5.22639                 NaN   41.3198                 NaN  0.824294        39.4276                 NaN
  1039.64        500.000                 NaN   5.63798                 NaN            NaN   7.55490        5.23072                 NaN   41.3262                 NaN  0.823610        39.4266                 NaN
  1038.51        500.000                 NaN   5.64332                 NaN            NaN   7.56088        5.23186                 NaN   41.3086                 NaN  0.823615        39.4318                 NaN
  1037.38        500.000                 NaN   5.64424                 NaN            NaN   7.55920        5.22761                 NaN   41.3171                 NaN  0.823451        39.4284                 NaN
  1036.24        500.000                 NaN   5.63356                 NaN            NaN   7.56276        5.23862                 NaN   41.3070                 NaN  0.823465        39.4346                 NaN
  1035.11        500.000                 NaN   5.63020                 NaN            NaN   7.55385        5.23296                 NaN   41.3293                 NaN  0.825637        39.4280                 NaN
  1033.98        500.000                 NaN   5.62875                 NaN            NaN   7.56478        5.24390                 NaN   41.3009                 NaN  0.823880        39.4378                 NaN
  1032.85        500.000                 NaN   5.63020                 NaN            NaN   7.55385        5.23296                 NaN   41.3293                 NaN  0.825637        39.4280                 NaN
  1031.71        500.000                 NaN   5.62099                 NaN            NaN   7.56546        5.24919                 NaN   41.3004                 NaN  0.824151        39.4399                 NaN
  1030.58        500.000                 NaN   5.64768                 NaN            NaN   7.56236        5.23280                 NaN   41.3007                 NaN  0.822730        39.4338                 NaN
  1029.45        500.000                 NaN   5.61673                 NaN            NaN   7.56799        5.25404                 NaN   41.2945                 NaN  0.823984        39.4428                 NaN
  1028.32        500.000                 NaN   5.64658                 NaN            NaN   7.56724        5.23766                 NaN   41.2888                 NaN  0.821766        39.4379                 NaN
  1027.18        500.000                 NaN   5.61095                 NaN            NaN   7.56987        5.25910                 NaN   41.2906                 NaN  0.824040        39.4454                 NaN
  1026.05        500.000                 NaN   5.64010                 NaN            NaN   7.56989        5.24257                 NaN   41.2852                 NaN  0.821676        39.4406                 NaN
  1024.92        500.000                 NaN   5.60531                 NaN            NaN   7.57170        5.26403                 NaN   41.2868                 NaN  0.824085        39.4481                 NaN
  1023.79        500.000                 NaN   5.61727                 NaN            NaN   7.57566        5.25800                 NaN   41.2774                 NaN  0.823197        39.4484                 NaN
  1022.65        500.000                 NaN   5.59965                 NaN            NaN   7.57351        5.26898                 NaN   41.2830                 NaN  0.824136        39.4507                 NaN
  1021.52        500.000                 NaN   5.64981                 NaN            NaN   7.56872        5.23335                 NaN   41.2895                 NaN  0.821831        39.4368                 NaN
  1020.39        500.000                 NaN   5.59417                 NaN            NaN   7.57540        5.27381                 NaN   41.2791                 NaN  0.824182        39.4533                 NaN
  1019.25        500.000                 NaN   5.63486                 NaN            NaN   7.58744        5.25590                 NaN   41.2499                 NaN  0.818785        39.4532                 NaN
  1018.12        500.000                 NaN   5.58883                 NaN            NaN   7.57731        5.27857                 NaN   41.2751                 NaN  0.824214        39.4559                 NaN
  1016.99        500.000                 NaN   5.62659                 NaN            NaN   7.55534        5.23632                 NaN   41.3262                 NaN  0.825633        39.4300                 NaN
  1015.86        500.000                 NaN   5.58359                 NaN            NaN   7.57923        5.28328                 NaN   41.2711                 NaN  0.824243        39.4586                 NaN
  1014.72        500.000                 NaN   5.62659                 NaN            NaN   7.55534        5.23632                 NaN   41.3262                 NaN  0.825633        39.4300                 NaN
  1013.59        500.000                 NaN   5.57821                 NaN            NaN   7.58064        5.28783                 NaN   41.2683                 NaN  0.824273        39.4607                 NaN
  1012.46        500.000                 NaN   5.62659                 NaN            NaN   7.55534        5.23632                 NaN   41.3262                 NaN  0.825633        39.4300                 NaN
  1011.33        500.000                 NaN   5.56823                 NaN            NaN   7.58096        5.29356                 NaN   41.2696                 NaN  0.824804        39.4628                 NaN
  1010.19        500.000                 NaN   5.57392                 NaN            NaN   7.58436        5.29089                 NaN   41.2628                 NaN  0.824439        39.4636                 NaN
  1009.06        500.000                 NaN   5.56633                 NaN            NaN   7.58500        5.29799                 NaN   41.2595                 NaN  0.824522        39.4667                 NaN
  1007.93        500.000                 NaN   5.62659                 NaN            NaN   7.55534        5.23632                 NaN   41.3262                 NaN  0.825633        39.4300                 NaN
  1006.80        500.000                 NaN   5.56446                 NaN            NaN   7.58702        5.30115                 NaN   41.2544                 NaN  0.824207        39.4687                 NaN
  1005.66        500.000                 NaN   5.53867                 NaN            NaN   7.58613        5.31597                 NaN   41.2605                 NaN  0.825842        39.4729                 NaN
  1004.53        500.000                 NaN   5.55930                 NaN            NaN   7.58923        5.30576                 NaN   41.2498                 NaN  0.824276        39.4716                 NaN
  1003.40        500.000                 NaN   5.62659                 NaN            NaN   7.55534        5.23632                 NaN   41.3262                 NaN  0.825633        39.4300                 NaN
  1002.27        500.000                 NaN   5.54916                 NaN            NaN   7.58968        5.31271                 NaN   41.2500                 NaN  0.824636        39.4738                 NaN
  1001.13        500.000                 NaN   5.50039                 NaN            NaN   7.58496        5.33575                 NaN   41.2722                 NaN  0.828755        39.4780                 NaN
  1000.00        500.000                 NaN   5.52866                 NaN            NaN   7.58950        5.32376                 NaN   41.2545                 NaN  0.826161        39.4774                 NaN
