|6.6.6
Archiving\03_Data\eqfrac/QFM_m4.75/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Sp(TH)         Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        iron           an             San(TH)        ilm            q             
  1036.05        2500.00                 NaN            NaN            NaN            NaN   9.64071        5.50528       0.528152E-004  0.151037E-003            NaN   8.60959        43.1956       0.972300        32.0763     
  1034.55        2500.00                 NaN            NaN            NaN            NaN   9.64112        5.50858       0.516380E-004  0.146720E-003            NaN   8.61281        43.1894       0.970896        32.0770     
  1033.05        2500.00                 NaN            NaN            NaN            NaN   9.64291        5.51073       0.503824E-004            NaN            NaN   8.61596        43.1831       0.969501        32.0778     
  1031.55        2500.00                 NaN            NaN            NaN            NaN   9.64708        5.51038                 NaN            NaN            NaN   8.61918        43.1768       0.968079        32.0785     
  1030.04        2500.00                 NaN            NaN            NaN            NaN   9.64788        5.51331                 NaN            NaN            NaN   8.62233        43.1706       0.966663        32.0792     
  1028.54        2500.00                 NaN            NaN            NaN            NaN   9.64316        5.52185                 NaN            NaN            NaN   8.62546        43.1643       0.965292        32.0800     
  1027.04        2500.00                 NaN            NaN            NaN            NaN   9.64263        5.52622                 NaN            NaN            NaN   8.62861        43.1579       0.963879        32.0807     
  1025.54        2500.00                 NaN            NaN            NaN            NaN   9.63936        5.53329                 NaN            NaN            NaN   8.63170        43.1518       0.962433        32.0814     
  1024.03        2500.00                 NaN            NaN            NaN            NaN   9.64160        5.53490                 NaN            NaN            NaN   8.63484        43.1455       0.961008        32.0822     
  1022.53        2500.00                 NaN            NaN            NaN            NaN   9.64420        5.53614                 NaN            NaN            NaN   8.63801        43.1392       0.959587        32.0829     
  1021.03        2500.00                 NaN            NaN            NaN            NaN   9.64296        5.54126                 NaN            NaN            NaN   8.64112        43.1328       0.958173        32.0837     
  1019.53        2500.00                 NaN            NaN            NaN            NaN   9.64362        5.54433                 NaN            NaN            NaN   8.64440        43.1264       0.956833        32.0844     
  1018.03        2500.00                 NaN            NaN            NaN            NaN   9.65107        5.54078                 NaN            NaN            NaN   8.64770        43.1199       0.955354        32.0852     
  1016.52        2500.00                 NaN            NaN            NaN            NaN   9.64973        5.54599                 NaN            NaN            NaN   8.65084        43.1136       0.953940        32.0859     
  1015.02        2500.00                 NaN            NaN            NaN            NaN   9.64178        5.55785                 NaN            NaN            NaN   8.65390        43.1072       0.952553        32.0867     
  1013.52        2500.00                 NaN            NaN            NaN            NaN   9.64712        5.55643                 NaN            NaN            NaN   8.65715        43.1008       0.951089        32.0875     
  1012.02        2500.00                 NaN            NaN            NaN            NaN   9.64751        5.55994                 NaN            NaN            NaN   8.66032        43.0944       0.949657        32.0882     
  1010.52        2500.00                 NaN            NaN            NaN            NaN   9.64933        5.56201                 NaN            NaN            NaN   8.66297        43.0884       0.948284        32.0890     
  1009.01        2500.00                 NaN            NaN            NaN            NaN   9.65147        5.56390                 NaN            NaN            NaN   8.66684        43.0813       0.946744        32.0898     
  1007.51        2500.00                 NaN            NaN            NaN            NaN   9.65042        5.56888                 NaN            NaN            NaN   8.66990        43.0749       0.945312        32.0905     
  1006.01        2500.00                 NaN            NaN            NaN            NaN   9.64918        5.57407                 NaN            NaN            NaN   8.67304        43.0685       0.943880        32.0913     
  1004.51        2500.00                 NaN            NaN            NaN            NaN   9.64849        5.57867                 NaN            NaN            NaN   8.67618        43.0621       0.942462        32.0921     
  1003.00        2500.00                 NaN            NaN            NaN            NaN   9.64696        5.58421                 NaN            NaN            NaN   8.67935        43.0556       0.941008        32.0929     
  1001.50        2500.00                 NaN            NaN            NaN            NaN   9.64568        5.58947                 NaN            NaN            NaN   8.68251        43.0491       0.939561        32.0937     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   9.64443        5.59473                 NaN            NaN            NaN   8.68567        43.0426       0.938111        32.0945     
