|6.6.6
Archiving\03_Data\eqfrac/QFM_m5/LAR/LAR_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         Sp(TH)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Opx(TH)        iron           an             San(TH)        O(HP)          O(HP)          ilm            ne             lc            
  1255.97        2500.00                 NaN   90.5745        1.41108       0.702119E-002            NaN            NaN            NaN  0.811191        5.12595       0.171962       0.775473E-001  0.197590        1.62311                 NaN
  1254.84        2500.00                 NaN   95.9785       0.674563                 NaN            NaN            NaN  0.325499E-001  0.348090        2.07488                 NaN            NaN  0.434386E-001  0.692668       0.155265     
  1253.71        2500.00                 NaN            NaN   5.70189        12.0815                 NaN   2.54506                 NaN   7.31364        48.3199                 NaN            NaN   1.36531        16.8648        5.80781     
  1252.58        2500.00                 NaN            NaN   5.70199        12.0818                 NaN   2.54508                 NaN   7.31387        48.3460                 NaN            NaN   1.36533        16.8764        5.76948     
  1251.44        2500.00                 NaN            NaN   5.70208        12.0820                 NaN   2.54511                 NaN   7.31411        48.3723                 NaN            NaN   1.36535        16.8881        5.73097     
  1250.31        2500.00                 NaN            NaN   5.70217        12.0822                 NaN   2.54513                 NaN   7.31434        48.3986                 NaN            NaN   1.36538        16.8998        5.69229     
  1249.18        2500.00                 NaN            NaN   5.70226        12.0825                 NaN   2.54516                 NaN   7.31458        48.4251                 NaN            NaN   1.36540        16.9116        5.65342     
  1248.05        2500.00                 NaN            NaN   5.70236        12.0827                 NaN   2.54518                 NaN   7.31481        48.4517                 NaN            NaN   1.36543        16.9235        5.61437     
  1246.91        2500.00                 NaN            NaN   6.01443        11.9192                 NaN   2.34153                 NaN   7.48950        48.3282                 NaN            NaN   1.38803        16.9559        5.56318     
  1245.78        2500.00                 NaN            NaN   5.95120        12.0335                 NaN   2.25651                 NaN   7.55141        48.3083                 NaN            NaN   1.40009        16.9789        5.52013     
  1244.65        2500.00                 NaN            NaN   5.95130        12.0337                 NaN   2.25653                 NaN   7.55165        48.3352                 NaN            NaN   1.40012        16.9909        5.48054     
  1243.52        2500.00                 NaN            NaN   5.95139        12.0340                 NaN   2.25655                 NaN   7.55190        48.3623                 NaN            NaN   1.40014        17.0030        5.44075     
  1242.38        2500.00                 NaN            NaN   5.95149        12.0342                 NaN   2.25658                 NaN   7.55214        48.3895                 NaN            NaN   1.40017        17.0151        5.40078     
  1241.25        2500.00                 NaN            NaN   5.95159        12.0344                 NaN   2.25660                 NaN   7.55238        48.4169                 NaN            NaN   1.40019        17.0273        5.36062     
  1240.12        2500.00                 NaN            NaN   6.16365        11.9023                 NaN   2.14120                 NaN   7.64134        48.3703                 NaN            NaN   1.41436        17.0515        5.31539     
  1238.99        2500.00                 NaN            NaN   6.15079        11.9457                 NaN   2.09260                 NaN   7.67418        48.3725                 NaN            NaN   1.42112        17.0699        5.27329     
  1237.85        2500.00                 NaN            NaN   6.15089        11.9459                 NaN   2.09262                 NaN   7.67443        48.4001                 NaN            NaN   1.42114        17.0823        5.23263     
  1236.72        2500.00                 NaN            NaN   6.15099        11.9461                 NaN   2.09264                 NaN   7.67468        48.4280                 NaN            NaN   1.42117        17.0947        5.19170     
  1235.59        2500.00                 NaN            NaN   6.15109        11.9463                 NaN   2.09266                 NaN   7.67493        48.4560                 NaN            NaN   1.42119        17.1073        5.15049     
  1234.45        2500.00                 NaN            NaN   11.9530        6.23343                 NaN   1.96268                 NaN   7.74354        48.4292                 NaN            NaN   1.43741        17.1311        5.10962     
  1233.32        2500.00                 NaN            NaN   11.9533        6.23354                 NaN   1.96270                 NaN   7.74379        48.4574                 NaN            NaN   1.43743        17.1438        5.06807     
  1232.19        2500.00                 NaN            NaN   11.9535        6.23364                 NaN   1.96272                 NaN   7.74405        48.4859                 NaN            NaN   1.43746        17.1565        5.02631     
  1231.06        2500.00                 NaN            NaN   11.9537        6.23375                 NaN   1.96273                 NaN   7.74430        48.5144                 NaN            NaN   1.43748        17.1693        4.98436     
  1229.92        2500.00                 NaN            NaN   11.9909        6.22425                 NaN   1.91867                 NaN   7.77619        48.5187                 NaN            NaN   1.44362        17.1875        4.94011     
  1228.79        2500.00                 NaN            NaN   11.9911        6.22457                 NaN   1.91856                 NaN   7.77653        48.5474                 NaN            NaN   1.44366        17.2005        4.89776     
  1227.66        2500.00                 NaN            NaN   11.9915        6.22432                 NaN   1.91880                 NaN   7.77666        48.5765                 NaN            NaN   1.44366        17.2134        4.85513     
  1226.53        2500.00                 NaN            NaN   11.6325        6.84810                 NaN   1.55268                 NaN   8.03710        48.3853                 NaN            NaN   1.48746        17.2589        4.79797     
  1225.39        2500.00                 NaN            NaN   12.0114        6.18262                 NaN   1.94644                 NaN   7.76837        48.6428                 NaN            NaN   1.44098        17.2384        4.76905     
  1224.26        2500.00                 NaN            NaN   11.5927        6.94860                 NaN   1.46434                 NaN   8.10241        48.3906                 NaN            NaN   1.49864        17.2944        4.70831     
  1223.13        2500.00                 NaN            NaN   6.99752        11.5739                 NaN   1.42050                 NaN   8.13504        48.3935                 NaN            NaN   1.50419        17.3122        4.66318     
  1222.00        2500.00                 NaN            NaN   11.5555        7.04610                 NaN   1.37668                 NaN   8.16769        48.3964                 NaN            NaN   1.50973        17.3300        4.61786     
  1220.86        2500.00                 NaN            NaN   7.09436        11.5374                 NaN   1.33287                 NaN   8.20035        48.3995                 NaN            NaN   1.51527        17.3480        4.57233     
  1219.73        2500.00                 NaN            NaN   11.5197        7.14229                 NaN   1.28907                 NaN   8.23303        48.4026                 NaN            NaN   1.52080        17.3659        4.52660     
  1218.60        2500.00                 NaN            NaN   7.18990        11.5023                 NaN   1.24529                 NaN   8.26572        48.4059                 NaN            NaN   1.52632        17.3840        4.48061     
  1217.47        2500.00                 NaN            NaN   11.4852        7.23722                 NaN   1.20152                 NaN   8.29844        48.4094                 NaN            NaN   1.53184        17.4021        4.43427     
  1216.33        2500.00                 NaN            NaN   7.28421        11.4684                 NaN   1.15777                 NaN   8.33116        48.4130                 NaN            NaN   1.53735        17.4203        4.38774     
  1215.20        2500.00                 NaN            NaN   11.4520        7.33093                 NaN   1.11402                 NaN   8.36391        48.4167                 NaN            NaN   1.54286        17.4386        4.34100     
  1214.07        2500.00                 NaN            NaN   7.37731        11.4358                 NaN   1.07032                 NaN   8.39665        48.4206                 NaN            NaN   1.54836        17.4569        4.29405     
  1212.93        2500.00                 NaN            NaN   11.4200        7.42350                 NaN   1.02657                 NaN   8.42945        48.4245                 NaN            NaN   1.55385        17.4753        4.24690     
  1211.80        2500.00                 NaN            NaN   7.46932        11.4044                 NaN  0.982883                 NaN   8.46223        48.4285                 NaN            NaN   1.55934        17.4938        4.19953     
  1210.67        2500.00                 NaN            NaN   11.3892        7.51490                 NaN  0.939198                 NaN   8.49504        48.4327                 NaN            NaN   1.56481        17.5123        4.15195     
  1209.54        2500.00                 NaN            NaN   11.3652        7.57206                 NaN  0.891378                 NaN   8.52899        48.4362                 NaN            NaN   1.57090        17.5311        4.10416     
  1208.40        2500.00                 NaN            NaN   11.3422        7.62718                 NaN  0.845004                 NaN   8.56232        48.4405                 NaN            NaN   1.57680        17.5500        4.05599     
  1207.27        2500.00                 NaN            NaN   11.3197        7.68189                 NaN  0.798579                 NaN   8.59570        48.4449                 NaN            NaN   1.58269        17.5689        4.00759     
  1206.14        2500.00                 NaN            NaN   11.2974        7.73635                 NaN  0.752178                 NaN   8.62909        48.4494                 NaN            NaN   1.58859        17.5879        3.95898     
  1205.01        2500.00                 NaN            NaN   11.2757        7.79041                 NaN  0.705762                 NaN   8.66251        48.4541                 NaN            NaN   1.59447        17.6070        3.91014     
  1203.87        2500.00                 NaN            NaN   11.2543        7.84408                 NaN  0.659323                 NaN   8.69607        48.4587                 NaN            NaN   1.60035        17.6261        3.86114     
  1202.74        2500.00                 NaN            NaN   7.89698        11.2337                 NaN  0.613007                 NaN   8.72949        48.4635                 NaN            NaN   1.60621        17.6453        3.81187     
  1201.61        2500.00                 NaN            NaN   11.2134        7.94935                 NaN  0.566961                 NaN   8.76274        48.4687                 NaN            NaN   1.61203        17.6645        3.76231     
  1200.48        2500.00                 NaN            NaN   11.1901        8.00587                 NaN  0.519501                 NaN   8.79683        48.4732                 NaN            NaN   1.61803        17.6839        3.71255     
  1199.34        2500.00                 NaN            NaN   11.1656        8.06407                 NaN  0.470959                 NaN   8.83075        48.4785                 NaN            NaN   1.62423        17.7036        3.66232     
  1198.21        2500.00                 NaN            NaN   11.1430        8.12016                 NaN  0.423373                 NaN   8.86481        48.4834                 NaN            NaN   1.63021        17.7231        3.61197     
  1197.08        2500.00                 NaN            NaN   11.4335        7.85217                 NaN  0.429856                 NaN   8.90609        48.4658                 NaN            NaN   1.62157        17.7340        3.55702     
  1195.95        2500.00                 NaN            NaN   8.17637        11.1488                 NaN  0.339410                 NaN   8.93214        48.4924                 NaN            NaN   1.63981        17.7611        3.51000     
  1194.81        2500.00                 NaN            NaN   11.1605        8.19448                 NaN  0.300106                 NaN   8.96564        48.4967                 NaN            NaN   1.64408        17.7799        3.45856     
  1193.68        2500.00                 NaN            NaN   8.21283        11.1721                 NaN  0.260674                 NaN   8.99923        48.5012                 NaN            NaN   1.64833        17.7988        3.40683     
  1192.55        2500.00                 NaN            NaN   8.23127        11.1837                 NaN  0.221277                 NaN   9.03283        48.5057                 NaN            NaN   1.65257        17.8177        3.35489     
  1191.41        2500.00                 NaN            NaN   8.24983        11.1952                 NaN  0.181877                 NaN   9.06647        48.5104                 NaN            NaN   1.65680        17.8368        3.30265     
  1190.28        2500.00                 NaN            NaN   8.07081        11.4038                 NaN  0.172082                 NaN   9.10866        48.4961                 NaN            NaN   1.65165        17.8501        3.24683     
  1189.15        2500.00                 NaN            NaN   11.2108        8.29712                 NaN  0.992355E-001            NaN   9.13500        48.5195                 NaN            NaN   1.66580        17.8754        3.19714     
  1188.02        2500.00                 NaN            NaN   7.96746        11.3127                 NaN  0.677892                 NaN   9.22499        48.4248                 NaN            NaN   1.53663        17.8727        2.98282     
  1186.88        2500.00                 NaN            NaN   7.96760        11.3130                 NaN  0.677900                 NaN   9.22530        48.4591                 NaN            NaN   1.53666        17.8883        2.93217     
  1185.75        2500.00                 NaN            NaN   7.99373        11.3024                 NaN  0.656434                 NaN   9.23480        48.4857                 NaN            NaN   1.53930        17.9053        2.88236     
  1184.62        2500.00                 NaN            NaN   7.99387        11.3026                 NaN  0.656442                 NaN   9.23511        48.5203                 NaN            NaN   1.53933        17.9211        2.83121     
  1183.49        2500.00                 NaN            NaN   7.99402        11.3029                 NaN  0.656450                 NaN   9.23542        48.5552                 NaN            NaN   1.53936        17.9369        2.77981     
  1182.35        2500.00                 NaN            NaN   7.99416        11.3031                 NaN  0.656457                 NaN   9.23573        48.5903                 NaN            NaN   1.53938        17.9528        2.72810     
  1181.22        2500.00                 NaN            NaN   8.25557        11.3364                 NaN            NaN            NaN   9.28473        48.6334                 NaN            NaN   1.67285        18.0020        2.81497     
  1180.09        2500.00                 NaN            NaN   7.99440       0.502901E-004   11.3036       0.656474                 NaN   9.23635        48.6612                 NaN            NaN   1.53944        17.9849        2.62348     
  1178.96        2500.00                 NaN            NaN   8.21378        11.3822                 NaN            NaN            NaN   9.31414        48.6791                 NaN            NaN   1.67115        18.0374        2.70219     
  1177.82        2500.00                 NaN            NaN   8.19318        11.4049                 NaN            NaN            NaN   9.32887        48.7022                 NaN            NaN   1.67029        18.0552        2.64540     
  1176.69        2500.00                 NaN            NaN   8.17275        11.4275                 NaN            NaN            NaN   9.34361        48.7253                 NaN            NaN   1.66942        18.0730        2.58833     
  1175.56        2500.00                 NaN            NaN   8.15813        11.4440                 NaN            NaN            NaN   9.35756        48.7496                 NaN            NaN   1.66864        18.0910        2.53098     
  1174.43        2500.00                 NaN            NaN   8.15135        11.4524                 NaN            NaN            NaN   9.37038        48.7754                 NaN            NaN   1.66799        18.1092        2.47335     
  1173.29        2500.00                 NaN            NaN   8.14403        11.4613                 NaN            NaN            NaN   9.38329        48.8012                 NaN            NaN   1.66732        18.1274        2.41540     
  1172.16        2500.00                 NaN            NaN   8.13029        11.4776                 NaN            NaN            NaN   9.39721        48.8260                 NaN            NaN   1.66642        18.1457        2.35682     
  1171.03        2500.00                 NaN            NaN   8.11664        11.4938                 NaN            NaN            NaN   9.41113        48.8510                 NaN            NaN   1.66551        18.1640        2.29796     
  1169.89        2500.00                 NaN            NaN   8.10306        11.5099                 NaN            NaN            NaN   9.42508        48.8761                 NaN            NaN   1.66459        18.1824        2.23882     
  1168.76        2500.00                 NaN            NaN   8.09207        11.5236                 NaN            NaN            NaN   9.43905        48.9014                 NaN            NaN   1.66366        18.2008        2.17940     
  1167.63        2500.00                 NaN            NaN   8.03154        11.6016                 NaN            NaN            NaN   9.46162        48.9128                 NaN            NaN   1.66171        18.2153        2.11548     
  1166.50        2500.00                 NaN            NaN   8.04751        11.5746                 NaN            NaN            NaN   9.46689        48.9515                 NaN            NaN   1.66212        18.2368        2.06053     
  1165.36        2500.00                 NaN            NaN   7.92860        11.7265                 NaN            NaN            NaN   9.50069        48.9470                 NaN            NaN   1.65809        18.2481        1.99097     
  1164.23        2500.00                 NaN            NaN   7.47493        12.1989                 NaN  0.100537                 NaN   9.81673        48.6929                 NaN            NaN   1.61734        18.2911        1.80752     
  1163.10        2500.00                 NaN            NaN   7.47508        12.1992                 NaN  0.100539                 NaN   9.81707        48.7313                 NaN            NaN   1.61737        18.3085        1.75094     
  1161.97        2500.00                 NaN            NaN   7.47522        12.1995                 NaN  0.100540                 NaN   9.81741        48.7698                 NaN            NaN   1.61741        18.3261        1.69409     
  1160.83        2500.00                 NaN            NaN   7.47536        12.1998                 NaN  0.100541                 NaN   9.81775        48.8085                 NaN            NaN   1.61744        18.3437        1.63695     
  1159.70        2500.00                 NaN            NaN   7.47887        12.1990                 NaN  0.973754E-001            NaN   9.81947        48.8461                 NaN            NaN   1.61785        18.3617        1.57968     
  1158.57        2500.00                 NaN            NaN   7.47902        12.1992                 NaN  0.973767E-001            NaN   9.81981        48.8852                 NaN            NaN   1.61788        18.3795        1.52197     
  1157.44        2500.00                 NaN            NaN   7.47916        12.1995                 NaN  0.973780E-001            NaN   9.82016        48.9245                 NaN            NaN   1.61791        18.3974        1.46397     
  1156.30        2500.00                 NaN            NaN   7.47931        12.1998                 NaN  0.973792E-001            NaN   9.82050        48.9639                 NaN            NaN   1.61795        18.4154        1.40569     
  1155.17        2500.00                 NaN            NaN   7.56246        12.2006                 NaN            NaN            NaN   9.91033        48.9217                 NaN            NaN   1.62621        18.4413        1.33743     
  1154.04        2500.00                 NaN            NaN   7.56261        12.2009                 NaN            NaN            NaN   9.91068        48.9615                 NaN            NaN   1.62624        18.4594        1.27866     
  1152.91        2500.00                 NaN            NaN   7.56276        12.2012                 NaN            NaN            NaN   9.91103        49.0014                 NaN            NaN   1.62628        18.4777        1.21960     
  1151.77        2500.00                 NaN            NaN   7.56291        12.2015                 NaN            NaN            NaN   9.91138        49.0423                 NaN            NaN   1.62631        18.4964        1.15923     
  1150.64        2500.00                 NaN            NaN   7.56306        12.2018                 NaN            NaN            NaN   9.91173        49.0829                 NaN            NaN   1.62635        18.5149        1.09926     
  1149.51        2500.00                 NaN            NaN   7.56320        12.2021                 NaN            NaN            NaN   9.91208        49.1229                 NaN            NaN   1.62638        18.5332        1.04011     
  1148.37        2500.00                 NaN            NaN   7.56335        12.2024                 NaN            NaN            NaN   9.91244        49.1642                 NaN            NaN   1.62641        18.5521       0.979159     
  1147.24        2500.00                 NaN            NaN   7.56351        12.2027                 NaN            NaN            NaN   9.91279        49.2056                 NaN            NaN   1.62645        18.5710       0.917912     
  1146.11        2500.00                 NaN            NaN   7.56366        12.2030                 NaN            NaN            NaN   9.91315        49.2473                 NaN            NaN   1.62648        18.5901       0.856364     
  1144.98        2500.00                 NaN            NaN   7.56381        12.2033                 NaN            NaN            NaN   9.91350        49.2891                 NaN            NaN   1.62652        18.6092       0.794513     
  1143.84        2500.00                 NaN            NaN   7.56397        12.2036                 NaN            NaN            NaN   9.91386        49.3312                 NaN            NaN   1.62655        18.6285       0.732358     
  1142.71        2500.00                 NaN            NaN   7.56412        12.2039                 NaN            NaN            NaN   9.91422        49.3734                 NaN            NaN   1.62659        18.6478       0.669898     
  1141.58        2500.00                 NaN            NaN   7.56428        12.2042                 NaN            NaN            NaN   9.91458        49.4159                 NaN            NaN   1.62662        18.6673       0.607131     
  1140.45        2500.00                 NaN            NaN   7.56443        12.2045                 NaN            NaN            NaN   9.91494        49.4586                 NaN            NaN   1.62666        18.6868       0.544057     
  1139.31        2500.00                 NaN            NaN   7.56459        12.2048                 NaN            NaN            NaN   9.91530        49.5015                 NaN            NaN   1.62670        18.7065       0.480673     
  1138.18        2500.00                 NaN            NaN   7.56154        12.2106                 NaN            NaN            NaN   9.92419        49.5365                 NaN            NaN   1.62595        18.7269       0.414349     
  1137.05        2500.00                 NaN            NaN   7.56170        12.2109                 NaN            NaN            NaN   9.92455        49.5798                 NaN            NaN   1.62599        18.7467       0.350354     
  1135.92        2500.00                 NaN            NaN   7.56186        12.2112                 NaN            NaN            NaN   9.92492        49.6235                 NaN            NaN   1.62602        18.7668       0.285705     
  1134.78        2500.00                 NaN            NaN   7.56202        12.2115                 NaN            NaN            NaN   9.92528        49.6675                 NaN            NaN   1.62606        18.7869       0.220683     
  1133.65        2500.00                 NaN            NaN   7.56218        12.2118                 NaN            NaN            NaN   9.92565        49.7117                 NaN            NaN   1.62610        18.8072       0.155348     
  1132.52        2500.00                 NaN            NaN   7.56234        12.2122                 NaN            NaN            NaN   9.92602        49.7561                 NaN            NaN   1.62613        18.8276       0.896899E-001
  1131.39        2500.00                 NaN            NaN   7.53914        12.2494                 NaN            NaN            NaN   9.98426        49.7425                 NaN            NaN   1.62107        18.8505       0.131781E-001
  1130.25        2500.00                 NaN            NaN   7.53917        12.2495                 NaN            NaN            NaN   9.98447        49.7518                 NaN            NaN   1.62107        18.8540                 NaN
  1129.12        2500.00                 NaN            NaN   7.38145        12.4538                 NaN            NaN            NaN   10.0119        49.6992                 NaN            NaN   1.61580        18.8379                 NaN
  1127.99        2500.00                 NaN            NaN   7.53917        12.2496                 NaN            NaN            NaN   9.98479        49.7526                 NaN            NaN   1.62108        18.8527                 NaN
  1126.85        2500.00                 NaN            NaN   7.53918        12.2497                 NaN            NaN            NaN   9.98494        49.7531                 NaN            NaN   1.62108        18.8520                 NaN
  1125.72        2500.00                 NaN            NaN   7.53918        12.2497                 NaN            NaN            NaN   9.98510        49.7535                 NaN            NaN   1.62108        18.8514                 NaN
  1124.59        2500.00                 NaN            NaN   7.39470        12.4322                 NaN            NaN            NaN   10.0579        49.6605                 NaN            NaN   1.61297        18.8416                 NaN
  1123.46        2500.00                 NaN            NaN   12.5793        7.28068                 NaN            NaN            NaN   10.0991        49.6020                 NaN            NaN   1.60807        18.8309                 NaN
  1122.32        2500.00                 NaN            NaN   12.6038        7.25937                 NaN            NaN            NaN   10.1171        49.5832                 NaN            NaN   1.60666        18.8299                 NaN
  1121.19        2500.00                 NaN            NaN   7.23946        12.6288                 NaN            NaN            NaN   10.1347        49.5635                 NaN            NaN   1.60503        18.8285                 NaN
  1120.06        2500.00                 NaN            NaN   7.22553        12.6465                 NaN            NaN            NaN   10.1510        49.5458                 NaN            NaN   1.60357        18.8276                 NaN
  1118.93        2500.00                 NaN            NaN   12.6834        7.20113                 NaN            NaN            NaN   10.1688        49.5213                 NaN            NaN   1.60121        18.8242                 NaN
  1117.79        2500.00                 NaN            NaN   12.5411        7.29172                 NaN            NaN            NaN   10.1128        49.6067                 NaN            NaN   1.61200        18.8357                 NaN
  1116.66        2500.00                 NaN            NaN   7.23168        12.6267                 NaN            NaN            NaN   10.1371        49.5674                 NaN            NaN   1.60669        18.8305                 NaN
  1115.53        2500.00                 NaN            NaN   7.13751        12.7526                 NaN            NaN            NaN   10.2079        49.4801                 NaN            NaN   1.59900        18.8228                 NaN
  1114.40        2500.00                 NaN            NaN   7.26451        12.5849                 NaN            NaN            NaN   10.1229        49.5880                 NaN            NaN   1.60877        18.8309                 NaN
  1113.26        2500.00                 NaN            NaN   7.27103        12.5772                 NaN            NaN            NaN   10.1199        49.5923                 NaN            NaN   1.60921        18.8304                 NaN
  1112.13        2500.00                 NaN            NaN   7.09358        12.8026                 NaN            NaN            NaN   10.2651        49.4235                 NaN            NaN   1.59502        18.8202                 NaN
  1111.00        2500.00                 NaN            NaN   7.06078        12.8101                 NaN            NaN            NaN   10.2964        49.4109                 NaN            NaN   1.59510        18.8267                 NaN
  1109.87        2500.00                 NaN            NaN   7.06341        12.8666                 NaN            NaN            NaN   10.2951        49.3744                 NaN            NaN   1.58927        18.8113                 NaN
  1108.73        2500.00                 NaN            NaN   13.1065        6.86739                 NaN            NaN            NaN   10.4983        49.1502                 NaN            NaN   1.57267        18.8049                 NaN
  1107.60        2500.00                 NaN            NaN   6.85667        13.1322                 NaN            NaN            NaN   10.5179        49.1243                 NaN            NaN   1.56775        18.8012                 NaN
  1106.47        2500.00                 NaN            NaN   12.9416        7.00192                 NaN            NaN            NaN   10.3627        49.3035                 NaN            NaN   1.58271        18.8075                 NaN
  1105.33        2500.00                 NaN            NaN   6.85322        13.1369                 NaN            NaN            NaN   10.5197        49.1230                 NaN            NaN   1.56760        18.7996                 NaN
  1104.20        2500.00                 NaN            NaN   13.1513        6.83911                 NaN            NaN            NaN   10.5271        49.1164                 NaN            NaN   1.56705        18.7991                 NaN
  1103.07        2500.00                 NaN            NaN   6.83911        13.1514                 NaN            NaN            NaN   10.5273        49.1168                 NaN            NaN   1.56705        18.7984                 NaN
  1101.94        2500.00                 NaN            NaN   6.83911        13.1514                 NaN            NaN            NaN   10.5274        49.1173                 NaN            NaN   1.56706        18.7977                 NaN
  1100.80        2500.00                 NaN            NaN   6.83911        13.1515                 NaN            NaN            NaN   10.5276        49.1177                 NaN            NaN   1.56706        18.7971                 NaN
  1099.67        2500.00                 NaN            NaN   6.82496        13.1668                 NaN            NaN            NaN   10.5309        49.1144                 NaN            NaN   1.56692        18.7960                 NaN
  1098.54        2500.00                 NaN            NaN   6.82496        13.1668                 NaN            NaN            NaN   10.5310        49.1149                 NaN            NaN   1.56692        18.7954                 NaN
  1097.41        2500.00                 NaN            NaN   6.82496        13.1669                 NaN            NaN            NaN   10.5312        49.1153                 NaN            NaN   1.56692        18.7947                 NaN
  1096.27        2500.00                 NaN            NaN   6.82497        13.1670                 NaN            NaN            NaN   10.5314        49.1157                 NaN            NaN   1.56693        18.7940                 NaN
  1095.14        2500.00                 NaN            NaN   6.82865        13.1661                 NaN            NaN            NaN   10.5333        49.1129                 NaN            NaN   1.56616        18.7929                 NaN
  1094.01        2500.00                 NaN            NaN   6.82492        13.1683                 NaN            NaN            NaN   10.5323        49.1153                 NaN            NaN   1.56671        18.7925                 NaN
  1092.88        2500.00                 NaN            NaN   6.81306        13.1729                 NaN            NaN            NaN   10.5290        49.1231                 NaN            NaN   1.56796        18.7940                 NaN
  1091.74        2500.00                 NaN            NaN   6.80186        13.1833                 NaN            NaN            NaN   10.5308        49.1223                 NaN            NaN   1.56808        18.7936                 NaN
  1090.61        2500.00                 NaN            NaN   13.2588        6.74805                 NaN            NaN            NaN   10.5623        49.0787                 NaN            NaN   1.56329        18.7888                 NaN
  1089.48        2500.00                 NaN            NaN   13.3315        6.69588                 NaN            NaN            NaN   10.6177        49.0138                 NaN            NaN   1.55667        18.7844                 NaN
  1088.35        2500.00                 NaN            NaN   13.4386        6.61846                 NaN            NaN            NaN   10.6747        48.9421                 NaN            NaN   1.54829        18.7779                 NaN
  1087.21        2500.00                 NaN            NaN   13.4584        6.60386                 NaN            NaN            NaN   10.6866        48.9281                 NaN            NaN   1.54687        18.7762                 NaN
  1086.08        2500.00                 NaN            NaN   13.4775        6.58931                 NaN            NaN            NaN   10.6981        48.9149                 NaN            NaN   1.54554        18.7747                 NaN
  1084.95        2500.00                 NaN            NaN   13.4981        6.57282                 NaN            NaN            NaN   10.7106        48.9010                 NaN            NaN   1.54417        18.7733                 NaN
  1083.81        2500.00                 NaN            NaN   13.5946        6.50323                 NaN            NaN            NaN   10.8162        48.7831                 NaN            NaN   1.53353        18.7692                 NaN
  1082.68        2500.00                 NaN            NaN   13.6351        6.48165                 NaN            NaN            NaN   10.8352        48.7537                 NaN            NaN   1.53082        18.7635                 NaN
  1081.55        2500.00                 NaN            NaN   13.6369        6.46930                 NaN            NaN            NaN   10.8349        48.7612                 NaN            NaN   1.53176        18.7659                 NaN
  1080.42        2500.00                 NaN            NaN   6.52193        13.6103                 NaN            NaN            NaN   10.8364        48.7454                 NaN            NaN   1.52848        18.7575                 NaN
  1079.28        2500.00                 NaN            NaN   13.6531        6.47666                 NaN            NaN            NaN   10.8310        48.7539                 NaN            NaN   1.52791        18.7575                 NaN
  1078.15        2500.00                 NaN            NaN   13.6302        6.49734                 NaN            NaN            NaN   10.8433        48.7431                 NaN            NaN   1.52844        18.7576                 NaN
  1077.02        2500.00                 NaN            NaN   13.6893        6.42588                 NaN            NaN            NaN   10.8532        48.7408                 NaN            NaN   1.52934        18.7614                 NaN
  1075.89        2500.00                 NaN            NaN   13.6521        6.47117                 NaN            NaN            NaN   10.8474        48.7426                 NaN            NaN   1.52902        18.7577                 NaN
  1074.75        2500.00                 NaN            NaN   13.7687        6.39871                 NaN            NaN            NaN   10.9178        48.6499                 NaN            NaN   1.51731        18.7476                 NaN
  1073.62        2500.00                 NaN            NaN   13.7720        6.39350                 NaN            NaN            NaN   10.9272        48.6419                 NaN            NaN   1.51727        18.7481                 NaN
  1072.49        2500.00                 NaN            NaN   6.36649        13.7798                 NaN            NaN            NaN   10.9225        48.6580                 NaN            NaN   1.52013        18.7531                 NaN
  1071.36        2500.00                 NaN            NaN   6.36167        13.7875                 NaN            NaN            NaN   10.9270        48.6526                 NaN            NaN   1.51941        18.7519                 NaN
  1070.22        2500.00                 NaN            NaN   13.7888        6.37973                 NaN            NaN            NaN   10.9352        48.6337                 NaN            NaN   1.51688        18.7457                 NaN
  1069.09        2500.00                 NaN            NaN   13.8027        6.37115                 NaN            NaN            NaN   10.9414        48.6253                 NaN            NaN   1.51583        18.7437                 NaN
  1067.96        2500.00                 NaN            NaN   13.9168        6.27518                 NaN            NaN            NaN   10.9903        48.5688                 NaN            NaN   1.50947        18.7394                 NaN
  1066.83        2500.00                 NaN            NaN   13.9537        6.26890                 NaN            NaN            NaN   11.0331        48.5100                 NaN            NaN   1.50206        18.7323                 NaN
  1065.69        2500.00                 NaN            NaN   14.0271        6.21611                 NaN            NaN            NaN   11.0806        48.4549                 NaN            NaN   1.49490        18.7263                 NaN
  1064.56        2500.00                 NaN            NaN   6.17070        14.0707                 NaN            NaN            NaN   11.1018        48.4361                 NaN            NaN   1.49322        18.7275                 NaN
  1063.43        2500.00                 NaN            NaN   6.15152        14.1079                 NaN            NaN            NaN   11.1266        48.4023                 NaN            NaN   1.48886        18.7227                 NaN
  1062.29        2500.00                 NaN            NaN   14.1008        6.16921                 NaN            NaN            NaN   11.1255        48.3968                 NaN            NaN   1.48740        18.7203                 NaN
  1061.16        2500.00                 NaN            NaN   14.1882        6.11337                 NaN            NaN            NaN   11.1699        48.3366                 NaN            NaN   1.48054        18.7114                 NaN
  1060.03        2500.00                 NaN            NaN   6.08384        14.2260                 NaN            NaN            NaN   11.1917        48.3112                 NaN            NaN   1.47767        18.7097                 NaN
  1058.90        2500.00                 NaN            NaN   6.05937        14.2641                 NaN            NaN            NaN   11.2141        48.2823                 NaN            NaN   1.47414        18.7060                 NaN
