|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/YM20/YM20_3.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            hed            q             
  1281.31        500.000                 NaN   92.5947                 NaN            NaN            NaN  0.629065        1.19383                 NaN  0.891280        4.69115                 NaN            NaN            NaN
  1279.95        500.000                 NaN   93.1141                 NaN            NaN            NaN  0.585357        1.11424                 NaN  0.833356        4.35291                 NaN            NaN            NaN
  1278.58        500.000                 NaN   93.5707                 NaN            NaN            NaN   1.04468       0.545871                 NaN  0.782126        4.05664                 NaN            NaN            NaN
  1277.21        500.000                 NaN   93.9872                 NaN            NaN            NaN  0.981050       0.510215                 NaN  0.735219        3.78631                 NaN            NaN            NaN
  1275.85        500.000                 NaN   94.3414                 NaN            NaN            NaN  0.926096       0.480714                 NaN  0.695453        3.55632                 NaN            NaN            NaN
  1274.48        500.000                 NaN   94.6775                 NaN            NaN            NaN  0.878404       0.447581                 NaN  0.657059        3.33948                 NaN            NaN            NaN
  1273.12        500.000                 NaN   94.9631                 NaN            NaN            NaN  0.837370       0.420410                 NaN  0.624890        3.15420                 NaN            NaN            NaN
  1271.75        500.000                 NaN   95.2305                 NaN            NaN            NaN  0.797838       0.395545                 NaN  0.594015        2.98206                 NaN            NaN            NaN
  1270.39        500.000                 NaN   95.4714                 NaN            NaN            NaN  0.369641       0.765844                 NaN  0.566471        2.82666                 NaN            NaN            NaN
  1269.02        500.000                 NaN   95.6954                 NaN            NaN            NaN  0.733159       0.347773                 NaN  0.540362        2.68333                 NaN            NaN            NaN
  1267.66        500.000                 NaN   95.8975                 NaN            NaN            NaN  0.707020       0.324993                 NaN  0.516871        2.55362                 NaN            NaN            NaN
  1266.29        500.000                 NaN   96.0873                 NaN            NaN            NaN  0.301417       0.684378                 NaN  0.494768        2.43216                 NaN            NaN            NaN
  1264.92        500.000                 NaN   96.2565                 NaN            NaN            NaN  0.666781       0.278039                 NaN  0.474885        2.32375                 NaN            NaN            NaN
  1263.56        500.000                 NaN   96.4128                 NaN            NaN            NaN  0.252678       0.654484                 NaN  0.456600        2.22346                 NaN            NaN            NaN
  1262.19        500.000                 NaN   96.5526                 NaN            NaN            NaN  0.221392       0.652078                 NaN  0.440309        2.13366                 NaN            NaN            NaN
  1260.83        500.000                 NaN   96.6978                 NaN            NaN            NaN  0.187431       0.650204                 NaN  0.422743        2.04184                 NaN            NaN            NaN
  1259.46        500.000                 NaN   96.8244                 NaN            NaN            NaN  0.134986       0.671726                 NaN  0.407661        1.96126                 NaN            NaN            NaN
  1258.10        500.000                 NaN   96.9452                 NaN            NaN            NaN  0.744089       0.328355E-001            NaN  0.393042        1.88488                 NaN            NaN            NaN
  1256.73        500.000                 NaN   97.0557                 NaN            NaN            NaN  0.750013                 NaN            NaN  0.379488        1.81481                 NaN            NaN            NaN
  1255.37        500.000                 NaN   97.1633                 NaN            NaN            NaN  0.723937                 NaN            NaN  0.365526        1.74723                 NaN            NaN            NaN
  1254.00        500.000                 NaN   97.2608                 NaN            NaN            NaN  0.699696                 NaN            NaN  0.353600        1.68591                 NaN            NaN            NaN
  1252.63        500.000                 NaN   97.3522                 NaN            NaN            NaN  0.677520                 NaN            NaN  0.342095        1.62819                 NaN            NaN            NaN
  1251.27        500.000                 NaN   97.4439                 NaN            NaN            NaN  0.653782                 NaN            NaN  0.331449        1.57088                 NaN            NaN            NaN
  1249.90        500.000                 NaN   97.5255                 NaN            NaN            NaN  0.633686                 NaN            NaN  0.321042        1.51977                 NaN            NaN            NaN
  1248.54        500.000                 NaN   97.6029                 NaN            NaN            NaN  0.614926                 NaN            NaN  0.310965        1.47124                 NaN            NaN            NaN
  1247.17        500.000                 NaN   97.6803                 NaN            NaN            NaN  0.595308                 NaN            NaN  0.301067        1.42335                 NaN            NaN            NaN
  1245.81        500.000                 NaN   97.7499                 NaN            NaN            NaN  0.577969                 NaN            NaN  0.291922        1.38023                 NaN            NaN            NaN
  1244.44        500.000                 NaN   97.8164                 NaN            NaN            NaN  0.561645                 NaN            NaN  0.283716        1.33826                 NaN            NaN            NaN
  1243.07        500.000                 NaN   96.9240                 NaN            NaN            NaN  0.650927                 NaN            NaN  0.243671        2.18137                 NaN            NaN            NaN
  1241.71        500.000                 NaN   98.5522                 NaN            NaN            NaN  0.490814                 NaN            NaN  0.314305       0.642678                 NaN            NaN            NaN
  1240.34        500.000                 NaN   78.5490       0.407470                 NaN            NaN   3.99801        1.23346                 NaN   2.78616        12.8418       0.184046                 NaN            NaN
  1238.98        500.000                 NaN   99.9931                 NaN            NaN            NaN            NaN            NaN            NaN  0.691328E-002            NaN            NaN            NaN            NaN
  1237.61        500.000                 NaN   99.9647                 NaN            NaN            NaN            NaN            NaN            NaN  0.352626E-001            NaN            NaN            NaN            NaN
  1236.25        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1234.88        500.000                 NaN   99.9663                 NaN            NaN            NaN            NaN            NaN            NaN  0.337101E-001            NaN            NaN            NaN            NaN
  1233.52        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.15        500.000                 NaN   99.9975                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.251525E-002            NaN            NaN
  1230.78        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1229.42        500.000                 NaN   99.6269                 NaN            NaN            NaN  0.291801                 NaN            NaN  0.810583E-001            NaN  0.261414E-003            NaN            NaN
  1228.05        500.000                 NaN   99.0647                 NaN            NaN            NaN            NaN            NaN            NaN  0.256652E-002  0.903452       0.292370E-001            NaN            NaN
  1226.69        500.000                 NaN   99.9069                 NaN            NaN            NaN  0.451424E-001            NaN            NaN  0.479576E-001            NaN            NaN            NaN            NaN
  1225.32        500.000                 NaN   99.7771                 NaN            NaN            NaN  0.138256                 NaN            NaN  0.846543E-001            NaN            NaN            NaN            NaN
  1223.96        500.000                 NaN   99.8399                 NaN            NaN            NaN  0.148265                 NaN            NaN  0.117874E-001            NaN            NaN            NaN            NaN
  1222.59        500.000                 NaN   98.9348                 NaN            NaN            NaN  0.285395E-001  0.163374                 NaN  0.117690       0.750736       0.485484E-002            NaN            NaN
  1221.23        500.000                 NaN   98.0770                 NaN            NaN            NaN  0.518242                 NaN            NaN  0.278185        1.07309       0.534902E-001            NaN            NaN
  1219.86        500.000                 NaN   98.7944                 NaN            NaN            NaN  0.269947                 NaN            NaN  0.848278E-001  0.843916       0.687482E-002            NaN            NaN
  1218.49        500.000                 NaN   95.5935                 NaN            NaN            NaN  0.872118       0.871077E-001            NaN  0.515748        2.84022       0.912808E-001            NaN            NaN
  1217.13        500.000                 NaN   99.4412                 NaN            NaN            NaN  0.135167       0.956843E-001            NaN  0.123209       0.199049       0.564521E-002            NaN            NaN
  1215.76        500.000                 NaN   99.6369                 NaN            NaN            NaN  0.973465E-001            NaN            NaN  0.515255E-001  0.204528       0.970820E-002            NaN            NaN
  1214.40        500.000                 NaN   99.5683                 NaN            NaN            NaN  0.842337E-001            NaN            NaN  0.357920E-001  0.311667       0.475222E-005            NaN            NaN
  1213.03        500.000                 NaN   99.7063                 NaN            NaN            NaN  0.767660E-001            NaN            NaN  0.525823E-001  0.164321                 NaN            NaN            NaN
  1211.67        500.000                 NaN   99.7392                 NaN            NaN  0.117548E-001  0.176833E-001            NaN            NaN  0.257628E-001  0.205559                 NaN            NaN            NaN
  1210.30        500.000                 NaN   97.0427                 NaN            NaN            NaN  0.635629                 NaN            NaN  0.287977        2.00414       0.295906E-001            NaN            NaN
  1208.94        500.000                 NaN   98.8028                 NaN            NaN            NaN  0.265586                 NaN            NaN  0.142630       0.771567       0.174431E-001            NaN            NaN
  1207.57        500.000                 NaN   96.3004                 NaN            NaN            NaN  0.145956E-001  0.613414                 NaN  0.420077        2.57820       0.733181E-001            NaN            NaN
  1206.20        500.000                 NaN   99.9530                 NaN            NaN            NaN  0.862794E-002            NaN            NaN  0.111082E-001  0.272745E-001            NaN            NaN            NaN
  1204.84        500.000                 NaN   99.8824                 NaN            NaN            NaN  0.234237E-001  0.139978E-001            NaN            NaN  0.801354E-001            NaN            NaN            NaN
  1203.47        500.000                 NaN   99.6733                 NaN            NaN            NaN  0.191696E-001  0.115296                 NaN  0.274101E-001  0.164785                 NaN            NaN            NaN
  1202.11        500.000                 NaN   98.6129                 NaN            NaN            NaN  0.421586                 NaN            NaN  0.170898       0.785188       0.945223E-002            NaN            NaN
  1200.74        500.000                 NaN   99.1773                 NaN            NaN            NaN            NaN            NaN            NaN  0.956166E-001  0.702315       0.247493E-001            NaN            NaN
  1199.38        500.000                 NaN   97.2274                 NaN            NaN            NaN  0.656540       0.186723                 NaN  0.343975        1.56965       0.157301E-001            NaN            NaN
  1198.01        500.000                 NaN  100.0000                 NaN            NaN  0.758421E-006            NaN            NaN            NaN  0.156439E-005  0.852649E-005            NaN  0.901174E-006  0.753723E-005
  1196.64        500.000                 NaN  100.0000                 NaN            NaN            NaN  0.267968E-005            NaN            NaN            NaN  0.104548E-004            NaN            NaN  0.133473E-005
  1195.28        500.000                 NaN   86.3737                 NaN            NaN            NaN  0.692472       0.329092                 NaN  0.941175        5.96114       0.832078E-001            NaN   5.61925     
  1193.91        500.000                 NaN   92.9654                 NaN            NaN  0.120106       0.593972       0.302943E-005            NaN  0.678733        2.74765       0.962644E-002            NaN   2.88455     
  1192.55        500.000                 NaN   89.3842                 NaN            NaN            NaN  0.964073                 NaN            NaN  0.756015        4.48816       0.542754E-001            NaN   4.35325     
  1191.18        500.000                 NaN   82.2491                 NaN            NaN            NaN   1.09409       0.246097                 NaN   1.24167        7.51261       0.875154E-001            NaN   7.56896     
  1189.82        500.000                 NaN            NaN            NaN            NaN            NaN   8.64384                 NaN            NaN   7.03881        43.5132       0.340524                 NaN   40.4636     
  1188.45        500.000                 NaN            NaN            NaN            NaN            NaN   8.45423       0.166536                 NaN   7.03556        43.5420       0.343592                 NaN   40.4581     
  1187.09        500.000                 NaN            NaN            NaN            NaN            NaN   8.45311       0.167433                 NaN   7.03559        43.5413       0.343575                 NaN   40.4590     
  1185.72        500.000                 NaN            NaN            NaN            NaN            NaN   8.45207       0.168254                 NaN   7.03563        43.5405       0.343558                 NaN   40.4600     
  1184.35        500.000                 NaN            NaN            NaN            NaN            NaN   8.45099       0.169105                 NaN   7.03566        43.5398       0.343539                 NaN   40.4609     
  1182.99        500.000                 NaN            NaN            NaN            NaN            NaN   8.44989       0.169987                 NaN   7.03568        43.5390       0.343521                 NaN   40.4619     
  1181.62        500.000                 NaN            NaN            NaN            NaN            NaN   8.44871       0.170935                 NaN   7.03571        43.5383       0.343504                 NaN   40.4628     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN   8.44738       0.172036                 NaN   7.03574        43.5376       0.343488                 NaN   40.4638     
  1178.89        500.000                 NaN            NaN            NaN            NaN            NaN   8.44647       0.172737                 NaN   7.03577        43.5368       0.343467                 NaN   40.4647     
  1177.53        500.000                 NaN            NaN            NaN            NaN            NaN   8.44532       0.173668                 NaN   7.03581        43.5361       0.343448                 NaN   40.4657     
  1176.16        500.000                 NaN            NaN            NaN            NaN            NaN   8.44419       0.174579                 NaN   7.03584        43.5354       0.343429                 NaN   40.4666     
  1174.80        500.000                 NaN            NaN            NaN            NaN  0.377759E-001   8.52271       0.309675E-001            NaN   7.03054        43.5491       0.345822                 NaN   40.4831     
  1173.43        500.000                 NaN            NaN            NaN            NaN            NaN   8.44167       0.176660                 NaN   7.03591        43.5339       0.343391                 NaN   40.4685     
  1172.06        500.000                 NaN            NaN            NaN            NaN  0.377739E-001   8.52221       0.309650E-001            NaN   7.03047        43.5478       0.345806                 NaN   40.4850     
  1170.70        500.000                 NaN            NaN            NaN            NaN            NaN   8.43927       0.178615                 NaN   7.03598        43.5324       0.343355                 NaN   40.4704     
  1169.33        500.000                 NaN            NaN            NaN            NaN            NaN   8.43798       0.179691                 NaN   7.03601        43.5316       0.343334                 NaN   40.4713     
  1167.97        500.000                 NaN            NaN            NaN            NaN            NaN   8.43681       0.180649                 NaN   7.03604        43.5309       0.343314                 NaN   40.4723     
  1166.60        500.000                 NaN            NaN            NaN            NaN            NaN   8.43548       0.181762                 NaN   7.03609        43.5302       0.343296                 NaN   40.4732     
  1165.24        500.000                 NaN            NaN            NaN            NaN            NaN   8.43422       0.182819                 NaN   7.03612        43.5294       0.343272                 NaN   40.4742     
  1163.87        500.000                 NaN            NaN            NaN            NaN            NaN   8.43286       0.183967                 NaN   7.03616        43.5287       0.343253                 NaN   40.4751     
  1162.51        500.000                 NaN            NaN            NaN            NaN            NaN   8.43164       0.184977                 NaN   7.03619        43.5279       0.343232                 NaN   40.4761     
  1161.14        500.000                 NaN            NaN            NaN            NaN            NaN   8.43028       0.186122                 NaN   7.03623        43.5271       0.343211                 NaN   40.4770     
  1159.77        500.000                 NaN            NaN            NaN            NaN            NaN   8.42894       0.187260                 NaN   7.03627        43.5264       0.343189                 NaN   40.4780     
  1158.41        500.000                 NaN            NaN            NaN            NaN            NaN   8.42761       0.188381                 NaN   7.03631        43.5256       0.343167                 NaN   40.4789     
  1157.04        500.000                 NaN            NaN            NaN            NaN            NaN   8.42611       0.189668                 NaN   7.03635        43.5249       0.343146                 NaN   40.4798     
  1155.68        500.000                 NaN            NaN            NaN            NaN            NaN   8.42474       0.190838                 NaN   7.03639        43.5241       0.343124                 NaN   40.4808     
  1154.31        500.000                 NaN            NaN            NaN            NaN            NaN   8.42333       0.192046                 NaN   7.03644        43.5234       0.343101                 NaN   40.4817     
  1152.95        500.000                 NaN            NaN            NaN            NaN            NaN   8.42190       0.193275                 NaN   7.03648        43.5226       0.343079                 NaN   40.4827     
  1151.58        500.000                 NaN            NaN            NaN            NaN            NaN   8.42045       0.194528                 NaN   7.03653        43.5218       0.343055                 NaN   40.4836     
  1150.21        500.000                 NaN            NaN            NaN            NaN            NaN   8.41894       0.195846                 NaN   7.03657        43.5211       0.343031                 NaN   40.4846     
  1148.85        500.000                 NaN            NaN            NaN            NaN            NaN   8.41746       0.197116                 NaN   7.03662        43.5203       0.343008                 NaN   40.4855     
  1147.48        500.000                 NaN            NaN            NaN            NaN            NaN   8.41586       0.198523                 NaN   7.03667        43.5195       0.342985                 NaN   40.4865     
  1146.12        500.000                 NaN            NaN            NaN            NaN            NaN   8.41437       0.199816                 NaN   7.03671        43.5187       0.342961                 NaN   40.4874     
  1144.75        500.000                 NaN            NaN            NaN            NaN            NaN   8.41277       0.201222                 NaN   7.03676        43.5180       0.342936                 NaN   40.4883     
  1143.39        500.000                 NaN            NaN            NaN            NaN            NaN   8.41101       0.202780                 NaN   7.03682        43.5172       0.342911                 NaN   40.4893     
  1142.02        500.000                 NaN            NaN            NaN            NaN            NaN   8.40951       0.204093                 NaN   7.03686        43.5164       0.342886                 NaN   40.4902     
  1140.66        500.000                 NaN            NaN            NaN            NaN            NaN   8.40790       0.205517                 NaN   7.03691        43.5156       0.342861                 NaN   40.4912     
  1139.29        500.000                 NaN            NaN            NaN            NaN            NaN   8.40613       0.207088                 NaN   7.03697        43.5148       0.342835                 NaN   40.4921     
  1137.92        500.000                 NaN            NaN            NaN            NaN            NaN   8.40446       0.208578                 NaN   7.03702        43.5141       0.342809                 NaN   40.4931     
  1136.56        500.000                 NaN            NaN            NaN            NaN            NaN   8.40273       0.210127                 NaN   7.03708        43.5133       0.342782                 NaN   40.4940     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN   8.40094       0.211733                 NaN   7.03713        43.5125       0.342755                 NaN   40.4950     
  1133.83        500.000                 NaN            NaN            NaN            NaN            NaN   8.39911       0.213375                 NaN   7.03720        43.5117       0.342727                 NaN   40.4959     
  1132.46        500.000                 NaN            NaN            NaN            NaN            NaN   8.39730       0.215010                 NaN   7.03725        43.5109       0.342700                 NaN   40.4968     
  1131.10        500.000                 NaN            NaN            NaN            NaN            NaN   8.39537       0.216763                 NaN   7.03731        43.5101       0.342671                 NaN   40.4978     
  1129.73        500.000                 NaN            NaN            NaN            NaN            NaN   8.39346       0.218492                 NaN   7.03738        43.5093       0.342643                 NaN   40.4987     
  1128.37        500.000                 NaN            NaN            NaN            NaN            NaN   8.39149       0.220288                 NaN   7.03744        43.5085       0.342614                 NaN   40.4997     
  1127.00        500.000                 NaN            NaN            NaN            NaN            NaN   8.38945       0.222156                 NaN   7.03751        43.5077       0.342584                 NaN   40.5006     
  1125.63        500.000                 NaN            NaN            NaN            NaN            NaN   8.38751       0.223929                 NaN   7.03757        43.5069       0.342554                 NaN   40.5016     
  1124.27        500.000                 NaN            NaN            NaN            NaN            NaN   8.38533       0.225934                 NaN   7.03764        43.5061       0.342523                 NaN   40.5025     
  1122.90        500.000                 NaN            NaN            NaN            NaN            NaN   8.38333       0.227775                 NaN   7.03771        43.5052       0.342491                 NaN   40.5035     
  1121.54        500.000                 NaN            NaN            NaN            NaN            NaN   8.38118       0.229759                 NaN   7.03778        43.5044       0.342460                 NaN   40.5044     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN   1.33051        7.39774                 NaN   7.14191        43.2888       0.315433                 NaN   40.5256     
  1118.81        500.000                 NaN            NaN            NaN            NaN            NaN   8.23922       0.491048                 NaN   7.14561        43.2821       0.314921                 NaN   40.5271     
  1117.44        500.000                 NaN            NaN            NaN            NaN            NaN   7.61114       0.999580                 NaN   7.04346        43.4976       0.341748                 NaN   40.5065     
  1116.08        500.000                 NaN            NaN            NaN            NaN            NaN   7.61084       0.999630                 NaN   7.04343        43.4969       0.341740                 NaN   40.5074     
  1114.71        500.000                 NaN            NaN            NaN            NaN            NaN   7.61053       0.999682                 NaN   7.04340        43.4963       0.341731                 NaN   40.5084     
  1113.34        500.000                 NaN            NaN            NaN            NaN            NaN   7.61023       0.999738                 NaN   7.04337        43.4957       0.341722                 NaN   40.5093     
  1111.98        500.000                 NaN            NaN            NaN            NaN            NaN   7.60991       0.999799                 NaN   7.04334        43.4950       0.341714                 NaN   40.5102     
  1110.61        500.000                 NaN            NaN            NaN            NaN            NaN   7.60960       0.999865                 NaN   7.04332        43.4944       0.341705                 NaN   40.5111     
  1109.25        500.000                 NaN            NaN            NaN            NaN            NaN   7.60927       0.999949                 NaN   7.04329        43.4937       0.341696                 NaN   40.5121     
  1107.88        500.000                 NaN            NaN            NaN            NaN            NaN   7.60894        1.00002                 NaN   7.04326        43.4931       0.341688                 NaN   40.5130     
  1106.52        500.000                 NaN            NaN            NaN            NaN            NaN   7.60854        1.00018                 NaN   7.04324        43.4924       0.341678                 NaN   40.5139     
  1105.15        500.000                 NaN            NaN            NaN            NaN            NaN   7.60800        1.00029       0.182199E-003   7.04321        43.4918       0.341669                 NaN   40.5149     
  1103.78        500.000                 NaN            NaN            NaN            NaN            NaN   7.60759        1.00042       0.214892E-003   7.04318        43.4911       0.341660                 NaN   40.5158     
  1102.42        500.000                 NaN            NaN            NaN            NaN            NaN   7.60692        1.00068       0.380668E-003   7.04316        43.4905       0.341650                 NaN   40.5167     
  1101.05        500.000                 NaN            NaN            NaN            NaN            NaN   2.75584        5.98882                 NaN   7.16412        43.2374       0.310768                 NaN   40.5431     
  1099.69        500.000                 NaN            NaN            NaN            NaN            NaN   2.65977        6.08685                 NaN   7.16631        43.2324       0.310204                 NaN   40.5444     
  1098.32        500.000                 NaN            NaN            NaN            NaN            NaN   2.58110        6.16746                 NaN   7.16848        43.2275       0.309645                 NaN   40.5458     
  1096.96        500.000                 NaN            NaN            NaN            NaN            NaN   2.34300        5.76653       0.641614        7.17097        43.2217       0.308939                 NaN   40.5472     
  1095.59        500.000                 NaN            NaN            NaN            NaN            NaN   2.27188        5.92906       0.552033        7.17303        43.2170       0.308416                 NaN   40.5485     
  1094.23        500.000                 NaN            NaN            NaN            NaN            NaN   2.25709        6.05642       0.441180        7.17506        43.2125       0.307914                 NaN   40.5499     
  1092.86        500.000                 NaN            NaN            NaN            NaN            NaN   2.27201        6.17241       0.311910        7.17706        43.2080       0.307427                 NaN   40.5512     
  1091.49        500.000                 NaN            NaN            NaN            NaN            NaN   2.31652        6.28569       0.155587        7.17900        43.2037       0.306964                 NaN   40.5525     
  1090.13        500.000                 NaN            NaN            NaN            NaN            NaN   2.37304        6.38650                 NaN   7.18105        43.1991       0.306455                 NaN   40.5538     
  1088.76        500.000                 NaN            NaN            NaN            NaN  0.126018E-002   7.61251       0.990634                 NaN   7.04249        43.4849       0.341693                 NaN   40.5265     
  1087.40        500.000                 NaN            NaN            NaN            NaN            NaN   6.48221        2.28090                 NaN   7.18526        43.1899       0.305401                 NaN   40.5564     
  1086.03        500.000                 NaN            NaN            NaN            NaN            NaN   2.64878        6.13906                 NaN   7.20189        43.1504       0.299213                 NaN   40.5606     
  1084.67        500.000                 NaN            NaN            NaN            NaN            NaN   6.18443        2.55370       0.944153E-006   7.17043        43.2234       0.311423                 NaN   40.5566     
  1083.30        500.000                 NaN            NaN            NaN            NaN            NaN   7.12696        1.67231                 NaN   7.21155        43.1293       0.295991                 NaN   40.5639     
  1081.94        500.000                 NaN            NaN            NaN            NaN            NaN   4.07298       0.228346        4.45196        7.17249        43.2061       0.308398                 NaN   40.5597     
  1080.57        500.000                 NaN            NaN            NaN            NaN            NaN   4.07776       0.177885        4.49900        7.17228        43.2039       0.308123                 NaN   40.5610     
  1079.20        500.000                 NaN            NaN            NaN            NaN            NaN   4.12656       0.309255E-001   4.59868        7.17305        43.2007       0.307786                 NaN   40.5623     
  1077.84        500.000                 NaN            NaN            NaN            NaN            NaN   4.24631        4.51088                 NaN   7.17404        43.1977       0.307525                 NaN   40.5635     
  1076.47        500.000                 NaN            NaN            NaN            NaN            NaN   4.36771        4.39047                 NaN   7.17516        43.1947       0.307257                 NaN   40.5648     
  1075.11        500.000                 NaN            NaN            NaN            NaN            NaN   3.02774        5.75879                 NaN   7.20604        43.1394       0.299416                 NaN   40.5687     
  1073.74        500.000                 NaN            NaN            NaN            NaN            NaN  0.854889        2.19482        5.73743        7.20904        43.1341       0.298946                 NaN   40.5707     
  1072.38        500.000                 NaN            NaN            NaN            NaN            NaN   4.64804        4.11374                 NaN   7.17913        43.1843       0.306281                 NaN   40.5685     
  1071.01        500.000                 NaN            NaN            NaN            NaN  0.984411        1.86649        5.13895                 NaN   6.95934        43.6844       0.389973                 NaN   40.9765     
  1069.65        500.000                 NaN            NaN            NaN            NaN  0.984407        1.86634        5.13886                 NaN   6.95930        43.6837       0.389966                 NaN   40.9774     
  1068.28        500.000                 NaN            NaN            NaN            NaN  0.984385        1.86627        5.13872                 NaN   6.95927        43.6831       0.389958                 NaN   40.9783     
  1066.91        500.000                 NaN            NaN            NaN            NaN            NaN   4.90193        3.86624                 NaN   7.18592        43.1676       0.304578                 NaN   40.5738     
  1065.55        500.000                 NaN            NaN            NaN            NaN  0.927881E-001   3.54105        5.10309                 NaN   7.20268        43.1398       0.301772                 NaN   40.6188     
  1064.18        500.000                 NaN            NaN            NaN            NaN   1.35269       0.526519        5.84143                 NaN   6.88920        43.8375       0.416575                 NaN   41.1361     
  1062.82        500.000                 NaN            NaN            NaN            NaN   1.36315       0.488332        5.86130                 NaN   6.88718        43.8413       0.417325                 NaN   41.1414     
  1061.45        500.000                 NaN            NaN            NaN            NaN   1.37308       0.452090        5.88014                 NaN   6.88525        43.8449       0.418036                 NaN   41.1465     
  1060.09        500.000                 NaN            NaN            NaN            NaN   1.49737        6.11727                 NaN            NaN   6.86160        43.8970       0.427018                 NaN   41.1998     
  1058.72        500.000                 NaN            NaN            NaN            NaN   1.39586       0.368946        5.92343                 NaN   6.88084        43.8532       0.419671                 NaN   41.1580     
  1057.35        500.000                 NaN            NaN            NaN            NaN   1.40787       0.325133        5.94625                 NaN   6.87852        43.8577       0.420533                 NaN   41.1640     
  1055.99        500.000                 NaN            NaN            NaN            NaN   1.42032       0.279729        5.96991                 NaN   6.87612        43.8623       0.421426                 NaN   41.1702     
  1054.62        500.000                 NaN            NaN            NaN            NaN   1.43323       0.232652        5.99445                 NaN   6.87363        43.8672       0.422353                 NaN   41.1765     
  1053.26        500.000                 NaN            NaN            NaN            NaN   1.49717        6.11639                 NaN            NaN   6.86144        43.8937       0.426971                 NaN   41.2044     
  1051.89        500.000                 NaN            NaN            NaN            NaN   1.46624       0.114606        6.05543                 NaN   6.86778        43.8790       0.424599                 NaN   41.1923     
  1050.53        500.000                 NaN            NaN            NaN            NaN   1.47516       0.813755E-001   6.07288                 NaN   6.86590        43.8824       0.425274                 NaN   41.1970     
  1049.16        500.000                 NaN            NaN            NaN            NaN   1.48430       0.472940E-001   6.09078                 NaN   6.86397        43.8859       0.425968                 NaN   41.2018     
  1047.80        500.000                 NaN            NaN            NaN            NaN   1.49701        6.11568                 NaN            NaN   6.86131        43.8910       0.426933                 NaN   41.2080     
  1046.43        500.000                 NaN            NaN            NaN            NaN   1.49697        6.11551                 NaN            NaN   6.86128        43.8904       0.426924                 NaN   41.2089     
  1045.06        500.000                 NaN            NaN            NaN            NaN   1.49693        6.11533                 NaN            NaN   6.86125        43.8897       0.426914                 NaN   41.2098     
  1043.70        500.000                 NaN            NaN            NaN            NaN   1.49689        6.11516                 NaN            NaN   6.86121        43.8891       0.426905                 NaN   41.2108     
  1042.33        500.000                 NaN            NaN            NaN            NaN   1.49685        6.11498                 NaN            NaN   6.86118        43.8884       0.426896                 NaN   41.2117     
  1040.97        500.000                 NaN            NaN            NaN            NaN   1.49681        6.11481                 NaN            NaN   6.86115        43.8878       0.426886                 NaN   41.2126     
  1039.60        500.000                 NaN            NaN            NaN            NaN   1.49677        6.11463                 NaN            NaN   6.86112        43.8871       0.426877                 NaN   41.2135     
  1038.24        500.000                 NaN            NaN            NaN            NaN   1.49673        6.11445                 NaN            NaN   6.86109        43.8864       0.426867                 NaN   41.2144     
  1036.87        500.000                 NaN            NaN            NaN            NaN   1.49669        6.11428                 NaN            NaN   6.86105        43.8858       0.426858                 NaN   41.2153     
  1035.51        500.000                 NaN            NaN            NaN            NaN   1.49665        6.11410                 NaN            NaN   6.86102        43.8851       0.426848                 NaN   41.2162     
  1034.14        500.000                 NaN            NaN            NaN            NaN   1.49661        6.11393                 NaN            NaN   6.86099        43.8845       0.426839                 NaN   41.2172     
  1032.77        500.000                 NaN            NaN            NaN            NaN   1.49657        6.11375                 NaN            NaN   6.86096        43.8838       0.426830                 NaN   41.2181     
  1031.41        500.000                 NaN            NaN            NaN            NaN   1.49653        6.11358                 NaN            NaN   6.86093        43.8832       0.426820                 NaN   41.2190     
  1030.04        500.000                 NaN            NaN            NaN            NaN   1.62413        5.98844                 NaN            NaN   6.88851        43.7882       0.417792                 NaN   41.2929     
  1028.68        500.000                 NaN            NaN            NaN            NaN   1.62951        5.97947                 NaN            NaN   6.88784        43.7887       0.418096                 NaN   41.2964     
  1027.31        500.000                 NaN            NaN            NaN            NaN   1.63397        5.97197                 NaN            NaN   6.88701        43.7893       0.418363                 NaN   41.2994     
  1025.95        500.000                 NaN            NaN            NaN            NaN   1.63877        5.96416                 NaN            NaN   6.88622        43.7898       0.418616                 NaN   41.3024     
  1024.58        500.000                 NaN            NaN            NaN            NaN   1.64612        5.95030                 NaN            NaN   6.88613        43.7917       0.419084                 NaN   41.3066     
  1023.22        500.000                 NaN            NaN            NaN            NaN   1.64637        5.95645                 NaN            NaN   6.88863        43.7814       0.418166                 NaN   41.3090     
