|6.6.6
Archiving\03_Data\eqfracLP/QFM_m3/YM20/YM20_1.tab                       
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          15
T(K)           P(bar)         Sp(TH)         melt(TH)       melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            hed            q             
  1281.31        500.000                 NaN   91.9930                 NaN            NaN            NaN  0.835907        1.61751                 NaN  0.943546        4.61004                 NaN            NaN            NaN
  1279.95        500.000                 NaN   92.5431                 NaN            NaN            NaN  0.779788        1.51304                 NaN  0.882980        4.28110                 NaN            NaN            NaN
  1278.58        500.000                 NaN   93.0270                 NaN            NaN            NaN   1.42164       0.728963                 NaN  0.829411        3.99294                 NaN            NaN            NaN
  1277.21        500.000                 NaN   93.4691                 NaN            NaN            NaN   1.33764       0.682965                 NaN  0.780349        3.72991                 NaN            NaN            NaN
  1275.85        500.000                 NaN   93.8448                 NaN            NaN            NaN   1.26510       0.645172                 NaN  0.738778        3.50620                 NaN            NaN            NaN
  1274.48        500.000                 NaN   94.2019                 NaN            NaN            NaN   1.20237       0.601976                 NaN  0.698611        3.29515                 NaN            NaN            NaN
  1273.12        500.000                 NaN   94.5051                 NaN            NaN            NaN   1.14824       0.566786                 NaN  0.664991        3.11492                 NaN            NaN            NaN
  1271.75        500.000                 NaN   94.7893                 NaN            NaN            NaN   1.09601       0.534526                 NaN  0.632699        2.94742                 NaN            NaN            NaN
  1270.39        500.000                 NaN   95.0454                 NaN            NaN            NaN  0.500688        1.05382                 NaN  0.603905        2.79619                 NaN            NaN            NaN
  1269.02        500.000                 NaN   95.2841                 NaN            NaN            NaN   1.01051       0.472131                 NaN  0.576596        2.65669                 NaN            NaN            NaN
  1267.66        500.000                 NaN   95.4993                 NaN            NaN            NaN  0.975993       0.442232                 NaN  0.552034        2.53045                 NaN            NaN            NaN
  1266.29        500.000                 NaN   95.7017                 NaN            NaN            NaN  0.411070       0.946083                 NaN  0.528915        2.41221                 NaN            NaN            NaN
  1264.92        500.000                 NaN   95.8820                 NaN            NaN            NaN  0.923106       0.380080                 NaN  0.508128        2.30670                 NaN            NaN            NaN
  1263.56        500.000                 NaN   96.0483                 NaN            NaN            NaN  0.346250       0.907313                 NaN  0.489017        2.20910                 NaN            NaN            NaN
  1262.19        500.000                 NaN   96.1970                 NaN            NaN            NaN  0.304129       0.905151                 NaN  0.472008        2.12173                 NaN            NaN            NaN
  1260.83        500.000                 NaN   96.3525                 NaN            NaN            NaN  0.258094       0.903519                 NaN  0.453611        2.03227                 NaN            NaN            NaN
  1259.46        500.000                 NaN   96.4876                 NaN            NaN            NaN  0.186360       0.934357                 NaN  0.437841        1.95384                 NaN            NaN            NaN
  1258.10        500.000                 NaN   96.6169                 NaN            NaN            NaN   1.03562       0.454667E-001            NaN  0.422542        1.87945                 NaN            NaN            NaN
  1256.73        500.000                 NaN   96.7350                 NaN            NaN            NaN   1.04537                 NaN            NaN  0.408358        1.81124                 NaN            NaN            NaN
  1255.37        500.000                 NaN   96.8504                 NaN            NaN            NaN   1.01055                 NaN            NaN  0.393710        1.74536                 NaN            NaN            NaN
  1254.00        500.000                 NaN   96.9547                 NaN            NaN            NaN  0.978437                 NaN            NaN  0.381229        1.68564                 NaN            NaN            NaN
  1252.63        500.000                 NaN   97.0525                 NaN            NaN            NaN  0.948884                 NaN            NaN  0.369177        1.62942                 NaN            NaN            NaN
  1251.27        500.000                 NaN   97.1510                 NaN            NaN            NaN  0.917420                 NaN            NaN  0.358034        1.57351                 NaN            NaN            NaN
  1249.90        500.000                 NaN   97.2386                 NaN            NaN            NaN  0.890547                 NaN            NaN  0.347125        1.52371                 NaN            NaN            NaN
  1248.54        500.000                 NaN   97.3215                 NaN            NaN            NaN  0.865550                 NaN            NaN  0.336553        1.47641                 NaN            NaN            NaN
  1247.17        500.000                 NaN   97.4050                 NaN            NaN            NaN  0.839207                 NaN            NaN  0.326155        1.42967                 NaN            NaN            NaN
  1245.81        500.000                 NaN   97.4799                 NaN            NaN            NaN  0.815920                 NaN            NaN  0.316551        1.38762                 NaN            NaN            NaN
  1244.44        500.000                 NaN   97.5512                 NaN            NaN            NaN  0.794169                 NaN            NaN  0.307947        1.34666                 NaN            NaN            NaN
  1243.07        500.000                 NaN   96.6311                 NaN            NaN            NaN  0.908820                 NaN            NaN  0.264510        2.19559                 NaN            NaN            NaN
  1241.71        500.000                 NaN   98.3104                 NaN            NaN            NaN  0.699847                 NaN            NaN  0.341820       0.647973                 NaN            NaN            NaN
  1240.34        500.000                 NaN   76.1389       0.403568                 NaN            NaN   5.64023        1.72578                 NaN   2.98734        12.7658       0.338372                 NaN            NaN
  1238.98        500.000                 NaN   99.9924                 NaN            NaN            NaN            NaN            NaN            NaN  0.764609E-002            NaN            NaN            NaN            NaN
  1237.61        500.000                 NaN   99.9610                 NaN            NaN            NaN            NaN            NaN            NaN  0.389989E-001            NaN            NaN            NaN            NaN
  1236.25        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1234.88        500.000                 NaN   99.9627                 NaN            NaN            NaN            NaN            NaN            NaN  0.372798E-001            NaN            NaN            NaN            NaN
  1233.52        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1232.15        500.000                 NaN   99.9952                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.477034E-002            NaN            NaN
  1230.78        500.000                 NaN   100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1229.42        500.000                 NaN   99.4823                 NaN            NaN            NaN  0.427631                 NaN            NaN  0.896047E-001            NaN  0.495582E-003            NaN            NaN
  1228.05        500.000                 NaN   99.0160                 NaN            NaN            NaN            NaN            NaN            NaN  0.283962E-002  0.925709       0.554763E-001            NaN            NaN
  1226.69        500.000                 NaN   99.8820                 NaN            NaN            NaN  0.648964E-001            NaN            NaN  0.530823E-001            NaN            NaN            NaN            NaN
  1225.32        500.000                 NaN   99.7090                 NaN            NaN            NaN  0.197323                 NaN            NaN  0.937021E-001            NaN            NaN            NaN            NaN
  1223.96        500.000                 NaN   99.7704                 NaN            NaN            NaN  0.216592                 NaN            NaN  0.130534E-001            NaN            NaN            NaN            NaN
  1222.59        500.000                 NaN   98.8143                 NaN            NaN            NaN  0.416042E-001  0.234705                 NaN  0.130314       0.769852       0.921973E-002            NaN            NaN
  1221.23        500.000                 NaN   97.7461                 NaN            NaN            NaN  0.744230                 NaN            NaN  0.307895        1.10024       0.101541                 NaN            NaN
  1219.86        500.000                 NaN   98.6391                 NaN            NaN            NaN  0.386585                 NaN            NaN  0.941208E-001  0.867084       0.130833E-001            NaN            NaN
  1218.49        500.000                 NaN   94.9593                 NaN            NaN            NaN   1.25461       0.128629                 NaN  0.571162        2.91293       0.173387                 NaN            NaN
  1217.13        500.000                 NaN   99.3068                 NaN            NaN            NaN  0.200510       0.139198                 NaN  0.137295       0.205450       0.107898E-001            NaN            NaN
  1215.76        500.000                 NaN   99.5685                 NaN            NaN            NaN  0.144183                 NaN            NaN  0.574764E-001  0.211264       0.185754E-001            NaN            NaN
  1214.40        500.000                 NaN   99.5150                 NaN            NaN            NaN  0.123081                 NaN            NaN  0.399404E-001  0.321994       0.909624E-005            NaN            NaN
  1213.03        500.000                 NaN   99.6605                 NaN            NaN            NaN  0.111008                 NaN            NaN  0.586913E-001  0.169827                 NaN            NaN            NaN
  1211.67        500.000                 NaN   99.7124                 NaN            NaN  0.203944E-001  0.260830E-001            NaN            NaN  0.287642E-001  0.212405                 NaN            NaN            NaN
  1210.30        500.000                 NaN   96.6310                 NaN            NaN            NaN  0.923925                 NaN            NaN  0.320905        2.06758       0.565634E-001            NaN            NaN
  1208.94        500.000                 NaN   98.6198                 NaN            NaN            NaN  0.388706                 NaN            NaN  0.159469       0.798607       0.334548E-001            NaN            NaN
  1207.57        500.000                 NaN   95.8136                 NaN            NaN            NaN  0.214725E-001  0.890326                 NaN  0.469272        2.66485       0.140503                 NaN            NaN
  1206.20        500.000                 NaN   99.9467                 NaN            NaN            NaN  0.124785E-001            NaN            NaN  0.124717E-001  0.283331E-001            NaN            NaN            NaN
  1204.84        500.000                 NaN   99.8606                 NaN            NaN            NaN  0.355146E-001  0.206680E-001            NaN            NaN  0.832607E-001            NaN            NaN            NaN
  1203.47        500.000                 NaN   99.6011                 NaN            NaN            NaN  0.283487E-001  0.168580                 NaN  0.307707E-001  0.171198                 NaN            NaN            NaN
  1202.11        500.000                 NaN   98.3524                 NaN            NaN            NaN  0.622081                 NaN            NaN  0.191771       0.815510       0.181966E-001            NaN            NaN
  1200.74        500.000                 NaN   99.1147                 NaN            NaN            NaN            NaN            NaN            NaN  0.107527       0.730072       0.477489E-001            NaN            NaN
  1199.38        500.000                 NaN   96.7066                 NaN            NaN            NaN  0.972841       0.274037                 NaN  0.386208        1.63006       0.303006E-001            NaN            NaN
  1198.01        500.000                 NaN  100.0000                 NaN            NaN  0.134695E-005            NaN            NaN            NaN  0.176591E-005  0.891968E-005            NaN  0.133224E-005  0.793907E-005
  1196.64        500.000                 NaN  100.0000                 NaN            NaN            NaN  0.400668E-005            NaN            NaN            NaN  0.109051E-004            NaN            NaN  0.140584E-005
  1195.28        500.000                 NaN   85.3189                 NaN            NaN            NaN   1.01869       0.470761                 NaN   1.04890        6.14042       0.159103                 NaN   5.84323     
  1193.91        500.000                 NaN   92.2672                 NaN            NaN  0.210956       0.879857       0.455997E-005            NaN  0.760796        2.84587       0.185136E-001            NaN   3.01678     
  1192.55        500.000                 NaN   88.4781                 NaN            NaN            NaN   1.39828                 NaN            NaN  0.845278        4.63308       0.104121                 NaN   4.54116     
  1191.18        500.000                 NaN   80.9793                 NaN            NaN            NaN   1.57618       0.361823                 NaN   1.37945        7.69118       0.166823                 NaN   7.84527     
  1189.82        500.000                 NaN            NaN            NaN            NaN            NaN   11.7400                 NaN            NaN   7.27380        41.3714       0.603795                 NaN   39.0110     
  1188.45        500.000                 NaN            NaN            NaN            NaN            NaN   11.4849       0.229639                 NaN   7.27062        41.4001       0.609261                 NaN   39.0055     
  1187.09        500.000                 NaN            NaN            NaN            NaN            NaN   11.4837       0.230850                 NaN   7.27069        41.4000       0.609245                 NaN   39.0055     
  1185.72        500.000                 NaN            NaN            NaN            NaN            NaN   11.4827       0.231957                 NaN   7.27076        41.3999       0.609228                 NaN   39.0055     
  1184.35        500.000                 NaN            NaN            NaN            NaN            NaN   11.4815       0.233111                 NaN   7.27082        41.3998       0.609209                 NaN   39.0055     
  1182.99        500.000                 NaN            NaN            NaN            NaN            NaN   11.4804       0.234303                 NaN   7.27089        41.3997       0.609190                 NaN   39.0055     
  1181.62        500.000                 NaN            NaN            NaN            NaN            NaN   11.4791       0.235585                 NaN   7.27096        41.3996       0.609173                 NaN   39.0055     
  1180.26        500.000                 NaN            NaN            NaN            NaN            NaN   11.4777       0.237079                 NaN   7.27101        41.3996       0.609159                 NaN   39.0055     
  1178.89        500.000                 NaN            NaN            NaN            NaN            NaN   11.4768       0.238022                 NaN   7.27109        41.3995       0.609136                 NaN   39.0055     
  1177.53        500.000                 NaN            NaN            NaN            NaN            NaN   11.4755       0.239280                 NaN   7.27116        41.3994       0.609116                 NaN   39.0055     
  1176.16        500.000                 NaN            NaN            NaN            NaN            NaN   11.4743       0.240510                 NaN   7.27123        41.3993       0.609097                 NaN   39.0055     
  1174.80        500.000                 NaN            NaN            NaN            NaN  0.613814E-001   11.5810       0.425444E-001            NaN   7.26599        41.4141       0.613372                 NaN   39.0216     
  1173.43        500.000                 NaN            NaN            NaN            NaN            NaN   11.4716       0.243325                 NaN   7.27137        41.3991       0.609057                 NaN   39.0055     
  1172.06        500.000                 NaN            NaN            NaN            NaN  0.613815E-001   11.5810       0.425434E-001            NaN   7.26599        41.4141       0.613372                 NaN   39.0216     
  1170.70        500.000                 NaN            NaN            NaN            NaN            NaN   11.4690       0.245968                 NaN   7.27151        41.3989       0.609020                 NaN   39.0056     
  1169.33        500.000                 NaN            NaN            NaN            NaN            NaN   11.4676       0.247426                 NaN   7.27158        41.3988       0.608997                 NaN   39.0056     
  1167.97        500.000                 NaN            NaN            NaN            NaN            NaN   11.4664       0.248719                 NaN   7.27165        41.3987       0.608975                 NaN   39.0056     
  1166.60        500.000                 NaN            NaN            NaN            NaN            NaN   11.4649       0.250225                 NaN   7.27173        41.3986       0.608957                 NaN   39.0056     
  1165.24        500.000                 NaN            NaN            NaN            NaN            NaN   11.4635       0.251652                 NaN   7.27180        41.3985       0.608930                 NaN   39.0056     
  1163.87        500.000                 NaN            NaN            NaN            NaN            NaN   11.4620       0.253206                 NaN   7.27187        41.3984       0.608909                 NaN   39.0056     
  1162.51        500.000                 NaN            NaN            NaN            NaN            NaN   11.4607       0.254569                 NaN   7.27194        41.3983       0.608885                 NaN   39.0056     
  1161.14        500.000                 NaN            NaN            NaN            NaN            NaN   11.4592       0.256120                 NaN   7.27202        41.3982       0.608862                 NaN   39.0056     
  1159.77        500.000                 NaN            NaN            NaN            NaN            NaN   11.4577       0.257655                 NaN   7.27210        41.3981       0.608837                 NaN   39.0056     
  1158.41        500.000                 NaN            NaN            NaN            NaN            NaN   11.4563       0.259169                 NaN   7.27217        41.3980       0.608812                 NaN   39.0056     
  1157.04        500.000                 NaN            NaN            NaN            NaN            NaN   11.4546       0.260913                 NaN   7.27225        41.3979       0.608789                 NaN   39.0056     
  1155.68        500.000                 NaN            NaN            NaN            NaN            NaN   11.4530       0.262494                 NaN   7.27233        41.3978       0.608762                 NaN   39.0056     
  1154.31        500.000                 NaN            NaN            NaN            NaN            NaN   11.4514       0.264127                 NaN   7.27241        41.3977       0.608736                 NaN   39.0056     
  1152.95        500.000                 NaN            NaN            NaN            NaN            NaN   11.4498       0.265787                 NaN   7.27249        41.3976       0.608710                 NaN   39.0056     
  1151.58        500.000                 NaN            NaN            NaN            NaN            NaN   11.4482       0.267479                 NaN   7.27257        41.3974       0.608682                 NaN   39.0056     
  1150.21        500.000                 NaN            NaN            NaN            NaN            NaN   11.4465       0.269260                 NaN   7.27265        41.3973       0.608653                 NaN   39.0056     
  1148.85        500.000                 NaN            NaN            NaN            NaN            NaN   11.4448       0.270974                 NaN   7.27274        41.3972       0.608626                 NaN   39.0056     
  1147.48        500.000                 NaN            NaN            NaN            NaN            NaN   11.4430       0.272877                 NaN   7.27282        41.3971       0.608598                 NaN   39.0057     
  1146.12        500.000                 NaN            NaN            NaN            NaN            NaN   11.4413       0.274625                 NaN   7.27290        41.3969       0.608569                 NaN   39.0057     
  1144.75        500.000                 NaN            NaN            NaN            NaN            NaN   11.4395       0.276524                 NaN   7.27299        41.3968       0.608539                 NaN   39.0057     
  1143.39        500.000                 NaN            NaN            NaN            NaN            NaN   11.4374       0.278633                 NaN   7.27308        41.3967       0.608509                 NaN   39.0057     
  1142.02        500.000                 NaN            NaN            NaN            NaN            NaN   11.4357       0.280405                 NaN   7.27316        41.3966       0.608478                 NaN   39.0057     
  1140.66        500.000                 NaN            NaN            NaN            NaN            NaN   11.4339       0.282329                 NaN   7.27325        41.3964       0.608447                 NaN   39.0057     
  1139.29        500.000                 NaN            NaN            NaN            NaN            NaN   11.4318       0.284453                 NaN   7.27334        41.3963       0.608415                 NaN   39.0057     
  1137.92        500.000                 NaN            NaN            NaN            NaN            NaN   11.4299       0.286466                 NaN   7.27343        41.3962       0.608382                 NaN   39.0057     
  1136.56        500.000                 NaN            NaN            NaN            NaN            NaN   11.4278       0.288558                 NaN   7.27352        41.3960       0.608348                 NaN   39.0057     
  1135.19        500.000                 NaN            NaN            NaN            NaN            NaN   11.4257       0.290728                 NaN   7.27361        41.3959       0.608314                 NaN   39.0057     
  1133.83        500.000                 NaN            NaN            NaN            NaN            NaN   11.4236       0.292947                 NaN   7.27371        41.3957       0.608278                 NaN   39.0057     
  1132.46        500.000                 NaN            NaN            NaN            NaN            NaN   11.4215       0.295155                 NaN   7.27380        41.3956       0.608243                 NaN   39.0057     
  1131.10        500.000                 NaN            NaN            NaN            NaN            NaN   11.4192       0.297525                 NaN   7.27390        41.3954       0.608205                 NaN   39.0058     
  1129.73        500.000                 NaN            NaN            NaN            NaN            NaN   11.4169       0.299861                 NaN   7.27400        41.3953       0.608168                 NaN   39.0058     
  1128.37        500.000                 NaN            NaN            NaN            NaN            NaN   11.4146       0.302287                 NaN   7.27409        41.3951       0.608130                 NaN   39.0058     
  1127.00        500.000                 NaN            NaN            NaN            NaN            NaN   11.4121       0.304812                 NaN   7.27420        41.3950       0.608092                 NaN   39.0058     
  1125.63        500.000                 NaN            NaN            NaN            NaN            NaN   11.4098       0.307206                 NaN   7.27430        41.3948       0.608051                 NaN   39.0058     
  1124.27        500.000                 NaN            NaN            NaN            NaN            NaN   11.4072       0.309916                 NaN   7.27441        41.3946       0.608011                 NaN   39.0058     
  1122.90        500.000                 NaN            NaN            NaN            NaN            NaN   11.4048       0.312400                 NaN   7.27451        41.3945       0.607968                 NaN   39.0058     
  1121.54        500.000                 NaN            NaN            NaN            NaN            NaN   11.4022       0.315079                 NaN   7.27462        41.3943       0.607925                 NaN   39.0058     
  1120.17        500.000                 NaN            NaN            NaN            NaN            NaN   1.82227        10.0190                 NaN   7.38234        41.1908       0.559964                 NaN   39.0256     
  1118.81        500.000                 NaN            NaN            NaN            NaN            NaN   11.1827       0.660850                 NaN   7.38620        41.1851       0.559068                 NaN   39.0262     
  1117.44        500.000                 NaN            NaN            NaN            NaN            NaN   10.3477        1.36934                 NaN   7.28066        41.3901       0.606708                 NaN   39.0055     
  1116.08        500.000                 NaN            NaN            NaN            NaN            NaN   10.3476        1.36944                 NaN   7.28066        41.3901       0.606707                 NaN   39.0055     
  1114.71        500.000                 NaN            NaN            NaN            NaN            NaN   10.3475        1.36955                 NaN   7.28066        41.3901       0.606705                 NaN   39.0055     
  1113.34        500.000                 NaN            NaN            NaN            NaN            NaN   10.3474        1.36967                 NaN   7.28067        41.3901       0.606703                 NaN   39.0055     
  1111.98        500.000                 NaN            NaN            NaN            NaN            NaN   10.3473        1.36979                 NaN   7.28067        41.3900       0.606701                 NaN   39.0055     
  1110.61        500.000                 NaN            NaN            NaN            NaN            NaN   10.3471        1.36992                 NaN   7.28068        41.3900       0.606699                 NaN   39.0055     
  1109.25        500.000                 NaN            NaN            NaN            NaN            NaN   10.3470        1.37007                 NaN   7.28068        41.3900       0.606697                 NaN   39.0055     
  1107.88        500.000                 NaN            NaN            NaN            NaN            NaN   10.3468        1.37021                 NaN   7.28069        41.3900       0.606695                 NaN   39.0055     
  1106.52        500.000                 NaN            NaN            NaN            NaN            NaN   10.3466        1.37046                 NaN   7.28069        41.3900       0.606692                 NaN   39.0055     
  1105.15        500.000                 NaN            NaN            NaN            NaN            NaN   10.3462        1.37065       0.244804E-003   7.28070        41.3900       0.606690                 NaN   39.0055     
  1103.78        500.000                 NaN            NaN            NaN            NaN            NaN   10.3459        1.37086       0.288532E-003   7.28071        41.3900       0.606687                 NaN   39.0055     
  1102.42        500.000                 NaN            NaN            NaN            NaN            NaN   10.3453        1.37125       0.510799E-003   7.28072        41.3900       0.606683                 NaN   39.0055     
  1101.05        500.000                 NaN            NaN            NaN            NaN            NaN   3.69909        8.16138                 NaN   7.40589        41.1512       0.551863                 NaN   39.0305     
  1099.69        500.000                 NaN            NaN            NaN            NaN            NaN   3.56823        8.29450                 NaN   7.40819        41.1472       0.550875                 NaN   39.0310     
  1098.32        500.000                 NaN            NaN            NaN            NaN            NaN   3.46095        8.40404                 NaN   7.41048        41.1432       0.549894                 NaN   39.0314     
  1096.96        500.000                 NaN            NaN            NaN            NaN            NaN   3.14018        7.86118       0.866632        7.41309        41.1383       0.548654                 NaN   39.0319     
  1095.59        500.000                 NaN            NaN            NaN            NaN            NaN   3.04346        8.08219       0.744465        7.41526        41.1345       0.547736                 NaN   39.0324     
  1094.23        500.000                 NaN            NaN            NaN            NaN            NaN   3.02231        8.25531       0.594477        7.41740        41.1308       0.546858                 NaN   39.0328     
  1092.86        500.000                 NaN            NaN            NaN            NaN            NaN   3.04100        8.41297       0.420019        7.41951        41.1273       0.546006                 NaN   39.0332     
  1091.49        500.000                 NaN            NaN            NaN            NaN            NaN   3.09929        8.56704       0.209401        7.42156        41.1239       0.545197                 NaN   39.0336     
  1090.13        500.000                 NaN            NaN            NaN            NaN            NaN   3.17371        8.70400                 NaN   7.42372        41.1202       0.544305                 NaN   39.0341     
  1088.76        500.000                 NaN            NaN            NaN            NaN  0.205103E-002   10.3560        1.35791                 NaN   7.28036        41.3907       0.606892                 NaN   39.0061     
  1087.40        500.000                 NaN            NaN            NaN            NaN            NaN   8.83387        3.04793                 NaN   7.42816        41.1127       0.542459                 NaN   39.0349     
  1086.03        500.000                 NaN            NaN            NaN            NaN            NaN   3.55937        8.35148                 NaN   7.44525        41.0751       0.531470                 NaN   39.0374     
  1084.67        500.000                 NaN            NaN            NaN            NaN            NaN   8.44825        3.40533       0.126884E-005   7.41300        41.1464       0.553187                 NaN   39.0339     
  1083.30        500.000                 NaN            NaN            NaN            NaN            NaN   9.67610        2.24819                 NaN   7.45528        41.0561       0.525768                 NaN   39.0386     
  1081.94        500.000                 NaN            NaN            NaN            NaN            NaN   5.58392       0.304507        5.98432        7.41503        41.1301       0.547826                 NaN   39.0343     
  1080.57        500.000                 NaN            NaN            NaN            NaN            NaN   5.59063       0.237222        6.04673        7.41485        41.1286       0.547348                 NaN   39.0346     
  1079.20        500.000                 NaN            NaN            NaN            NaN            NaN   5.65769       0.412424E-001   6.17758        7.41567        41.1262       0.546762                 NaN   39.0349     
  1077.84        500.000                 NaN            NaN            NaN            NaN            NaN   5.82091        6.05689                 NaN   7.41672        41.1240       0.546310                 NaN   39.0352     
  1076.47        500.000                 NaN            NaN            NaN            NaN            NaN   5.98627        5.89273                 NaN   7.41792        41.1217       0.545848                 NaN   39.0355     
  1075.11        500.000                 NaN            NaN            NaN            NaN            NaN   4.05714        7.85218                 NaN   7.44993        41.0702       0.531932                 NaN   39.0386     
  1073.74        500.000                 NaN            NaN            NaN            NaN            NaN   1.14023        2.94356        7.82601        7.45311        41.0660       0.531112                 NaN   39.0400     
  1072.38        500.000                 NaN            NaN            NaN            NaN            NaN   6.36816        5.51517                 NaN   7.42215        41.1138       0.544151                 NaN   39.0366     
  1071.01        500.000                 NaN            NaN            NaN            NaN   1.60402        2.56147        6.85984                 NaN   7.20051        41.6220       0.693392                 NaN   39.4587     
  1069.65        500.000                 NaN            NaN            NaN            NaN   1.60406        2.56134        6.85991                 NaN   7.20051        41.6221       0.693395                 NaN   39.4587     
  1068.28        500.000                 NaN            NaN            NaN            NaN   1.60406        2.56132        6.85992                 NaN   7.20051        41.6221       0.693396                 NaN   39.4587     
  1066.91        500.000                 NaN            NaN            NaN            NaN            NaN   6.71408        5.17668                 NaN   7.42933        41.1005       0.541174                 NaN   39.0382     
  1065.55        500.000                 NaN            NaN            NaN            NaN  0.150957        4.73703        6.96706                 NaN   7.44723        41.0779       0.536240                 NaN   39.0836     
  1064.18        500.000                 NaN            NaN            NaN            NaN   2.20352       0.722876        7.80086                 NaN   7.13011        41.7826       0.740981                 NaN   39.6191     
  1062.82        500.000                 NaN            NaN            NaN            NaN   2.22060       0.670472        7.82768                 NaN   7.12810        41.7872       0.742337                 NaN   39.6237     
  1061.45        500.000                 NaN            NaN            NaN            NaN   2.23682       0.620736        7.85313                 NaN   7.12620        41.7915       0.743625                 NaN   39.6280     
  1060.09        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1058.72        500.000                 NaN            NaN            NaN            NaN   2.27403       0.506615        7.91154                 NaN   7.12183        41.8015       0.746578                 NaN   39.6379     
  1057.35        500.000                 NaN            NaN            NaN            NaN   2.29364       0.446470        7.94232                 NaN   7.11952        41.8067       0.748135                 NaN   39.6432     
  1055.99        500.000                 NaN            NaN            NaN            NaN   2.31397       0.384136        7.97423                 NaN   7.11714        41.8122       0.749749                 NaN   39.6486     
  1054.62        500.000                 NaN            NaN            NaN            NaN   2.33504       0.319500        8.00731                 NaN   7.11466        41.8178       0.751422                 NaN   39.6543     
  1053.26        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1051.89        500.000                 NaN            NaN            NaN            NaN   2.38895       0.157169        8.08944                 NaN   7.10885        41.8314       0.755469                 NaN   39.6687     
  1050.53        500.000                 NaN            NaN            NaN            NaN   2.40352       0.111601        8.11304                 NaN   7.10699        41.8355       0.756693                 NaN   39.6726     
  1049.16        500.000                 NaN            NaN            NaN            NaN   2.41847       0.648629E-001   8.13724                 NaN   7.10508        41.8398       0.757949                 NaN   39.6766     
  1047.80        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1046.43        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1045.06        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1043.70        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1042.33        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1040.97        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1039.60        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1038.24        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1036.87        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1035.51        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1034.14        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1032.77        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1031.41        500.000                 NaN            NaN            NaN            NaN   2.43922        8.17083                 NaN            NaN   7.10243        41.8457       0.759691                 NaN   39.6821     
  1030.04        500.000                 NaN            NaN            NaN            NaN   2.64711        7.96255                 NaN            NaN   7.13156        41.7596       0.743696                 NaN   39.7555     
  1028.68        500.000                 NaN            NaN            NaN            NaN   2.65603        7.94977                 NaN            NaN   7.13093        41.7609       0.744257                 NaN   39.7581     
  1027.31        500.000                 NaN            NaN            NaN            NaN   2.66345        7.93915                 NaN            NaN   7.13013        41.7623       0.744751                 NaN   39.7603     
  1025.95        500.000                 NaN            NaN            NaN            NaN   2.67142        7.92798                 NaN            NaN   7.12938        41.7635       0.745220                 NaN   39.7625     
  1024.58        500.000                 NaN            NaN            NaN            NaN   2.68356        7.90859                 NaN            NaN   7.12938        41.7664       0.746077                 NaN   39.7660     
  1023.22        500.000                 NaN            NaN            NaN            NaN   2.68401        7.91509                 NaN            NaN   7.13199        41.7571       0.744457                 NaN   39.7674     
  1021.85        500.000                 NaN            NaN            NaN            NaN   2.43967        8.17044                 NaN            NaN   7.10252        41.8454       0.759637                 NaN   39.6823     
