|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/LAR/LAR_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1171.70        500.000                 NaN   11.7349                 NaN            NaN            NaN   7.40281                 NaN   40.8449       0.568341        39.4491     
  1170.70        500.000                 NaN   11.7365                 NaN            NaN            NaN   7.40454                 NaN   40.8420       0.567641        39.4494     
  1169.69        500.000                 NaN   11.7381                 NaN            NaN            NaN   7.40627                 NaN   40.8391       0.566938        39.4496     
  1168.69        500.000                 NaN   11.7397                 NaN            NaN            NaN   7.40801                 NaN   40.8362       0.566232        39.4498     
  1167.69        500.000                 NaN   11.7414                 NaN            NaN            NaN   7.40975                 NaN   40.8333       0.565521        39.4501     
  1166.68        500.000                 NaN   11.7427                 NaN            NaN            NaN   7.41149                 NaN   40.8306       0.564911        39.4502     
  1165.68        500.000                 NaN   11.7447                 NaN            NaN            NaN   7.41324                 NaN   40.8274       0.564090        39.4505     
  1164.67        500.000                 NaN   11.7464                 NaN            NaN            NaN   7.41500                 NaN   40.8245       0.563368        39.4508     
  1163.67        500.000                 NaN   11.7614                 NaN            NaN            NaN   7.42464                 NaN   40.8039       0.557308        39.4527     
  1162.67        500.000                 NaN   11.7498                 NaN            NaN            NaN   7.41852                 NaN   40.8185       0.561913        39.4513     
  1161.66        500.000                 NaN   11.7515                 NaN            NaN            NaN   7.42029                 NaN   40.8155       0.561179        39.4515     
  1160.66        500.000                 NaN   11.7532                 NaN            NaN            NaN   7.42206                 NaN   40.8125       0.560442        39.4518     
  1159.65        500.000                 NaN   11.7549                 NaN            NaN            NaN   7.42384                 NaN   40.8095       0.559700        39.4520     
  1158.65        500.000                 NaN   11.7567                 NaN            NaN            NaN   7.42562                 NaN   40.8065       0.558955        39.4523     
  1157.65        500.000                 NaN   11.7584                 NaN            NaN            NaN   7.42741                 NaN   40.8034       0.558204        39.4526     
  1156.64        500.000                 NaN   11.7602                 NaN            NaN            NaN   7.42920                 NaN   40.8004       0.557451        39.4528     
  1155.64        500.000                 NaN   1.41336        10.3444                 NaN            NaN   7.42919                 NaN   40.8023       0.558398        39.4523     
  1154.63        500.000                 NaN   6.01667        5.74701                 NaN            NaN   7.43277                 NaN   40.7943       0.555948        39.4533     
  1153.63        500.000                 NaN   6.00847        5.75664                 NaN            NaN   7.43432                 NaN   40.7916       0.555358        39.4536     
  1152.62        500.000                 NaN   6.00387        5.76268                 NaN            NaN   7.43588                 NaN   40.7890       0.554765        39.4538     
  1151.62        500.000                 NaN   6.00416        5.76385                 NaN            NaN   7.43744                 NaN   40.7864       0.554166        39.4540     
  1150.62        500.000                 NaN   6.00812        5.76137                 NaN            NaN   7.43901                 NaN   40.7837       0.553563        39.4542     
  1149.61        500.000                 NaN   6.01699        5.75398                 NaN            NaN   7.44059                 NaN   40.7810       0.552955        39.4545     
  1148.61        500.000                 NaN   6.02962        5.74285                 NaN            NaN   7.44217                 NaN   40.7783       0.552345        39.4547     
  1147.60        500.000                 NaN   11.7863                 NaN            NaN            NaN   7.45263                 NaN   40.7585       0.546355        39.4562     
  1146.60        500.000                 NaN   9.00434        2.78315                 NaN            NaN   7.45390                 NaN   40.7563       0.545856        39.4564     
  1145.60        500.000                 NaN   8.49380        3.29492                 NaN            NaN   7.45541                 NaN   40.7540       0.545301        39.4566     
  1144.59        500.000                 NaN   7.97751        3.81246                 NaN            NaN   7.45692                 NaN   40.7516       0.544739        39.4568     
  1143.59        500.000                 NaN   7.45495        4.33628                 NaN            NaN   7.45843                 NaN   40.7492       0.544171        39.4570     
  1142.58        500.000                 NaN   6.92856        4.86395                 NaN            NaN   7.45996                 NaN   40.7468       0.543596        39.4572     
  1141.58        500.000                 NaN   6.39906        5.39474                 NaN            NaN   7.46150                 NaN   40.7443       0.543012        39.4574     
  1140.58        500.000                 NaN   5.86419        5.93093                 NaN            NaN   7.46305                 NaN   40.7418       0.542423        39.4576     
  1139.57        500.000                 NaN   5.32925        6.46720                 NaN            NaN   7.46461                 NaN   40.7393       0.541824        39.4578     
  1138.57        500.000                 NaN   11.8001                 NaN            NaN            NaN   7.46820                 NaN   40.7335       0.540109        39.4581     
  1137.56        500.000                 NaN   2.67633        9.11958                 NaN            NaN   7.46567                 NaN   40.7387       0.541931        39.4578     
  1136.56        500.000                 NaN   2.37417        9.42752                 NaN            NaN   7.46973                 NaN   40.7303       0.539601        39.4587     
  1135.55        500.000                 NaN   2.21279        9.59067                 NaN            NaN   7.47161                 NaN   40.7272       0.538816        39.4589     
  1134.55        500.000                 NaN   2.00806        9.79725                 NaN            NaN   7.47354                 NaN   40.7240       0.538001        39.4591     
  1133.55        500.000                 NaN   1.73109        10.0762                 NaN            NaN   7.47557                 NaN   40.7206       0.537133        39.4594     
  1132.54        500.000                 NaN   10.4624        1.35123                 NaN            NaN   7.47853                 NaN   40.7108       0.536329        39.4606     
  1131.54        500.000                 NaN   10.3771        1.43815                 NaN            NaN   7.48014                 NaN   40.7080       0.535708        39.4609     
  1130.53        500.000                 NaN   8.67419        3.13169                 NaN            NaN   7.47551                 NaN   40.7206       0.538311        39.4597     
  1129.53        500.000                 NaN   8.19475        3.61132                 NaN            NaN   7.47578                 NaN   40.7197       0.538494        39.4599     
  1128.53        500.000                 NaN   7.77815        4.02821                 NaN            NaN   7.47616                 NaN   40.7187       0.538614        39.4602     
  1127.52        500.000                 NaN   11.8198                 NaN            NaN            NaN   7.48780                 NaN   40.6998       0.531698        39.4608     
  1126.52        500.000                 NaN   11.8217                 NaN            NaN            NaN   7.48984                 NaN   40.6965       0.530874        39.4612     
  1125.51        500.000                 NaN   2.73865        9.06504                 NaN            NaN   7.47822                 NaN   40.7180       0.539236        39.4608     
  1124.51        500.000                 NaN   7.33282        2.79066        1.69285                 NaN   7.48540                 NaN   40.7023       0.534390        39.4615     
  1123.51        500.000                 NaN   2.87953        8.92061       0.307611E-003            NaN   7.47605                 NaN   40.7241       0.539848        39.4595     
  1122.50        500.000                 NaN   2.66689        9.13233       0.252118E-003            NaN   7.47622                 NaN   40.7250       0.539955        39.4593     
  1121.50        500.000                 NaN   2.48028        9.31837                 NaN            NaN   7.47647                 NaN   40.7257       0.540008        39.4592     
  1120.49        500.000                 NaN   11.4378       0.392333                 NaN            NaN   7.49806                 NaN   40.6820       0.527259        39.4625     
  1119.49        500.000                 NaN   11.8343                 NaN            NaN            NaN   7.50346                 NaN   40.6743       0.525239        39.4627     
  1118.49        500.000                 NaN   10.6512        1.18002                 NaN            NaN   7.50167                 NaN   40.6744       0.527983        39.4647     
  1117.48        500.000                 NaN   11.8334                 NaN            NaN            NaN   7.50357                 NaN   40.6746       0.525721        39.4627     
  1116.48        500.000                 NaN   11.8259                 NaN            NaN            NaN   7.50012                 NaN   40.6839       0.528504        39.4616     
  1115.47        500.000                 NaN   11.8433                 NaN            NaN            NaN   7.51101                 NaN   40.6599       0.521606        39.4642     
  1114.47        500.000                 NaN   11.8175                 NaN            NaN  0.713283E-002   7.50214                 NaN   40.6814       0.527960        39.4638     
  1113.46        500.000                 NaN   11.8456                 NaN            NaN            NaN   7.51445                 NaN   40.6552       0.520293        39.4645     
  1112.46        500.000                 NaN   11.8479                 NaN            NaN            NaN   7.51550                 NaN   40.6521       0.519607        39.4649     
  1111.46        500.000                 NaN   11.8511                 NaN            NaN            NaN   7.51833                 NaN   40.6470       0.518259        39.4653     
  1110.45        500.000                 NaN   10.6740        1.17509                 NaN            NaN   7.51697                 NaN   40.6484       0.519701        39.4658     
  1109.45        500.000                 NaN   10.8035        1.04795                 NaN            NaN   7.51922                 NaN   40.6446       0.518637        39.4660     
  1108.44        500.000                 NaN   11.0621       0.792796                 NaN            NaN   7.52206                 NaN   40.6395       0.517214        39.4664     
  1107.44        500.000                 NaN   11.3659       0.492626                 NaN            NaN   7.52509                 NaN   40.6340       0.515652        39.4667     
  1106.44        500.000                 NaN  0.130141        11.7312                 NaN            NaN   7.52744                 NaN   40.6300       0.514411        39.4668     
  1105.43        500.000                 NaN   11.7388                 NaN            NaN  0.806669E-001   7.51760                 NaN   40.6535       0.521531        39.4879     
  1104.43        500.000                 NaN   4.58128        6.01894                 NaN  0.841537        7.42639                 NaN   40.8584       0.582482        39.6910     
  1103.42        500.000                 NaN   1.56538        10.2889                 NaN  0.460873E-002   7.52872                 NaN   40.6295       0.514291        39.4686     
  1102.42        500.000                 NaN   4.37844        5.80718                 NaN   1.11914        7.39460                 NaN   40.9308       0.604295        39.7656     
  1101.42        500.000                 NaN   3.57556        5.22239       0.285732E-004   2.01238        7.26690                 NaN   41.2302       0.692040        40.0005     
  1100.41        500.000                 NaN   3.76530        4.51072                 NaN   2.36982        7.22981                 NaN   41.3109       0.716270        40.0972     
  1099.41        500.000                 NaN   3.56157        4.61597                 NaN   2.43442        7.22129                 NaN   41.3303       0.722066        40.1144     
  1098.40        500.000                 NaN   3.35845        4.74044                 NaN   2.48577        7.21439                 NaN   41.3461       0.726781        40.1281     
  1097.40        500.000                 NaN   8.82988                 NaN            NaN   2.02591        7.28792                 NaN   41.1713       0.675995        40.0090     
  1096.39        500.000                 NaN   8.74328                 NaN            NaN   2.08551        7.28220                 NaN   41.1831       0.680313        40.0256     
  1095.39        500.000                 NaN   8.63085                 NaN            NaN   2.15843        7.27213                 NaN   41.2066       0.687099        40.0449     
  1094.39        500.000                 NaN   8.57491                 NaN            NaN   2.19578        7.26794                 NaN   41.2162       0.690114        40.0551     
  1093.38        500.000                 NaN   8.53453                 NaN            NaN   2.22249        7.26490                 NaN   41.2234       0.692298        40.0624     
  1092.38        500.000                 NaN   8.52404                 NaN            NaN   2.23061        7.26503                 NaN   41.2230       0.692405        40.0649     
  1091.37        500.000                 NaN   8.41817                 NaN            NaN   2.30027        7.25617                 NaN   41.2431       0.698624        40.0836     
  1090.37        500.000                 NaN   8.37313                 NaN            NaN   2.33039        7.25288                 NaN   41.2507       0.701037        40.0919     
  1089.37        500.000                 NaN   8.31684                 NaN            NaN   2.36765        7.24848                 NaN   41.2608       0.704201        40.1021     
  1088.36        500.000                 NaN   8.28895                 NaN            NaN   2.38669        7.24679                 NaN   41.2646       0.705533        40.1074     
  1087.36        500.000                 NaN   8.25431                 NaN            NaN   2.41008        7.24446                 NaN   41.2700       0.707301        40.1139     
  1086.35        500.000                 NaN   8.23763                 NaN            NaN   2.42196        7.24388                 NaN   41.2713       0.707903        40.1174     
  1085.35        500.000                 NaN   8.15327                 NaN            NaN   2.47554        7.23573                 NaN   41.2906       0.713539        40.1314     
  1084.35        500.000                 NaN   7.62396                 NaN            NaN   2.79075        7.17029                 NaN   41.4496       0.757042        40.2084     
  1083.34        500.000                 NaN   7.85487                 NaN            NaN   2.65603        7.20076                 NaN   41.3750       0.737108        40.1763     
  1082.34        500.000                 NaN   8.12029                 NaN            NaN   2.50168        7.23653                 NaN   41.2881       0.713669        40.1397     
  1081.33        500.000                 NaN   8.09412                 NaN            NaN   2.51946        7.23483                 NaN   41.2919       0.714990        40.1447     
  1080.33        500.000                 NaN   7.73391                 NaN            NaN   2.73151        7.18827                 NaN   41.4050       0.745618        40.1957     
  1079.32        500.000                 NaN   8.01920                 NaN            NaN   2.56974        7.22962                 NaN   41.3037       0.719019        40.1587     
  1078.32        500.000                 NaN   7.97499                 NaN            NaN   2.59934        7.22636                 NaN   41.3110       0.721438        40.1669     
  1077.32        500.000                 NaN   7.94702                 NaN            NaN   2.61814        7.22460                 NaN   41.3153       0.722865        40.1721     
  1076.31        500.000                 NaN   7.91141                 NaN            NaN   2.64154        7.22170                 NaN   41.3218       0.724947        40.1786     
  1075.31        500.000                 NaN   7.64589                 NaN            NaN   2.78596        7.17891                 NaN   41.4275       0.752107        40.2097     
  1074.30        500.000                 NaN   7.86914                 NaN            NaN   2.67082        7.21951                 NaN   41.3267       0.726866        40.1870     
  1073.30        500.000                 NaN   7.84484                 NaN            NaN   2.68735        7.21799                 NaN   41.3302       0.728030        40.1916     
  1072.30        500.000                 NaN   7.82079                 NaN            NaN   2.70357        7.21653                 NaN   41.3336       0.729292        40.1962     
  1071.29        500.000                 NaN   7.79940                 NaN            NaN   2.71804        7.21515                 NaN   41.3368       0.730362        40.2002     
  1070.29        500.000                 NaN   7.77524                 NaN            NaN   2.73469        7.21382                 NaN   41.3397       0.731522        40.2051     
  1069.28        500.000                 NaN   7.75017                 NaN            NaN   2.75133        7.21204                 NaN   41.3439       0.732890        40.2097     
  1068.28        500.000                 NaN   7.73157                 NaN            NaN   2.76444        7.21126                 NaN   41.3455       0.733680        40.2135     
  1067.28        500.000                 NaN   7.70514                 NaN            NaN   2.78196        7.20935                 NaN   41.3499       0.735140        40.2185     
  1066.27        500.000                 NaN   7.69159                 NaN            NaN   2.79194        7.20910                 NaN   41.3504       0.735540        40.2214     
  1065.27        500.000                 NaN   7.57659                 NaN            NaN   2.83706        7.17762                 NaN   41.4294       0.754047        40.2253     
  1064.26        500.000                 NaN   7.57639                 NaN            NaN   2.83999        7.18101                 NaN   41.4228       0.752732        40.2271     
  1063.26        500.000                 NaN   7.56163                 NaN            NaN   2.84941        7.17843                 NaN   41.4273       0.753879        40.2294     
  1062.25        500.000                 NaN   7.49179                 NaN            NaN   2.86984        7.15419                 NaN   41.4885       0.767746        40.2279     
  1061.25        500.000                 NaN   7.58580                 NaN            NaN   2.86353        7.20260                 NaN   41.3653       0.740943        40.2419     
  1060.25        500.000                 NaN   7.59176                 NaN            NaN   2.86092        7.20409                 NaN   41.3616       0.740092        40.2415     
  1059.24        500.000                 NaN   7.58449                 NaN            NaN   2.86484        7.20431                 NaN   41.3629       0.740671        40.2428     
  1058.24        500.000                 NaN   7.55612                 NaN            NaN   2.88551        7.20225                 NaN   41.3657       0.741755        40.2487     
  1057.23        500.000                 NaN   7.51588                 NaN            NaN   2.89947        7.18991                 NaN   41.3970       0.748870        40.2489     
  1056.23        500.000                 NaN   7.51513                 NaN            NaN   2.91338        7.19983                 NaN   41.3712       0.743834        40.2566     
  1055.23        500.000                 NaN   7.48728                 NaN            NaN   2.93147        7.19763                 NaN   41.3766       0.745499        40.2616     
  1054.22        500.000                 NaN   7.48139                 NaN            NaN   2.91772        7.18399                 NaN   41.4115       0.752658        40.2527     
  1053.22        500.000                 NaN   7.46842                 NaN            NaN   2.92931        7.18531                 NaN   41.4079       0.752253        40.2568     
  1052.21        500.000                 NaN   7.42901                 NaN            NaN   2.97117        7.19433                 NaN   41.3839       0.748443        40.2731     
  1051.21        500.000                 NaN   7.41897                 NaN            NaN   2.97861        7.19421                 NaN   41.3841       0.748730        40.2754     
  1050.21        500.000                 NaN   7.41635                 NaN            NaN   2.98143        7.19483                 NaN   41.3824       0.748487        40.2765     
  1049.20        500.000                 NaN   7.38708                 NaN            NaN   3.00032        7.19248                 NaN   41.3881       0.750297        40.2817     
  1048.20        500.000                 NaN   7.37365                 NaN            NaN   3.00975        7.19194                 NaN   41.3892       0.750867        40.2846     
  1047.19        500.000                 NaN   7.36667                 NaN            NaN   3.01523        7.19211                 NaN   41.3887       0.750952        40.2864     
  1046.19        500.000                 NaN   7.34370                 NaN            NaN   3.03043        7.19052                 NaN   41.3924       0.752263        40.2907     
  1045.18        500.000                 NaN   7.34351                 NaN            NaN   3.03169        7.19129                 NaN   41.3903       0.751859        40.2913     
  1044.18        500.000                 NaN   7.34424                 NaN            NaN   3.03234        7.19192                 NaN   41.3883       0.751451        40.2918     
  1043.18        500.000                 NaN   7.33528                 NaN            NaN   3.03902        7.19208                 NaN   41.3881       0.751636        40.2939     
  1042.17        500.000                 NaN   7.32221                 NaN            NaN   3.04816        7.19167                 NaN   41.3891       0.752211        40.2966     
  1041.17        500.000                 NaN   7.28489                 NaN            NaN   3.07221        7.18852                 NaN   41.3964       0.754599        40.3033     
  1040.16        500.000                 NaN   7.27477                 NaN            NaN   3.07954        7.18834                 NaN   41.3968       0.754948        40.3056     
  1039.16        500.000                 NaN   7.28278                 NaN            NaN   3.07577        7.19004                 NaN   41.3925       0.753914        40.3050     
  1038.16        500.000                 NaN   7.27009                 NaN            NaN   3.08469        7.18968                 NaN   41.3934       0.754470        40.3077     
  1037.15        500.000                 NaN   7.25758                 NaN            NaN   3.09350        7.18916                 NaN   41.3944       0.755005        40.3103     
  1036.15        500.000                 NaN   7.24535                 NaN            NaN   3.10211        7.18872                 NaN   41.3953       0.755523        40.3130     
  1035.14        500.000                 NaN   7.23343                 NaN            NaN   3.11053        7.18831                 NaN   41.3962       0.756020        40.3155     
  1034.14        500.000                 NaN   7.22220                 NaN            NaN   3.11855        7.18798                 NaN   41.3968       0.756458        40.3180     
  1033.14        500.000                 NaN   7.21025                 NaN            NaN   3.12695        7.18755                 NaN   41.3977       0.756979        40.3205     
  1032.13        500.000                 NaN   7.20040                 NaN            NaN   3.13417        7.18740                 NaN   41.3980       0.757296        40.3228     
  1031.13        500.000                 NaN   7.18999                 NaN            NaN   3.14167        7.18714                 NaN   41.3984       0.757678        40.3251     
  1030.12        500.000                 NaN   7.42373                 NaN            NaN   2.92489        7.15710                 NaN   41.4800       0.767904        40.2464     
  1029.12        500.000                 NaN   7.17089                 NaN            NaN   3.15553        7.18674                 NaN   41.3990       0.758351        40.3294     
  1028.12        500.000                 NaN   7.11681                 NaN            NaN   3.18930        7.18166                 NaN   41.4118       0.762163        40.3383     
  1027.11        500.000                 NaN   7.15199                 NaN            NaN   3.16924        7.18643                 NaN   41.3996       0.759016        40.3337     
  1026.11        500.000                 NaN   7.13865                 NaN            NaN   3.17846        7.18584                 NaN   41.4009       0.759652        40.3365     
  1025.10        500.000                 NaN   7.08537                 NaN            NaN   3.21173        7.18080                 NaN   41.4134       0.763415        40.3453     
  1024.10        500.000                 NaN   7.42373                 NaN            NaN   2.92489        7.15710                 NaN   41.4800       0.767904        40.2464     
  1023.09        500.000                 NaN   7.07617                 NaN            NaN   3.21957        7.18154                 NaN   41.4112       0.763336        40.3481     
  1022.09        500.000                 NaN   7.05996                 NaN            NaN   3.23044        7.18059                 NaN   41.4135       0.764221        40.3513     
  1021.09        500.000                 NaN   7.04307                 NaN            NaN   3.24170        7.17957                 NaN   41.4160       0.765166        40.3545     
  1020.08        500.000                 NaN   7.03102                 NaN            NaN   3.25006        7.17908                 NaN   41.4170       0.765728        40.3571     
  1019.08        500.000                 NaN   7.02044                 NaN            NaN   3.25753        7.17876                 NaN   41.4177       0.766176        40.3594     
  1018.07        500.000                 NaN   7.01007                 NaN            NaN   3.26487        7.17846                 NaN   41.4183       0.766610        40.3617     
  1017.07        500.000                 NaN   7.00012                 NaN            NaN   3.27195        7.17821                 NaN   41.4188       0.767013        40.3639     
  1016.07        500.000                 NaN   6.98986                 NaN            NaN   3.27921        7.17792                 NaN   41.4194       0.767444        40.3661     
  1015.06        500.000                 NaN   6.97980                 NaN            NaN   3.28635        7.17765                 NaN   41.4200       0.767862        40.3684     
  1014.06        500.000                 NaN   6.96986                 NaN            NaN   3.29340        7.17739                 NaN   41.4205       0.768272        40.3706     
  1013.05        500.000                 NaN   6.96012                 NaN            NaN   3.30033        7.17715                 NaN   41.4210       0.768667        40.3727     
  1012.05        500.000                 NaN   6.97656                 NaN            NaN   3.29179        7.17990                 NaN   41.4138       0.766923        40.3710     
  1011.05        500.000                 NaN   6.94110                 NaN            NaN   3.31391        7.17671                 NaN   41.4219       0.769431        40.3770     
  1010.04        500.000                 NaN   6.93302                 NaN            NaN   3.31984        7.17665                 NaN   41.4219       0.769703        40.3789     
  1009.04        500.000                 NaN   6.98308                 NaN            NaN   3.29156        7.18332                 NaN   41.4045       0.765170        40.3723     
  1008.03        500.000                 NaN   6.91370                 NaN            NaN   3.33437        7.17676                 NaN   41.4214       0.770196        40.3836     
  1007.03        500.000                 NaN   6.96674                 NaN            NaN   3.30362        7.18324                 NaN   41.4044       0.765695        40.3763     
  1006.02        500.000                 NaN   6.95214                 NaN            NaN   3.31416        7.18100                 NaN   41.4066       0.766711        40.3794     
  1005.02        500.000                 NaN   6.88580                 NaN            NaN   3.35345        7.17556                 NaN   41.4241       0.771635        40.3895     
  1004.02        500.000                 NaN   6.90134                 NaN            NaN   3.34555        7.17825                 NaN   41.4169       0.769936        40.3880     
  1003.01        500.000                 NaN   6.89498                 NaN            NaN   3.35047        7.17839                 NaN   41.4164       0.770067        40.3897     
  1002.01        500.000                 NaN   6.92790                 NaN            NaN   3.33251        7.18318                 NaN   41.4038       0.766895        40.3857     
  1001.00        500.000                 NaN   6.86217                 NaN            NaN   3.37188        7.17642                 NaN   41.4217       0.772055        40.3958     
  1000.00        500.000                 NaN   6.85512                 NaN            NaN   3.37714        7.17652                 NaN   41.4215       0.772240        40.3975     
