|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/LAR/LAR_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        O(HP)          an             Sp(TH)         San(TH)        ilm            q             
  1175.72        500.000                 NaN   8.61095                 NaN            NaN            NaN   7.15773                 NaN   42.9769       0.321761        40.9327     
  1174.72        500.000                 NaN   8.61231                 NaN            NaN            NaN   7.15989                 NaN   42.9729       0.321308        40.9336     
  1173.71        500.000                 NaN   8.61386                 NaN            NaN            NaN   7.16165                 NaN   42.9691       0.320859        40.9345     
  1172.71        500.000                 NaN   8.61542                 NaN            NaN            NaN   7.16342                 NaN   42.9652       0.320405        40.9355     
  1171.70        500.000                 NaN   8.61488                 NaN            NaN            NaN   7.16411                 NaN   42.9646       0.320473        40.9360     
  1170.70        500.000                 NaN   8.61623                 NaN            NaN            NaN   7.16575                 NaN   42.9610       0.320073        40.9369     
  1169.69        500.000                 NaN   8.61760                 NaN            NaN            NaN   7.16740                 NaN   42.9575       0.319671        40.9378     
  1168.69        500.000                 NaN   8.61897                 NaN            NaN            NaN   7.16905                 NaN   42.9540       0.319268        40.9387     
  1167.69        500.000                 NaN   8.62035                 NaN            NaN            NaN   7.17071                 NaN   42.9504       0.318861        40.9397     
  1166.68        500.000                 NaN   8.62150                 NaN            NaN            NaN   7.17236                 NaN   42.9471       0.318511        40.9405     
  1165.68        500.000                 NaN   8.62313                 NaN            NaN            NaN   7.17403                 NaN   42.9433       0.318043        40.9415     
  1164.67        500.000                 NaN   8.62454                 NaN            NaN            NaN   7.17570                 NaN   42.9397       0.317631        40.9425     
  1163.67        500.000                 NaN   8.63768                 NaN            NaN            NaN   7.18504                 NaN   42.9177       0.314210        40.9454     
  1162.67        500.000                 NaN   8.62739                 NaN            NaN            NaN   7.17905                 NaN   42.9324       0.316799        40.9443     
  1161.66        500.000                 NaN   8.62882                 NaN            NaN            NaN   7.18073                 NaN   42.9288       0.316381        40.9453     
  1160.66        500.000                 NaN   8.63027                 NaN            NaN            NaN   7.18241                 NaN   42.9251       0.315959        40.9462     
  1159.65        500.000                 NaN   8.63173                 NaN            NaN            NaN   7.18411                 NaN   42.9215       0.315536        40.9471     
  1158.65        500.000                 NaN   8.63320                 NaN            NaN            NaN   7.18580                 NaN   42.9178       0.315110        40.9481     
  1157.65        500.000                 NaN   8.63468                 NaN            NaN            NaN   7.18750                 NaN   42.9141       0.314682        40.9490     
  1156.64        500.000                 NaN   8.63616                 NaN            NaN            NaN   7.18920                 NaN   42.9104       0.314252        40.9500     
  1155.64        500.000                 NaN   1.03190        7.60307                 NaN            NaN   7.18909                 NaN   42.9115       0.314777        40.9497     
  1154.63        500.000                 NaN   4.40482        4.23437                 NaN            NaN   7.19260                 NaN   42.9030       0.313393        40.9519     
  1153.63        500.000                 NaN   4.39868        4.24187                 NaN            NaN   7.19406                 NaN   42.8996       0.313055        40.9527     
  1152.62        500.000                 NaN   4.39518        4.24675                 NaN            NaN   7.19553                 NaN   42.8963       0.312715        40.9535     
  1151.62        500.000                 NaN   4.39526        4.24805                 NaN            NaN   7.19700                 NaN   42.8929       0.312371        40.9544     
  1150.62        500.000                 NaN   4.39804        4.24668                 NaN            NaN   7.19848                 NaN   42.8896       0.312025        40.9552     
  1149.61        500.000                 NaN   4.40442        4.24173                 NaN            NaN   7.19996                 NaN   42.8862       0.311677        40.9561     
  1148.61        500.000                 NaN   4.41355        4.23403                 NaN            NaN   7.20145                 NaN   42.8827       0.311327        40.9569     
  1147.60        500.000                 NaN   8.65797                 NaN            NaN            NaN   7.21169                 NaN   42.8624       0.307952        40.9600     
  1146.60        500.000                 NaN   6.61979        2.03912                 NaN            NaN   7.21289                 NaN   42.8596       0.307666        40.9609     
  1145.60        500.000                 NaN   6.24561        2.41432                 NaN            NaN   7.21432                 NaN   42.8567       0.307347        40.9617     
  1144.59        500.000                 NaN   5.86714        2.79383                 NaN            NaN   7.21575                 NaN   42.8537       0.307025        40.9626     
  1143.59        500.000                 NaN   5.48398        3.17802                 NaN            NaN   7.21719                 NaN   42.8506       0.306700        40.9635     
  1142.58        500.000                 NaN   5.09793        3.56513                 NaN            NaN   7.21864                 NaN   42.8476       0.306370        40.9643     
  1141.58        500.000                 NaN   4.70950        3.95463                 NaN            NaN   7.22010                 NaN   42.8445       0.306036        40.9652     
  1140.58        500.000                 NaN   4.31703        4.34819                 NaN            NaN   7.22157                 NaN   42.8414       0.305699        40.9661     
  1139.57        500.000                 NaN   3.92441        4.74192                 NaN            NaN   7.22305                 NaN   42.8383       0.305356        40.9670     
  1138.57        500.000                 NaN   8.66922                 NaN            NaN            NaN   7.22651                 NaN   42.8318       0.304385        40.9681     
  1137.56        500.000                 NaN   1.97713        6.68871                 NaN            NaN   7.22400                 NaN   42.8365       0.305406        40.9683     
  1136.56        500.000                 NaN   1.75560        6.91517                 NaN            NaN   7.22791                 NaN   42.8274       0.304088        40.9699     
  1135.55        500.000                 NaN   1.63661        7.03563                 NaN            NaN   7.22970                 NaN   42.8236       0.303640        40.9708     
  1134.55        500.000                 NaN   1.48557        7.18820                 NaN            NaN   7.23154                 NaN   42.8198       0.303176        40.9718     
  1133.55        500.000                 NaN   1.28107        7.39431                 NaN            NaN   7.23348                 NaN   42.8158       0.302682        40.9727     
  1132.54        500.000                 NaN   7.68570        1.00174                 NaN            NaN   7.23591                 NaN   42.8020       0.302207        40.9724     
  1131.54        500.000                 NaN   7.62270        1.06638                 NaN            NaN   7.23743                 NaN   42.7984       0.301851        40.9732     
  1130.53        500.000                 NaN   6.35961        2.31759                 NaN            NaN   7.23310                 NaN   42.8127       0.303321        40.9737     
  1129.53        500.000                 NaN   6.00519        2.67334                 NaN            NaN   7.23325                 NaN   42.8106       0.303415        40.9742     
  1128.53        500.000                 NaN   5.69700        2.98287                 NaN            NaN   7.23352                 NaN   42.8085       0.303474        40.9747     
  1127.52        500.000                 NaN   8.68608                 NaN            NaN            NaN   7.24514                 NaN   42.7909       0.299588        40.9783     
  1126.52        500.000                 NaN   8.68752                 NaN            NaN            NaN   7.24709                 NaN   42.7870       0.299119        40.9793     
  1125.51        500.000                 NaN   2.03336        6.64529                 NaN            NaN   7.23531                 NaN   42.8055       0.303804        40.9767     
  1124.51        500.000                 NaN   5.37188        2.06919        1.24747                 NaN   7.24234                 NaN   42.7893       0.301074        40.9787     
  1123.51        500.000                 NaN   2.13896        6.53586       0.226764E-003            NaN   7.23314                 NaN   42.8110       0.304139        40.9767     
  1122.50        500.000                 NaN   1.98200        6.69191       0.185931E-003            NaN   7.23327                 NaN   42.8114       0.304193        40.9771     
  1121.50        500.000                 NaN   1.84405        6.82922                 NaN            NaN   7.23347                 NaN   42.8116       0.304217        40.9775     
  1120.49        500.000                 NaN   8.40331       0.291175                 NaN            NaN   7.25487                 NaN   42.7689       0.297052        40.9847     
  1119.49        500.000                 NaN   8.69814                 NaN            NaN            NaN   7.26008                 NaN   42.7603       0.295910        40.9856     
  1118.49        500.000                 NaN   7.82346       0.876681                 NaN            NaN   7.25801                 NaN   42.7577       0.297438        40.9867     
  1117.48        500.000                 NaN   8.69792                 NaN            NaN            NaN   7.26007                 NaN   42.7592       0.296168        40.9867     
  1116.48        500.000                 NaN   8.69096                 NaN            NaN            NaN   7.25670                 NaN   42.7685       0.297731        40.9861     
  1115.47        500.000                 NaN   8.70591                 NaN            NaN            NaN   7.26726                 NaN   42.7432       0.293842        40.9898     
  1114.47        500.000                 NaN   8.68513                 NaN            NaN  0.438523E-002   7.25857                 NaN   42.7648       0.297414        40.9897     
  1113.46        500.000                 NaN   8.70776                 NaN            NaN            NaN   7.27053                 NaN   42.7372       0.293093        40.9914     
  1112.46        500.000                 NaN   8.70973                 NaN            NaN            NaN   7.27152                 NaN   42.7335       0.292702        40.9926     
  1111.46        500.000                 NaN   8.71257                 NaN            NaN            NaN   7.27423                 NaN   42.7276       0.291937        40.9937     
  1110.45        500.000                 NaN   7.83911       0.874989                 NaN            NaN   7.27266                 NaN   42.7270       0.292736        40.9935     
  1109.45        500.000                 NaN   7.93545       0.780525                 NaN            NaN   7.27481                 NaN   42.7226       0.292132        40.9945     
  1108.44        500.000                 NaN   8.12816       0.590674                 NaN            NaN   7.27754                 NaN   42.7168       0.291325        40.9955     
  1107.44        500.000                 NaN   8.35486       0.367155                 NaN            NaN   7.28045                 NaN   42.7105       0.290441        40.9966     
  1106.44        500.000                 NaN  0.967372E-001   8.62766                 NaN            NaN   7.28269                 NaN   42.7058       0.289737        40.9974     
  1105.43        500.000                 NaN   8.63702                 NaN            NaN  0.495820E-001   7.27287                 NaN   42.7284       0.293731        41.0184     
  1104.43        500.000                 NaN   3.36631        4.46216                 NaN  0.517062        7.18212                 NaN   42.9286       0.327941        41.2158     
  1103.42        500.000                 NaN   1.16249        7.55363                 NaN  0.283282E-002   7.28402                 NaN   42.7051       0.289662        41.0022     
  1102.42        500.000                 NaN   3.22017        4.31405                 NaN  0.687517        7.15041                 NaN   42.9983       0.340167        41.2894     
  1101.42        500.000                 NaN   2.62972        3.91236       0.212442E-004   1.23568        7.02379                 NaN   43.2935       0.389381        41.5155     
  1100.41        500.000                 NaN   2.79552        3.37861                 NaN   1.45491        6.98683                 NaN   43.3710       0.402944        41.6101     
  1099.41        500.000                 NaN   2.64659        3.45727                 NaN   1.49449        6.97835                 NaN   43.3897       0.406186        41.6274     
  1098.40        500.000                 NaN   2.49730        3.55033                 NaN   1.52595        6.97150                 NaN   43.4048       0.408822        41.6413     
  1097.40        500.000                 NaN   6.56972                 NaN            NaN   1.24403        7.04438                 NaN   43.2322       0.380348        41.5293     
  1096.39        500.000                 NaN   6.51122                 NaN            NaN   1.28047        7.03848                 NaN   43.2419       0.382753        41.5452     
  1095.39        500.000                 NaN   6.42953                 NaN            NaN   1.32518        7.02856                 NaN   43.2652       0.386555        41.5650     
  1094.39        500.000                 NaN   6.38979                 NaN            NaN   1.34806        7.02437                 NaN   43.2740       0.388238        41.5755     
  1093.38        500.000                 NaN   6.36022                 NaN            NaN   1.36451        7.02136                 NaN   43.2809       0.389458        41.5835     
  1092.38        500.000                 NaN   6.35305                 NaN            NaN   1.36943        7.02143                 NaN   43.2799       0.389510        41.5867     
  1091.37        500.000                 NaN   6.27821                 NaN            NaN   1.41210        7.01258                 NaN   43.2989       0.392988        41.6052     
  1090.37        500.000                 NaN   6.24618                 NaN            NaN   1.43054        7.00928                 NaN   43.3057       0.394333        41.6139     
  1089.37        500.000                 NaN   6.20597                 NaN            NaN   1.45339        7.00488                 NaN   43.3152       0.396100        41.6245     
  1088.36        500.000                 NaN   6.18632                 NaN            NaN   1.46502        7.00316                 NaN   43.3184       0.396839        41.6303     
  1087.36        500.000                 NaN   6.16185                 NaN            NaN   1.47931        7.00080                 NaN   43.3230       0.397822        41.6372     
  1086.35        500.000                 NaN   6.15018                 NaN            NaN   1.48658        7.00017                 NaN   43.3236       0.398151        41.6413     
  1085.35        500.000                 NaN   6.08975                 NaN            NaN   1.51934        6.99208                 NaN   43.3422       0.401303        41.6553     
  1084.35        500.000                 NaN   5.70488                 NaN            NaN   1.71246        6.92756                 NaN   43.5010       0.425686        41.7284     
  1083.34        500.000                 NaN   5.87440                 NaN            NaN   1.62987        6.95746                 NaN   43.4251       0.414499        41.6987     
  1082.34        500.000                 NaN   6.06723                 NaN            NaN   1.53534        6.99270                 NaN   43.3377       0.401353        41.6656     
  1081.33        500.000                 NaN   6.04882                 NaN            NaN   1.54619        6.99097                 NaN   43.3408       0.402085        41.6711     
  1080.33        500.000                 NaN   5.78624                 NaN            NaN   1.67604        6.94509                 NaN   43.4538       0.419250        41.7196     
  1079.32        500.000                 NaN   5.99589                 NaN            NaN   1.57696        6.98571                 NaN   43.3512       0.404327        41.6859     
  1078.32        500.000                 NaN   5.96524                 NaN            NaN   1.59504        6.98239                 NaN   43.3574       0.405672        41.6942     
  1077.32        500.000                 NaN   5.94534                 NaN            NaN   1.60653        6.98060                 NaN   43.3611       0.406465        41.7000     
  1076.31        500.000                 NaN   5.91955                 NaN            NaN   1.62091        6.97772                 NaN   43.3671       0.407625        41.7071     
  1075.31        500.000                 NaN   5.72270                 NaN            NaN   1.70922        6.93568                 NaN   43.4735       0.422849        41.7360     
  1074.30        500.000                 NaN   5.89026                 NaN            NaN   1.63872        6.97542                 NaN   43.3705       0.408684        41.7164     
  1073.30        500.000                 NaN   5.87313                 NaN            NaN   1.64882        6.97388                 NaN   43.3733       0.409328        41.7216     
  1072.30        500.000                 NaN   5.85610                 NaN            NaN   1.65872        6.97238                 NaN   43.3761       0.410027        41.7266     
  1071.29        500.000                 NaN   5.84084                 NaN            NaN   1.66751        6.97098                 NaN   43.3787       0.410620        41.7313     
  1070.29        500.000                 NaN   5.82408                 NaN            NaN   1.67772        6.96960                 NaN   43.3808       0.411261        41.7366     
  1069.28        500.000                 NaN   5.80599                 NaN            NaN   1.68790        6.96782                 NaN   43.3845       0.412020        41.7418     
  1068.28        500.000                 NaN   5.79335                 NaN            NaN   1.69588        6.96697                 NaN   43.3853       0.412454        41.7461     
  1067.28        500.000                 NaN   5.77424                 NaN            NaN   1.70664        6.96505                 NaN   43.3892       0.413265        41.7516     
  1066.27        500.000                 NaN   5.76541                 NaN            NaN   1.71265        6.96472                 NaN   43.3888       0.413480        41.7550     
  1065.27        500.000                 NaN   5.67442                 NaN            NaN   1.74018        6.93400                 NaN   43.4696       0.423859        41.7579     
  1064.26        500.000                 NaN   5.67481                 NaN            NaN   1.74195        6.93727                 NaN   43.4623       0.423114        41.7606     
  1063.26        500.000                 NaN   5.66394                 NaN            NaN   1.74769        6.93473                 NaN   43.4664       0.423750        41.7635     
  1062.25        500.000                 NaN   5.60572                 NaN            NaN   1.76028        6.91115                 NaN   43.5295       0.431529        41.7619     
  1061.25        500.000                 NaN   5.69039                 NaN            NaN   1.75637        6.95808                 NaN   43.4005       0.416469        41.7782     
  1060.25        500.000                 NaN   5.69480                 NaN            NaN   1.75473        6.95952                 NaN   43.3963       0.415984        41.7786     
  1059.24        500.000                 NaN   5.68965                 NaN            NaN   1.75708        6.95966                 NaN   43.3969       0.416301        41.7804     
  1058.24        500.000                 NaN   5.66984                 NaN            NaN   1.76972        6.95760                 NaN   43.3991       0.416900        41.7869     
  1057.23        500.000                 NaN   5.63727                 NaN            NaN   1.77815        6.94556                 NaN   43.4309       0.420887        41.7872     
  1056.23        500.000                 NaN   5.64141                 NaN            NaN   1.78664        6.95508                 NaN   43.4031       0.418048        41.7957     
  1055.23        500.000                 NaN   5.62123                 NaN            NaN   1.79769        6.95289                 NaN   43.4080       0.418973        41.8012     
  1054.22        500.000                 NaN   5.61153                 NaN            NaN   1.78921        6.93966                 NaN   43.4440       0.422988        41.7926     
  1053.22        500.000                 NaN   5.60331                 NaN            NaN   1.79627        6.94087                 NaN   43.4395       0.422751        41.7973     
  1052.21        500.000                 NaN   5.58034                 NaN            NaN   1.82200        6.94947                 NaN   43.4133       0.420598        41.8143     
  1051.21        500.000                 NaN   5.57367                 NaN            NaN   1.82645        6.94929                 NaN   43.4127       0.420750        41.8171     
  1050.21        500.000                 NaN   5.57207                 NaN            NaN   1.82813        6.94986                 NaN   43.4104       0.420606        41.8189     
  1049.20        500.000                 NaN   5.55084                 NaN            NaN   1.83973        6.94751                 NaN   43.4156       0.421613        41.8247     
  1048.20        500.000                 NaN   5.54147                 NaN            NaN   1.84546        6.94692                 NaN   43.4161       0.421924        41.8281     
  1047.19        500.000                 NaN   5.53676                 NaN            NaN   1.84878        6.94705                 NaN   43.4149       0.421964        41.8306     
  1046.19        500.000                 NaN   5.52047                 NaN            NaN   1.85808        6.94543                 NaN   43.4180       0.422690        41.8354     
  1045.18        500.000                 NaN   5.52064                 NaN            NaN   1.85875        6.94614                 NaN   43.4153       0.422456        41.8367     
  1044.18        500.000                 NaN   5.52146                 NaN            NaN   1.85904        6.94673                 NaN   43.4127       0.422220        41.8379     
  1043.18        500.000                 NaN   5.51530                 NaN            NaN   1.86310        6.94683                 NaN   43.4118       0.422316        41.8406     
  1042.17        500.000                 NaN   5.50621                 NaN            NaN   1.86865        6.94638                 NaN   43.4122       0.422629        41.8439     
  1041.17        500.000                 NaN   5.47955                 NaN            NaN   1.88345        6.94322                 NaN   43.4188       0.423959        41.8510     
  1040.16        500.000                 NaN   5.47256                 NaN            NaN   1.88790        6.94300                 NaN   43.4186       0.424146        41.8538     
  1039.16        500.000                 NaN   5.47864                 NaN            NaN   1.88548        6.94463                 NaN   43.4137       0.423559        41.8540     
  1038.16        500.000                 NaN   5.46980                 NaN            NaN   1.89092        6.94422                 NaN   43.4139       0.423863        41.8573     
  1037.15        500.000                 NaN   5.46108                 NaN            NaN   1.89628        6.94367                 NaN   43.4143       0.424154        41.8605     
  1036.15        500.000                 NaN   5.45255                 NaN            NaN   1.90152        6.94318                 NaN   43.4146       0.424436        41.8637     
  1035.14        500.000                 NaN   5.44425                 NaN            NaN   1.90665        6.94273                 NaN   43.4148       0.424707        41.8668     
  1034.14        500.000                 NaN   5.43648                 NaN            NaN   1.91151        6.94236                 NaN   43.4148       0.424944        41.8699     
  1033.14        500.000                 NaN   5.42814                 NaN            NaN   1.91663        6.94189                 NaN   43.4151       0.425228        41.8730     
  1032.13        500.000                 NaN   5.42140                 NaN            NaN   1.92099        6.94168                 NaN   43.4147       0.425398        41.8759     
  1031.13        500.000                 NaN   5.41423                 NaN            NaN   1.92554        6.94139                 NaN   43.4145       0.425603        41.8788     
  1030.12        500.000                 NaN   5.55764                 NaN            NaN   1.79273        6.91296                 NaN   43.5039       0.431378        41.8014     
  1029.12        500.000                 NaN   5.40106                 NaN            NaN   1.93393        6.94089                 NaN   43.4138       0.425964        41.8843     
  1028.12        500.000                 NaN   5.36282                 NaN            NaN   1.95448        6.93580                 NaN   43.4256       0.428088        41.8932     
  1027.11        500.000                 NaN   5.38802                 NaN            NaN   1.94224        6.94049                 NaN   43.4131       0.426320        41.8898     
  1026.11        500.000                 NaN   5.37865                 NaN            NaN   1.94788        6.93987                 NaN   43.4138       0.426669        41.8932     
  1025.10        500.000                 NaN   5.34106                 NaN            NaN   1.96809        6.93481                 NaN   43.4254       0.428765        41.9019     
  1024.10        500.000                 NaN   5.55693                 NaN            NaN   1.79251        6.91280                 NaN   43.5010       0.431336        41.8054     
  1023.09        500.000                 NaN   5.33485                 NaN            NaN   1.97286        6.93545                 NaN   43.4220       0.428705        41.9061     
  1022.09        500.000                 NaN   5.32349                 NaN            NaN   1.97947        6.93447                 NaN   43.4236       0.429193        41.9098     
  1021.09        500.000                 NaN   5.31165                 NaN            NaN   1.98631        6.93340                 NaN   43.4254       0.429713        41.9136     
  1020.08        500.000                 NaN   5.30325                 NaN            NaN   1.99139        6.93288                 NaN   43.4258       0.430020        41.9167     
  1019.08        500.000                 NaN   5.29590                 NaN            NaN   1.99593        6.93252                 NaN   43.4258       0.430263        41.9196     
  1018.07        500.000                 NaN   5.28870                 NaN            NaN   2.00038        6.93217                 NaN   43.4258       0.430498        41.9224     
  1017.07        500.000                 NaN   5.28180                 NaN            NaN   2.00468        6.93188                 NaN   43.4257       0.430715        41.9252     
  1016.07        500.000                 NaN   5.27467                 NaN            NaN   2.00909        6.93154                 NaN   43.4257       0.430949        41.9281     
  1015.06        500.000                 NaN   5.26769                 NaN            NaN   2.01342        6.93122                 NaN   43.4256       0.431174        41.9309     
  1014.06        500.000                 NaN   5.26080                 NaN            NaN   2.01770        6.93092                 NaN   43.4255       0.431396        41.9337     
  1013.05        500.000                 NaN   5.25405                 NaN            NaN   2.02191        6.93065                 NaN   43.4254       0.431609        41.9364     
  1012.05        500.000                 NaN   5.26610                 NaN            NaN   2.01662        6.93332                 NaN   43.4177       0.430626        41.9357     
  1011.05        500.000                 NaN   5.24088                 NaN            NaN   2.03014        6.93012                 NaN   43.4249       0.432021        41.9419     
  1010.04        500.000                 NaN   5.23533                 NaN            NaN   2.03372        6.93001                 NaN   43.4244       0.432165        41.9444     
  1009.04        500.000                 NaN   5.27158                 NaN            NaN   2.01636        6.93658                 NaN   43.4067       0.429623        41.9392     
  1008.03        500.000                 NaN   5.22232                 NaN            NaN   2.04241        6.93002                 NaN   43.4225       0.432425        41.9503     
  1007.03        500.000                 NaN   5.26040                 NaN            NaN   2.02367        6.93641                 NaN   43.4053       0.429900        41.9443     
  1006.02        500.000                 NaN   5.25023                 NaN            NaN   2.03006        6.93419                 NaN   43.4070       0.430462        41.9481     
  1005.02        500.000                 NaN   5.20266                 NaN            NaN   2.05410        6.92870                 NaN   43.4234       0.433206        41.9580     
  1004.02        500.000                 NaN   5.21415                 NaN            NaN   2.04919        6.93132                 NaN   43.4157       0.432249        41.9573     
  1003.01        500.000                 NaN   5.20985                 NaN            NaN   2.05216        6.93142                 NaN   43.4146       0.432314        41.9596     
  1002.01        500.000                 NaN   5.23390                 NaN            NaN   2.04112        6.93612                 NaN   43.4015       0.430532        41.9568     
  1001.00        500.000                 NaN   5.18675                 NaN            NaN   2.06517        6.92937                 NaN   43.4185       0.433410        41.9668     
  1000.00        500.000                 NaN   5.18194                 NaN            NaN   2.06834        6.92942                 NaN   43.4177       0.433505        41.9691     
