|6.6.6
Archiving\03_Data\Deqfrac/QFM_m3.25/K22/K22_3.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            Sp(TH)         Sp(TH)         ne             lc            
  1340.23        2500.00        99.2552                 NaN  0.997987E-001            NaN  0.243349       0.144746                 NaN  0.256893                 NaN            NaN            NaN            NaN            NaN            NaN
  1338.65        2500.00        99.2640                 NaN  0.980436E-001            NaN  0.240356       0.144060                 NaN  0.253506                 NaN            NaN            NaN            NaN            NaN            NaN
  1337.07        2500.00        99.2723                 NaN  0.959721E-001            NaN  0.144804       0.236694                 NaN  0.250234                 NaN            NaN            NaN            NaN            NaN            NaN
  1335.49        2500.00        99.2804                 NaN  0.945858E-001            NaN  0.143323       0.234496                 NaN  0.247184                 NaN            NaN            NaN            NaN            NaN            NaN
  1333.90        2500.00        99.2887                 NaN  0.922071E-001            NaN  0.144857       0.230368                 NaN  0.243898                 NaN            NaN            NaN            NaN            NaN            NaN
  1332.32        2500.00        99.2964                 NaN  0.903525E-001            NaN  0.227371       0.145037                 NaN  0.240857                 NaN            NaN            NaN            NaN            NaN            NaN
  1330.74        2500.00        99.3041                 NaN  0.886315E-001            NaN  0.224521       0.144896                 NaN  0.237879                 NaN            NaN            NaN            NaN            NaN            NaN
  1329.16        2500.00        99.3096                 NaN  0.873412E-001            NaN  0.145115       0.222036                 NaN  0.235934                 NaN            NaN            NaN            NaN            NaN            NaN
  1327.57        2500.00        99.3203                 NaN  0.837983E-001            NaN  0.217125       0.147543                 NaN  0.231202                 NaN            NaN            NaN            NaN            NaN            NaN
  1325.99        2500.00        99.3098                 NaN  0.826159E-001            NaN  0.161359       0.209102                 NaN  0.237091                 NaN            NaN            NaN            NaN            NaN            NaN
  1324.41        2500.00        99.3433                 NaN  0.776686E-001            NaN  0.214932       0.143884                 NaN  0.220187                 NaN            NaN            NaN            NaN            NaN            NaN
  1322.83        2500.00        99.3396                 NaN  0.786530E-001            NaN  0.208450       0.149502                 NaN  0.223835                 NaN            NaN            NaN            NaN            NaN            NaN
  1321.24        2500.00        99.3466                 NaN  0.767622E-001            NaN  0.150127       0.205497                 NaN  0.220986                 NaN            NaN            NaN            NaN            NaN            NaN
  1319.66        2500.00        99.3524                 NaN  0.744468E-001            NaN  0.202038       0.152499                 NaN  0.218580                 NaN            NaN            NaN            NaN            NaN            NaN
  1318.08        2500.00        99.3593                 NaN  0.726129E-001            NaN  0.198844       0.153354                 NaN  0.215873                 NaN            NaN            NaN            NaN            NaN            NaN
  1316.50        2500.00        99.3652                 NaN  0.711359E-001            NaN  0.196573       0.153449                 NaN  0.213658                 NaN            NaN            NaN            NaN            NaN            NaN
  1314.91        2500.00        99.3721                 NaN  0.684950E-001            NaN  0.156487       0.192322                 NaN  0.210585                 NaN            NaN            NaN            NaN            NaN            NaN
  1313.33        2500.00        99.3773                 NaN  0.663426E-001            NaN  0.188424       0.159314                 NaN  0.208632                 NaN            NaN            NaN            NaN            NaN            NaN
  1311.75        2500.00        99.3828                 NaN  0.640024E-001            NaN  0.162181       0.184669                 NaN  0.206359                 NaN            NaN            NaN            NaN            NaN            NaN
  1310.17        2500.00        99.3862                 NaN  0.635037E-001            NaN  0.160813       0.184431                 NaN  0.205099                 NaN            NaN            NaN            NaN            NaN            NaN
  1308.58        2500.00        99.3949                 NaN  0.584121E-001            NaN  0.170643       0.174947                 NaN  0.201057                 NaN            NaN            NaN            NaN            NaN            NaN
  1307.00        2500.00        99.3990                 NaN  0.573435E-001            NaN  0.171010       0.173007                 NaN  0.199665                 NaN            NaN            NaN            NaN            NaN            NaN
  1305.42        2500.00        99.4047                 NaN  0.556175E-001            NaN  0.172389       0.169773                 NaN  0.197501                 NaN            NaN            NaN            NaN            NaN            NaN
  1303.84        2500.00        99.4090                 NaN  0.535982E-001            NaN  0.167283       0.174446                 NaN  0.195716                 NaN            NaN            NaN            NaN            NaN            NaN
  1302.25        2500.00        99.4150                 NaN  0.508786E-001            NaN  0.160852       0.180168                 NaN  0.193147                 NaN            NaN            NaN            NaN            NaN            NaN
  1300.67        2500.00        99.4192                 NaN  0.489871E-001            NaN  0.157326       0.182999                 NaN  0.191519                 NaN            NaN            NaN            NaN            NaN            NaN
  1299.09        2500.00        99.4243                 NaN  0.469457E-001            NaN  0.153257       0.186073                 NaN  0.189381                 NaN            NaN            NaN            NaN            NaN            NaN
  1297.51        2500.00        99.4290                 NaN  0.448163E-001            NaN  0.148133       0.190440                 NaN  0.187634                 NaN            NaN            NaN            NaN            NaN            NaN
  1295.92        2500.00        99.4331                 NaN  0.426146E-001            NaN  0.143861       0.194586                 NaN  0.185844                 NaN            NaN            NaN            NaN            NaN            NaN
  1294.34        2500.00        89.7630                 NaN  0.639419                 NaN   1.57287                 NaN            NaN   1.28388        6.74081                 NaN            NaN            NaN            NaN            NaN
  1292.76        2500.00        86.0466                 NaN  0.836508                 NaN   2.09370                 NaN            NaN   1.70447        9.31869                 NaN            NaN            NaN            NaN            NaN
  1291.18        2500.00        85.3769                 NaN  0.857395                 NaN   2.20532                 NaN            NaN   1.78139        9.77895                 NaN            NaN            NaN            NaN            NaN
  1289.59        2500.00        85.4744                 NaN  0.861670                 NaN   2.17106                 NaN            NaN   1.76797        9.72492                 NaN            NaN            NaN            NaN            NaN
  1288.01        2500.00        86.3919                 NaN  0.817324                 NaN   2.02992                 NaN            NaN   1.66259        9.09824                 NaN            NaN            NaN            NaN            NaN
  1286.43        2500.00        87.6752                 NaN  0.748628                 NaN   1.84521                 NaN            NaN   1.51542        8.21557                 NaN            NaN            NaN            NaN            NaN
  1284.85        2500.00        88.7457                 NaN  0.663649                 NaN   1.73663                 NaN            NaN   1.39902        7.45496                 NaN            NaN            NaN            NaN            NaN
  1283.26        2500.00        82.6766                 NaN  0.973059                 NaN   2.39490                 NaN            NaN   2.11040        11.5800       0.265069                 NaN            NaN            NaN            NaN
  1281.68        2500.00        77.7921                 NaN   1.22468                 NaN   2.88853                 NaN            NaN   2.67743        14.8928       0.524435                 NaN            NaN            NaN            NaN
  1280.10        2500.00        83.9387                 NaN  0.928313                 NaN   2.09034                 NaN            NaN   1.94992        10.7105       0.382152                 NaN            NaN            NaN            NaN
  1278.52        2500.00        86.5882                 NaN  0.807807                 NaN   1.70540                 NaN            NaN   1.64080        8.93257       0.325195                 NaN            NaN            NaN            NaN
  1276.93        2500.00        85.1910                 NaN  0.809939                 NaN   2.03029                 NaN            NaN   1.81973        9.77667       0.372367                 NaN            NaN            NaN            NaN
  1275.35        2500.00        94.8143                 NaN            NaN            NaN  0.947543                 NaN            NaN  0.610461        3.39977       0.227937                 NaN            NaN            NaN            NaN
  1273.77        2500.00        82.0193                 NaN   1.07497                 NaN   2.25324                 NaN            NaN   2.13257        11.8777                 NaN  0.642234                 NaN            NaN            NaN
  1272.19        2500.00        99.9067                 NaN  0.509664E-001            NaN  0.256434E-001            NaN            NaN  0.166471E-001            NaN            NaN            NaN            NaN            NaN            NaN
  1270.60        2500.00        97.0536                 NaN  0.192192                 NaN  0.444447                 NaN            NaN  0.359360        1.85689                 NaN  0.934774E-001            NaN            NaN            NaN
  1269.02        2500.00        93.7119                 NaN  0.233470                 NaN  0.958701                 NaN            NaN  0.753698        4.07791                 NaN  0.264285                 NaN            NaN            NaN
  1267.44        2500.00        95.5613                 NaN  0.198463                 NaN  0.857414                 NaN            NaN  0.646835        2.50799                 NaN  0.228023                 NaN            NaN            NaN
  1265.86        2500.00        94.6310                 NaN  0.188687                 NaN  0.761697                 NaN            NaN  0.521369        3.72511                 NaN  0.172125                 NaN            NaN            NaN
  1264.27        2500.00        95.2414                 NaN  0.192203                 NaN  0.767216                 NaN            NaN  0.571326        3.03323                 NaN  0.194593                 NaN            NaN            NaN
  1262.69        2500.00        95.4790                 NaN  0.188949                 NaN  0.730076                 NaN            NaN  0.545828        2.87362                 NaN  0.182572                 NaN            NaN            NaN
  1261.11        2500.00        95.8292                 NaN  0.170077                 NaN  0.683505                 NaN            NaN  0.498370        2.65003                 NaN  0.168821                 NaN            NaN            NaN
  1259.53        2500.00        96.4614                 NaN  0.149117                 NaN  0.608464                 NaN            NaN  0.427634        2.21187                 NaN  0.141540                 NaN            NaN            NaN
  1257.94        2500.00        96.3511                 NaN  0.154747                 NaN  0.616083                 NaN            NaN  0.440236        2.29365                 NaN  0.144226                 NaN            NaN            NaN
  1256.36        2500.00        97.3927                 NaN  0.132206                 NaN  0.589933                 NaN            NaN  0.404121        1.34502                 NaN  0.135983                 NaN            NaN            NaN
  1254.78        2500.00        96.0964                 NaN  0.146717                 NaN  0.552278                 NaN            NaN  0.380456        2.70668                 NaN  0.117502                 NaN            NaN            NaN
  1253.20        2500.00        85.2952                 NaN  0.440502                 NaN   2.52404                 NaN            NaN   1.39901        7.74862                 NaN  0.353994                 NaN   2.23860                 NaN
  1251.61        2500.00                 NaN            NaN   2.92674                 NaN   17.8002                 NaN            NaN   9.03052        44.0841                 NaN   1.71915                 NaN   16.9723        7.46701     
  1250.03        2500.00                 NaN            NaN   2.92731                 NaN   17.8091                 NaN            NaN   9.04979        44.1185                 NaN   1.72257                 NaN   16.9728        7.39985     
  1248.45        2500.00                 NaN            NaN   2.67349                 NaN   5.68989        10.4810                 NaN   8.85691        45.5061                 NaN  0.897210E-001   2.04429        17.1157        7.54289     
  1246.87        2500.00                 NaN            NaN   2.93979                 NaN   17.7884                 NaN            NaN   9.08065        44.1871                 NaN   1.72262                 NaN   16.9987        7.28274     
  1245.28        2500.00                 NaN            NaN   2.94508                 NaN   17.8081                 NaN            NaN   9.08963        44.1979                 NaN   1.71504                 NaN   17.0163        7.22789     
  1243.70        2500.00                 NaN            NaN   2.96296                 NaN   17.7054                 NaN            NaN   9.10179        44.3003                 NaN   1.72938                 NaN   17.0299        7.17026     
  1242.12        2500.00                 NaN            NaN   2.95784                 NaN   17.8083                 NaN            NaN   9.11695        44.2498                 NaN   1.70928                 NaN   17.0459        7.11200     
  1240.54        2500.00                 NaN            NaN   2.95249                 NaN   17.8183                 NaN            NaN   9.11284        44.2709                 NaN   1.70496                 NaN   17.0745        7.06592     
  1238.95        2500.00                 NaN            NaN   2.95841                 NaN   17.8178                 NaN            NaN   9.12660        44.2993                 NaN   1.70285                 NaN   17.0888        7.00622     
  1237.37        2500.00                 NaN            NaN   2.97530                 NaN   17.8096                 NaN            NaN   9.15427        44.3299                 NaN   1.70052                 NaN   17.0933        6.93712     
  1235.79        2500.00                 NaN            NaN   2.97998                 NaN   17.8083                 NaN            NaN   9.17054        44.3605                 NaN   1.69962                 NaN   17.1056        6.87551     
  1234.21        2500.00                 NaN            NaN   2.98377                 NaN   17.8124                 NaN            NaN   9.18312        44.3867                 NaN   1.69730                 NaN   17.1217        6.81498     
  1232.62        2500.00                 NaN            NaN   2.98999                 NaN   17.8160                 NaN            NaN   9.19132        44.4087                 NaN   1.69186                 NaN   17.1426        6.75947     
  1231.04        2500.00                 NaN            NaN   2.99411                 NaN   17.8153                 NaN            NaN   9.20957        44.4451                 NaN   1.69333                 NaN   17.1514        6.69117     
  1229.46        2500.00                 NaN            NaN   3.00319                 NaN   17.8079                 NaN            NaN   9.23508        44.4787                 NaN   1.69283                 NaN   17.1593        6.62300     
  1227.88        2500.00                 NaN            NaN   3.00979                 NaN   17.8158                 NaN            NaN   9.24157        44.4999                 NaN   1.68655                 NaN   17.1805        6.56587     
  1226.29        2500.00                 NaN            NaN   3.01667                 NaN   17.8164                 NaN            NaN   9.24957        44.5269                 NaN   1.68181                 NaN   17.2008        6.50774     
  1224.71        2500.00                 NaN            NaN   3.02250                 NaN   17.8177                 NaN            NaN   9.26463        44.5569                 NaN   1.67966                 NaN   17.2153        6.44331     
  1223.13        2500.00                 NaN            NaN   3.02853                 NaN   17.8192                 NaN            NaN   9.27723        44.5855                 NaN   1.67641                 NaN   17.2323        6.38085     
  1221.55        2500.00                 NaN            NaN   3.03115                 NaN   17.8250                 NaN            NaN   9.28552        44.6101                 NaN   1.67252                 NaN   17.2538        6.32192     
  1219.96        2500.00                 NaN            NaN   3.03691                 NaN   17.8274                 NaN            NaN   9.29802        44.6389                 NaN   1.66929                 NaN   17.2710        6.25846     
  1218.38        2500.00                 NaN            NaN   3.04439                 NaN   17.8278                 NaN            NaN   9.31676        44.6720                 NaN   1.66797                 NaN   17.2824        6.18875     
  1216.80        2500.00                 NaN            NaN   3.05125                 NaN   17.8293                 NaN            NaN   9.33151        44.7025                 NaN   1.66519                 NaN   17.2979        6.12236     
  1215.22        2500.00                 NaN            NaN   3.05726                 NaN   17.7992                 NaN            NaN   9.34160        44.7619                 NaN   1.66957                 NaN   17.3143        6.05621     
  1213.63        2500.00                 NaN            NaN   3.05959                 NaN   17.8353                 NaN            NaN   9.35110        44.7622                 NaN   1.65878                 NaN   17.3372        5.99581     
  1212.05        2500.00                 NaN            NaN   3.06683                 NaN   17.8348                 NaN            NaN   9.37542        44.7972                 NaN   1.65823                 NaN   17.3462        5.92134     
  1210.47        2500.00                 NaN            NaN   3.07399                 NaN   17.8372                 NaN            NaN   9.38670        44.8287                 NaN   1.65442                 NaN   17.3641        5.85486     
  1208.89        2500.00                 NaN            NaN   3.07971                 NaN   17.8404                 NaN            NaN   9.39995        44.8596                 NaN   1.65132                 NaN   17.3817        5.78739     
  1207.31        2500.00                 NaN            NaN   3.08354                 NaN   17.8483                 NaN            NaN   9.40479        44.8821                 NaN   1.64505                 NaN   17.4081        5.72819     
  1205.72        2500.00                 NaN            NaN   3.09163                 NaN   17.8494                 NaN            NaN   9.42610        44.9185                 NaN   1.64430                 NaN   17.4181        5.65200     
  1204.14        2500.00                 NaN            NaN   3.09542                 NaN   17.8527                 NaN            NaN   9.43624        44.9493                 NaN   1.64072                 NaN   17.4393        5.58631     
  1202.56        2500.00                 NaN            NaN   3.10097                 NaN   17.8573                 NaN            NaN   9.44716        44.9789                 NaN   1.63670                 NaN   17.4592        5.51976     
  1200.98        2500.00                 NaN            NaN   3.10705                 NaN   17.8592                 NaN            NaN   9.46477        45.0146                 NaN   1.63510                 NaN   17.4737        5.44564     
  1199.39        2500.00                 NaN            NaN   3.11257                 NaN   17.8647                 NaN            NaN   9.47371        45.0437                 NaN   1.63023                 NaN   17.4961        5.37898     
  1197.81        2500.00                 NaN            NaN   3.11774                 NaN   17.8716                 NaN            NaN   9.47921        45.0702                 NaN   1.62406                 NaN   17.5220        5.31515     
  1196.23        2500.00                 NaN            NaN   3.12385                 NaN   17.8743                 NaN            NaN   9.49471        45.1051                 NaN   1.62156                 NaN   17.5389        5.24167     
  1194.65        2500.00                 NaN            NaN   3.13033                 NaN   17.8712                 NaN            NaN   9.52389        45.1532                 NaN   1.62509                 NaN   17.5424        5.15389     
  1193.06        2500.00                 NaN            NaN   3.13557                 NaN   17.8823                 NaN            NaN   9.52544        45.1742                 NaN   1.61632                 NaN   17.5730        5.09320     
  1191.48        2500.00                 NaN            NaN   3.14193                 NaN   17.8836                 NaN            NaN   9.54678        45.2142                 NaN   1.61595                 NaN   17.5849        5.01268     
  1189.90        2500.00                 NaN            NaN   3.14775                 NaN   17.8879                 NaN            NaN   9.56266        45.2498                 NaN   1.61348                 NaN   17.6018        4.93669     
  1188.32        2500.00                 NaN            NaN   3.15310                 NaN   17.8955                 NaN            NaN   9.56903        45.2780                 NaN   1.60739                 NaN   17.6277        4.86933     
  1186.73        2500.00                 NaN            NaN   3.16450                 NaN   17.8438                 NaN            NaN   9.58074        45.3611                 NaN   1.61473                 NaN   17.6441        4.79095     
  1185.15        2500.00                 NaN            NaN   3.16498                 NaN   17.9030                 NaN            NaN   9.60304        45.3528                 NaN   1.60334                 NaN   17.6601        4.71264     
  1183.57        2500.00                 NaN            NaN   3.20638                 NaN   17.7486                 NaN            NaN   9.70304        45.2722                 NaN   1.56279                 NaN   17.7308        4.77628     
  1181.99        2500.00                 NaN            NaN   3.15139                 NaN  0.146876        17.5514                 NaN   9.70913        45.3535                 NaN   1.56501                 NaN   17.8311        4.69167     
  1180.40        2500.00                 NaN            NaN   3.17497                 NaN   17.7246                 NaN            NaN   9.70284        45.3820                 NaN   1.56307                 NaN   17.8266        4.62596     
  1178.82        2500.00                 NaN            NaN   3.19140                 NaN   17.7330                 NaN            NaN   9.71822        45.4194                 NaN   1.55354                 NaN   17.8504        4.53413     
  1177.24        2500.00                 NaN            NaN   3.21006                 NaN   17.7270                 NaN            NaN   9.74057        45.4526                 NaN   1.55845                 NaN   17.8428        4.46858     
  1175.66        2500.00                 NaN            NaN   3.19453                 NaN   17.7336                 NaN            NaN   9.75765        45.4954                 NaN   1.55279                 NaN   17.8932        4.37283     
  1174.07        2500.00                 NaN            NaN   3.19706                 NaN   17.6898                 NaN            NaN   9.76059        45.5815                 NaN   1.56270                 NaN   17.9105        4.29779     
  1172.49        2500.00                 NaN            NaN   3.19830                 NaN   17.7041                 NaN            NaN   9.77535        45.6228                 NaN   1.56128                 NaN   17.9317        4.20653     
  1170.91        2500.00                 NaN            NaN   3.20130                 NaN   17.7179                 NaN            NaN   9.77908        45.6662                 NaN   1.55994                 NaN   17.9526        4.12297     
  1169.33        2500.00                 NaN            NaN  0.183102E-001   3.18066        17.7086                 NaN            NaN   9.79909        45.7108                 NaN   1.56152                 NaN   17.9715        4.04954     
  1167.74        2500.00                 NaN            NaN   3.19520                 NaN  0.440832        17.2667                 NaN   9.80912        45.7524                 NaN   1.55115                 NaN   18.0051        3.97947     
  1166.16        2500.00                 NaN            NaN   3.21393                 NaN   17.7595                 NaN            NaN   9.81399        45.7854                 NaN   1.54885                 NaN   18.0154        3.86289     
  1164.58        2500.00                 NaN            NaN   3.23085                 NaN   17.8048                 NaN            NaN   9.81322        45.8003                 NaN   1.54375                 NaN   18.0355        3.77165     
  1163.00        2500.00                 NaN            NaN   3.24764                 NaN   17.7952                 NaN            NaN   9.81505        45.8702                 NaN   1.54603                 NaN   18.0442        3.68170     
  1161.41        2500.00                 NaN            NaN   3.24864                 NaN   17.8040                 NaN            NaN   9.81551        45.9309                 NaN   1.55121                 NaN   18.0559        3.59389     
  1159.83        2500.00                 NaN            NaN  0.133000E-001   3.17371        17.7241                 NaN            NaN   9.83167        46.0600                 NaN   1.57761                 NaN   18.0910        3.52864     
  1158.25        2500.00                 NaN            NaN   3.19268                 NaN   17.7694                 NaN            NaN   9.81903        46.0872                 NaN   1.57783                 NaN   18.1111        3.44274     
  1156.67        2500.00                 NaN            NaN   3.19057                 NaN   17.7865                 NaN            NaN   9.81105        46.1467                 NaN   1.58304                 NaN   18.1302        3.35192     
  1155.08        2500.00                 NaN            NaN   3.22036                 NaN   17.7463                 NaN            NaN   9.87621        46.1486                 NaN   1.56020                 NaN   18.1712        3.27717     
  1153.50        2500.00                 NaN            NaN   3.23946                 NaN   17.7863                 NaN            NaN   9.86214        46.1788                 NaN   1.55053                 NaN   18.1971        3.18564     
  1151.92        2500.00                 NaN            NaN  0.492898E-001   3.19802        17.7222                 NaN            NaN   9.90735        46.2580                 NaN   1.54969                 NaN   18.2206        3.09481     
  1150.34        2500.00                 NaN            NaN  0.327706E-001   3.21599        17.7291                 NaN            NaN   9.90832        46.3238                 NaN   1.55040                 NaN   18.2443        2.99532     
  1148.75        2500.00                 NaN            NaN  0.367382E-001   3.21529        17.7301                 NaN            NaN   9.92003        46.3600                 NaN   1.54872                 NaN   18.2669        2.92219     
  1147.17        2500.00                 NaN            NaN   3.31899                 NaN   17.9687                 NaN            NaN   9.93457        46.3608                 NaN   1.53065                 NaN   18.1770        2.70931     
  1145.59        2500.00                 NaN            NaN   3.32068                 NaN   17.9782                 NaN            NaN   9.94901        46.4086                 NaN   1.52926                 NaN   18.1990        2.61527     
  1144.01        2500.00                 NaN            NaN   3.32664                 NaN   17.9878                 NaN            NaN   9.96368        46.4508                 NaN   1.52506                 NaN   18.2229        2.52304     
  1142.42        2500.00                 NaN            NaN   3.33262                 NaN   17.9976                 NaN            NaN   9.97842        46.4933                 NaN   1.52082                 NaN   18.2471        2.43010     
  1140.84        2500.00                 NaN            NaN   3.33858                 NaN   18.0070                 NaN            NaN   9.99462        46.5380                 NaN   1.51725                 NaN   18.2700        2.33467     
  1139.26        2500.00                 NaN            NaN   3.35068                 NaN   18.0172                 NaN            NaN   10.0094        46.5725                 NaN   1.50889                 NaN   18.2972        2.24406     
  1137.68        2500.00                 NaN            NaN   3.34425                 NaN   18.1210                 NaN            NaN   10.0558        46.5512                 NaN   1.49718                 NaN   18.3017        2.12887     
  1136.09        2500.00                 NaN            NaN   3.35250                 NaN   18.1001                 NaN            NaN   10.0599        46.6193                 NaN   1.49646                 NaN   18.3328        2.03896     
  1134.51        2500.00                 NaN            NaN   3.72359                 NaN   18.0702                 NaN            NaN   10.1515        46.0907       0.366850       0.855862                 NaN   18.5412        2.20007     
  1132.93        2500.00                 NaN            NaN   4.11115                 NaN   17.8633                 NaN            NaN   10.2461        45.7418       0.734750       0.255322                 NaN   18.7238        2.32382     
  1131.35        2500.00                 NaN            NaN   4.26294                 NaN   17.8654                 NaN            NaN   10.3059        45.5598       0.881575                 NaN            NaN   18.8083        2.31601     
  1129.76        2500.00                 NaN            NaN   4.09710                 NaN   18.0137                 NaN            NaN   10.3095        45.7589       0.718247       0.261294                 NaN   18.7415        2.09970     
  1128.18        2500.00                 NaN            NaN   4.25690                 NaN   17.9803                 NaN            NaN   10.3647        45.5979       0.872566                 NaN            NaN   18.8331        2.09449     
  1126.60        2500.00                 NaN            NaN   4.26015                 NaN   17.9868                 NaN            NaN   10.3708        45.6562       0.872542                 NaN            NaN   18.8579        1.99559     
  1125.02        2500.00                 NaN            NaN   4.26311                 NaN   17.9993                 NaN            NaN   10.3808        45.7090       0.870475                 NaN            NaN   18.8821        1.89528     
  1123.43        2500.00                 NaN            NaN   4.27660                 NaN   17.9171                 NaN            NaN   10.3601        45.8231       0.875313                 NaN            NaN   18.9308        1.81687     
  1121.85        2500.00                 NaN            NaN   4.27934                 NaN   17.9272                 NaN            NaN   10.3706        45.8779       0.874206                 NaN            NaN   18.9560        1.71474     
  1120.27        2500.00                 NaN            NaN   4.28205                 NaN   17.9377                 NaN            NaN   10.3811        45.9329       0.873071                 NaN            NaN   18.9814        1.61179     
  1118.69        2500.00                 NaN            NaN   4.27694                 NaN   18.0082                 NaN            NaN   10.4115        45.9477       0.867651                 NaN            NaN   18.9936        1.49454     
  1117.10        2500.00                 NaN            NaN   4.27999                 NaN   18.0278                 NaN            NaN   10.4303        45.9988       0.866406                 NaN            NaN   19.0132        1.38336     
  1115.52        2500.00                 NaN            NaN   4.28280                 NaN   18.0266                 NaN            NaN   10.4317        46.0621       0.865538                 NaN            NaN   19.0461        1.28521     
  1113.94        2500.00                 NaN            NaN   4.29276                 NaN   17.9814                 NaN            NaN   10.4235        46.1572       0.868374                 NaN            NaN   19.0850        1.19174     
  1112.36        2500.00                 NaN            NaN   4.29528                 NaN   17.9938                 NaN            NaN   10.4346        46.2136       0.867088                 NaN            NaN   19.1111        1.08443     
  1110.77        2500.00                 NaN            NaN   4.39874                 NaN   2.45464        12.6409       0.248069E-004   9.56304        48.0558        1.10778                 NaN            NaN   19.7031        2.07597     
  1109.19        2500.00                 NaN            NaN   4.29839                 NaN   18.0345                 NaN            NaN   10.4619        46.3174       0.863381                 NaN            NaN   19.1606       0.863788     
  1107.61        2500.00                 NaN            NaN   4.29733                 NaN   18.0758                 NaN            NaN   10.4827        46.3556       0.860012                 NaN            NaN   19.1809       0.747626     
  1106.03        2500.00                 NaN            NaN   4.30020                 NaN   18.0862                 NaN            NaN   10.4930        46.4155       0.858863                 NaN            NaN   19.2085       0.637819     
  1104.44        2500.00                 NaN            NaN   4.30309                 NaN   18.0968                 NaN            NaN   10.5033        46.4757       0.857703                 NaN            NaN   19.2361       0.527196     
  1102.86        2500.00                 NaN            NaN   4.30595                 NaN   18.1075                 NaN            NaN   10.5137        46.5373       0.856525                 NaN            NaN   19.2645       0.414531     
  1101.28        2500.00                 NaN            NaN   4.31419                 NaN   18.0748                 NaN            NaN   10.5090        46.6287       0.858473                 NaN            NaN   19.3029       0.311971     
  1099.70        2500.00                 NaN            NaN   4.31692                 NaN   18.0869                 NaN            NaN   10.5198        46.6900       0.857202                 NaN            NaN   19.3312       0.198120     
  1098.11        2500.00                 NaN            NaN   4.31446                 NaN   18.1408                 NaN            NaN   10.5447        46.7229       0.852892                 NaN            NaN   19.3502       0.739636E-001
  1096.53        2500.00                 NaN            NaN   4.31703                 NaN   18.1518                 NaN            NaN   10.5541        46.7586       0.851598                 NaN            NaN   19.3668                 NaN
  1094.95        2500.00                 NaN            NaN   4.31961                 NaN   18.1612                 NaN            NaN   10.5652        46.7447       0.850400                 NaN            NaN   19.3589                 NaN
  1093.37        2500.00                 NaN            NaN   4.32182                 NaN   18.1696                 NaN            NaN   10.5753        46.7317       0.849159                 NaN            NaN   19.3524                 NaN
  1091.78        2500.00                 NaN            NaN   4.32802                 NaN   18.1427                 NaN            NaN   10.5734        46.7484       0.850430                 NaN            NaN   19.3571                 NaN
  1090.20        2500.00                 NaN            NaN   4.32584                 NaN   18.1850                 NaN            NaN   10.5949        46.7067       0.846646                 NaN            NaN   19.3409                 NaN
  1088.62        2500.00                 NaN            NaN   4.32843                 NaN   18.1959                 NaN            NaN   10.6057        46.6921       0.845343                 NaN            NaN   19.3326                 NaN
  1087.04        2500.00                 NaN            NaN   4.33022                 NaN   18.2028                 NaN            NaN   10.6153        46.6801       0.844067                 NaN            NaN   19.3276                 NaN
  1085.45        2500.00                 NaN            NaN   4.33263                 NaN   18.2135                 NaN            NaN   10.6255        46.6657       0.842713                 NaN            NaN   19.3199                 NaN
  1083.87        2500.00                 NaN            NaN   4.33462                 NaN   18.2212                 NaN            NaN   10.6359        46.6530       0.841436                 NaN            NaN   19.3139                 NaN
  1082.29        2500.00                 NaN            NaN   4.33688                 NaN   18.2314                 NaN            NaN   10.6462        46.6389       0.840070                 NaN            NaN   19.3066                 NaN
  1080.71        2500.00                 NaN            NaN   4.33901                 NaN   18.2411                 NaN            NaN   10.6562        46.6251       0.838688                 NaN            NaN   19.2999                 NaN
  1079.12        2500.00                 NaN            NaN   4.34314                 NaN   18.2347                 NaN            NaN   10.6606        46.6251       0.838512                 NaN            NaN   19.2979                 NaN
  1077.54        2500.00                 NaN            NaN   4.34341                 NaN   18.2614                 NaN            NaN   10.6769        46.5968       0.835904                 NaN            NaN   19.2855                 NaN
  1075.96        2500.00                 NaN            NaN   4.34572                 NaN   18.2733                 NaN            NaN   10.6870        46.5817       0.834425                 NaN            NaN   19.2778                 NaN
  1074.38        2500.00                 NaN            NaN   4.34788                 NaN   18.2839                 NaN            NaN   10.6974        46.5673       0.832986                 NaN            NaN   19.2705                 NaN
  1072.79        2500.00                 NaN            NaN   4.35718                 NaN   18.2920                 NaN            NaN   10.7017        46.5672       0.832144                 NaN            NaN   19.2498                 NaN
  1071.21        2500.00                 NaN            NaN   4.34904                 NaN   18.3389                 NaN            NaN   10.7338        46.5087       0.828155                 NaN            NaN   19.2414                 NaN
  1069.63        2500.00                 NaN            NaN   4.35190                 NaN   18.3380                 NaN            NaN   10.7214        46.5207       0.828365                 NaN            NaN   19.2396                 NaN
  1068.05        2500.00                 NaN            NaN   4.35591                 NaN   18.3771                 NaN            NaN   10.7765        46.4606       0.825361                 NaN            NaN   19.2045                 NaN
  1066.46        2500.00                 NaN            NaN   4.31219                 NaN   18.0821                 NaN            NaN   10.6875        46.7012       0.860900                 NaN            NaN   19.3562                 NaN
