|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/K22/K22_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1283.91        500.000        99.6100                 NaN            NaN  0.921669E-001  0.168652                 NaN            NaN  0.129152                 NaN            NaN            NaN            NaN
  1282.41        500.000        99.6145                 NaN            NaN  0.167062       0.907940E-001            NaN            NaN  0.127620                 NaN            NaN            NaN            NaN
  1280.90        500.000        99.6189                 NaN            NaN  0.893220E-001  0.165621                 NaN            NaN  0.126207                 NaN            NaN            NaN            NaN
  1279.40        500.000        99.6237                 NaN            NaN  0.163838       0.878780E-001            NaN            NaN  0.124588                 NaN            NaN            NaN            NaN
  1277.90        500.000        99.6152                 NaN            NaN  0.936990E-001  0.163116                 NaN            NaN  0.127997                 NaN            NaN            NaN            NaN
  1276.40        500.000        99.6453                 NaN            NaN  0.781647E-001  0.159702                 NaN            NaN  0.116796                 NaN            NaN            NaN            NaN
  1274.89        500.000        99.6363                 NaN            NaN  0.159252       0.839834E-001            NaN            NaN  0.120435                 NaN            NaN            NaN            NaN
  1273.39        500.000        99.6413                 NaN            NaN  0.820520E-001  0.158009                 NaN            NaN  0.118677                 NaN            NaN            NaN            NaN
  1271.89        500.000        99.6450                 NaN            NaN  0.156508       0.809858E-001            NaN            NaN  0.117529                 NaN            NaN            NaN            NaN
  1270.39        500.000        98.1201                 NaN            NaN  0.340750       0.177775                 NaN            NaN  0.262120                 NaN   1.09922                 NaN            NaN
  1268.89        500.000        94.4028                 NaN            NaN  0.737118       0.464628                 NaN            NaN  0.626469                 NaN   3.76900                 NaN            NaN
  1267.38        500.000        95.3201                 NaN            NaN  0.599065       0.537676                 NaN            NaN  0.342018                 NaN   3.20112                 NaN            NaN
  1265.88        500.000        96.2708                 NaN            NaN  0.600665       0.219120                 NaN            NaN  0.310479                 NaN   2.59895                 NaN            NaN
  1264.38        500.000        95.5018                 NaN            NaN  0.852049                 NaN            NaN            NaN  0.755270                 NaN   2.89085                 NaN            NaN
  1262.88        500.000        96.2845                 NaN            NaN  0.386169E-001  0.713963                 NaN            NaN  0.446093                 NaN   2.51681                 NaN            NaN
  1261.38        500.000        96.0914                 NaN            NaN  0.535369       0.295156                 NaN            NaN  0.433771                 NaN   2.64431                 NaN            NaN
  1259.87        500.000        96.2652                 NaN            NaN  0.281867       0.507598                 NaN            NaN  0.413939                 NaN   2.53142                 NaN            NaN
  1258.37        500.000        96.4250                 NaN            NaN  0.270000       0.481851                 NaN            NaN  0.395630                 NaN   2.42751                 NaN            NaN
  1256.87        500.000        96.5787                 NaN            NaN  0.258055       0.457650                 NaN            NaN  0.378072                 NaN   2.32755                 NaN            NaN
  1255.37        500.000        96.7294                 NaN            NaN  0.247389       0.433541                 NaN            NaN  0.360803                 NaN   2.22883                 NaN            NaN
  1253.86        500.000        96.8719                 NaN            NaN  0.236422       0.411521                 NaN            NaN  0.344568                 NaN   2.13559                 NaN            NaN
  1252.36        500.000        96.9993                 NaN            NaN  0.391323       0.226893                 NaN            NaN  0.329808                 NaN   2.05273                 NaN            NaN
  1250.86        500.000        97.9626                 NaN            NaN  0.191787       0.327378                 NaN            NaN  0.266252                 NaN   1.25195                 NaN            NaN
  1249.36        500.000        95.5209                 NaN            NaN  0.431131                 NaN            NaN            NaN  0.611120                 NaN   3.43686                 NaN            NaN
  1247.86        500.000        98.0387                 NaN            NaN  0.811733                 NaN            NaN            NaN  0.104193E-001            NaN   1.13915                 NaN            NaN
  1246.35        500.000        97.6246                 NaN            NaN  0.319482E-003  0.455458                 NaN            NaN  0.281140                 NaN   1.63844                 NaN            NaN
  1244.85        500.000        97.5846                 NaN            NaN  0.307994       0.177823                 NaN            NaN  0.264127                 NaN   1.66547                 NaN            NaN
  1243.35        500.000        97.6754                 NaN            NaN  0.289970       0.176037                 NaN            NaN  0.253128                 NaN   1.60550                 NaN            NaN
  1241.85        500.000        97.7638                 NaN            NaN  0.277145       0.169106                 NaN            NaN  0.243020                 NaN   1.54693                 NaN            NaN
  1240.34        500.000        97.8498                 NaN            NaN  0.162880       0.264327                 NaN            NaN  0.233165                 NaN   1.48985                 NaN            NaN
  1238.84        500.000        97.9296                 NaN            NaN  0.252860       0.156756                 NaN            NaN  0.224071                 NaN   1.43671                 NaN            NaN
  1237.34        500.000        98.0034                 NaN            NaN  0.150830       0.242398                 NaN            NaN  0.215590                 NaN   1.38778                 NaN            NaN
  1235.84        500.000        98.0754                 NaN            NaN  0.145465       0.231968                 NaN            NaN  0.207359                 NaN   1.33983                 NaN            NaN
  1234.34        500.000        98.1433                 NaN            NaN  0.222276       0.140357                 NaN            NaN  0.199632                 NaN   1.29439                 NaN            NaN
  1232.83        500.000        98.2076                 NaN            NaN  0.213615       0.135134                 NaN            NaN  0.192312                 NaN   1.25130                 NaN            NaN
  1231.33        500.000        98.2662                 NaN            NaN  0.205012       0.130898                 NaN            NaN  0.185496                 NaN   1.21240                 NaN            NaN
  1229.83        500.000        98.3233                 NaN            NaN  0.196567       0.126835                 NaN            NaN  0.178896                 NaN   1.17439                 NaN            NaN
  1228.33        500.000        98.3789                 NaN            NaN  0.122022       0.189488                 NaN            NaN  0.172657                 NaN   1.13694                 NaN            NaN
  1226.83        500.000        98.4291                 NaN            NaN  0.182267       0.118538                 NaN            NaN  0.166873                 NaN   1.10327                 NaN            NaN
  1225.32        500.000        98.4763                 NaN            NaN  0.114602       0.175828                 NaN            NaN  0.161376                 NaN   1.07191                 NaN            NaN
  1223.82        500.000        98.5270                 NaN            NaN  0.109936       0.170147                 NaN            NaN  0.155725                 NaN   1.03718                 NaN            NaN
  1222.32        500.000        98.5690                 NaN            NaN  0.106653       0.164109                 NaN            NaN  0.150774                 NaN   1.00946                 NaN            NaN
  1220.82        500.000        98.6105                 NaN            NaN  0.102796       0.159406                 NaN            NaN  0.146217                 NaN  0.981107                 NaN            NaN
  1219.31        500.000        98.6510                 NaN            NaN  0.997263E-001  0.153808                 NaN            NaN  0.141411                 NaN  0.954059                 NaN            NaN
  1217.81        500.000        98.6885                 NaN            NaN  0.149428       0.960503E-001            NaN            NaN  0.137120                 NaN  0.928929                 NaN            NaN
  1216.31        500.000        98.7252                 NaN            NaN  0.145369       0.926513E-001            NaN            NaN  0.132967                 NaN  0.903805                 NaN            NaN
  1214.81        500.000        98.5308                 NaN            NaN  0.134635E-001  0.222116                 NaN            NaN  0.148256                 NaN   1.05482       0.305948E-001            NaN
  1213.31        500.000        98.5349                 NaN            NaN  0.717232E-002  0.221349                 NaN            NaN  0.147817                 NaN   1.05410       0.346130E-001            NaN
  1211.80        500.000        98.5856                 NaN            NaN  0.218496                 NaN            NaN            NaN  0.140996                 NaN   1.02141       0.334693E-001            NaN
  1210.30        500.000        98.6293                 NaN            NaN  0.208720       0.192587E-002            NaN            NaN  0.136364                 NaN  0.991844       0.318838E-001            NaN
  1208.80        500.000        98.6711                 NaN            NaN  0.202218                 NaN            NaN            NaN  0.129875                 NaN  0.965740       0.310448E-001            NaN
  1207.30        500.000        98.7131                 NaN            NaN  0.194774                 NaN            NaN            NaN  0.125693                 NaN  0.936908       0.295581E-001            NaN
  1205.80        500.000        98.7540                 NaN            NaN  0.187468                 NaN            NaN            NaN  0.120699                 NaN  0.909441       0.283973E-001            NaN
  1204.29        500.000        98.7892                 NaN            NaN  0.180702                 NaN            NaN            NaN  0.115768                 NaN  0.886813       0.275130E-001            NaN
  1202.79        500.000        98.8264                 NaN            NaN  0.174312                 NaN            NaN            NaN  0.112107                 NaN  0.861045       0.261806E-001            NaN
  1201.29        500.000        98.8616                 NaN            NaN  0.168074                 NaN            NaN            NaN  0.107970                 NaN  0.837196       0.251566E-001            NaN
  1199.79        500.000        98.8942                 NaN            NaN  0.161968                 NaN            NaN            NaN  0.103850                 NaN  0.815677       0.242782E-001            NaN
  1198.28        500.000        98.9243                 NaN            NaN  0.156972                 NaN            NaN            NaN  0.100605                 NaN  0.794917       0.232428E-001            NaN
  1196.78        500.000        74.0793                 NaN            NaN   1.39430                 NaN            NaN            NaN   1.68008                 NaN   11.9688       0.196781        10.6808     
  1195.28        500.000        47.8206                 NaN            NaN   2.87512                 NaN            NaN            NaN   3.34806                 NaN   23.7855       0.349246        21.8215     
  1193.78        500.000        43.6002                 NaN            NaN   3.39656                 NaN            NaN            NaN   3.65994                 NaN   25.4064       0.326679        23.6102     
  1192.28        500.000                 NaN            NaN            NaN   5.13648                 NaN            NaN            NaN   6.46138       0.329177        44.7705       0.534622        42.7679     
  1190.77        500.000                 NaN            NaN            NaN   3.59832        1.13546                 NaN            NaN   6.39832       0.385074        45.0057       0.557554        42.9196     
  1189.27        500.000                 NaN            NaN            NaN   3.50205        1.28197                 NaN            NaN   6.40457       0.376671        44.9844       0.555285        42.8951     
  1187.77        500.000                 NaN            NaN            NaN   3.40585        1.43133                 NaN            NaN   6.41117       0.367749        44.9622       0.552887        42.8689     
  1186.27        500.000                 NaN            NaN            NaN   3.31059        1.58309                 NaN            NaN   6.41816       0.358229        44.9389       0.550340        42.8407     
  1184.77        500.000                 NaN            NaN            NaN   3.21734        1.73669                 NaN            NaN   6.42561       0.348017        44.9143       0.547623        42.8104     
  1183.26        500.000                 NaN            NaN            NaN   3.03325        1.96088                 NaN            NaN   6.43036       0.342110        44.8924       0.545569        42.7954     
  1181.76        500.000                 NaN            NaN            NaN   3.04287        2.04606                 NaN            NaN   6.44215       0.325023        44.8610       0.541567        42.7414     
  1180.26        500.000                 NaN            NaN            NaN   2.96581        2.19941                 NaN            NaN   6.45143       0.311911        44.8316       0.538158        42.7016     
  1178.76        500.000                 NaN            NaN            NaN   2.89959        2.34940                 NaN            NaN   6.46152       0.297419        44.8002       0.534436        42.6574     
  1177.25        500.000                 NaN            NaN            NaN   5.75061                 NaN            NaN            NaN   6.53512       0.222951        44.5365       0.507829        42.4470     
  1175.75        500.000                 NaN            NaN            NaN   2.81949        2.62671                 NaN            NaN   6.48475       0.262876        44.7296       0.525803        42.5508     
  1174.25        500.000                 NaN            NaN            NaN   2.82119        2.74354       0.953654E-006            NaN   6.49815       0.241799        44.6897       0.520752        42.4849     
  1172.75        500.000                 NaN            NaN            NaN   2.86296        2.83689       0.123207E-005            NaN   6.51262       0.217455        44.6467       0.515188        42.4082     
  1171.25        500.000                 NaN            NaN            NaN   2.94325        2.90588       0.155662E-005            NaN   6.52726       0.190168        44.6025       0.509361        42.3215     
  1169.74        500.000                 NaN            NaN            NaN   3.03537        2.96654       0.158777E-005            NaN   6.54060       0.161900        44.5605       0.503780        42.2313     
  1168.24        500.000                 NaN            NaN            NaN   3.11276        3.03695       0.137172E-005            NaN   6.55210       0.134356        44.5218       0.498695        42.1433     
  1166.74        500.000                 NaN            NaN            NaN   3.17114        3.12114       0.119417E-005            NaN   6.56219       0.107680        44.4858       0.494006        42.0580     
  1165.24        500.000                 NaN            NaN            NaN   3.21533        3.21661       0.109958E-005            NaN   6.57132       0.814773E-001   44.4515       0.489569        41.9742     
  1163.73        500.000                 NaN            NaN            NaN   3.25008        3.32044       0.106696E-005            NaN   6.57973       0.554111E-001   44.4183       0.485292        41.8907     
  1162.23        500.000                 NaN            NaN            NaN   3.27862        3.43067       0.108261E-005            NaN   6.58757       0.292517E-001   44.3858       0.481120        41.8069     
  1160.73        500.000                 NaN            NaN            NaN   3.30315        3.54574       0.114090E-005            NaN   6.59489       0.286940E-002   44.3540       0.477023        41.7224     
  1159.23        500.000                 NaN            NaN            NaN   2.86173        4.00060                 NaN            NaN   6.62203       0.621476E-002   44.2975       0.470893        41.7410     
  1157.73        500.000                 NaN            NaN            NaN   2.79452        4.11232                 NaN            NaN   6.63219                 NaN   44.2692       0.467264        41.7245     
  1156.22        500.000                 NaN            NaN            NaN   3.02167        3.86834                 NaN            NaN   6.61917                 NaN   44.2986       0.470636        41.7216     
  1154.72        500.000                 NaN            NaN            NaN   3.01664        3.87480                 NaN            NaN   6.62094                 NaN   44.2945       0.470217        41.7229     
  1153.22        500.000                 NaN            NaN            NaN   3.01172        3.88116                 NaN            NaN   6.62271                 NaN   44.2903       0.469797        41.7243     
  1151.72        500.000                 NaN            NaN            NaN   3.00692        3.88740                 NaN            NaN   6.62448                 NaN   44.2862       0.469376        41.7256     
  1150.22        500.000                 NaN            NaN            NaN   3.00224        3.89353                 NaN            NaN   6.62625                 NaN   44.2821       0.468953        41.7269     
  1148.71        500.000                 NaN            NaN            NaN   2.99769        3.89954                 NaN            NaN   6.62802                 NaN   44.2780       0.468529        41.7283     
  1147.21        500.000                 NaN            NaN            NaN   2.99325        3.90544                 NaN            NaN   6.62978                 NaN   44.2738       0.468104        41.7296     
  1145.71        500.000                 NaN            NaN            NaN   2.98894        3.91121                 NaN            NaN   6.63155                 NaN   44.2697       0.467677        41.7309     
  1144.21        500.000                 NaN            NaN            NaN   2.98475        3.91686                 NaN            NaN   6.63331                 NaN   44.2656       0.467250        41.7323     
  1142.70        500.000                 NaN            NaN            NaN   2.98070        3.92239                 NaN            NaN   6.63507                 NaN   44.2614       0.466821        41.7336     
  1141.20        500.000                 NaN            NaN            NaN   2.97677        3.92780                 NaN            NaN   6.63683                 NaN   44.2573       0.466391        41.7349     
  1139.70        500.000                 NaN            NaN            NaN   2.97297        3.93307                 NaN            NaN   6.63858                 NaN   44.2532       0.465960        41.7363     
  1138.20        500.000                 NaN            NaN            NaN   2.96931        3.93822                 NaN            NaN   6.64034                 NaN   44.2490       0.465528        41.7376     
  1136.70        500.000                 NaN            NaN            NaN   2.96578        3.94323                 NaN            NaN   6.64209                 NaN   44.2449       0.465095        41.7389     
  1135.19        500.000                 NaN            NaN            NaN   2.96239        3.94811                 NaN            NaN   6.64384                 NaN   44.2407       0.464661        41.7403     
  1133.69        500.000                 NaN            NaN            NaN   2.95914        3.95286                 NaN            NaN   6.64559                 NaN   44.2366       0.464227        41.7416     
  1132.19        500.000                 NaN            NaN            NaN   2.95603        3.95747                 NaN            NaN   6.64733                 NaN   44.2325       0.463791        41.7429     
  1130.69        500.000                 NaN            NaN            NaN   2.95306        3.96193                 NaN            NaN   6.64908                 NaN   44.2283       0.463354        41.7443     
  1129.19        500.000                 NaN            NaN            NaN   2.68926        4.24723                 NaN            NaN   6.66597                 NaN   44.1886       0.458777        41.7501     
  1127.68        500.000                 NaN            NaN            NaN   2.50367        4.12007       0.312014                 NaN   6.66429                 NaN   44.1892       0.459530        41.7512     
  1126.18        500.000                 NaN            NaN            NaN   2.51824        4.13156       0.286891                 NaN   6.66576                 NaN   44.1860       0.459165        41.7523     
  1124.68        500.000                 NaN            NaN            NaN   2.53256        4.14461       0.260565                 NaN   6.66739                 NaN   44.1826       0.458760        41.7535     
  1123.18        500.000                 NaN            NaN            NaN   3.82832        3.24666                 NaN            NaN   6.73790                 NaN   43.9609       0.436175        41.7900     
  1121.67        500.000                 NaN            NaN            NaN   6.27310       0.815309                 NaN            NaN   6.74778                 NaN   43.9365       0.433110        41.7942     
  1120.17        500.000                 NaN            NaN            NaN   6.18992       0.901668                 NaN            NaN   6.75060                 NaN   43.9298       0.432215        41.7958     
  1118.67        500.000                 NaN            NaN            NaN   6.39430       0.699627                 NaN            NaN   6.75266                 NaN   43.9245       0.431615        41.7973     
  1117.17        500.000                 NaN            NaN            NaN   6.61431       0.482014                 NaN            NaN   6.75474                 NaN   43.9191       0.431005        41.7988     
  1115.67        500.000                 NaN            NaN            NaN   3.19646        3.89248                 NaN            NaN   6.75004                 NaN   43.9307       0.432371        41.7980     
  1114.16        500.000                 NaN            NaN            NaN   3.07605        4.01452                 NaN            NaN   6.75162                 NaN   43.9266       0.431911        41.7993     
  1112.66        500.000                 NaN            NaN            NaN   3.19623        3.89634                 NaN            NaN   6.75350                 NaN   43.9218       0.431367        41.8007     
  1111.16        500.000                 NaN            NaN            NaN   3.24589        3.84875                 NaN            NaN   6.75540                 NaN   43.9170       0.430813        41.8022     
  1109.66        500.000                 NaN            NaN   1.32333        4.57217                 NaN            NaN            NaN   6.36442                 NaN   44.8914       0.563144        42.2855     
  1108.16        500.000                 NaN            NaN            NaN   3.35449        3.74438                 NaN            NaN   6.75924                 NaN   43.9071       0.429687        41.8051     
  1106.65        500.000                 NaN            NaN            NaN   3.35810        3.74067                 NaN            NaN   6.75958                 NaN   43.9059       0.429670        41.8061     
  1105.15        500.000                 NaN            NaN            NaN  0.743954        4.36996        1.94993       0.976519E-006   6.73462                 NaN   43.9635       0.438229        41.7998     
  1103.65        500.000                 NaN            NaN            NaN  0.915115        6.14110                 NaN            NaN   6.67274                 NaN   44.0222       0.446668        41.8022     
  1102.15        500.000                 NaN            NaN            NaN   1.04149        3.11967        2.91969       0.275284E-005   6.71036                 NaN   43.9533       0.442362        41.8131     
  1100.64        500.000                 NaN            NaN            NaN  0.656909        3.78198        2.65736       0.189131E-005   6.71357                 NaN   43.9304       0.440613        41.8191     
  1099.14        500.000                 NaN            NaN   1.33714        4.55158       0.447522E-005            NaN            NaN   6.36463                 NaN   44.8841       0.563067        42.2995     
  1097.64        500.000                 NaN            NaN            NaN  0.186777E-001   3.75814        3.34363                 NaN   6.72997                 NaN   43.8866       0.435655        41.8273     
  1096.14        500.000                 NaN            NaN            NaN   4.84585        2.27196                 NaN            NaN   6.70881                 NaN   43.9013       0.440783        41.8313     
  1094.64        500.000                 NaN            NaN            NaN   3.41774        3.69414                 NaN            NaN   6.77185                 NaN   43.8728       0.426201        41.8173     
  1093.13        500.000                 NaN            NaN            NaN   3.43335        3.68112                 NaN            NaN   6.77345                 NaN   43.8676       0.425661        41.8188     
  1091.63        500.000                 NaN            NaN            NaN   3.46140        3.65313                 NaN            NaN   6.77465                 NaN   43.8659       0.425322        41.8196     
  1090.13        500.000                 NaN            NaN            NaN   3.64273        3.47325                 NaN            NaN   6.77584                 NaN   43.8620       0.425012        41.8211     
  1088.63        500.000                 NaN            NaN            NaN   3.69561        3.42193                 NaN            NaN   6.77743                 NaN   43.8580       0.424551        41.8225     
  1087.13        500.000                 NaN            NaN            NaN   3.64477        3.47490                 NaN            NaN   6.77938                 NaN   43.8530       0.424013        41.8239     
  1085.62        500.000                 NaN            NaN            NaN   3.67787        3.44306                 NaN            NaN   6.78017                 NaN   43.8500       0.423684        41.8252     
  1084.12        500.000                 NaN            NaN            NaN   3.66550        3.45741                 NaN            NaN   6.78160                 NaN   43.8455       0.423244        41.8267     
  1082.62        500.000                 NaN            NaN            NaN   3.69401        3.43484                 NaN            NaN   6.78878                 NaN   43.8325       0.420994        41.8289     
  1081.12        500.000                 NaN            NaN            NaN   3.71081        3.42139                 NaN            NaN   6.78878                 NaN   43.8273       0.420966        41.8308     
  1079.61        500.000                 NaN            NaN            NaN   3.79584        3.33231                 NaN            NaN   6.78652                 NaN   43.8331       0.421725        41.8305     
  1078.11        500.000                 NaN            NaN            NaN   1.64384        5.43988                 NaN            NaN   6.70135                 NaN   43.9368       0.443579        41.8345     
  1076.61        500.000                 NaN            NaN            NaN   3.89844        3.23183                 NaN            NaN   6.78859                 NaN   43.8268       0.421103        41.8332     
  1075.11        500.000                 NaN            NaN            NaN   3.89831        3.23624                 NaN            NaN   6.79141                 NaN   43.8198       0.419907        41.8343     
  1073.61        500.000                 NaN            NaN            NaN  0.203082        1.01808        5.88821                 NaN   6.77380                 NaN   43.8590       0.426721        41.8312     
  1072.10        500.000                 NaN            NaN            NaN   1.23409        5.92536                 NaN            NaN   6.81001                 NaN   43.7736       0.414402        41.8426     
  1070.60        500.000                 NaN            NaN            NaN   1.67738        5.41464                 NaN            NaN   6.70943                 NaN   43.9160       0.441106        41.8414     
  1069.10        500.000                 NaN            NaN            NaN   1.28609        5.86938                 NaN            NaN   6.80752                 NaN   43.7779       0.415365        41.8437     
  1067.60        500.000                 NaN            NaN            NaN   1.11242        6.05319                 NaN            NaN   6.81534                 NaN   43.7595       0.412754        41.8468     
  1066.09        500.000                 NaN            NaN            NaN   1.37948        5.78730                 NaN            NaN   6.81632                 NaN   43.7563       0.412471        41.8481     
  1064.59        500.000                 NaN            NaN            NaN   1.41276        5.75615                 NaN            NaN   6.81810                 NaN   43.7514       0.411933        41.8496     
  1063.09        500.000                 NaN            NaN            NaN   1.71060        5.40013                 NaN            NaN   6.72531                 NaN   43.8771       0.436162        41.8507     
  1061.59        500.000                 NaN            NaN            NaN   1.73975        5.37086                 NaN            NaN   6.72644                 NaN   43.8754       0.435924        41.8516     
  1060.09        500.000                 NaN            NaN            NaN   1.55705        5.61509                 NaN            NaN   6.82130                 NaN   43.7422       0.411057        41.8533     
  1058.58        500.000                 NaN            NaN            NaN   1.63641        5.20400       0.293641       0.156009E-003   6.79365                 NaN   43.8050       0.420459        41.8466     
  1057.08        500.000                 NaN            NaN            NaN   1.83556        5.27375                 NaN            NaN   6.72947                 NaN   43.8718       0.435356        41.8541     
  1055.58        500.000                 NaN            NaN            NaN   2.14252        4.89742                 NaN            NaN   6.73017                 NaN   43.9642       0.436047        41.8297     
  1054.08        500.000                 NaN            NaN            NaN   1.74500        5.43435                 NaN            NaN   6.82736                 NaN   43.7252       0.409215        41.8589     
  1052.58        500.000                 NaN            NaN            NaN   4.33271        2.83536                 NaN            NaN   6.81721                 NaN   43.7470       0.411791        41.8559     
  1051.07        500.000                 NaN            NaN            NaN   1.77794        5.40389                 NaN            NaN   6.82952                 NaN   43.7186       0.408581        41.8614     
  1049.57        500.000                 NaN            NaN            NaN   3.71528        3.36482                 NaN            NaN   6.77051                 NaN   43.8865       0.427042        41.8359     
  1048.07        500.000                 NaN            NaN            NaN   1.81447        5.37098                 NaN            NaN   6.83249                 NaN   43.7101       0.407675        41.8642     
  1046.57        500.000                 NaN            NaN            NaN   5.15431        1.97844                 NaN            NaN   6.79278                 NaN   43.7978       0.422436        41.8542     
  1045.06        500.000                 NaN            NaN            NaN   5.28520        1.88598                 NaN            NaN   6.82528                 NaN   43.7306       0.410430        41.8625     
  1043.56        500.000                 NaN            NaN            NaN   5.52233        1.60133                 NaN            NaN   6.78890                 NaN   43.8148       0.421081        41.8516     
  1042.06        500.000                 NaN            NaN   1.39231        4.50049                 NaN            NaN            NaN   6.36349                 NaN   44.7975       0.563483        42.3827     
  1040.56        500.000                 NaN            NaN   1.38062        4.51119                 NaN            NaN            NaN   6.35078                 NaN   44.8113       0.567149        42.3789     
  1039.06        500.000                 NaN            NaN            NaN   3.89851        3.24193                 NaN            NaN   6.80812                 NaN   43.7772       0.415576        41.8587     
  1037.55        500.000                 NaN            NaN            NaN   4.97292        2.22687                 NaN            NaN   6.84738                 NaN   43.6767       0.402910        41.8732     
  1036.05        500.000                 NaN            NaN            NaN   2.20436        4.95286                 NaN            NaN   6.81040                 NaN   43.7513       0.414523        41.8666     
  1034.55        500.000                 NaN            NaN   1.41199        4.44692                 NaN            NaN            NaN   6.36739                 NaN   44.8267       0.562268        42.3847     
  1033.05        500.000                 NaN            NaN            NaN   4.03840        3.02658       0.298418E-005            NaN   6.76114                 NaN   43.8934       0.431869        41.8486     
  1031.55        500.000                 NaN            NaN   1.41615        4.42837                 NaN            NaN            NaN   6.36347                 NaN   44.8464       0.563159        42.3824     
  1030.04        500.000                 NaN            NaN            NaN   2.25006        4.91713                 NaN            NaN   6.81689                 NaN   43.7297       0.412846        41.8734     
  1028.54        500.000                 NaN            NaN            NaN   2.53763        4.62930                 NaN            NaN   6.81858                 NaN   43.7277       0.412411        41.8744     
  1027.04        500.000                 NaN            NaN            NaN   4.34119        2.85903                 NaN            NaN   6.84863                 NaN   43.6674       0.402888        41.8809     
  1025.54        500.000                 NaN            NaN            NaN   2.36829        4.81389                 NaN            NaN   6.83058                 NaN   43.6996       0.408629        41.8790     
  1024.03        500.000                 NaN            NaN            NaN   6.94762       0.249264                 NaN            NaN   6.86008                 NaN   43.6658       0.399453        41.8778     
  1022.53        500.000                 NaN            NaN   1.40146        4.48322                 NaN            NaN            NaN   6.35228                 NaN   44.7945       0.566490        42.4021     
  1021.03        500.000                 NaN            NaN            NaN   3.10893        4.08702                 NaN            NaN   6.84662                 NaN   43.6696       0.403748        41.8840     
  1019.53        500.000                 NaN            NaN            NaN   4.33402        2.78970       0.455339E-004            NaN   6.79429                 NaN   43.7919       0.420145        41.8699     
  1018.03        500.000                 NaN            NaN            NaN   3.11064        4.08964                 NaN            NaN   6.85016                 NaN   43.6599       0.402684        41.8870     
  1016.52        500.000                 NaN            NaN            NaN   4.69670        2.51705                 NaN            NaN   6.85790                 NaN   43.6369       0.400284        41.8912     
  1015.02        500.000                 NaN            NaN            NaN   4.16936        2.95106                 NaN            NaN   6.79593                 NaN   43.7924       0.419977        41.8713     
  1013.52        500.000                 NaN            NaN            NaN   3.93872        3.22558                 NaN            NaN   6.82807                 NaN   43.7156       0.410051        41.8820     
  1012.02        500.000                 NaN            NaN            NaN   3.99353        3.14303       0.151629E-005            NaN   6.80376                 NaN   43.7621       0.419283        41.8783     
  1010.52        500.000                 NaN            NaN            NaN   4.39325        2.73663                 NaN            NaN   6.79581                 NaN   43.7742       0.420965        41.8791     
  1009.01        500.000                 NaN            NaN            NaN   4.11975        2.99793                 NaN            NaN   6.79242                 NaN   43.7893       0.422710        41.8779     
  1007.51        500.000                 NaN            NaN            NaN   4.50829        2.71851                 NaN            NaN   6.86925                 NaN   43.6077       0.396674        41.8996     
  1006.01        500.000                 NaN            NaN            NaN   3.90626        3.18577                 NaN            NaN   6.78763                 NaN   43.8248       0.424144        41.8714     
  1004.51        500.000                 NaN            NaN            NaN   3.59120        3.50215                 NaN            NaN   6.79332                 NaN   43.8182       0.423308        41.8718     
  1003.00        500.000                 NaN            NaN            NaN   3.53923        3.55674                 NaN            NaN   6.79512                 NaN   43.8134       0.422346        41.8732     
  1001.50        500.000                 NaN            NaN            NaN   2.73928        4.46825                 NaN            NaN   6.85124                 NaN   43.6374       0.402757        41.9011     
  1000.00        500.000                 NaN            NaN            NaN   2.85706        4.39783                 NaN            NaN   6.88991                 NaN   43.5537       0.390290        41.9112     
