|6.6.6
Archiving\03_Data\DeqfracLP/QFM_m5/K22/K22_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             iron           San(TH)        ilm            q             
  1283.91        500.000        99.5086                 NaN            NaN  0.122592       0.228347                 NaN            NaN  0.140448                 NaN            NaN            NaN            NaN
  1282.41        500.000        99.5138                 NaN            NaN  0.226411       0.120886                 NaN            NaN  0.138870                 NaN            NaN            NaN            NaN
  1280.90        500.000        99.5189                 NaN            NaN  0.119033       0.224653                 NaN            NaN  0.137420                 NaN            NaN            NaN            NaN
  1279.40        500.000        99.5246                 NaN            NaN  0.222425       0.117212                 NaN            NaN  0.135743                 NaN            NaN            NaN            NaN
  1277.90        500.000        99.5137                 NaN            NaN  0.125083       0.221633                 NaN            NaN  0.139544                 NaN            NaN            NaN            NaN
  1276.40        500.000        99.5509                 NaN            NaN  0.104454       0.217194                 NaN            NaN  0.127418                 NaN            NaN            NaN            NaN
  1274.89        500.000        99.5395                 NaN            NaN  0.216758       0.112315                 NaN            NaN  0.131465                 NaN            NaN            NaN            NaN
  1273.39        500.000        99.5453                 NaN            NaN  0.109829       0.215249                 NaN            NaN  0.129627                 NaN            NaN            NaN            NaN
  1271.89        500.000        99.5497                 NaN            NaN  0.213368       0.108492                 NaN            NaN  0.128452                 NaN            NaN            NaN            NaN
  1270.39        500.000        97.9003                 NaN            NaN  0.464437       0.238093                 NaN            NaN  0.286327                 NaN   1.11088                 NaN            NaN
  1268.89        500.000        93.8929                 NaN            NaN   1.00333       0.621251                 NaN            NaN  0.682908                 NaN   3.79960                 NaN            NaN
  1267.38        500.000        94.8558                 NaN            NaN  0.817084       0.720088                 NaN            NaN  0.373430                 NaN   3.23363                 NaN            NaN
  1265.88        500.000        95.9254                 NaN            NaN  0.806959       0.299702                 NaN            NaN  0.339643                 NaN   2.62827                 NaN            NaN
  1264.38        500.000        95.0810                 NaN            NaN   1.16773                 NaN            NaN            NaN  0.826625                 NaN   2.92466                 NaN            NaN
  1262.88        500.000        95.9291                 NaN            NaN  0.520827E-001  0.979729                 NaN            NaN  0.489060                 NaN   2.55007                 NaN            NaN
  1261.38        500.000        95.7091                 NaN            NaN  0.735630       0.398645                 NaN            NaN  0.475900                 NaN   2.68072                 NaN            NaN
  1259.87        500.000        95.8966                 NaN            NaN  0.381353       0.698651                 NaN            NaN  0.454671                 NaN   2.56877                 NaN            NaN
  1258.37        500.000        96.0689                 NaN            NaN  0.365971       0.664376                 NaN            NaN  0.435055                 NaN   2.46567                 NaN            NaN
  1256.87        500.000        96.2350                 NaN            NaN  0.350386       0.632044                 NaN            NaN  0.416216                 NaN   2.36638                 NaN            NaN
  1255.37        500.000        96.3978                 NaN            NaN  0.336529       0.599816                 NaN            NaN  0.397646                 NaN   2.26819                 NaN            NaN
  1253.86        500.000        96.5522                 NaN            NaN  0.322124       0.570179                 NaN            NaN  0.380167                 NaN   2.17538                 NaN            NaN
  1252.36        500.000        96.6901                 NaN            NaN  0.543107       0.309698                 NaN            NaN  0.364270                 NaN   2.09281                 NaN            NaN
  1250.86        500.000        97.7099                 NaN            NaN  0.262301       0.455014                 NaN            NaN  0.294514                 NaN   1.27829                 NaN            NaN
  1249.36        500.000        95.2363                 NaN            NaN  0.583629                 NaN            NaN            NaN  0.675575                 NaN   3.50452                 NaN            NaN
  1247.86        500.000        97.6920                 NaN            NaN   1.13257                 NaN            NaN            NaN  0.115360E-001            NaN   1.16389                 NaN            NaN
  1246.35        500.000        97.3746                 NaN            NaN  0.439127E-003  0.636211                 NaN            NaN  0.311844                 NaN   1.67692                 NaN            NaN
  1244.85        500.000        97.3255                 NaN            NaN  0.430755       0.244760                 NaN            NaN  0.293202                 NaN   1.70578                 NaN            NaN
  1243.35        500.000        97.4242                 NaN            NaN  0.406113       0.242689                 NaN            NaN  0.281256                 NaN   1.64576                 NaN            NaN
  1241.85        500.000        97.5205                 NaN            NaN  0.388673       0.233498                 NaN            NaN  0.270275                 NaN   1.58703                 NaN            NaN
  1240.34        500.000        97.6142                 NaN            NaN  0.225266       0.371238                 NaN            NaN  0.259551                 NaN   1.52978                 NaN            NaN
  1238.84        500.000        97.7012                 NaN            NaN  0.355579       0.217125                 NaN            NaN  0.249650                 NaN   1.47643                 NaN            NaN
  1237.34        500.000        97.7818                 NaN            NaN  0.209237       0.341335                 NaN            NaN  0.240410                 NaN   1.42726                 NaN            NaN
  1235.84        500.000        97.8603                 NaN            NaN  0.202108       0.327060                 NaN            NaN  0.231430                 NaN   1.37906                 NaN            NaN
  1234.34        500.000        97.9346                 NaN            NaN  0.313760       0.195299                 NaN            NaN  0.222992                 NaN   1.33335                 NaN            NaN
  1232.83        500.000        98.0048                 NaN            NaN  0.301920       0.188318                 NaN            NaN  0.214992                 NaN   1.28998                 NaN            NaN
  1231.33        500.000        98.0688                 NaN            NaN  0.290132       0.182707                 NaN            NaN  0.207540                 NaN   1.25078                 NaN            NaN
  1229.83        500.000        98.1314                 NaN            NaN  0.278465       0.177303                 NaN            NaN  0.200313                 NaN   1.21247                 NaN            NaN
  1228.33        500.000        98.1923                 NaN            NaN  0.170795       0.268744                 NaN            NaN  0.193478                 NaN   1.17469                 NaN            NaN
  1226.83        500.000        98.2471                 NaN            NaN  0.258826       0.166188                 NaN            NaN  0.187139                 NaN   1.14072                 NaN            NaN
  1225.32        500.000        98.2989                 NaN            NaN  0.160897       0.249988                 NaN            NaN  0.181109                 NaN   1.10911                 NaN            NaN
  1223.82        500.000        98.3545                 NaN            NaN  0.154542       0.242095                 NaN            NaN  0.174897                 NaN   1.07394                 NaN            NaN
  1222.32        500.000        98.4007                 NaN            NaN  0.150165       0.233772                 NaN            NaN  0.169459                 NaN   1.04594                 NaN            NaN
  1220.82        500.000        98.4461                 NaN            NaN  0.144949       0.227261                 NaN            NaN  0.164453                 NaN   1.01729                 NaN            NaN
  1219.31        500.000        98.4906                 NaN            NaN  0.140822       0.219499                 NaN            NaN  0.159159                 NaN  0.989910                 NaN            NaN
  1217.81        500.000        98.5319                 NaN            NaN  0.213412       0.135808                 NaN            NaN  0.154435                 NaN  0.964462                 NaN            NaN
  1216.31        500.000        98.5721                 NaN            NaN  0.207807       0.131214                 NaN            NaN  0.149859                 NaN  0.939014                 NaN            NaN
  1214.81        500.000        98.3431                 NaN            NaN  0.192641E-001  0.314876                 NaN            NaN  0.167180                 NaN   1.09643       0.591779E-001            NaN
  1213.31        500.000        98.3450                 NaN            NaN  0.102750E-001  0.314204                 NaN            NaN  0.166838                 NaN   1.09667       0.670124E-001            NaN
  1211.80        500.000        98.4016                 NaN            NaN  0.310492                 NaN            NaN            NaN  0.159293                 NaN   1.06370       0.648623E-001            NaN
  1210.30        500.000        98.4503                 NaN            NaN  0.297040       0.276618E-002            NaN            NaN  0.154206                 NaN   1.03382       0.618493E-001            NaN
  1208.80        500.000        98.4973                 NaN            NaN  0.287989                 NaN            NaN            NaN  0.147003                 NaN   1.00746       0.602783E-001            NaN
  1207.30        500.000        98.5441                 NaN            NaN  0.277828                 NaN            NaN            NaN  0.142397                 NaN  0.978249       0.574443E-001            NaN
  1205.80        500.000        98.5898                 NaN            NaN  0.267707                 NaN            NaN            NaN  0.136860                 NaN  0.950418       0.552377E-001            NaN
  1204.29        500.000        98.6293                 NaN            NaN  0.258292                 NaN            NaN            NaN  0.131380                 NaN  0.927497       0.535645E-001            NaN
  1202.79        500.000        98.6708                 NaN            NaN  0.249528                 NaN            NaN            NaN  0.127333                 NaN  0.901294       0.510141E-001            NaN
  1201.29        500.000        98.7103                 NaN            NaN  0.240880                 NaN            NaN            NaN  0.122733                 NaN  0.877046       0.490597E-001            NaN
  1199.79        500.000        98.7470                 NaN            NaN  0.232347                 NaN            NaN            NaN  0.118144                 NaN  0.855171       0.473852E-001            NaN
  1198.28        500.000        98.7806                 NaN            NaN  0.225477                 NaN            NaN            NaN  0.114541                 NaN  0.834020       0.454006E-001            NaN
  1196.78        500.000        72.4089                 NaN            NaN   1.96395                 NaN            NaN            NaN   1.87179                 NaN   12.2759       0.376140        11.1033     
  1195.28        500.000        45.7392                 NaN            NaN   3.98544                 NaN            NaN            NaN   3.64416                 NaN   23.8175       0.652204        22.1615     
  1193.78        500.000        41.5613                 NaN            NaN   4.72472                 NaN            NaN            NaN   3.96216                 NaN   25.2969       0.606787        23.8481     
  1192.28        500.000                 NaN            NaN            NaN   6.84747                 NaN            NaN            NaN   6.73477       0.957844        42.9130       0.956114        41.5908     
  1190.77        500.000                 NaN            NaN            NaN   4.78612        1.51647                 NaN            NaN   6.67152        1.12095        43.1548       0.997516        41.7526     
  1189.27        500.000                 NaN            NaN            NaN   4.65949        1.71341                 NaN            NaN   6.67781        1.09650        43.1334       0.993442        41.7260     
  1187.77        500.000                 NaN            NaN            NaN   4.53282        1.91450                 NaN            NaN   6.68444        1.07053        43.1109       0.989134        41.6977     
  1186.27        500.000                 NaN            NaN            NaN   4.40728        2.11918                 NaN            NaN   6.69147        1.04282        43.0873       0.984559        41.6674     
  1184.77        500.000                 NaN            NaN            NaN   4.28431        2.32675                 NaN            NaN   6.69895        1.01309        43.0624       0.979675        41.6348     
  1183.26        500.000                 NaN            NaN            NaN   4.04030        2.62574                 NaN            NaN   6.70371       0.995902        43.0406       0.975992        41.6177     
  1181.76        500.000                 NaN            NaN            NaN   4.05407        2.74634                 NaN            NaN   6.71555       0.946134        43.0080       0.968787        41.5611     
  1180.26        500.000                 NaN            NaN            NaN   3.95235        2.95528                 NaN            NaN   6.72485       0.907952        42.9780       0.962656        41.5189     
  1178.76        500.000                 NaN            NaN            NaN   3.86499        3.16051                 NaN            NaN   6.73497       0.865749        42.9457       0.955958        41.4721     
  1177.25        500.000                 NaN            NaN            NaN   7.71151                 NaN            NaN            NaN   6.80872       0.648726        42.6748       0.907988        41.2483     
  1175.75        500.000                 NaN            NaN            NaN   3.75979        3.54377                 NaN            NaN   6.75821       0.765149        42.8728       0.940418        41.3599     
  1174.25        500.000                 NaN            NaN            NaN   3.76275        3.70834       0.128359E-005            NaN   6.77158       0.703769        42.8312       0.931321        41.2910     
  1172.75        500.000                 NaN            NaN            NaN   3.81911        3.84340       0.165977E-005            NaN   6.78599       0.632875        42.7862       0.921297        41.2111     
  1171.25        500.000                 NaN            NaN            NaN   3.92682        3.94770       0.209899E-005            NaN   6.80050       0.553420        42.7397       0.910795        41.1211     
  1169.74        500.000                 NaN            NaN            NaN   4.05031        4.04167       0.214326E-005            NaN   6.81363       0.471122        42.6950       0.900732        41.0276     
  1168.24        500.000                 NaN            NaN            NaN   4.15418        4.14845       0.185381E-005            NaN   6.82486       0.390943        42.6537       0.891561        40.9363     
  1166.74        500.000                 NaN            NaN            NaN   4.23270        4.27330       0.161602E-005            NaN   6.83465       0.313301        42.6151       0.883101        40.8478     
  1165.24        500.000                 NaN            NaN            NaN   4.29231        4.41301       0.149037E-005            NaN   6.84343       0.237048        42.5782       0.875095        40.7609     
  1163.73        500.000                 NaN            NaN            NaN   4.33933        4.56388       0.144886E-005            NaN   6.85147       0.161201        42.5424       0.867376        40.6743     
  1162.23        500.000                 NaN            NaN            NaN   4.37804        4.72338       0.147344E-005            NaN   6.85891       0.850930E-001   42.5073       0.859844        40.5874     
  1160.73        500.000                 NaN            NaN            NaN   4.41141        4.88953       0.155696E-005            NaN   6.86581       0.834649E-002   42.4727       0.852448        40.4998     
  1159.23        500.000                 NaN            NaN            NaN   3.82281        5.48813                 NaN            NaN   6.89404       0.180781E-001   42.4190       0.841508        40.5165     
  1157.73        500.000                 NaN            NaN            NaN   3.73384        5.63753                 NaN            NaN   6.90442                 NaN   42.3911       0.835015        40.4981     
  1156.22        500.000                 NaN            NaN            NaN   4.03814        5.31435                 NaN            NaN   6.89101                 NaN   42.4205       0.841075        40.4949     
  1154.72        500.000                 NaN            NaN            NaN   4.03123        5.32302                 NaN            NaN   6.89290                 NaN   42.4173       0.840349        40.4952     
  1153.22        500.000                 NaN            NaN            NaN   4.02447        5.33154                 NaN            NaN   6.89479                 NaN   42.4141       0.839620        40.4955     
  1151.72        500.000                 NaN            NaN            NaN   4.01786        5.33990                 NaN            NaN   6.89668                 NaN   42.4108       0.838889        40.4958     
  1150.22        500.000                 NaN            NaN            NaN   4.01142        5.34812                 NaN            NaN   6.89857                 NaN   42.4076       0.838156        40.4961     
  1148.71        500.000                 NaN            NaN            NaN   4.00514        5.35617                 NaN            NaN   6.90045                 NaN   42.4044       0.837420        40.4964     
  1147.21        500.000                 NaN            NaN            NaN   3.99902        5.36407                 NaN            NaN   6.90233                 NaN   42.4011       0.836681        40.4968     
  1145.71        500.000                 NaN            NaN            NaN   3.99307        5.37180                 NaN            NaN   6.90421                 NaN   42.3979       0.835941        40.4971     
  1144.21        500.000                 NaN            NaN            NaN   3.98729        5.37937                 NaN            NaN   6.90610                 NaN   42.3947       0.835198        40.4974     
  1142.70        500.000                 NaN            NaN            NaN   3.98168        5.38677                 NaN            NaN   6.90797                 NaN   42.3914       0.834454        40.4977     
  1141.20        500.000                 NaN            NaN            NaN   3.97624        5.39401                 NaN            NaN   6.90985                 NaN   42.3882       0.833707        40.4980     
  1139.70        500.000                 NaN            NaN            NaN   3.97098        5.40107                 NaN            NaN   6.91172                 NaN   42.3849       0.832959        40.4984     
  1138.20        500.000                 NaN            NaN            NaN   3.96590        5.40795                 NaN            NaN   6.91359                 NaN   42.3817       0.832208        40.4987     
  1136.70        500.000                 NaN            NaN            NaN   3.96100        5.41466                 NaN            NaN   6.91546                 NaN   42.3784       0.831456        40.4990     
  1135.19        500.000                 NaN            NaN            NaN   3.95628        5.42119                 NaN            NaN   6.91733                 NaN   42.3752       0.830702        40.4993     
  1133.69        500.000                 NaN            NaN            NaN   3.95175        5.42754                 NaN            NaN   6.91919                 NaN   42.3719       0.829946        40.4996     
  1132.19        500.000                 NaN            NaN            NaN   3.94740        5.43370                 NaN            NaN   6.92106                 NaN   42.3687       0.829189        40.5000     
  1130.69        500.000                 NaN            NaN            NaN   3.94325        5.43968                 NaN            NaN   6.92292                 NaN   42.3654       0.828430        40.5003     
  1129.19        500.000                 NaN            NaN            NaN   3.59076        5.81670                 NaN            NaN   6.94045                 NaN   42.3275       0.820253        40.5044     
  1127.68        500.000                 NaN            NaN            NaN   3.34280        5.64671       0.417217                 NaN   6.93871                 NaN   42.3286       0.821619        40.5043     
  1126.18        500.000                 NaN            NaN            NaN   3.36208        5.66218       0.383647                 NaN   6.94030                 NaN   42.3263       0.820988        40.5045     
  1124.68        500.000                 NaN            NaN            NaN   3.38105        5.67978       0.348358                 NaN   6.94205                 NaN   42.3238       0.820286        40.5047     
  1123.18        500.000                 NaN            NaN            NaN   5.19347        4.37263                 NaN            NaN   7.01450                 NaN   42.1062       0.779813        40.5334     
  1121.67        500.000                 NaN            NaN            NaN   8.48623        1.09530                 NaN            NaN   7.02478                 NaN   42.0832       0.774347        40.5361     
  1120.17        500.000                 NaN            NaN            NaN   8.37192        1.21341                 NaN            NaN   7.02775                 NaN   42.0775       0.772767        40.5366     
  1118.67        500.000                 NaN            NaN            NaN   8.64672       0.941401                 NaN            NaN   7.02994                 NaN   42.0731       0.771713        40.5371     
  1117.17        500.000                 NaN            NaN            NaN   8.94248       0.648497                 NaN            NaN   7.03215                 NaN   42.0686       0.770642        40.5376     
  1115.67        500.000                 NaN            NaN            NaN   4.34091        5.24180                 NaN            NaN   7.02736                 NaN   42.0807       0.773109        40.5361     
  1114.16        500.000                 NaN            NaN            NaN   4.17837        5.40633                 NaN            NaN   7.02904                 NaN   42.0775       0.772307        40.5364     
  1112.66        500.000                 NaN            NaN            NaN   4.34073        5.24637                 NaN            NaN   7.03104                 NaN   42.0737       0.771353        40.5368     
  1111.16        500.000                 NaN            NaN            NaN   4.40774        5.18184                 NaN            NaN   7.03306                 NaN   42.0697       0.770383        40.5373     
  1109.66        500.000                 NaN            NaN   2.15469        6.09265                 NaN            NaN            NaN   6.63409                 NaN   43.0556        1.00827        41.0547     
  1108.16        500.000                 NaN            NaN            NaN   4.55424        5.04040                 NaN            NaN   7.03715                 NaN   42.0616       0.768410        40.5382     
  1106.65        500.000                 NaN            NaN            NaN   4.55860        5.03603                 NaN            NaN   7.03756                 NaN   42.0612       0.768400        40.5382     
  1105.15        500.000                 NaN            NaN            NaN   1.01814        5.93317        2.60250       0.131485E-005   7.01182                 NaN   42.1184       0.783748        40.5322     
  1103.65        500.000                 NaN            NaN            NaN   1.21884        8.32693                 NaN            NaN   6.94734                 NaN   42.1749       0.798852        40.5331     
  1102.15        500.000                 NaN            NaN            NaN   1.42518        4.24602        3.90280       0.370986E-005   6.98626                 NaN   42.1077       0.791136        40.5409     
  1100.64        500.000                 NaN            NaN            NaN  0.898881        5.14306        3.54962       0.254760E-005   6.98952                 NaN   42.0857       0.788016        40.5452     
  1099.14        500.000                 NaN            NaN   2.17762        6.06333       0.618255E-005            NaN            NaN   6.63468                 NaN   43.0541        1.00832        41.0619     
  1097.64        500.000                 NaN            NaN            NaN  0.255752E-001   5.10962        4.48435                 NaN   7.00655                 NaN   42.0444       0.779173        40.5504     
  1096.14        500.000                 NaN            NaN            NaN   6.58804        3.02857                 NaN            NaN   6.98441                 NaN   42.0582       0.788348        40.5524     
  1094.64        500.000                 NaN            NaN            NaN   4.59067        5.01965                 NaN            NaN   7.05070                 NaN   42.0353       0.762353        40.5414     
  1093.13        500.000                 NaN            NaN            NaN   4.61084        5.00246                 NaN            NaN   7.05240                 NaN   42.0310       0.761406        40.5418     
  1091.63        500.000                 NaN            NaN            NaN   4.64843        4.96509                 NaN            NaN   7.05372                 NaN   42.0302       0.760821        40.5418     
  1090.13        500.000                 NaN            NaN            NaN   4.89127        4.72401                 NaN            NaN   7.05499                 NaN   42.0272       0.760285        40.5423     
  1088.63        500.000                 NaN            NaN            NaN   4.96191        4.65530                 NaN            NaN   7.05670                 NaN   42.0240       0.759480        40.5426     
  1087.13        500.000                 NaN            NaN            NaN   4.89326        4.72647                 NaN            NaN   7.05876                 NaN   42.0199       0.758537        40.5430     
  1085.62        500.000                 NaN            NaN            NaN   4.93727        4.68406                 NaN            NaN   7.05964                 NaN   42.0177       0.757967        40.5433     
  1084.12        500.000                 NaN            NaN            NaN   4.91975        4.70391                 NaN            NaN   7.06117                 NaN   42.0141       0.757201        40.5438     
  1082.62        500.000                 NaN            NaN            NaN   4.95498        4.67579                 NaN            NaN   7.06868                 NaN   42.0024       0.753194        40.5450     
  1081.12        500.000                 NaN            NaN            NaN   4.97671        4.65766                 NaN            NaN   7.06872                 NaN   41.9980       0.753162        40.5457     
  1079.61        500.000                 NaN            NaN            NaN   5.09271        4.53703                 NaN            NaN   7.06645                 NaN   42.0045       0.754543        40.5447     
  1078.11        500.000                 NaN            NaN            NaN   2.18409        7.39569                 NaN            NaN   6.97754                 NaN   42.1029       0.793633        40.5461     
  1076.61        500.000                 NaN            NaN            NaN   5.22995        4.40270                 NaN            NaN   7.06867                 NaN   41.9999       0.753468        40.5453     
  1075.11        500.000                 NaN            NaN            NaN   5.22843        4.40926                 NaN            NaN   7.07165                 NaN   41.9939       0.751346        40.5455     
  1073.61        500.000                 NaN            NaN            NaN  0.268621        1.39135        7.94890                 NaN   7.05342                 NaN   42.0324       0.763563        40.5418     
  1072.10        500.000                 NaN            NaN            NaN   1.68344        7.98281                 NaN            NaN   7.09100                 NaN   41.9503       0.741522        40.5509     
  1070.60        500.000                 NaN            NaN            NaN   2.22817        7.36170                 NaN            NaN   6.98618                 NaN   42.0866       0.789310        40.5481     
  1069.10        500.000                 NaN            NaN            NaN   1.75465        7.90724                 NaN            NaN   7.08852                 NaN   41.9560       0.743286        40.5503     
  1067.60        500.000                 NaN            NaN            NaN   1.51847        8.15512                 NaN            NaN   7.09668                 NaN   41.9390       0.738630        40.5522     
  1066.09        500.000                 NaN            NaN            NaN   1.88297        7.79201                 NaN            NaN   7.09775                 NaN   41.9366       0.738142        40.5525     
  1064.59        500.000                 NaN            NaN            NaN   1.92878        7.74871                 NaN            NaN   7.09965                 NaN   41.9327       0.737198        40.5530     
  1063.09        500.000                 NaN            NaN            NaN   2.27184        7.33983                 NaN            NaN   7.00291                 NaN   42.0527       0.780560        40.5522     
  1061.59        500.000                 NaN            NaN            NaN   2.31044        7.30116                 NaN            NaN   7.00414                 NaN   42.0519       0.780156        40.5522     
  1060.09        500.000                 NaN            NaN            NaN   2.12420        7.55723                 NaN            NaN   7.10313                 NaN   41.9260       0.735688        40.5537     
  1058.58        500.000                 NaN            NaN            NaN   2.23964        7.00701       0.391073       0.208599E-003   7.07452                 NaN   41.9878       0.752551        40.5472     
  1057.08        500.000                 NaN            NaN            NaN   2.43735        7.17302                 NaN            NaN   7.00749                 NaN   42.0509       0.779207        40.5520     
  1055.58        500.000                 NaN            NaN            NaN   2.84704        6.68579                 NaN            NaN   7.00910                 NaN   42.1452       0.780556        40.5323     
  1054.08        500.000                 NaN            NaN            NaN   2.38202        7.30792                 NaN            NaN   7.10961                 NaN   41.9126       0.732467        40.5554     
  1052.58        500.000                 NaN            NaN            NaN   5.80433        3.87234                 NaN            NaN   7.09920                 NaN   41.9349       0.737107        40.5522     
  1051.07        500.000                 NaN            NaN            NaN   2.42796        7.26496                 NaN            NaN   7.11196                 NaN   41.9078       0.731368        40.5560     
  1049.57        500.000                 NaN            NaN            NaN   5.09243        4.48569                 NaN            NaN   7.05113                 NaN   42.0727       0.764496        40.5336     
  1048.07        500.000                 NaN            NaN            NaN   2.47888        7.21831                 NaN            NaN   7.11515                 NaN   41.9011       0.729784        40.5568     
  1046.57        500.000                 NaN            NaN            NaN   6.91224        2.72084                 NaN            NaN   7.07421                 NaN   41.9882       0.756266        40.5483     
  1045.06        500.000                 NaN            NaN            NaN   7.10910        2.57136                 NaN            NaN   7.10785                 NaN   41.9229       0.734767        40.5540     
  1043.56        500.000                 NaN            NaN            NaN   7.41856        2.20737                 NaN            NaN   7.07028                 NaN   42.0059       0.753882        40.5440     
  1042.06        500.000                 NaN            NaN   2.27202        5.98404                 NaN            NaN            NaN   6.63469                 NaN   42.9958        1.00999        41.1035     
  1040.56        500.000                 NaN            NaN   2.26792        5.99029                 NaN            NaN            NaN   6.62114                 NaN   43.0074        1.01653        41.0967     
  1039.06        500.000                 NaN            NaN            NaN   5.21126        4.43495                 NaN            NaN   7.09037                 NaN   41.9716       0.744077        40.5477     
  1037.55        500.000                 NaN            NaN            NaN   6.67886        3.03563                 NaN            NaN   7.13098                 NaN   41.8741       0.721385        40.5590     
  1036.05        500.000                 NaN            NaN            NaN   3.03488        6.63061                 NaN            NaN   7.09266                 NaN   41.9472       0.742212        40.5524     
  1034.55        500.000                 NaN            NaN   2.30466        5.91171                 NaN            NaN            NaN   6.63958                 NaN   43.0316        1.00803        41.1044     
  1033.05        500.000                 NaN            NaN            NaN   5.39323        4.16778       0.399163E-005            NaN   7.04195                 NaN   42.0876       0.773363        40.5361     
  1031.55        500.000                 NaN            NaN   2.31506        5.88394                 NaN            NaN            NaN   6.63581                 NaN   43.0536        1.00972        41.1018     
  1030.04        500.000                 NaN            NaN            NaN   3.09697        6.57986                 NaN            NaN   7.09957                 NaN   41.9292       0.739281        40.5552     
  1028.54        500.000                 NaN            NaN            NaN   3.48780        6.18963                 NaN            NaN   7.10133                 NaN   41.9277       0.738516        40.5550     
  1027.04        500.000                 NaN            NaN            NaN   5.80687        3.90806                 NaN            NaN   7.13267                 NaN   41.8707       0.721481        40.5603     
  1025.54        500.000                 NaN            NaN            NaN   3.25480        6.43942                 NaN            NaN   7.11394                 NaN   41.9024       0.731783        40.5576     
  1024.03        500.000                 NaN            NaN            NaN   9.36887       0.343926                 NaN            NaN   7.14477                 NaN   41.8711       0.715375        40.5559     
  1022.53        500.000                 NaN            NaN   2.30303        5.94913                 NaN            NaN            NaN   6.62329                 NaN   43.0005        1.01567        41.1083     
  1021.03        500.000                 NaN            NaN            NaN   4.25243        5.45766                 NaN            NaN   7.13082                 NaN   41.8761       0.723100        40.5599     
  1019.53        500.000                 NaN            NaN            NaN   5.78159        3.84630       0.622293E-004            NaN   7.07667                 NaN   41.9958       0.752519        40.5471     
  1018.03        500.000                 NaN            NaN            NaN   4.25521        5.45991                 NaN            NaN   7.13459                 NaN   41.8682       0.721232        40.5609     
  1016.52        500.000                 NaN            NaN            NaN   6.28908        3.44154                 NaN            NaN   7.14261                 NaN   41.8463       0.716942        40.5635     
  1015.02        500.000                 NaN            NaN            NaN   5.55628        4.06804                 NaN            NaN   7.07858                 NaN   41.9988       0.752282        40.5460     
  1013.52        500.000                 NaN            NaN            NaN   5.25897        4.41570                 NaN            NaN   7.11189                 NaN   41.9247       0.734499        40.5543     
  1012.02        500.000                 NaN            NaN            NaN   5.31636        4.32275       0.206583E-005            NaN   7.08688                 NaN   41.9717       0.751082        40.5513     
  1010.52        500.000                 NaN            NaN            NaN   5.85895        3.77327                 NaN            NaN   7.07863                 NaN   41.9840       0.754114        40.5511     
  1009.01        500.000                 NaN            NaN            NaN   5.48773        4.13204                 NaN            NaN   7.07513                 NaN   41.9989       0.757259        40.5489     
  1007.51        500.000                 NaN            NaN            NaN   6.03039        3.71548                 NaN            NaN   7.15471                 NaN   41.8227       0.710585        40.5662     
  1006.01        500.000                 NaN            NaN            NaN   5.20235        4.39034                 NaN            NaN   7.07040                 NaN   42.0353       0.759885        40.5418     
  1004.51        500.000                 NaN            NaN            NaN   4.77695        4.81472                 NaN            NaN   7.07657                 NaN   42.0311       0.758427        40.5423     
  1003.00        500.000                 NaN            NaN            NaN   4.70644        4.88957                 NaN            NaN   7.07842                 NaN   42.0266       0.756714        40.5423     
  1001.50        500.000                 NaN            NaN            NaN   3.76543        5.95800                 NaN            NaN   7.13620                 NaN   41.8545       0.721562        40.5643     
  1000.00        500.000                 NaN            NaN            NaN   3.90685        5.87077                 NaN            NaN   7.17641                 NaN   41.7743       0.699232        40.5725     
