|6.6.6
Archiving\03_Data\frac/QFM_m4/EETA/EETA_3.tab                             
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          17
T(K)           P(bar)         melt(TH)       melt(TH)       melt(TH)       pxmn           Ni             Sp(TH)         O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             ilm            San(TH)        q             
  1563.91        2500.00        98.9923                 NaN            NaN            NaN            NaN            NaN  0.979215E-001  0.909732                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1561.40        2500.00        97.0034                 NaN            NaN            NaN            NaN            NaN  0.287711        2.70894                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1558.90        2500.00        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1556.39        2500.00        99.9105                 NaN            NaN            NaN            NaN            NaN  0.827284E-002  0.812381E-001            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1553.88        2500.00        99.2239                 NaN            NaN            NaN            NaN            NaN  0.737364E-001  0.702403                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1551.38        2500.00        99.0551                 NaN            NaN            NaN            NaN            NaN  0.878194E-001  0.857062                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1548.87        2500.00        99.0667                 NaN            NaN            NaN            NaN            NaN  0.867846E-001  0.846547                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1546.37        2500.00        99.0792                 NaN            NaN            NaN            NaN            NaN  0.860178E-001  0.834738                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1543.86        2500.00        99.0900                 NaN            NaN            NaN            NaN            NaN  0.849330E-001  0.825071                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1541.35        2500.00        99.1015                 NaN            NaN            NaN            NaN            NaN  0.818253E-001  0.816653                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1538.85        2500.00        99.1110                 NaN            NaN            NaN            NaN            NaN  0.844566E-001  0.804511                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1536.34        2500.00        99.0697                 NaN            NaN            NaN            NaN            NaN  0.461527E-001  0.621239       0.262873                 NaN            NaN            NaN            NaN            NaN            NaN
  1533.83        2500.00        98.9115                 NaN            NaN            NaN            NaN            NaN            NaN  0.239781E-001   1.06455                 NaN            NaN            NaN            NaN            NaN            NaN
  1531.33        2500.00        98.9144                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08562                 NaN            NaN            NaN            NaN            NaN            NaN
  1528.82        2500.00        98.9188                 NaN            NaN            NaN            NaN            NaN            NaN  0.512907E-001   1.02991                 NaN            NaN            NaN            NaN            NaN            NaN
  1526.32        2500.00        98.9235                 NaN            NaN            NaN            NaN            NaN            NaN  0.661101E-001   1.01037                 NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        2500.00        98.9264                 NaN            NaN            NaN            NaN            NaN            NaN  0.133606       0.940032                 NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        2500.00        98.9206                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.07941                 NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        2500.00        98.9233                 NaN            NaN            NaN            NaN            NaN            NaN  0.281456E-001   1.04857                 NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        2500.00        98.9155                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.08451                 NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        2500.00        98.9096                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09042                 NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        2500.00        98.9058                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.09417                 NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        2500.00        98.8972                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.10284                 NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        2500.00        98.8874                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.11259                 NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        2500.00        98.8668                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.13324                 NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        2500.00        98.8317                 NaN            NaN            NaN            NaN  0.580399E-002            NaN            NaN   1.16247                 NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        2500.00        98.7985                 NaN            NaN            NaN            NaN  0.698549E-002            NaN            NaN   1.19455                 NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        2500.00        98.7450                 NaN            NaN            NaN            NaN  0.672354E-002            NaN            NaN   1.24824                 NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        2500.00        98.3452                 NaN            NaN            NaN            NaN  0.400849E-002            NaN            NaN   1.13089       0.519899                 NaN            NaN            NaN            NaN            NaN
  1491.23        2500.00        98.3153                 NaN            NaN            NaN            NaN  0.343903E-002            NaN            NaN  0.412709        1.26857                 NaN            NaN            NaN            NaN            NaN
  1488.72        2500.00        98.3418                 NaN            NaN            NaN            NaN  0.324884E-002            NaN            NaN   1.24513       0.409841                 NaN            NaN            NaN            NaN            NaN
  1486.22        2500.00        98.3669                 NaN            NaN            NaN            NaN  0.304011E-002            NaN            NaN   1.22330       0.406713                 NaN            NaN            NaN            NaN            NaN
  1483.71        2500.00        98.3880                 NaN            NaN            NaN            NaN  0.285831E-002            NaN            NaN  0.403083        1.20608                 NaN            NaN            NaN            NaN            NaN
  1481.20        2500.00        98.4046                 NaN            NaN            NaN            NaN  0.269113E-002            NaN            NaN  0.404145        1.18856                 NaN            NaN            NaN            NaN            NaN
  1478.70        2500.00        98.4499                 NaN            NaN            NaN            NaN  0.249625E-002            NaN            NaN   1.15066       0.396913                 NaN            NaN            NaN            NaN            NaN
  1476.19        2500.00        98.4588                 NaN            NaN            NaN            NaN  0.231882E-002            NaN            NaN   1.14287       0.396049                 NaN            NaN            NaN            NaN            NaN
  1473.68        2500.00        98.4792                 NaN            NaN            NaN            NaN  0.218722E-002            NaN            NaN  0.393329        1.12529                 NaN            NaN            NaN            NaN            NaN
  1471.18        2500.00        98.4989                 NaN            NaN            NaN            NaN  0.202787E-002            NaN            NaN  0.389125        1.10995                 NaN            NaN            NaN            NaN            NaN
  1468.67        2500.00        98.5193                 NaN            NaN            NaN            NaN  0.186701E-002            NaN            NaN  0.387184        1.09162                 NaN            NaN            NaN            NaN            NaN
  1466.17        2500.00        98.5363                 NaN            NaN            NaN            NaN  0.172902E-002            NaN            NaN  0.384034        1.07791                 NaN            NaN            NaN            NaN            NaN
  1463.66        2500.00        98.5557                 NaN            NaN            NaN            NaN  0.160184E-002            NaN            NaN   1.06048       0.382182                 NaN            NaN            NaN            NaN            NaN
  1461.15        2500.00        98.5718                 NaN            NaN            NaN            NaN  0.148997E-002            NaN            NaN  0.377870        1.04886                 NaN            NaN            NaN            NaN            NaN
  1458.65        2500.00        98.5889                 NaN            NaN            NaN            NaN  0.131328E-002            NaN            NaN  0.374919        1.03485                 NaN            NaN            NaN            NaN            NaN
  1456.14        2500.00        98.6036                 NaN            NaN            NaN            NaN  0.122568E-002            NaN            NaN  0.373976        1.02118                 NaN            NaN            NaN            NaN            NaN
  1453.63        2500.00        98.6209                 NaN            NaN            NaN            NaN  0.106666E-002  0.102748E-003            NaN  0.367887        1.01004                 NaN            NaN            NaN            NaN            NaN
  1451.13        2500.00        98.6359                 NaN            NaN            NaN            NaN  0.967231E-003            NaN            NaN  0.367167       0.995987                 NaN            NaN            NaN            NaN            NaN
  1448.62        2500.00        98.6477                 NaN            NaN            NaN            NaN  0.872134E-003  0.125351E-004            NaN  0.363309       0.988102                 NaN            NaN            NaN            NaN            NaN
  1446.12        2500.00        98.6635                 NaN            NaN            NaN            NaN  0.743776E-003  0.577086E-003            NaN  0.975571       0.359654                 NaN            NaN            NaN            NaN            NaN
  1443.61        2500.00        98.9463                 NaN            NaN            NaN            NaN  0.384101E-003  0.113153E-001            NaN  0.255566       0.786433                 NaN            NaN            NaN            NaN            NaN
  1441.10        2500.00        98.4114                 NaN            NaN            NaN            NaN  0.817911E-003  0.709195E-002            NaN  0.419359        1.16137                 NaN            NaN            NaN            NaN            NaN
  1438.60        2500.00        98.7201                 NaN            NaN            NaN            NaN  0.347030E-003  0.515132E-001            NaN  0.978680       0.249357                 NaN            NaN            NaN            NaN            NaN
  1436.09        2500.00        98.7239                 NaN            NaN            NaN            NaN  0.261928E-003  0.471334E-001            NaN  0.255615       0.973138                 NaN            NaN            NaN            NaN            NaN
  1433.58        2500.00        98.7335                 NaN            NaN            NaN            NaN  0.180969E-003  0.433853E-001            NaN  0.962932       0.260043                 NaN            NaN            NaN            NaN            NaN
  1431.08        2500.00        98.7468                 NaN            NaN            NaN            NaN  0.105400E-003  0.439768E-001            NaN  0.254826       0.954277                 NaN            NaN            NaN            NaN            NaN
  1428.57        2500.00        98.7540                 NaN            NaN            NaN            NaN  0.276096E-004  0.400721E-001            NaN  0.259320       0.946534                 NaN            NaN            NaN            NaN            NaN
  1426.07        2500.00        98.7618                 NaN            NaN            NaN            NaN  0.288326E-004  0.377653E-001            NaN  0.940358       0.260051                 NaN            NaN            NaN            NaN            NaN
  1423.56        2500.00        97.5408                 NaN            NaN            NaN            NaN            NaN  0.307257                 NaN  0.319018        1.14048                 NaN  0.692417                 NaN            NaN            NaN
  1421.05        2500.00        96.7247                 NaN            NaN            NaN            NaN            NaN  0.501121                 NaN  0.325489        1.27848                 NaN   1.17018                 NaN            NaN            NaN
  1418.55        2500.00        96.8102                 NaN            NaN            NaN            NaN            NaN  0.498596                 NaN  0.281641        1.26845                 NaN   1.14114                 NaN            NaN            NaN
  1416.04        2500.00        96.8908                 NaN            NaN            NaN            NaN            NaN  0.496317                 NaN   1.25616       0.243627                 NaN   1.11311                 NaN            NaN            NaN
  1413.53        2500.00        96.9724                 NaN            NaN            NaN            NaN            NaN  0.493387                 NaN  0.200999        1.24764                 NaN   1.08558                 NaN            NaN            NaN
  1411.03        2500.00        97.0468                 NaN            NaN            NaN            NaN            NaN  0.490499                 NaN   1.24003       0.162793                 NaN   1.05988                 NaN            NaN            NaN
  1408.52        2500.00        97.1196                 NaN            NaN            NaN            NaN            NaN  0.487395                 NaN  0.123105        1.23502                 NaN   1.03487                 NaN            NaN            NaN
  1406.02        2500.00        97.1840                 NaN            NaN            NaN            NaN            NaN  0.484410                 NaN   1.23478       0.848648E-001            NaN   1.01192                 NaN            NaN            NaN
  1403.51        2500.00        97.2564                 NaN            NaN            NaN            NaN            NaN  0.480872                 NaN   1.22564       0.499585E-001            NaN  0.987103                 NaN            NaN            NaN
  1401.00        2500.00        97.3162                 NaN            NaN            NaN            NaN            NaN  0.477458                 NaN   1.22475       0.157976E-001            NaN  0.965842                 NaN            NaN            NaN
  1398.50        2500.00        97.3783                 NaN            NaN            NaN            NaN            NaN  0.473442                 NaN   1.20437                 NaN            NaN  0.943885                 NaN            NaN            NaN
  1395.99        2500.00        97.4331                 NaN            NaN            NaN            NaN            NaN  0.457875                 NaN   1.18739                 NaN            NaN  0.921648                 NaN            NaN            NaN
  1393.48        2500.00        97.4890                 NaN            NaN            NaN            NaN            NaN  0.448800                 NaN   1.16131                 NaN            NaN  0.900879                 NaN            NaN            NaN
  1390.98        2500.00        97.5412                 NaN            NaN            NaN            NaN            NaN  0.437898                 NaN   1.14047                 NaN            NaN  0.880451                 NaN            NaN            NaN
  1388.47        2500.00        97.5903                 NaN            NaN            NaN            NaN            NaN  0.426995                 NaN   1.12140                 NaN            NaN  0.861308                 NaN            NaN            NaN
  1385.96        2500.00        97.6435                 NaN            NaN            NaN            NaN            NaN  0.420529                 NaN   1.09450                 NaN            NaN  0.841429                 NaN            NaN            NaN
  1383.46        2500.00        97.6880                 NaN            NaN            NaN            NaN            NaN  0.408769                 NaN   1.07983                 NaN            NaN  0.823427                 NaN            NaN            NaN
  1380.95        2500.00        97.7363                 NaN            NaN            NaN            NaN            NaN  0.401637                 NaN   1.05706                 NaN            NaN  0.804955                 NaN            NaN            NaN
  1378.45        2500.00        97.7858                 NaN            NaN            NaN            NaN            NaN  0.396194                 NaN   1.03043                 NaN            NaN  0.787601                 NaN            NaN            NaN
  1375.94        2500.00        97.8244                 NaN            NaN            NaN            NaN            NaN  0.388356                 NaN   1.01623                 NaN            NaN  0.770984                 NaN            NaN            NaN
  1373.43        2500.00        97.8664                 NaN            NaN            NaN            NaN            NaN  0.379349                 NaN  0.999520                 NaN            NaN  0.754763                 NaN            NaN            NaN
  1370.93        2500.00        97.9092                 NaN            NaN            NaN            NaN            NaN  0.376071                 NaN  0.975730                 NaN            NaN  0.738981                 NaN            NaN            NaN
  1368.42        2500.00        97.9464                 NaN            NaN            NaN            NaN            NaN  0.366299                 NaN  0.963561                 NaN            NaN  0.723691                 NaN            NaN            NaN
  1365.91        2500.00        97.9834                 NaN            NaN            NaN            NaN            NaN  0.359390                 NaN  0.948236                 NaN            NaN  0.708926                 NaN            NaN            NaN
  1363.41        2500.00        98.0220                 NaN            NaN            NaN            NaN            NaN  0.352178                 NaN  0.931937                 NaN            NaN  0.693913                 NaN            NaN            NaN
  1360.90        2500.00        98.0566                 NaN            NaN            NaN            NaN            NaN  0.345063                 NaN  0.918211                 NaN            NaN  0.680158                 NaN            NaN            NaN
  1358.40        2500.00        98.0884                 NaN            NaN            NaN            NaN            NaN  0.330891                 NaN  0.915082                 NaN            NaN  0.665623                 NaN            NaN            NaN
  1355.89        2500.00        98.1238                 NaN            NaN            NaN            NaN            NaN  0.329538                 NaN  0.893745                 NaN            NaN  0.652943                 NaN            NaN            NaN
  1353.38        2500.00        98.1569                 NaN            NaN            NaN            NaN            NaN  0.323154                 NaN  0.879920                 NaN            NaN  0.640023                 NaN            NaN            NaN
  1350.88        2500.00        98.1860                 NaN            NaN            NaN            NaN            NaN  0.311883                 NaN  0.875248                 NaN            NaN  0.626881                 NaN            NaN            NaN
  1348.37        2500.00        98.2136                 NaN            NaN            NaN            NaN            NaN  0.303550                 NaN  0.867580                 NaN            NaN  0.615278                 NaN            NaN            NaN
  1345.86        2500.00        98.2459                 NaN            NaN            NaN            NaN            NaN  0.295493                 NaN  0.856140                 NaN            NaN  0.602496                 NaN            NaN            NaN
  1343.36        2500.00        98.2710                 NaN            NaN            NaN            NaN            NaN  0.287027                 NaN  0.850620                 NaN            NaN  0.591326                 NaN            NaN            NaN
  1340.85        2500.00        98.1857                 NaN            NaN            NaN            NaN            NaN  0.269102                 NaN  0.892659                 NaN            NaN  0.611400       0.411624E-001            NaN            NaN
  1338.35        2500.00        98.1162                 NaN            NaN            NaN            NaN            NaN  0.259694                 NaN  0.917310                 NaN            NaN  0.628898       0.779185E-001            NaN            NaN
  1335.84        2500.00        98.1646                 NaN            NaN            NaN            NaN            NaN  0.250837                 NaN  0.898288                 NaN            NaN  0.611276       0.749957E-001            NaN            NaN
  1333.33        2500.00        98.2070                 NaN            NaN            NaN            NaN            NaN  0.249273                 NaN  0.873585                 NaN            NaN  0.597733       0.724184E-001            NaN            NaN
  1330.83        2500.00        98.2471                 NaN            NaN            NaN            NaN            NaN  0.243215                 NaN  0.855897                 NaN            NaN  0.583877       0.699597E-001            NaN            NaN
  1328.32        2500.00        98.2828                 NaN            NaN            NaN            NaN            NaN  0.241001                 NaN  0.836252                 NaN            NaN  0.572182       0.677891E-001            NaN            NaN
  1325.81        2500.00        98.3283                 NaN            NaN            NaN            NaN            NaN  0.230238                 NaN  0.821494                 NaN            NaN  0.555219       0.647817E-001            NaN            NaN
  1323.31        2500.00        98.3624                 NaN            NaN            NaN            NaN            NaN  0.224797                 NaN  0.806473                 NaN            NaN  0.543758       0.626177E-001            NaN            NaN
  1320.80        2500.00        98.4027                 NaN            NaN            NaN            NaN            NaN  0.213581                 NaN  0.794484                 NaN            NaN  0.528759       0.605074E-001            NaN            NaN
  1318.30        2500.00        98.4303                 NaN            NaN            NaN            NaN            NaN  0.216287                 NaN  0.774715                 NaN            NaN  0.520791       0.578843E-001            NaN            NaN
  1315.79        2500.00        98.4678                 NaN            NaN            NaN            NaN            NaN  0.204076                 NaN  0.765728                 NaN            NaN  0.506578       0.558378E-001            NaN            NaN
  1313.28        2500.00        98.5010                 NaN            NaN            NaN            NaN            NaN  0.198371                 NaN  0.751937                 NaN            NaN  0.494881       0.537720E-001            NaN            NaN
  1310.78        2500.00        98.5330                 NaN            NaN            NaN            NaN            NaN  0.190120                 NaN  0.741789                 NaN            NaN  0.483506       0.516182E-001            NaN            NaN
  1308.27        2500.00        98.5653                 NaN            NaN            NaN            NaN            NaN  0.180152                 NaN  0.733634                 NaN            NaN  0.471165       0.497101E-001            NaN            NaN
  1305.76        2500.00        98.5910                 NaN            NaN            NaN            NaN            NaN  0.180011                 NaN  0.718120                 NaN            NaN  0.463345       0.475338E-001            NaN            NaN
  1303.26        2500.00        98.6224                 NaN            NaN            NaN            NaN            NaN  0.169257                 NaN  0.711111                 NaN            NaN  0.451534       0.456742E-001            NaN            NaN
  1300.75        2500.00        96.0814                 NaN            NaN            NaN            NaN            NaN  0.270723                 NaN   1.17522                 NaN            NaN  0.785631       0.947370E-001   1.59230                 NaN
  1298.25        2500.00        62.1369                 NaN            NaN            NaN            NaN            NaN   1.71264                 NaN   7.57046                 NaN            NaN   5.31311       0.737923        22.5290                 NaN
  1295.74        2500.00        69.3366                 NaN            NaN            NaN            NaN            NaN   1.35070                 NaN   6.35776                 NaN            NaN   4.33054       0.576984        18.0474                 NaN
  1293.23        2500.00        74.8114                 NaN            NaN            NaN            NaN            NaN   1.06498                 NaN   5.41150                 NaN            NaN   3.57969       0.459634        14.6728                 NaN
  1290.73        2500.00        79.0280                 NaN            NaN            NaN            NaN            NaN  0.828663                 NaN   4.67420                 NaN            NaN   2.99795       0.372290        12.0989                 NaN
  1288.22        2500.00        82.3132                 NaN            NaN            NaN            NaN            NaN  0.628977                 NaN   4.09400                 NaN            NaN   2.54207       0.305927        10.1158                 NaN
  1285.71        2500.00        84.5154                 NaN            NaN            NaN            NaN            NaN  0.517161                 NaN   3.69422                 NaN            NaN   2.23609       0.261493        8.77562                 NaN
  1283.21        2500.00        86.5421                 NaN            NaN            NaN            NaN            NaN  0.320320                 NaN   3.40427                 NaN            NaN   1.95180       0.218777        7.56277                 NaN
  1280.70        2500.00        85.6618                 NaN            NaN            NaN            NaN            NaN  0.442554                 NaN   3.41024                 NaN            NaN   2.10231       0.232719        8.15034                 NaN
  1278.20        2500.00        75.4043                 NaN            NaN            NaN            NaN            NaN  0.908235                 NaN   3.89909                 NaN            NaN   3.92829       0.488100        15.3720                 NaN
  1275.69        2500.00        94.1870                 NaN            NaN            NaN            NaN            NaN  0.149516                 NaN   1.22475                 NaN            NaN  0.917637       0.104557        3.41650                 NaN
  1273.18        2500.00        97.1510                 NaN            NaN            NaN            NaN            NaN  0.176806                 NaN  0.242336                 NaN            NaN  0.459833       0.577145E-001   1.91230                 NaN
  1270.68        2500.00        98.4130                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.545060                 NaN            NaN  0.230538       0.121223E-001  0.799252                 NaN
  1268.17        2500.00        98.4472                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.438342                 NaN            NaN  0.210551       0.265052E-001  0.877365                 NaN
  1265.66        2500.00        98.3338                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.445674                 NaN            NaN  0.235398       0.248352E-001  0.960318                 NaN
  1263.16        2500.00        98.2446                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.544512                 NaN            NaN  0.314994       0.242376E-001  0.871630                 NaN
  1260.65        2500.00        88.8210        9.85919                 NaN            NaN            NaN            NaN            NaN            NaN  0.791285E-001            NaN            NaN  0.181404       0.352899E-001   1.02397                 NaN
  1258.15        2500.00        75.7667        11.3661        9.29111                 NaN            NaN            NaN            NaN            NaN  0.736465       0.711333                 NaN  0.498823       0.301855E-001   1.59935                 NaN
  1255.64        2500.00        78.4057        12.1914        9.09414                 NaN            NaN            NaN            NaN            NaN  0.597046E-001            NaN            NaN  0.238143E-001  0.587332E-002  0.219332                 NaN
  1253.13        2500.00        75.8053                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.27547        4.82781                 NaN   3.03032       0.160412        9.90070                 NaN
  1250.63        2500.00        58.5989        24.7878                 NaN            NaN            NaN            NaN            NaN            NaN   1.43781        2.37394                 NaN   2.39950       0.330354        10.0717                 NaN
  1248.12        2500.00        99.5369                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.325700                 NaN            NaN  0.137362                 NaN            NaN            NaN
  1245.61        2500.00        99.7149                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.282375                 NaN            NaN            NaN  0.272287E-002            NaN            NaN
  1243.11        2500.00        96.8436                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.494349                 NaN            NaN            NaN  0.511993E-001   2.61085                 NaN
  1240.60        2500.00        99.0267                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.634672                 NaN            NaN  0.293649       0.449838E-001            NaN            NaN
  1238.10        2500.00        88.6463                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.83774                 NaN            NaN  0.874159       0.430147E-001   5.32835        3.27045     
  1235.59        2500.00        96.2835                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.890513                 NaN            NaN  0.557763       0.492332E-001   2.21897                 NaN
  1233.08        2500.00        62.9871                 NaN            NaN            NaN            NaN            NaN   1.69006                 NaN  0.400653E-005            NaN            NaN   2.49424       0.256324        17.8687        14.7036     
  1230.58        2500.00        16.4554                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.37705        9.70462       0.526660E-005   8.07251       0.456994        37.0588        24.8746     
  1228.07        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.58497        6.70193       0.456971E-005   8.01659       0.637606        46.5726        33.4863     
  1225.56        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.64357        6.64514       0.470124E-005   8.02172       0.636929        46.5644        33.4882     
  1223.06        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.70135        6.58911       0.440962E-005   8.02702       0.636271        46.5561        33.4901     
  1220.55        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.76187        6.53051       0.451221E-005   8.03218       0.635574        46.5478        33.4921     
  1218.05        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.82081        6.47375       0.462360E-005   8.03734       0.634835        46.5392        33.4940     
  1215.54        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.87725        6.41911       0.456413E-005   8.04260       0.634152        46.5309        33.4960     
  1213.03        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.93397        6.36449       0.459645E-005   8.04789       0.633418        46.5223        33.4979     
  1210.53        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.99041        6.31021       0.450902E-005   8.05303       0.632678        46.5137        33.4999     
  1208.02        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.04629        6.25648       0.455083E-005   8.05830       0.631939        46.5051        33.5019     
  1205.51        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.10114        6.20385       0.475521E-005   8.06359       0.631181        46.4963        33.5039     
  1203.01        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.15487        6.15240       0.450899E-005   8.06890       0.630409        46.4875        33.5060     
  1200.50        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.20452        6.10512       0.449012E-005   8.07424       0.629616        46.4785        33.5080     
  1197.99        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.26237        6.04959       0.454882E-005   8.07958       0.628828        46.4696        33.5101     
  1195.49        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.31445        5.99998       0.460982E-005   8.08496       0.628020        46.4605        33.5121     
  1192.98        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.36625        5.95062       0.457102E-005   8.09039       0.627218        46.4513        33.5142     
  1190.48        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.41796        5.90163       0.459691E-005   8.09577       0.626340        46.4420        33.5163     
  1187.97        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.46832        5.85374       0.463983E-005   8.10110       0.625544        46.4329        33.5184     
  1185.46        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.51750        5.80724       0.458745E-005   8.10652       0.624677        46.4236        33.5205     
  1182.96        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.56716        5.76024       0.461579E-005   8.11195       0.623813        46.4142        33.5226     
  1180.45        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.61434        5.71588       0.457239E-005   8.11733       0.622939        46.4047        33.5248     
  1177.94        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.66268        5.67036       0.460083E-005   8.12277       0.622047        46.3952        33.5269     
  1175.44        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.70893        5.62700       0.460984E-005   8.12821       0.621144        46.3856        33.5291     
  1172.93        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.75493        5.58393       0.458755E-005   8.13365       0.620232        46.3760        33.5313     
  1170.43        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.79958        5.54232       0.458795E-005   8.13907       0.619282        46.3662        33.5335     
  1167.92        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.84452        5.50039       0.461546E-005   8.14456       0.618373        46.3564        33.5357     
  1165.41        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.88843        5.45954       0.459532E-005   8.15003       0.617434        46.3466        33.5379     
  1162.91        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.76619        6.60299       0.666798E-003   8.08638       0.618013        46.3911        33.5346     
  1160.40        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.97349        5.38089       0.456645E-005   8.16097       0.615500        46.3267        33.5424     
  1157.89        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.01474        5.34291       0.456738E-005   8.16646       0.614518        46.3167        33.5447     
  1155.39        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.05529        5.30567       0.430438E-005   8.17194       0.613529        46.3066        33.5470     
  1152.88        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.09508        5.26925       0.455866E-005   8.17740       0.612527        46.2964        33.5493     
  1150.38        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.13386        5.23390       0.455668E-005   8.18290       0.611510        46.2862        33.5516     
  1147.87        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.17291        5.19834       0.452529E-005   8.18840       0.610486        46.2759        33.5539     
  1145.36        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.20913        5.16567       0.451684E-005   8.19390       0.609449        46.2656        33.5563     
  1142.86        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.24541        5.13294       0.415830E-004   8.19939       0.608402        46.2552        33.5586     
  1140.35        2500.00                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN   6.28161        5.10043       0.446716E-005   8.20489       0.607344        46.2447        33.5610     
