|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/TIS/TIS_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             ilm            San(TH)        San(TH)        q             
  1198.72        500.000       100.0000                 NaN            NaN            NaN            NaN  0.112427E-005  0.236252E-005            NaN            NaN            NaN            NaN
  1197.65        500.000       100.0000       0.177318E-005            NaN            NaN            NaN            NaN            NaN            NaN  0.121551E-004  0.285088E-005  0.141790E-004
  1196.58        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.51        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1194.44        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1192.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.24        500.000        99.9992       0.695577E-004  0.242786E-004            NaN            NaN            NaN  0.608070E-004  0.202090E-005  0.312256E-003            NaN  0.290620E-003
  1190.17        500.000        48.6297        3.21170        2.00367                 NaN            NaN            NaN   3.83550       0.173144        21.3474                 NaN   20.7989     
  1189.10        500.000                 NaN  0.308196        8.26755                 NaN            NaN            NaN   7.06486       0.312839        43.7824                 NaN   40.2642     
  1188.03        500.000                 NaN   1.65627        6.92575                 NaN            NaN            NaN   7.06774       0.311820        43.7722                 NaN   40.2662     
  1186.96        500.000                 NaN   4.29064        4.27355                 NaN            NaN            NaN   7.07006       0.315579        43.7870                 NaN   40.2632     
  1185.90        500.000                 NaN   4.35294        4.21443                 NaN            NaN            NaN   7.07085       0.315143        43.7823                 NaN   40.2643     
  1184.83        500.000                 NaN   1.19366        7.39215                 NaN            NaN            NaN   7.07365       0.310603        43.7610                 NaN   40.2689     
  1183.76        500.000                 NaN   4.36160        4.20654                 NaN            NaN            NaN   7.06849       0.315070        43.7820                 NaN   40.2663     
  1182.69        500.000                 NaN   4.43506        4.13443                 NaN            NaN            NaN   7.06982       0.314685        43.7787                 NaN   40.2673     
  1181.62        500.000                 NaN   4.50274        4.06762                 NaN            NaN            NaN   7.07111       0.314346        43.7760                 NaN   40.2682     
  1180.55        500.000                 NaN  0.458571        8.13331                 NaN            NaN            NaN   7.08132       0.308890        43.7450                 NaN   40.2730     
  1179.49        500.000                 NaN   5.54781        3.03406                 NaN            NaN            NaN   7.07140       0.311475        43.7629                 NaN   40.2723     
  1178.42        500.000                 NaN   6.15546        2.42972                 NaN            NaN            NaN   7.07540       0.310491        43.7554                 NaN   40.2735     
  1177.35        500.000                 NaN   4.60892        3.97028                 NaN            NaN            NaN   7.06973       0.312100        43.7654                 NaN   40.2735     
  1176.28        500.000                 NaN   4.69375        3.88658                 NaN            NaN            NaN   7.07131       0.311762        43.7621                 NaN   40.2745     
  1175.21        500.000                 NaN   4.77971        3.80157                 NaN            NaN            NaN   7.07297       0.311446        43.7589                 NaN   40.2754     
  1174.14        500.000                 NaN   4.86818        3.71419                 NaN            NaN            NaN   7.07469       0.311100        43.7555                 NaN   40.2763     
  1173.08        500.000                 NaN   4.95432        3.62877                 NaN            NaN            NaN   7.07625       0.310811        43.7527                 NaN   40.2771     
  1172.01        500.000                 NaN   8.60036                 NaN            NaN            NaN            NaN   7.09543       0.305993        43.7186                 NaN   40.2796     
  1170.94        500.000                 NaN   2.18083        6.41070                 NaN            NaN            NaN   7.01947       0.318543        43.7769                 NaN   40.2936     
  1169.87        500.000                 NaN   2.98711        5.54964                 NaN            NaN            NaN   7.05962       0.317240        43.8124                 NaN   40.2740     
  1168.80        500.000                 NaN   2.96557        5.57265                 NaN            NaN            NaN   7.06085       0.316811        43.8092                 NaN   40.2749     
  1167.73        500.000                 NaN   2.94363        5.59610                 NaN            NaN            NaN   7.06205       0.316377        43.8060                 NaN   40.2759     
  1166.67        500.000                 NaN   6.13643        2.46220                 NaN            NaN            NaN   7.09491       0.306225        43.7166                 NaN   40.2836     
  1165.60        500.000                 NaN   6.00727        2.59230                 NaN            NaN            NaN   7.09632       0.305931        43.7137                 NaN   40.2845     
  1164.53        500.000                 NaN   5.86988        2.73063                 NaN            NaN            NaN   7.09772       0.305640        43.7107                 NaN   40.2854     
  1163.46        500.000                 NaN   7.79165                 NaN            NaN            NaN  0.480688        7.03905       0.333206        43.8666                 NaN   40.4888     
  1162.39        500.000                 NaN   5.59001        3.01236                 NaN            NaN            NaN   7.10052       0.305063        43.7048                 NaN   40.2872     
  1161.32        500.000                 NaN   5.43761        3.16571                 NaN            NaN            NaN   7.10194       0.304771        43.7019                 NaN   40.2881     
  1160.26        500.000                 NaN   5.28790        3.31633                 NaN            NaN            NaN   7.10334       0.304486        43.6989                 NaN   40.2890     
  1159.19        500.000                 NaN   5.18379        3.42130                 NaN            NaN  0.720929E-004   7.10488       0.304167        43.6958                 NaN   40.2900     
  1158.12        500.000                 NaN   2.23366        6.38196                 NaN            NaN            NaN   7.11750       0.301174        43.6741                 NaN   40.2916     
  1157.05        500.000                 NaN   8.62065                 NaN            NaN            NaN  0.409405E-004   7.12265       0.299818        43.6639                 NaN   40.2929     
  1155.98        500.000                 NaN   7.46042                 NaN            NaN            NaN  0.678893        7.01671       0.343983        43.9212                 NaN   40.5788     
  1154.91        500.000                 NaN   1.39670        7.22385                 NaN            NaN            NaN   7.12378       0.299708        43.6615                 NaN   40.2945     
  1153.85        500.000                 NaN   1.12092        7.50139                 NaN            NaN            NaN   7.12598       0.299185        43.6571                 NaN   40.2954     
  1152.78        500.000                 NaN  0.864534        7.75947                 NaN            NaN            NaN   7.12811       0.298678        43.6528                 NaN   40.2964     
  1151.71        500.000                 NaN   4.03633        4.57558                 NaN            NaN            NaN   7.11527       0.302062        43.6744                 NaN   40.2963     
  1150.64        500.000                 NaN   1.11608        7.61819                 NaN            NaN            NaN   7.13814       0.296841        43.5056                 NaN   40.3252     
  1149.57        500.000                 NaN   6.69499        1.89768       0.202109E-001            NaN            NaN   7.12099       0.303206        43.6679                 NaN   40.2951     
  1148.50        500.000                 NaN   8.63144                 NaN            NaN            NaN            NaN   7.12658       0.298570        43.6441                 NaN   40.2993     
  1147.44        500.000                 NaN   2.03027        6.55646                 NaN            NaN            NaN   7.10524       0.305640        43.7086                 NaN   40.2938     
  1146.37        500.000                 NaN   6.95419        1.65236       0.124729E-001            NaN  0.567998E-005   7.12745       0.301324        43.6542                 NaN   40.2980     
  1145.30        500.000                 NaN   7.97957       0.649975                 NaN            NaN  0.364550E-005   7.15053       0.299010        43.6213                 NaN   40.2996     
  1144.23        500.000                 NaN   6.34306        2.28658                 NaN            NaN            NaN   7.13467       0.298052        43.6365                 NaN   40.3011     
  1143.16        500.000                 NaN   1.73538        6.86364                 NaN            NaN  0.325322E-005   7.11682       0.302738        43.6833                 NaN   40.2981     
  1142.09        500.000                 NaN   6.13818        2.50107                 NaN            NaN            NaN   7.14313       0.295430        43.6181                 NaN   40.3041     
  1141.02        500.000                 NaN   7.26860       0.357817        1.00239                 NaN            NaN   7.13982       0.296209        43.6303                 NaN   40.3048     
  1139.96        500.000                 NaN   7.41785        1.20806       0.136232E-003            NaN            NaN   7.13857       0.297423        43.6325                 NaN   40.3055     
  1138.89        500.000                 NaN   8.64484       0.227170E-004            NaN            NaN            NaN   7.15362       0.292484        43.6000                 NaN   40.3090     
  1137.82        500.000                 NaN   6.36177       0.267086                 NaN            NaN   1.09243        6.87961       0.390955        44.2570                 NaN   40.7512     
  1136.75        500.000                 NaN   6.28949       0.366818                 NaN            NaN   1.07712        6.88304       0.389696        44.2482                 NaN   40.7456     
  1135.68        500.000                 NaN   6.37769       0.241161                 NaN            NaN   1.09794        6.87854       0.391331        44.2584                 NaN   40.7549     
  1134.61        500.000                 NaN   8.64519                 NaN            NaN            NaN            NaN   7.15950       0.291741        43.5927                 NaN   40.3109     
  1133.55        500.000                 NaN   8.64911                 NaN            NaN            NaN            NaN   7.16306       0.290752        43.5845                 NaN   40.3126     
  1132.48        500.000                 NaN   8.64967                 NaN            NaN            NaN            NaN   7.16333       0.290737        43.5828                 NaN   40.3134     
  1131.41        500.000                 NaN   8.65095                 NaN            NaN            NaN            NaN   7.16437       0.290306        43.5799                 NaN   40.3144     
  1130.34        500.000                 NaN   6.37033       0.235389                 NaN            NaN   1.10531        6.87747       0.391706        44.2580                 NaN   40.7618     
  1129.27        500.000                 NaN   8.55105       0.102444       0.338882E-003            NaN            NaN   7.16763       0.289403        43.5729                 NaN   40.3163     
  1128.20        500.000                 NaN   6.41273       0.178917                 NaN            NaN   1.11278        6.87555       0.392346        44.2614                 NaN   40.7663     
  1127.14        500.000                 NaN   6.42710       0.160190                 NaN            NaN   1.11503        6.87494       0.392543        44.2622                 NaN   40.7680     
  1126.07        500.000                 NaN   8.65898                 NaN            NaN            NaN  0.765335E-004   7.17301       0.287967        43.5605                 NaN   40.3195     
  1125.00        500.000                 NaN   8.35807                 NaN            NaN            NaN  0.177881        7.14632       0.298838        43.6236                 NaN   40.3953     
  1123.93        500.000                 NaN   8.24013                 NaN            NaN            NaN  0.248272        7.13648       0.303034        43.6459                 NaN   40.4262     
  1122.86        500.000                 NaN   8.09486       0.186736E-003            NaN            NaN  0.333934        7.12305       0.308249        43.6766                 NaN   40.4632     
  1121.79        500.000                 NaN   7.92031       0.547608E-004            NaN            NaN  0.436626        7.10636       0.314885        43.7143                 NaN   40.5074     
  1120.73        500.000                 NaN   3.83968        4.82432                 NaN            NaN  0.849757E-004   7.17845       0.286626        43.5462                 NaN   40.3247     
  1119.66        500.000                 NaN   7.42844       0.535420E-004            NaN            NaN  0.723689        7.05599       0.334468        43.8270                 NaN   40.6303     
  1118.59        500.000                 NaN   7.17831       0.518656E-004            NaN            NaN  0.868667        7.02915       0.344838        43.8867                 NaN   40.6923     
  1117.52        500.000                 NaN   6.98446       0.358367E-005            NaN            NaN  0.980759        7.00808       0.352988        43.9333                 NaN   40.7404     
  1116.45        500.000                 NaN   6.56110                 NaN            NaN            NaN   1.12733        6.87045       0.393865        44.2671                 NaN   40.7801     
  1115.38        500.000                 NaN   1.56900        7.10151                 NaN            NaN  0.171219E-003   7.18682       0.284683        43.5280                 NaN   40.3298     
  1114.32        500.000                 NaN   1.38234        7.26004       0.301023E-001            NaN  0.172807E-003   7.18909       0.284092        43.5233                 NaN   40.3309     
  1113.25        500.000                 NaN   1.76663        6.90789                 NaN            NaN            NaN   7.19279       0.283363        43.5171                 NaN   40.3322     
  1112.18        500.000                 NaN   6.37816       0.283829E-005            NaN            NaN   1.32185        6.94133       0.383122        44.0891                 NaN   40.8864     
  1111.11        500.000                 NaN   6.26965       0.278007E-005            NaN            NaN   1.39149        6.93588       0.385071        44.0990                 NaN   40.9189     
  1110.04        500.000                 NaN   6.28484       0.243288E-005            NaN            NaN   1.37587        6.93118       0.386893        44.1101                 NaN   40.9111     
  1108.97        500.000                 NaN   6.18329       0.250507E-005            NaN            NaN   1.44138        6.92645       0.388597        44.1185                 NaN   40.9418     
  1107.91        500.000                 NaN   6.20134       0.199206E-005            NaN            NaN   1.42421        6.92230       0.390287        44.1286                 NaN   40.9333     
  1106.84        500.000                 NaN   6.55970                 NaN            NaN            NaN   1.12712        6.87021       0.393803        44.2626                 NaN   40.7866     
  1105.77        500.000                 NaN   6.55952                 NaN            NaN            NaN   1.12711        6.87019       0.393795        44.2621                 NaN   40.7873     
  1104.70        500.000                 NaN   8.66142                 NaN            NaN            NaN  0.211154E-001   7.21017       0.278414        43.4792                 NaN   40.3496     
  1103.63        500.000                 NaN   8.54219                 NaN            NaN            NaN  0.917959E-001   7.19955       0.282631        43.5033                 NaN   40.3806     
  1102.56        500.000                 NaN   8.39932       0.112026E-004            NaN            NaN  0.176373        7.18623       0.287837        43.5329                 NaN   40.4173     
  1101.50        500.000                 NaN   6.81189       0.191466E-005            NaN            NaN   1.09279        7.00550       0.355644        43.9304                 NaN   40.8038     
  1100.43        500.000                 NaN   6.43541                 NaN            NaN            NaN   1.30429        6.96732       0.372362        44.0309                 NaN   40.8897     
  1099.36        500.000                 NaN   6.51312                 NaN            NaN            NaN   1.26355        6.97059       0.369040        44.0063                 NaN   40.8774     
  1098.29        500.000                 NaN   6.46385                 NaN            NaN            NaN   1.29237        6.96548       0.371077        44.0168                 NaN   40.8904     
  1097.22        500.000                 NaN   6.29556                 NaN            NaN            NaN   1.38708        6.94936       0.376971        44.0653                 NaN   40.9257     
  1096.15        500.000                 NaN   6.29301                 NaN            NaN            NaN   1.38944        6.94967       0.376968        44.0631                 NaN   40.9279     
  1095.09        500.000                 NaN   6.55798                 NaN            NaN            NaN   1.12686        6.86993       0.393726        44.2570                 NaN   40.7945     
  1094.02        500.000                 NaN   5.84239                 NaN            NaN            NaN   1.63535        6.88467       0.403109        44.1989                 NaN   41.0356     
  1092.95        500.000                 NaN   6.14786                 NaN            NaN            NaN   1.47138        6.93223       0.385651        44.0935                 NaN   40.9694     
  1091.88        500.000                 NaN   5.80300                 NaN            NaN            NaN   1.65800        6.88072       0.404911        44.2063                 NaN   41.0471     
  1090.81        500.000                 NaN   6.55736       0.253631E-005            NaN            NaN   1.12676        6.86982       0.393699        44.2550                 NaN   40.7974     
  1089.74        500.000                 NaN   6.55720       0.253955E-005            NaN            NaN   1.12674        6.86980       0.393692        44.2545                 NaN   40.7981     
  1088.67        500.000                 NaN   6.55704       0.254278E-005            NaN            NaN   1.12671        6.86977       0.393685        44.2540                 NaN   40.7988     
  1087.61        500.000                 NaN   6.55689       0.254597E-005            NaN            NaN   1.12669        6.86975       0.393678        44.2534                 NaN   40.7995     
  1086.54        500.000                 NaN   6.55673       0.254912E-005            NaN            NaN   1.12667        6.86972       0.393671        44.2529                 NaN   40.8003     
  1085.47        500.000                 NaN   6.55658       0.255223E-005            NaN            NaN   1.12664        6.86969       0.393664        44.2524                 NaN   40.8010     
  1084.40        500.000                 NaN   6.55642       0.255517E-005            NaN            NaN   1.12662        6.86967       0.393658        44.2519                 NaN   40.8017     
  1083.33        500.000                 NaN   6.55627       0.255804E-005            NaN            NaN   1.12660        6.86964       0.393651        44.2514                 NaN   40.8024     
  1082.26        500.000                 NaN   6.55611       0.256084E-005            NaN            NaN   1.12657        6.86962       0.393644        44.2509                 NaN   40.8031     
  1081.20        500.000                 NaN   6.55596       0.256350E-005            NaN            NaN   1.12655        6.86959       0.393637        44.2504                 NaN   40.8039     
  1080.13        500.000                 NaN   6.55580       0.256620E-005            NaN            NaN   1.12653        6.86957       0.393630        44.2499                 NaN   40.8046     
  1079.06        500.000                 NaN   6.55565       0.256891E-005            NaN            NaN   1.12650        6.86954       0.393623        44.2494                 NaN   40.8053     
  1077.99        500.000                 NaN   6.55549       0.495943E-005            NaN            NaN   1.12648        6.86951       0.393616        44.2489                 NaN   40.8060     
  1076.92        500.000                 NaN   6.55533       0.524746E-005            NaN            NaN   1.12646        6.86949       0.393609        44.2484                 NaN   40.8067     
  1075.85        500.000                 NaN   5.47368                 NaN            NaN            NaN   1.85326        6.85295       0.416293        44.2599                 NaN   41.1439     
  1074.79        500.000                 NaN  0.783602        4.79643                 NaN            NaN   1.77857        6.85179       0.414780        44.2658                 NaN   41.1090     
  1073.72        500.000                 NaN   5.53935                 NaN            NaN            NaN   1.81287        6.85075       0.415198        44.2568                 NaN   41.1250     
  1072.65        500.000                 NaN   5.52389                 NaN            NaN            NaN   1.82176        6.84897       0.415778        44.2603                 NaN   41.1293     
  1071.58        500.000                 NaN   5.68166                 NaN            NaN            NaN   1.74570        6.88546       0.403917        44.1778                 NaN   41.1054     
  1070.51        500.000                 NaN   5.40866                 NaN            NaN            NaN   1.89500        6.84864       0.418675        44.2611                 NaN   41.1679     
  1069.44        500.000                 NaN   5.38781                 NaN            NaN            NaN   1.90382        6.84475       0.419961        44.2727                 NaN   41.1710     
  1068.38        500.000                 NaN   5.38195                 NaN            NaN            NaN   1.91063        6.84708       0.419670        44.2643                 NaN   41.1763     
  1067.31        500.000                 NaN   5.36402                 NaN            NaN            NaN   1.91801        6.84305       0.420685        44.2749                 NaN   41.1794     
  1066.24        500.000                 NaN   5.35073                 NaN            NaN            NaN   1.92587        6.84178       0.421228        44.2767                 NaN   41.1837     
  1065.17        500.000                 NaN   5.33836                 NaN            NaN            NaN   1.93331        6.84027       0.421721        44.2784                 NaN   41.1879     
  1064.10        500.000                 NaN   5.32502                 NaN            NaN            NaN   1.94069        6.84065       0.421977        44.2803                 NaN   41.1914     
  1063.03        500.000                 NaN   5.56420                 NaN            NaN            NaN   1.81538        6.87598       0.408360        44.1933                 NaN   41.1428     
  1061.97        500.000                 NaN   5.55094                 NaN            NaN            NaN   1.82329        6.87475       0.408847        44.1950                 NaN   41.1471     
  1060.90        500.000                 NaN   5.53790                 NaN            NaN            NaN   1.83108        6.87373       0.409329        44.1965                 NaN   41.1514     
  1059.83        500.000                 NaN   5.52514                 NaN            NaN            NaN   1.83870        6.87275       0.409799        44.1980                 NaN   41.1556     
  1058.76        500.000                 NaN   5.51267                 NaN            NaN            NaN   1.84617        6.87180       0.410255        44.1993                 NaN   41.1598     
  1057.69        500.000                 NaN   5.29799                 NaN            NaN            NaN   1.95361        6.83145       0.425409        44.2894                 NaN   41.2021     
  1056.62        500.000                 NaN   5.28252                 NaN            NaN            NaN   1.96240        6.82950       0.426260        44.2923                 NaN   41.2070     
  1055.56        500.000                 NaN   5.47746                 NaN            NaN            NaN   1.86739        6.86906       0.411511        44.2028                 NaN   41.1718     
  1054.49        500.000                 NaN   5.30979                 NaN            NaN            NaN   1.94904        6.82880       0.423196        44.2927                 NaN   41.1965     
  1053.42        500.000                 NaN   5.30104                 NaN            NaN            NaN   1.95453        6.82805       0.423436        44.2932                 NaN   41.1998     
  1052.35        500.000                 NaN   5.26391                 NaN            NaN            NaN   1.98143        6.84215       0.422916        44.2691                 NaN   41.2205     
  1051.28        500.000                 NaN   5.59125       0.766298                 NaN            NaN   1.25276        6.86270       0.399021        44.2452                 NaN   40.8827     
  1050.21        500.000                 NaN   5.24076                 NaN            NaN            NaN   1.98816        6.83313       0.426948        44.2859                 NaN   41.2251     
  1049.15        500.000                 NaN   5.41194                 NaN            NaN            NaN   1.90695        6.86467       0.413831        44.2081                 NaN   41.1945     
  1048.08        500.000                 NaN   5.22237                 NaN            NaN            NaN   2.00658        6.83614       0.424859        44.2753                 NaN   41.2348     
  1047.01        500.000                 NaN   5.23724                 NaN            NaN            NaN   1.99301        6.83283       0.426360        44.2820                 NaN   41.2286     
  1045.94        500.000                 NaN   5.18055                 NaN            NaN            NaN   2.02946        6.83127       0.427198        44.2845                 NaN   41.2470     
  1044.87        500.000                 NaN   5.22704                 NaN            NaN            NaN   1.99809        6.83124       0.427097        44.2836                 NaN   41.2329     
  1043.80        500.000                 NaN   5.22127                 NaN            NaN            NaN   2.00213        6.83147       0.427184        44.2820                 NaN   41.2359     
  1042.73        500.000                 NaN   5.21113                 NaN            NaN            NaN   2.00822        6.82969       0.428069        44.2830                 NaN   41.2399     
  1041.67        500.000                 NaN   5.34530                 NaN            NaN            NaN   1.94831        6.86109       0.415991        44.2097                 NaN   41.2196     
  1040.60        500.000                 NaN   5.13080                 NaN            NaN            NaN   2.05680        6.82740       0.429016        44.2942                 NaN   41.2618     
  1039.53        500.000                 NaN   5.12502                 NaN            NaN            NaN   2.06053        6.82726       0.429154        44.2937                 NaN   41.2644     
  1038.46        500.000                 NaN   5.20988                 NaN            NaN            NaN   2.01446        6.82257       0.426472        44.2839                 NaN   41.2428     
  1037.39        500.000                 NaN   5.12989                 NaN            NaN            NaN   2.06099        6.82686       0.429078        44.2855                 NaN   41.2676     
  1036.32        500.000                 NaN   5.17163                 NaN            NaN            NaN   2.03147        6.82787       0.429216        44.2850                 NaN   41.2548     
  1035.26        500.000                 NaN   5.16028                 NaN            NaN            NaN   2.03529        6.82560       0.430070        44.2925                 NaN   41.2562     
  1034.19        500.000                 NaN   5.28762                 NaN            NaN            NaN   1.98351        6.85692       0.417858        44.2130                 NaN   41.2411     
  1033.12        500.000                 NaN   3.51600        1.02126                 NaN            NaN   2.26516        6.68176       0.477540        44.7438                 NaN   41.2945     
  1032.05        500.000                 NaN   5.27100                 NaN            NaN            NaN   1.99379        6.85641       0.418334        44.2126                 NaN   41.2478     
  1030.98        500.000                 NaN   5.12771                 NaN            NaN            NaN   2.05917        6.82842       0.430248        44.2834                 NaN   41.2711     
  1029.91        500.000                 NaN   5.12227                 NaN            NaN            NaN   2.06271        6.82833       0.430369        44.2827                 NaN   41.2736     
  1028.85        500.000                 NaN   5.10285                 NaN            NaN            NaN   2.07348        6.82590       0.431126        44.2863                 NaN   41.2803     
  1027.78        500.000                 NaN   5.07764                 NaN            NaN            NaN   2.09261        6.82634       0.430987        44.2818                 NaN   41.2906     
  1026.71        500.000                 NaN   5.10622                 NaN            NaN            NaN   2.07318        6.82812       0.430720        44.2806                 NaN   41.2812     
  1025.64        500.000                 NaN   5.10096                 NaN            NaN            NaN   2.07662        6.82806       0.430834        44.2799                 NaN   41.2837     
  1024.57        500.000                 NaN   5.09575                 NaN            NaN            NaN   2.08003        6.82800       0.430946        44.2791                 NaN   41.2862     
  1023.50        500.000                 NaN   5.09058                 NaN            NaN            NaN   2.08342        6.82795       0.431056        44.2783                 NaN   41.2886     
  1022.44        500.000                 NaN   5.08546                 NaN            NaN            NaN   2.08679        6.82791       0.431164        44.2776                 NaN   41.2911     
  1021.37        500.000                 NaN   5.08033                 NaN            NaN            NaN   2.09016        6.82787       0.431274        44.2768                 NaN   41.2936     
  1020.30        500.000                 NaN   5.07534                 NaN            NaN            NaN   2.09345        6.82784       0.431376        44.2760                 NaN   41.2960     
  1019.23        500.000                 NaN   5.07034                 NaN            NaN            NaN   2.09674        6.82782       0.431479        44.2751                 NaN   41.2985     
  1018.16        500.000                 NaN   5.06539                 NaN            NaN            NaN   2.10001        6.82780       0.431581        44.2743                 NaN   41.3009     
  1017.09        500.000                 NaN   5.06043                 NaN            NaN            NaN   2.10329        6.82778       0.431684        44.2734                 NaN   41.3034     
  1016.03        500.000                 NaN   5.06390                 NaN            NaN            NaN   2.10162        6.83053       0.430753        44.2682                 NaN   41.3050     
  1014.96        500.000                 NaN   5.01281                 NaN            NaN            NaN   2.13583        6.82741       0.431571        44.2711                 NaN   41.3213     
  1013.89        500.000                 NaN   5.04599                 NaN            NaN            NaN   2.11287        6.82778       0.431971        44.2708                 NaN   41.3106     
  1012.82        500.000                 NaN   5.04124                 NaN            NaN            NaN   2.11603        6.82779       0.432064        44.2699                 NaN   41.3130     
  1011.75        500.000                 NaN   5.03653                 NaN            NaN            NaN   2.11917        6.82780       0.432156        44.2690                 NaN   41.3154     
  1010.68        500.000                 NaN   5.03186                 NaN            NaN            NaN   2.12229        6.82782       0.432246        44.2680                 NaN   41.3178     
  1009.62        500.000                 NaN   5.02723                 NaN            NaN            NaN   2.12538        6.82785       0.432335        44.2671                 NaN   41.3201     
  1008.55        500.000                 NaN   5.12527                 NaN            NaN            NaN   2.08644        6.85160       0.422746        44.2034                 NaN   41.3105     
  1007.48        500.000                 NaN   5.11408                 NaN            NaN            NaN   2.09417        6.85227       0.422599        44.2020                 NaN   41.3149     
  1006.41        500.000                 NaN   5.10845                 NaN            NaN            NaN   2.09785        6.85220       0.422733        44.2013                 NaN   41.3175     
  1005.34        500.000                 NaN   5.10289                 NaN            NaN            NaN   2.10149        6.85214       0.422864        44.2005                 NaN   41.3201     
  1004.27        500.000                 NaN   5.10617                 NaN            NaN            NaN   2.10025        6.85250       0.422816        44.1974                 NaN   41.3208     
  1003.21        500.000                 NaN   4.97068                 NaN            NaN            NaN   2.16596        6.83105       0.431413        44.2556                 NaN   41.3453     
  1002.14        500.000                 NaN   4.96639                 NaN            NaN            NaN   2.16890        6.83114       0.431484        44.2545                 NaN   41.3476     
  1001.07        500.000                 NaN   4.96198                 NaN            NaN            NaN   2.17188        6.83120       0.431569        44.2535                 NaN   41.3499     
