|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.75/TIS/TIS_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        Sp(TH)         O(HP)          an             ilm            San(TH)        San(TH)        q             
  1196.58        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1195.51        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1194.44        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1193.38        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1192.31        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.24        500.000        99.9992       0.104611E-003  0.356137E-004            NaN            NaN            NaN  0.684026E-004  0.390064E-005  0.324188E-003            NaN  0.305013E-003
  1190.17        500.000        46.2560        4.51923        2.86349                 NaN            NaN            NaN   4.11536       0.318765        21.1067                 NaN   20.8204     
  1189.10        500.000                 NaN  0.417717        11.2815                 NaN            NaN            NaN   7.30141       0.554764        41.6228                 NaN   38.8218     
  1188.03        500.000                 NaN   2.24518        9.46045                 NaN            NaN            NaN   7.30444       0.552967        41.6138                 NaN   38.8232     
  1186.96        500.000                 NaN   5.89450        5.78927                 NaN            NaN            NaN   7.30702       0.559656        41.6292                 NaN   38.8203     
  1185.90        500.000                 NaN   5.97961        5.70753                 NaN            NaN            NaN   7.30787       0.558893        41.6253                 NaN   38.8208     
  1184.83        500.000                 NaN   1.61715        10.0930                 NaN            NaN            NaN   7.31064       0.550840        41.6047                 NaN   38.8237     
  1183.76        500.000                 NaN   5.99282        5.69582                 NaN            NaN            NaN   7.30547       0.558783        41.6259                 NaN   38.8212     
  1182.69        500.000                 NaN   6.09325        5.59705                 NaN            NaN            NaN   7.30688       0.558110        41.6232                 NaN   38.8215     
  1181.62        500.000                 NaN   6.18574        5.50573                 NaN            NaN            NaN   7.30824       0.557518        41.6211                 NaN   38.8217     
  1180.55        500.000                 NaN  0.620741        11.0967                 NaN            NaN            NaN   7.31868       0.547840        41.5913                 NaN   38.8247     
  1179.49        500.000                 NaN   7.59974        4.10614                 NaN            NaN            NaN   7.30853       0.552442        41.6093                 NaN   38.8239     
  1178.42        500.000                 NaN   8.42222        3.28764                 NaN            NaN            NaN   7.31267       0.550705        41.6026                 NaN   38.8242     
  1177.35        500.000                 NaN   6.33191        5.37098                 NaN            NaN            NaN   7.30690       0.553573        41.6129                 NaN   38.8238     
  1176.28        500.000                 NaN   6.44767        5.25655                 NaN            NaN            NaN   7.30856       0.552982        41.6102                 NaN   38.8241     
  1175.21        500.000                 NaN   6.56498        5.14038                 NaN            NaN            NaN   7.31030       0.552433        41.6077                 NaN   38.8242     
  1174.14        500.000                 NaN   6.68566        5.02100                 NaN            NaN            NaN   7.31212       0.551829        41.6050                 NaN   38.8244     
  1173.08        500.000                 NaN   6.80320        4.90435                 NaN            NaN            NaN   7.31376       0.551326        41.6028                 NaN   38.8245     
  1172.01        500.000                 NaN   11.7277                 NaN            NaN            NaN            NaN   7.33352       0.542784        41.5703                 NaN   38.8258     
  1170.94        500.000                 NaN   2.95617        8.77243                 NaN            NaN            NaN   7.25399       0.564973        41.6196                 NaN   38.8328     
  1169.87        500.000                 NaN   4.05017        7.61590                 NaN            NaN            NaN   7.29624       0.562729        41.6578                 NaN   38.8171     
  1168.80        500.000                 NaN   4.02106        7.64679                 NaN            NaN            NaN   7.29754       0.561977        41.6553                 NaN   38.8174     
  1167.73        500.000                 NaN   3.99142        7.67826                 NaN            NaN            NaN   7.29882       0.561219        41.6527                 NaN   38.8176     
  1166.67        500.000                 NaN   8.33863        3.38774                 NaN            NaN            NaN   7.33316       0.543244        41.5710                 NaN   38.8262     
  1165.60        500.000                 NaN   8.16128        3.56623                 NaN            NaN            NaN   7.33465       0.542734        41.5687                 NaN   38.8264     
  1164.53        500.000                 NaN   7.97270        3.75595                 NaN            NaN            NaN   7.33613       0.542228        41.5664                 NaN   38.8266     
  1163.46        500.000                 NaN   10.5840                 NaN            NaN            NaN  0.781554        7.27805       0.591349        41.7295                 NaN   39.0356     
  1162.39        500.000                 NaN   7.58867        4.14222                 NaN            NaN            NaN   7.33909       0.541224        41.5618                 NaN   38.8270     
  1161.32        500.000                 NaN   7.37973        4.35229                 NaN            NaN            NaN   7.34059       0.540716        41.5595                 NaN   38.8272     
  1160.26        500.000                 NaN   7.17446        4.55866                 NaN            NaN            NaN   7.34206       0.540220        41.5572                 NaN   38.8274     
  1159.19        500.000                 NaN   7.03179        4.70238                 NaN            NaN  0.117239E-003   7.34369       0.539663        41.5548                 NaN   38.8276     
  1158.12        500.000                 NaN   3.02922        8.71687                 NaN            NaN            NaN   7.35674       0.534361        41.5345                 NaN   38.8283     
  1157.05        500.000                 NaN   11.7518                 NaN            NaN            NaN  0.665856E-004   7.36208       0.531963        41.5252                 NaN   38.8289     
  1155.98        500.000                 NaN   10.1148                 NaN            NaN            NaN   1.10414        7.25623       0.610642        41.7910                 NaN   39.1232     
  1154.91        500.000                 NaN   1.89225        9.85964                 NaN            NaN            NaN   7.36332       0.531789        41.5240                 NaN   38.8290     
  1153.85        500.000                 NaN   1.51817        10.2358                 NaN            NaN            NaN   7.36562       0.530870        41.5203                 NaN   38.8293     
  1152.78        500.000                 NaN   1.17033        10.5856                 NaN            NaN            NaN   7.36786       0.529981        41.5167                 NaN   38.8295     
  1151.71        500.000                 NaN   5.46182        6.28052                 NaN            NaN            NaN   7.35466       0.535999        41.5380                 NaN   38.8290     
  1150.64        500.000                 NaN   1.51405        10.3437                 NaN            NaN            NaN   7.37847       0.526753        41.3802                 NaN   38.8569     
  1149.57        500.000                 NaN   9.15627        2.55417       0.273675E-001            NaN            NaN   7.36097       0.538073        41.5350                 NaN   38.8282     
  1148.50        500.000                 NaN   11.7610                 NaN            NaN            NaN            NaN   7.36661       0.529842        41.5118                 NaN   38.8307     
  1147.44        500.000                 NaN   2.75436        8.96322                 NaN            NaN            NaN   7.34439       0.542385        41.5720                 NaN   38.8236     
  1146.37        500.000                 NaN   9.50569        2.22237       0.168753E-001            NaN  0.924078E-005   7.36775       0.534761        41.5235                 NaN   38.8290     
  1145.30        500.000                 NaN   10.8841       0.873206                 NaN            NaN  0.593254E-005   7.39146       0.530652        41.4916                 NaN   38.8289     
  1144.23        500.000                 NaN   8.66692        3.09146                 NaN            NaN            NaN   7.37520       0.528969        41.5072                 NaN   38.8302     
  1143.16        500.000                 NaN   2.35453        9.37602                 NaN            NaN  0.529502E-005   7.35652       0.537277        41.5503                 NaN   38.8253     
  1142.09        500.000                 NaN   8.38352        3.38617                 NaN            NaN            NaN   7.38396       0.524332        41.4905                 NaN   38.8315     
  1141.02        500.000                 NaN   9.92734       0.479690        1.35413                 NaN            NaN   7.38046       0.525716        41.5017                 NaN   38.8309     
  1139.96        500.000                 NaN   10.1368        1.62105       0.184039E-003            NaN            NaN   7.37918       0.527878        41.5041                 NaN   38.8308     
  1138.89        500.000                 NaN   11.7807       0.307330E-004            NaN            NaN            NaN   7.39461       0.519110        41.4728                 NaN   38.8327     
  1137.82        500.000                 NaN   8.63834       0.364352                 NaN            NaN   1.77767        7.11621       0.694363        42.1245                 NaN   39.2845     
  1136.75        500.000                 NaN   8.54031       0.500626                 NaN            NaN   1.75279        7.11972       0.692133        42.1163                 NaN   39.2781     
  1135.68        500.000                 NaN   8.66040       0.328723                 NaN            NaN   1.78671        7.11518       0.695058        42.1270                 NaN   39.2869     
  1134.61        500.000                 NaN   11.7806                 NaN            NaN            NaN            NaN   7.40090       0.517835        41.4684                 NaN   38.8322     
  1133.55        500.000                 NaN   11.7852                 NaN            NaN            NaN            NaN   7.40460       0.516087        41.4610                 NaN   38.8331     
  1132.48        500.000                 NaN   11.7858                 NaN            NaN            NaN            NaN   7.40490       0.516071        41.4600                 NaN   38.8332     
  1131.41        500.000                 NaN   11.7876                 NaN            NaN            NaN            NaN   7.40600       0.515315        41.4577                 NaN   38.8335     
  1130.34        500.000                 NaN   8.65149       0.320021                 NaN            NaN   1.79891        7.11425       0.695789        42.1293                 NaN   39.2902     
  1129.27        500.000                 NaN   11.6535       0.136977       0.456198E-003            NaN            NaN   7.40944       0.513731        41.4520                 NaN   38.8339     
  1128.20        500.000                 NaN   8.70953       0.242988                 NaN            NaN   1.81115        7.11236       0.696954        42.1336                 NaN   39.2934     
  1127.14        500.000                 NaN   8.72926       0.217467                 NaN            NaN   1.81486        7.11177       0.697317        42.1350                 NaN   39.2943     
  1126.07        500.000                 NaN   11.7971                 NaN            NaN            NaN  0.124508E-003   7.41508       0.511209        41.4416                 NaN   38.8349     
  1125.00        500.000                 NaN   11.3718                 NaN            NaN            NaN  0.289378        7.38848       0.530586        41.5075                 NaN   38.9122     
  1123.93        500.000                 NaN   11.2047                 NaN            NaN            NaN  0.403919        7.37871       0.538072        41.5313                 NaN   38.9433     
  1122.86        500.000                 NaN   10.9995       0.255616E-003            NaN            NaN  0.543329        7.36532       0.547376        41.5635                 NaN   38.9807     
  1121.79        500.000                 NaN   10.7530       0.749447E-004            NaN            NaN  0.710483        7.34863       0.559211        41.6031                 NaN   39.0256     
  1120.73        500.000                 NaN   5.20476        6.59854                 NaN            NaN  0.138253E-003   7.42084       0.508873        41.4304                 NaN   38.8364     
  1119.66        500.000                 NaN   10.0589       0.732459E-004            NaN            NaN   1.17789        7.29815       0.594137        41.7200                 NaN   39.1509     
  1118.59        500.000                 NaN   9.70618       0.709364E-004            NaN            NaN   1.41405        7.27120       0.612633        41.7818                 NaN   39.2141     
  1117.52        500.000                 NaN   9.43290       0.489828E-005            NaN            NaN   1.59668        7.25005       0.627176        41.8301                 NaN   39.2631     
  1116.45        500.000                 NaN   8.91345                 NaN            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1115.38        500.000                 NaN   2.11343        9.69753                 NaN            NaN  0.278598E-003   7.42965       0.505469        41.4156                 NaN   38.8380     
  1114.32        500.000                 NaN   1.86067        9.91183       0.408082E-001            NaN  0.281186E-003   7.43203       0.504427        41.4116                 NaN   38.8383     
  1113.25        500.000                 NaN   2.38514        9.43125                 NaN            NaN            NaN   7.43583       0.503140        41.4059                 NaN   38.8387     
  1112.18        500.000                 NaN   8.58042       0.387558E-005            NaN            NaN   2.15278        7.18304       0.680960        41.9919                 NaN   39.4108     
  1111.11        500.000                 NaN   8.42432       0.379488E-005            NaN            NaN   2.26635        7.17777       0.684467        42.0038                 NaN   39.4433     
  1110.04        500.000                 NaN   8.44882       0.332016E-005            NaN            NaN   2.24095        7.17289       0.687716        42.0147                 NaN   39.4349     
  1108.97        500.000                 NaN   8.30254       0.341764E-005            NaN            NaN   2.34780        7.16835       0.690787        42.0250                 NaN   39.4655     
  1107.91        500.000                 NaN   8.33100       0.271700E-005            NaN            NaN   2.31986        7.16404       0.693800        42.0349                 NaN   39.4564     
  1106.84        500.000                 NaN   8.91344                 NaN            NaN            NaN   1.83527        7.10745       0.699794        42.1447                 NaN   39.2993     
  1105.77        500.000                 NaN   8.91341                 NaN            NaN            NaN   1.83530        7.10745       0.699794        42.1447                 NaN   39.2993     
  1104.70        500.000                 NaN   11.7920                 NaN            NaN            NaN  0.343601E-001   7.45415       0.494430        41.3745                 NaN   38.8506     
  1103.63        500.000                 NaN   11.6236                 NaN            NaN            NaN  0.149386        7.44357       0.501951        41.3998                 NaN   38.8816     
  1102.56        500.000                 NaN   11.4217       0.150976E-004            NaN            NaN  0.287048        7.43028       0.511238        41.4311                 NaN   38.9187     
  1101.50        500.000                 NaN   9.18515       0.260381E-005            NaN            NaN   1.77976        7.24835       0.632112        41.8378                 NaN   39.3168     
  1100.43        500.000                 NaN   8.65472                 NaN            NaN            NaN   2.12467        7.21024       0.661963        41.9420                 NaN   39.4064     
  1099.36        500.000                 NaN   8.76445                 NaN            NaN            NaN   2.05823        7.21323       0.656030        41.9166                 NaN   39.3915     
  1098.29        500.000                 NaN   8.69458                 NaN            NaN            NaN   2.10527        7.20814       0.659679        41.9280                 NaN   39.4043     
  1097.22        500.000                 NaN   8.45562                 NaN            NaN            NaN   2.25985        7.19232       0.670247        41.9798                 NaN   39.4422     
  1096.15        500.000                 NaN   8.45141                 NaN            NaN            NaN   2.26375        7.19268       0.670255        41.9783                 NaN   39.4436     
  1095.09        500.000                 NaN   8.91344                 NaN            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1094.02        500.000                 NaN   7.82431                 NaN            NaN            NaN   2.66495        7.12660       0.716872        42.1149                 NaN   39.5524     
  1092.95        500.000                 NaN   8.24986                 NaN            NaN            NaN   2.39747        7.17489       0.685747        42.0094                 NaN   39.4826     
  1091.88        500.000                 NaN   7.76856                 NaN            NaN            NaN   2.70202        7.12270       0.720118        42.1238                 NaN   39.5628     
  1090.81        500.000                 NaN   8.91344       0.339174E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1089.74        500.000                 NaN   8.91344       0.339534E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1088.67        500.000                 NaN   8.91344       0.339895E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1087.61        500.000                 NaN   8.91344       0.340251E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1086.54        500.000                 NaN   8.91344       0.340603E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1085.47        500.000                 NaN   8.91344       0.340951E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1084.40        500.000                 NaN   8.91344       0.341277E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1083.33        500.000                 NaN   8.91344       0.341595E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1082.26        500.000                 NaN   8.91344       0.341904E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1081.20        500.000                 NaN   8.91344       0.342194E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1080.13        500.000                 NaN   8.91344       0.342486E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1079.06        500.000                 NaN   8.91344       0.342792E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1077.99        500.000                 NaN   8.91344       0.661416E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1076.92        500.000                 NaN   8.91344       0.699691E-005            NaN            NaN   1.83527        7.10744       0.699794        42.1447                 NaN   39.2993     
  1075.85        500.000                 NaN   7.30048                 NaN            NaN            NaN   3.02167        7.09554       0.740678        42.1893                 NaN   39.6523     
  1074.79        500.000                 NaN   1.06623        6.39501                 NaN            NaN   2.89975        7.09386       0.737945        42.1921                 NaN   39.6151     
  1073.72        500.000                 NaN   7.39440                 NaN            NaN            NaN   2.95587        7.09313       0.738734        42.1863                 NaN   39.6316     
  1072.65        500.000                 NaN   7.37262                 NaN            NaN            NaN   2.97046        7.09136       0.739785        42.1904                 NaN   39.6354     
  1071.58        500.000                 NaN   7.58902                 NaN            NaN            NaN   2.84626        7.12861       0.718637        42.1089                 NaN   39.6086     
  1070.51        500.000                 NaN   7.20536                 NaN            NaN            NaN   3.09017        7.09148       0.745007        42.1945                 NaN   39.6734     
  1069.44        500.000                 NaN   7.17859                 NaN            NaN            NaN   3.10463        7.08750       0.747311        42.2061                 NaN   39.6758     
  1068.38        500.000                 NaN   7.16749                 NaN            NaN            NaN   3.11583        7.09001       0.746815        42.1991                 NaN   39.6807     
  1067.31        500.000                 NaN   7.14508                 NaN            NaN            NaN   3.12793        7.08586       0.748633        42.2096                 NaN   39.6829     
  1066.24        500.000                 NaN   7.12618                 NaN            NaN            NaN   3.14083        7.08462       0.749618        42.2121                 NaN   39.6867     
  1065.17        500.000                 NaN   7.10854                 NaN            NaN            NaN   3.15306        7.08312       0.750513        42.2145                 NaN   39.6903     
  1064.10        500.000                 NaN   7.08939                 NaN            NaN            NaN   3.16520        7.08364       0.750991        42.2173                 NaN   39.6934     
  1063.03        500.000                 NaN   7.42196                 NaN            NaN            NaN   2.96054        7.11942       0.726686        42.1301                 NaN   39.6413     
  1061.97        500.000                 NaN   7.40315                 NaN            NaN            NaN   2.97352        7.11822       0.727569        42.1325                 NaN   39.6451     
  1060.90        500.000                 NaN   7.38456                 NaN            NaN            NaN   2.98630        7.11724       0.728445        42.1347                 NaN   39.6488     
  1059.83        500.000                 NaN   7.36638                 NaN            NaN            NaN   2.99882        7.11630       0.729298        42.1368                 NaN   39.6524     
  1058.76        500.000                 NaN   7.34859                 NaN            NaN            NaN   3.01108        7.11539       0.730127        42.1388                 NaN   39.6560     
  1057.69        500.000                 NaN   7.05235                 NaN            NaN            NaN   3.18670        7.07434       0.757185        42.2294                 NaN   39.7000     
  1056.62        500.000                 NaN   7.03058                 NaN            NaN            NaN   3.20112        7.07239       0.758719        42.2329                 NaN   39.7043     
  1055.56        500.000                 NaN   7.29829                 NaN            NaN            NaN   3.04594        7.11276       0.732415        42.1444                 NaN   39.6662     
  1054.49        500.000                 NaN   7.06774                 NaN            NaN            NaN   3.17949        7.07177       0.753295        42.2347                 NaN   39.6931     
  1053.42        500.000                 NaN   7.05523                 NaN            NaN            NaN   3.18852        7.07104       0.753739        42.2358                 NaN   39.6957     
  1052.35        500.000                 NaN   6.99983                 NaN            NaN            NaN   3.23251        7.08575       0.752835        42.2137                 NaN   39.7154     
  1051.28        500.000                 NaN   7.60786        1.01783                 NaN            NaN   2.04234        7.10197       0.709802        42.1591                 NaN   39.3611     
  1050.21        500.000                 NaN   6.97009                 NaN            NaN            NaN   3.24365        7.07652       0.760044        42.2309                 NaN   39.7188     
  1049.15        500.000                 NaN   7.20462                 NaN            NaN            NaN   3.11097        7.10861       0.736646        42.1538                 NaN   39.6853     
  1048.08        500.000                 NaN   6.94041                 NaN            NaN            NaN   3.27387        7.07977       0.756361        42.2224                 NaN   39.7272     
  1047.01        500.000                 NaN   6.96301                 NaN            NaN            NaN   3.25180        7.07636       0.759045        42.2293                 NaN   39.7205     
  1045.94        500.000                 NaN   6.88185                 NaN            NaN            NaN   3.31140        7.07491       0.760564        42.2329                 NaN   39.7383     
  1044.87        500.000                 NaN   6.94953                 NaN            NaN            NaN   3.26022        7.07478       0.760384        42.2318                 NaN   39.7233     
  1043.80        500.000                 NaN   6.94096                 NaN            NaN            NaN   3.26689        7.07505       0.760554        42.2309                 NaN   39.7256     
  1042.73        500.000                 NaN   6.92601                 NaN            NaN            NaN   3.27693        7.07328       0.762147        42.2326                 NaN   39.7290     
  1041.67        500.000                 NaN   7.10865                 NaN            NaN            NaN   3.17901        7.10534       0.740605        42.1603                 NaN   39.7061     
  1040.60        500.000                 NaN   6.81215                 NaN            NaN            NaN   3.35647        7.07125       0.763891        42.2459                 NaN   39.7503     
  1039.53        500.000                 NaN   6.80375                 NaN            NaN            NaN   3.36264        7.07116       0.764153        42.2460                 NaN   39.7523     
  1038.46        500.000                 NaN   6.92441                 NaN            NaN            NaN   3.28732        7.06589       0.759344        42.2346                 NaN   39.7284     
  1037.39        500.000                 NaN   6.80847                 NaN            NaN            NaN   3.36352        7.07077       0.764043        42.2392                 NaN   39.7540     
  1036.32        500.000                 NaN   6.86978                 NaN            NaN            NaN   3.31536        7.07173       0.764289        42.2386                 NaN   39.7403     
  1035.26        500.000                 NaN   6.85556                 NaN            NaN            NaN   3.32168        7.06944       0.765826        42.2463                 NaN   39.7411     
  1034.19        500.000                 NaN   7.02613                 NaN            NaN            NaN   3.23702        7.10142       0.744043        42.1682                 NaN   39.7232     
  1033.12        500.000                 NaN   4.69330        1.35564                 NaN            NaN   3.69816        6.92271       0.850657        42.6902                 NaN   39.7893     
  1032.05        500.000                 NaN   7.00221                 NaN            NaN            NaN   3.25396        7.10101       0.744923        42.1692                 NaN   39.7286     
  1030.98        500.000                 NaN   6.80580                 NaN            NaN            NaN   3.36100        7.07263       0.766215        42.2407                 NaN   39.7536     
  1029.91        500.000                 NaN   6.79787                 NaN            NaN            NaN   3.36686        7.07260       0.766446        42.2407                 NaN   39.7555     
  1028.85        500.000                 NaN   6.77115                 NaN            NaN            NaN   3.38454        7.07014       0.767811        42.2448                 NaN   39.7615     
  1027.78        500.000                 NaN   6.73316                 NaN            NaN            NaN   3.41587        7.07070       0.767586        42.2415                 NaN   39.7712     
  1026.71        500.000                 NaN   6.77449                 NaN            NaN            NaN   3.38420        7.07251       0.767119        42.2406                 NaN   39.7611     
  1025.64        500.000                 NaN   6.76682                 NaN            NaN            NaN   3.38989        7.07250       0.767336        42.2405                 NaN   39.7630     
  1024.57        500.000                 NaN   6.75921                 NaN            NaN            NaN   3.39555        7.07249       0.767551        42.2404                 NaN   39.7648     
  1023.50        500.000                 NaN   6.75167                 NaN            NaN            NaN   3.40116        7.07249       0.767763        42.2403                 NaN   39.7666     
  1022.44        500.000                 NaN   6.74418                 NaN            NaN            NaN   3.40674        7.07249       0.767971        42.2402                 NaN   39.7685     
  1021.37        500.000                 NaN   6.73668                 NaN            NaN            NaN   3.41233        7.07250       0.768183        42.2400                 NaN   39.7703     
  1020.30        500.000                 NaN   6.72939                 NaN            NaN            NaN   3.41777        7.07252       0.768379        42.2399                 NaN   39.7721     
  1019.23        500.000                 NaN   6.72208                 NaN            NaN            NaN   3.42324        7.07254       0.768579        42.2397                 NaN   39.7739     
  1018.16        500.000                 NaN   6.71483                 NaN            NaN            NaN   3.42866        7.07256       0.768775        42.2395                 NaN   39.7756     
  1017.09        500.000                 NaN   6.70757                 NaN            NaN            NaN   3.43409        7.07259       0.768975        42.2393                 NaN   39.7774     
  1016.03        500.000                 NaN   6.71353                 NaN            NaN            NaN   3.43141        7.07541       0.767322        42.2344                 NaN   39.7779     
  1014.96        500.000                 NaN   6.63867                 NaN            NaN            NaN   3.48743        7.07238       0.768813        42.2387                 NaN   39.7940     
  1013.89        500.000                 NaN   6.68640                 NaN            NaN            NaN   3.44998        7.07273       0.769532        42.2387                 NaN   39.7827     
  1012.82        500.000                 NaN   6.67943                 NaN            NaN            NaN   3.45522        7.07279       0.769714        42.2384                 NaN   39.7844     
  1011.75        500.000                 NaN   6.67252                 NaN            NaN            NaN   3.46043        7.07285       0.769893        42.2381                 NaN   39.7862     
  1010.68        500.000                 NaN   6.66566                 NaN            NaN            NaN   3.46560        7.07292       0.770069        42.2379                 NaN   39.7879     
  1009.62        500.000                 NaN   6.65885                 NaN            NaN            NaN   3.47074        7.07299       0.770243        42.2376                 NaN   39.7896     
  1008.55        500.000                 NaN   6.79082                 NaN            NaN            NaN   3.40699        7.09718       0.753125        42.1747                 NaN   39.7772     
  1007.48        500.000                 NaN   6.77425                 NaN            NaN            NaN   3.41972        7.09795       0.752882        42.1742                 NaN   39.7810     
  1006.41        500.000                 NaN   6.76601                 NaN            NaN            NaN   3.42581        7.09793       0.753136        42.1741                 NaN   39.7830     
  1005.34        500.000                 NaN   6.75787                 NaN            NaN            NaN   3.43183        7.09792       0.753384        42.1741                 NaN   39.7849     
  1004.27        500.000                 NaN   6.76209                 NaN            NaN            NaN   3.42987        7.09830       0.753311        42.1715                 NaN   39.7849     
  1003.21        500.000                 NaN   6.57584                 NaN            NaN            NaN   3.53753        7.07663       0.768697        42.2306                 NaN   39.8107     
  1002.14        500.000                 NaN   6.56948                 NaN            NaN            NaN   3.54241        7.07677       0.768840        42.2301                 NaN   39.8124     
  1001.07        500.000                 NaN   6.56295                 NaN            NaN            NaN   3.54736        7.07688       0.769007        42.2298                 NaN   39.8140     
