|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/KHA22/KHA22_3.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1247.37        500.000                 NaN   98.1067                 NaN            NaN  0.243570       0.182922                 NaN  0.224923        1.24188                 NaN            NaN
  1245.98        500.000                 NaN   98.1636                 NaN            NaN  0.235459       0.177737                 NaN  0.218012        1.20518                 NaN            NaN
  1244.59        500.000                 NaN   98.2193                 NaN            NaN  0.172946       0.226732                 NaN  0.211064        1.16999                 NaN            NaN
  1243.20        500.000                 NaN   98.2731                 NaN            NaN  0.167583       0.219411                 NaN  0.204480        1.13546                 NaN            NaN
  1241.81        500.000                 NaN   98.3221                 NaN            NaN  0.162648       0.212583                 NaN  0.198337        1.10434                 NaN            NaN
  1240.42        500.000                 NaN   98.3704                 NaN            NaN  0.158675       0.205118                 NaN  0.192329        1.07351                 NaN            NaN
  1239.03        500.000                 NaN   98.4154                 NaN            NaN  0.153598       0.199523                 NaN  0.186839        1.04465                 NaN            NaN
  1237.64        500.000                 NaN   98.4585                 NaN            NaN  0.149839       0.193211                 NaN  0.181453        1.01701                 NaN            NaN
  1236.25        500.000                 NaN   98.5001                 NaN            NaN  0.144418       0.188694                 NaN  0.176277       0.990481                 NaN            NaN
  1234.86        500.000                 NaN   98.5400                 NaN            NaN  0.140013       0.183675                 NaN  0.171170       0.965130                 NaN            NaN
  1233.47        500.000                 NaN   98.5790                 NaN            NaN  0.135595       0.178873                 NaN  0.166375       0.940186                 NaN            NaN
  1232.08        500.000                 NaN   98.6139                 NaN            NaN  0.177893       0.128590                 NaN  0.162066       0.917567                 NaN            NaN
  1230.69        500.000                 NaN   98.6490                 NaN            NaN  0.181459       0.116361                 NaN  0.157541       0.895666                 NaN            NaN
  1229.30        500.000                 NaN   98.6832                 NaN            NaN  0.290163                 NaN            NaN  0.153265       0.873392                 NaN            NaN
  1227.91        500.000                 NaN   98.7141                 NaN            NaN  0.282876                 NaN            NaN  0.149203       0.853776                 NaN            NaN
  1226.52        500.000                 NaN   98.7448                 NaN            NaN  0.274867                 NaN            NaN  0.145291       0.835050                 NaN            NaN
  1225.13        500.000                 NaN   98.7803                 NaN            NaN  0.267841                 NaN            NaN  0.140962       0.810921                 NaN            NaN
  1223.74        500.000                 NaN   98.7388                 NaN            NaN  0.918570E-001  0.163587                 NaN  0.148418       0.857373                 NaN            NaN
  1222.35        500.000                 NaN   98.6554                 NaN            NaN  0.305287                 NaN            NaN  0.162735       0.876583                 NaN            NaN
  1220.96        500.000                 NaN   98.6061                 NaN            NaN  0.118317       0.134841                 NaN  0.160592       0.980152                 NaN            NaN
  1219.57        500.000                 NaN   99.3250                 NaN            NaN  0.875748E-001  0.118383                 NaN  0.608095E-001  0.408202                 NaN            NaN
  1218.18        500.000                 NaN   98.7337                 NaN            NaN  0.313572       0.202333E-001            NaN  0.208236       0.724253                 NaN            NaN
  1216.79        500.000                 NaN   98.6393                 NaN            NaN            NaN            NaN            NaN  0.158009E-001   1.34489                 NaN            NaN
  1215.40        500.000                 NaN   95.9471                 NaN            NaN  0.902054                 NaN            NaN  0.510967        2.63988                 NaN            NaN
  1214.01        500.000                 NaN   99.9033                 NaN            NaN            NaN            NaN            NaN  0.920748E-002  0.875329E-001            NaN            NaN
  1212.62        500.000                 NaN   70.4574                 NaN            NaN  0.287653        3.33806                 NaN   2.49746        13.0966        10.2503       0.724820E-001
  1211.23        500.000                 NaN   99.9427                 NaN            NaN  0.229707E-001  0.789072E-002            NaN  0.167420E-001            NaN  0.974401E-002            NaN
  1209.84        500.000                 NaN   99.9910                 NaN            NaN  0.112358E-002            NaN            NaN  0.357129E-002  0.428329E-002            NaN            NaN
  1208.45        500.000                 NaN   99.9802                 NaN            NaN            NaN            NaN            NaN  0.506466E-002  0.129565E-002  0.134531E-001            NaN
  1207.07        500.000                 NaN   99.9101                 NaN            NaN  0.456206E-002            NaN            NaN            NaN  0.542644E-001  0.311106E-001            NaN
  1205.68        500.000                 NaN   99.8804                 NaN            NaN  0.165544E-002  0.144246E-001            NaN            NaN  0.547744E-001  0.478798E-001  0.839107E-003
  1204.29        500.000                 NaN   99.9944                 NaN            NaN  0.447802E-002            NaN            NaN  0.108392E-002            NaN            NaN            NaN
  1202.90        500.000                 NaN   99.8989                 NaN            NaN  0.153926E-002            NaN            NaN  0.449371E-002  0.522295E-001  0.420527E-001  0.799084E-003
  1201.51        500.000                 NaN   99.9987                 NaN            NaN            NaN            NaN            NaN  0.562191E-003            NaN            NaN  0.732428E-003
  1200.12        500.000                 NaN   99.9833                 NaN            NaN  0.750604E-002            NaN            NaN  0.287779E-002            NaN  0.588590E-002  0.394860E-003
  1198.73        500.000                 NaN   99.9149                 NaN            NaN  0.717270E-002  0.538346E-003            NaN  0.542292E-002  0.432001E-001  0.288085E-001            NaN
  1197.34        500.000                 NaN   99.7880                 NaN            NaN  0.646892E-002            NaN            NaN  0.145923E-001  0.975048E-001  0.927328E-001  0.651993E-003
  1195.95        500.000                 NaN   99.9537                 NaN            NaN  0.983339E-002            NaN            NaN  0.225056E-002  0.201706E-001  0.133131E-001  0.722590E-003
  1194.56        500.000                 NaN   99.6666                 NaN            NaN  0.720020E-002  0.159844E-001            NaN  0.234153E-001  0.143260       0.141729       0.179552E-002
  1193.17        500.000                 NaN   58.8108                 NaN            NaN   2.97519                 NaN            NaN   2.85832        18.1054        17.0496       0.200601     
  1191.78        500.000                 NaN   29.5382                 NaN            NaN   2.77504        2.21247                 NaN   4.71503        31.0798        29.3517       0.327739     
  1190.39        500.000                 NaN            NaN            NaN            NaN   8.67834                 NaN            NaN   7.06234        43.0534        40.8963       0.309701     
  1189.00        500.000                 NaN            NaN            NaN            NaN   8.66995                 NaN            NaN   7.06429        43.0598        40.8954       0.310544     
  1187.61        500.000                 NaN            NaN            NaN            NaN   8.67117                 NaN            NaN   7.06637        43.0558        40.8966       0.310146     
  1186.22        500.000                 NaN            NaN            NaN            NaN  0.876297        7.74625                 NaN   7.06544        43.1110        40.8840       0.317057     
  1184.83        500.000                 NaN            NaN            NaN            NaN   8.65581                 NaN            NaN   7.08294        43.0573        40.8914       0.312579     
  1183.44        500.000                 NaN            NaN            NaN            NaN   7.00635        1.63107                 NaN   7.04855        43.1073        40.8905       0.316225     
  1182.05        500.000                 NaN            NaN            NaN            NaN   6.98597        1.65332                 NaN   7.05041        43.1033        40.8914       0.315601     
  1180.66        500.000                 NaN            NaN            NaN            NaN   6.81031        1.83045                 NaN   7.05206        43.0987        40.8932       0.315306     
  1179.27        500.000                 NaN            NaN            NaN            NaN   6.71543        1.92703                 NaN   7.05387        43.0943        40.8945       0.314838     
  1177.88        500.000                 NaN            NaN            NaN            NaN   6.61158        2.03255                 NaN   7.05564        43.0900        40.8958       0.314376     
  1176.49        500.000                 NaN            NaN            NaN            NaN   6.51994        2.12593                 NaN   7.05751        43.0856        40.8971       0.313899     
  1175.10        500.000                 NaN            NaN            NaN            NaN   6.41604        2.23153                 NaN   7.05933        43.0812        40.8985       0.313429     
  1173.71        500.000                 NaN            NaN            NaN            NaN   6.32438        2.32495                 NaN   7.06125        43.0767        40.8998       0.312944     
  1172.32        500.000                 NaN            NaN            NaN            NaN   6.22832        2.42276                 NaN   7.06316        43.0722        40.9011       0.312460     
  1170.93        500.000                 NaN            NaN            NaN            NaN   6.56636        2.08795                 NaN   7.06769        43.0639        40.9026       0.311526     
  1169.54        500.000                 NaN            NaN            NaN            NaN   6.48109        2.17505                 NaN   7.06966        43.0593        40.9039       0.311022     
  1168.15        500.000                 NaN            NaN            NaN  0.447697        7.89623                 NaN            NaN   7.00805        43.2200        41.0904       0.337672     
  1166.76        500.000                 NaN            NaN            NaN            NaN   5.84788        2.81034                 NaN   7.07103        43.0538        40.9065       0.310480     
  1165.37        500.000                 NaN            NaN            NaN            NaN   5.75155        2.90849                 NaN   7.07305        43.0491        40.9078       0.309976     
  1163.98        500.000                 NaN            NaN            NaN  0.591753        7.65323                 NaN            NaN   6.98723        43.2681        41.1538       0.345950     
  1162.59        500.000                 NaN            NaN            NaN  0.606721        7.62924                 NaN            NaN   6.98625        43.2700        41.1613       0.346479     
  1161.21        500.000                 NaN            NaN            NaN            NaN   5.47212        3.19349                 NaN   7.07926        43.0348        40.9119       0.308429     
  1159.82        500.000                 NaN            NaN            NaN            NaN   8.70418                 NaN            NaN   7.11026        42.9640        40.9215       0.300032     
  1158.43        500.000                 NaN            NaN            NaN  0.669197        7.52675                 NaN            NaN   6.97977        43.2839        41.1911       0.349323     
  1157.04        500.000                 NaN            NaN            NaN            NaN   5.19910        3.47223                 NaN   7.08567        43.0203        40.9159       0.306836     
  1155.65        500.000                 NaN            NaN            NaN  0.705479        7.46760                 NaN            NaN   6.97628        43.2910        41.2087       0.350881     
  1154.26        500.000                 NaN            NaN            NaN            NaN   5.01498        3.66024                 NaN   7.09003        43.0104        40.9186       0.305754     
  1152.87        500.000                 NaN            NaN            NaN  0.742818        7.40654                 NaN            NaN   6.97244        43.2989        41.2268       0.352544     
  1151.48        500.000                 NaN            NaN            NaN  0.760978        7.37685                 NaN            NaN   6.97056        43.3026        41.2356       0.353349     
  1150.09        500.000                 NaN            NaN            NaN            NaN   4.75462        3.92661                 NaN   7.09678        42.9952        40.9227       0.304077     
  1148.70        500.000                 NaN            NaN            NaN            NaN   4.67455        4.00875                 NaN   7.09911        42.9900        40.9241       0.303500     
  1147.31        500.000                 NaN            NaN            NaN            NaN   4.58344        4.10189                 NaN   7.10139        42.9849        40.9254       0.302931     
  1145.92        500.000                 NaN            NaN            NaN  0.832750        7.25940                 NaN            NaN   6.96288        43.3178        41.2706       0.356586     
  1144.53        500.000                 NaN            NaN            NaN            NaN   4.41641        4.27312                 NaN   7.10607        42.9745        40.9282       0.301761     
  1143.14        500.000                 NaN            NaN            NaN  0.865723        7.20561       0.119183E-004            NaN   6.95943        43.3244        41.2868       0.358034     
  1141.75        500.000                 NaN            NaN            NaN            NaN   4.25126        4.44257                 NaN   7.11084        42.9638        40.9309       0.300565     
  1140.36        500.000                 NaN            NaN            NaN  0.902327        7.14538       0.113161E-004            NaN   6.95509        43.3329        41.3046       0.359781     
  1138.97        500.000                 NaN            NaN            NaN            NaN   4.09369        4.60445                 NaN   7.11570        42.9531        40.9337       0.299345     
  1137.58        500.000                 NaN            NaN            NaN            NaN   4.06766        4.63183                 NaN   7.11731        42.9493        40.9350       0.298944     
  1136.19        500.000                 NaN            NaN            NaN            NaN   3.99049        4.71122                 NaN   7.11975        42.9439        40.9364       0.298326     
  1134.80        500.000                 NaN            NaN            NaN            NaN   3.91646        4.78749                 NaN   7.12222        42.9384        40.9377       0.297701     
  1133.41        500.000                 NaN            NaN            NaN  0.984189        7.01128                 NaN            NaN   6.94573        43.3503        41.3449       0.363557     
  1132.02        500.000                 NaN            NaN            NaN            NaN   3.76695        4.94154                 NaN   7.12721        42.9273        40.9405       0.296432     
  1130.63        500.000                 NaN            NaN            NaN            NaN   3.69586        5.01494                 NaN   7.12974        42.9217        40.9419       0.295787     
  1129.24        500.000                 NaN            NaN            NaN            NaN   3.62132        5.09181                 NaN   7.13227        42.9161        40.9434       0.295138     
  1127.85        500.000                 NaN            NaN            NaN   1.04562        6.91072                 NaN            NaN   6.93859        43.3632        41.3755       0.366393     
  1126.46        500.000                 NaN            NaN            NaN            NaN   3.49777        5.22016                 NaN   7.13744        42.9046        40.9462       0.293806     
  1125.07        500.000                 NaN            NaN            NaN   1.07670        6.85964                 NaN            NaN   6.93477        43.3701        41.3909       0.367882     
  1123.68        500.000                 NaN            NaN            NaN            NaN   3.34520        5.37754                 NaN   7.14262        42.8931        40.9490       0.292463     
  1122.29        500.000                 NaN            NaN            NaN            NaN   3.28535        5.43988                 NaN   7.14526        42.8873        40.9505       0.291775     
  1120.90        500.000                 NaN            NaN            NaN            NaN   3.34394        5.38568                 NaN   7.14940        42.8781        40.9522       0.290648     
  1119.51        500.000                 NaN            NaN            NaN            NaN   5.48694        3.26442                 NaN   7.16602        42.8387        40.9579       0.286003     
  1118.12        500.000                 NaN            NaN            NaN            NaN   3.08211        5.65066                 NaN   7.15325        42.8695        40.9548       0.289679     
  1116.73        500.000                 NaN            NaN            NaN            NaN   3.01835        5.71701                 NaN   7.15595        42.8635        40.9562       0.288965     
  1115.35        500.000                 NaN            NaN            NaN            NaN   2.95450        5.78346                 NaN   7.15867        42.8575        40.9577       0.288244     
  1113.96        500.000                 NaN            NaN            NaN            NaN   2.79829        5.94400                 NaN   7.16288        42.8483        40.9594       0.287091     
  1112.57        500.000                 NaN            NaN            NaN            NaN   2.73265        6.01234                 NaN   7.16567        42.8421        40.9609       0.286341     
  1111.18        500.000                 NaN            NaN            NaN            NaN   2.66778        6.07999                 NaN   7.16850        42.8358        40.9624       0.285581     
  1109.79        500.000                 NaN            NaN            NaN            NaN   2.60306        6.14751                 NaN   7.17133        42.8294        40.9639       0.284812     
  1108.40        500.000                 NaN            NaN            NaN            NaN   2.53861        6.21477                 NaN   7.17419        42.8230        40.9654       0.284036     
  1107.01        500.000                 NaN            NaN            NaN            NaN   2.47499        6.28127                 NaN   7.17707        42.8166        40.9669       0.283251     
  1105.62        500.000                 NaN            NaN            NaN            NaN   2.41150        6.34766                 NaN   7.17997        42.8101        40.9684       0.282458     
  1104.23        500.000                 NaN            NaN            NaN            NaN   2.34587        6.41623                 NaN   7.18290        42.8035        40.9699       0.281653     
  1102.84        500.000                 NaN            NaN            NaN            NaN   2.28521        6.47984                 NaN   7.18583        42.7969        40.9714       0.280844     
  1101.45        500.000                 NaN            NaN            NaN            NaN   2.22332        6.54474                 NaN   7.18879        42.7902        40.9729       0.280026     
  1100.06        500.000                 NaN            NaN            NaN            NaN   2.15866        6.61242                 NaN   7.19178        42.7835        40.9744       0.279195     
  1098.67        500.000                 NaN            NaN            NaN            NaN   2.09649        6.67770                 NaN   7.19478        42.7767        40.9760       0.278357     
  1097.28        500.000                 NaN            NaN            NaN            NaN   2.03414        6.74317                 NaN   7.19780        42.7699        40.9775       0.277509     
  1095.89        500.000                 NaN            NaN            NaN            NaN   1.97146        6.80899                 NaN   7.20085        42.7630        40.9790       0.276652     
  1094.50        500.000                 NaN            NaN            NaN            NaN   1.90919        6.87448                 NaN   7.20393        42.7560        40.9806       0.275784     
  1093.11        500.000                 NaN            NaN            NaN            NaN   1.84783        6.93908                 NaN   7.20701        42.7490        40.9822       0.274908     
  1091.72        500.000                 NaN            NaN            NaN            NaN   4.72981        4.07724                 NaN   7.22127        42.7139        40.9873       0.270494     
  1090.33        500.000                 NaN            NaN            NaN            NaN   1.71983        7.07362                 NaN   7.21328        42.7348        40.9853       0.273121     
  1088.94        500.000                 NaN            NaN            NaN            NaN   4.89053        3.92082                 NaN   7.22581        42.7037        40.9899       0.269225     
  1087.55        500.000                 NaN            NaN            NaN            NaN   1.59050        7.20977                 NaN   7.21967        42.7203        40.9885       0.271286     
  1086.16        500.000                 NaN            NaN            NaN            NaN  0.570288        8.25841                 NaN   7.24190        42.6700        40.9954       0.263950     
  1084.77        500.000                 NaN            NaN            NaN            NaN  0.710433        8.09789       0.462856E-004   7.23962        42.6936        40.9896       0.268776     
  1083.38        500.000                 NaN            NaN            NaN            NaN  0.374558        8.48692                 NaN   7.27220        42.6049        41.0036       0.257765     
  1081.99        500.000                 NaN            NaN            NaN            NaN   7.70414        1.12604                 NaN   7.26076        42.6502        40.9969       0.261904     
  1080.60        500.000                 NaN            NaN            NaN            NaN   7.19446        1.63986                 NaN   7.24667        42.6560        41.0000       0.263001     
  1079.21        500.000                 NaN            NaN            NaN            NaN   8.84599                 NaN            NaN   7.25592        42.6347        41.0033       0.260054     
  1077.82        500.000                 NaN            NaN            NaN            NaN  0.643291        8.19211                 NaN   7.26474        42.6392        40.9996       0.261046     
  1076.43        500.000                 NaN            NaN            NaN            NaN  0.734849        8.09732       0.145690E-002   7.26152        42.6422        41.0010       0.261659     
  1075.04        500.000                 NaN            NaN            NaN            NaN   8.69044       0.158665                 NaN   7.26977        42.6175        41.0052       0.258383     
  1073.65        500.000                 NaN            NaN            NaN            NaN   8.85679                 NaN            NaN   7.26618        42.6109        41.0091       0.257067     
  1072.26        500.000                 NaN            NaN            NaN            NaN  0.255336        8.59477                 NaN   7.27043        42.6131        41.0076       0.258741     
  1070.87        500.000                 NaN            NaN            NaN            NaN   8.85715                 NaN            NaN   7.27502        42.6005        41.0102       0.257138     
  1069.48        500.000                 NaN            NaN            NaN            NaN  0.303540E-001   8.82792                 NaN   7.27692        42.5971        41.0112       0.256494     
  1068.10        500.000                 NaN            NaN            NaN            NaN   8.86239       0.631901E-003            NaN   7.27346        42.5947        41.0137       0.255084     
  1066.71        500.000                 NaN            NaN            NaN            NaN  0.199860        8.66313       0.199090E-004   7.27611        42.5913        41.0146       0.255070     
  1065.32        500.000                 NaN            NaN            NaN            NaN  0.185456        8.68179                 NaN   7.27859        42.5843        41.0162       0.253633     
  1063.93        500.000                 NaN            NaN            NaN            NaN  0.473672E-001   8.82476                 NaN   7.28227        42.5750        41.0181       0.252486     
  1062.54        500.000                 NaN            NaN            NaN   1.56880        6.06084                 NaN            NaN   6.87755        43.4507        41.6522       0.389874     
  1061.15        500.000                 NaN            NaN            NaN   1.57542        6.05065                 NaN            NaN   6.87714        43.4505        41.6563       0.390059     
  1059.76        500.000                 NaN            NaN            NaN   1.58439        6.03607                 NaN            NaN   6.87600        43.4518        41.6612       0.390483     
  1058.37        500.000                 NaN            NaN            NaN   1.59261        6.02287                 NaN            NaN   6.87509        43.4527        41.6659       0.390836     
  1056.98        500.000                 NaN            NaN            NaN   1.60017        6.01088                 NaN            NaN   6.87434        43.4531        41.6703       0.391125     
  1055.59        500.000                 NaN            NaN            NaN   1.60765        5.99907                 NaN            NaN   6.87363        43.4535        41.6747       0.391408     
  1054.20        500.000                 NaN            NaN            NaN   1.61504        5.98738                 NaN            NaN   6.87292        43.4539        41.6791       0.391686     
  1052.81        500.000                 NaN            NaN            NaN   1.62232        5.97587                 NaN            NaN   6.87224        43.4542        41.6834       0.391957     
  1051.42        500.000                 NaN            NaN            NaN   1.62954        5.96450                 NaN            NaN   6.87157        43.4545        41.6877       0.392224     
  1050.03        500.000                 NaN            NaN            NaN   1.63663        5.95336                 NaN            NaN   6.87093        43.4547        41.6919       0.392481     
  1048.64        500.000                 NaN            NaN            NaN   1.64370        5.94223                 NaN            NaN   6.87029        43.4549        41.6961       0.392737     
  1047.25        500.000                 NaN            NaN            NaN   1.65065        5.93133                 NaN            NaN   6.86967        43.4551        41.7003       0.392986     
  1045.86        500.000                 NaN            NaN            NaN   1.65752        5.92056                 NaN            NaN   6.86907        43.4552        41.7044       0.393229     
  1044.47        500.000                 NaN            NaN            NaN   1.66428        5.90999                 NaN            NaN   6.86849        43.4552        41.7085       0.393463     
  1043.08        500.000                 NaN            NaN            NaN   1.67085        5.89976                 NaN            NaN   6.86796        43.4552        41.7126       0.393681     
  1041.69        500.000                 NaN            NaN            NaN   1.67748        5.88943                 NaN            NaN   6.86741        43.4552        41.7166       0.393906     
  1040.30        500.000                 NaN            NaN            NaN   1.68760        5.87401       0.127341E-004            NaN   6.86647        43.4550        41.7226       0.394325     
  1038.91        500.000                 NaN            NaN            NaN   1.69406        5.86400       0.115656E-004            NaN   6.86596        43.4549        41.7266       0.394536     
  1037.52        500.000                 NaN            NaN            NaN   1.70044        5.85411       0.105626E-004            NaN   6.86547        43.4547        41.7305       0.394743     
  1036.13        500.000                 NaN            NaN            NaN   1.70676        5.84433       0.969852E-005            NaN   6.86499        43.4545        41.7345       0.394945     
  1034.74        500.000                 NaN            NaN            NaN   1.71302        5.83468       0.894750E-005            NaN   6.86453        43.4542        41.7384       0.395143     
  1033.35        500.000                 NaN            NaN            NaN   1.71919        5.82518       0.822335E-005            NaN   6.86412        43.4539        41.7423       0.395327     
  1031.96        500.000                 NaN            NaN            NaN   1.72531        5.81577                 NaN            NaN   6.86364        43.4536        41.7461       0.395520     
  1030.57        500.000                 NaN            NaN            NaN   1.73134        5.80652                 NaN            NaN   6.86323        43.4533        41.7499       0.395703     
  1029.18        500.000                 NaN            NaN            NaN   1.73732        5.79734                 NaN            NaN   6.86283        43.4529        41.7537       0.395879     
  1027.79        500.000                 NaN            NaN            NaN   1.74324        5.78831                 NaN            NaN   6.86244        43.4525        41.7575       0.396051     
  1026.40        500.000                 NaN            NaN            NaN   1.74849        5.78054                 NaN            NaN   6.86226        43.4515        41.7610       0.396151     
  1025.01        500.000                 NaN            NaN            NaN   1.75445        5.77139                 NaN            NaN   6.86184        43.4512        41.7648       0.396333     
  1023.62        500.000                 NaN            NaN            NaN   1.76023        5.76259                 NaN            NaN   6.86148        43.4507        41.7685       0.396496     
  1022.24        500.000                 NaN            NaN            NaN   1.76619        5.75343                 NaN            NaN   6.86106        43.4503        41.7723       0.396682     
  1020.85        500.000                 NaN            NaN            NaN   1.77183        5.74487                 NaN            NaN   6.86069        43.4498        41.7760       0.396841     
  1019.46        500.000                 NaN            NaN            NaN   1.77748        5.73622                 NaN            NaN   6.86037        43.4493        41.7797       0.396998     
  1018.07        500.000                 NaN            NaN            NaN   1.78295        5.72807                 NaN            NaN   6.86010        43.4485        41.7833       0.397129     
  1016.68        500.000                 NaN            NaN            NaN   1.78836        5.71995                 NaN            NaN   6.85983        43.4478        41.7868       0.397262     
  1015.29        500.000                 NaN            NaN            NaN   1.79366        5.71203                 NaN            NaN   6.85959        43.4470        41.7904       0.397384     
  1013.90        500.000                 NaN            NaN            NaN   1.79901        5.70402                 NaN            NaN   6.85934        43.4462        41.7939       0.397512     
  1012.51        500.000                 NaN            NaN            NaN   1.80414        5.69643                 NaN            NaN   6.85915        43.4452        41.7974       0.397617     
  1011.12        500.000                 NaN            NaN            NaN   1.80959        5.68819                 NaN            NaN   6.85884        43.4446        41.8010       0.397764     
  1009.73        500.000                 NaN            NaN            NaN   1.81476        5.68051                 NaN            NaN   6.85863        43.4437        41.8045       0.397877     
  1008.34        500.000                 NaN            NaN            NaN   1.81967        5.67334                 NaN            NaN   6.85850        43.4427        41.8079       0.397961     
  1006.95        500.000                 NaN            NaN            NaN   1.82474        5.66584                 NaN            NaN   6.85832        43.4417        41.8113       0.398068     
  1005.56        500.000                 NaN            NaN            NaN   1.82962        5.65873                 NaN            NaN   6.85820        43.4406        41.8147       0.398151     
  1004.17        500.000                 NaN            NaN            NaN   1.83470        5.65121                 NaN            NaN   6.85801        43.4397        41.8182       0.398262     
  1002.78        500.000                 NaN            NaN            NaN   1.83961        5.64401                 NaN            NaN   6.85786        43.4386        41.8216       0.398353     
  1001.39        500.000                 NaN            NaN            NaN   1.84441        5.63704                 NaN            NaN   6.85769        43.4375        41.8249       0.398433     
  1000.00        500.000                 NaN            NaN            NaN   1.84919        5.63009                 NaN            NaN   6.85759        43.4364        41.8283       0.398510     
