|6.6.6
Archiving\03_Data\eqfracLP/QFM_m4.25/KHA22/KHA22_1.tab                    
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1247.37        500.000                 NaN   97.8775                 NaN            NaN  0.346723       0.256598                 NaN  0.248255        1.27091                 NaN            NaN
  1245.98        500.000                 NaN   97.9393                 NaN            NaN  0.335658       0.249807                 NaN  0.240840        1.23441                 NaN            NaN
  1244.59        500.000                 NaN   98.0002                 NaN            NaN  0.243478       0.323615                 NaN  0.233369        1.19938                 NaN            NaN
  1243.20        500.000                 NaN   98.0589                 NaN            NaN  0.236344       0.313552                 NaN  0.226285        1.16496                 NaN            NaN
  1241.81        500.000                 NaN   98.1124                 NaN            NaN  0.229788       0.304177                 NaN  0.219674        1.13396                 NaN            NaN
  1240.42        500.000                 NaN   98.1652                 NaN            NaN  0.224578       0.293831                 NaN  0.213201        1.10320                 NaN            NaN
  1239.03        500.000                 NaN   98.2144                 NaN            NaN  0.217779       0.286105                 NaN  0.207288        1.07440                 NaN            NaN
  1237.64        500.000                 NaN   98.2615                 NaN            NaN  0.212863       0.277372                 NaN  0.201480        1.04682                 NaN            NaN
  1236.25        500.000                 NaN   98.3071                 NaN            NaN  0.205519       0.271147                 NaN  0.195894        1.02031                 NaN            NaN
  1234.86        500.000                 NaN   98.3508                 NaN            NaN  0.199610       0.264198                 NaN  0.190372       0.994974                 NaN            NaN
  1233.47        500.000                 NaN   98.3936                 NaN            NaN  0.193668       0.257511                 NaN  0.185188       0.970017                 NaN            NaN
  1232.08        500.000                 NaN   98.4318                 NaN            NaN  0.256248       0.184067                 NaN  0.180535       0.947393                 NaN            NaN
  1230.69        500.000                 NaN   98.4705                 NaN            NaN  0.261556       0.166866                 NaN  0.175632       0.925455                 NaN            NaN
  1229.30        500.000                 NaN   98.5079                 NaN            NaN  0.417982                 NaN            NaN  0.170997       0.903134                 NaN            NaN
  1227.91        500.000                 NaN   98.5420                 NaN            NaN  0.407942                 NaN            NaN  0.166594       0.883491                 NaN            NaN
  1226.52        500.000                 NaN   98.5760                 NaN            NaN  0.396863                 NaN            NaN  0.162349       0.864764                 NaN            NaN
  1225.13        500.000                 NaN   98.6147                 NaN            NaN  0.387274                 NaN            NaN  0.157631       0.840381                 NaN            NaN
  1223.74        500.000                 NaN   98.5735                 NaN            NaN  0.134748       0.236398                 NaN  0.166086       0.889223                 NaN            NaN
  1222.35        500.000                 NaN   98.4639                 NaN            NaN  0.444173                 NaN            NaN  0.182222       0.909748                 NaN            NaN
  1220.96        500.000                 NaN   98.4391                 NaN            NaN  0.171559       0.191694                 NaN  0.179974        1.01768                 NaN            NaN
  1219.57        500.000                 NaN   99.2078                 NaN            NaN  0.128370       0.171363                 NaN  0.682272E-001  0.424279                 NaN            NaN
  1218.18        500.000                 NaN   98.5232                 NaN            NaN  0.460616       0.295480E-001            NaN  0.233665       0.752943                 NaN            NaN
  1216.79        500.000                 NaN   98.5820                 NaN            NaN            NaN            NaN            NaN  0.177524E-001   1.40023                 NaN            NaN
  1215.40        500.000                 NaN   95.3876                 NaN            NaN   1.30233                 NaN            NaN  0.572605        2.73748                 NaN            NaN
  1214.01        500.000                 NaN   99.8983                 NaN            NaN            NaN            NaN            NaN  0.103779E-001  0.913209E-001            NaN            NaN
  1212.62        500.000                 NaN   68.1482                 NaN            NaN  0.406418        4.75886                 NaN   2.73876        13.3194        10.4920       0.136343     
  1211.23        500.000                 NaN   99.9243                 NaN            NaN  0.348913E-001  0.115630E-001            NaN  0.189805E-001            NaN  0.103108E-001            NaN
  1209.84        500.000                 NaN   99.9899                 NaN            NaN  0.160775E-002            NaN            NaN  0.404949E-002  0.448714E-002            NaN            NaN
  1208.45        500.000                 NaN   99.9787                 NaN            NaN            NaN            NaN            NaN  0.574273E-002  0.136066E-002  0.142370E-001            NaN
  1207.07        500.000                 NaN   99.9034                 NaN            NaN  0.672504E-002            NaN            NaN            NaN  0.569349E-001  0.329200E-001            NaN
  1205.68        500.000                 NaN   99.8667                 NaN            NaN  0.244024E-002  0.211307E-001            NaN            NaN  0.574391E-001  0.506600E-001  0.163198E-002
  1204.29        500.000                 NaN   99.9923                 NaN            NaN  0.646908E-002            NaN            NaN  0.122903E-002            NaN            NaN            NaN
  1202.90        500.000                 NaN   99.8919                 NaN            NaN  0.222265E-002            NaN            NaN  0.509488E-002  0.547788E-001  0.444938E-001  0.155427E-002
  1201.51        500.000                 NaN   99.9979                 NaN            NaN            NaN            NaN            NaN  0.637440E-003            NaN            NaN  0.142473E-002
  1200.12        500.000                 NaN   99.9787                 NaN            NaN  0.110307E-001            NaN            NaN  0.326292E-002            NaN  0.622749E-002  0.768087E-003
  1198.73        500.000                 NaN   99.9070                 NaN            NaN  0.103152E-001  0.795816E-003            NaN  0.614842E-002  0.452510E-001  0.304783E-001            NaN
  1197.34        500.000                 NaN   99.7730                 NaN            NaN  0.917773E-002            NaN            NaN  0.165425E-001  0.101925       0.980928E-001  0.126811E-002
  1195.95        500.000                 NaN   99.9465                 NaN            NaN  0.143683E-001            NaN            NaN  0.255159E-002  0.210981E-001  0.140835E-001  0.140558E-002
  1194.56        500.000                 NaN   99.6364                 NaN            NaN  0.105281E-001  0.235617E-001            NaN  0.265406E-001  0.149602       0.149891       0.349185E-002
  1193.17        500.000                 NaN   56.6841                 NaN            NaN   4.22568                 NaN            NaN   3.12218        18.2160        17.3761       0.375960     
  1191.78        500.000                 NaN   27.8697                 NaN            NaN   3.82600        3.09759                 NaN   5.01906        30.4384        29.1506       0.598596     
  1190.39        500.000                 NaN            NaN            NaN            NaN   11.8051                 NaN            NaN   7.29822        40.9183        39.4292       0.549146     
  1189.00        500.000                 NaN            NaN            NaN            NaN   11.7962                 NaN            NaN   7.30032        40.9252        39.4276       0.550656     
  1187.61        500.000                 NaN            NaN            NaN            NaN   11.7977                 NaN            NaN   7.30251        40.9220        39.4278       0.549963     
  1186.22        500.000                 NaN            NaN            NaN            NaN   1.16967        10.5718                 NaN   7.30200        40.9773        39.4170       0.562263     
  1184.83        500.000                 NaN            NaN            NaN            NaN   11.7757                 NaN            NaN   7.32009        40.9269        39.4230       0.554333     
  1183.44        500.000                 NaN            NaN            NaN            NaN   9.51344        2.24663                 NaN   7.28445        40.9741        39.4205       0.560802     
  1182.05        500.000                 NaN            NaN            NaN            NaN   9.48537        2.27708                 NaN   7.28641        40.9709        39.4205       0.559708     
  1180.66        500.000                 NaN            NaN            NaN            NaN   9.24366        2.52050                 NaN   7.28816        40.9672        39.4213       0.559199     
  1179.27        500.000                 NaN            NaN            NaN            NaN   9.11314        2.65309                 NaN   7.29007        40.9637        39.4216       0.558382     
  1177.88        500.000                 NaN            NaN            NaN            NaN   8.97034        2.79794                 NaN   7.29194        40.9602        39.4220       0.557576     
  1176.49        500.000                 NaN            NaN            NaN            NaN   8.84435        2.92604                 NaN   7.29392        40.9566        39.4224       0.556742     
  1175.10        500.000                 NaN            NaN            NaN            NaN   8.70155        3.07090                 NaN   7.29584        40.9530        39.4227       0.555923     
  1173.71        500.000                 NaN            NaN            NaN            NaN   8.57559        3.19899                 NaN   7.29786        40.9494        39.4231       0.555076     
  1172.32        500.000                 NaN            NaN            NaN            NaN   8.44365        3.33305                 NaN   7.29987        40.9457        39.4235       0.554231     
  1170.93        500.000                 NaN            NaN            NaN            NaN   8.90760        2.87282                 NaN   7.30459        40.9385        39.4239       0.552586     
  1169.54        500.000                 NaN            NaN            NaN            NaN   8.79040        2.99223                 NaN   7.30667        40.9347        39.4243       0.551705     
  1168.15        500.000                 NaN            NaN            NaN  0.727799        10.7100                 NaN            NaN   7.24541        41.1015        39.6161       0.599188     
  1166.76        500.000                 NaN            NaN            NaN            NaN   7.92143        3.86391                 NaN   7.30817        40.9307        39.4250       0.550770     
  1165.37        500.000                 NaN            NaN            NaN            NaN   7.78929        3.99823                 NaN   7.31029        40.9269        39.4254       0.549889     
  1163.98        500.000                 NaN            NaN            NaN  0.962166        10.3670                 NaN            NaN   7.22477        41.1534        39.6787       0.613986     
  1162.59        500.000                 NaN            NaN            NaN  0.986541        10.3329                 NaN            NaN   7.22387        41.1564        39.6854       0.614947     
  1161.21        500.000                 NaN            NaN            NaN            NaN   7.40622        4.38799                 NaN   7.31683        40.9152        39.4265       0.547184     
  1159.82        500.000                 NaN            NaN            NaN            NaN   11.8378                 NaN            NaN   7.34871        40.8474        39.4338       0.532284     
  1158.43        500.000                 NaN            NaN            NaN   1.08827        10.1875                 NaN            NaN   7.21762        41.1733        39.7132       0.620066     
  1157.04        500.000                 NaN            NaN            NaN            NaN   7.03228        4.76880                 NaN   7.32358        40.9032        39.4277       0.544397     
  1155.65        500.000                 NaN            NaN            NaN   1.14737        10.1035                 NaN            NaN   7.21428        41.1824        39.7295       0.622878     
  1154.26        500.000                 NaN            NaN            NaN            NaN   6.78027        5.02545                 NaN   7.32817        40.8951        39.4285       0.542501     
  1152.87        500.000                 NaN            NaN            NaN   1.20819        10.0169                 NaN            NaN   7.21059        41.1923        39.7462       0.625876     
  1151.48        500.000                 NaN            NaN            NaN   1.23778        9.97477                 NaN            NaN   7.20878        41.1970        39.7543       0.627330     
  1150.09        500.000                 NaN            NaN            NaN            NaN   6.42420        5.38868                 NaN   7.33527        40.8825        39.4297       0.539564     
  1148.70        500.000                 NaN            NaN            NaN            NaN   6.31478        5.50057                 NaN   7.33771        40.8782        39.4302       0.538553     
  1147.31        500.000                 NaN            NaN            NaN            NaN   6.19029        5.62748                 NaN   7.34011        40.8740        39.4306       0.537557     
  1145.92        500.000                 NaN            NaN            NaN   1.35475        9.80810                 NaN            NaN   7.20137        41.2162        39.7864       0.633169     
  1144.53        500.000                 NaN            NaN            NaN            NaN   5.96217        5.86059                 NaN   7.34503        40.8653        39.4314       0.535506     
  1143.14        500.000                 NaN            NaN            NaN   1.40850        9.73172       0.163738E-004            NaN   7.19806        41.2246        39.8013       0.635785     
  1141.75        500.000                 NaN            NaN            NaN            NaN   5.73677        6.09108                 NaN   7.35005        40.8564        39.4323       0.533409     
  1140.36        500.000                 NaN            NaN            NaN   1.46817        9.64631       0.155424E-004            NaN   7.19385        41.2351        39.8176       0.638935     
  1138.97        500.000                 NaN            NaN            NaN            NaN   5.52186        6.31115                 NaN   7.35514        40.8475        39.4331       0.531267     
  1137.58        500.000                 NaN            NaN            NaN            NaN   5.48556        6.34910                 NaN   7.35685        40.8445        39.4334       0.530568     
  1136.19        500.000                 NaN            NaN            NaN            NaN   5.38035        6.45694                 NaN   7.35942        40.8399        39.4339       0.529485     
  1134.80        500.000                 NaN            NaN            NaN            NaN   5.27945        6.56048                 NaN   7.36201        40.8354        39.4343       0.528387     
  1133.41        500.000                 NaN            NaN            NaN   1.60169        9.45600                 NaN            NaN   7.18480        41.2573        39.8544       0.645757     
  1132.02        500.000                 NaN            NaN            NaN            NaN   5.07578        6.76953                 NaN   7.36724        40.8261        39.4352       0.526160     
  1130.63        500.000                 NaN            NaN            NaN            NaN   4.97899        6.86905                 NaN   7.36989        40.8214        39.4357       0.525027     
  1129.24        500.000                 NaN            NaN            NaN            NaN   4.87752        6.97327                 NaN   7.37255        40.8167        39.4361       0.523887     
  1127.85        500.000                 NaN            NaN            NaN   1.70193        9.31324                 NaN            NaN   7.17790        41.2740        39.8821       0.650884     
  1126.46        500.000                 NaN            NaN            NaN            NaN   4.70945        7.14701                 NaN   7.37797        40.8070        39.4370       0.521546     
  1125.07        500.000                 NaN            NaN            NaN   1.75266        9.24076                 NaN            NaN   7.17419        41.2827        39.8961       0.653575     
  1123.68        500.000                 NaN            NaN            NaN            NaN   4.50198        7.36015                 NaN   7.38341        40.7973        39.4380       0.519187     
  1122.29        500.000                 NaN            NaN            NaN            NaN   4.42066        7.44439                 NaN   7.38617        40.7923        39.4385       0.517978     
  1120.90        500.000                 NaN            NaN            NaN            NaN   4.50158        7.36855                 NaN   7.39049        40.7842        39.4392       0.515988     
  1119.51        500.000                 NaN            NaN            NaN            NaN   7.48432        4.41061                 NaN   7.40758        40.7466        39.4431       0.507747     
  1118.12        500.000                 NaN            NaN            NaN            NaN   4.14465        7.72929                 NaN   7.39455        40.7773        39.4399       0.514293     
  1116.73        500.000                 NaN            NaN            NaN            NaN   4.05811        7.81885                 NaN   7.39738        40.7722        39.4404       0.513037     
  1115.35        500.000                 NaN            NaN            NaN            NaN   3.97150        7.90853                 NaN   7.40023        40.7671        39.4409       0.511769     
  1113.96        500.000                 NaN            NaN            NaN            NaN   3.76082        8.12423                 NaN   7.40461        40.7590        39.4417       0.509734     
  1112.57        500.000                 NaN            NaN            NaN            NaN   3.67190        8.21633                 NaN   7.40754        40.7536        39.4422       0.508414     
  1111.18        500.000                 NaN            NaN            NaN            NaN   3.58405        8.30743                 NaN   7.41050        40.7483        39.4427       0.507076     
  1109.79        500.000                 NaN            NaN            NaN            NaN   3.49642        8.39833                 NaN   7.41347        40.7428        39.4432       0.505723     
  1108.40        500.000                 NaN            NaN            NaN            NaN   3.40922        8.48884                 NaN   7.41646        40.7374        39.4438       0.504356     
  1107.01        500.000                 NaN            NaN            NaN            NaN   3.32315        8.57827                 NaN   7.41948        40.7318        39.4443       0.502973     
  1105.62        500.000                 NaN            NaN            NaN            NaN   3.23730        8.66752                 NaN   7.42251        40.7263        39.4448       0.501576     
  1104.23        500.000                 NaN            NaN            NaN            NaN   3.14859        8.75967                 NaN   7.42558        40.7206        39.4454       0.500160     
  1102.84        500.000                 NaN            NaN            NaN            NaN   3.06664        8.84509                 NaN   7.42864        40.7150        39.4459       0.498734     
  1101.45        500.000                 NaN            NaN            NaN            NaN   2.98305        8.93219                 NaN   7.43174        40.7092        39.4465       0.497292     
  1100.06        500.000                 NaN            NaN            NaN            NaN   2.89575        9.02304                 NaN   7.43486        40.7035        39.4471       0.495829     
  1098.67        500.000                 NaN            NaN            NaN            NaN   2.81183        9.11056                 NaN   7.43801        40.6976        39.4476       0.494351     
  1097.28        500.000                 NaN            NaN            NaN            NaN   2.72772        9.19832                 NaN   7.44117        40.6917        39.4482       0.492857     
  1095.89        500.000                 NaN            NaN            NaN            NaN   2.64321        9.28652                 NaN   7.44435        40.6858        39.4488       0.491345     
  1094.50        500.000                 NaN            NaN            NaN            NaN   2.55927        9.37420                 NaN   7.44757        40.6797        39.4494       0.489815     
  1093.11        500.000                 NaN            NaN            NaN            NaN   2.47659        9.46066                 NaN   7.45080        40.6737        39.4500       0.488271     
  1091.72        500.000                 NaN            NaN            NaN            NaN   6.44514        5.51527                 NaN   7.46547        40.6403        39.4534       0.480434     
  1090.33        500.000                 NaN            NaN            NaN            NaN   2.30423        9.64072                 NaN   7.45735        40.6614        39.4512       0.485119     
  1088.94        500.000                 NaN            NaN            NaN            NaN   6.66405        5.30147                 NaN   7.47023        40.6318        39.4542       0.478203     
  1087.55        500.000                 NaN            NaN            NaN            NaN   2.13022        9.82268                 NaN   7.46402        40.6487        39.4525       0.481881     
  1086.16        500.000                 NaN            NaN            NaN            NaN  0.765741        11.2202                 NaN   7.48691        40.6008        39.4575       0.468852     
  1084.77        500.000                 NaN            NaN            NaN            NaN  0.951432        11.0095       0.624160E-004   7.48477        40.6248        39.4520       0.477447     
  1083.38        500.000                 NaN            NaN            NaN            NaN  0.501395        11.5190                 NaN   7.51828        40.5400        39.4634       0.457885     
  1081.99        500.000                 NaN            NaN            NaN            NaN   10.4719        1.51531                 NaN   7.50661        40.5843        39.4567       0.465256     
  1080.60        500.000                 NaN            NaN            NaN            NaN   9.77867        2.21358                 NaN   7.49201        40.5901        39.4584       0.467211     
  1079.21        500.000                 NaN            NaN            NaN            NaN   12.0057                 NaN            NaN   7.50158        40.5703        39.4605       0.461984     
  1077.82        500.000                 NaN            NaN            NaN            NaN  0.860576        11.1306                 NaN   7.51100        40.5766        39.4574       0.463772     
  1076.43        500.000                 NaN            NaN            NaN            NaN  0.983286        11.0056       0.196296E-002   7.50759        40.5793        39.4573       0.464864     
  1075.04        500.000                 NaN            NaN            NaN            NaN   11.7955       0.213026                 NaN   7.51609        40.5562        39.4602       0.459052     
  1073.65        500.000                 NaN            NaN            NaN            NaN   12.0183                 NaN            NaN   7.51235        40.5500        39.4626       0.456720     
  1072.26        500.000                 NaN            NaN            NaN            NaN  0.341356        11.6679                 NaN   7.51688        40.5534        39.4608       0.459711     
  1070.87        500.000                 NaN            NaN            NaN            NaN   12.0175                 NaN            NaN   7.52162        40.5418        39.4622       0.456870     
  1069.48        500.000                 NaN            NaN            NaN            NaN  0.405664E-001   11.9786                 NaN   7.52363        40.5392        39.4623       0.455737     
  1068.10        500.000                 NaN            NaN            NaN            NaN   12.0248       0.861090E-003            NaN   7.52007        40.5373        39.4637       0.453241     
  1066.71        500.000                 NaN            NaN            NaN            NaN  0.267015        11.7586       0.267449E-004   7.52284        40.5347        39.4636       0.453227     
  1065.32        500.000                 NaN            NaN            NaN            NaN  0.247733        11.7829                 NaN   7.52546        40.5288        39.4644       0.450684     
  1063.93        500.000                 NaN            NaN            NaN            NaN  0.632639E-001   11.9730                 NaN   7.52929        40.5205        39.4653       0.448656     
  1062.54        500.000                 NaN            NaN            NaN   2.55783        8.10356                 NaN            NaN   7.11937        41.4033        40.1223       0.693631     
  1061.15        500.000                 NaN            NaN            NaN   2.56871        8.08887                 NaN            NaN   7.11902        41.4039        40.1255       0.693979     
  1059.76        500.000                 NaN            NaN            NaN   2.58342        8.06808                 NaN            NaN   7.11793        41.4061        40.1297       0.694754     
  1058.37        500.000                 NaN            NaN            NaN   2.59692        8.04921                 NaN            NaN   7.11706        41.4078        40.1336       0.695402     
  1056.98        500.000                 NaN            NaN            NaN   2.60933        8.03204                 NaN            NaN   7.11637        41.4092        40.1372       0.695937     
  1055.59        500.000                 NaN            NaN            NaN   2.62161        8.01510                 NaN            NaN   7.11571        41.4104        40.1407       0.696460     
  1054.20        500.000                 NaN            NaN            NaN   2.63375        7.99834                 NaN            NaN   7.11506        41.4116        40.1443       0.696976     
  1052.81        500.000                 NaN            NaN            NaN   2.64572        7.98183                 NaN            NaN   7.11443        41.4128        40.1478       0.697477     
  1051.42        500.000                 NaN            NaN            NaN   2.65758        7.96551                 NaN            NaN   7.11382        41.4139        40.1512       0.697972     
  1050.03        500.000                 NaN            NaN            NaN   2.66923        7.94951                 NaN            NaN   7.11322        41.4150        40.1546       0.698449     
  1048.64        500.000                 NaN            NaN            NaN   2.68085        7.93354                 NaN            NaN   7.11264        41.4160        40.1580       0.698925     
  1047.25        500.000                 NaN            NaN            NaN   2.69226        7.91787                 NaN            NaN   7.11207        41.4170        40.1614       0.699388     
  1045.86        500.000                 NaN            NaN            NaN   2.70356        7.90240                 NaN            NaN   7.11152        41.4180        40.1647       0.699841     
  1044.47        500.000                 NaN            NaN            NaN   2.71468        7.88720                 NaN            NaN   7.11101        41.4189        40.1680       0.700276     
  1043.08        500.000                 NaN            NaN            NaN   2.72549        7.87246                 NaN            NaN   7.11053        41.4197        40.1711       0.700684     
  1041.69        500.000                 NaN            NaN            NaN   2.73639        7.85760                 NaN            NaN   7.11003        41.4205        40.1744       0.701104     
  1040.30        500.000                 NaN            NaN            NaN   2.75199        7.83619       0.170788E-004            NaN   7.10914        41.4213        40.1795       0.701871     
  1038.91        500.000                 NaN            NaN            NaN   2.76261        7.82177       0.155067E-004            NaN   7.10869        41.4220        40.1827       0.702266     
  1037.52        500.000                 NaN            NaN            NaN   2.77310        7.80752       0.141577E-004            NaN   7.10826        41.4227        40.1858       0.702654     
  1036.13        500.000                 NaN            NaN            NaN   2.78349        7.79343       0.129957E-004            NaN   7.10783        41.4233        40.1889       0.703034     
  1034.74        500.000                 NaN            NaN            NaN   2.79378        7.77950       0.119860E-004            NaN   7.10742        41.4239        40.1920       0.703405     
  1033.35        500.000                 NaN            NaN            NaN   2.80392        7.76580       0.110026E-004            NaN   7.10707        41.4244        40.1950       0.703753     
  1031.96        500.000                 NaN            NaN            NaN   2.81399        7.75222                 NaN            NaN   7.10665        41.4250        40.1980       0.704115     
  1030.57        500.000                 NaN            NaN            NaN   2.82390        7.73886                 NaN            NaN   7.10629        41.4255        40.2010       0.704460     
  1029.18        500.000                 NaN            NaN            NaN   2.83375        7.72559                 NaN            NaN   7.10594        41.4260        40.2040       0.704793     
  1027.79        500.000                 NaN            NaN            NaN   2.84348        7.71254                 NaN            NaN   7.10561        41.4264        40.2069       0.705119     
  1026.40        500.000                 NaN            NaN            NaN   2.85213        7.70123                 NaN            NaN   7.10549        41.4263        40.2096       0.705315     
  1025.01        500.000                 NaN            NaN            NaN   2.86194        7.68801                 NaN            NaN   7.10513        41.4268        40.2125       0.705659     
  1023.62        500.000                 NaN            NaN            NaN   2.87145        7.67527                 NaN            NaN   7.10482        41.4271        40.2154       0.705969     
  1022.24        500.000                 NaN            NaN            NaN   2.88125        7.66203                 NaN            NaN   7.10446        41.4276        40.2183       0.706318     
  1020.85        500.000                 NaN            NaN            NaN   2.89054        7.64963                 NaN            NaN   7.10414        41.4279        40.2212       0.706622     
  1019.46        500.000                 NaN            NaN            NaN   2.89983        7.63717                 NaN            NaN   7.10387        41.4282        40.2240       0.706920     
  1018.07        500.000                 NaN            NaN            NaN   2.90884        7.62527                 NaN            NaN   7.10367        41.4283        40.2268       0.707173     
  1016.68        500.000                 NaN            NaN            NaN   2.91776        7.61346                 NaN            NaN   7.10346        41.4284        40.2295       0.707428     
  1015.29        500.000                 NaN            NaN            NaN   2.92649        7.60195                 NaN            NaN   7.10328        41.4284        40.2322       0.707664     
  1013.90        500.000                 NaN            NaN            NaN   2.93530        7.59030                 NaN            NaN   7.10308        41.4285        40.2349       0.707911     
  1012.51        500.000                 NaN            NaN            NaN   2.94375        7.57925                 NaN            NaN   7.10295        41.4284        40.2375       0.708118     
  1011.12        500.000                 NaN            NaN            NaN   2.95273        7.56728                 NaN            NaN   7.10269        41.4286        40.2403       0.708399     
  1009.73        500.000                 NaN            NaN            NaN   2.96125        7.55610                 NaN            NaN   7.10254        41.4286        40.2429       0.708620     
  1008.34        500.000                 NaN            NaN            NaN   2.96934        7.54561                 NaN            NaN   7.10246        41.4284        40.2454       0.708788     
  1006.95        500.000                 NaN            NaN            NaN   2.97771        7.53466                 NaN            NaN   7.10235        41.4282        40.2480       0.708997     
  1005.56        500.000                 NaN            NaN            NaN   2.98574        7.52426                 NaN            NaN   7.10229        41.4280        40.2506       0.709163     
  1004.17        500.000                 NaN            NaN            NaN   2.99411        7.51329                 NaN            NaN   7.10215        41.4279        40.2532       0.709379     
  1002.78        500.000                 NaN            NaN            NaN   3.00221        7.50276                 NaN            NaN   7.10207        41.4277        40.2557       0.709561     
  1001.39        500.000                 NaN            NaN            NaN   3.01014        7.49255                 NaN            NaN   7.10195        41.4274        40.2582       0.709722     
  1000.00        500.000                 NaN            NaN            NaN   3.01801        7.48238                 NaN            NaN   7.10191        41.4271        40.2607       0.709879     
