|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.25/WD94/WD94_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         Sp(TH)         Sp(TH)         melt(TH)       O(HP)          Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1272.72        500.000                 NaN            NaN   91.5456       0.281977                 NaN  0.872617        1.61866                 NaN   1.01068        4.67043                 NaN            NaN
  1271.31        500.000                 NaN            NaN   92.0286       0.265739                 NaN  0.825974        1.54121                 NaN  0.958364        4.38015                 NaN            NaN
  1269.91        500.000                 NaN            NaN   92.4624       0.251110                 NaN  0.783753        1.47200                 NaN  0.911081        4.11966                 NaN            NaN
  1268.50        500.000                 NaN            NaN   92.8501       0.236919                 NaN  0.745043        1.41251                 NaN  0.868694        3.88671                 NaN            NaN
  1267.10        500.000                 NaN            NaN   93.2081       0.224722                 NaN   1.35649       0.708829                 NaN  0.829453        3.67245                 NaN            NaN
  1265.69        500.000       0.781728E-001            NaN   93.1870       0.873483E-001            NaN  0.701571        1.47383                 NaN  0.828462        3.64361                 NaN            NaN
  1264.28        500.000       0.564469                 NaN   91.5537                 NaN            NaN   1.14321        1.28747                 NaN   1.03255        4.41856                 NaN            NaN
  1262.88        500.000       0.517814                 NaN   92.2940                 NaN            NaN   1.04761        1.16885                 NaN  0.946467        4.02523                 NaN            NaN
  1261.47        500.000       0.479022                 NaN   92.9128                 NaN            NaN  0.968836        1.06821                 NaN  0.874168        3.69697                 NaN            NaN
  1260.07        500.000       0.446736                 NaN   93.4435                 NaN            NaN  0.901243       0.979953                 NaN  0.811878        3.41672                 NaN            NaN
  1258.66        500.000       0.419277                 NaN   93.8974                 NaN            NaN  0.844563       0.903169                 NaN  0.758339        3.17725                 NaN            NaN
  1257.25        500.000       0.395691                 NaN   94.2940                 NaN            NaN  0.795112       0.834942                 NaN  0.711217        2.96905                 NaN            NaN
  1255.85        500.000       0.375305                 NaN   94.6427                 NaN            NaN  0.751837       0.773552                 NaN  0.669641        2.78699                 NaN            NaN
  1254.44        500.000       0.357401                 NaN   94.9512                 NaN            NaN  0.713799       0.719203                 NaN  0.632657        2.62575                 NaN            NaN
  1253.04        500.000       0.341402                 NaN   95.2254                 NaN            NaN  0.680356       0.669658                 NaN  0.599641        2.48358                 NaN            NaN
  1251.63        500.000       0.327335                 NaN   95.4732                 NaN            NaN  0.649876       0.625194                 NaN  0.569468        2.35489                 NaN            NaN
  1250.23        500.000       0.314537                 NaN   95.6969                 NaN            NaN  0.622780       0.583857                 NaN  0.542197        2.23973                 NaN            NaN
  1248.82        500.000       0.303052                 NaN   95.9023                 NaN            NaN  0.597966       0.545233                 NaN  0.517007        2.13448                 NaN            NaN
  1247.41        500.000       0.292027                 NaN   96.0866                 NaN            NaN  0.574750       0.512397                 NaN  0.494218        2.04000                 NaN            NaN
  1246.01        500.000       0.283383                 NaN   96.2473                 NaN            NaN  0.480569       0.555710                 NaN  0.474302        1.95869                 NaN            NaN
  1244.60        500.000       0.272567                 NaN   96.4282                 NaN            NaN  0.448569       0.533403                 NaN  0.451418        1.86586                 NaN            NaN
  1243.20        500.000       0.264333                 NaN   96.5635                 NaN            NaN  0.516118       0.423350                 NaN  0.434588        1.79813                 NaN            NaN
  1241.79        500.000       0.256504                 NaN   96.6981                 NaN            NaN  0.397610       0.500015                 NaN  0.417370        1.73040                 NaN            NaN
  1240.39        500.000       0.248799                 NaN   96.8275                 NaN            NaN  0.374376       0.483011                 NaN  0.400996        1.66532                 NaN            NaN
  1238.98        500.000       0.241146                 NaN   96.9446                 NaN            NaN  0.353177       0.468309                 NaN  0.385849        1.60688                 NaN            NaN
  1237.57        500.000       0.234040                 NaN   97.0564                 NaN            NaN  0.333676       0.453371                 NaN  0.371525        1.55095                 NaN            NaN
  1236.17        500.000       0.405153                 NaN   95.1108                 NaN            NaN  0.595913       0.736550                 NaN  0.662223        2.48937                 NaN            NaN
  1234.76        500.000       0.142369E-001            NaN   98.3323                 NaN            NaN  0.525694                 NaN            NaN  0.184956       0.942848                 NaN            NaN
  1233.36        500.000       0.139093                 NaN   97.9558                 NaN            NaN  0.242139       0.338405                 NaN  0.255945        1.06861                 NaN            NaN
  1231.95        500.000       0.269463                 NaN   97.5438                 NaN            NaN  0.544602                 NaN            NaN  0.297482        1.34470                 NaN            NaN
  1230.55        500.000       0.237412                 NaN   97.7350                 NaN            NaN  0.501482       0.244355E-001            NaN  0.275874        1.22577                 NaN            NaN
  1229.14        500.000       0.399524                 NaN   96.4630                 NaN            NaN  0.739357       0.146944                 NaN  0.484768        1.76645                 NaN            NaN
  1227.73        500.000       0.154832E-001  0.865869E-001   97.7309                 NaN            NaN  0.248310       0.323634                 NaN  0.232435        1.36263                 NaN            NaN
  1226.33        500.000       0.588433E-001            NaN   99.2484                 NaN            NaN  0.894620E-001  0.107548                 NaN  0.940353E-001  0.401757                 NaN            NaN
  1224.92        500.000       0.358260E-001            NaN   99.3588                 NaN            NaN  0.187766                 NaN            NaN  0.886288E-001  0.328981                 NaN            NaN
  1223.52        500.000       0.501933                 NaN   93.3851                 NaN            NaN   1.03238       0.648303                 NaN  0.818087        3.61422                 NaN            NaN
  1222.11        500.000       0.145041                 NaN   99.1119                 NaN            NaN  0.925462E-001  0.372399E-001            NaN  0.681987E-001  0.545058                 NaN            NaN
  1220.71        500.000                 NaN            NaN   99.6287                 NaN            NaN  0.395833E-001  0.123336                 NaN  0.871139E-001  0.121237                 NaN            NaN
  1219.30        500.000       0.314924E-001            NaN   99.2493                 NaN            NaN  0.746142E-001  0.130003                 NaN  0.886773E-001  0.425911                 NaN            NaN
  1217.89        500.000       0.625252                 NaN   94.4188                 NaN            NaN   1.20922                 NaN            NaN  0.661352        3.08534                 NaN            NaN
  1216.49        500.000       0.395621E-001            NaN   99.7980                 NaN            NaN  0.920418E-002  0.627582E-002            NaN  0.144569E-001  0.132539                 NaN            NaN
  1215.08        500.000                 NaN            NaN   99.7229                 NaN            NaN  0.981400E-001            NaN            NaN  0.447242E-001  0.134260                 NaN            NaN
  1213.68        500.000       0.845167E-002            NaN   99.7815                 NaN            NaN  0.764541E-001            NaN            NaN  0.250592E-001  0.108583                 NaN            NaN
  1212.27        500.000       0.215275                 NaN   97.3642                 NaN            NaN  0.399454       0.235589                 NaN  0.317431        1.46808                 NaN            NaN
  1210.86        500.000       0.207398                 NaN   96.3444                 NaN            NaN  0.429219       0.537428                 NaN  0.455102        1.99636       0.301185E-001            NaN
  1209.46        500.000                 NaN            NaN   99.7731                 NaN            NaN  0.650652E-001            NaN            NaN  0.164328E-001  0.135291       0.101581E-001            NaN
  1208.05        500.000       0.155275E-001            NaN   99.4645                 NaN            NaN            NaN            NaN            NaN  0.385250E-001  0.220030       0.449172E-002  0.256921     
  1206.65        500.000                 NaN            NaN   99.2328                 NaN            NaN  0.493970E-001  0.427517E-001  0.164566E-005  0.599408E-001  0.278720       0.925696E-002  0.327087     
  1205.24        500.000       0.335745                 NaN   95.5679                 NaN            NaN  0.657949       0.445626                 NaN  0.526129        2.46661                 NaN            NaN
  1203.84        500.000       0.212237                 NaN   96.6821       0.505237E-001            NaN  0.396556                 NaN            NaN  0.320029        1.44764                 NaN  0.890956     
  1202.43        500.000                 NaN            NaN   99.8580       0.143470E-001            NaN  0.113817E-001            NaN            NaN  0.138360E-001  0.573957E-001            NaN  0.450478E-001
  1201.02        500.000       0.374110E-002            NaN   99.9601                 NaN            NaN  0.875400E-002            NaN            NaN  0.348993E-002  0.207786E-001            NaN  0.312932E-002
  1199.62        500.000       0.300836                 NaN   94.2495                 NaN            NaN  0.914722       0.338751E-001            NaN  0.632565        2.95749                 NaN  0.910985     
  1198.21        500.000       0.461089                 NaN   89.3753                 NaN            NaN   1.24088                 NaN            NaN  0.859304        4.02550                 NaN   4.03791     
  1196.81        500.000                 NaN            NaN   96.7763                 NaN            NaN  0.327723                 NaN            NaN  0.254348        1.32715       0.952888E-001   1.21917     
  1195.40        500.000       0.748790                 NaN   84.7641                 NaN            NaN   1.33663                 NaN            NaN   1.22798        5.90224                 NaN   6.02028     
  1194.00        500.000       0.578763       0.531740E-003   86.8836                 NaN            NaN   1.10235                 NaN            NaN   1.04939        5.17920       0.364409E-001   5.16970     
  1192.59        500.000       0.190670                 NaN   96.0429                 NaN            NaN  0.350213                 NaN            NaN  0.316097        1.54094                 NaN   1.55916     
  1191.18        500.000       0.698203E-001            NaN   98.2301                 NaN            NaN  0.144821                 NaN            NaN  0.139272       0.711709                 NaN  0.704262     
  1189.78        500.000       0.839423                 NaN   82.2816                 NaN            NaN   1.42659                 NaN            NaN   1.39699        7.02723                 NaN   7.02820     
  1188.37        500.000       0.525513                 NaN   88.5601                 NaN            NaN  0.858764                 NaN            NaN  0.886020        4.60526                 NaN   4.56436     
  1186.97        500.000       0.736971                 NaN   83.4832                 NaN            NaN   1.18267                 NaN            NaN   1.24451        6.71597       0.131211E-001   6.62351     
  1185.56        500.000        2.39560                 NaN   43.7319                 NaN            NaN   3.56623                 NaN            NaN   4.07711        23.5115                 NaN   22.7177     
  1184.16        500.000        4.23872                 NaN            NaN            NaN            NaN   6.04469                 NaN            NaN   7.13548        41.8882                 NaN   40.6929     
  1182.75        500.000        4.24074                 NaN            NaN            NaN            NaN   6.04121                 NaN            NaN   7.13672        41.8866                 NaN   40.6947     
  1181.34        500.000        4.28398                 NaN            NaN            NaN            NaN   5.96756                 NaN            NaN   7.14208        41.8771                 NaN   40.7293     
  1179.94        500.000        4.24220                 NaN            NaN            NaN            NaN   6.04113                 NaN            NaN   7.13730        41.8827                 NaN   40.6966     
  1178.53        500.000        4.24176                 NaN            NaN            NaN            NaN   6.04144                 NaN            NaN   7.13871        41.8817                 NaN   40.6964     
  1177.13        500.000        4.25269                 NaN            NaN            NaN            NaN   6.02181                 NaN            NaN   7.14121        41.8787                 NaN   40.7056     
  1175.72        500.000        4.29747                 NaN            NaN            NaN            NaN   5.94534                 NaN            NaN   7.16916        41.8407                 NaN   40.7473     
  1174.31        500.000        4.26205                 NaN            NaN            NaN            NaN   6.00380                 NaN            NaN   7.14202        41.8805                 NaN   40.7116     
  1172.91        500.000        4.25012                 NaN            NaN            NaN            NaN   6.02627                 NaN            NaN   7.14393        41.8755                 NaN   40.7042     
  1171.50        500.000        4.24886                 NaN            NaN            NaN            NaN   6.02811                 NaN            NaN   7.14482        41.8750                 NaN   40.7032     
  1170.10        500.000        4.25573                 NaN            NaN            NaN            NaN   6.01599                 NaN            NaN   7.14717        41.8719                 NaN   40.7092     
  1168.69        500.000        4.25648                 NaN            NaN            NaN            NaN   6.01455                 NaN            NaN   7.14840        41.8706                 NaN   40.7100     
  1167.29        500.000        4.25660                 NaN            NaN            NaN            NaN   6.01375                 NaN            NaN   7.14966        41.8699                 NaN   40.7101     
  1165.88        500.000        4.25529                 NaN            NaN            NaN            NaN   6.01556                 NaN            NaN   7.15105        41.8688                 NaN   40.7093     
  1164.47        500.000        4.28934                 NaN            NaN            NaN            NaN   5.96225                 NaN            NaN   7.16687        41.8394                 NaN   40.7421     
  1163.07        500.000        4.26721                 NaN            NaN            NaN            NaN   5.99508                 NaN            NaN   7.15443        41.8635                 NaN   40.7198     
  1161.66        500.000        4.27219                 NaN            NaN            NaN            NaN   5.98554                 NaN            NaN   7.15516        41.8635                 NaN   40.7236     
  1160.26        500.000        4.27339                 NaN            NaN            NaN            NaN   5.98418                 NaN            NaN   7.15723        41.8598                 NaN   40.7254     
  1158.85        500.000        4.29244                 NaN            NaN            NaN            NaN   5.95372                 NaN            NaN   7.17153        41.8373                 NaN   40.7450     
  1157.45        500.000        4.27496                 NaN            NaN            NaN            NaN   5.98064                 NaN            NaN   7.16017        41.8571                 NaN   40.7271     
  1156.04        500.000        4.28147                 NaN            NaN            NaN            NaN   5.96753                 NaN            NaN   7.16376        41.8545                 NaN   40.7327     
  1154.63        500.000        4.28430                 NaN            NaN            NaN            NaN   5.96140                 NaN            NaN   7.16615        41.8529                 NaN   40.7353     
  1153.23        500.000        4.28242                 NaN            NaN            NaN            NaN   5.96747                 NaN            NaN   7.16458        41.8513                 NaN   40.7342     
  1151.82        500.000        4.28525                 NaN            NaN            NaN            NaN   5.96178                 NaN            NaN   7.16662        41.8497                 NaN   40.7367     
  1150.42        500.000        4.29672                 NaN            NaN            NaN            NaN   5.94474                 NaN            NaN   7.17549        41.8339                 NaN   40.7491     
  1149.01        500.000        4.29756                 NaN            NaN            NaN            NaN   5.94307                 NaN            NaN   7.17616        41.8333                 NaN   40.7499     
  1147.61        500.000        4.29839                 NaN            NaN            NaN            NaN   5.94171                 NaN            NaN   7.17656        41.8326                 NaN   40.7507     
  1146.20        500.000        4.29837                 NaN            NaN            NaN            NaN   5.93911                 NaN            NaN   7.17454        41.8386                 NaN   40.7494     
  1144.79        500.000        4.30025                 NaN            NaN            NaN            NaN   5.93268                 NaN            NaN   7.17652        41.8398                 NaN   40.7508     
  1143.39        500.000        4.29685                 NaN            NaN            NaN            NaN   5.93837                 NaN            NaN   7.18398        41.8314                 NaN   40.7494     
  1141.98        500.000        4.29741                 NaN            NaN            NaN            NaN   5.93671                 NaN            NaN   7.18476        41.8313                 NaN   40.7498     
  1140.58        500.000        4.29792                 NaN            NaN            NaN            NaN   5.93517                 NaN            NaN   7.18550        41.8311                 NaN   40.7503     
  1139.17        500.000        4.31064                 NaN            NaN            NaN            NaN   5.91443                 NaN            NaN   7.18404        41.8313                 NaN   40.7596     
  1137.76        500.000        4.30463                 NaN            NaN            NaN            NaN   5.92721                 NaN            NaN   7.18302        41.8286                 NaN   40.7566     
  1136.36        500.000        4.30824                 NaN            NaN            NaN            NaN   5.92105                 NaN            NaN   7.18256        41.8288                 NaN   40.7594     
  1134.95        500.000        4.30762                 NaN            NaN            NaN            NaN   5.92080                 NaN            NaN   7.18447        41.8280                 NaN   40.7591     
  1133.55        500.000        4.31246                 NaN            NaN            NaN            NaN   5.91358                 NaN            NaN   7.18560        41.8248                 NaN   40.7636     
  1132.14        500.000        4.31436                 NaN            NaN            NaN            NaN   5.90888                 NaN            NaN   7.18780        41.8236                 NaN   40.7654     
  1130.74        500.000        4.31576                 NaN            NaN            NaN            NaN   5.90488                 NaN            NaN   7.19150        41.8210                 NaN   40.7668     
  1129.33        500.000        4.32895                 NaN            NaN            NaN            NaN   5.87023                 NaN            NaN   7.19164        41.8358                 NaN   40.7734     
  1127.92        500.000        4.32990                 NaN            NaN            NaN            NaN   5.86831                 NaN            NaN   7.19262        41.8352                 NaN   40.7740     
  1126.52        500.000        4.32240                 NaN            NaN            NaN            NaN   5.89481                 NaN            NaN   7.19380        41.8152                 NaN   40.7738     
  1125.11        500.000        4.31317                 NaN            NaN            NaN            NaN   5.90674                 NaN            NaN   7.19365        41.8217                 NaN   40.7648     
  1123.71        500.000        4.32681                 NaN            NaN            NaN            NaN   5.88757                 NaN            NaN   7.19728        41.8100                 NaN   40.7783     
  1122.30        500.000        4.32975                 NaN            NaN            NaN            NaN   5.88294                 NaN            NaN   7.19840        41.8077                 NaN   40.7813     
  1120.90        500.000        4.32992                 NaN            NaN            NaN            NaN   5.88114                 NaN            NaN   7.20035        41.8070                 NaN   40.7816     
  1119.49        500.000        4.36521                 NaN            NaN            NaN            NaN   5.81676                 NaN            NaN   7.19425        41.8197                 NaN   40.8041     
  1118.08        500.000        4.33168                 NaN            NaN            NaN            NaN   5.87859                 NaN            NaN   7.20211        41.8038                 NaN   40.7838     
  1116.68        500.000        4.33321                 NaN            NaN            NaN            NaN   5.87602                 NaN            NaN   7.20380        41.8016                 NaN   40.7854     
  1115.27        500.000        4.33393                 NaN            NaN            NaN            NaN   5.87122                 NaN            NaN   7.20772        41.8011                 NaN   40.7860     
  1113.87        500.000        4.33948                 NaN            NaN            NaN            NaN   5.86534                 NaN            NaN   7.20742        41.7959                 NaN   40.7918     
  1112.46        500.000        4.34129                 NaN            NaN            NaN            NaN   5.86208                 NaN            NaN   7.20905        41.7938                 NaN   40.7938     
  1111.06        500.000        4.34320                 NaN            NaN            NaN            NaN   5.85723                 NaN            NaN   7.21179        41.7920                 NaN   40.7958     
  1109.65        500.000        4.34321                 NaN            NaN            NaN            NaN   5.85843                 NaN            NaN   7.21202        41.7902                 NaN   40.7961     
  1108.24        500.000        4.34505                 NaN            NaN            NaN            NaN   5.85518                 NaN            NaN   7.21364        41.7880                 NaN   40.7981     
  1106.84        500.000        4.36038                 NaN            NaN            NaN            NaN   5.82664                 NaN            NaN   7.21234        41.7925                 NaN   40.8081     
  1105.43        500.000        4.36202                 NaN            NaN            NaN            NaN   5.82403                 NaN            NaN   7.21468        41.7887                 NaN   40.8105     
  1104.03        500.000        4.35216                 NaN            NaN            NaN            NaN   5.84250                 NaN            NaN   7.21832        41.7818                 NaN   40.8052     
  1102.62        500.000        4.36838                 NaN            NaN            NaN            NaN   5.81271                 NaN            NaN   7.21669        41.7863                 NaN   40.8159     
  1101.22        500.000        4.35463                 NaN            NaN            NaN            NaN   5.83803                 NaN            NaN   7.22139        41.7777                 NaN   40.8083     
  1099.81        500.000        4.35719                 NaN            NaN            NaN            NaN   5.82786                 NaN            NaN   7.22719        41.7771                 NaN   40.8107     
  1098.40        500.000        4.35944                 NaN            NaN            NaN            NaN   5.82898                 NaN            NaN   7.22576        41.7725                 NaN   40.8133     
  1097.00        500.000        4.39078                 NaN            NaN            NaN            NaN   5.78733                 NaN            NaN   7.24921        41.7214                 NaN   40.8513     
  1095.59        500.000        4.39084                 NaN            NaN            NaN            NaN   5.78657                 NaN            NaN   7.25005        41.7212                 NaN   40.8514     
  1094.19        500.000        4.36369                 NaN            NaN            NaN            NaN   5.82262                 NaN            NaN   7.23026        41.7647                 NaN   40.8188     
  1092.78        500.000        4.39193                 NaN            NaN            NaN            NaN   5.76624                 NaN            NaN   7.22872        41.7767                 NaN   40.8364     
  1091.37        500.000        4.39236                 NaN            NaN            NaN            NaN   5.77887                 NaN            NaN   7.24896        41.7299                 NaN   40.8499     
  1089.97        500.000        4.39124                 NaN            NaN            NaN            NaN   5.78330                 NaN            NaN   7.25207        41.7218                 NaN   40.8516     
  1088.56        500.000        4.36915                 NaN            NaN            NaN            NaN   5.81281                 NaN            NaN   7.23660        41.7562                 NaN   40.8253     
  1087.16        500.000        4.39134                 NaN            NaN            NaN            NaN   5.78182                 NaN            NaN   7.25304        41.7222                 NaN   40.8516     
  1085.75        500.000        4.39139                 NaN            NaN            NaN            NaN   5.78104                 NaN            NaN   7.25355        41.7224                 NaN   40.8516     
  1084.35        500.000        4.39164                 NaN            NaN            NaN            NaN   5.77709                 NaN            NaN   7.25615        41.7235                 NaN   40.8516     
  1082.94        500.000        4.39268                 NaN            NaN            NaN            NaN   5.76952                 NaN            NaN   7.26070        41.7248                 NaN   40.8523     
  1081.53        500.000        4.39268                 NaN            NaN            NaN            NaN   5.76952                 NaN            NaN   7.26070        41.7248                 NaN   40.8523     
  1080.13        500.000        4.39268                 NaN            NaN            NaN            NaN   5.76952                 NaN            NaN   7.26070        41.7248                 NaN   40.8523     
  1078.72        500.000        4.39268                 NaN            NaN            NaN            NaN   5.76952                 NaN            NaN   7.26070        41.7248                 NaN   40.8523     
  1077.32        500.000        4.38021                 NaN            NaN            NaN            NaN   5.76679                 NaN            NaN   7.26289        41.7263       0.125038E-001   40.8513     
  1075.91        500.000        4.38030                 NaN            NaN            NaN            NaN   5.76687                 NaN            NaN   7.26284        41.7262       0.124077E-001   40.8513     
  1074.51        500.000        4.37919                 NaN            NaN            NaN            NaN   5.76730                 NaN            NaN   7.26255        41.7261       0.135278E-001   40.8513     
  1073.10        500.000        4.36420                 NaN            NaN            NaN            NaN   5.78033       0.112243E-001            NaN   7.25646        41.7268       0.181366E-001   40.8429     
  1071.69        500.000        4.33426                 NaN            NaN            NaN            NaN   5.75957       0.656214E-001            NaN   7.26140        41.7194       0.290866E-001   40.8307     
  1070.29        500.000        4.29978                 NaN            NaN            NaN            NaN   5.73865       0.129518                 NaN   7.26806        41.7075       0.401314E-001   40.8163     
  1068.88        500.000        4.27404                 NaN            NaN            NaN            NaN   5.71820       0.175693                 NaN   7.27148        41.7042       0.505310E-001   40.8058     
  1067.48        500.000        4.24360                 NaN            NaN            NaN            NaN   5.69746       0.231757                 NaN   7.27664        41.6965       0.610360E-001   40.7930     
  1066.07        500.000        4.21031                 NaN            NaN            NaN            NaN   5.67698       0.294025                 NaN   7.28323        41.6850       0.714330E-001   40.7790     
  1064.67        500.000        4.18017                 NaN            NaN            NaN            NaN   5.65633       0.349990                 NaN   7.28841        41.6773       0.815880E-001   40.7662     
  1063.26        500.000        4.15035                 NaN            NaN            NaN            NaN  0.405171        5.63638                 NaN   7.29358        41.6694       0.915802E-001   40.7535     
  1061.85        500.000        4.12115                 NaN            NaN            NaN            NaN   5.61461       0.459650                 NaN   7.29769        41.6649       0.101494        40.7405     
  1060.45        500.000        4.08963                 NaN            NaN            NaN            NaN  0.519006        5.59392                 NaN   7.30332        41.6563       0.111247        40.7266     
  1059.04        500.000        4.05872                 NaN            NaN            NaN            NaN  0.577320        5.57332                 NaN   7.30876        41.6481       0.120812        40.7129     
  1057.64        500.000        3.49830                 NaN            NaN  0.910962                 NaN   5.66737                 NaN            NaN   7.31289        41.7328       0.248097        40.6296     
  1056.23        500.000        3.49830                 NaN            NaN  0.910962                 NaN   5.66737                 NaN            NaN   7.31289        41.7328       0.248097        40.6296     
  1054.82        500.000        3.49830                 NaN            NaN  0.910963                 NaN   5.66737                 NaN            NaN   7.31289        41.7328       0.248098        40.6295     
  1053.42        500.000        2.97063                 NaN            NaN   1.49806                 NaN   5.60453                 NaN            NaN   7.34545        41.7399       0.355924        40.4855     
  1052.01        500.000        2.97063                 NaN            NaN   1.49806                 NaN   5.60453                 NaN            NaN   7.34545        41.7399       0.355924        40.4855     
  1050.61        500.000        2.97063                 NaN            NaN   1.49806                 NaN   5.60453                 NaN            NaN   7.34545        41.7399       0.355924        40.4855     
  1049.20        500.000        2.50222                 NaN            NaN   2.02564                 NaN   5.57664                 NaN            NaN   7.36674        41.7589       0.430209        40.3396     
  1047.80        500.000        2.13252                 NaN            NaN   2.44296                 NaN   5.54178                 NaN            NaN   7.38944        41.7619       0.496943        40.2345     
  1046.39        500.000        1.96382                 NaN            NaN   2.63500                 NaN   5.52431                 NaN            NaN   7.39919        41.7652       0.526560        40.1859     
  1044.98        500.000        1.82282                 NaN            NaN   2.79513                 NaN   5.51086                 NaN            NaN   7.40766        41.7670       0.551158        40.1454     
  1043.58        500.000        1.67970                 NaN            NaN   2.95862                 NaN   5.49642                 NaN            NaN   7.41617        41.7691       0.575744        40.1042     
  1042.17        500.000        1.54527                 NaN            NaN   3.11260                 NaN   5.48288                 NaN            NaN   7.42424        41.7709       0.598555        40.0655     
  1040.77        500.000        1.41882                 NaN            NaN   3.25781                 NaN   5.47015                 NaN            NaN   7.43191        41.7724       0.619743        40.0291     
  1039.36        500.000        1.75012                 NaN            NaN   2.91499                 NaN   5.45699                 NaN            NaN   7.44443        41.6992       0.572456        40.1618     
  1037.96        500.000        1.18372                 NaN            NaN   3.53040                 NaN   5.44383                 NaN            NaN   7.44607        41.7759       0.658496        39.9616     
  1036.55        500.000        1.07081                 NaN            NaN   3.66083                 NaN   5.43312                 NaN            NaN   7.45312        41.7767       0.676560        39.9289     
  1035.14        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1033.74        500.000       0.173848                 NaN            NaN   4.69385                 NaN   5.37402                 NaN            NaN   7.49526        41.8094       0.805537        39.6481     
  1032.33        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1030.93        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1029.52        500.000                 NaN            NaN            NaN   4.90273                 NaN   5.35341                 NaN            NaN   7.50632        41.8099       0.830056        39.5976     
  1028.12        500.000                 NaN            NaN            NaN   4.90576                 NaN   5.34992                 NaN            NaN   7.50749        41.8075       0.830099        39.5992     
  1026.71        500.000                 NaN            NaN            NaN   4.90858                 NaN   5.34720                 NaN            NaN   7.50850        41.8049       0.830023        39.6008     
  1025.30        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1023.90        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1022.49        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1021.09        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1019.68        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1018.27        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1016.87        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1015.46        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1014.06        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1012.65        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1011.25        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1009.84        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1008.43        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1007.03        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1005.62        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1004.22        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1002.81        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1001.41        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
  1000.00        500.000                 NaN            NaN            NaN   4.95167                 NaN   5.29582                 NaN            NaN   7.52343        41.7759       0.830699        39.6225     
