|6.6.6
Archiving\03_Data\fracLP/QFM_m4.75/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          16
T(K)           P(bar)         melt(TH)       mang           iron           pxmn           O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        q              ilm           
  1526.32        500.000        99.0034                 NaN            NaN            NaN            NaN            NaN  0.996581                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1523.81        500.000        99.0184                 NaN            NaN            NaN            NaN            NaN  0.981562                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1521.30        500.000        99.0300                 NaN            NaN            NaN            NaN            NaN  0.970039                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1518.80        500.000        99.0433                 NaN            NaN            NaN  0.403154E-003            NaN  0.956342                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1516.29        500.000        99.0529                 NaN            NaN            NaN            NaN            NaN  0.947111                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1513.78        500.000        99.0651                 NaN            NaN            NaN            NaN            NaN  0.934877                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1511.28        500.000        99.0763                 NaN            NaN            NaN            NaN            NaN  0.923684                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1508.77        500.000        99.0880                 NaN            NaN            NaN            NaN            NaN  0.911988                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1506.27        500.000        99.0966                 NaN            NaN            NaN            NaN            NaN  0.903365                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1503.76        500.000        99.1091                 NaN            NaN            NaN            NaN            NaN  0.890890                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1501.25        500.000        99.1197                 NaN            NaN            NaN            NaN            NaN  0.880282                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1498.75        500.000        99.1269                 NaN            NaN            NaN            NaN            NaN  0.873067                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1496.24        500.000        99.1368                 NaN            NaN            NaN            NaN            NaN  0.863212                 NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1493.73        500.000        99.2559                 NaN            NaN            NaN            NaN            NaN  0.497705       0.246363                 NaN            NaN            NaN            NaN            NaN            NaN
  1491.23        500.000        98.8606                 NaN            NaN            NaN            NaN            NaN  0.164695       0.974689                 NaN            NaN            NaN            NaN            NaN            NaN
  1488.72        500.000        99.0244                 NaN            NaN            NaN            NaN            NaN  0.497834E-001  0.925827                 NaN            NaN            NaN            NaN            NaN            NaN
  1486.22        500.000        99.0340                 NaN            NaN            NaN            NaN            NaN  0.462506E-001  0.919744                 NaN            NaN            NaN            NaN            NaN            NaN
  1483.71        500.000        99.0357                 NaN            NaN            NaN            NaN            NaN  0.379574E-001  0.926294                 NaN            NaN            NaN            NaN            NaN            NaN
  1481.20        500.000        99.0519                 NaN            NaN            NaN            NaN            NaN  0.211448E-001  0.926912                 NaN            NaN            NaN            NaN            NaN            NaN
  1478.70        500.000        99.0504                 NaN            NaN            NaN            NaN            NaN  0.145165E-001  0.935047                 NaN            NaN            NaN            NaN            NaN            NaN
  1476.19        500.000        99.0575                 NaN            NaN            NaN            NaN            NaN  0.370575E-002  0.938780                 NaN            NaN            NaN            NaN            NaN            NaN
  1473.68        500.000        99.0627                 NaN            NaN            NaN            NaN            NaN  0.227107E-001  0.914617                 NaN            NaN            NaN            NaN            NaN            NaN
  1471.18        500.000        99.0681                 NaN            NaN            NaN            NaN            NaN  0.305662E-001  0.901372                 NaN            NaN            NaN            NaN            NaN            NaN
  1468.67        500.000        99.0708                 NaN            NaN            NaN            NaN            NaN            NaN  0.929239                 NaN            NaN            NaN            NaN            NaN            NaN
  1466.17        500.000        99.0739                 NaN            NaN            NaN            NaN            NaN  0.103110E-002  0.925042                 NaN            NaN            NaN            NaN            NaN            NaN
  1463.66        500.000        99.0770                 NaN            NaN            NaN            NaN            NaN  0.383214E-001  0.884728                 NaN            NaN            NaN            NaN            NaN            NaN
  1461.15        500.000        99.0747                 NaN            NaN            NaN            NaN            NaN  0.675828E-002  0.918564                 NaN            NaN            NaN            NaN            NaN            NaN
  1458.65        500.000        99.0778                 NaN            NaN            NaN            NaN            NaN            NaN  0.922198                 NaN            NaN            NaN            NaN            NaN            NaN
  1456.14        500.000        99.0752                 NaN            NaN            NaN            NaN            NaN            NaN  0.924786                 NaN            NaN            NaN            NaN            NaN            NaN
  1453.63        500.000        99.0698                 NaN            NaN            NaN            NaN            NaN            NaN  0.930199                 NaN            NaN            NaN            NaN            NaN            NaN
  1451.13        500.000        99.0686                 NaN            NaN            NaN            NaN            NaN            NaN  0.931375                 NaN            NaN            NaN            NaN            NaN            NaN
  1448.62        500.000        98.9388                 NaN            NaN            NaN            NaN            NaN            NaN  0.843890       0.217312                 NaN            NaN            NaN            NaN            NaN
  1446.12        500.000        98.5676                 NaN            NaN            NaN            NaN            NaN            NaN  0.901548       0.530895                 NaN            NaN            NaN            NaN            NaN
  1443.61        500.000        98.5912                 NaN            NaN            NaN            NaN            NaN            NaN  0.887432       0.521325                 NaN            NaN            NaN            NaN            NaN
  1441.10        500.000        98.6128                 NaN            NaN            NaN            NaN            NaN            NaN  0.874719       0.512453                 NaN            NaN            NaN            NaN            NaN
  1438.60        500.000        98.6375                 NaN            NaN            NaN            NaN            NaN            NaN  0.861045       0.501488                 NaN            NaN            NaN            NaN            NaN
  1436.09        500.000        98.6575                 NaN            NaN            NaN            NaN            NaN            NaN  0.493796       0.848705                 NaN            NaN            NaN            NaN            NaN
  1433.58        500.000        98.6779                 NaN            NaN            NaN            NaN            NaN            NaN  0.837637       0.484453                 NaN            NaN            NaN            NaN            NaN
  1431.08        500.000        98.6981                 NaN            NaN            NaN            NaN            NaN            NaN  0.824544       0.477392                 NaN            NaN            NaN            NaN            NaN
  1428.57        500.000        98.7113                 NaN            NaN            NaN            NaN            NaN            NaN  0.818767       0.469975                 NaN            NaN            NaN            NaN            NaN
  1426.07        500.000        98.7410                 NaN            NaN            NaN            NaN            NaN            NaN  0.459892       0.799111                 NaN            NaN            NaN            NaN            NaN
  1423.56        500.000        97.3076                 NaN            NaN            NaN            NaN            NaN            NaN   1.11258       0.939699                 NaN  0.640155                 NaN            NaN            NaN
  1421.05        500.000        96.4984                 NaN            NaN            NaN            NaN            NaN            NaN  0.999516        1.48427                 NaN   1.01778                 NaN            NaN            NaN
  1418.55        500.000        96.6219                 NaN            NaN            NaN            NaN            NaN            NaN   1.43126       0.964381                 NaN  0.982421                 NaN            NaN            NaN
  1416.04        500.000        96.7395                 NaN            NaN            NaN            NaN            NaN            NaN   1.38113       0.930614                 NaN  0.948780                 NaN            NaN            NaN
  1413.53        500.000        96.8487                 NaN            NaN            NaN            NaN            NaN            NaN   1.33520       0.898690                 NaN  0.917451                 NaN            NaN            NaN
  1411.03        500.000        96.9530                 NaN            NaN            NaN            NaN            NaN            NaN   1.29050       0.869006                 NaN  0.887546                 NaN            NaN            NaN
  1408.52        500.000        97.0489                 NaN            NaN            NaN            NaN            NaN            NaN   1.24947       0.841873                 NaN  0.859758                 NaN            NaN            NaN
  1406.02        500.000        97.1437                 NaN            NaN            NaN            NaN            NaN            NaN  0.814144        1.20969                 NaN  0.832508                 NaN            NaN            NaN
  1403.51        500.000        97.2290                 NaN            NaN            NaN            NaN            NaN            NaN   1.17237       0.791282                 NaN  0.807352                 NaN            NaN            NaN
  1401.00        500.000        97.3168                 NaN            NaN            NaN            NaN            NaN            NaN   1.13688       0.764142                 NaN  0.782190                 NaN            NaN            NaN
  1398.50        500.000        97.3948                 NaN            NaN            NaN            NaN            NaN            NaN   1.10430       0.741276                 NaN  0.759596                 NaN            NaN            NaN
  1395.99        500.000        97.4716                 NaN            NaN            NaN            NaN            NaN            NaN  0.718509        1.07233                 NaN  0.737532                 NaN            NaN            NaN
  1393.48        500.000        97.5428                 NaN            NaN            NaN            NaN            NaN            NaN   1.04266       0.698061                 NaN  0.716489                 NaN            NaN            NaN
  1390.98        500.000        97.6129                 NaN            NaN            NaN            NaN            NaN            NaN   1.01337       0.677615                 NaN  0.696167                 NaN            NaN            NaN
  1388.47        500.000        97.6781                 NaN            NaN            NaN            NaN            NaN            NaN  0.986567       0.658180                 NaN  0.677135                 NaN            NaN            NaN
  1385.96        500.000        97.7384                 NaN            NaN            NaN            NaN            NaN            NaN  0.961658       0.640505                 NaN  0.659397                 NaN            NaN            NaN
  1383.46        500.000        97.8068                 NaN            NaN            NaN            NaN            NaN            NaN  0.933418       0.620704                 NaN  0.639059                 NaN            NaN            NaN
  1380.95        500.000        97.8597                 NaN            NaN            NaN            NaN            NaN            NaN  0.911969       0.604669                 NaN  0.623700                 NaN            NaN            NaN
  1378.45        500.000        97.9152                 NaN            NaN            NaN            NaN            NaN            NaN  0.587832       0.889622                 NaN  0.607316                 NaN            NaN            NaN
  1375.94        500.000        97.9677                 NaN            NaN            NaN            NaN            NaN            NaN  0.572249       0.868256                 NaN  0.591750                 NaN            NaN            NaN
  1373.43        500.000        98.0202                 NaN            NaN            NaN            NaN            NaN            NaN  0.846898       0.556683                 NaN  0.576179                 NaN            NaN            NaN
  1370.93        500.000        98.0678                 NaN            NaN            NaN            NaN            NaN            NaN  0.827674       0.542411                 NaN  0.562158                 NaN            NaN            NaN
  1368.42        500.000        98.1173                 NaN            NaN            NaN            NaN            NaN            NaN  0.528090       0.807227                 NaN  0.547368                 NaN            NaN            NaN
  1365.91        500.000        98.1609                 NaN            NaN            NaN            NaN            NaN            NaN  0.514544       0.790266                 NaN  0.534249                 NaN            NaN            NaN
  1363.41        500.000        98.2050                 NaN            NaN            NaN            NaN            NaN            NaN  0.501603       0.772289                 NaN  0.521060                 NaN            NaN            NaN
  1360.90        500.000        98.2449                 NaN            NaN            NaN            NaN            NaN            NaN  0.489978       0.756179                 NaN  0.508903                 NaN            NaN            NaN
  1358.40        500.000        98.2881                 NaN            NaN            NaN            NaN            NaN            NaN  0.476503       0.739177                 NaN  0.496224                 NaN            NaN            NaN
  1355.89        500.000        98.3256                 NaN            NaN            NaN            NaN            NaN            NaN  0.464655       0.724663                 NaN  0.485043                 NaN            NaN            NaN
  1353.38        500.000        98.3659                 NaN            NaN            NaN            NaN            NaN            NaN  0.708153       0.453106                 NaN  0.472848                 NaN            NaN            NaN
  1350.88        500.000        98.4004                 NaN            NaN            NaN            NaN            NaN            NaN  0.694725       0.442434                 NaN  0.462470                 NaN            NaN            NaN
  1348.37        500.000        98.4367                 NaN            NaN            NaN            NaN            NaN            NaN  0.680215       0.431489                 NaN  0.451558                 NaN            NaN            NaN
  1345.86        500.000        98.4707                 NaN            NaN            NaN            NaN            NaN            NaN  0.421661       0.666339                 NaN  0.441264                 NaN            NaN            NaN
  1343.36        500.000        98.5035                 NaN            NaN            NaN            NaN            NaN            NaN  0.411275       0.654000                 NaN  0.431273                 NaN            NaN            NaN
  1340.85        500.000        98.5370                 NaN            NaN            NaN            NaN            NaN            NaN  0.400694       0.641048                 NaN  0.421307                 NaN            NaN            NaN
  1338.35        500.000        98.5660                 NaN            NaN            NaN            NaN            NaN            NaN  0.629844       0.391798                 NaN  0.412368                 NaN            NaN            NaN
  1335.84        500.000        98.5969                 NaN            NaN            NaN            NaN            NaN            NaN  0.617536       0.382540                 NaN  0.403071                 NaN            NaN            NaN
  1333.33        500.000        98.6264                 NaN            NaN            NaN            NaN            NaN            NaN  0.606024       0.373377                 NaN  0.394192                 NaN            NaN            NaN
  1330.83        500.000        98.6536                 NaN            NaN            NaN            NaN            NaN            NaN  0.595488       0.365129                 NaN  0.385807                 NaN            NaN            NaN
  1328.32        500.000        98.6811                 NaN            NaN            NaN            NaN            NaN            NaN  0.356555       0.584808                 NaN  0.377499                 NaN            NaN            NaN
  1325.81        500.000        98.7074                 NaN            NaN            NaN            NaN            NaN            NaN  0.574541       0.348649                 NaN  0.369390                 NaN            NaN            NaN
  1323.31        500.000        98.7336                 NaN            NaN            NaN            NaN            NaN            NaN  0.564453       0.340434                 NaN  0.361475                 NaN            NaN            NaN
  1320.80        500.000        98.7594                 NaN            NaN            NaN            NaN            NaN            NaN  0.553680       0.333275                 NaN  0.353636                 NaN            NaN            NaN
  1318.30        500.000        98.7824                 NaN            NaN            NaN            NaN            NaN            NaN  0.325842       0.545238                 NaN  0.346523                 NaN            NaN            NaN
  1315.79        500.000        98.8062                 NaN            NaN            NaN            NaN            NaN            NaN  0.536843       0.317560                 NaN  0.339373                 NaN            NaN            NaN
  1313.28        500.000        98.8303                 NaN            NaN            NaN            NaN            NaN            NaN  0.311468       0.526338                 NaN  0.331903                 NaN            NaN            NaN
  1310.78        500.000        98.8517                 NaN            NaN            NaN            NaN            NaN            NaN  0.304017       0.518880                 NaN  0.325411                 NaN            NaN            NaN
  1308.27        500.000        98.8732                 NaN            NaN            NaN            NaN            NaN            NaN  0.510646       0.297340                 NaN  0.318822                 NaN            NaN            NaN
  1305.76        500.000        98.8947                 NaN            NaN            NaN            NaN            NaN            NaN  0.502276       0.290699                 NaN  0.312278                 NaN            NaN            NaN
  1303.26        500.000        98.9160                 NaN            NaN            NaN            NaN            NaN            NaN  0.284527       0.493698                 NaN  0.305764                 NaN            NaN            NaN
  1300.75        500.000        98.9361                 NaN            NaN            NaN            NaN            NaN            NaN  0.278018       0.486181                 NaN  0.299663                 NaN            NaN            NaN
  1298.25        500.000        98.9551                 NaN            NaN            NaN            NaN            NaN            NaN  0.272091       0.478976                 NaN  0.293822                 NaN            NaN            NaN
  1295.74        500.000        98.9748                 NaN            NaN            NaN            NaN            NaN            NaN  0.471268       0.266136                 NaN  0.287796                 NaN            NaN            NaN
  1293.23        500.000        98.9935                 NaN            NaN            NaN            NaN            NaN            NaN  0.260381       0.464003                 NaN  0.282110                 NaN            NaN            NaN
  1290.73        500.000        94.9363                 NaN            NaN            NaN            NaN            NaN            NaN  0.656060        1.17767                 NaN  0.711568        2.51839                 NaN            NaN
  1288.22        500.000        82.0162                 NaN            NaN            NaN            NaN            NaN            NaN   1.93407        3.41924                 NaN   2.07645        10.5540                 NaN            NaN
  1285.71        500.000        85.0014                 NaN            NaN            NaN            NaN            NaN            NaN   2.83690        1.64645                 NaN   1.74518        8.77005                 NaN            NaN
  1283.21        500.000        87.1977                 NaN            NaN            NaN            NaN            NaN            NaN   1.43181        2.40635                 NaN   1.49951        7.46459                 NaN            NaN
  1280.70        500.000        88.8548                 NaN            NaN            NaN            NaN            NaN            NaN   1.26934        2.07956                 NaN   1.31308        6.48319                 NaN            NaN
  1278.20        500.000        90.1501                 NaN            NaN            NaN            NaN            NaN            NaN   1.14056        1.82464                 NaN   1.16612        5.71854                 NaN            NaN
  1275.69        500.000        91.1862                 NaN            NaN            NaN            NaN            NaN            NaN   1.03846        1.61862                 NaN   1.04762        5.10909                 NaN            NaN
  1273.18        500.000        92.0490                 NaN            NaN            NaN            NaN            NaN            NaN  0.951117        1.44688                 NaN  0.947919        4.60512                 NaN            NaN
  1270.68        500.000        92.7480                 NaN            NaN            NaN            NaN            NaN            NaN   1.30840       0.881223                 NaN  0.867036        4.19532                 NaN            NaN
  1268.17        500.000        93.3521                 NaN            NaN            NaN            NaN            NaN            NaN  0.818482        1.18974                 NaN  0.796185        3.84347                 NaN            NaN
  1265.66        500.000        93.8540                 NaN            NaN            NaN            NaN            NaN            NaN  0.764922        1.09309                 NaN  0.737377        3.55062                 NaN            NaN
  1263.16        500.000        94.3073                 NaN            NaN            NaN            NaN            NaN            NaN   1.00039       0.720692                 NaN  0.682951        3.28866                 NaN            NaN
  1260.65        500.000        94.6954                 NaN            NaN            NaN            NaN            NaN            NaN  0.926244       0.677911                 NaN  0.636602        3.06381                 NaN            NaN
  1258.15        500.000        95.0404                 NaN            NaN            NaN            NaN            NaN            NaN  0.858868       0.640720                 NaN  0.595015        2.86503                 NaN            NaN
  1255.64        500.000        95.3532                 NaN            NaN            NaN            NaN            NaN            NaN  0.601229       0.802802                 NaN  0.557009        2.68573                 NaN            NaN
  1253.13        500.000        95.6256                 NaN            NaN            NaN            NaN            NaN            NaN  0.763302       0.558462                 NaN  0.523402        2.52924                 NaN            NaN
  1250.63        500.000        95.8672                 NaN            NaN            NaN            NaN            NaN            NaN  0.728409       0.520845                 NaN  0.493628        2.38991                 NaN            NaN
  1248.12        500.000        96.0925                 NaN            NaN            NaN            NaN            NaN            NaN   1.18047                 NaN            NaN  0.466042        2.26100                 NaN            NaN
  1245.61        500.000        96.3005                 NaN            NaN            NaN            NaN            NaN            NaN   1.11754                 NaN            NaN  0.439516        2.14240                 NaN            NaN
  1243.11        500.000        96.4851                 NaN            NaN            NaN            NaN            NaN            NaN   1.06179                 NaN            NaN  0.416040        2.03704                 NaN            NaN
  1240.60        500.000        96.6540                 NaN            NaN            NaN            NaN            NaN            NaN   1.01090                 NaN            NaN  0.395339        1.93973                 NaN            NaN
  1238.10        500.000        96.8126                 NaN            NaN            NaN            NaN            NaN            NaN  0.962226                 NaN            NaN  0.374820        1.85040                 NaN            NaN
  1235.59        500.000        96.9595                 NaN            NaN            NaN            NaN            NaN            NaN  0.918419                 NaN            NaN  0.356159        1.76592                 NaN            NaN
  1233.08        500.000        97.0912                 NaN            NaN            NaN            NaN            NaN            NaN  0.879025                 NaN            NaN  0.338682        1.69113                 NaN            NaN
  1230.58        500.000        97.2149                 NaN            NaN            NaN            NaN            NaN            NaN  0.841637                 NaN            NaN  0.323357        1.62012                 NaN            NaN
  1228.07        500.000        97.3303                 NaN            NaN            NaN            NaN            NaN            NaN  0.807009                 NaN            NaN  0.308358        1.55436                 NaN            NaN
  1225.56        500.000        97.4380                 NaN            NaN            NaN            NaN            NaN            NaN  0.774749                 NaN            NaN  0.294337        1.49288                 NaN            NaN
  1223.06        500.000        97.5406                 NaN            NaN            NaN            NaN            NaN            NaN  0.744138                 NaN            NaN  0.280788        1.43449                 NaN            NaN
  1220.55        500.000        97.6334                 NaN            NaN            NaN            NaN            NaN            NaN  0.716119                 NaN            NaN  0.268884        1.38155                 NaN            NaN
  1218.05        500.000        97.7213                 NaN            NaN            NaN            NaN            NaN            NaN  0.690590                 NaN            NaN  0.257311        1.33075                 NaN            NaN
  1215.54        500.000        97.8069                 NaN            NaN            NaN            NaN            NaN            NaN  0.663943                 NaN            NaN  0.246318        1.28287                 NaN            NaN
  1213.03        500.000        97.8814                 NaN            NaN            NaN            NaN            NaN            NaN  0.643005                 NaN            NaN  0.236701        1.23886                 NaN            NaN
  1210.53        500.000        97.9526                 NaN            NaN            NaN            NaN            NaN            NaN  0.622395                 NaN            NaN  0.227999        1.19696                 NaN            NaN
  1208.02        500.000        87.9499                 NaN            NaN            NaN            NaN            NaN            NaN   1.69514                 NaN            NaN  0.966369        4.72158        4.66700                 NaN
  1205.51        500.000        86.3276                 NaN            NaN            NaN            NaN            NaN            NaN   1.91991                 NaN            NaN   1.08709        5.25458        5.41086                 NaN
  1203.01        500.000        86.2072                 NaN            NaN            NaN            NaN            NaN            NaN   1.96158                 NaN            NaN   1.08040        5.28730        5.46347                 NaN
  1200.50        500.000        85.9115                 NaN            NaN            NaN            NaN            NaN            NaN   2.05914                 NaN            NaN   1.15501        5.34857        5.52577                 NaN
  1197.99        500.000        85.5601                 NaN            NaN            NaN            NaN            NaN            NaN   1.85675       0.246460                 NaN   1.14080        5.51243        5.68342                 NaN
  1195.49        500.000        75.5120                 NaN            NaN            NaN  0.900473                 NaN            NaN  0.509606                 NaN            NaN   1.90796        9.88778        11.0933       0.188938     
  1192.98        500.000        87.4592                 NaN            NaN            NaN            NaN            NaN            NaN  0.243037        3.46052                 NaN  0.926445        4.68188        3.22891                 NaN
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   3.80057        7.42924       0.601936E-001   7.19766        41.0456        39.8312       0.635519     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.300576        9.65716        1.34466        7.20183        41.0300        39.8338       0.631971     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.51710        9.77931                 NaN   7.20675        41.0328        39.8320       0.632092     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.0043        1.30245                 NaN   7.20733        41.0215        39.8344       0.629996     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.11347        3.20610                 NaN   7.21832        41.0004        39.8365       0.625147     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.67992        1.63257       0.468267E-005   7.21268        41.0118        39.8354       0.627657     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   10.4942       0.874851                 NaN   7.17504        41.0184        39.8411       0.596402     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3316                 NaN            NaN   7.23037        40.9792        39.8384       0.620443     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   4.63327        6.69960                 NaN   7.23182        40.9771        39.8387       0.619519     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.02705        6.30949                 NaN   7.23545        40.9708        39.8393       0.617982     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.78280        2.54380                 NaN   7.22562        40.9878        39.8380       0.621929     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   5.84999        5.49422                 NaN   7.24291        40.9576        39.8405       0.614773     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2456       0.118811                 NaN   7.25711        40.9275        39.8438       0.607221     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3649                 NaN            NaN   7.25838        40.9258        39.8439       0.606989     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3699                 NaN            NaN   7.26278        40.9177        39.8447       0.604991     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.0362       0.336209       0.608840E-003   7.26642        40.9120        39.8452       0.603357     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.2505       0.127297       0.106453E-002   7.27122        40.9026        39.8461       0.601160     
  1147.87        500.000                 NaN            NaN            NaN            NaN   1.96992                 NaN            NaN   5.02009        3.23238                 NaN   6.96233        41.6975        40.3254       0.792337     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   11.3744                 NaN            NaN   7.27097        40.9064        39.8453       0.602841     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.150534        11.2239                 NaN   7.27184        40.9056        39.8454       0.602789     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.462530        10.9148                 NaN   7.27415        40.9009        39.8459       0.601644     
  1137.84        500.000                 NaN            NaN            NaN            NaN   2.00932                 NaN            NaN   4.88182        3.32503                 NaN   6.96672        41.6879        40.3382       0.790935     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN  0.945867        10.4382                 NaN   7.27966        40.8902        39.8471       0.599022     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.03952        10.3482                 NaN   7.28299        40.8840        39.8477       0.597493     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   1.30777        10.0833                 NaN   7.28577        40.8786        39.8483       0.596169     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.93380        1.45986                 NaN   7.28858        40.8740        39.8487       0.594981     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.68082        1.71632                 NaN   7.29152        40.8684        39.8494       0.593599     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.43610        1.96460                 NaN   7.29454        40.8626        39.8500       0.592179     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   9.19738        2.20696                 NaN   7.29764        40.8566        39.8507       0.590725     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.96639        2.44166                 NaN   7.30082        40.8506        39.8513       0.589233     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.62010        2.79167                 NaN   7.30378        40.8446        39.8520       0.587812     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.41690        2.99879                 NaN   7.30717        40.8382        39.8527       0.586232     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.21873        3.20097                 NaN   7.31064        40.8316        39.8534       0.584616     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   8.02602        3.39779                 NaN   7.31417        40.8249        39.8542       0.582961     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.83814        3.58987                 NaN   7.31778        40.8181        39.8549       0.581270     
  1102.76        500.000                 NaN            NaN            NaN            NaN  0.648050                 NaN            NaN   10.5365                 NaN            NaN   7.18554        40.9574        40.0399       0.632501     
  1100.25        500.000                 NaN            NaN            NaN            NaN  0.707654                 NaN            NaN   10.4521                 NaN            NaN   7.17986        40.9688        40.0561       0.635535     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN   7.61696        3.88030                 NaN   7.28807        40.7696        39.8680       0.577121     
  1095.24        500.000                 NaN            NaN            NaN            NaN   2.21617                 NaN            NaN   4.16155        3.79736                 NaN   6.97826        41.6542        40.4045       0.787952     
  1092.73        500.000                 NaN            NaN            NaN            NaN   2.22884                 NaN            NaN   4.11718        3.82641                 NaN   6.97871        41.6524        40.4085       0.787871     
  1090.23        500.000                 NaN            NaN            NaN            NaN   2.24139                 NaN            NaN   4.07332        3.85510                 NaN   6.97913        41.6507        40.4126       0.787794     
  1087.72        500.000                 NaN            NaN            NaN            NaN   2.25391                 NaN            NaN   4.03036        3.88295                 NaN   6.97954        41.6489        40.4166       0.787721     
  1085.21        500.000                 NaN            NaN            NaN            NaN   2.26626                 NaN            NaN   3.98735        3.91108                 NaN   6.97997        41.6471        40.4206       0.787640     
  1082.71        500.000                 NaN            NaN            NaN            NaN   2.27845                 NaN            NaN   3.94465        3.93912                 NaN   6.98039        41.6453        40.4245       0.787557     
  1080.20        500.000                 NaN            NaN            NaN            NaN   2.29051                 NaN            NaN   3.90240        3.96690                 NaN   6.98082        41.6435        40.4284       0.787464     
  1077.69        500.000                 NaN            NaN            NaN            NaN   2.30265                 NaN            NaN   3.86158        3.99311                 NaN   6.98123        41.6417        40.4323       0.787387     
  1075.19        500.000                 NaN            NaN            NaN            NaN   2.31441                 NaN            NaN   3.82032        4.02032                 NaN   6.98167        41.6398        40.4362       0.787288     
  1072.68        500.000                 NaN            NaN            NaN            NaN   2.32602                 NaN            NaN   3.77897        4.04787                 NaN   6.98215        41.6379        40.4400       0.787169     
  1070.18        500.000                 NaN            NaN            NaN            NaN   2.33757                 NaN            NaN   3.73886        4.07425                 NaN   6.98259        41.6359        40.4437       0.787063     
  1067.67        500.000                 NaN            NaN            NaN            NaN   2.34899                 NaN            NaN   3.69925        4.10029                 NaN   6.98305        41.6340        40.4475       0.786950     
  1065.16        500.000                 NaN            NaN            NaN            NaN   2.36020                 NaN            NaN   3.65971        4.12660                 NaN   6.98354        41.6319        40.4512       0.786818     
  1062.66        500.000                 NaN            NaN            NaN            NaN   2.37172                 NaN            NaN   3.62276        4.14977                 NaN   6.98396        41.6301        40.4549       0.786731     
  1060.15        500.000                 NaN            NaN            NaN            NaN   2.38218                 NaN            NaN   3.58204        4.17848                 NaN   6.98457        41.6277        40.4585       0.786526     
