|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/LAR/LAR_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          an             Cpx(TH)        Cpx(TH)        San(TH)        ilm            q             
  1173.90        500.000                 NaN            NaN            NaN            NaN   7.59957        10.9092        1.64539        40.6571       0.584614        38.6041     
  1172.91        500.000                 NaN            NaN            NaN            NaN   7.60157        10.8811        1.67606        40.6534       0.583612        38.6043     
  1171.92        500.000                 NaN            NaN            NaN            NaN   7.60082        1.60667        10.9503        40.6547       0.583495        38.6041     
  1170.93        500.000                 NaN            NaN            NaN            NaN   7.60658        11.1261        1.43719        40.6433       0.581123        38.6057     
  1169.94        500.000                 NaN            NaN            NaN            NaN   7.60397        11.0054        1.55643        40.6476       0.581699        38.6049     
  1168.96        500.000                 NaN            NaN            NaN            NaN   7.60632        11.0277        1.53671        40.6433       0.580933        38.6051     
  1167.97        500.000                 NaN            NaN            NaN  0.648302        7.55711        8.87260        2.72565        40.7867       0.627754        38.7819     
  1166.98        500.000                 NaN            NaN            NaN   3.20102        7.35812        7.79557                 NaN   41.3490       0.815850        39.4804     
  1165.99        500.000                 NaN            NaN            NaN   3.22559        7.35815        7.75900                 NaN   41.3521       0.817521        39.4877     
  1165.00        500.000                 NaN            NaN            NaN   3.25494        7.35643        7.71496                 NaN   41.3579       0.819769        39.4960     
  1164.02        500.000                 NaN            NaN            NaN   3.28246        7.35485        7.67370                 NaN   41.3632       0.821866        39.5039     
  1163.03        500.000                 NaN            NaN            NaN   3.30841        7.35340        7.63481                 NaN   41.3682       0.823835        39.5114     
  1162.04        500.000                 NaN            NaN            NaN   3.32057        7.35301        7.61677                 NaN   41.3701       0.824643        39.5149     
  1161.05        500.000                 NaN            NaN            NaN   3.35571        7.35061        7.56352                 NaN   41.3779       0.827458        39.5248     
  1160.06        500.000                 NaN            NaN            NaN   3.38190        7.34910        7.52406                 NaN   41.3831       0.829510        39.5323     
  1159.08        500.000                 NaN            NaN            NaN   3.39521        7.34870        7.50432                 NaN   41.3850       0.830422        39.5363     
  1158.09        500.000                 NaN            NaN            NaN   3.42297        7.34706        7.46273                 NaN   41.3905       0.832548        39.5442     
  1157.10        500.000                 NaN            NaN            NaN   3.44168        7.34619        7.43488                 NaN   41.3937       0.833903        39.5496     
  1156.11        500.000                 NaN            NaN            NaN   3.45671        7.34572        7.41264                 NaN   41.3958       0.834984        39.5542     
  1155.12        500.000                 NaN            NaN            NaN   3.47495        7.34489        7.38544                 NaN   41.3989       0.836324        39.5595     
  1154.14        500.000                 NaN            NaN            NaN   3.48487        7.34491        7.37139                 NaN   41.3994       0.836855        39.5625     
  1153.15        500.000                 NaN            NaN            NaN   3.49460        7.34855        7.36329                 NaN   41.3916       0.836182        39.5658     
  1152.16        500.000                 NaN            NaN            NaN   3.52370        7.34294        7.31308                 NaN   41.4067       0.839812        39.5738     
  1151.17        500.000                 NaN            NaN            NaN   3.54061        7.34218        7.28783                 NaN   41.4096       0.841060        39.5787     
  1150.18        500.000                 NaN            NaN            NaN   3.55588        7.34160        7.26517                 NaN   41.4120       0.842151        39.5832     
  1149.19        500.000                 NaN            NaN            NaN   3.57051        7.34133        7.24406                 NaN   41.4133       0.843096        39.5877     
  1148.21        500.000                 NaN            NaN            NaN   3.58509        7.34054        7.22189                 NaN   41.4164       0.844221        39.5919     
  1147.22        500.000                 NaN            NaN            NaN   3.60026        7.34025        7.19939                 NaN   41.4183       0.845392        39.5964     
  1146.23        500.000                 NaN            NaN            NaN   3.60783        7.34370        7.19470                 NaN   41.4100       0.844414        39.5994     
  1145.24        500.000                 NaN            NaN            NaN   3.62608        7.33915        7.16101                 NaN   41.4226       0.847128        39.6040     
  1144.25        500.000                 NaN            NaN            NaN   3.63549        7.33904        7.14787                 NaN   41.4233       0.847570        39.6067     
  1143.27        500.000                 NaN            NaN            NaN   3.65329        7.33907        7.12014                 NaN   41.4267       0.849233        39.6115     
  1142.28        500.000                 NaN            NaN            NaN   3.66406        7.34007        7.10205                 NaN   41.4290       0.850179        39.6146     
  1141.29        500.000                 NaN            NaN            NaN   3.66995        7.33833        7.09725                 NaN   41.4272       0.849932        39.6174     
  1140.30        500.000                 NaN            NaN            NaN   3.68495        7.33768        7.07474                 NaN   41.4298       0.851067        39.6218     
  1139.31        500.000                 NaN            NaN            NaN   3.70393        7.33959        7.04679                 NaN   41.4308       0.851791        39.6271     
  1138.33        500.000                 NaN            NaN            NaN   3.70981        7.33974        7.03588                 NaN   41.4331       0.852919        39.6286     
  1137.34        500.000                 NaN            NaN            NaN   3.71896        7.33886        7.02195                 NaN   41.4351       0.853835        39.6313     
  1136.35        500.000                 NaN            NaN            NaN   3.74687        7.33752        6.97977                 NaN   41.4394       0.857113        39.6393     
  1135.36        500.000                 NaN            NaN            NaN   3.76124        7.33620        6.96030                 NaN   41.4413       0.857053        39.6439     
  1134.37        500.000                 NaN            NaN            NaN   3.75091        7.33633        6.97730                 NaN   41.4383       0.855586        39.6416     
  1133.39        500.000                 NaN            NaN            NaN   3.75857        7.33630        6.96702                 NaN   41.4380       0.855920        39.6442     
  1132.40        500.000                 NaN            NaN            NaN   3.78498        7.34294        6.92954                 NaN   41.4333       0.855913        39.6534     
  1131.41        500.000                 NaN            NaN            NaN   3.78398        7.34014        6.92883                 NaN   41.4380       0.857500        39.6516     
  1130.42        500.000                 NaN            NaN            NaN   3.78753        7.33656        6.92616                 NaN   41.4394       0.857524        39.6529     
  1129.43        500.000                 NaN            NaN            NaN   3.79575        7.33471        6.91204                 NaN   41.4430       0.858767        39.6558     
  1128.45        500.000                 NaN            NaN            NaN   3.81282        7.33451        6.88667                 NaN   41.4457       0.859733        39.6606     
  1127.46        500.000                 NaN            NaN            NaN   3.82142        7.33462        6.87465                 NaN   41.4458       0.860347        39.6632     
  1126.47        500.000                 NaN            NaN            NaN   3.83166        7.33569        6.85903                 NaN   41.4467       0.860847        39.6660     
  1125.48        500.000                 NaN            NaN            NaN   3.83713        7.33482        6.85147                 NaN   41.4472       0.861221        39.6682     
  1124.49        500.000                 NaN            NaN            NaN   3.83890        7.33481        6.84917                 NaN   41.4467       0.861602        39.6689     
  1123.51        500.000                 NaN            NaN            NaN   3.84832        7.33519        6.83593                 NaN   41.4466       0.861956        39.6720     
  1122.52        500.000                 NaN            NaN            NaN   3.86604        7.33459        6.81024                 NaN   41.4498       0.862835        39.6765     
  1121.53        500.000                 NaN            NaN            NaN   3.87395        7.33378        6.79723                 NaN   41.4517       0.863979        39.6793     
  1120.54        500.000                 NaN            NaN            NaN   3.87901        7.33477        6.78999                 NaN   41.4516       0.863896        39.6807     
  1119.55        500.000                 NaN            NaN            NaN   3.88603        7.33480        6.78114                 NaN   41.4502       0.864177        39.6836     
  1118.57        500.000                 NaN            NaN            NaN   3.89191        7.33501        6.77316                 NaN   41.4499       0.864423        39.6856     
  1117.58        500.000                 NaN            NaN            NaN   3.90196        7.33482        6.75817                 NaN   41.4512       0.865155        39.6887     
  1116.59        500.000                 NaN            NaN            NaN   3.91081        7.33468        6.74513                 NaN   41.4522       0.865761        39.6914     
  1115.60        500.000                 NaN            NaN            NaN   3.91487        7.33515        6.74011                 NaN   41.4511       0.865814        39.6929     
  1114.61        500.000                 NaN            NaN            NaN   3.92219        7.33518        6.72950                 NaN   41.4516       0.866262        39.6952     
  1113.63        500.000                 NaN            NaN            NaN   3.92996        7.33529        6.71835                 NaN   41.4519       0.866720        39.6978     
  1112.64        500.000                 NaN            NaN            NaN   3.88577        7.31549        6.74926                 NaN   41.5019       0.872133        39.6754     
  1111.65        500.000                 NaN            NaN            NaN   3.94405        7.33534        6.69812                 NaN   41.4527       0.867567        39.7022     
  1110.66        500.000                 NaN            NaN            NaN   3.88595        7.31610        6.74975                 NaN   41.5005       0.871971        39.6758     
  1109.67        500.000                 NaN            NaN            NaN   3.96246        7.33717        6.66881                 NaN   41.4554       0.868822        39.7074     
  1108.68        500.000                 NaN            NaN            NaN   3.97065        7.33650        6.65620                 NaN   41.4562       0.870557        39.7099     
  1107.70        500.000                 NaN            NaN            NaN   3.97765        7.33497        6.64877                 NaN   41.4560       0.869845        39.7127     
  1106.71        500.000                 NaN            NaN            NaN   3.98563        7.33510        6.63750                 NaN   41.4563       0.870265        39.7152     
  1105.72        500.000                 NaN            NaN            NaN   3.99086        7.33522        6.62993                 NaN   41.4563       0.870613        39.7170     
  1104.73        500.000                 NaN            NaN            NaN   3.99716        7.33556        6.62097                 NaN   41.4562       0.870978        39.7191     
  1103.74        500.000                 NaN            NaN            NaN   4.00415        7.33541        6.61090                 NaN   41.4568       0.871392        39.7214     
  1102.76        500.000                 NaN            NaN            NaN   4.00481        7.33623        6.61132                 NaN   41.4546       0.871096        39.7219     
  1101.77        500.000                 NaN            NaN            NaN   4.01731        7.33564        6.59210                 NaN   41.4571       0.872163        39.7257     
  1100.78        500.000                 NaN            NaN            NaN   4.02387        7.33611        6.58280                 NaN   41.4570       0.872463        39.7277     
  1099.79        500.000                 NaN            NaN            NaN   4.03029        7.33589        6.57356                 NaN   41.4574       0.872923        39.7299     
  1098.80        500.000                 NaN            NaN            NaN   4.01229        7.34054        6.61064                 NaN   41.4423       0.869005        39.7252     
  1097.82        500.000                 NaN            NaN            NaN   4.04294        7.33616        6.55552                 NaN   41.4576       0.873657        39.7341     
  1096.83        500.000                 NaN            NaN            NaN   4.06218        7.33369        6.53050                 NaN   41.4594       0.874851        39.7394     
  1095.84        500.000                 NaN            NaN            NaN   4.05532        7.33645        6.53790                 NaN   41.4577       0.874369        39.7382     
  1094.85        500.000                 NaN            NaN            NaN   4.05264        7.33810        6.54221                 NaN   41.4555       0.873821        39.7377     
  1093.86        500.000                 NaN            NaN            NaN   4.06713        7.33675        6.52114                 NaN   41.4578       0.875029        39.7421     
  1092.88        500.000                 NaN            NaN            NaN   4.06112        7.34043        6.53249                 NaN   41.4516       0.873670        39.7407     
  1091.89        500.000                 NaN            NaN            NaN   4.06613        7.34073        6.52571                 NaN   41.4511       0.873938        39.7424     
  1090.90        500.000                 NaN            NaN            NaN   4.08508        7.33728        6.49567                 NaN   41.4578       0.876050        39.7482     
  1089.91        500.000                 NaN            NaN            NaN   4.09064        7.33750        6.48787                 NaN   41.4576       0.876344        39.7500     
  1088.92        500.000                 NaN            NaN            NaN   4.09650        7.33766        6.47953                 NaN   41.4576       0.876682        39.7520     
  1087.94        500.000                 NaN            NaN            NaN   4.10244        7.33781        6.47106                 NaN   41.4577       0.877033        39.7540     
  1086.95        500.000                 NaN            NaN            NaN   4.10721        7.33812        6.46458                 NaN   41.4572       0.877230        39.7557     
  1085.96        500.000                 NaN            NaN            NaN   4.11276        7.33832        6.45675                 NaN   41.4571       0.877534        39.7575     
  1084.97        500.000                 NaN            NaN            NaN   4.11992        7.33828        6.44615                 NaN   41.4578       0.878066        39.7598     
  1083.98        500.000                 NaN            NaN            NaN   4.11718        7.33937        6.45567                 NaN   41.4499       0.877882        39.7600     
  1083.00        500.000                 NaN            NaN            NaN   4.13079        7.33873        6.43088                 NaN   41.4574       0.878624        39.7635     
  1082.01        500.000                 NaN            NaN            NaN   4.13759        7.33835        6.42075                 NaN   41.4591       0.879053        39.7652     
  1081.02        500.000                 NaN            NaN            NaN   4.14278        7.33860        6.41347                 NaN   41.4588       0.879329        39.7670     
  1080.03        500.000                 NaN            NaN            NaN   4.14676        7.33938        6.40839                 NaN   41.4570       0.879492        39.7690     
  1079.04        500.000                 NaN            NaN            NaN   4.15116        7.34002        6.40303                 NaN   41.4555       0.879584        39.7707     
  1078.06        500.000                 NaN            NaN            NaN   4.14659        7.34104        6.41178                 NaN   41.4523       0.878709        39.7695     
  1077.07        500.000                 NaN            NaN            NaN   4.14972        7.34155        6.40810                 NaN   41.4511       0.878710        39.7708     
  1076.08        500.000                 NaN            NaN            NaN   4.15578        7.34182        6.39924                 NaN   41.4510       0.879156        39.7730     
  1075.09        500.000                 NaN            NaN            NaN   4.16053        7.34212        6.39271                 NaN   41.4506       0.879381        39.7747     
  1074.10        500.000                 NaN            NaN            NaN   4.16357        7.34264        6.38907                 NaN   41.4494       0.879398        39.7759     
  1073.12        500.000                 NaN            NaN            NaN   4.16990        7.34273        6.37985                 NaN   41.4497       0.879818        39.7780     
  1072.13        500.000                 NaN            NaN            NaN   4.17285        7.34324        6.37633                 NaN   41.4485       0.879840        39.7792     
  1071.14        500.000                 NaN            NaN            NaN   4.19013        7.34252        6.35036                 NaN   41.4516       0.881248        39.7842     
  1070.15        500.000                 NaN            NaN            NaN   4.18374        7.34362        6.36081                 NaN   41.4484       0.880473        39.7829     
  1069.16        500.000                 NaN            NaN            NaN   4.18823        7.34395        6.35469                 NaN   41.4479       0.880675        39.7846     
  1068.18        500.000                 NaN            NaN            NaN   4.19269        7.34428        6.34862                 NaN   41.4474       0.880874        39.7862     
  1067.19        500.000                 NaN            NaN            NaN   4.19697        7.34647        6.34219                 NaN   41.4454       0.881178        39.7878     
  1066.20        500.000                 NaN            NaN            NaN   4.20095        7.34680        6.33685                 NaN   41.4448       0.881339        39.7893     
  1065.21        500.000                 NaN            NaN            NaN   4.20644        7.34649        6.33282                 NaN   41.4422       0.880656        39.7914     
  1064.22        500.000                 NaN            NaN            NaN   4.21002        7.34571        6.32525                 NaN   41.4449       0.881608        39.7925     
  1063.23        500.000                 NaN            NaN            NaN   4.21305        7.34591        6.32196                 NaN   41.4436       0.881954        39.7935     
  1062.25        500.000                 NaN            NaN            NaN   4.21737        7.34657        6.31572                 NaN   41.4432       0.881827        39.7953     
  1061.26        500.000                 NaN            NaN            NaN   4.22277        7.34668        6.30818                 NaN   41.4433       0.882087        39.7970     
  1060.27        500.000                 NaN            NaN            NaN   4.22552        7.34697        6.30519                 NaN   41.4418       0.882433        39.7981     
  1059.28        500.000                 NaN            NaN            NaN   4.23060        7.34749        6.29764                 NaN   41.4419       0.882359        39.8000     
  1058.29        500.000                 NaN            NaN            NaN   4.24188        7.34885        6.27995                 NaN   41.4421       0.883337        39.8038     
  1057.31        500.000                 NaN            NaN            NaN   4.23965        7.34818        6.28537                 NaN   41.4408       0.882812        39.8032     
  1056.32        500.000                 NaN            NaN            NaN   4.24339        7.34856        6.28047                 NaN   41.4400       0.882943        39.8046     
  1055.33        500.000                 NaN            NaN            NaN   4.24743        7.34894        6.27506                 NaN   41.4393       0.883107        39.8062     
  1054.34        500.000                 NaN            NaN            NaN   4.25142        7.34934        6.26973                 NaN   41.4386       0.883266        39.8077     
  1053.35        500.000                 NaN            NaN            NaN   4.25534        7.35009        6.26447                 NaN   41.4376       0.883420        39.8091     
  1052.37        500.000                 NaN            NaN            NaN   4.26460        7.34904        6.24983                 NaN   41.4405       0.884273        39.8118     
  1051.38        500.000                 NaN            NaN            NaN   4.26313        7.35064        6.25401                 NaN   41.4362       0.883786        39.8123     
  1050.39        500.000                 NaN            NaN            NaN   4.26699        7.35105        6.24889                 NaN   41.4354       0.883933        39.8137     
  1049.40        500.000                 NaN            NaN            NaN   4.26913        7.35110        6.24722                 NaN   41.4339       0.884099        39.8145     
  1048.41        500.000                 NaN            NaN            NaN   4.27459        7.35192        6.23889                 NaN   41.4337       0.884208        39.8167     
  1047.43        500.000                 NaN            NaN            NaN   4.28313        7.35126        6.22538                 NaN   41.4364       0.884960        39.8189     
  1046.44        500.000                 NaN            NaN            NaN   4.28672        7.35171        6.22072                 NaN   41.4355       0.885076        39.8203     
  1045.45        500.000                 NaN            NaN            NaN   4.29028        7.35217        6.21610                 NaN   41.4346       0.885191        39.8217     
  1044.46        500.000                 NaN            NaN            NaN   4.40471        7.36450        6.04815                 NaN   41.4207       0.894692        39.8672     
  1043.47        500.000                 NaN            NaN            NaN   4.29735        7.35308        6.20695                 NaN   41.4327       0.885416        39.8245     
  1042.49        500.000                 NaN            NaN            NaN   4.30085        7.35355        6.20243                 NaN   41.4318       0.885525        39.8258     
  1041.50        500.000                 NaN            NaN            NaN   4.30433        7.35402        6.19794                 NaN   41.4309       0.885632        39.8272     
  1040.51        500.000                 NaN            NaN            NaN   4.30779        7.35449        6.19349                 NaN   41.4299       0.885737        39.8286     
  1039.52        500.000                 NaN            NaN            NaN   4.31122        7.35497        6.18908                 NaN   41.4289       0.885841        39.8300     
  1038.53        500.000                 NaN            NaN            NaN   4.31475        7.35542        6.18448                 NaN   41.4280       0.885958        39.8313     
  1037.55        500.000                 NaN            NaN            NaN   4.40471        7.36450        6.04815                 NaN   41.4207       0.894692        39.8672     
  1036.56        500.000                 NaN            NaN            NaN   4.32146        7.35640        6.17593                 NaN   41.4260       0.886148        39.8341     
  1035.57        500.000                 NaN            NaN            NaN   4.32479        7.35690        6.17169                 NaN   41.4250       0.886242        39.8354     
  1034.58        500.000                 NaN            NaN            NaN   4.32810        7.35740        6.16748                 NaN   41.4239       0.886333        39.8368     
  1033.59        500.000                 NaN            NaN            NaN   4.33139        7.35791        6.16331                 NaN   41.4229       0.886423        39.8381     
  1032.61        500.000                 NaN            NaN            NaN   4.33467        7.35842        6.15916                 NaN   41.4218       0.886512        39.8395     
  1031.62        500.000                 NaN            NaN            NaN   4.33792        7.35893        6.15504                 NaN   41.4207       0.886599        39.8408     
  1030.63        500.000                 NaN            NaN            NaN   4.34116        7.35944        6.15094                 NaN   41.4196       0.886685        39.8421     
  1029.64        500.000                 NaN            NaN            NaN   4.34438        7.35996        6.14688                 NaN   41.4185       0.886769        39.8435     
  1028.65        500.000                 NaN            NaN            NaN   4.33956        7.36164        6.15797                 NaN   41.4119       0.885703        39.8432     
  1027.67        500.000                 NaN            NaN            NaN   4.34278        7.36214        6.15391                 NaN   41.4109       0.885779        39.8445     
  1026.68        500.000                 NaN            NaN            NaN   4.34598        7.36264        6.14987                 NaN   41.4098       0.885853        39.8459     
  1025.69        500.000                 NaN            NaN            NaN   4.34912        7.36316        6.14594                 NaN   41.4087       0.885918        39.8472     
  1024.70        500.000                 NaN            NaN            NaN   4.36011        7.36145        6.12746                 NaN   41.4128       0.887581        39.8506     
  1023.71        500.000                 NaN            NaN            NaN   4.36348        7.36202        6.12296                 NaN   41.4119       0.887702        39.8520     
  1022.73        500.000                 NaN            NaN            NaN   4.36454        7.36429        6.12265                 NaN   41.4088       0.887097        39.8526     
  1021.74        500.000                 NaN            NaN            NaN   4.36914        7.36469        6.11621                 NaN   41.4088       0.887219        39.8540     
  1020.75        500.000                 NaN            NaN            NaN   4.37268        7.36489        6.11144                 NaN   41.4083       0.887402        39.8553     
  1019.76        500.000                 NaN            NaN            NaN   4.37565        7.36516        6.10776                 NaN   41.4074       0.887466        39.8565     
  1018.77        500.000                 NaN            NaN            NaN   4.37893        7.36594        6.10373                 NaN   41.4058       0.887597        39.8580     
  1017.78        500.000                 NaN            NaN            NaN   4.38167        7.36651        6.10044                 NaN   41.4045       0.887644        39.8592     
  1016.80        500.000                 NaN            NaN            NaN   4.38540        7.36587        6.09542                 NaN   41.4044       0.888177        39.8608     
  1015.81        500.000                 NaN            NaN            NaN   4.38809        7.36569        6.09146                 NaN   41.4048       0.888330        39.8617     
  1014.82        500.000                 NaN            NaN            NaN   4.39065        7.36825        6.08932                 NaN   41.4010       0.887742        39.8630     
  1013.83        500.000                 NaN            NaN            NaN   4.39368        7.36876        6.08553                 NaN   41.3997       0.887930        39.8644     
  1012.84        500.000                 NaN            NaN            NaN   4.39649        7.36943        6.08233                 NaN   41.3981       0.887924        39.8657     
  1011.86        500.000                 NaN            NaN            NaN   4.39962        7.37013        6.07837                 NaN   41.3967       0.888049        39.8671     
  1010.87        500.000                 NaN            NaN            NaN   4.40249        7.37061        6.07480                 NaN   41.3957       0.888101        39.8683     
  1009.88        500.000                 NaN            NaN            NaN   4.40544        7.37120        6.07101                 NaN   41.3945       0.888206        39.8696     
  1008.89        500.000                 NaN            NaN            NaN   4.40844        7.37190        6.06779                 NaN   41.3928       0.888144        39.8709     
  1007.90        500.000                 NaN            NaN            NaN   4.41105        7.37232        6.06433                 NaN   41.3921       0.888232        39.8720     
  1006.92        500.000                 NaN            NaN            NaN   4.41417        7.37293        6.06035                 NaN   41.3908       0.888358        39.8734     
  1005.93        500.000                 NaN            NaN            NaN   4.41657        7.37305        6.05823                 NaN   41.3888       0.888601        39.8747     
  1004.94        500.000                 NaN            NaN            NaN   4.41895        7.37452        6.05544                 NaN   41.3872       0.888163        39.8757     
  1003.95        500.000                 NaN            NaN            NaN   4.42259        7.37478        6.05037                 NaN   41.3866       0.888453        39.8772     
  1002.96        500.000                 NaN            NaN            NaN   4.42551        7.37589        6.04762                 NaN   41.3838       0.888368        39.8788     
  1001.98        500.000                 NaN            NaN            NaN   4.42807        7.37596        6.04378                 NaN   41.3840       0.888553        39.8796     
  1000.99        500.000                 NaN            NaN            NaN   4.40471        7.36450        6.04815                 NaN   41.4207       0.894692        39.8672     
  1000.00        500.000                 NaN            NaN            NaN   4.43358        7.37722        6.03720                 NaN   41.3812       0.888635        39.8822     
