|6.6.6
Archiving\03_Data\eqfracLP/QFM_m1.25/LAR/LAR_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          an             Cpx(TH)        Cpx(TH)        San(TH)        ilm            q             
  1180.81        500.000                 NaN            NaN            NaN            NaN   7.35878        8.08555        1.13523        42.9157       0.331078        40.1737     
  1179.82        500.000                 NaN            NaN            NaN            NaN   7.36823        8.48741       0.730921        42.9084       0.330495        40.1745     
  1178.84        500.000                 NaN            NaN            NaN            NaN   7.36007        7.98122        1.23384        42.9178       0.331168        40.1759     
  1177.85        500.000                 NaN            NaN            NaN            NaN   7.36266        8.12927        1.08329        42.9166       0.331033        40.1771     
  1176.86        500.000                 NaN            NaN            NaN            NaN   7.36948        8.33001       0.888208        42.9035       0.330468        40.1784     
  1175.87        500.000                 NaN            NaN            NaN            NaN   7.36322        7.96845        1.24320        42.9152       0.331060        40.1789     
  1174.88        500.000                 NaN            NaN            NaN            NaN   7.36469        1.40715        7.80814        42.9097       0.330897        40.1794     
  1173.90        500.000                 NaN            NaN            NaN            NaN   7.37677        7.98408        1.23192        42.8982       0.330655        40.1784     
  1172.91        500.000                 NaN            NaN            NaN            NaN   7.37867        7.96369        1.25462        42.8937       0.330083        40.1793     
  1171.92        500.000                 NaN            NaN            NaN            NaN   7.37805        1.20259        8.01329        42.8956       0.330017        40.1805     
  1170.93        500.000                 NaN            NaN            NaN            NaN   7.38343        8.14736        1.07702        42.8817       0.328662        40.1818     
  1169.94        500.000                 NaN            NaN            NaN            NaN   7.38096        8.05515        1.16624        42.8865       0.328987        40.1821     
  1168.96        500.000                 NaN            NaN            NaN            NaN   7.38316        8.07239        1.15213        42.8810       0.328546        40.1827     
  1167.97        500.000                 NaN            NaN            NaN  0.400159        7.33329        6.49263        2.04294        43.0200       0.354919        40.3560     
  1166.98        500.000                 NaN            NaN            NaN   1.97327        7.13161        5.83934                 NaN   43.5608       0.460704        41.0343     
  1165.99        500.000                 NaN            NaN            NaN   1.98843        7.13155        5.81314                 NaN   43.5631       0.461635        41.0421     
  1165.00        500.000                 NaN            NaN            NaN   2.00645        7.12974        5.78196                 NaN   43.5681       0.462890        41.0509     
  1164.02        500.000                 NaN            NaN            NaN   2.02334        7.12808        5.75275                 NaN   43.5726       0.464059        41.0592     
  1163.03        500.000                 NaN            NaN            NaN   2.03926        7.12655        5.72523                 NaN   43.5768       0.465157        41.0670     
  1162.04        500.000                 NaN            NaN            NaN   2.04675        7.12613        5.71197                 NaN   43.5782       0.465605        41.0713     
  1161.05        500.000                 NaN            NaN            NaN   2.06823        7.12365        5.67420                 NaN   43.5853       0.467178        41.0815     
  1160.06        500.000                 NaN            NaN            NaN   2.08435        7.12206        5.64621                 NaN   43.5896       0.468322        41.0895     
  1159.08        500.000                 NaN            NaN            NaN   2.09256        7.12162        5.63188                 NaN   43.5910       0.468827        41.0941     
  1158.09        500.000                 NaN            NaN            NaN   2.10950        7.11988        5.60285                 NaN   43.5955       0.470011        41.1022     
  1157.10        500.000                 NaN            NaN            NaN   2.12094        7.11894        5.58320                 NaN   43.5980       0.470764        41.1081     
  1156.11        500.000                 NaN            NaN            NaN   2.13026        7.11840        5.56742                 NaN   43.5993       0.471362        41.1132     
  1155.12        500.000                 NaN            NaN            NaN   2.14143        7.11749        5.54819                 NaN   43.6018       0.472106        41.1190     
  1154.14        500.000                 NaN            NaN            NaN   2.14749        7.11745        5.53851                 NaN   43.6016       0.472395        41.1226     
  1153.15        500.000                 NaN            NaN            NaN   2.15324        7.12051        5.54044                 NaN   43.5897       0.471979        41.1242     
  1152.16        500.000                 NaN            NaN            NaN   2.17129        7.11533        5.49716                 NaN   43.6073       0.474039        41.1348     
  1151.17        500.000                 NaN            NaN            NaN   2.18165        7.11451        5.47929                 NaN   43.6095       0.474731        41.1403     
  1150.18        500.000                 NaN            NaN            NaN   2.19099        7.11386        5.46330                 NaN   43.6112       0.475335        41.1453     
  1149.19        500.000                 NaN            NaN            NaN   2.19994        7.11348        5.44907                 NaN   43.6116       0.475855        41.1501     
  1148.21        500.000                 NaN            NaN            NaN   2.20887        7.11266        5.43281                 NaN   43.6142       0.476480        41.1549     
  1147.22        500.000                 NaN            NaN            NaN   2.21815        7.11230        5.41701                 NaN   43.6154       0.477129        41.1600     
  1146.23        500.000                 NaN            NaN            NaN   2.22255        7.11520        5.42123                 NaN   43.6031       0.476542        41.1614     
  1145.24        500.000                 NaN            NaN            NaN   2.23394        7.11110        5.38956                 NaN   43.6186       0.478087        41.1688     
  1144.25        500.000                 NaN            NaN            NaN   2.23950        7.11091        5.38093                 NaN   43.6184       0.478325        41.1719     
  1143.27        500.000                 NaN            NaN            NaN   2.25052        7.11085        5.36094                 NaN   43.6212       0.479251        41.1773     
  1142.28        500.000                 NaN            NaN            NaN   2.25706        7.11173        5.34778                 NaN   43.6228       0.479774        41.1808     
  1141.29        500.000                 NaN            NaN            NaN   2.26074        7.11000        5.34519                 NaN   43.6202       0.479625        41.1842     
  1140.30        500.000                 NaN            NaN            NaN   2.26991        7.10928        5.32926                 NaN   43.6221       0.480253        41.1892     
  1139.31        500.000                 NaN            NaN            NaN   2.28145        7.11103        5.30970                 NaN   43.6222       0.480649        41.1949     
  1138.33        500.000                 NaN            NaN            NaN   2.28500        7.11115        5.30113                 NaN   43.6243       0.481278        41.1971     
  1137.34        500.000                 NaN            NaN            NaN   2.29058        7.11024        5.29120                 NaN   43.6257       0.481784        41.2005     
  1136.35        500.000                 NaN            NaN            NaN   2.30770        7.10882        5.26174                 NaN   43.6292       0.483620        41.2089     
  1135.36        500.000                 NaN            NaN            NaN   2.31648        7.10743        5.24861                 NaN   43.6301       0.483571        41.2138     
  1134.37        500.000                 NaN            NaN            NaN   2.31019        7.10757        5.26038                 NaN   43.6268       0.482739        41.2123     
  1133.39        500.000                 NaN            NaN            NaN   2.31485        7.10747        5.25363                 NaN   43.6257       0.482916        41.2155     
  1132.40        500.000                 NaN            NaN            NaN   2.33096        7.11374        5.22814                 NaN   43.6194       0.482895        41.2249     
  1131.41        500.000                 NaN            NaN            NaN   2.33025        7.11104        5.22679                 NaN   43.6242       0.483785        41.2239     
  1130.42        500.000                 NaN            NaN            NaN   2.33243        7.10753        5.22536                 NaN   43.6250       0.483790        41.2259     
  1129.43        500.000                 NaN            NaN            NaN   2.33751        7.10569        5.21480                 NaN   43.6282       0.484481        41.2294     
  1128.45        500.000                 NaN            NaN            NaN   2.34795        7.10540        5.19686                 NaN   43.6301       0.485013        41.2347     
  1127.46        500.000                 NaN            NaN            NaN   2.35314        7.10545        5.18851                 NaN   43.6296       0.485350        41.2379     
  1126.47        500.000                 NaN            NaN            NaN   2.35934        7.10641        5.17746                 NaN   43.6299       0.485621        41.2413     
  1125.48        500.000                 NaN            NaN            NaN   2.36276        7.10552        5.17210                 NaN   43.6298       0.485822        41.2440     
  1124.49        500.000                 NaN            NaN            NaN   2.36374        7.10547        5.17076                 NaN   43.6286       0.486028        41.2454     
  1123.51        500.000                 NaN            NaN            NaN   2.36949        7.10579        5.16139                 NaN   43.6279       0.486218        41.2492     
  1122.52        500.000                 NaN            NaN            NaN   2.38031        7.10510        5.14365                 NaN   43.6302       0.486700        41.2540     
  1121.53        500.000                 NaN            NaN            NaN   2.38514        7.10427        5.13399                 NaN   43.6318       0.487336        41.2575     
  1120.54        500.000                 NaN            NaN            NaN   2.38820        7.10515        5.12922                 NaN   43.6308       0.487278        41.2593     
  1119.55        500.000                 NaN            NaN            NaN   2.39252        7.10513        5.12324                 NaN   43.6288       0.487427        41.2629     
  1118.57        500.000                 NaN            NaN            NaN   2.39608        7.10529        5.11790                 NaN   43.6277       0.487556        41.2654     
  1117.58        500.000                 NaN            NaN            NaN   2.40221        7.10503        5.10728                 NaN   43.6284       0.487957        41.2691     
  1116.59        500.000                 NaN            NaN            NaN   2.40760        7.10484        5.09808                 NaN   43.6288       0.488289        41.2724     
  1115.60        500.000                 NaN            NaN            NaN   2.41004        7.10524        5.09483                 NaN   43.6270       0.488309        41.2745     
  1114.61        500.000                 NaN            NaN            NaN   2.41449        7.10522        5.08734                 NaN   43.6269       0.488552        41.2775     
  1113.63        500.000                 NaN            NaN            NaN   2.41922        7.10527        5.07957                 NaN   43.6266       0.488801        41.2806     
  1112.64        500.000                 NaN            NaN            NaN   2.39206        7.08620        5.09130                 NaN   43.6798       0.491854        41.2588     
  1111.65        500.000                 NaN            NaN            NaN   2.42777        7.10521        5.06548                 NaN   43.6261       0.489258        41.2862     
  1110.66        500.000                 NaN            NaN            NaN   2.39209        7.08673        5.09168                 NaN   43.6773       0.491747        41.2605     
  1109.67        500.000                 NaN            NaN            NaN   2.43889        7.10681        5.04487                 NaN   43.6272       0.489942        41.2922     
  1108.68        500.000                 NaN            NaN            NaN   2.44386        7.10614        5.03590                 NaN   43.6276       0.490912        41.2956     
  1107.70        500.000                 NaN            NaN            NaN   2.44820        7.10460        5.03092                 NaN   43.6268       0.490500        41.2990     
  1106.71        500.000                 NaN            NaN            NaN   2.45301        7.10467        5.02320                 NaN   43.6264       0.490727        41.3020     
  1105.72        500.000                 NaN            NaN            NaN   2.45624        7.10473        5.01780                 NaN   43.6258       0.490913        41.3045     
  1104.73        500.000                 NaN            NaN            NaN   2.46002        7.10500        5.01173                 NaN   43.6250       0.491109        41.3071     
  1103.74        500.000                 NaN            NaN            NaN   2.46430        7.10481        5.00458                 NaN   43.6250       0.491333        41.3100     
  1102.76        500.000                 NaN            NaN            NaN   2.46465        7.10558        5.00511                 NaN   43.6222       0.491158        41.3113     
  1101.77        500.000                 NaN            NaN            NaN   2.47229        7.10492        4.99150                 NaN   43.6241       0.491748        41.3155     
  1100.78        500.000                 NaN            NaN            NaN   2.47623        7.10532        4.98515                 NaN   43.6233       0.491906        41.3181     
  1099.79        500.000                 NaN            NaN            NaN   2.48017        7.10506        4.97862                 NaN   43.6231       0.492156        41.3209     
  1098.80        500.000                 NaN            NaN            NaN   2.46877        7.10968        5.00647                 NaN   43.6076       0.489949        41.3176     
  1097.82        500.000                 NaN            NaN            NaN   2.48786        7.10521        4.96608                 NaN   43.6220       0.492550        41.3263     
  1096.83        500.000                 NaN            NaN            NaN   2.49951        7.10276        4.94910                 NaN   43.6232       0.493212        41.3322     
  1095.84        500.000                 NaN            NaN            NaN   2.49537        7.10539        4.95385                 NaN   43.6208       0.492931        41.3316     
  1094.85        500.000                 NaN            NaN            NaN   2.49360        7.10696        4.95702                 NaN   43.6180       0.492614        41.3318     
  1093.86        500.000                 NaN            NaN            NaN   2.50249        7.10558        4.94226                 NaN   43.6197       0.493284        41.3367     
  1092.88        500.000                 NaN            NaN            NaN   2.49875        7.10916        4.95038                 NaN   43.6130       0.492513        41.3361     
  1091.89        500.000                 NaN            NaN            NaN   2.50177        7.10941        4.94578                 NaN   43.6119       0.492655        41.3385     
  1090.90        500.000                 NaN            NaN            NaN   2.51340        7.10594        4.92460                 NaN   43.6177       0.493830        41.3445     
  1089.91        500.000                 NaN            NaN            NaN   2.51677        7.10610        4.91922                 NaN   43.6169       0.493986        41.3470     
  1088.92        500.000                 NaN            NaN            NaN   2.52031        7.10620        4.91344                 NaN   43.6163       0.494166        41.3496     
  1087.94        500.000                 NaN            NaN            NaN   2.52391        7.10629        4.90757                 NaN   43.6157       0.494354        41.3521     
  1086.95        500.000                 NaN            NaN            NaN   2.52679        7.10656        4.90314                 NaN   43.6146       0.494456        41.3544     
  1085.96        500.000                 NaN            NaN            NaN   2.53014        7.10670        4.89774                 NaN   43.6139       0.494618        41.3569     
  1084.97        500.000                 NaN            NaN            NaN   2.53449        7.10660        4.89027                 NaN   43.6140       0.494907        41.3598     
  1083.98        500.000                 NaN            NaN            NaN   2.53267        7.10769        4.89829                 NaN   43.6056       0.494800        41.3610     
  1083.00        500.000                 NaN            NaN            NaN   2.54106        7.10694        4.87975                 NaN   43.6124       0.495202        41.3647     
  1082.01        500.000                 NaN            NaN            NaN   2.54487        7.10652        4.87280                 NaN   43.6134       0.495434        41.3670     
  1081.02        500.000                 NaN            NaN            NaN   2.54803        7.10671        4.86778                 NaN   43.6125       0.495580        41.3694     
  1080.03        500.000                 NaN            NaN            NaN   2.55071        7.10742        4.86423                 NaN   43.6100       0.495662        41.3720     
  1079.04        500.000                 NaN            NaN            NaN   2.55335        7.10796        4.86123                 NaN   43.6076       0.495703        41.3741     
  1078.06        500.000                 NaN            NaN            NaN   2.55032        7.10898        4.86732                 NaN   43.6043       0.495206        41.3739     
  1077.07        500.000                 NaN            NaN            NaN   2.55216        7.10944        4.86502                 NaN   43.6024       0.495197        41.3758     
  1076.08        500.000                 NaN            NaN            NaN   2.55598        7.10964        4.85877                 NaN   43.6016       0.495438        41.3786     
  1075.09        500.000                 NaN            NaN            NaN   2.55884        7.10988        4.85431                 NaN   43.6005       0.495555        41.3809     
  1074.10        500.000                 NaN            NaN            NaN   2.56066        7.11035        4.85193                 NaN   43.5987       0.495556        41.3828     
  1073.12        500.000                 NaN            NaN            NaN   2.56449        7.11038        4.84553                 NaN   43.5984       0.495783        41.3854     
  1072.13        500.000                 NaN            NaN            NaN   2.56625        7.11084        4.84324                 NaN   43.5966       0.495786        41.3873     
  1071.14        500.000                 NaN            NaN            NaN   2.57648        7.10993        4.82692                 NaN   43.5981       0.496559        41.3920     
  1070.15        500.000                 NaN            NaN            NaN   2.57283        7.11111        4.83243                 NaN   43.5953       0.496124        41.3922     
  1069.16        500.000                 NaN            NaN            NaN   2.57554        7.11138        4.82826                 NaN   43.5941       0.496228        41.3944     
  1068.18        500.000                 NaN            NaN            NaN   2.57822        7.11166        4.82413                 NaN   43.5930       0.496331        41.3967     
  1067.19        500.000                 NaN            NaN            NaN   2.58076        7.11370        4.82033                 NaN   43.5900       0.496490        41.3987     
  1066.20        500.000                 NaN            NaN            NaN   2.58315        7.11397        4.81670                 NaN   43.5888       0.496571        41.4008     
  1065.21        500.000                 NaN            NaN            NaN   2.58641        7.11364        4.81465                 NaN   43.5856       0.496178        41.4036     
  1064.22        500.000                 NaN            NaN            NaN   2.58865        7.11287        4.80839                 NaN   43.5880       0.496706        41.4054     
  1063.23        500.000                 NaN            NaN            NaN   2.59037        7.11303        4.80640                 NaN   43.5861       0.496893        41.4072     
  1062.25        500.000                 NaN            NaN            NaN   2.59305        7.11361        4.80195                 NaN   43.5851       0.496812        41.4095     
  1061.26        500.000                 NaN            NaN            NaN   2.59619        7.11367        4.79688                 NaN   43.5845       0.496948        41.4118     
  1060.27        500.000                 NaN            NaN            NaN   2.59786        7.11392        4.79508                 NaN   43.5824       0.497135        41.4136     
  1059.28        500.000                 NaN            NaN            NaN   2.60102        7.11437        4.78957                 NaN   43.5820       0.497083        41.4160     
  1058.29        500.000                 NaN            NaN            NaN   2.60779        7.11559        4.77750                 NaN   43.5812       0.497621        41.4203     
  1057.31        500.000                 NaN            NaN            NaN   2.60635        7.11494        4.78142                 NaN   43.5795       0.497319        41.4205     
  1056.32        500.000                 NaN            NaN            NaN   2.60859        7.11527        4.77814                 NaN   43.5781       0.497383        41.4225     
  1055.33        500.000                 NaN            NaN            NaN   2.61101        7.11560        4.77450                 NaN   43.5768       0.497467        41.4246     
  1054.34        500.000                 NaN            NaN            NaN   2.61341        7.11593        4.77091                 NaN   43.5754       0.497547        41.4268     
  1053.35        500.000                 NaN            NaN            NaN   2.61572        7.11662        4.76741                 NaN   43.5738       0.497624        41.4288     
  1052.37        500.000                 NaN            NaN            NaN   2.62129        7.11554        4.75698                 NaN   43.5761       0.498094        41.4320     
  1051.38        500.000                 NaN            NaN            NaN   2.62055        7.11706        4.76025                 NaN   43.5711       0.497812        41.4332     
  1050.39        500.000                 NaN            NaN            NaN   2.62286        7.11742        4.75681                 NaN   43.5697       0.497885        41.4353     
  1049.40        500.000                 NaN            NaN            NaN   2.62410        7.11743        4.75617                 NaN   43.5676       0.497970        41.4367     
  1048.41        500.000                 NaN            NaN            NaN   2.62742        7.11817        4.75017                 NaN   43.5668       0.498022        41.4394     
  1047.43        500.000                 NaN            NaN            NaN   2.63239        7.11748        4.74056                 NaN   43.5689       0.498435        41.4422     
  1046.44        500.000                 NaN            NaN            NaN   2.63454        7.11787        4.73746                 NaN   43.5674       0.498491        41.4442     
  1045.45        500.000                 NaN            NaN            NaN   2.63668        7.11827        4.73438                 NaN   43.5659       0.498547        41.4462     
  1044.46        500.000                 NaN            NaN            NaN   2.70699        7.12954        4.62253                 NaN   43.5466       0.503843        41.4905     
  1043.47        500.000                 NaN            NaN            NaN   2.64091        7.11908        4.72831                 NaN   43.5628       0.498655        41.4503     
  1042.49        500.000                 NaN            NaN            NaN   2.64300        7.11949        4.72531                 NaN   43.5612       0.498707        41.4523     
  1041.50        500.000                 NaN            NaN            NaN   2.64508        7.11990        4.72234                 NaN   43.5596       0.498758        41.4543     
  1040.51        500.000                 NaN            NaN            NaN   2.64715        7.12031        4.71940                 NaN   43.5581       0.498808        41.4563     
  1039.52        500.000                 NaN            NaN            NaN   2.64920        7.12073        4.71648                 NaN   43.5565       0.498858        41.4583     
  1038.53        500.000                 NaN            NaN            NaN   2.65131        7.12113        4.71343                 NaN   43.5550       0.498914        41.4603     
  1037.55        500.000                 NaN            NaN            NaN   2.70662        7.12935        4.62190                 NaN   43.5432       0.503786        41.4951     
  1036.56        500.000                 NaN            NaN            NaN   2.65532        7.12200        4.70780                 NaN   43.5517       0.499003        41.4642     
  1035.57        500.000                 NaN            NaN            NaN   2.65731        7.12244        4.70501                 NaN   43.5500       0.499046        41.4662     
  1034.58        500.000                 NaN            NaN            NaN   2.65928        7.12289        4.70225                 NaN   43.5483       0.499089        41.4682     
  1033.59        500.000                 NaN            NaN            NaN   2.66125        7.12333        4.69951                 NaN   43.5466       0.499131        41.4701     
  1032.61        500.000                 NaN            NaN            NaN   2.66321        7.12379        4.69679                 NaN   43.5449       0.499171        41.4721     
  1031.62        500.000                 NaN            NaN            NaN   2.66515        7.12424        4.69409                 NaN   43.5432       0.499211        41.4741     
  1030.63        500.000                 NaN            NaN            NaN   2.66709        7.12470        4.69141                 NaN   43.5415       0.499251        41.4760     
  1029.64        500.000                 NaN            NaN            NaN   2.66901        7.12516        4.68875                 NaN   43.5398       0.499289        41.4780     
  1028.65        500.000                 NaN            NaN            NaN   2.66618        7.12679        4.69727                 NaN   43.5325       0.498683        41.4785     
  1027.67        500.000                 NaN            NaN            NaN   2.66810        7.12724        4.69461                 NaN   43.5309       0.498716        41.4805     
  1026.68        500.000                 NaN            NaN            NaN   2.67001        7.12768        4.69197                 NaN   43.5292       0.498749        41.4824     
  1025.69        500.000                 NaN            NaN            NaN   2.67188        7.12814        4.68940                 NaN   43.5274       0.498776        41.4844     
  1024.70        500.000                 NaN            NaN            NaN   2.67848        7.12640        4.67634                 NaN   43.5309       0.499700        41.4882     
  1023.71        500.000                 NaN            NaN            NaN   2.68048        7.12690        4.67339                 NaN   43.5293       0.499759        41.4902     
  1022.73        500.000                 NaN            NaN            NaN   2.68120        7.12908        4.67319                 NaN   43.5256       0.499410        41.4915     
  1021.74        500.000                 NaN            NaN            NaN   2.68377        7.12941        4.66897                 NaN   43.5249       0.499469        41.4935     
  1020.75        500.000                 NaN            NaN            NaN   2.68589        7.12957        4.66572                 NaN   43.5239       0.499563        41.4954     
  1019.76        500.000                 NaN            NaN            NaN   2.68766        7.12979        4.66332                 NaN   43.5224       0.499590        41.4973     
  1018.77        500.000                 NaN            NaN            NaN   2.68962        7.13050        4.66076                 NaN   43.5201       0.499655        41.4993     
  1017.78        500.000                 NaN            NaN            NaN   2.69124        7.13102        4.65867                 NaN   43.5182       0.499673        41.5012     
  1016.80        500.000                 NaN            NaN            NaN   2.69348        7.13037        4.65525                 NaN   43.5175       0.499964        41.5034     
  1015.81        500.000                 NaN            NaN            NaN   2.69508        7.13015        4.65247                 NaN   43.5174       0.500041        41.5049     
  1014.82        500.000                 NaN            NaN            NaN   2.69659        7.13258        4.65146                 NaN   43.5128       0.499701        41.5069     
  1013.83        500.000                 NaN            NaN            NaN   2.69839        7.13303        4.64906                 NaN   43.5109       0.499797        41.5088     
  1012.84        500.000                 NaN            NaN            NaN   2.70007        7.13364        4.64708                 NaN   43.5087       0.499785        41.5108     
  1011.86        500.000                 NaN            NaN            NaN   2.70193        7.13428        4.64454                 NaN   43.5066       0.499846        41.5128     
  1010.87        500.000                 NaN            NaN            NaN   2.70364        7.13471        4.64221                 NaN   43.5050       0.499866        41.5146     
  1009.88        500.000                 NaN            NaN            NaN   2.70539        7.13524        4.63975                 NaN   43.5032       0.499917        41.5165     
  1008.89        500.000                 NaN            NaN            NaN   2.70718        7.13589        4.63775                 NaN   43.5008       0.499873        41.5185     
  1007.90        500.000                 NaN            NaN            NaN   2.70872        7.13625        4.63550                 NaN   43.4994       0.499913        41.5202     
  1006.92        500.000                 NaN            NaN            NaN   2.71059        7.13680        4.63294                 NaN   43.4975       0.499975        41.5222     
  1005.93        500.000                 NaN            NaN            NaN   2.71201        7.13689        4.63181                 NaN   43.4950       0.500104        41.5242     
  1004.94        500.000                 NaN            NaN            NaN   2.71341        7.13826        4.63001                 NaN   43.4927       0.499848        41.5258     
  1003.95        500.000                 NaN            NaN            NaN   2.71558        7.13847        4.62663                 NaN   43.4915       0.500002        41.5278     
  1002.96        500.000                 NaN            NaN            NaN   2.71733        7.13950        4.62518                 NaN   43.4880       0.499945        41.5301     
  1001.98        500.000                 NaN            NaN            NaN   2.71884        7.13954        4.62246                 NaN   43.4876       0.500040        41.5316     
  1000.99        500.000                 NaN            NaN            NaN   2.70468        7.12840        4.61859                 NaN   43.5257       0.503485        41.5192     
  1000.00        500.000                 NaN            NaN            NaN   2.72211        7.14068        4.61832                 NaN   43.4835       0.500069        41.5353     
