|6.6.6
Archiving\03_Data\eqfracLP/QFM_m2.25/LAR/LAR_3.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          12
T(K)           P(bar)         melt(TH)       Cpx(TH)        Cpx(TH)        Cpx(TH)        an             O(HP)          Sp(TH)         San(TH)        ilm            q             
  1172.32        500.000                 NaN   6.09146       0.265346E-004            NaN   6.94428        1.57784                 NaN   43.9748       0.424305        40.9873     
  1171.33        500.000                 NaN   6.07592       0.261354E-004            NaN   6.94349        1.58719                 NaN   43.9764       0.424791        40.9922     
  1170.33        500.000                 NaN   6.06060       0.257545E-004            NaN   6.94272        1.59641                 NaN   43.9780       0.425270        40.9970     
  1169.34        500.000                 NaN   6.04550       0.253896E-004            NaN   6.94196        1.60550                 NaN   43.9795       0.425741        41.0018     
  1168.34        500.000                 NaN   6.03061       0.196896E-004            NaN   6.94121        1.61446                 NaN   43.9810       0.426205        41.0065     
  1167.34        500.000                 NaN   6.01594       0.247017E-004            NaN   6.94048        1.62329                 NaN   43.9825       0.426662        41.0111     
  1166.35        500.000                 NaN   6.00150       0.243763E-004            NaN   6.93976        1.63199                 NaN   43.9839       0.427112        41.0157     
  1165.35        500.000                 NaN   5.98724       0.240610E-004            NaN   6.93905        1.64058                 NaN   43.9853       0.427555        41.0203     
  1164.35        500.000                 NaN   5.97311       0.237512E-004            NaN   6.93834        1.64910                 NaN   43.9866       0.427994        41.0248     
  1163.36        500.000                 NaN   5.95926       0.234498E-004            NaN   6.93765        1.65745                 NaN   43.9879       0.428424        41.0293     
  1162.36        500.000                 NaN   5.94559       0.231548E-004            NaN   6.93699        1.66569                 NaN   43.9892       0.428848        41.0337     
  1161.37        500.000                 NaN   5.93219       0.228613E-004            NaN   6.93633        1.67378                 NaN   43.9904       0.429260        41.0380     
  1160.37        500.000                 NaN   1.74060        7.08224       0.494619E-004   7.19844                 NaN            NaN   43.3299       0.313507        40.3353     
  1159.37        500.000                 NaN   5.64642       0.412390                 NaN   6.94542        1.60355                 NaN   43.9558       0.424361        41.0120     
  1158.38        500.000                 NaN   5.87466       0.330186E-001            NaN   6.93553        1.68922                 NaN   43.9902       0.429893        41.0475     
  1157.38        500.000                 NaN   5.86341       0.301045E-001            NaN   6.93481        1.69773                 NaN   43.9916       0.430338        41.0520     
  1156.39        500.000                 NaN   5.85184       0.275832E-001            NaN   6.93410        1.70617                 NaN   43.9930       0.430783        41.0565     
  1155.39        500.000                 NaN   5.84075       0.253526E-001            NaN   6.93344        1.71421                 NaN   43.9943       0.431194        41.0608     
  1154.39        500.000                 NaN   5.82973       0.234158E-001            NaN   6.93316        1.72187                 NaN   43.9954       0.431592        41.0649     
  1153.40        500.000                 NaN   5.81875       0.216674E-001            NaN   6.93253        1.72957                 NaN   43.9965       0.431983        41.0690     
  1152.40        500.000                 NaN   5.80773       0.202273E-001            NaN   6.93192        1.73710                 NaN   43.9975       0.432363        41.0732     
  1151.41        500.000                 NaN   5.79674       0.189521E-001            NaN   6.93132        1.74452                 NaN   43.9985       0.432737        41.0772     
  1150.41        500.000                 NaN   5.79747       0.534890E-003            NaN   6.93012        1.75506                 NaN   44.0009       0.433325        41.0826     
  1149.41        500.000                 NaN   5.78609       0.510520E-003            NaN   6.92960        1.76198                 NaN   44.0017       0.433671        41.0865     
  1148.42        500.000                 NaN   5.77481       0.500606E-003            NaN   6.92909        1.76883                 NaN   44.0025       0.434010        41.0903     
  1147.42        500.000                 NaN   5.76373       0.500967E-003            NaN   6.92862        1.77556                 NaN   44.0032       0.434339        41.0941     
  1146.43        500.000                 NaN   5.75241       0.492409E-003            NaN   6.92807        1.78242                 NaN   44.0040       0.434685        41.0979     
  1145.43        500.000                 NaN   5.74151       0.481595E-003            NaN   6.92759        1.78905                 NaN   44.0047       0.435012        41.1016     
  1144.43        500.000                 NaN   5.73073       0.471893E-003            NaN   6.92711        1.79561                 NaN   44.0054       0.435335        41.1053     
  1143.44        500.000                 NaN   5.72044       0.861735E-006            NaN   6.92664        1.80214                 NaN   44.0061       0.435656        41.1091     
  1142.44        500.000                 NaN   5.70995       0.336668E-005            NaN   6.92619        1.80853                 NaN   44.0067       0.435969        41.1127     
  1141.44        500.000                 NaN   5.68041       0.224245E-001            NaN   6.92613        1.81302                 NaN   44.0063       0.436144        41.1155     
  1140.45        500.000                 NaN   5.66942       0.230979E-001            NaN   6.92568        1.81930                 NaN   44.0069       0.436451        41.1191     
  1139.45        500.000                 NaN   5.60274       0.883333E-001            NaN   6.92631        1.82065                 NaN   44.0049       0.436392        41.1207     
  1138.46        500.000                 NaN   5.59130       0.894341E-001            NaN   6.92585        1.82694                 NaN   44.0054       0.436700        41.1243     
  1137.46        500.000                 NaN   5.58023       0.902993E-001            NaN   6.92541        1.83316                 NaN   44.0060       0.437005        41.1279     
  1136.46        500.000                 NaN   5.56938       0.910524E-001            NaN   6.92497        1.83931                 NaN   44.0065       0.437305        41.1315     
  1135.47        500.000                 NaN   5.63968       0.226537E-004            NaN   6.92323        1.85134                 NaN   44.0103       0.438045        41.1374     
  1134.47        500.000                 NaN   5.63010       0.216279E-004            NaN   6.92284        1.85718                 NaN   44.0108       0.438327        41.1408     
  1133.48        500.000                 NaN   5.62072       0.729005E-005            NaN   6.92241        1.86293                 NaN   44.0112       0.438601        41.1441     
  1132.48        500.000                 NaN   5.61130       0.680052E-005  0.957606E-006   6.92210        1.86870                 NaN   44.0115       0.438871        41.1475     
  1131.48        500.000                 NaN   5.60204       0.992092E-006            NaN   6.92175        1.87436                 NaN   44.0118       0.439145        41.1509     
  1130.49        500.000                 NaN   5.59282       0.403103E-005            NaN   6.92137        1.87999                 NaN   44.0122       0.439411        41.1542     
  1129.49        500.000                 NaN   5.58373       0.379384E-005            NaN   6.92101        1.88555                 NaN   44.0125       0.439675        41.1575     
  1128.50        500.000                 NaN   5.57473       0.358544E-005            NaN   6.92066        1.89106                 NaN   44.0129       0.439938        41.1607     
  1127.50        500.000                 NaN   5.56575       0.371398E-005            NaN   6.92032        1.89656                 NaN   44.0132       0.440200        41.1640     
  1126.50        500.000                 NaN   5.55678                 NaN            NaN   6.91996        1.90204                 NaN   44.0135       0.440462        41.1673     
  1125.51        500.000                 NaN   5.56920                 NaN            NaN   6.92261        1.89627                 NaN   44.0059       0.439735        41.1663     
  1124.51        500.000                 NaN   5.53935                 NaN            NaN   6.91932        1.91274                 NaN   44.0139       0.440963        41.1737     
  1123.52        500.000                 NaN   5.53111                 NaN            NaN   6.91904        1.91782                 NaN   44.0141       0.441195        41.1768     
  1122.52        500.000                 NaN   5.52267                 NaN            NaN   6.91874        1.92300                 NaN   44.0142       0.441431        41.1799     
  1121.52        500.000                 NaN   5.51441                 NaN            NaN   6.91846        1.92809                 NaN   44.0143       0.441664        41.1830     
  1120.53        500.000                 NaN   5.50673                 NaN            NaN   6.91825        1.93286                 NaN   44.0143       0.441867        41.1860     
  1119.53        500.000                 NaN   5.49822                 NaN            NaN   6.91791        1.93808                 NaN   44.0145       0.442116        41.1892     
  1118.53        500.000                 NaN   5.49019                 NaN            NaN   6.91766        1.94302                 NaN   44.0146       0.442346        41.1922     
  1117.54        500.000                 NaN   5.48231                 NaN            NaN   6.91741        1.94789                 NaN   44.0146       0.442563        41.1952     
  1116.54        500.000                 NaN   5.47452                 NaN            NaN   6.91716        1.95271                 NaN   44.0146       0.442776        41.1982     
  1115.55        500.000                 NaN   5.46667                 NaN            NaN   6.91690        1.95756                 NaN   44.0147       0.442995        41.2012     
  1114.55        500.000                 NaN   5.45908                 NaN            NaN   6.91667        1.96226                 NaN   44.0147       0.443201        41.2041     
  1113.55        500.000                 NaN   5.45151                 NaN            NaN   6.91645        1.96696                 NaN   44.0146       0.443409        41.2071     
  1112.56        500.000                 NaN   5.44393                 NaN            NaN   6.91622        1.97165                 NaN   44.0146       0.443618        41.2100     
  1111.56        500.000                 NaN   5.43642                 NaN            NaN   6.91600        1.97630                 NaN   44.0145       0.443825        41.2129     
  1110.57        500.000                 NaN   5.42921                 NaN            NaN   6.91579        1.98079                 NaN   44.0144       0.444017        41.2158     
  1109.57        500.000                 NaN   5.42188                 NaN            NaN   6.91559        1.98534                 NaN   44.0143       0.444216        41.2187     
  1108.57        500.000                 NaN   5.41469                 NaN            NaN   6.91540        1.98981                 NaN   44.0142       0.444409        41.2215     
  1107.58        500.000                 NaN   5.40758                 NaN            NaN   6.91521        1.99424                 NaN   44.0140       0.444599        41.2244     
  1106.58        500.000                 NaN   5.40044                 NaN            NaN   6.91501        1.99868                 NaN   44.0139       0.444793        41.2272     
  1105.59        500.000                 NaN   5.39340                 NaN            NaN   6.91488        2.00305                 NaN   44.0137       0.444982        41.2300     
  1104.59        500.000                 NaN   5.38656                 NaN            NaN   6.91467        2.00733                 NaN   44.0135       0.445162        41.2328     
  1103.59        500.000                 NaN   5.37972                 NaN            NaN   6.91451        2.01161                 NaN   44.0133       0.445341        41.2356     
  1102.60        500.000                 NaN   5.37274                 NaN            NaN   6.91433        2.01595                 NaN   44.0131       0.445530        41.2384     
  1101.60        500.000                 NaN   5.36624                 NaN            NaN   6.91420        2.02004                 NaN   44.0128       0.445694        41.2410     
  1100.61        500.000                 NaN   5.35952                 NaN            NaN   6.91407        2.02424                 NaN   44.0125       0.445866        41.2438     
  1099.61        500.000                 NaN   5.35281                 NaN            NaN   6.91389        2.02843                 NaN   44.0123       0.446050        41.2465     
  1098.61        500.000                 NaN   5.34769                 NaN            NaN   6.91394        2.03179                 NaN   44.0115       0.446143        41.2489     
  1097.62        500.000                 NaN   5.33967                 NaN            NaN   6.91366        2.03663                 NaN   44.0117       0.446404        41.2519     
  1096.62        500.000                 NaN   5.33479                 NaN            NaN   6.91367        2.03989                 NaN   44.0109       0.446475        41.2543     
  1095.62        500.000                 NaN   5.32855                 NaN            NaN   6.91357        2.04383                 NaN   44.0105       0.446631        41.2569     
  1094.63        500.000                 NaN   5.32227                 NaN            NaN   6.91345        2.04778                 NaN   44.0101       0.446791        41.2596     
  1093.63        500.000                 NaN   5.31593                 NaN            NaN   6.91333        2.05176                 NaN   44.0098       0.446954        41.2622     
  1092.64        500.000                 NaN   5.30976                 NaN            NaN   6.91323        2.05567                 NaN   44.0094       0.447113        41.2648     
  1091.64        500.000                 NaN   5.30364                 NaN            NaN   6.91314        2.05951                 NaN   44.0090       0.447262        41.2674     
  1090.64        500.000                 NaN   5.29755                 NaN            NaN   6.91305        2.06335                 NaN   44.0086       0.447412        41.2700     
  1089.65        500.000                 NaN   5.29150                 NaN            NaN   6.91296        2.06717                 NaN   44.0082       0.447565        41.2726     
  1088.65        500.000                 NaN   5.28548                 NaN            NaN   6.91286        2.07097                 NaN   44.0078       0.447717        41.2752     
  1087.66        500.000                 NaN   5.28177                 NaN            NaN   6.91307        2.07359                 NaN   44.0065       0.447744        41.2773     
  1086.66        500.000                 NaN   5.27443                 NaN            NaN   6.91281        2.07807                 NaN   44.0066       0.447969        41.2802     
  1085.66        500.000                 NaN   5.26863                 NaN            NaN   6.91273        2.08176                 NaN   44.0061       0.448112        41.2827     
  1084.67        500.000                 NaN   5.26235                 NaN            NaN   6.91299        2.08563                 NaN   44.0053       0.448324        41.2854     
  1083.67        500.000                 NaN   5.25661                 NaN            NaN   6.91289        2.08929                 NaN   44.0049       0.448448        41.2879     
  1082.68        500.000                 NaN   5.25111                 NaN            NaN   6.91281        2.09280                 NaN   44.0044       0.448565        41.2903     
  1081.68        500.000                 NaN   5.24534                 NaN            NaN   6.91271        2.09646                 NaN   44.0040       0.448713        41.2928     
  1080.68        500.000                 NaN   5.23952                 NaN            NaN   6.91260        2.10014                 NaN   44.0035       0.448864        41.2954     
  1079.69        500.000                 NaN   5.23330                 NaN            NaN   6.91240        2.10404                 NaN   44.0033       0.449014        41.2979     
  1078.69        500.000                 NaN   5.22797                 NaN            NaN   6.91234        2.10747                 NaN   44.0027       0.449134        41.3004     
  1077.70        500.000                 NaN   5.22238                 NaN            NaN   6.91225        2.11104                 NaN   44.0022       0.449271        41.3029     
  1076.70        500.000                 NaN   5.21720                 NaN            NaN   6.91220        2.11439                 NaN   44.0016       0.449387        41.3053     
  1075.70        500.000                 NaN   5.21212                 NaN            NaN   6.91217        2.11768                 NaN   44.0009       0.449497        41.3077     
  1074.71        500.000                 NaN   5.20705                 NaN            NaN   6.91216        2.12097                 NaN   44.0002       0.449607        41.3101     
  1073.71        500.000                 NaN   5.20202                 NaN            NaN   6.91214        2.12423                 NaN   43.9995       0.449716        41.3124     
  1072.71        500.000                 NaN   5.19703                 NaN            NaN   6.91213        2.12748                 NaN   43.9987       0.449823        41.3148     
  1071.72        500.000                 NaN   5.19200                 NaN            NaN   6.91218        2.13077                 NaN   43.9979       0.449912        41.3172     
  1070.72        500.000                 NaN   5.18711                 NaN            NaN   6.91221        2.13397                 NaN   43.9971       0.450008        41.3196     
  1069.73        500.000                 NaN   5.18226                 NaN            NaN   6.91225        2.13715                 NaN   43.9963       0.450103        41.3219     
  1068.73        500.000                 NaN   5.17735                 NaN            NaN   6.91226        2.14036                 NaN   43.9956       0.450202        41.3243     
  1067.73        500.000                 NaN   5.17280                 NaN            NaN   6.91233        2.14337                 NaN   43.9947       0.450284        41.3265     
  1066.74        500.000                 NaN   5.16829                 NaN            NaN   6.91239        2.14637                 NaN   43.9938       0.450364        41.3288     
  1065.74        500.000                 NaN   5.16361                 NaN            NaN   6.91242        2.14945                 NaN   43.9930       0.450455        41.3311     
  1064.75        500.000                 NaN   5.15868                 NaN            NaN   6.91243        2.15265                 NaN   43.9922       0.450559        41.3334     
  1063.75        500.000                 NaN   5.15368                 NaN            NaN   6.91241        2.15589                 NaN   43.9915       0.450669        41.3358     
  1062.75        500.000                 NaN   5.14875                 NaN            NaN   6.91241        2.15908                 NaN   43.9908       0.450775        41.3381     
  1061.76        500.000                 NaN   5.14370                 NaN            NaN   6.91239        2.16234                 NaN   43.9902       0.450890        41.3405     
  1060.76        500.000                 NaN   5.14041                 NaN            NaN   6.91259        2.16470                 NaN   43.9889       0.450905        41.3425     
  1059.77        500.000                 NaN   5.13596                 NaN            NaN   6.91279        2.16744                 NaN   43.9883       0.450964        41.3445     
  1058.77        500.000                 NaN   5.10645                 NaN            NaN   6.91624        2.19274                 NaN   43.9762       0.449732        41.3586     
  1057.77        500.000                 NaN   5.12650                 NaN            NaN   6.91287        2.17358                 NaN   43.9868       0.451144        41.3491     
  1056.78        500.000                 NaN   5.12175                 NaN            NaN   6.91289        2.17665                 NaN   43.9861       0.451239        41.3514     
  1055.78        500.000                 NaN   5.11766                 NaN            NaN   6.91281        2.17967                 NaN   43.9847       0.451341        41.3538     
  1054.78        500.000                 NaN   5.11330                 NaN            NaN   6.91286        2.18255                 NaN   43.9839       0.451420        41.3560     
  1053.79        500.000                 NaN   5.10972                 NaN            NaN   6.91348        2.18487                 NaN   43.9823       0.451576        41.3580     
  1052.79        500.000                 NaN   5.10379                 NaN            NaN   6.91336        2.18853                 NaN   43.9820       0.451756        41.3605     
  1051.80        500.000                 NaN   5.09937                 NaN            NaN   6.91343        2.19144                 NaN   43.9811       0.451844        41.3628     
  1050.80        500.000                 NaN   5.09514                 NaN            NaN   6.91354        2.19426                 NaN   43.9802       0.451924        41.3650     
  1049.80        500.000                 NaN   5.09078                 NaN            NaN   6.91362        2.19714                 NaN   43.9792       0.452011        41.3672     
  1048.81        500.000                 NaN   5.08669                 NaN            NaN   6.91375        2.19989                 NaN   43.9782       0.452083        41.3694     
  1047.81        500.000                 NaN   5.08255                 NaN            NaN   6.91387        2.20266                 NaN   43.9772       0.452159        41.3716     
  1046.82        500.000                 NaN   5.07843                 NaN            NaN   6.91399        2.20542                 NaN   43.9762       0.452234        41.3737     
  1045.82        500.000                 NaN   5.07442                 NaN            NaN   6.91420        2.20813                 NaN   43.9751       0.452295        41.3759     
  1044.82        500.000                 NaN   5.07038                 NaN            NaN   6.91430        2.21082                 NaN   43.9741       0.452373        41.3780     
  1043.83        500.000                 NaN   5.06642                 NaN            NaN   6.91439        2.21347                 NaN   43.9731       0.452449        41.3802     
  1042.83        500.000                 NaN   5.06251                 NaN            NaN   6.91452        2.21611                 NaN   43.9720       0.452516        41.3823     
  1041.84        500.000                 NaN   5.05863                 NaN            NaN   6.91468        2.21877                 NaN   43.9709       0.452577        41.3845     
  1040.84        500.000                 NaN   5.05483                 NaN            NaN   6.91484        2.22137                 NaN   43.9697       0.452638        41.3866     
  1039.84        500.000                 NaN   5.05102                 NaN            NaN   6.91503        2.22398                 NaN   43.9686       0.452698        41.3887     
  1038.85        500.000                 NaN   5.04699                 NaN            NaN   6.91523        2.22669                 NaN   43.9674       0.452763        41.3909     
  1037.85        500.000                 NaN   5.04346                 NaN            NaN   6.91532        2.22913                 NaN   43.9663       0.452822        41.3929     
  1036.86        500.000                 NaN   5.04270                 NaN            NaN   6.91592        2.23021                 NaN   43.9637       0.452619        41.3949     
  1035.86        500.000                 NaN   5.03625                 NaN            NaN   6.91571        2.23411                 NaN   43.9639       0.452918        41.3971     
  1034.86        500.000                 NaN   5.03269                 NaN            NaN   6.91591        2.23658                 NaN   43.9627       0.452965        41.3992     
  1033.87        500.000                 NaN   5.02905                 NaN            NaN   6.91610        2.23908                 NaN   43.9615       0.453022        41.4013     
  1032.87        500.000                 NaN   5.02550                 NaN            NaN   6.91629        2.24154                 NaN   43.9603       0.453072        41.4033     
  1031.87        500.000                 NaN   5.02203                 NaN            NaN   6.91649        2.24396                 NaN   43.9590       0.453117        41.4054     
  1030.88        500.000                 NaN   5.01853                 NaN            NaN   6.91682        2.24638                 NaN   43.9577       0.453170        41.4074     
  1029.88        500.000                 NaN   5.01508                 NaN            NaN   6.91692        2.24880                 NaN   43.9565       0.453211        41.4095     
  1028.89        500.000                 NaN   5.01127                 NaN            NaN   6.91706        2.25139                 NaN   43.9554       0.453281        41.4116     
  1027.89        500.000                 NaN   5.00770                 NaN            NaN   6.91728        2.25385                 NaN   43.9542       0.453329        41.4137     
  1026.89        500.000                 NaN   5.00411                 NaN            NaN   6.91747        2.25632                 NaN   43.9530       0.453384        41.4158     
  1025.90        500.000                 NaN   5.00042                 NaN            NaN   6.91764        2.25885                 NaN   43.9518       0.453446        41.4179     
  1024.90        500.000                 NaN   5.01101                 NaN            NaN   6.91993        2.25457                 NaN   43.9443       0.452614        41.4175     
  1023.91        500.000                 NaN   5.00784                 NaN            NaN   6.92019        2.25685                 NaN   43.9429       0.452644        41.4195     
  1022.91        500.000                 NaN   5.00144                 NaN            NaN   6.91997        2.26066                 NaN   43.9430       0.452876        41.4221     
  1021.91        500.000                 NaN   5.00133                 NaN            NaN   6.92068        2.26149                 NaN   43.9402       0.452714        41.4236     
  1020.92        500.000                 NaN   4.99968                 NaN            NaN   6.92117        2.26304                 NaN   43.9381       0.452648        41.4253     
  1019.92        500.000                 NaN   4.99620                 NaN            NaN   6.92138        2.26547                 NaN   43.9368       0.452698        41.4274     
  1018.93        500.000                 NaN   4.97812                 NaN            NaN   6.91940        2.27476                 NaN   43.9422       0.453674        41.4319     
  1017.93        500.000                 NaN   4.98870                 NaN            NaN   6.92172        2.27056                 NaN   43.9346       0.452834        41.4316     
  1016.93        500.000                 NaN   4.97064                 NaN            NaN   6.91972        2.27979                 NaN   43.9400       0.453802        41.4360     
  1015.94        500.000                 NaN   4.96810                 NaN            NaN   6.92008        2.28177                 NaN   43.9383       0.453807        41.4380     
  1014.94        500.000                 NaN   4.96524                 NaN            NaN   6.92038        2.28390                 NaN   43.9367       0.453824        41.4399     
  1013.95        500.000                 NaN   4.96195                 NaN            NaN   6.92062        2.28622                 NaN   43.9354       0.453868        41.4420     
  1012.95        500.000                 NaN   4.95879                 NaN            NaN   6.92088        2.28848                 NaN   43.9340       0.453906        41.4440     
  1011.95        500.000                 NaN   4.96867                 NaN            NaN   6.92312        2.28465                 NaN   43.9266       0.453101        41.4439     
  1010.96        500.000                 NaN   4.96634                 NaN            NaN   6.92351        2.28653                 NaN   43.9248       0.453081        41.4457     
  1009.96        500.000                 NaN   4.94987                 NaN            NaN   6.92174        2.29497                 NaN   43.9296       0.453973        41.4499     
  1008.96        500.000                 NaN   4.94702                 NaN            NaN   6.92204        2.29708                 NaN   43.9280       0.453993        41.4518     
  1007.97        500.000                 NaN   4.94414                 NaN            NaN   6.92234        2.29919                 NaN   43.9265       0.454013        41.4538     
  1006.97        500.000                 NaN   4.94128                 NaN            NaN   6.92264        2.30130                 NaN   43.9250       0.454031        41.4557     
  1005.98        500.000                 NaN   4.93838                 NaN            NaN   6.92294        2.30343                 NaN   43.9235       0.454051        41.4577     
  1004.98        500.000                 NaN   4.93552                 NaN            NaN   6.92324        2.30554                 NaN   43.9220       0.454072        41.4597     
  1003.98        500.000                 NaN   4.93264                 NaN            NaN   6.92355        2.30765                 NaN   43.9204       0.454093        41.4616     
  1002.99        500.000                 NaN   4.93012                 NaN            NaN   6.92381        2.30958                 NaN   43.9189       0.454116        41.4635     
  1001.99        500.000                 NaN   4.92720                 NaN            NaN   6.92411        2.31172                 NaN   43.9174       0.454141        41.4655     
  1001.00        500.000                 NaN   4.92424                 NaN            NaN   6.92440        2.31387                 NaN   43.9159       0.454168        41.4674     
  1000.00        500.000                 NaN   4.92152                 NaN            NaN   6.92473        2.31590                 NaN   43.9143       0.454180        41.4694     
