|6.6.6
Archiving\03_Data\eqLP/QFM_m1.25/WD94/WD94_3.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       melt(TH)       mang           O(HP)          pxmn           Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ab            
  1323.72        500.000        7.77509                 NaN            NaN   53.9547       0.765997       0.615603        23.7266        4.21500        6.18828        2.75867                 NaN            NaN
  1320.51        500.000        7.77493                 NaN            NaN   53.9546       0.766005       0.615620        23.7267        4.21502        6.18828        2.75884                 NaN            NaN
  1317.31        500.000        7.77476                 NaN            NaN   53.9545       0.766014       0.615636        23.7267        4.21504        6.18828        2.75900                 NaN            NaN
  1314.10        500.000        7.77460                 NaN            NaN   53.9544       0.766022       0.615653        23.7268        4.21506        6.18828        2.75917                 NaN            NaN
  1310.90        500.000        7.77443                 NaN            NaN   53.9544       0.766030       0.615669        23.7268        4.21509        6.18828        2.75933                 NaN            NaN
  1307.69        500.000        6.50040                 NaN            NaN   54.0270       0.766972       0.648571        23.2785        6.46896        5.00114        3.30849                 NaN            NaN
  1304.49        500.000        6.50029                 NaN            NaN   54.0269       0.766979       0.648588        23.2785        6.46895        5.00116        3.30868                 NaN            NaN
  1301.28        500.000        6.22924                 NaN            NaN   54.0378       0.767195       0.655940        23.1937        5.16238        6.52427        3.42945                 NaN            NaN
  1298.08        500.000        6.09953                 NaN            NaN   54.0423       0.767303       0.659510        23.1551        6.55091        5.23777        3.48758                 NaN            NaN
  1294.87        500.000                 NaN            NaN            NaN   54.4516       0.770593       0.669221        23.0574        6.14938        6.99073        4.13139        3.77971                 NaN
  1291.67        500.000                 NaN            NaN            NaN   54.4513       0.770598       0.669236        23.0574        6.14939        6.99071        4.13162        3.77978                 NaN
  1288.46        500.000                 NaN            NaN            NaN   54.4510       0.770604       0.669251        23.0573        6.14941        6.99070        4.13186        3.77984                 NaN
  1285.26        500.000                 NaN            NaN            NaN   54.4507       0.770609       0.669267        23.0573        6.14942        6.99068        4.13209        3.77991                 NaN
  1282.05        500.000                 NaN            NaN            NaN   54.4665       0.770561       0.679487        23.0854        7.00298        6.03215        4.17725        3.78566                 NaN
  1278.85        500.000                 NaN            NaN            NaN   54.4663       0.770567       0.679503        23.0853        7.00296        6.03216        4.17748        3.78573                 NaN
  1275.64        500.000                 NaN            NaN            NaN   54.4660       0.770572       0.679518        23.0853        7.00295        6.03218        4.17772        3.78579                 NaN
  1272.44        500.000                 NaN            NaN            NaN   54.4657       0.770577       0.679534        23.0853        7.00293        6.03220        4.17795        3.78585                 NaN
  1269.23        500.000                 NaN            NaN            NaN   54.4654       0.770583       0.679549        23.0853        7.00291        6.03221        4.17819        3.78592                 NaN
  1266.03        500.000                 NaN            NaN            NaN   54.4651       0.770588       0.679565        23.0852        7.00290        6.03223        4.17843        3.78598                 NaN
  1262.82        500.000                 NaN            NaN            NaN   54.4648       0.770593       0.679580        23.0852        7.00288        6.03224        4.17866        3.78604                 NaN
  1259.62        500.000                 NaN            NaN            NaN   54.4645       0.770599       0.679596        23.0852        7.00286        6.03226        4.17890        3.78611                 NaN
  1256.41        500.000                 NaN            NaN            NaN   54.4974       0.770500       0.699673        23.1453        7.01973        5.80187        4.26638        3.79908                 NaN
  1253.21        500.000                 NaN            NaN            NaN   54.4971       0.770505       0.699689        23.1453        7.01971        5.80188        4.26662        3.79914                 NaN
  1250.00        500.000                 NaN            NaN            NaN   54.4969       0.770511       0.699704        23.1453        7.01969        5.80190        4.26687        3.79921                 NaN
  1246.79        500.000                 NaN            NaN            NaN   54.4966       0.770516       0.699720        23.1452        7.01968        5.80192        4.26711        3.79927                 NaN
  1243.59        500.000                 NaN            NaN            NaN   54.4963       0.770521       0.699736        23.1452        7.01966        5.80193        4.26735        3.79933                 NaN
  1240.38        500.000                 NaN            NaN            NaN   54.4960       0.770526       0.699752        23.1452        7.01964        5.80195        4.26759        3.79940                 NaN
  1237.18        500.000                 NaN            NaN            NaN   54.4957       0.770531       0.699767        23.1452        7.01962        5.80197        4.26783        3.79946                 NaN
  1233.97        500.000                 NaN            NaN            NaN   54.4954       0.770536       0.699783        23.1452        7.01960        5.80198        4.26807        3.79952                 NaN
  1230.77        500.000                 NaN            NaN            NaN   54.5222       0.770447       0.721419        23.1959        7.03568        5.59431        4.34992        3.81014                 NaN
  1227.56        500.000                 NaN            NaN            NaN   54.5219       0.770452       0.721435        23.1959        7.03566        5.59433        4.35017        3.81020                 NaN
  1224.36        500.000                 NaN            NaN            NaN   54.5216       0.770457       0.721451        23.1959        7.03564        5.59435        4.35041        3.81026                 NaN
  1221.15        500.000                 NaN            NaN            NaN   54.5213       0.770462       0.721467        23.1958        7.03562        5.59437        4.35066        3.81032                 NaN
  1217.95        500.000                 NaN            NaN            NaN   54.5210       0.770467       0.721483        23.1958        7.03560        5.59438        4.35090        3.81039                 NaN
  1214.74        500.000                 NaN            NaN            NaN   54.5207       0.770472       0.721499        23.1958        7.03558        5.59440        4.35114        3.81045                 NaN
  1211.54        500.000                 NaN            NaN            NaN   54.5203       0.770477       0.721515        23.1958        7.03556        5.59442        4.35139        3.81051                 NaN
  1208.33        500.000                 NaN            NaN            NaN   54.5200       0.770482       0.721531        23.1958        7.03554        5.59444        4.35163        3.81057                 NaN
  1205.13        500.000                 NaN            NaN            NaN   54.5426       0.770401       0.744269        23.2442        5.40131        7.04849        4.42871        3.81998                 NaN
  1201.92        500.000                 NaN            NaN            NaN   54.5423       0.770406       0.744285        23.2442        5.40133        7.04847        4.42896        3.82005                 NaN
  1198.72        500.000                 NaN            NaN            NaN   54.5420       0.770410       0.744302        23.2442        5.40135        7.04845        4.42921        3.82011                 NaN
  1195.51        500.000                 NaN            NaN            NaN   54.5417       0.770415       0.744318        23.2442        5.40137        7.04843        4.42946        3.82017                 NaN
  1192.31        500.000                 NaN            NaN            NaN   54.5414       0.770420       0.744334        23.2442        5.40139        7.04841        4.42970        3.82023                 NaN
  1189.10        500.000                 NaN            NaN            NaN   54.5410       0.770425       0.744351        23.2441        5.40141        7.04839        4.42995        3.82029                 NaN
  1185.90        500.000                 NaN            NaN            NaN   54.5407       0.770429       0.744367        23.2441        5.40143        7.04837        4.43020        3.82036                 NaN
  1182.69        500.000                 NaN            NaN            NaN   54.5404       0.770434       0.744383        23.2441        5.40145        7.04835        4.43045        3.82042                 NaN
  1179.49        500.000                 NaN            NaN            NaN   54.5587       0.770360       0.768222        23.2926        7.05908        5.21974        4.50287        3.82843                 NaN
  1176.28        500.000                 NaN            NaN            NaN   54.5584       0.770365       0.768238        23.2926        7.05906        5.21976        4.50313        3.82850                 NaN
  1173.08        500.000                 NaN            NaN            NaN   54.5580       0.770370       0.768255        23.2926        7.05904        5.21978        4.50338        3.82856                 NaN
  1169.87        500.000                 NaN            NaN            NaN   54.5577       0.770374       0.768272        23.2926        7.05902        5.21981        4.50363        3.82862                 NaN
  1166.67        500.000                 NaN            NaN            NaN   54.5574       0.770379       0.768288        23.2926        7.05900        5.21983        4.50388        3.82868                 NaN
  1163.46        500.000                 NaN            NaN            NaN   54.5571       0.770383       0.768305        23.2925        7.05898        5.21985        4.50413        3.82874                 NaN
  1160.26        500.000                 NaN            NaN            NaN   54.5568       0.770388       0.768322        23.2925        7.05896        5.21987        4.50438        3.82880                 NaN
  1157.05        500.000                 NaN            NaN            NaN   54.5564       0.770392       0.768338        23.2925        7.05894        5.21989        4.50463        3.82886                 NaN
  1153.85        500.000                 NaN            NaN            NaN   54.5684       0.770325       0.793753        23.3437        7.06830        5.04821        4.57223        3.83507                 NaN
  1150.64        500.000                 NaN            NaN            NaN   54.5681       0.770329       0.793770        23.3437        7.06828        5.04823        4.57248        3.83513                 NaN
  1147.44        500.000                 NaN            NaN            NaN   54.5678       0.770334       0.793788        23.3437        7.06825        5.04825        4.57274        3.83519                 NaN
  1144.23        500.000                 NaN            NaN            NaN   54.5675       0.770338       0.793805        23.3437        7.06823        5.04827        4.57299        3.83525                 NaN
  1141.03        500.000                 NaN            NaN            NaN   54.5671       0.770342       0.793822        23.3437        7.06821        5.04829        4.57324        3.83531                 NaN
  1137.82        500.000                 NaN            NaN            NaN   54.5668       0.770347       0.793839        23.3436        7.06819        5.04831        4.57350        3.83537                 NaN
  1134.62        500.000                 NaN            NaN            NaN   54.5665       0.770351       0.793855        23.3436        7.06817        5.04834        4.57375        3.83543                 NaN
  1131.41        500.000                 NaN            NaN            NaN   54.5661       0.770355       0.793872        23.3436        7.06815        5.04836        4.57401        3.83549                 NaN
  1128.21        500.000                 NaN            NaN            NaN   54.5739       0.770296       0.820662        23.3975        4.88522        7.07486        4.63703        3.84048                 NaN
  1125.00        500.000                 NaN            NaN            NaN   54.5736       0.770300       0.820679        23.3975        4.88524        7.07484        4.63729        3.84054                 NaN
  1121.79        500.000                 NaN            NaN            NaN   54.5733       0.770304       0.820697        23.3975        4.88526        7.07481        4.63754        3.84060                 NaN
  1118.59        500.000                 NaN            NaN            NaN   54.5729       0.770308       0.820714        23.3975        4.88529        7.07479        4.63780        3.84066                 NaN
  1115.38        500.000                 NaN            NaN            NaN   54.5726       0.770312       0.820732        23.3975        4.88531        7.07477        4.63806        3.84072                 NaN
  1112.18        500.000                 NaN            NaN            NaN   54.5723       0.770316       0.820749        23.3975        4.88533        7.07475        4.63832        3.84078                 NaN
  1108.97        500.000                 NaN            NaN            NaN   54.5719       0.770320       0.820766        23.3975        4.88536        7.07473        4.63857        3.84084                 NaN
  1105.77        500.000                 NaN            NaN            NaN   54.5716       0.770325       0.820784        23.3975        4.88538        7.07470        4.63883        3.84090                 NaN
  1102.56        500.000                 NaN            NaN            NaN   54.5805       0.770274       0.847818        23.4510        7.07845        4.72732        4.69880        3.84589                 NaN
  1099.36        500.000                 NaN            NaN            NaN   54.5801       0.770278       0.847836        23.4510        7.07843        4.72734        4.69906        3.84595                 NaN
  1096.15        500.000                 NaN            NaN            NaN   54.5798       0.770282       0.847854        23.4510        7.07840        4.72737        4.69932        3.84601                 NaN
  1092.95        500.000                 NaN            NaN            NaN   54.5795       0.770286       0.847872        23.4510        7.07838        4.72739        4.69958        3.84607                 NaN
  1089.74        500.000                 NaN            NaN            NaN   54.5791       0.770290       0.847890        23.4510        7.07836        4.72741        4.69984        3.84613                 NaN
  1086.54        500.000                 NaN            NaN            NaN   54.5788       0.770294       0.847907        23.4510        7.07834        4.72744        4.70010        3.84619                 NaN
  1083.33        500.000                 NaN            NaN            NaN   54.5784       0.770298       0.847925        23.4510        7.07831        4.72746        4.70036        3.84624                 NaN
  1080.13        500.000                 NaN            NaN            NaN   54.5781       0.770302       0.847943        23.4510        7.07829        4.72749        4.70062        3.84630                 NaN
  1076.92        500.000                 NaN            NaN            NaN   54.5814       0.770259       0.876729        23.5102        7.08122        4.57478        4.75590        3.84952                 NaN
  1073.72        500.000                 NaN            NaN            NaN   54.5810       0.770262       0.876747        23.5102        7.08119        4.57481        4.75617        3.84958                 NaN
  1070.51        500.000                 NaN            NaN            NaN   54.5807       0.770266       0.876766        23.5102        7.08117        4.57483        4.75643        3.84964                 NaN
  1067.31        500.000                 NaN            NaN            NaN   54.5803       0.770270       0.876784        23.5102        7.08114        4.57486        4.75669        3.84970                 NaN
  1064.10        500.000                 NaN            NaN            NaN   54.5800       0.770274       0.876802        23.5102        7.08112        4.57488        4.75695        3.84976                 NaN
  1060.90        500.000                 NaN            NaN            NaN   54.5796       0.770277       0.876820        23.5102        7.08110        4.57491        4.75722        3.84982                 NaN
  1057.69        500.000                 NaN            NaN            NaN   54.5793       0.770281       0.876838        23.5102        7.08107        4.57493        4.75748        3.84987                 NaN
  1054.49        500.000                 NaN            NaN            NaN   54.5789       0.770285       0.876856        23.5103        7.08105        4.57496        4.75774        3.84993                 NaN
  1051.28        500.000                 NaN            NaN            NaN   54.5726       0.770248       0.908366        23.5787        7.08488        4.42757        4.80768        3.84998                 NaN
  1048.08        500.000                 NaN            NaN            NaN   54.5722       0.770252       0.908384        23.5787        7.08486        4.42759        4.80794        3.85004                 NaN
  1044.87        500.000                 NaN            NaN            NaN   54.5687       0.770246       0.916707        23.5979        7.08589        4.39096        4.81989        3.84966                 NaN
  1041.67        500.000                 NaN            NaN            NaN   54.5660       0.770246       0.921032        23.6085        7.08688        4.37245        4.82584        3.84909                 NaN
  1038.46        500.000                 NaN            NaN            NaN   54.5624       0.770247       0.925259        23.6152        4.36263        7.08962        4.83422        2.80107        1.03937     
  1035.26        500.000                 NaN            NaN            NaN   54.5621       0.770251       0.925278        23.6152        4.36265        7.08960        4.83449        2.80111        1.03935     
  1032.05        500.000                 NaN            NaN            NaN   54.5562       0.770252       0.933276        23.6257        4.34658        7.09675        4.85254       0.587769        3.23096     
  1028.85        500.000                 NaN            NaN            NaN   54.5535       0.770253       0.937453        23.6330        7.09900        4.33434        4.85990                 NaN   3.81255     
  1025.64        500.000                 NaN            NaN            NaN   54.5525       0.770252       0.941716        23.6423        7.09874        4.31544        4.86470                 NaN   3.81438     
  1022.44        500.000                 NaN            NaN            NaN   54.5522       0.770257       0.941736        23.6423        7.09872        4.31547        4.86498                 NaN   3.81431     
  1019.23        500.000                 NaN            NaN            NaN   54.5519       0.770261       0.941757        23.6423        7.09871        4.31551        4.86525                 NaN   3.81424     
  1016.03        500.000                 NaN            NaN            NaN   54.5516       0.770265       0.941777        23.6424        7.09870        4.31554        4.86552                 NaN   3.81417     
  1012.82        500.000                 NaN            NaN            NaN   54.5514       0.770270       0.941797        23.6424        7.09868        4.31557        4.86580                 NaN   3.81410     
  1009.62        500.000                 NaN            NaN            NaN   54.5511       0.770274       0.941818        23.6425        7.09867        4.31561        4.86607                 NaN   3.81403     
  1006.41        500.000                 NaN            NaN            NaN   54.5508       0.770278       0.941838        23.6425        7.09866        4.31564        4.86634                 NaN   3.81397     
  1003.21        500.000                 NaN            NaN            NaN   54.5505       0.770282       0.941858        23.6426        7.09864        4.31568        4.86662                 NaN   3.81390     
  1000.00        500.000                 NaN            NaN            NaN   54.5380       0.770253       0.977435        23.7232        7.10095        4.16330        4.89989                 NaN   3.82697     
