|6.6.6
Archiving\03_Data\Deqfrac/QFM_m2.5/WD94/WD94_1.tab                        
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1283.11        2500.00        81.5821                 NaN            NaN   4.62063       0.999306       0.479140                 NaN   2.59003        9.25061       0.478210                 NaN
  1281.52        2500.00        99.4386                 NaN            NaN  0.550629                 NaN            NaN            NaN  0.583290E-002            NaN  0.489577E-002            NaN
  1279.93        2500.00        88.6560                 NaN  0.491691        3.38279                 NaN            NaN            NaN   1.57646        5.54623       0.346831                 NaN
  1278.34        2500.00        95.1304                 NaN  0.190911        1.48601                 NaN            NaN            NaN  0.631641        2.45426       0.106740                 NaN
  1276.75        2500.00        82.6580                 NaN   1.54308        2.84269                 NaN            NaN            NaN   2.63877        9.72668       0.590746                 NaN
  1275.16        2500.00        87.5417                 NaN  0.465720        2.76659                 NaN            NaN            NaN   1.86691        6.96700       0.392051                 NaN
  1273.57        2500.00        93.5829                 NaN  0.291319        1.24152                 NaN            NaN            NaN  0.971465        3.70206       0.210707                 NaN
  1271.98        2500.00        98.1774                 NaN  0.133035E-001  0.566786                 NaN            NaN            NaN  0.258982       0.945278       0.382904E-001            NaN
  1270.39        2500.00        96.4112                 NaN            NaN  0.982427                 NaN            NaN            NaN  0.535147        1.95832       0.112892                 NaN
  1268.80        2500.00        98.6255                 NaN  0.255558                 NaN            NaN            NaN            NaN  0.242071       0.831400       0.454631E-001            NaN
  1267.21        2500.00        99.2704                 NaN            NaN  0.332317                 NaN            NaN            NaN  0.810334E-001  0.299083       0.171884E-001            NaN
  1265.62        2500.00        99.6634                 NaN            NaN  0.734024E-001            NaN            NaN            NaN  0.497139E-001  0.204219       0.923268E-002            NaN
  1264.03        2500.00        99.1194                 NaN            NaN  0.295745                 NaN            NaN            NaN  0.141020       0.423434       0.204404E-001            NaN
  1262.44        2500.00        99.1442                 NaN            NaN  0.222823                 NaN            NaN            NaN  0.153295       0.470612       0.905504E-002            NaN
  1260.85        2500.00        98.9975                 NaN            NaN  0.740435                 NaN            NaN            NaN  0.457537E-001  0.212677       0.365385E-002            NaN
  1259.26        2500.00        97.9893                 NaN            NaN  0.817392                 NaN            NaN            NaN  0.242847       0.900675       0.497880E-001            NaN
  1257.67        2500.00        98.8165                 NaN            NaN  0.423813                 NaN            NaN            NaN  0.194192       0.550102       0.153490E-001            NaN
  1256.07        2500.00        91.9537                 NaN            NaN   3.64941       0.633400                 NaN            NaN  0.979181        2.68480       0.995183E-001            NaN
  1254.48        2500.00        76.7950                 NaN            NaN   12.1734                 NaN            NaN            NaN   2.50466        8.19921       0.327760                 NaN
  1252.89        2500.00        97.0538                 NaN            NaN  0.989340       0.193252                 NaN            NaN  0.386718        1.30147       0.754657E-001            NaN
  1251.30        2500.00        96.6112                 NaN            NaN   1.15622                 NaN            NaN            NaN  0.413872        1.71352       0.105164                 NaN
  1249.71        2500.00        95.3942                 NaN            NaN   1.56494                 NaN            NaN            NaN  0.609747        2.32596       0.105196                 NaN
  1248.12        2500.00        97.2908                 NaN            NaN   1.09644                 NaN            NaN            NaN  0.391517        1.16753       0.536802E-001            NaN
  1246.53        2500.00        96.7548                 NaN            NaN   1.13727                 NaN            NaN            NaN  0.413703        1.62619       0.679909E-001            NaN
  1244.94        2500.00        96.8957                 NaN            NaN  0.440240       0.617857                 NaN            NaN  0.411923        1.56144       0.728594E-001            NaN
  1243.35        2500.00        96.5899                 NaN            NaN   1.28722                 NaN            NaN            NaN  0.450363        1.60693       0.655624E-001            NaN
  1241.76        2500.00        96.9800                 NaN            NaN   1.05543                 NaN            NaN            NaN  0.403129        1.49737       0.640328E-001            NaN
  1240.17        2500.00        97.1308                 NaN            NaN  0.997172                 NaN            NaN            NaN  0.378097        1.43172       0.621741E-001            NaN
  1238.58        2500.00        95.8649                 NaN            NaN  0.749828                 NaN            NaN            NaN  0.596887        2.60940       0.179003                 NaN
  1236.99        2500.00        94.6793                 NaN            NaN  0.132403       0.544318       0.891434                 NaN  0.646871        2.89648       0.209234                 NaN
  1235.40        2500.00        98.7150                 NaN            NaN   1.05436                 NaN            NaN            NaN  0.230606                 NaN            NaN            NaN
  1233.81        2500.00        99.0600                 NaN            NaN  0.450860                 NaN            NaN            NaN  0.744098E-001  0.414764                 NaN            NaN
  1232.22        2500.00        98.0188                 NaN            NaN  0.648290                 NaN            NaN            NaN  0.156652        1.14978       0.264423E-001            NaN
  1230.63        2500.00        83.3745                 NaN            NaN   1.54545       0.363710                 NaN            NaN   1.49686        6.97902       0.176269        6.06421     
  1229.04        2500.00                 NaN            NaN            NaN   17.3321                 NaN            NaN            NaN   8.64331        43.2662       0.918898        29.8395     
  1227.45        2500.00                 NaN            NaN            NaN   13.1694        3.52656       0.505270                 NaN   8.57491        43.4444       0.958837        29.8205     
  1225.85        2500.00                 NaN            NaN            NaN   13.2149        3.74322       0.242649                 NaN   8.57880        43.4407       0.958962        29.8207     
  1224.26        2500.00                 NaN            NaN            NaN   13.3202        3.88200       0.204618E-004            NaN   8.57746        43.4411       0.958188        29.8211     
  1222.67        2500.00                 NaN            NaN            NaN   4.53757        12.7656                 NaN            NaN   8.59370        43.2684       0.963282        29.8714     
  1221.08        2500.00                 NaN            NaN            NaN   15.1710        1.08233       0.986887                 NaN   8.63872        43.3556       0.943170        29.8223     
  1219.49        2500.00                 NaN            NaN            NaN   15.0792        2.22371                 NaN            NaN   8.65834        43.2812       0.924407        29.8331     
  1217.90        2500.00                 NaN            NaN            NaN   13.1410        3.65263       0.417733                 NaN   8.60099        43.4123       0.953596        29.8217     
  1216.31        2500.00                 NaN            NaN            NaN   11.5794        5.71169                 NaN            NaN   8.66271        43.2883       0.926909        29.8310     
  1214.72        2500.00                 NaN            NaN            NaN   14.5031        1.89038       0.830562                 NaN   8.69735        43.2971       0.968815        29.8127     
  1213.13        2500.00                 NaN            NaN            NaN   13.3121        3.57520       0.335975                 NaN   8.62248        43.3823       0.948327        29.8236     
  1211.54        2500.00                 NaN            NaN            NaN   13.2249        3.63849       0.354945                 NaN   8.62081        43.3889       0.949703        29.8223     
  1209.95        2500.00                 NaN            NaN            NaN   13.3796        3.73122       0.102882                 NaN   8.62647        43.3871       0.951113        29.8216     
  1208.36        2500.00                 NaN            NaN            NaN   13.2672        3.63329       0.321379                 NaN   8.63067        43.3771       0.947725        29.8226     
  1206.77        2500.00                 NaN            NaN            NaN   14.1370        3.07779       0.238757E-002            NaN   8.65352        43.3564       0.950177        29.8227     
  1205.18        2500.00                 NaN            NaN            NaN   15.2383        1.13459       0.887430                 NaN   8.68845        43.2951       0.932270        29.8239     
  1203.59        2500.00                 NaN            NaN            NaN   11.0012        6.26120                 NaN            NaN   8.68686        43.2856       0.937040        29.8281     
  1202.00        2500.00                 NaN            NaN            NaN   15.7034        1.55704       0.168256E-004            NaN   8.69318        43.2912       0.931172        29.8240     
  1200.41        2500.00                 NaN            NaN            NaN   13.5876        3.55593       0.795080E-001            NaN   8.67393        43.3426       0.944254        29.8162     
  1198.82        2500.00                 NaN            NaN            NaN   15.2543        1.18597       0.828201                 NaN   8.70775        43.2712       0.927897        29.8247     
  1197.23        2500.00                 NaN            NaN            NaN   11.2637        6.01332                 NaN            NaN   8.69891        43.2706       0.926212        29.8273     
  1195.63        2500.00                 NaN            NaN            NaN   15.2674        1.20866       0.797268                 NaN   8.71784        43.2583       0.925381        29.8252     
  1194.04        2500.00                 NaN            NaN            NaN   13.4471        3.78070       0.334500E-002            NaN   8.67246        43.3322       0.941124        29.8230     
  1192.45        2500.00                 NaN            NaN            NaN   15.2615        1.26759       0.748165                 NaN   8.72695        43.2469       0.923285        29.8257     
  1190.86        2500.00                 NaN            NaN            NaN   11.6484        5.63155                 NaN            NaN   8.71565        43.2537       0.923447        29.8273     
  1189.27        2500.00                 NaN            NaN            NaN   13.4584        3.71801       0.625317E-001            NaN   8.68741        43.3123       0.937392        29.8239     
  1187.68        2500.00                 NaN            NaN            NaN   13.5728        3.66594       0.694686E-005            NaN   8.70094        43.3001       0.936742        29.8235     
  1186.09        2500.00                 NaN            NaN            NaN   13.5050        3.72157       0.164334E-001            NaN   8.69705        43.3003       0.935262        29.8244     
  1184.50        2500.00                 NaN            NaN            NaN   13.5944       0.141865        3.50298                 NaN   8.69940        43.3023       0.935398        29.8237     
  1182.91        2500.00                 NaN            NaN            NaN   14.2006        3.09471       0.755439E-005            NaN   8.75978        43.1964       0.914713        29.8338     
  1181.32        2500.00                 NaN            NaN            NaN   13.5936        3.65350       0.664938E-005            NaN   8.71754        43.2784       0.932548        29.8244     
  1179.73        2500.00                 NaN            NaN            NaN   15.0553        1.88050       0.360566                 NaN   8.74979        43.2044       0.918969        29.8305     
  1178.14        2500.00                 NaN            NaN            NaN   13.6259        3.63082       0.637308E-005            NaN   8.72562        43.2629       0.928671        29.8261     
  1176.55        2500.00                 NaN            NaN            NaN   15.4869        1.80811       0.772642E-005            NaN   8.76927        43.1944       0.913233        29.8280     
  1174.96        2500.00                 NaN            NaN            NaN   13.7529       0.303917        3.19024                 NaN   8.72607        43.2729       0.929717        29.8243     
  1173.37        2500.00                 NaN            NaN            NaN   10.1381        7.20176                 NaN            NaN   8.75536        43.1351       0.925627        29.8441     
  1171.78        2500.00                 NaN            NaN            NaN   13.8164       0.445503        2.98254                 NaN   8.73370        43.2695       0.928805        29.8236     
  1170.19        2500.00                 NaN            NaN            NaN   10.1211        7.22093                 NaN            NaN   8.76102        43.1284       0.924360        29.8442     
  1168.60        2500.00                 NaN            NaN            NaN   13.8558       0.493818        2.89815                 NaN   8.74286        43.2587       0.926731        29.8239     
  1167.01        2500.00                 NaN            NaN            NaN   12.7676        4.60057                 NaN            NaN   8.81409        43.0825       0.894953        29.8402     
  1165.41        2500.00                 NaN            NaN            NaN   13.9102       0.585898        2.75211                 NaN   8.75100        43.2518       0.925208        29.8238     
  1163.82        2500.00                 NaN            NaN            NaN   4.57109        12.8049                 NaN            NaN   8.83536        43.0639       0.885740        29.8390     
  1162.23        2500.00                 NaN            NaN            NaN   13.7854        3.48196                 NaN            NaN   8.79531        43.1923       0.920052        29.8250     
  1160.64        2500.00                 NaN            NaN            NaN   4.62935        12.7545                 NaN            NaN   8.84608        43.0480       0.882165        29.8399     
  1159.05        2500.00                 NaN            NaN            NaN   13.8928        3.37765       0.200423E-004            NaN   8.80909        43.1776       0.917882        29.8249     
  1157.46        2500.00                 NaN            NaN            NaN   12.8640        4.51617                 NaN            NaN   8.85616        43.0426       0.882269        29.8388     
  1155.87        2500.00                 NaN            NaN            NaN   13.9391        3.33778       0.229114E-004            NaN   8.82251        43.1587       0.914943        29.8270     
  1154.28        2500.00                 NaN            NaN            NaN   12.0209        5.37013                 NaN            NaN   8.86118        43.0283       0.878714        29.8408     
  1152.69        2500.00                 NaN            NaN            NaN   13.6628        3.62723       0.191540E-004            NaN   8.80326        43.1651       0.911559        29.8301     
  1151.10        2500.00                 NaN            NaN            NaN   17.4342                 NaN            NaN            NaN   8.90094        42.9576       0.860939        29.8463     
  1149.51        2500.00                 NaN            NaN            NaN  0.161465        14.8215        2.20715                 NaN   8.80134        43.2702       0.928572        29.8098     
  1147.92        2500.00                 NaN            NaN            NaN   6.02080        11.3829                 NaN            NaN   8.87129        43.0099       0.873307        29.8419     
  1146.33        2500.00                 NaN            NaN            NaN   14.0679        3.22501       0.311704E-003            NaN   8.84961        43.1198       0.907131        29.8302     
  1144.74        2500.00                 NaN            NaN            NaN   13.0587        4.35273                 NaN            NaN   8.86134        42.9895       0.886891        29.8508     
  1143.15        2500.00                 NaN            NaN            NaN   15.2466        2.21792       0.773398E-003            NaN   8.88101        42.9196       0.868421        29.8657     
  1141.56        2500.00                 NaN            NaN            NaN   9.52881        7.85526                 NaN            NaN   8.88237        43.0173       0.877421        29.8389     
  1139.97        2500.00                 NaN            NaN            NaN  0.109060        14.8465        2.25043                 NaN   8.83106        43.2302       0.920054        29.8126     
  1138.38        2500.00                 NaN            NaN            NaN   11.5020        5.92711                 NaN            NaN   8.91586        42.9487       0.860525        29.8458     
  1136.79        2500.00                 NaN            NaN            NaN   15.4654        1.92542       0.878362E-003            NaN   8.86659        43.0089       0.886444        29.8464     
  1135.19        2500.00                 NaN            NaN            NaN   13.2663        4.16757                 NaN            NaN   8.89185        42.9425       0.877755        29.8540     
  1133.60        2500.00                 NaN            NaN            NaN   15.4490        1.94176       0.870524E-003            NaN   8.86831        43.0101       0.883763        29.8462     
  1132.01        2500.00                 NaN            NaN            NaN   12.1367        5.29296                 NaN            NaN   8.93361        42.9341       0.857578        29.8450     
  1130.42        2500.00                 NaN            NaN            NaN   17.4863       0.193705E-004            NaN            NaN   8.97095        42.8520       0.837191        29.8535     
  1128.83        2500.00                 NaN            NaN            NaN   12.1142        5.33930                 NaN            NaN   8.95161        42.8973       0.848871        29.8488     
  1127.24        2500.00                 NaN            NaN            NaN   16.8758       0.591147       0.520534E-005            NaN   8.86462        42.9316       0.877379        29.8594     
  1125.65        2500.00                 NaN            NaN            NaN   4.66743        12.8156                 NaN            NaN   8.97547        42.8504       0.837856        29.8532     
  1124.06        2500.00                 NaN            NaN            NaN   13.9418        3.39849       0.848466E-005            NaN   8.92214        43.0138       0.886908        29.8368     
  1122.47        2500.00                 NaN            NaN            NaN   7.98118        9.46425                 NaN            NaN   8.95147        42.9088       0.847761        29.8466     
  1120.88        2500.00                 NaN            NaN            NaN   12.5600        2.52303        2.29964                 NaN   8.92782        42.9746       0.872874        29.8421     
  1119.29        2500.00                 NaN            NaN            NaN   15.4871        1.88631       0.146875E-003            NaN   8.92005        42.9972       0.872939        29.8363     
  1117.70        2500.00                 NaN            NaN            NaN   11.2931        6.11590                 NaN            NaN   8.97414        42.9171       0.858687        29.8410     
  1116.11        2500.00                 NaN            NaN            NaN   13.7174        3.64223       0.718493E-003            NaN   8.90671        43.0116       0.880156        29.8411     
  1114.52        2500.00                 NaN            NaN            NaN   14.0889        3.27044       0.477919E-003            NaN   8.95556        42.9741       0.873376        29.8372     
  1112.93        2500.00                 NaN            NaN            NaN   13.7198        3.64604       0.713496E-003            NaN   8.91595        42.9979       0.877414        29.8422     
  1111.34        2500.00                 NaN            NaN            NaN   15.4759        1.92073       0.789384E-003            NaN   9.00323        42.8933       0.862727        29.8433     
  1109.75        2500.00                 NaN            NaN            NaN   13.8364        3.53955       0.132132E-003            NaN   8.92802        42.9796       0.872760        29.8436     
  1108.16        2500.00                 NaN            NaN            NaN   13.9997        3.36998       0.689375E-003            NaN   8.96510        42.9519       0.871629        29.8410     
  1106.57        2500.00                 NaN            NaN            NaN   11.5287        2.38470        3.50070                 NaN   8.96163        42.9184       0.858958        29.8470     
  1104.97        2500.00                 NaN            NaN            NaN   14.0033        3.37678       0.672355E-003            NaN   8.97332        42.9359       0.867396        29.8427     
  1103.38        2500.00                 NaN            NaN            NaN   13.7773        3.61795       0.120321E-003            NaN   8.94688        42.9419       0.868274        29.8476     
  1101.79        2500.00                 NaN            NaN            NaN   14.0294        3.38501       0.103893E-003            NaN   8.96465        42.9052       0.864975        29.8507     
  1100.20        2500.00                 NaN            NaN            NaN   13.7311        3.65797       0.113184E-003            NaN   8.95330        42.9429       0.867479        29.8471     
  1098.61        2500.00                 NaN            NaN            NaN   13.2879        2.97754        1.15665                 NaN   8.97746        42.8917       0.858004        29.8507     
  1097.02        2500.00                 NaN            NaN            NaN   13.8324        3.57057       0.129405E-003            NaN   8.96541        42.9210       0.861644        29.8488     
  1095.43        2500.00                 NaN            NaN            NaN   13.9407        3.47911       0.643494E-004            NaN   8.97684        42.8938       0.859368        29.8501     
  1093.84        2500.00                 NaN            NaN            NaN   13.9620       0.403466        3.02123                 NaN   8.96575        42.9393       0.863018        29.8452     
  1092.25        2500.00                 NaN            NaN            NaN   14.0153        3.40588       0.548442E-005            NaN   8.98589        42.8851       0.856526        29.8513     
  1090.66        2500.00                 NaN            NaN            NaN   14.1638        3.26065       0.442922E-005            NaN   8.99233        42.8792       0.852531        29.8515     
  1089.07        2500.00                 NaN            NaN            NaN   13.9947        3.43292       0.331211E-005            NaN   8.99353        42.8730       0.853482        29.8523     
  1087.48        2500.00                 NaN            NaN            NaN   13.8445        3.57683       0.299332E-005            NaN   8.99060        42.8823       0.853707        29.8521     
  1085.89        2500.00                 NaN            NaN            NaN   5.60805        11.9396                 NaN            NaN   9.07967        42.7050       0.806504        29.8612     
  1084.30        2500.00                 NaN            NaN            NaN   4.99424        12.5575                 NaN            NaN   9.08845        42.6955       0.803077        29.8613     
  1082.71        2500.00                 NaN            NaN            NaN   9.51444        4.42340        3.56943                 NaN   9.05263        42.7596       0.821942        29.8586     
  1081.12        2500.00                 NaN            NaN            NaN   11.0366        2.03136        4.42512                 NaN   9.04174        42.7797       0.827628        29.8579     
  1079.53        2500.00                 NaN            NaN            NaN   1.08327        14.2294        2.06643                 NaN   9.00251        42.9174       0.857937        29.8431     
  1077.94        2500.00                 NaN            NaN            NaN   11.7265        3.15970        2.57635                 NaN   9.03447        42.8091       0.836923        29.8570     
  1076.35        2500.00                 NaN            NaN            NaN   13.8994        3.54636       0.904070E-005            NaN   9.03537        42.8207       0.841768        29.8564     
  1074.75        2500.00                 NaN            NaN            NaN   11.2875        3.07034        3.11659                 NaN   9.04669        42.7881       0.832014        29.8587     
  1073.16        2500.00                 NaN            NaN            NaN   13.8943        3.56067       0.658969E-005            NaN   9.04138        42.8064       0.838832        29.8585     
  1071.57        2500.00                 NaN            NaN            NaN   12.8598        1.48532        3.14323       0.466703E-005   9.05191        42.7713       0.828000        29.8605     
  1069.98        2500.00                 NaN            NaN            NaN   10.7444        2.82025        3.95392                 NaN   9.07204        42.7272       0.818346        29.8639     
  1068.39        2500.00                 NaN            NaN            NaN   17.6544                 NaN            NaN            NaN   9.17727        42.5305       0.761454        29.8764     
  1066.80        2500.00                 NaN            NaN            NaN   17.6278                 NaN            NaN            NaN   9.16679        42.5629       0.770719        29.8718     
  1065.21        2500.00                 NaN            NaN            NaN   17.6578                 NaN            NaN            NaN   9.18172        42.5246       0.759519        29.8764     
  1063.62        2500.00                 NaN            NaN            NaN   13.2453        4.26143                 NaN            NaN   9.10122        42.7124       0.815704        29.8639     
  1062.03        2500.00                 NaN            NaN            NaN   17.5240       0.149843                 NaN            NaN   9.19738        42.4960       0.753233        29.8796     
  1060.44        2500.00                 NaN            NaN            NaN   13.2200        4.26664                 NaN            NaN   9.07085        42.7597       0.823923        29.8590     
  1058.85        2500.00                 NaN            NaN            NaN  0.405748        17.2741                 NaN            NaN   9.20460        42.4838       0.750728        29.8810     
  1057.26        2500.00                 NaN            NaN            NaN   13.3469        1.67386        2.48024                 NaN   9.07801        42.7326       0.823509        29.8648     
  1055.67        2500.00                 NaN            NaN            NaN   16.7254       0.952005                 NaN            NaN   9.20598        42.4832       0.751571        29.8818     
  1054.08        2500.00                 NaN            NaN            NaN   13.7629        3.78476                 NaN            NaN   9.14313        42.6418       0.797077        29.8704     
  1052.49        2500.00                 NaN            NaN            NaN   16.5376        1.14579                 NaN            NaN   9.21307        42.4711       0.749125        29.8833     
  1050.90        2500.00                 NaN            NaN            NaN   13.6115        3.95250                 NaN            NaN   9.13779        42.6302       0.795889        29.8722     
  1049.31        2500.00                 NaN            NaN            NaN   16.4967        1.19442                 NaN            NaN   9.22083        42.4563       0.746366        29.8853     
  1047.72        2500.00                 NaN            NaN            NaN   13.7449        3.76399                 NaN            NaN   9.11229        42.6945       0.815437        29.8689     
  1046.13        2500.00                 NaN            NaN            NaN   13.5584        4.02152                 NaN            NaN   9.14096        42.6123       0.791733        29.8751     
  1044.53        2500.00                 NaN            NaN            NaN   16.3124        1.38984                 NaN            NaN   9.23128        42.4385       0.740797        29.8872     
  1042.94        2500.00                 NaN            NaN            NaN   15.7657        1.92812                 NaN            NaN   9.22409        42.4493       0.745033        29.8877     
  1041.35        2500.00                 NaN            NaN            NaN   4.99909        12.5770                 NaN            NaN   9.14779        42.6141       0.791282        29.8706     
  1039.76        2500.00                 NaN            NaN            NaN   16.1495        1.56468                 NaN            NaN   9.24620        42.4130       0.736430        29.8902     
  1038.17        2500.00                 NaN            NaN            NaN   15.7745        1.93427                 NaN            NaN   9.24075        42.4212       0.738935        29.8904     
  1036.58        2500.00                 NaN            NaN            NaN   1.75310        15.9663                 NaN            NaN   9.25262        42.4017       0.734500        29.8917     
  1034.99        2500.00                 NaN            NaN            NaN   12.8445        4.72832                 NaN            NaN   9.15105        42.6140       0.790283        29.8718     
  1033.40        2500.00                 NaN            NaN            NaN   15.8453        1.88030                 NaN            NaN   9.25978        42.3892       0.732000        29.8934     
  1031.81        2500.00                 NaN            NaN            NaN   4.69404        12.8858                 NaN            NaN   9.15528        42.5999       0.789752        29.8752     
  1030.22        2500.00                 NaN            NaN            NaN   15.5526        2.17214                 NaN            NaN   9.26165        42.3865       0.732556        29.8945     
  1028.63        2500.00                 NaN            NaN            NaN   12.9478        4.63771                 NaN            NaN   9.16535        42.5842       0.787354        29.8776     
  1027.04        2500.00                 NaN            NaN            NaN   13.8261        3.74116                 NaN            NaN   9.16490        42.5948       0.792548        29.8805     
  1025.45        2500.00                 NaN            NaN            NaN   4.36361        13.2131                 NaN            NaN   9.16305        42.5922       0.790035        29.8780     
  1023.86        2500.00                 NaN            NaN            NaN   13.7618        3.80262                 NaN            NaN   9.16579        42.5961       0.793071        29.8806     
  1022.27        2500.00                 NaN            NaN            NaN   13.7605        3.80783                 NaN            NaN   9.17016        42.5886       0.791480        29.8814     
  1020.68        2500.00                 NaN            NaN            NaN   13.7591        3.81318                 NaN            NaN   9.17452        42.5811       0.789885        29.8823     
  1019.09        2500.00                 NaN            NaN            NaN   13.7575        3.81865                 NaN            NaN   9.17887        42.5736       0.788289        29.8831     
  1017.50        2500.00                 NaN            NaN            NaN   14.4654        3.15278                 NaN            NaN   9.20755        42.5204       0.770503        29.8833     
  1015.91        2500.00                 NaN            NaN            NaN   13.8644        3.73870                 NaN            NaN   9.20382        42.5230       0.779323        29.8907     
  1014.31        2500.00                 NaN            NaN            NaN   13.7535        3.83459                 NaN            NaN   9.19198        42.5508       0.783462        29.8857     
  1012.72        2500.00                 NaN            NaN            NaN   13.7521        3.83989                 NaN            NaN   9.19635        42.5432       0.781842        29.8866     
  1011.13        2500.00                 NaN            NaN            NaN   13.6395        3.95277                 NaN            NaN   9.19749        42.5407       0.782349        29.8873     
  1009.54        2500.00                 NaN            NaN            NaN   13.8632        3.76774                 NaN            NaN   9.21227        42.4902       0.773197        29.8934     
  1007.95        2500.00                 NaN            NaN            NaN   13.8580        3.77602                 NaN            NaN   9.21645        42.4837       0.771732        29.8942     
  1006.36        2500.00                 NaN            NaN            NaN   13.7474        3.86074                 NaN            NaN   9.21388        42.5125       0.775314        29.8901     
  1004.77        2500.00                 NaN            NaN            NaN   13.6380        3.98496                 NaN            NaN   9.22184        42.4923       0.770752        29.8922     
  1003.18        2500.00                 NaN            NaN            NaN   13.6404        3.98651                 NaN            NaN   9.22613        42.4847       0.769158        29.8931     
  1001.59        2500.00                 NaN            NaN            NaN   15.0671        2.72722                 NaN            NaN   9.33604        42.2543       0.704363        29.9109     
  1000.00        2500.00                 NaN            NaN            NaN   13.7517        3.87368                 NaN            NaN   9.23192        42.4804       0.768390        29.8939     
