|6.6.6
Archiving\03_Data\eqfrac/QFM_m0.25/GRV/GRV_1.tab                          
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         Sp(TH)         melt(TH)       Opx(TH)        O(HP)          Cpx(TH)        Cpx(TH)        an             San(TH)        San(TH)        ilm            q             
  1270.48        2500.00       0.188890        96.5308                 NaN            NaN  0.362613       0.753210       0.474860        1.68960                 NaN            NaN            NaN
  1269.01        2500.00       0.367601        95.9085                 NaN            NaN  0.529719       0.623374       0.567508        2.00328                 NaN            NaN            NaN
  1267.54        2500.00       0.187112        95.7055                 NaN            NaN  0.528012       0.814545       0.586306        2.17853                 NaN            NaN            NaN
  1266.07        2500.00       0.445775        96.6245                 NaN            NaN  0.584620       0.251861       0.479828        1.61342                 NaN            NaN            NaN
  1264.60        2500.00       0.681697        90.1621                 NaN            NaN   1.88689        1.01066        1.37776        4.88089                 NaN            NaN            NaN
  1263.13        2500.00       0.904834E-001   99.6372                 NaN            NaN            NaN            NaN  0.600985E-001  0.212247                 NaN            NaN            NaN
  1261.66        2500.00       0.600896E-001   99.4785                 NaN            NaN  0.219740                 NaN  0.623860E-001  0.179314                 NaN            NaN            NaN
  1260.19        2500.00       0.259238        97.8079                 NaN            NaN  0.524394                 NaN  0.315310        1.09316                 NaN            NaN            NaN
  1258.72        2500.00       0.893624E-001   99.8086                 NaN            NaN            NaN            NaN  0.184186E-001  0.836314E-001            NaN            NaN            NaN
  1257.25        2500.00       0.377685        94.1854                 NaN            NaN  0.897179       0.853776       0.801182        2.88476                 NaN            NaN            NaN
  1255.78        2500.00       0.253144        96.9909                 NaN            NaN  0.397762       0.438928       0.419795        1.49947                 NaN            NaN            NaN
  1254.31        2500.00       0.259383        97.0579                 NaN            NaN  0.453043       0.325250       0.410501        1.49397                 NaN            NaN            NaN
  1252.84        2500.00       0.267840        97.1315                 NaN            NaN  0.471957       0.286870       0.395839        1.44600                 NaN            NaN            NaN
  1251.37        2500.00       0.126828        97.9222                 NaN            NaN  0.429023       0.239914       0.284288       0.997762                 NaN            NaN            NaN
  1249.90        2500.00       0.497086E-001   95.0746                 NaN            NaN  0.281061        1.50153       0.672639        2.38889                 NaN  0.315763E-001            NaN
  1248.43        2500.00       0.103990        98.9257                 NaN            NaN  0.126956       0.348476E-001  0.109266       0.389606                 NaN            NaN  0.309684     
  1246.96        2500.00       0.314064E-001   99.6951                 NaN            NaN  0.269882E-001            NaN  0.358449E-001  0.153082                 NaN            NaN  0.576020E-001
  1245.49        2500.00        1.77501        76.5356                 NaN            NaN   3.11176                 NaN   2.40392        9.79288                 NaN            NaN   6.38081     
  1244.02        2500.00        1.44239        79.6974                 NaN            NaN   2.43254                 NaN   1.98673        8.18236                 NaN            NaN   6.25860     
  1242.55        2500.00        1.09837        84.9555                 NaN            NaN  0.513186E-001   1.70436        1.47819        6.02542                 NaN            NaN   4.68681     
  1241.08        2500.00        1.45765        79.6346                 NaN            NaN   2.40175                 NaN   1.97905        8.19958                 NaN            NaN   6.32735     
  1239.61        2500.00        1.07440        84.9948                 NaN            NaN   1.75014                 NaN   1.45856        6.04988                 NaN            NaN   4.67219     
  1238.14        2500.00        1.66131        76.9269                 NaN            NaN   2.68566                 NaN   2.23514        9.25845                 NaN            NaN   7.23255     
  1236.67        2500.00       0.332804E-005   99.9999                 NaN  0.330392E-005  0.450024E-005            NaN  0.523155E-005  0.188804E-004            NaN            NaN  0.153512E-004
  1235.20        2500.00       0.180871E-004   99.9997                 NaN            NaN  0.340586E-004            NaN  0.270643E-004  0.115616E-003            NaN            NaN  0.885492E-004
  1233.73        2500.00        1.97236        72.5667                 NaN            NaN   3.00843                 NaN   2.61963        11.1416                 NaN            NaN   8.69132     
  1232.26        2500.00       0.690764        90.0975                 NaN            NaN   1.16076                 NaN  0.940617        4.04052                 NaN            NaN   3.06986     
  1230.79        2500.00       0.617447        91.1042                 NaN            NaN  0.958420                 NaN  0.835376        3.67592                 NaN            NaN   2.80868     
  1229.32        2500.00       0.410910E-002   99.9138                 NaN            NaN  0.108023E-001  0.122484E-005  0.867935E-002  0.366579E-001            NaN            NaN  0.259727E-001
  1227.85        2500.00        1.77853        74.2040                 NaN            NaN   2.71383                 NaN   2.37819        10.7062                 NaN            NaN   8.21919     
  1226.38        2500.00       0.955651        85.7140                 NaN            NaN   1.42909                 NaN   1.28889        6.03748                 NaN            NaN   4.57494     
  1224.91        2500.00        1.30699        80.0149                 NaN            NaN   1.83737                 NaN   1.74053        8.62544                 NaN            NaN   6.47479     
  1223.44        2500.00        6.27088                 NaN            NaN            NaN   8.27255                 NaN   8.31443        44.1422                 NaN            NaN   32.9999     
  1221.97        2500.00        6.27088                 NaN            NaN            NaN   8.27255                 NaN   8.31443        44.1422                 NaN            NaN   32.9999     
  1220.50        2500.00        6.27088                 NaN            NaN            NaN   8.27255                 NaN   8.31443        44.1422                 NaN            NaN   32.9999     
  1219.03        2500.00        6.27088                 NaN            NaN            NaN   8.27255                 NaN   8.31443        44.1422                 NaN            NaN   32.9999     
  1217.56        2500.00        6.26719                 NaN            NaN            NaN   8.27756                 NaN   8.31445        44.1441                 NaN            NaN   32.9967     
  1216.09        2500.00        6.26737                 NaN            NaN            NaN   8.27682                 NaN   8.31481        44.1442                 NaN            NaN   32.9968     
  1214.62        2500.00        6.27088                 NaN            NaN            NaN   8.27255                 NaN   8.31443        44.1422                 NaN            NaN   32.9999     
  1213.15        2500.00        6.26836                 NaN            NaN            NaN   8.27424                 NaN   8.31578        44.1441                 NaN            NaN   32.9976     
  1211.68        2500.00        6.28642                 NaN            NaN            NaN   8.24701                 NaN   8.32028        44.1332                 NaN            NaN   33.0131     
  1210.21        2500.00        6.29613                 NaN            NaN            NaN   8.23084                 NaN   8.32497        44.1266                 NaN            NaN   33.0214     
  1208.74        2500.00        6.27088                 NaN            NaN            NaN   8.27255                 NaN   8.31444        44.1422                 NaN            NaN   32.9999     
  1207.27        2500.00        6.30862                 NaN            NaN            NaN   8.21291                 NaN   8.33364        44.1112                 NaN            NaN   33.0336     
  1205.80        2500.00        6.30862                 NaN            NaN            NaN   8.21291                 NaN   8.33364        44.1112                 NaN            NaN   33.0336     
  1204.33        2500.00        6.30876                 NaN            NaN            NaN   8.21268                 NaN   8.33372        44.1111                 NaN            NaN   33.0337     
  1202.86        2500.00        6.30894                 NaN            NaN            NaN   8.21312                 NaN   8.33597        44.1072       0.301965E-003            NaN   33.0344     
  1201.39        2500.00        6.31426                 NaN            NaN            NaN   8.19219                 NaN   8.34770        44.1075                 NaN            NaN   33.0383     
  1199.92        2500.00        6.31304                 NaN            NaN            NaN   8.20541                 NaN   8.33621        44.1078                 NaN            NaN   33.0375     
  1198.45        2500.00        6.32072                 NaN            NaN            NaN   8.17944                 NaN   8.35053        44.1058                 NaN            NaN   33.0435     
  1196.98        2500.00        6.32351                 NaN            NaN            NaN   8.17366                 NaN   8.35259        44.1044                 NaN            NaN   33.0459     
  1195.51        2500.00        6.32588                 NaN            NaN            NaN   8.16846                 NaN   8.35419        44.1037                 NaN            NaN   33.0477     
  1194.04        2500.00        6.32706                 NaN            NaN            NaN   8.16533                 NaN   8.35554        44.1034                 NaN            NaN   33.0487     
  1192.57        2500.00        6.32990                 NaN            NaN            NaN   8.15863                 NaN   8.35869        44.1016                 NaN            NaN   33.0512     
  1191.10        2500.00        6.33097                 NaN            NaN            NaN   8.15947                 NaN   8.36040        44.0960                 NaN            NaN   33.0532     
  1189.63        2500.00        6.32494                 NaN            NaN            NaN   8.16678                 NaN   8.35926        44.1017                 NaN            NaN   33.0473     
  1188.16        2500.00        6.32257                 NaN            NaN            NaN   8.16747                 NaN   8.36345        44.1006                 NaN            NaN   33.0459     
  1186.69        2500.00        6.34070                 NaN            NaN            NaN   8.14142                 NaN   8.36776        44.0881                 NaN            NaN   33.0621     
  1185.22        2500.00        6.32818                 NaN            NaN            NaN   8.15857                 NaN   8.36257        44.1007                 NaN            NaN   33.0500     
  1183.75        2500.00        6.32979                 NaN            NaN            NaN   8.15516                 NaN   8.36429        44.0992                 NaN            NaN   33.0515     
  1182.28        2500.00        6.32762                 NaN            NaN            NaN   8.15671                 NaN   8.36279        44.1039                 NaN            NaN   33.0489     
  1180.81        2500.00        6.34949                 NaN            NaN            NaN   8.12512                 NaN   8.37684        44.0777                 NaN            NaN   33.0708     
  1179.34        2500.00        6.35107                 NaN            NaN            NaN   8.12089                 NaN   8.37964        44.0763                 NaN            NaN   33.0721     
  1177.87        2500.00        6.36021                 NaN            NaN            NaN   8.10500                 NaN   8.38232        44.0723                 NaN            NaN   33.0802     
  1176.40        2500.00        6.35456                 NaN            NaN            NaN   8.11447                 NaN   8.38369        44.0715                 NaN            NaN   33.0758     
  1174.93        2500.00        6.35693                 NaN            NaN            NaN   8.11052                 NaN   8.38597        44.0679                 NaN            NaN   33.0786     
  1173.46        2500.00        6.36818                 NaN            NaN            NaN   8.08966                 NaN   8.39033        44.0640                 NaN            NaN   33.0878     
  1171.99        2500.00        6.37070                 NaN            NaN            NaN   8.08541                 NaN   8.39244        44.0611                 NaN            NaN   33.0904     
  1170.52        2500.00        6.36825                 NaN            NaN            NaN   8.09041                 NaN   8.39378        44.0585                 NaN            NaN   33.0890     
  1169.05        2500.00        6.37578                 NaN            NaN            NaN   8.07689                 NaN   8.39682        44.0550                 NaN            NaN   33.0955     
  1167.58        2500.00        6.37809                 NaN            NaN            NaN   8.07264                 NaN   8.39924        44.0522                 NaN            NaN   33.0979     
  1166.11        2500.00        6.38193                 NaN            NaN            NaN   8.06581                 NaN   8.40165        44.0492                 NaN            NaN   33.1015     
  1164.64        2500.00        6.38191                 NaN            NaN            NaN   8.06560                 NaN   8.40394        44.0466                 NaN            NaN   33.1020     
  1163.17        2500.00        6.38454                 NaN            NaN            NaN   8.06226                 NaN   8.40845        44.0394                 NaN            NaN   33.1054     
  1161.70        2500.00        6.38476                 NaN            NaN            NaN   8.06106                 NaN   8.40931        44.0393                 NaN            NaN   33.1056     
  1160.23        2500.00        6.38500                 NaN            NaN            NaN   8.05965                 NaN   8.41016        44.0394                 NaN            NaN   33.1057     
  1158.76        2500.00        6.39249                 NaN            NaN            NaN   8.04630                 NaN   8.41373        44.0349                 NaN            NaN   33.1126     
  1157.29        2500.00        6.39707                 NaN            NaN            NaN   8.03822                 NaN   8.41620        44.0316                 NaN            NaN   33.1169     
  1155.82        2500.00        6.40176                 NaN            NaN            NaN   8.02912                 NaN   8.41926        44.0286                 NaN            NaN   33.1213     
  1154.35        2500.00        6.40578                 NaN            NaN            NaN   8.02212                 NaN   8.42161        44.0254                 NaN            NaN   33.1251     
  1152.88        2500.00        6.41013                 NaN            NaN            NaN   8.01479                 NaN   8.42369        44.0220                 NaN            NaN   33.1294     
  1151.41        2500.00        6.40786                 NaN            NaN            NaN   8.01853                 NaN   8.42628        44.0195                 NaN            NaN   33.1278     
  1149.94        2500.00        6.41002                 NaN            NaN            NaN   8.01485                 NaN   8.42842        44.0165                 NaN            NaN   33.1302     
  1148.47        2500.00        6.41143                 NaN            NaN            NaN   8.01228                 NaN   8.43090        44.0134                 NaN            NaN   33.1320     
  1147.00        2500.00        6.41515                 NaN            NaN            NaN   8.00563                 NaN   8.43351        44.0101                 NaN            NaN   33.1356     
  1145.53        2500.00        6.38671                 NaN            NaN            NaN   8.04099                 NaN   8.42276        44.0433                 NaN            NaN   33.1062     
  1144.06        2500.00        6.41825                 NaN            NaN            NaN   7.99997                 NaN   8.43804        44.0044                 NaN            NaN   33.1393     
  1142.59        2500.00        6.42701                 NaN            NaN            NaN   7.98360                 NaN   8.44083        44.0015                 NaN            NaN   33.1471     
  1141.12        2500.00        6.42202                 NaN            NaN            NaN   7.98671                 NaN   8.44722        44.0008                 NaN            NaN   33.1432     
  1139.65        2500.00        6.42777                 NaN            NaN            NaN   7.98191                 NaN   8.44620        43.9952                 NaN            NaN   33.1489     
  1138.18        2500.00        6.42947                 NaN            NaN            NaN   7.97765                 NaN   8.44773        43.9918                 NaN  0.128784E-002   33.1521     
  1136.71        2500.00        6.41650                 NaN            NaN            NaN   7.97647                 NaN   8.44984        43.9888                 NaN  0.153540E-001   33.1531     
  1135.24        2500.00        6.40466                 NaN            NaN            NaN   7.97558                 NaN   8.45169        43.9857                 NaN  0.282553E-001   33.1541     
  1133.77        2500.00        6.39322                 NaN            NaN            NaN   7.97470                 NaN   8.45355        43.9826                 NaN  0.407782E-001   33.1551     
  1132.30        2500.00        6.38189                 NaN            NaN            NaN   7.97300                 NaN   8.45576        43.9797                 NaN  0.533944E-001   33.1563     
  1130.83        2500.00        6.36973                 NaN            NaN            NaN   7.97235                 NaN   8.45755        43.9765                 NaN  0.665677E-001   33.1573     
  1129.36        2500.00        6.35810                 NaN            NaN            NaN   7.97121                 NaN   8.45961        43.9734                 NaN  0.793329E-001   33.1584     
  1127.89        2500.00        6.34666                 NaN            NaN            NaN   7.97047                 NaN   8.46183        43.9698                 NaN  0.917562E-001   33.1594     
  1126.42        2500.00        6.33477                 NaN            NaN            NaN   7.96923                 NaN   8.46356        43.9670                 NaN  0.104914        33.1606     
  1124.95        2500.00        6.32323                 NaN            NaN            NaN   7.96857                 NaN   8.46541        43.9637                 NaN  0.117483        33.1616     
  1123.48        2500.00        6.31159                 NaN            NaN            NaN   7.96754                 NaN   8.46748        43.9605                 NaN  0.130246        33.1627     
  1122.01        2500.00        6.29950                 NaN            NaN            NaN   7.96553                 NaN   8.47024        43.9576                 NaN  0.143419        33.1637     
  1120.54        2500.00        6.28615                 NaN            NaN            NaN   7.96862                 NaN   8.47110        43.9536                 NaN  0.156714        33.1638     
  1119.07        2500.00        6.27507                 NaN            NaN            NaN   7.96765                 NaN   8.47311        43.9503                 NaN  0.169016        33.1649     
  1117.60        2500.00        6.26267                 NaN            NaN            NaN   7.96519                 NaN   8.47582        43.9476                 NaN  0.182772        33.1660     
  1116.13        2500.00        6.25358                 NaN            NaN            NaN   7.96335                 NaN   8.47821        43.9446                 NaN  0.193081        33.1672     
  1114.66        2500.00        6.24320                 NaN            NaN            NaN   7.96094                 NaN   8.48044        43.9412                 NaN  0.205276        33.1689     
  1113.19        2500.00        6.23096                 NaN            NaN            NaN   7.96028                 NaN   8.48204        43.9379                 NaN  0.218708        33.1701     
  1111.72        2500.00        6.22374                 NaN            NaN            NaN   7.95922                 NaN   8.48344        43.9344                 NaN  0.227422        33.1717     
  1110.25        2500.00        6.21193                 NaN            NaN            NaN   7.95650                 NaN   8.48632        43.9315                 NaN  0.240718        33.1731     
  1108.78        2500.00        6.20108                 NaN            NaN            NaN   7.95504                 NaN   8.48848        43.9281                 NaN  0.252905        33.1744     
  1107.31        2500.00        6.19142                 NaN            NaN            NaN   7.95374                 NaN   8.49039        43.9245                 NaN  0.264009        33.1759     
  1105.84        2500.00        6.18521                 NaN            NaN            NaN   7.95160                 NaN   8.49172        43.9203                 NaN  0.272638        33.1785     
  1104.37        2500.00        6.17536                 NaN            NaN            NaN   7.94968                 NaN   8.49379        43.9171                 NaN  0.284039        33.1800     
  1102.90        2500.00        6.16555                 NaN            NaN            NaN   7.94780                 NaN   8.49589        43.9139                 NaN  0.295380        33.1815     
  1101.43        2500.00        6.14200                 NaN            NaN            NaN   7.93014       0.388421E-001   8.49953        43.9074                 NaN  0.307462        33.1746     
  1099.96        2500.00        6.05162                 NaN            NaN            NaN   7.85486       0.239166        8.51198        43.8884                 NaN  0.326517        33.1274     
  1098.49        2500.00        5.99134                 NaN            NaN            NaN   7.80793       0.364180        8.52057        43.8754                 NaN  0.342372        33.0982     
  1097.02        2500.00        5.91125                 NaN            NaN            NaN   7.74420       0.537810        8.53179        43.8584                 NaN  0.359800        33.0567     
  1095.55        2500.00        5.83959                 NaN            NaN            NaN   7.68705       0.691956        8.54200        43.8431                 NaN  0.376142        33.0202     
  1094.08        2500.00        5.76338                 NaN            NaN            NaN   7.62721       0.856550        8.55286        43.8268                 NaN  0.392561        32.9806     
  1092.61        2500.00        5.68673                 NaN            NaN            NaN   7.56745        1.02225        8.56382        43.8103                 NaN  0.408773        32.9407     
  1091.14        2500.00        5.60878                 NaN            NaN            NaN   7.50736        1.19088        8.57500        43.7936                 NaN  0.424760        32.8997     
  1089.67        2500.00        5.52430                 NaN            NaN            NaN   7.44228        1.37547        8.58710        43.7754                 NaN  0.440982        32.8544     
  1088.20        2500.00        5.61343                 NaN            NaN            NaN   7.51942        1.13825        8.57652        43.7936                 NaN  0.442938        32.9158     
  1086.73        2500.00        5.35583                 NaN            NaN            NaN   7.31569        1.74205        8.61144        43.7390                 NaN  0.472370        32.7636     
  1085.26        2500.00        5.27435                 NaN            NaN            NaN   7.25472        1.91937        8.62337        43.7213                 NaN  0.487358        32.7196     
  1083.79        2500.00        5.18416                 NaN            NaN            NaN   7.18800        2.11705        8.63648        43.7017                 NaN  0.502699        32.6699     
  1082.32        2500.00        5.09125                 NaN            NaN            NaN   7.11984        2.32113        8.65001        43.6816                 NaN  0.517898        32.6183     
  1080.85        2500.00        4.99508                 NaN            NaN            NaN   7.05011        2.53267        8.66401        43.6607                 NaN  0.532987        32.5645     
  1079.38        2500.00        4.87323                 NaN            NaN            NaN   6.93921        2.82522        8.68225        43.6368                 NaN  0.549507        32.4938     
  1077.91        2500.00        4.78037                 NaN            NaN            NaN   6.89546        3.00911        8.69518        43.6142                 NaN  0.563648        32.4421     
  1076.44        2500.00        4.72635                 NaN            NaN            NaN   6.85697        3.12275        8.70412        43.6016                 NaN  0.574611        32.4136     
  1074.97        2500.00        4.58588                 NaN            NaN            NaN   6.75824        3.43750        8.72397        43.5718                 NaN  0.591411        32.3312     
  1073.50        2500.00        4.44449                 NaN            NaN            NaN   6.62800        3.78457        8.74385        43.5450                 NaN  0.607268        32.2468     
  1072.03        2500.00        4.26495                 NaN            NaN            NaN   6.48137        4.20984        8.77083        43.5064                 NaN  0.626876        32.1397     
  1070.56        2500.00        4.18429                 NaN            NaN            NaN   6.47401        4.34345        8.78244        43.4848                 NaN  0.637126        32.0939     
  1069.09        2500.00        4.06091                 NaN            NaN            NaN   6.39041        4.61854        8.80057        43.4579                 NaN  0.650896        32.0208     
  1067.62        2500.00        3.98909                 NaN            NaN            NaN   6.34653        4.76989        8.81182        43.4416                 NaN  0.661136        31.9799     
  1066.15        2500.00        3.85808                 NaN            NaN            NaN   6.24221        5.07761        8.84010        43.4069                 NaN  0.674674        31.9005     
  1064.68        2500.00        3.78968                 NaN            NaN            NaN   5.23134        6.19969        8.85219        43.3834                 NaN  0.680917        31.8628     
  1063.21        2500.00        3.58419                 NaN            NaN            NaN   6.04356        5.70932        8.87925        43.3472                 NaN  0.701013        31.7355     
  1061.74        2500.00        3.41648                 NaN            NaN            NaN   5.96397        6.05882        8.89632        43.3164                 NaN  0.714674        31.6334     
  1060.27        2500.00        3.27477                 NaN            NaN            NaN   5.84162        6.40492        8.91710        43.2922                 NaN  0.726456        31.5429     
  1058.80        2500.00        3.10493                 NaN            NaN            NaN   5.72578        6.79415        8.94358        43.2548                 NaN  0.739338        31.4374     
  1057.33        2500.00        2.73123                 NaN            NaN            NaN   5.50581        7.63046        8.99484        43.1696                 NaN  0.762057        31.2060     
  1055.86        2500.00        2.51943                 NaN            NaN            NaN   5.37173        8.10901        9.02486        43.1257                 NaN  0.776174        31.0731     
  1054.39        2500.00        2.36480                 NaN            NaN            NaN   5.27081        8.46378        9.05233        43.0860                 NaN  0.785977        30.9763     
  1052.92        2500.00        2.06608                 NaN            NaN            NaN   5.07928        9.14705        9.09140        43.0263                 NaN  0.802578        30.7873     
  1051.45        2500.00        1.81008                 NaN            NaN            NaN   4.91548        9.73378        9.12851        42.9713                 NaN  0.816175        30.6247     
  1049.98        2500.00        1.53556                 NaN            NaN            NaN   10.3638        4.74064        9.16825        42.9124                 NaN  0.829785        30.4495     
  1048.51        2500.00        1.24085                 NaN            NaN            NaN   4.55384        11.0410        9.21081        42.8493                 NaN  0.843412        30.2608     
  1047.04        2500.00       0.920366                 NaN            NaN            NaN   4.35161        11.7783        9.25697        42.7809                 NaN  0.857189        30.0547     
  1045.57        2500.00       0.544451                 NaN            NaN            NaN   12.6460        4.11379        9.31093        42.7008                 NaN  0.872051        29.8120     
  1044.10        2500.00       0.203704                 NaN            NaN            NaN   13.4302        3.90188        9.36026        42.6278                 NaN  0.884682        29.5915     
  1042.63        2500.00                 NaN            NaN            NaN            NaN   3.78150        13.8933        9.39089        42.5834                 NaN  0.891722        29.4592     
  1041.16        2500.00                 NaN            NaN            NaN            NaN   3.79858        13.8757        9.39461        42.5793                 NaN  0.891773        29.4600     
  1039.69        2500.00       0.166801                 NaN            NaN            NaN   3.92512        13.4667        9.37581        42.6090                 NaN  0.886661        29.5699     
  1038.22        2500.00                 NaN            NaN            NaN            NaN   13.8363        3.83626        9.40148        42.5721                 NaN  0.892229        29.4617     
  1036.75        2500.00                 NaN            NaN            NaN            NaN   13.8086        3.86170        9.40397        42.5701                 NaN  0.893058        29.4626     
  1035.28        2500.00                 NaN            NaN            NaN            NaN   13.7818        3.88639        9.40650        42.5680                 NaN  0.893837        29.4634     
  1033.81        2500.00                 NaN            NaN            NaN            NaN   13.7559        3.91032        9.40911        42.5657                 NaN  0.894571        29.4643     
  1032.34        2500.00                 NaN            NaN            NaN            NaN   13.8013        3.86848        9.42011        42.5542                 NaN  0.892308        29.4636     
  1030.87        2500.00                 NaN            NaN            NaN            NaN   3.87652        13.7930        9.42473        42.5493                 NaN  0.892174        29.4642     
  1029.40        2500.00                 NaN            NaN            NaN            NaN   13.8603        3.82830        9.43458        42.5261                 NaN  0.884748        29.4659     
  1027.93        2500.00                 NaN            NaN            NaN            NaN   3.83612        13.8543        9.44063        42.5190                 NaN  0.883499        29.4665     
  1026.46        2500.00                 NaN            NaN            NaN            NaN   13.7998        3.87539        9.44024        42.5290                 NaN  0.889405        29.4662     
  1024.99        2500.00                 NaN            NaN            NaN            NaN   13.7838        3.88934        9.44392        42.5262                 NaN  0.889986        29.4667     
  1023.52        2500.00                 NaN            NaN            NaN            NaN   13.8549        3.83705        9.45206        42.5056                 NaN  0.882534        29.4679     
  1022.05        2500.00                 NaN            NaN            NaN            NaN   13.5999        4.06523        9.43404        42.5371                 NaN  0.894720        29.4691     
  1020.58        2500.00                 NaN            NaN            NaN            NaN   13.8697        3.81868        9.44697        42.5143                 NaN  0.883483        29.4669     
  1019.11        2500.00                 NaN            NaN            NaN            NaN   13.8660        3.81837        9.44414        42.5232                 NaN  0.882953        29.4653     
  1017.64        2500.00                 NaN            NaN            NaN            NaN   13.7701        3.93013        9.46923        42.4796                 NaN  0.879873        29.4711     
  1016.17        2500.00                 NaN            NaN            NaN            NaN   13.8959        3.79047        9.45449        42.5107                 NaN  0.882334        29.4660     
  1014.70        2500.00                 NaN            NaN            NaN            NaN   13.5317        4.13542        9.44414        42.5202                 NaN  0.894186        29.4744     
  1013.23        2500.00                 NaN            NaN            NaN            NaN   13.8631        3.81789        9.45592        42.5133                 NaN  0.884274        29.4655     
  1011.76        2500.00                 NaN            NaN            NaN            NaN   13.6748        4.02185        9.47903        42.4671                 NaN  0.881708        29.4755     
  1010.29        2500.00                 NaN            NaN            NaN            NaN   4.20346        13.4567        9.45743        42.5087                 NaN  0.897189        29.4766     
  1008.82        2500.00                 NaN            NaN            NaN            NaN   13.4489        4.21151        9.45945        42.5056                 NaN  0.897237        29.4773     
  1007.35        2500.00                 NaN            NaN            NaN            NaN   3.94532        13.7716        9.50063        42.4321                 NaN  0.873033        29.4773     
  1005.88        2500.00                 NaN            NaN            NaN            NaN   4.10993        13.5831        9.48869        42.4546                 NaN  0.883655        29.4800     
  1004.41        2500.00                 NaN            NaN            NaN            NaN   3.90437        13.7782        9.44582        42.5131                 NaN  0.885642        29.4729     
  1002.94        2500.00                 NaN            NaN            NaN            NaN   13.3658        4.28146        9.47328        42.4927                 NaN  0.902163        29.4846     
  1001.47        2500.00                 NaN            NaN            NaN            NaN   4.20503        13.4752        9.48840        42.4566                 NaN  0.890077        29.4848     
  1000.00        2500.00                 NaN            NaN            NaN            NaN   4.01014        13.6618        9.47416        42.4949                 NaN  0.887816        29.4712     
