|6.6.6
Archiving\03_Data\DfracLP/QFM_m4.75/YM20/YM20_1.tab                     
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          14
T(K)           P(bar)         melt(TH)       iron           Ni             O(HP)          Sp(TH)         Opx(TH)        Cpx(TH)        Cpx(TH)        an             San(TH)        ilm            q             
  1468.67        500.000        98.0940                 NaN            NaN            NaN            NaN            NaN   1.20928       0.696671                 NaN            NaN            NaN            NaN
  1466.17        500.000        98.1277                 NaN            NaN            NaN            NaN            NaN   1.18975       0.682517                 NaN            NaN            NaN            NaN
  1463.66        500.000        98.1610                 NaN            NaN            NaN            NaN            NaN  0.667784        1.17121                 NaN            NaN            NaN            NaN
  1461.15        500.000        98.1942                 NaN            NaN            NaN            NaN            NaN   1.15169       0.654115                 NaN            NaN            NaN            NaN
  1458.65        500.000        98.2106                 NaN            NaN            NaN            NaN            NaN   1.13935       0.650052                 NaN            NaN            NaN            NaN
  1456.14        500.000        98.2675                 NaN            NaN            NaN            NaN            NaN  0.623159        1.10932                 NaN            NaN            NaN            NaN
  1453.63        500.000        98.2819                 NaN            NaN            NaN            NaN            NaN   1.10290       0.615163                 NaN            NaN            NaN            NaN
  1451.13        500.000        98.3095                 NaN            NaN            NaN            NaN            NaN   1.08630       0.604231                 NaN            NaN            NaN            NaN
  1448.62        500.000        97.5560                 NaN            NaN            NaN            NaN            NaN  0.933452        1.20517       0.305395                 NaN            NaN            NaN
  1446.12        500.000        94.0078                 NaN            NaN            NaN            NaN            NaN   2.49026        1.78295        1.71902                 NaN            NaN            NaN
  1443.61        500.000        94.2957                 NaN            NaN            NaN            NaN            NaN   2.36445        1.70126        1.63858                 NaN            NaN            NaN
  1441.10        500.000        94.5534                 NaN            NaN            NaN            NaN            NaN   2.25376        1.62657        1.56626                 NaN            NaN            NaN
  1438.60        500.000        94.7895                 NaN            NaN            NaN            NaN            NaN   2.15101        1.55990        1.49962                 NaN            NaN            NaN
  1436.09        500.000        95.0097                 NaN            NaN            NaN            NaN            NaN   1.49776        2.05560        1.43695                 NaN            NaN            NaN
  1433.58        500.000        95.2156                 NaN            NaN            NaN            NaN            NaN   1.96676        1.43862        1.37904                 NaN            NaN            NaN
  1431.08        500.000        95.3970                 NaN            NaN            NaN            NaN            NaN   1.38714        1.88878        1.32708                 NaN            NaN            NaN
  1428.57        500.000        95.5929                 NaN            NaN            NaN            NaN            NaN   1.32998        1.80565        1.27151                 NaN            NaN            NaN
  1426.07        500.000        95.7514                 NaN            NaN            NaN            NaN            NaN   1.28388        1.73855        1.22617                 NaN            NaN            NaN
  1423.56        500.000        95.9036                 NaN            NaN            NaN            NaN            NaN   1.67377        1.23993        1.18268                 NaN            NaN            NaN
  1421.05        500.000        96.0521                 NaN            NaN            NaN            NaN            NaN   1.19551        1.61203        1.14032                 NaN            NaN            NaN
  1418.55        500.000        96.1898                 NaN            NaN            NaN            NaN            NaN   1.55370        1.15595        1.10059                 NaN            NaN            NaN
  1416.04        500.000        96.3193                 NaN            NaN            NaN            NaN            NaN   1.49924        1.11802        1.06339                 NaN            NaN            NaN
  1413.53        500.000        96.4385                 NaN            NaN            NaN            NaN            NaN   1.44977        1.08293        1.02883                 NaN            NaN            NaN
  1411.03        500.000        96.5522                 NaN            NaN            NaN            NaN            NaN   1.04934        1.40257       0.995907                 NaN            NaN            NaN
  1408.52        500.000        96.6609                 NaN            NaN            NaN            NaN            NaN   1.01732        1.35732       0.964507                 NaN            NaN            NaN
  1406.02        500.000        96.7622                 NaN            NaN            NaN            NaN            NaN   1.31605       0.986900       0.934870                 NaN            NaN            NaN
  1403.51        500.000        96.8603                 NaN            NaN            NaN            NaN            NaN   1.27593       0.957371       0.906404                 NaN            NaN            NaN
  1401.00        500.000        96.6498       0.987649E-001            NaN            NaN            NaN            NaN   1.12113        1.14219       0.988098                 NaN            NaN            NaN
  1398.50        500.000        96.5968       0.153604                 NaN            NaN            NaN            NaN   1.19548        1.03870        1.01538                 NaN            NaN            NaN
  1395.99        500.000        96.7372       0.145571                 NaN            NaN            NaN            NaN   1.14594       0.997408       0.973848                 NaN            NaN            NaN
  1393.48        500.000        96.8691       0.137409                 NaN            NaN            NaN            NaN  0.957954        1.10151       0.934037                 NaN            NaN            NaN
  1390.98        500.000        96.9900       0.130019                 NaN            NaN            NaN            NaN  0.922940        1.05919       0.897877                 NaN            NaN            NaN
  1388.47        500.000        97.1019       0.122819                 NaN            NaN            NaN            NaN  0.891331        1.01963       0.864344                 NaN            NaN            NaN
  1385.96        500.000        97.2121       0.116619                 NaN            NaN            NaN            NaN  0.981402       0.858763       0.831158                 NaN            NaN            NaN
  1383.46        500.000        97.3108       0.110395                 NaN            NaN            NaN            NaN  0.946019       0.831268       0.801485                 NaN            NaN            NaN
  1380.95        500.000        97.4042       0.104427                 NaN            NaN            NaN            NaN  0.805251       0.913083       0.773005                 NaN            NaN            NaN
  1378.45        500.000        97.4932       0.989799E-001            NaN            NaN            NaN            NaN  0.780347       0.881221       0.746210                 NaN            NaN            NaN
  1375.94        500.000        97.5771       0.936789E-001            NaN            NaN            NaN            NaN  0.851033       0.757530       0.720639                 NaN            NaN            NaN
  1373.43        500.000        97.6498       0.891574E-001            NaN            NaN            NaN            NaN  0.736343       0.826017       0.698713                 NaN            NaN            NaN
  1370.93        500.000        97.7358       0.833525E-001            NaN            NaN            NaN            NaN  0.792687       0.716245       0.671887                 NaN            NaN            NaN
  1368.42        500.000        97.8018       0.793241E-001            NaN            NaN            NaN            NaN  0.769414       0.697414       0.652044                 NaN            NaN            NaN
  1365.91        500.000        97.8690       0.747799E-001            NaN            NaN            NaN            NaN  0.681139       0.743711       0.631342                 NaN            NaN            NaN
  1363.41        500.000        97.9329       0.705389E-001            NaN            NaN            NaN            NaN  0.719869       0.664972       0.611700                 NaN            NaN            NaN
  1360.90        500.000        97.9932       0.664279E-001            NaN            NaN            NaN            NaN  0.697195       0.650103       0.593102                 NaN            NaN            NaN
  1358.40        500.000        98.0513       0.623401E-001            NaN            NaN            NaN            NaN  0.674252       0.637093       0.575054                 NaN            NaN            NaN
  1355.89        500.000        98.1068       0.586792E-001            NaN            NaN            NaN            NaN  0.653734       0.622827       0.557910                 NaN            NaN            NaN
  1353.38        500.000        98.1591       0.551018E-001            NaN            NaN            NaN            NaN  0.609497       0.634662       0.541649                 NaN            NaN            NaN
  1350.88        500.000        98.2094       0.514181E-001            NaN            NaN            NaN            NaN  0.599102       0.614082       0.525957                 NaN            NaN            NaN
  1348.37        500.000        98.2575       0.478326E-001            NaN            NaN            NaN            NaN  0.595135       0.588658       0.510907                 NaN            NaN            NaN
  1345.86        500.000        98.3033       0.445087E-001            NaN            NaN            NaN            NaN  0.578765       0.576842       0.496585                 NaN            NaN            NaN
  1343.36        500.000        98.3470       0.411912E-001            NaN            NaN            NaN            NaN  0.559631       0.569370       0.482787                 NaN            NaN            NaN
  1340.85        500.000        98.3886       0.378459E-001            NaN            NaN            NaN            NaN  0.561606       0.542287       0.469621                 NaN            NaN            NaN
  1338.35        500.000        98.4278       0.346106E-001            NaN            NaN            NaN            NaN  0.525614       0.554734       0.457216                 NaN            NaN            NaN
  1335.84        500.000        98.4680       0.313683E-001            NaN            NaN            NaN            NaN  0.508497       0.547743       0.444441                 NaN            NaN            NaN
  1333.33        500.000        98.5030       0.283872E-001            NaN            NaN            NaN            NaN  0.493454       0.541819       0.433371                 NaN            NaN            NaN
  1330.83        500.000        98.5389       0.255409E-001            NaN            NaN            NaN            NaN  0.478748       0.534936       0.421832                 NaN            NaN            NaN
  1328.32        500.000        98.5731       0.223610E-001            NaN            NaN            NaN            NaN  0.463094       0.530669       0.410806                 NaN            NaN            NaN
  1325.81        500.000        98.3589       0.639518E-001            NaN            NaN            NaN            NaN  0.521966       0.533971       0.521234                 NaN            NaN            NaN
  1323.31        500.000        98.8721                 NaN            NaN            NaN            NaN            NaN  0.406573       0.441852       0.279440                 NaN            NaN            NaN
  1320.80        500.000        98.3821       0.835920E-001            NaN            NaN            NaN            NaN  0.410849       0.544772       0.578718                 NaN            NaN            NaN
  1318.30        500.000        98.9706                 NaN            NaN            NaN            NaN            NaN  0.557411       0.269912       0.202091                 NaN            NaN            NaN
  1315.79        500.000        98.7283                 NaN            NaN            NaN            NaN            NaN  0.334868       0.589123       0.347697                 NaN            NaN            NaN
  1313.28        500.000        98.7569                 NaN            NaN            NaN            NaN            NaN  0.366183       0.525916       0.350979                 NaN            NaN            NaN
  1310.78        500.000        98.7789                 NaN            NaN            NaN            NaN            NaN  0.358854       0.518089       0.344128                 NaN            NaN            NaN
  1308.27        500.000        98.8017                 NaN            NaN            NaN            NaN            NaN  0.510952       0.350019       0.337374                 NaN            NaN            NaN
  1305.76        500.000        98.8231                 NaN            NaN            NaN            NaN            NaN  0.342924       0.503387       0.330587                 NaN            NaN            NaN
  1303.26        500.000        98.8435                 NaN            NaN            NaN            NaN            NaN  0.335004       0.497068       0.324409                 NaN            NaN            NaN
  1300.75        500.000        98.8630                 NaN            NaN            NaN            NaN            NaN  0.490961       0.327669       0.318368                 NaN            NaN            NaN
  1298.25        500.000        98.8832                 NaN            NaN            NaN            NaN            NaN  0.484893       0.319625       0.312292                 NaN            NaN            NaN
  1295.74        500.000        98.9031                 NaN            NaN            NaN            NaN            NaN  0.312492       0.478305       0.306108                 NaN            NaN            NaN
  1293.23        500.000        98.9208                 NaN            NaN            NaN            NaN            NaN  0.472969       0.305507       0.300699                 NaN            NaN            NaN
  1290.73        500.000        98.9393                 NaN            NaN            NaN            NaN            NaN  0.297364       0.468180       0.295110                 NaN            NaN            NaN
  1288.22        500.000        98.9579                 NaN            NaN            NaN            NaN            NaN  0.290046       0.462539       0.289564                 NaN            NaN            NaN
  1285.71        500.000        98.9753                 NaN            NaN            NaN            NaN            NaN  0.282377       0.458040       0.284268                 NaN            NaN            NaN
  1283.21        500.000        98.9920                 NaN            NaN            NaN            NaN            NaN  0.454303       0.274528       0.279185                 NaN            NaN            NaN
  1280.70        500.000        99.0083                 NaN            NaN            NaN            NaN            NaN  0.448478       0.268957       0.274259                 NaN            NaN            NaN
  1278.20        500.000        91.7794                 NaN            NaN            NaN            NaN            NaN  0.993928        1.60392        1.02048        4.60224                 NaN            NaN
  1275.69        500.000        91.2650                 NaN            NaN            NaN            NaN            NaN   1.65836        1.03799        1.06269        4.97599                 NaN            NaN
  1273.18        500.000        92.0979                 NaN            NaN            NaN            NaN            NaN  0.943696        1.50327       0.966164        4.48899                 NaN            NaN
  1270.68        500.000        92.7922                 NaN            NaN            NaN            NaN            NaN  0.858026        1.38040       0.885124        4.08424                 NaN            NaN
  1268.17        500.000        93.3810                 NaN            NaN            NaN            NaN            NaN  0.766470        1.29418       0.815914        3.74242                 NaN            NaN
  1265.66        500.000        93.8853                 NaN            NaN            NaN            NaN            NaN  0.543946        1.36407       0.756014        3.45062                 NaN            NaN
  1263.16        500.000        94.3245                 NaN            NaN            NaN            NaN            NaN   1.77368                 NaN  0.703558        3.19830                 NaN            NaN
  1260.65        500.000        94.7098                 NaN            NaN            NaN            NaN            NaN   1.65703                 NaN  0.655487        2.97770                 NaN            NaN
  1258.15        500.000        95.0440                 NaN            NaN            NaN            NaN            NaN   1.55514                 NaN  0.615034        2.78587                 NaN            NaN
  1255.64        500.000        95.3487                 NaN            NaN            NaN            NaN            NaN   1.46144                 NaN  0.576327        2.61352                 NaN            NaN
  1253.13        500.000        95.6122                 NaN            NaN            NaN            NaN            NaN   1.38149                 NaN  0.543953        2.46233                 NaN            NaN
  1250.63        500.000        95.8546                 NaN            NaN            NaN            NaN            NaN   1.30682                 NaN  0.513870        2.32476                 NaN            NaN
  1248.12        500.000        96.0742                 NaN            NaN            NaN            NaN            NaN   1.23892                 NaN  0.485895        2.20102                 NaN            NaN
  1245.61        500.000        96.2727                 NaN            NaN            NaN            NaN            NaN   1.17834                 NaN  0.460823        2.08812                 NaN            NaN
  1243.11        500.000        96.4513                 NaN            NaN            NaN            NaN            NaN   1.12434                 NaN  0.437012        1.98739                 NaN            NaN
  1240.60        500.000        96.6170                 NaN            NaN            NaN            NaN            NaN   1.07339                 NaN  0.415846        1.89381                 NaN            NaN
  1238.10        500.000        96.7698                 NaN            NaN            NaN            NaN            NaN   1.02574                 NaN  0.397483        1.80693                 NaN            NaN
  1235.59        500.000        96.8989                 NaN            NaN            NaN            NaN            NaN  0.988338                 NaN  0.381569        1.73115                 NaN            NaN
  1233.08        500.000        96.7254                 NaN            NaN            NaN            NaN            NaN  0.964432                 NaN  0.398302        1.84074       0.710974E-001            NaN
  1230.58        500.000        96.7806                 NaN            NaN            NaN            NaN            NaN  0.925193                 NaN  0.387278        1.81703       0.898579E-001            NaN
  1228.07        500.000        96.9364                 NaN            NaN            NaN            NaN            NaN  0.881278                 NaN  0.366069        1.73273       0.835114E-001            NaN
  1225.56        500.000        97.0854                 NaN            NaN            NaN            NaN            NaN  0.835895                 NaN  0.341529        1.65757       0.795938E-001            NaN
  1223.06        500.000        97.2183                 NaN            NaN            NaN            NaN            NaN  0.800265                 NaN  0.325789        1.58273       0.729262E-001            NaN
  1220.55        500.000        97.3444                 NaN            NaN            NaN            NaN            NaN  0.763586                 NaN  0.306670        1.51667       0.686812E-001            NaN
  1218.05        500.000        97.4588                 NaN            NaN            NaN            NaN            NaN  0.732186                 NaN  0.291241        1.45389       0.638624E-001            NaN
  1215.54        500.000        97.5668                 NaN            NaN            NaN            NaN            NaN  0.702428                 NaN  0.276312        1.39501       0.594541E-001            NaN
  1213.03        500.000        84.4990                 NaN            NaN            NaN            NaN            NaN   2.20199                 NaN   1.28207        6.09611       0.155226        5.76557     
  1210.53        500.000        79.7943                 NaN            NaN            NaN            NaN            NaN   2.81514                 NaN   1.63763        7.70661       0.177333        7.86897     
  1208.02        500.000        80.8488                 NaN            NaN            NaN            NaN            NaN   2.74374                 NaN   1.55714        7.25280       0.154608        7.44288     
  1205.51        500.000        81.9025                 NaN            NaN            NaN            NaN            NaN   1.17831        1.40460        1.45611        6.85351       0.143328        7.06163     
  1203.01        500.000        82.5139                 NaN            NaN            NaN            NaN            NaN   1.09450        1.41199        1.40263        6.61997       0.132542        6.82446     
  1200.50        500.000        83.4478                 NaN            NaN            NaN            NaN            NaN   2.57828                 NaN   1.38357        6.17574       0.908993E-001   6.32373     
  1197.99        500.000        83.1643                 NaN            NaN            NaN            NaN            NaN  0.849510        1.60726        1.37081        6.37167       0.100413        6.53600     
  1195.49        500.000        81.7795                 NaN            NaN            NaN            NaN            NaN   2.62985                 NaN   1.46354        6.96004       0.103468        7.06365     
  1192.98        500.000        76.2401                 NaN            NaN            NaN            NaN            NaN   3.14175       0.315943E-005   1.84477        9.29680       0.135156        9.34142     
  1190.48        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.4109       0.177487        7.28424        40.8510       0.592630        39.6837     
  1187.97        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.64565        1.94958        7.28682        40.8419       0.589845        39.6862     
  1185.46        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6051                 NaN   7.28799        40.8308       0.588567        39.6875     
  1182.96        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.9016       0.697807        7.29012        40.8379       0.587338        39.6853     
  1180.45        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6190                 NaN   7.29833        40.8098       0.583172        39.6898     
  1177.94        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.2877       0.308710        7.29189        40.8371       0.589452        39.6851     
  1175.44        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.5997                 NaN   7.29492        40.8316       0.588191        39.6856     
  1172.93        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.3542       0.247254        7.29682        40.8284       0.587460        39.6859     
  1170.43        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.5753       0.278942E-001   7.29871        40.8251       0.586719        39.6862     
  1167.92        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6088                 NaN   7.30278        40.8167       0.584564        39.6871     
  1165.41        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6162                 NaN   7.30781        40.8059       0.581740        39.6884     
  1162.91        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6220                 NaN   7.31241        40.7968       0.579491        39.6894     
  1160.40        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6272                 NaN   7.31704        40.7881       0.577411        39.6903     
  1157.89        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6354       0.685412E-004   7.32380        40.7748       0.574247        39.6917     
  1155.39        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6551                 NaN   7.33468        40.7465       0.568208        39.6955     
  1152.88        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6422                 NaN   7.32796        40.7645       0.572259        39.6930     
  1150.38        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.6494                 NaN   7.33460        40.7524       0.569318        39.6942     
  1147.87        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.3388       0.296986        7.32812        40.7712       0.573279        39.6916     
  1145.36        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.9431       0.697439        7.33095        40.7643       0.571725        39.6925     
  1142.86        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.6875       0.955211        7.33302        40.7606       0.570847        39.6928     
  1140.35        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.7298       0.914515        7.33560        40.7574       0.569697        39.6930     
  1137.84        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.30096        3.32344        7.32137        40.7878       0.577171        39.6893     
  1135.34        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.93207        5.72115        7.34251        40.7431       0.566624        39.6945     
  1132.83        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.41337        3.21059        7.32121        40.7883       0.577288        39.6892     
  1130.33        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.43293        3.19102        7.32127        40.7883       0.577278        39.6892     
  1127.82        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.49758        3.12601        7.32106        40.7888       0.577397        39.6891     
  1125.31        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.53056        3.09287        7.32099        40.7890       0.577444        39.6891     
  1122.81        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   8.56009        3.06320        7.32092        40.7892       0.577490        39.6891     
  1120.30        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7219                 NaN   7.39519        40.6358       0.540687        39.7064     
  1117.79        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.12009        8.59321        7.38930        40.6481       0.544043        39.7052     
  1115.29        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7282                 NaN   7.40158        40.6248       0.537963        39.7074     
  1112.78        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7347                 NaN   7.40685        40.6146       0.535324        39.7085     
  1110.28        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7273                 NaN   7.40320        40.6240       0.538225        39.7073     
  1107.77        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7394                 NaN   7.41189        40.6060       0.533423        39.7093     
  1105.26        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7510                 NaN   7.42053        40.5885       0.528818        39.7112     
  1102.76        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7436                 NaN   7.41669        40.5981       0.531671        39.7100     
  1100.25        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7495                 NaN   7.42150        40.5888       0.529274        39.7109     
  1097.74        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7590                 NaN   7.42866        40.5744       0.525467        39.7125     
  1095.24        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7730                 NaN   7.43898        40.5534       0.519901        39.7148     
  1092.73        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7771                 NaN   7.44265        40.5466       0.518174        39.7155     
  1090.23        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7758                 NaN   7.44245        40.5478       0.518690        39.7153     
  1087.72        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.82794        7.94972        7.44313        40.5452       0.518101        39.7159     
  1085.21        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7914                 NaN   7.45456        40.5238       0.512392        39.7179     
  1082.71        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.7979                 NaN   7.45994        40.5134       0.509729        39.7190     
  1080.20        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.77693        4.95081        7.41081        40.6193       0.535088        39.7071     
  1077.69        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.83899        4.89450        7.41598        40.6099       0.532666        39.7080     
  1075.19        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.91034        4.82965        7.42179        40.5993       0.529933        39.7090     
  1072.68        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.99430        4.75315        7.42842        40.5871       0.526803        39.7102     
  1070.18        500.000                 NaN            NaN            NaN  0.104271                 NaN            NaN   5.01074        6.58215        7.41636        40.6145       0.534330        39.7376     
  1067.67        500.000                 NaN            NaN            NaN  0.363147                 NaN            NaN   5.41019        5.79846        7.38495        40.6840       0.553497        39.8058     
  1065.16        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.99538        7.78059        7.45119        40.5425       0.515427        39.7149     
  1062.66        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   3.78367        8.05237        7.49156        40.4525       0.494402        39.7255     
  1060.15        500.000                 NaN            NaN            NaN  0.139231                 NaN            NaN   3.59641        7.97556        7.44417        40.5668       0.525245        39.7525     
  1057.64        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   11.8583                 NaN   7.50822        40.4191       0.485497        39.7290     
  1055.14        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.7549        1.10822        7.51232        40.4113       0.483481        39.7298     
  1052.63        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   9.22999        2.63143        7.51196        40.4128       0.483996        39.7298     
  1050.13        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.5092        1.36320        7.52034        40.3963       0.479540        39.7314     
  1047.62        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   10.8277        1.05569        7.52821        40.3801       0.475273        39.7331     
  1045.11        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   6.41480        5.47393        7.53202        40.3717       0.473368        39.7342     
  1042.61        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   5.17321        6.71345        7.53089        40.3740       0.474264        39.7341     
  1040.10        500.000                 NaN            NaN            NaN            NaN            NaN            NaN   4.86111        7.03398        7.53741        40.3611       0.470876        39.7355     
  1037.59        500.000                 NaN            NaN            NaN   1.33332                 NaN            NaN   9.87729                 NaN   7.33312        40.7844       0.589929        40.0820     
  1035.09        500.000                 NaN            NaN            NaN   1.26364                 NaN            NaN   9.99107                 NaN   7.34948        40.7500       0.580606        40.0652     
  1032.58        500.000                 NaN            NaN            NaN   1.53198                 NaN            NaN   9.58107                 NaN   7.30595        40.8401       0.606188        40.1347     
  1030.08        500.000                 NaN            NaN            NaN   1.50524                 NaN            NaN   9.62850                 NaN   7.31474        40.8213       0.601246        40.1290     
  1027.57        500.000                 NaN            NaN            NaN   1.68935                 NaN            NaN   9.34707                 NaN   7.28491        40.8831       0.618857        40.1768     
  1025.06        500.000                 NaN            NaN            NaN   1.75552                 NaN            NaN   9.24927                 NaN   7.27642        40.9002       0.624005        40.1945     
  1022.56        500.000                 NaN            NaN            NaN   1.73543                 NaN            NaN   9.28703                 NaN   7.28442        40.8832       0.619475        40.1905     
  1020.05        500.000                 NaN            NaN            NaN   1.87344                 NaN            NaN   9.07549                 NaN   7.26163        40.9300       0.633028        40.2264     
  1017.54        500.000                 NaN            NaN            NaN   1.97961                 NaN            NaN   8.87447                 NaN   7.22106        41.0222       0.656007        40.2466     
  1015.04        500.000                 NaN            NaN            NaN   2.00727                 NaN            NaN   8.87868                 NaN   7.24167        40.9640       0.644722        40.2636     
  1012.53        500.000                 NaN            NaN            NaN   2.04104                 NaN            NaN   8.79014                 NaN   7.21718        41.0285       0.658660        40.2644     
  1010.03        500.000                 NaN            NaN            NaN   2.08888                 NaN            NaN   8.62636                 NaN   7.15379        41.1773       0.693527        40.2601     
  1007.52        500.000                 NaN            NaN            NaN   2.10200                 NaN            NaN   8.70723                 NaN   7.21383        41.0336       0.661039        40.2823     
  1005.01        500.000                 NaN            NaN            NaN   2.13229                 NaN            NaN   8.66662                 NaN   7.21243        41.0353       0.662093        40.2913     
  1002.51        500.000                 NaN            NaN            NaN   2.17265                 NaN            NaN   8.62492                 NaN   7.21881        41.0190       0.659128        40.3055     
  1000.00        500.000                 NaN            NaN            NaN   2.21581                 NaN            NaN   8.57566                 NaN   7.22138        41.0090       0.658057        40.3201     
