|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/EETA/EETA_1.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q              hed           
  1193.31        500.000       100.0000       0.110340E-004            NaN            NaN            NaN  0.215470E-005  0.235222E-005  0.117123E-004            NaN  0.118840E-004  0.124058E-005
  1192.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.25        500.000        69.3170                 NaN   2.51351                 NaN            NaN   2.55569        1.59859        11.7703       0.311687        11.9332                 NaN
  1190.22        500.000        99.5931                 NaN  0.322681                 NaN            NaN  0.288834E-001  0.168531E-001  0.385169E-001            NaN            NaN            NaN
  1189.19        500.000        95.2087                 NaN  0.488570                 NaN            NaN  0.401890       0.215533        1.92633       0.486276E-001   1.71031                 NaN
  1188.16        500.000        92.2517                 NaN  0.682271                 NaN            NaN  0.634061       0.375090        3.02535       0.736921E-001   2.95780                 NaN
  1187.14        500.000        88.3734                 NaN  0.945240                 NaN            NaN  0.930420       0.528072        4.60942       0.111691        4.50173                 NaN
  1186.11        500.000        89.8872                 NaN  0.799046                 NaN            NaN  0.790517       0.449605        4.05800       0.921765E-001   3.92346                 NaN
  1185.08        500.000        73.1680                 NaN   1.92093                 NaN            NaN   2.07067        1.22342        10.7731       0.254699        10.5891                 NaN
  1184.05        500.000                 NaN            NaN   6.93295                 NaN            NaN   7.39162        4.02758        41.7450       0.883829        39.0190                 NaN
  1183.02        500.000                 NaN            NaN   6.91389                 NaN            NaN   7.39234        4.04289        41.7430       0.883996        39.0239                 NaN
  1182.00        500.000                 NaN            NaN   6.89994                 NaN            NaN   7.39204        4.05123        41.7448       0.885404        39.0266                 NaN
  1180.97        500.000                 NaN            NaN   6.88682                 NaN            NaN   7.39228        4.05920        41.7468       0.886019        39.0289                 NaN
  1179.94        500.000                 NaN            NaN   6.88492                 NaN            NaN   7.39071        4.06202        41.7460       0.886344        39.0300                 NaN
  1178.91        500.000                 NaN            NaN   6.82868                 NaN            NaN   7.39262        4.09928        41.7493       0.888699        39.0414                 NaN
  1177.88        500.000                 NaN            NaN   6.81758                 NaN            NaN   7.39294        4.10691        41.7500       0.889136        39.0434                 NaN
  1176.85        500.000                 NaN            NaN   6.79909                 NaN            NaN   7.39290        4.11948        41.7514       0.889952        39.0472                 NaN
  1175.83        500.000                 NaN            NaN   6.77298                 NaN            NaN   7.39261        4.13727        41.7533       0.891060        39.0528                 NaN
  1174.80        500.000                 NaN            NaN   6.70279                 NaN            NaN   7.39431        4.18615        41.7552       0.893872        39.0677                 NaN
  1173.77        500.000                 NaN            NaN   6.68590                 NaN            NaN   7.38664        4.19000        41.7741       0.896509        39.0668                 NaN
  1172.74        500.000                 NaN            NaN   6.72313                 NaN            NaN   7.39009        4.16920        41.7633       0.893166        39.0611                 NaN
  1171.71        500.000                 NaN            NaN   6.70679                 NaN            NaN   7.39025        4.18026        41.7642       0.893983        39.0645                 NaN
  1170.68        500.000                 NaN            NaN   6.65768                 NaN            NaN   7.39141        4.21317        41.7663       0.896476        39.0750                 NaN
  1169.66        500.000                 NaN            NaN   6.59886                 NaN            NaN   7.38474        4.24666        41.7868       0.900624        39.0823                 NaN
  1168.63        500.000                 NaN            NaN   6.67411                 NaN            NaN   7.39580        4.20746        41.7526       0.894945        39.0750                 NaN
  1167.60        500.000                 NaN            NaN   6.64635                 NaN            NaN   7.39107        4.22147        41.7659       0.897172        39.0780                 NaN
  1166.57        500.000                 NaN            NaN   6.65092                 NaN            NaN   7.39462        4.22109        41.7588       0.896177        39.0784                 NaN
  1165.54        500.000                 NaN            NaN   6.60594                 NaN            NaN   7.39067        4.24989        41.7684       0.898519        39.0866                 NaN
  1164.52        500.000                 NaN            NaN   6.60660                 NaN            NaN   7.39311        4.24894        41.7665       0.898502        39.0864                 NaN
  1163.49        500.000                 NaN            NaN   6.58965                 NaN            NaN   7.39319        4.26055        41.7675       0.899205        39.0899                 NaN
  1162.46        500.000                 NaN            NaN   6.59405                 NaN            NaN   7.39371        4.25808        41.7664       0.898769        39.0890                 NaN
  1161.43        500.000                 NaN            NaN   6.58038                 NaN            NaN   7.39384        4.26740        41.7672       0.899357        39.0918                 NaN
  1160.40        500.000                 NaN            NaN   6.55579                 NaN            NaN   7.39388        4.28388        41.7687       0.900584        39.0971                 NaN
  1159.37        500.000                 NaN            NaN   6.53701                 NaN            NaN   7.39390        4.29653        41.7702       0.901429        39.1009                 NaN
  1158.35        500.000                 NaN            NaN   6.51136                 NaN            NaN   7.39782        4.31146        41.7717       0.903481        39.1042                 NaN
  1157.32        500.000                 NaN            NaN   6.50885                 NaN            NaN   7.39417        4.31581        41.7715       0.902645        39.1070                 NaN
  1156.29        500.000                 NaN            NaN   6.51796                 NaN            NaN   7.39572        4.31154        41.7669       0.901801        39.1061                 NaN
  1155.26        500.000                 NaN            NaN   6.48485                 NaN            NaN   7.39464        4.33234        41.7723       0.903632        39.1122                 NaN
  1154.23        500.000                 NaN            NaN   6.48987                 NaN            NaN   7.39533        4.32970        41.7706       0.903141        39.1114                 NaN
  1153.20        500.000                 NaN            NaN   6.48364                 NaN            NaN   7.39645        4.33560        41.7672       0.903315        39.1138                 NaN
  1152.18        500.000                 NaN            NaN   6.44894                 NaN            NaN   7.39552        4.35698        41.7735       0.905092        39.1200                 NaN
  1151.15        500.000                 NaN            NaN   6.45714                 NaN            NaN   7.39699        4.35360        41.7686       0.904303        39.1194                 NaN
  1150.12        500.000                 NaN            NaN   6.44612                 NaN            NaN   7.39630        4.35991        41.7718       0.904898        39.1210                 NaN
  1149.09        500.000                 NaN            NaN   6.41553                 NaN            NaN   7.39610        4.38014        41.7743       0.906482        39.1275                 NaN
  1148.06        500.000                 NaN            NaN   6.40583                 NaN            NaN   7.39632        4.38693        41.7744       0.906861        39.1296                 NaN
  1147.04        500.000                 NaN            NaN   6.39679                 NaN            NaN   7.39632        4.39274        41.7756       0.907281        39.1312                 NaN
  1146.01        500.000                 NaN            NaN   6.38120                 NaN            NaN   7.39615        4.40293        41.7774       0.908065        39.1343                 NaN
  1144.98        500.000                 NaN            NaN   6.37848                 NaN            NaN   7.39721        4.40586        41.7748       0.907924        39.1357                 NaN
  1143.95        500.000                 NaN            NaN   6.36353                 NaN            NaN   7.39721        4.41560        41.7765       0.908636        39.1385                 NaN
  1142.92        500.000                 NaN            NaN   6.37063                 NaN            NaN   7.39815        4.41221        41.7733       0.907947        39.1378                 NaN
  1141.89        500.000                 NaN            NaN   6.35994                 NaN            NaN   7.39839        4.41958        41.7735       0.908386        39.1402                 NaN
  1140.87        500.000                 NaN            NaN   6.31453                 NaN            NaN   7.39521        4.44630        41.7854       0.911473        39.1471                 NaN
  1139.84        500.000                 NaN            NaN   6.32358                 NaN            NaN   7.39863        4.44384        41.7756       0.910197        39.1481                 NaN
  1138.81        500.000                 NaN            NaN   6.31491                 NaN            NaN   7.39943        4.44991        41.7753       0.910424        39.1500                 NaN
  1137.78        500.000                 NaN            NaN   6.31491                 NaN            NaN   7.39961        4.45054        41.7743       0.910292        39.1503                 NaN
  1136.75        500.000                 NaN            NaN   6.30676                 NaN            NaN   7.40294        4.46006        41.7655       0.910073        39.1547                 NaN
  1135.73        500.000                 NaN            NaN   6.29875                 NaN            NaN   7.40315        4.46598        41.7649       0.910401        39.1569                 NaN
  1134.70        500.000                 NaN            NaN   6.28595                 NaN            NaN   7.40502        4.47427        41.7651       0.910829        39.1588                 NaN
  1133.67        500.000                 NaN            NaN   6.28159                 NaN            NaN   7.40083        4.47424        41.7738       0.911488        39.1581                 NaN
  1132.64        500.000                 NaN            NaN   6.27302                 NaN            NaN   7.40903        4.48448        41.7596       0.910613        39.1633                 NaN
  1131.61        500.000                 NaN            NaN   6.25243                 NaN            NaN   7.40120        4.49365        41.7754       0.912898        39.1645                 NaN
  1130.58        500.000                 NaN            NaN   6.24302                 NaN            NaN   7.40147        4.50039        41.7752       0.913222        39.1667                 NaN
  1129.56        500.000                 NaN            NaN   6.24773                 NaN            NaN   7.40365        4.50001        41.7687       0.912529        39.1674                 NaN
  1128.53        500.000                 NaN            NaN   6.23415                 NaN            NaN   7.40381        4.51157        41.7660       0.912896        39.1716                 NaN
  1127.50        500.000                 NaN            NaN   6.22703                 NaN            NaN   7.40586        4.51604        41.7646       0.913155        39.1733                 NaN
  1126.47        500.000                 NaN            NaN   6.21805                 NaN            NaN   7.40624        4.52230        41.7645       0.913504        39.1754                 NaN
  1125.44        500.000                 NaN            NaN   6.21415                 NaN            NaN   7.40497        4.52355        41.7682       0.913811        39.1753                 NaN
  1124.41        500.000                 NaN            NaN   6.19127                 NaN            NaN   7.40362        4.53651        41.7743       0.915293        39.1790                 NaN
  1123.39        500.000                 NaN            NaN   6.18390                 NaN            NaN   7.40391        4.54171        41.7742       0.915554        39.1807                 NaN
  1122.36        500.000                 NaN            NaN   6.17633                 NaN            NaN   7.40427        4.54709        41.7740       0.915828        39.1825                 NaN
  1121.33        500.000                 NaN            NaN   6.18805                 NaN            NaN   7.40668        4.54280        41.7656       0.914712        39.1821                 NaN
  1120.30        500.000                 NaN            NaN   6.17268                 NaN            NaN   7.40746        4.55339        41.7654       0.915354        39.1857                 NaN
  1119.27        500.000                 NaN            NaN   6.16032                 NaN            NaN   7.40760        4.56185        41.7659       0.915918        39.1884                 NaN
  1118.25        500.000                 NaN            NaN   6.14609                 NaN            NaN   7.40579        4.56856        41.7727       0.916929        39.1899                 NaN
  1117.22        500.000                 NaN            NaN   6.15061                 NaN            NaN   7.40943        4.57026        41.7616       0.915990        39.1921                 NaN
  1116.19        500.000                 NaN            NaN   6.13358                 NaN            NaN   7.40663        4.57767        41.7717       0.917326        39.1931                 NaN
  1115.16        500.000                 NaN            NaN   6.12405                 NaN            NaN   7.40702        4.58426        41.7715       0.917727        39.1954                 NaN
  1114.13        500.000                 NaN            NaN   6.12863                 NaN            NaN   7.41060        4.58588        41.7606       0.916788        39.1975                 NaN
  1113.10        500.000                 NaN            NaN   6.11349                 NaN            NaN   7.40783        4.59217        41.7704       0.917976        39.1981                 NaN
  1112.08        500.000                 NaN            NaN   6.11554                 NaN            NaN   7.41142        4.59532        41.7596       0.917224        39.2009                 NaN
  1111.05        500.000                 NaN            NaN   6.09905                 NaN            NaN   7.40869        4.60242        41.7695       0.918523        39.2018                 NaN
  1110.02        500.000                 NaN            NaN   6.09215                 NaN            NaN   7.40911        4.60736        41.7690       0.918767        39.2036                 NaN
  1108.99        500.000                 NaN            NaN   6.09847                 NaN            NaN   7.41273        4.60791        41.7578       0.917716        39.2053                 NaN
  1107.96        500.000                 NaN            NaN   6.08027                 NaN            NaN   7.40999        4.61606        41.7679       0.919132        39.2067                 NaN
  1106.93        500.000                 NaN            NaN   6.07429                 NaN            NaN   7.41071        4.62060        41.7665       0.919311        39.2086                 NaN
  1105.91        500.000                 NaN            NaN   6.06707                 NaN            NaN   7.41090        4.62564        41.7667       0.919574        39.2101                 NaN
  1104.88        500.000                 NaN            NaN   5.94816                 NaN            NaN   7.42151        4.71302        41.7515       0.923334        39.2425                 NaN
  1103.85        500.000                 NaN            NaN   6.04345                 NaN            NaN   7.41057        4.64116        41.7688       0.920834        39.2152                 NaN
  1102.82        500.000                 NaN            NaN   6.04008                 NaN            NaN   7.41229        4.64462        41.7654       0.920716        39.2169                 NaN
  1101.79        500.000                 NaN            NaN   6.03976                 NaN            NaN   7.41300        4.64463        41.7649       0.920704        39.2170                 NaN
  1100.77        500.000                 NaN            NaN   6.03250                 NaN            NaN   7.41417        4.65167        41.7609       0.920711        39.2201                 NaN
  1099.74        500.000                 NaN            NaN   6.02760                 NaN            NaN   7.41466        4.65537        41.7600       0.920832        39.2215                 NaN
  1098.71        500.000                 NaN            NaN   6.02271                 NaN            NaN   7.41516        4.65908        41.7592       0.920954        39.2229                 NaN
  1097.68        500.000                 NaN            NaN   6.01782                 NaN            NaN   7.41566        4.66278        41.7584       0.921077        39.2243                 NaN
  1096.65        500.000                 NaN            NaN   6.01294                 NaN            NaN   7.41616        4.66647        41.7576       0.921200        39.2257                 NaN
  1095.62        500.000                 NaN            NaN   6.00806                 NaN            NaN   7.41665        4.67016        41.7567       0.921324        39.2271                 NaN
  1094.60        500.000                 NaN            NaN   6.00319                 NaN            NaN   7.41715        4.67384        41.7559       0.921448        39.2284                 NaN
  1093.57        500.000                 NaN            NaN   5.99832                 NaN            NaN   7.41764        4.67752        41.7551       0.921573        39.2298                 NaN
  1092.54        500.000                 NaN            NaN   5.99346                 NaN            NaN   7.41814        4.68119        41.7543       0.921698        39.2312                 NaN
  1091.51        500.000                 NaN            NaN   5.98861                 NaN            NaN   7.41863        4.68485        41.7535       0.921823        39.2326                 NaN
  1090.48        500.000                 NaN            NaN   5.98619                 NaN            NaN   7.41820        4.68603        41.7552       0.921879        39.2325                 NaN
  1089.46        500.000                 NaN            NaN   5.97894                 NaN            NaN   7.41963        4.69215        41.7518       0.922074        39.2354                 NaN
  1088.43        500.000                 NaN            NaN   5.97412                 NaN            NaN   7.42013        4.69579        41.7510       0.922200        39.2368                 NaN
  1087.40        500.000                 NaN            NaN   5.96932                 NaN            NaN   7.42063        4.69942        41.7502       0.922325        39.2382                 NaN
  1086.37        500.000                 NaN            NaN   5.96575                 NaN            NaN   7.42052        4.70167        41.7510       0.922426        39.2386                 NaN
  1085.34        500.000                 NaN            NaN   5.95974                 NaN            NaN   7.42163        4.70665        41.7485       0.922577        39.2409                 NaN
  1084.31        500.000                 NaN            NaN   5.95497                 NaN            NaN   7.42214        4.71025        41.7476       0.922702        39.2423                 NaN
  1083.29        500.000                 NaN            NaN   5.95022                 NaN            NaN   7.42264        4.71385        41.7468       0.922827        39.2437                 NaN
  1082.26        500.000                 NaN            NaN   5.94548                 NaN            NaN   7.42315        4.71743        41.7459       0.922952        39.2451                 NaN
  1081.23        500.000                 NaN            NaN   5.94076                 NaN            NaN   7.42366        4.72100        41.7451       0.923077        39.2464                 NaN
  1080.20        500.000                 NaN            NaN   5.93605                 NaN            NaN   7.42418        4.72456        41.7442       0.923202        39.2478                 NaN
  1079.17        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1078.14        500.000                 NaN            NaN   5.92372                 NaN            NaN   7.42424        4.73241        41.7456       0.923759        39.2503                 NaN
  1077.12        500.000                 NaN            NaN   5.90918                 NaN            NaN   7.42472        4.74178        41.7462       0.924461        39.2536                 NaN
  1076.09        500.000                 NaN            NaN   5.90618                 NaN            NaN   7.42510        4.74426        41.7451       0.924561        39.2548                 NaN
  1075.06        500.000                 NaN            NaN   5.90075                 NaN            NaN   7.42576        4.74814        41.7441       0.924801        39.2565                 NaN
  1074.03        500.000                 NaN            NaN   5.89571                 NaN            NaN   7.42752        4.75171        41.7424       0.924985        39.2577                 NaN
  1073.00        500.000                 NaN            NaN   5.88979                 NaN            NaN   7.42901        4.75585        41.7394       0.925773        39.2602                 NaN
  1071.98        500.000                 NaN            NaN   5.89485                 NaN            NaN   7.42719        4.75380        41.7409       0.924615        39.2586                 NaN
  1070.95        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1069.92        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1068.89        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1067.86        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1066.83        500.000                 NaN            NaN   5.86131                 NaN            NaN   7.42981        4.77758        41.7380       0.925926        39.2673                 NaN
  1065.81        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1064.78        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1063.75        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1062.72        500.000                 NaN            NaN   5.84559                 NaN            NaN   7.42985        4.78736        41.7401       0.926742        39.2703                 NaN
  1061.69        500.000                 NaN            NaN   5.84356                 NaN            NaN   7.43013        4.78892        41.7396       0.926795        39.2710                 NaN
  1060.67        500.000                 NaN            NaN   5.84058                 NaN            NaN   7.42994        4.79055        41.7406       0.926988        39.2714                 NaN
  1059.64        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1058.61        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1057.58        500.000                 NaN            NaN   5.83772                 NaN            NaN   7.42990        4.79224        41.7412       0.927213        39.2718                 NaN
  1056.55        500.000                 NaN            NaN   5.82177                 NaN            NaN   7.43599        4.80865        41.7256       0.926827        39.2811                 NaN
  1055.52        500.000                 NaN            NaN   5.81940                 NaN            NaN   7.43656        4.81077        41.7244       0.926810        39.2820                 NaN
  1054.50        500.000                 NaN            NaN   5.81569                 NaN            NaN   7.43721        4.81370        41.7231       0.926898        39.2834                 NaN
  1053.47        500.000                 NaN            NaN   5.81197                 NaN            NaN   7.43787        4.81669        41.7218       0.926966        39.2847                 NaN
  1052.44        500.000                 NaN            NaN   5.80727                 NaN            NaN   7.43846        4.82027        41.7208       0.927091        39.2861                 NaN
  1051.41        500.000                 NaN            NaN   5.80626                 NaN            NaN   7.43912        4.82152        41.7192       0.927018        39.2868                 NaN
  1050.38        500.000                 NaN            NaN   5.81366                 NaN            NaN   7.43818        4.81615        41.7209       0.926784        39.2843                 NaN
  1049.35        500.000                 NaN            NaN   5.79549                 NaN            NaN   7.44111        4.82936        41.7165       0.927397        39.2901                 NaN
  1048.33        500.000                 NaN            NaN   5.79456                 NaN            NaN   7.44106        4.83064        41.7157       0.927302        39.2907                 NaN
  1047.30        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1046.27        500.000                 NaN            NaN   5.83508                 NaN            NaN   7.42751        4.79106        41.7484       0.927900        39.2701                 NaN
  1045.24        500.000                 NaN            NaN   5.78404                 NaN            NaN   7.44288        4.83910        41.7120       0.927492        39.2945                 NaN
  1044.21        500.000                 NaN            NaN   5.78442                 NaN            NaN   7.44455        4.84083        41.7072       0.927144        39.2959                 NaN
  1043.19        500.000                 NaN            NaN   5.78045                 NaN            NaN   7.44521        4.84393        41.7059       0.927245        39.2972                 NaN
  1042.16        500.000                 NaN            NaN   5.77650                 NaN            NaN   7.44588        4.84701        41.7047       0.927345        39.2986                 NaN
  1041.13        500.000                 NaN            NaN   5.77257                 NaN            NaN   7.44655        4.85008        41.7034       0.927444        39.3000                 NaN
  1040.10        500.000                 NaN            NaN   5.76866                 NaN            NaN   7.44722        4.85313        41.7021       0.927543        39.3013                 NaN
  1039.07        500.000                 NaN            NaN   5.76477                 NaN            NaN   7.44790        4.85617        41.7008       0.927640        39.3027                 NaN
  1038.04        500.000                 NaN            NaN   5.76091                 NaN            NaN   7.44858        4.85920        41.6995       0.927737        39.3041                 NaN
  1037.02        500.000                 NaN            NaN   5.76069                 NaN            NaN   7.44973        4.86075        41.6963       0.927479        39.3050                 NaN
  1035.99        500.000                 NaN            NaN   5.75728                 NaN            NaN   7.45049        4.86360        41.6947       0.927532        39.3064                 NaN
  1034.96        500.000                 NaN            NaN   5.75389                 NaN            NaN   7.45124        4.86643        41.6931       0.927585        39.3077                 NaN
  1033.93        500.000                 NaN            NaN   5.75051                 NaN            NaN   7.45200        4.86925        41.6916       0.927638        39.3090                 NaN
  1032.90        500.000                 NaN            NaN   5.74715                 NaN            NaN   7.45275        4.87205        41.6900       0.927691        39.3104                 NaN
  1031.87        500.000                 NaN            NaN   5.73686                 NaN            NaN   7.45274        4.87781        41.6916       0.928402        39.3126                 NaN
  1030.85        500.000                 NaN            NaN   5.73279                 NaN            NaN   7.45343        4.88093        41.6904       0.928520        39.3140                 NaN
  1029.82        500.000                 NaN            NaN   5.73712                 NaN            NaN   7.45425        4.87958        41.6875       0.927946        39.3136                 NaN
  1028.79        500.000                 NaN            NaN   5.73402                 NaN            NaN   7.45514        4.88234        41.6855       0.927969        39.3150                 NaN
  1027.76        500.000                 NaN            NaN   5.73095                 NaN            NaN   7.45601        4.88507        41.6836       0.927991        39.3164                 NaN
  1026.73        500.000                 NaN            NaN   5.72786                 NaN            NaN   7.45687        4.88780        41.6817       0.928019        39.3177                 NaN
  1025.71        500.000                 NaN            NaN   5.72027                 NaN            NaN   7.45632        4.89143        41.6845       0.928590        39.3188                 NaN
  1024.68        500.000                 NaN            NaN   5.72049                 NaN            NaN   7.45731        4.89259        41.6818       0.928311        39.3195                 NaN
  1023.65        500.000                 NaN            NaN   5.71801                 NaN            NaN   7.45859        4.89540        41.6786       0.928248        39.3212                 NaN
  1022.62        500.000                 NaN            NaN   5.71518                 NaN            NaN   7.45970        4.89822        41.6760       0.928231        39.3227                 NaN
  1021.59        500.000                 NaN            NaN   5.71225                 NaN            NaN   7.46077        4.90104        41.6735       0.928226        39.3242                 NaN
  1020.56        500.000                 NaN            NaN   5.70411                 NaN            NaN   7.46009        4.90473        41.6769       0.928882        39.3253                 NaN
  1019.54        500.000                 NaN            NaN   5.70617                 NaN            NaN   7.46255        4.90647        41.6696       0.928278        39.3269                 NaN
  1018.51        500.000                 NaN            NaN   5.70175                 NaN            NaN   7.46074        4.90715        41.6755       0.928721        39.3262                 NaN
  1017.48        500.000                 NaN            NaN   5.69911                 NaN            NaN   7.46157        4.90954        41.6736       0.928729        39.3274                 NaN
  1016.45        500.000                 NaN            NaN   5.69627                 NaN            NaN   7.46233        4.91198        41.6720       0.928759        39.3286                 NaN
  1015.42        500.000                 NaN            NaN   5.69346                 NaN            NaN   7.46310        4.91440        41.6704       0.928787        39.3299                 NaN
  1014.40        500.000                 NaN            NaN   5.69010                 NaN            NaN   7.46406        4.91722        41.6684       0.928856        39.3314                 NaN
  1013.37        500.000                 NaN            NaN   5.68731                 NaN            NaN   7.46484        4.91962        41.6667       0.928884        39.3326                 NaN
  1012.34        500.000                 NaN            NaN   5.68454                 NaN            NaN   7.46563        4.92202        41.6651       0.928911        39.3339                 NaN
  1011.31        500.000                 NaN            NaN   5.68179                 NaN            NaN   7.46642        4.92440        41.6634       0.928937        39.3351                 NaN
  1010.28        500.000                 NaN            NaN   5.67907                 NaN            NaN   7.46721        4.92677        41.6617       0.928961        39.3363                 NaN
  1009.25        500.000                 NaN            NaN   5.67771                 NaN            NaN   7.46801        4.92849        41.6597       0.928860        39.3372                 NaN
  1008.23        500.000                 NaN            NaN   5.67507                 NaN            NaN   7.46881        4.93081        41.6580       0.928878        39.3384                 NaN
  1007.20        500.000                 NaN            NaN   5.67248                 NaN            NaN   7.46962        4.93312        41.6563       0.928892        39.3396                 NaN
  1006.17        500.000                 NaN            NaN   5.66990                 NaN            NaN   7.47044        4.93541        41.6545       0.928906        39.3408                 NaN
  1005.14        500.000                 NaN            NaN   5.66543                 NaN            NaN   7.47117        4.93853        41.6534       0.929089        39.3424                 NaN
  1004.11        500.000                 NaN            NaN   5.66477                 NaN            NaN   7.47206        4.93997        41.6510       0.928934        39.3432                 NaN
  1003.08        500.000                 NaN            NaN   5.66183                 NaN            NaN   7.47318        4.94279        41.6485       0.928939        39.3448                 NaN
  1002.06        500.000                 NaN            NaN   5.65942                 NaN            NaN   7.47395        4.94492        41.6468       0.928950        39.3459                 NaN
  1001.03        500.000                 NaN            NaN   5.65704                 NaN            NaN   7.47473        4.94704        41.6452       0.928959        39.3470                 NaN
  1000.00        500.000                 NaN            NaN   5.65469                 NaN            NaN   7.47551        4.94915        41.6435       0.928964        39.3482                 NaN
