|6.6.6
Archiving\03_Data\eqfracLP/QFM_m0.75/EETA/EETA_3.tab                      
           1
T(K)    
  0.000000000000000E+000
  0.000000000000000E+000
           0
          13
T(K)           P(bar)         melt(TH)       melt(TH)       Cpx(TH)        Cpx(TH)        Sp(TH)         an             O(HP)          San(TH)        ilm            q              hed           
  1196.39        500.000        76.2781                 NaN   1.74878                 NaN            NaN   1.99448       0.744631        9.54845       0.141260        9.54426                 NaN
  1195.36        500.000        99.9999                 NaN  0.444033E-005            NaN            NaN  0.513263E-005  0.222944E-005  0.249162E-004            NaN  0.246976E-004            NaN
  1194.33        500.000       100.0000                 NaN  0.105061E-005            NaN            NaN  0.138644E-005            NaN  0.673095E-005            NaN  0.687681E-005            NaN
  1193.31        500.000       100.0000       0.110013E-004            NaN            NaN            NaN  0.192791E-005  0.133903E-005  0.113554E-004            NaN  0.113965E-004  0.847526E-006
  1192.28        500.000        100.000                 NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN            NaN
  1191.25        500.000        71.3195                 NaN   1.79030                 NaN            NaN   2.34883       0.935770        11.6835       0.166952        11.7551                 NaN
  1190.22        500.000        99.7050                 NaN  0.222390                 NaN            NaN  0.258099E-001  0.959177E-002  0.371976E-001            NaN            NaN            NaN
  1189.19        500.000        95.6441                 NaN  0.337786                 NaN            NaN  0.360180       0.123123        1.86644       0.253987E-001   1.64298                 NaN
  1188.16        500.000        92.9177                 NaN  0.473283                 NaN            NaN  0.569427       0.214541        2.93918       0.385690E-001   2.84728                 NaN
  1187.14        500.000        89.3019                 NaN  0.659104                 NaN            NaN  0.837864       0.302864        4.49414       0.586164E-001   4.34548                 NaN
  1186.11        500.000        90.6937                 NaN  0.556551                 NaN            NaN  0.710545       0.257374        3.95326       0.482836E-001   3.78026                 NaN
  1185.08        500.000        74.9016                 NaN   1.36429                 NaN            NaN   1.88702       0.709246        10.6581       0.135265        10.3445                 NaN
  1184.05        500.000                 NaN            NaN   5.22337                 NaN            NaN   7.17220        2.48616        44.0320       0.499768        40.5865                 NaN
  1183.02        500.000                 NaN            NaN   5.21354                 NaN            NaN   7.17263        2.49550        44.0277       0.499837        40.5908                 NaN
  1182.00        500.000                 NaN            NaN   5.20316                 NaN            NaN   7.17230        2.50057        44.0291       0.500624        40.5943                 NaN
  1180.97        500.000                 NaN            NaN   5.19093                 NaN            NaN   7.17264        2.50560        44.0317       0.500972        40.5982                 NaN
  1179.94        500.000                 NaN            NaN   5.19242                 NaN            NaN   7.17094        2.50698        44.0293       0.501137        40.5992                 NaN
  1178.91        500.000                 NaN            NaN   5.15293                 NaN            NaN   7.17259        2.53006        44.0312       0.502447        40.6107                 NaN
  1177.88        500.000                 NaN            NaN   5.14534                 NaN            NaN   7.17283        2.53471        44.0312       0.502682        40.6133                 NaN
  1176.85        500.000                 NaN            NaN   5.13234                 NaN            NaN   7.17271        2.54239        44.0318       0.503131        40.6176                 NaN
  1175.83        500.000                 NaN            NaN   5.11383                 NaN            NaN   7.17234        2.55330        44.0330       0.503745        40.6238                 NaN
  1174.80        500.000                 NaN            NaN   5.06685                 NaN            NaN   7.17368        2.58311        44.0326       0.505307        40.6384                 NaN
  1173.77        500.000                 NaN            NaN   5.04753                 NaN            NaN   7.16645        2.58573        44.0539       0.506805        40.6395                 NaN
  1172.74        500.000                 NaN            NaN   5.07548                 NaN            NaN   7.16983        2.57279        44.0424       0.504910        40.6346                 NaN
  1171.71        500.000                 NaN            NaN   5.06399                 NaN            NaN   7.16992        2.57955        44.0425       0.505360        40.6387                 NaN
  1170.68        500.000                 NaN            NaN   5.02900                 NaN            NaN   7.17094        2.59964        44.0438       0.506756        40.6499                 NaN
  1169.66        500.000                 NaN            NaN   4.98510                 NaN            NaN   7.16426        2.62045        44.0640       0.509079        40.6572                 NaN
  1168.63        500.000                 NaN            NaN   5.04937                 NaN            NaN   7.17470        2.59607        44.0252       0.505842        40.6488                 NaN
  1167.60        500.000                 NaN            NaN   5.02137                 NaN            NaN   7.17046        2.60481        44.0416       0.507118        40.6547                 NaN
  1166.57        500.000                 NaN            NaN   5.02840                 NaN            NaN   7.17370        2.60430        44.0322       0.506535        40.6548                 NaN
  1165.54        500.000                 NaN            NaN   4.99313                 NaN            NaN   7.16990        2.62219        44.0425       0.507854        40.6645                 NaN
  1164.52        500.000                 NaN            NaN   4.99369                 NaN            NaN   7.17222        2.62164        44.0398       0.507835        40.6648                 NaN
  1163.49        500.000                 NaN            NaN   4.98183                 NaN            NaN   7.17223        2.62869        44.0401       0.508220        40.6689                 NaN
  1162.46        500.000                 NaN            NaN   4.98510                 NaN            NaN   7.17272        2.62684        44.0386       0.507966        40.6687                 NaN
  1161.43        500.000                 NaN            NaN   4.97546                 NaN            NaN   7.17279        2.63253        44.0387       0.508287        40.6722                 NaN
  1160.40        500.000                 NaN            NaN   4.95819                 NaN            NaN   7.17271        2.64283        44.0393       0.508966        40.6780                 NaN
  1159.37        500.000                 NaN            NaN   4.94496                 NaN            NaN   7.17266        2.65056        44.0401       0.509431        40.6823                 NaN
  1158.35        500.000                 NaN            NaN   4.92727                 NaN            NaN   7.17633        2.65946        44.0405       0.510575        40.6859                 NaN
  1157.32        500.000                 NaN            NaN   4.92520                 NaN            NaN   7.17279        2.66234        44.0400       0.510095        40.6896                 NaN
  1156.29        500.000                 NaN            NaN   4.93409                 NaN            NaN   7.17417        2.65938        44.0339       0.509603        40.6888                 NaN
  1155.26        500.000                 NaN            NaN   4.90840                 NaN            NaN   7.17311        2.67242        44.0394       0.510630        40.6961                 NaN
  1154.23        500.000                 NaN            NaN   4.91252                 NaN            NaN   7.17375        2.67047        44.0371       0.510344        40.6959                 NaN
  1153.20        500.000                 NaN            NaN   4.91219                 NaN            NaN   7.17456        2.67397        44.0312       0.510416        40.6977                 NaN
  1152.18        500.000                 NaN            NaN   4.88328                 NaN            NaN   7.17378        2.68742        44.0385       0.511421        40.7056                 NaN
  1151.15        500.000                 NaN            NaN   4.89201                 NaN            NaN   7.17506        2.68497        44.0319       0.510958        40.7051                 NaN
  1150.12        500.000                 NaN            NaN   4.88167                 NaN            NaN   7.17447        2.68885        44.0357       0.511294        40.7080                 NaN
  1149.09        500.000                 NaN            NaN   4.85992                 NaN            NaN   7.17416        2.70152        44.0373       0.512173        40.7150                 NaN
  1148.06        500.000                 NaN            NaN   4.85319                 NaN            NaN   7.17432        2.70563        44.0367       0.512377        40.7177                 NaN
  1147.04        500.000                 NaN            NaN   4.84658                 NaN            NaN   7.17428        2.70906        44.0374       0.512604        40.7200                 NaN
  1146.01        500.000                 NaN            NaN   4.83546                 NaN            NaN   7.17405        2.71528        44.0386       0.513035        40.7236                 NaN
  1144.98        500.000                 NaN            NaN   4.83397                 NaN            NaN   7.17503        2.71706        44.0353       0.512946        40.7257                 NaN
  1143.95        500.000                 NaN            NaN   4.82330                 NaN            NaN   7.17496        2.72299        44.0363       0.513336        40.7292                 NaN
  1142.92        500.000                 NaN            NaN   4.82906                 NaN            NaN   7.17585        2.72063        44.0324       0.512938        40.7291                 NaN
  1141.89        500.000                 NaN            NaN   4.82157                 NaN            NaN   7.17603        2.72511        44.0320       0.513175        40.7321                 NaN
  1140.87        500.000                 NaN            NaN   4.78773                 NaN            NaN   7.17281        2.74169        44.0434       0.514903        40.7394                 NaN
  1139.84        500.000                 NaN            NaN   4.79579                 NaN            NaN   7.17609        2.74025        44.0325       0.514173        40.7412                 NaN
  1138.81        500.000                 NaN            NaN   4.78974                 NaN            NaN   7.17681        2.74392        44.0315       0.514290        40.7437                 NaN
  1137.78        500.000                 NaN            NaN   4.79001                 NaN            NaN   7.17697        2.74407        44.0300       0.514207        40.7447                 NaN
  1136.75        500.000                 NaN            NaN   4.79190                 NaN            NaN   7.17975        2.74970        44.0170       0.514044        40.7476                 NaN
  1135.73        500.000                 NaN            NaN   4.78648                 NaN            NaN   7.17989        2.75327        44.0158       0.514219        40.7504                 NaN
  1134.70        500.000                 NaN            NaN   4.77751                 NaN            NaN   7.18164        2.75825        44.0153       0.514449        40.7528                 NaN
  1133.67        500.000                 NaN            NaN   4.76743                 NaN            NaN   7.17792        2.75826        44.0267       0.514839        40.7549                 NaN
  1132.64        500.000                 NaN            NaN   4.76892                 NaN            NaN   7.18544        2.76441        44.0082       0.514307        40.7587                 NaN
  1131.61        500.000                 NaN            NaN   4.74635                 NaN            NaN   7.17816        2.77036        44.0270       0.515612        40.7625                 NaN
  1130.58        500.000                 NaN            NaN   4.73996                 NaN            NaN   7.17836        2.77439        44.0261       0.515785        40.7654                 NaN
  1129.56        500.000                 NaN            NaN   4.74763                 NaN            NaN   7.18025        2.77381        44.0173       0.515370        40.7657                 NaN
  1128.53        500.000                 NaN            NaN   4.74119                 NaN            NaN   7.18019        2.78084        44.0126       0.515555        40.7697                 NaN
  1127.50        500.000                 NaN            NaN   4.73643                 NaN            NaN   7.18210        2.78352        44.0103       0.515690        40.7720                 NaN
  1126.47        500.000                 NaN            NaN   4.73018                 NaN            NaN   7.18242        2.78730        44.0096       0.515876        40.7747                 NaN
  1125.44        500.000                 NaN            NaN   4.72418                 NaN            NaN   7.18133        2.78806        44.0142       0.516052        40.7762                 NaN
  1124.41        500.000                 NaN            NaN   4.70392                 NaN            NaN   7.18012        2.79642        44.0212       0.516890        40.7815                 NaN
  1123.39        500.000                 NaN            NaN   4.69883                 NaN            NaN   7.18035        2.79950        44.0205       0.517027        40.7838                 NaN
  1122.36        500.000                 NaN            NaN   4.69361                 NaN            NaN   7.18065        2.80273        44.0196       0.517171        40.7862                 NaN
  1121.33        500.000                 NaN            NaN   4.70785                 NaN            NaN   7.18270        2.79963        44.0083       0.516513        40.7850                 NaN
  1120.30        500.000                 NaN            NaN   4.69706                 NaN            NaN   7.18339        2.80608        44.0073       0.516864        40.7893                 NaN
  1119.27        500.000                 NaN            NaN   4.68848                 NaN            NaN   7.18346        2.81122        44.0071       0.517170        40.7925                 NaN
  1118.25        500.000                 NaN            NaN   4.67276                 NaN            NaN   7.18192        2.81570        44.0157       0.517750        40.7962                 NaN
  1117.22        500.000                 NaN            NaN   4.68357                 NaN            NaN   7.18506        2.81637        44.0007       0.517185        40.7971                 NaN
  1116.19        500.000                 NaN            NaN   4.66420                 NaN            NaN   7.18264        2.82116        44.0134       0.517954        40.8007                 NaN
  1115.16        500.000                 NaN            NaN   4.65756                 NaN            NaN   7.18296        2.82521        44.0125       0.518169        40.8036                 NaN
  1114.13        500.000                 NaN            NaN   4.66839                 NaN            NaN   7.18604        2.82579        43.9977       0.517604        40.8044                 NaN
  1113.10        500.000                 NaN            NaN   4.65048                 NaN            NaN   7.18366        2.82983        44.0101       0.518290        40.8076                 NaN
  1112.08        500.000                 NaN            NaN   4.65940                 NaN            NaN   7.18675        2.83146        43.9955       0.517830        40.8091                 NaN
  1111.05        500.000                 NaN            NaN   4.64047                 NaN            NaN   7.18440        2.83608        44.0079       0.518577        40.8126                 NaN
  1110.02        500.000                 NaN            NaN   4.63572                 NaN            NaN   7.18475        2.83907        44.0068       0.518705        40.8150                 NaN
  1108.99        500.000                 NaN            NaN   4.64779                 NaN            NaN   7.18788        2.83895        43.9918       0.518077        40.8155                 NaN
  1107.96        500.000                 NaN            NaN   4.62766                 NaN            NaN   7.18551        2.84426        44.0043       0.518890        40.8194                 NaN
  1106.93        500.000                 NaN            NaN   4.62363                 NaN            NaN   7.18616        2.84711        44.0022       0.518981        40.8219                 NaN
  1105.91        500.000                 NaN            NaN   4.61865                 NaN            NaN   7.18630        2.85005        44.0018       0.519119        40.8241                 NaN
  1104.88        500.000                 NaN            NaN   4.54204                 NaN            NaN   7.19605        2.90334        43.9818       0.521195        40.8555                 NaN
  1103.85        500.000                 NaN            NaN   4.60187                 NaN            NaN   7.18584        2.85960        44.0026       0.519807        40.8303                 NaN
  1102.82        500.000                 NaN            NaN   4.60077                 NaN            NaN   7.18742        2.86166        43.9980       0.519727        40.8324                 NaN
  1101.79        500.000                 NaN            NaN   4.60048                 NaN            NaN   7.18808        2.86154        43.9970       0.519712        40.8332                 NaN
  1100.77        500.000                 NaN            NaN   4.59762                 NaN            NaN   7.18907        2.86582        43.9914       0.519698        40.8364                 NaN
  1099.74        500.000                 NaN            NaN   4.59434                 NaN            NaN   7.18951        2.86802        43.9899       0.519756        40.8385                 NaN
  1098.71        500.000                 NaN            NaN   4.59106                 NaN            NaN   7.18995        2.87022        43.9884       0.519815        40.8405                 NaN
  1097.68        500.000                 NaN            NaN   4.58778                 NaN            NaN   7.19039        2.87242        43.9870       0.519874        40.8426                 NaN
  1096.65        500.000                 NaN            NaN   4.58451                 NaN            NaN   7.19082        2.87461        43.9855       0.519934        40.8446                 NaN
  1095.62        500.000                 NaN            NaN   4.58123                 NaN            NaN   7.19126        2.87680        43.9840       0.519994        40.8467                 NaN
  1094.60        500.000                 NaN            NaN   4.57797                 NaN            NaN   7.19170        2.87898        43.9826       0.520054        40.8487                 NaN
  1093.57        500.000                 NaN            NaN   4.57471                 NaN            NaN   7.19214        2.88116        43.9811       0.520114        40.8508                 NaN
  1092.54        500.000                 NaN            NaN   4.57145                 NaN            NaN   7.19257        2.88334        43.9797       0.520175        40.8528                 NaN
  1091.51        500.000                 NaN            NaN   4.56820                 NaN            NaN   7.19301        2.88551        43.9782       0.520236        40.8548                 NaN
  1090.48        500.000                 NaN            NaN   4.56502                 NaN            NaN   7.19265        2.88598        43.9802       0.520264        40.8559                 NaN
  1089.46        500.000                 NaN            NaN   4.56173                 NaN            NaN   7.19389        2.88984        43.9753       0.520357        40.8589                 NaN
  1088.43        500.000                 NaN            NaN   4.55851                 NaN            NaN   7.19433        2.89199        43.9738       0.520418        40.8610                 NaN
  1087.40        500.000                 NaN            NaN   4.55529                 NaN            NaN   7.19477        2.89415        43.9723       0.520479        40.8630                 NaN
  1086.37        500.000                 NaN            NaN   4.55193                 NaN            NaN   7.19469        2.89533        43.9731       0.520530        40.8644                 NaN
  1085.34        500.000                 NaN            NaN   4.54888                 NaN            NaN   7.19566        2.89843        43.9694       0.520601        40.8671                 NaN
  1084.31        500.000                 NaN            NaN   4.54570                 NaN            NaN   7.19611        2.90057        43.9679       0.520662        40.8691                 NaN
  1083.29        500.000                 NaN            NaN   4.54252                 NaN            NaN   7.19655        2.90270        43.9664       0.520722        40.8711                 NaN
  1082.26        500.000                 NaN            NaN   4.53935                 NaN            NaN   7.19701        2.90482        43.9649       0.520783        40.8732                 NaN
  1081.23        500.000                 NaN            NaN   4.53620                 NaN            NaN   7.19746        2.90694        43.9634       0.520843        40.8752                 NaN
  1080.20        500.000                 NaN            NaN   4.53306                 NaN            NaN   7.19792        2.90905        43.9618       0.520904        40.8772                 NaN
  1079.17        500.000                 NaN            NaN   4.45961                 NaN            NaN   7.20101        2.95000        43.9654       0.523538        40.9005                 NaN
  1078.14        500.000                 NaN            NaN   4.52279                 NaN            NaN   7.19797        2.91375        43.9628       0.521205        40.8815                 NaN
  1077.12        500.000                 NaN            NaN   4.51167                 NaN            NaN   7.19840        2.91977        43.9630       0.521591        40.8856                 NaN
  1076.09        500.000                 NaN            NaN   4.50977                 NaN            NaN   7.19873        2.92120        43.9613       0.521638        40.8874                 NaN
  1075.06        500.000                 NaN            NaN   4.50602                 NaN            NaN   7.19933        2.92365        43.9595       0.521763        40.8897                 NaN
  1074.03        500.000                 NaN            NaN   4.50290                 NaN            NaN   7.20098        2.92560        43.9571       0.521856        40.8916                 NaN
  1073.00        500.000                 NaN            NaN   4.49931                 NaN            NaN   7.20237        2.92821        43.9532       0.522289        40.8946                 NaN
  1071.98        500.000                 NaN            NaN   4.50279                 NaN            NaN   7.20061        2.92654        43.9545       0.521630        40.8939                 NaN
  1070.95        500.000                 NaN            NaN   4.45889                 NaN            NaN   7.20079        2.94952        43.9614       0.523467        40.9059                 NaN
  1069.92        500.000                 NaN            NaN   4.45881                 NaN            NaN   7.20076        2.94946        43.9609       0.523458        40.9066                 NaN
  1068.89        500.000                 NaN            NaN   4.45872                 NaN            NaN   7.20073        2.94940        43.9604       0.523449        40.9073                 NaN
  1067.86        500.000                 NaN            NaN   4.45863                 NaN            NaN   7.20071        2.94934        43.9599       0.523440        40.9080                 NaN
  1066.83        500.000                 NaN            NaN   4.48059                 NaN            NaN   7.20286        2.94082        43.9480       0.522314        40.9055                 NaN
  1065.81        500.000                 NaN            NaN   4.45845                 NaN            NaN   7.20065        2.94922        43.9589       0.523423        40.9093                 NaN
  1064.78        500.000                 NaN            NaN   4.45836                 NaN            NaN   7.20063        2.94916        43.9584       0.523414        40.9100                 NaN
  1063.75        500.000                 NaN            NaN   4.45827                 NaN            NaN   7.20060        2.94910        43.9579       0.523405        40.9107                 NaN
  1062.72        500.000                 NaN            NaN   4.46800                 NaN            NaN   7.20281        2.94661        43.9484       0.522740        40.9115                 NaN
  1061.69        500.000                 NaN            NaN   4.46661                 NaN            NaN   7.20304        2.94751        43.9473       0.522761        40.9128                 NaN
  1060.67        500.000                 NaN            NaN   4.46398                 NaN            NaN   7.20285        2.94846        43.9479       0.522862        40.9139                 NaN
  1059.64        500.000                 NaN            NaN   4.45791                 NaN            NaN   7.20049        2.94886        43.9559       0.523370        40.9134                 NaN
  1058.61        500.000                 NaN            NaN   4.45782                 NaN            NaN   7.20046        2.94880        43.9555       0.523361        40.9141                 NaN
  1057.58        500.000                 NaN            NaN   4.46239                 NaN            NaN   7.20267        2.94929        43.9467       0.522958        40.9160                 NaN
  1056.55        500.000                 NaN            NaN   4.45377                 NaN            NaN   7.20847        2.95964        43.9293       0.522726        40.9261                 NaN
  1055.52        500.000                 NaN            NaN   4.45239                 NaN            NaN   7.20899        2.96081        43.9275       0.522707        40.9276                 NaN
  1054.50        500.000                 NaN            NaN   4.44997                 NaN            NaN   7.20959        2.96257        43.9255       0.522747        40.9296                 NaN
  1053.47        500.000                 NaN            NaN   4.44756                 NaN            NaN   7.21018        2.96434        43.9236       0.522776        40.9316                 NaN
  1052.44        500.000                 NaN            NaN   4.44445                 NaN            NaN   7.21070        2.96648        43.9219       0.522836        40.9337                 NaN
  1051.41        500.000                 NaN            NaN   4.44412                 NaN            NaN   7.21131        2.96712        43.9196       0.522785        40.9350                 NaN
  1050.38        500.000                 NaN            NaN   4.45016                 NaN            NaN   7.21032        2.96351        43.9206       0.522641        40.9328                 NaN
  1049.35        500.000                 NaN            NaN   4.43681                 NaN            NaN   7.21314        2.97199        43.9155       0.522978        40.9396                 NaN
  1048.33        500.000                 NaN            NaN   4.43635                 NaN            NaN   7.21307        2.97253        43.9142       0.522916        40.9409                 NaN
  1047.30        500.000                 NaN            NaN   4.45684                 NaN            NaN   7.20017        2.94815        43.9500       0.523264        40.9216                 NaN
  1046.27        500.000                 NaN            NaN   4.45675                 NaN            NaN   7.20014        2.94809        43.9495       0.523255        40.9222                 NaN
  1045.24        500.000                 NaN            NaN   4.42962                 NaN            NaN   7.21471        2.97753        43.9085       0.522994        40.9466                 NaN
  1044.21        500.000                 NaN            NaN   4.43259                 NaN            NaN   7.21618        2.97834        43.9021       0.522780        40.9480                 NaN
  1043.19        500.000                 NaN            NaN   4.42998                 NaN            NaN   7.21678        2.98020        43.9001       0.522827        40.9501                 NaN
  1042.16        500.000                 NaN            NaN   4.42739                 NaN            NaN   7.21739        2.98205        43.8982       0.522874        40.9521                 NaN
  1041.13        500.000                 NaN            NaN   4.42482                 NaN            NaN   7.21800        2.98389        43.8963       0.522920        40.9541                 NaN
  1040.10        500.000                 NaN            NaN   4.42226                 NaN            NaN   7.21861        2.98572        43.8943       0.522965        40.9561                 NaN
  1039.07        500.000                 NaN            NaN   4.41971                 NaN            NaN   7.21922        2.98755        43.8924       0.523011        40.9581                 NaN
  1038.04        500.000                 NaN            NaN   4.41719                 NaN            NaN   7.21984        2.98936        43.8904       0.523056        40.9602                 NaN
  1037.02        500.000                 NaN            NaN   4.41872                 NaN            NaN   7.22086        2.99004        43.8860       0.522896        40.9614                 NaN
  1035.99        500.000                 NaN            NaN   4.41671                 NaN            NaN   7.22155        2.99172        43.8837       0.522916        40.9634                 NaN
  1034.96        500.000                 NaN            NaN   4.41470                 NaN            NaN   7.22223        2.99340        43.8814       0.522935        40.9653                 NaN
  1033.93        500.000                 NaN            NaN   4.41270                 NaN            NaN   7.22292        2.99506        43.8791       0.522955        40.9673                 NaN
  1032.90        500.000                 NaN            NaN   4.41070                 NaN            NaN   7.22360        2.99672        43.8768       0.522974        40.9692                 NaN
  1031.87        500.000                 NaN            NaN   4.40137                 NaN            NaN   7.22363        3.00060        43.8785       0.523371        40.9725                 NaN
  1030.85        500.000                 NaN            NaN   4.39869                 NaN            NaN   7.22425        3.00248        43.8766       0.523428        40.9746                 NaN
  1029.82        500.000                 NaN            NaN   4.40307                 NaN            NaN   7.22500        3.00117        43.8729       0.523093        40.9748                 NaN
  1028.79        500.000                 NaN            NaN   4.40148                 NaN            NaN   7.22580        3.00280        43.8701       0.523096        40.9767                 NaN
  1027.76        500.000                 NaN            NaN   4.39988                 NaN            NaN   7.22659        3.00441        43.8674       0.523097        40.9786                 NaN
  1026.73        500.000                 NaN            NaN   4.39824                 NaN            NaN   7.22737        3.00601        43.8647       0.523102        40.9806                 NaN
  1025.71        500.000                 NaN            NaN   4.38986                 NaN            NaN   7.22693        3.00849        43.8682       0.523424        40.9831                 NaN
  1024.68        500.000                 NaN            NaN   4.39152                 NaN            NaN   7.22781        3.00887        43.8643       0.523255        40.9842                 NaN
  1023.65        500.000                 NaN            NaN   4.39116                 NaN            NaN   7.22896        3.01051        43.8600       0.523205        40.9862                 NaN
  1022.62        500.000                 NaN            NaN   4.39018                 NaN            NaN   7.22996        3.01216        43.8564       0.523183        40.9882                 NaN
  1021.59        500.000                 NaN            NaN   4.38902                 NaN            NaN   7.23092        3.01381        43.8530       0.523168        40.9901                 NaN
  1020.56        500.000                 NaN            NaN   4.37964                 NaN            NaN   7.23039        3.01643        43.8571       0.523540        40.9929                 NaN
  1019.54        500.000                 NaN            NaN   4.38591                 NaN            NaN   7.23253        3.01700        43.8474       0.523176        40.9940                 NaN
  1018.51        500.000                 NaN            NaN   4.37793                 NaN            NaN   7.23099        3.01746        43.8549       0.523434        40.9953                 NaN
  1017.48        500.000                 NaN            NaN   4.37646                 NaN            NaN   7.23175        3.01887        43.8524       0.523429        40.9971                 NaN
  1016.45        500.000                 NaN            NaN   4.37472                 NaN            NaN   7.23245        3.02030        43.8501       0.523436        40.9990                 NaN
  1015.42        500.000                 NaN            NaN   4.37302                 NaN            NaN   7.23315        3.02172        43.8478       0.523442        41.0009                 NaN
  1014.40        500.000                 NaN            NaN   4.37094                 NaN            NaN   7.23405        3.02348        43.8450       0.523471        41.0030                 NaN
  1013.37        500.000                 NaN            NaN   4.36924                 NaN            NaN   7.23476        3.02489        43.8427       0.523477        41.0049                 NaN
  1012.34        500.000                 NaN            NaN   4.36756                 NaN            NaN   7.23549        3.02630        43.8404       0.523483        41.0068                 NaN
  1011.31        500.000                 NaN            NaN   4.36590                 NaN            NaN   7.23621        3.02771        43.8380       0.523488        41.0087                 NaN
  1010.28        500.000                 NaN            NaN   4.36425                 NaN            NaN   7.23694        3.02910        43.8357       0.523492        41.0105                 NaN
  1009.25        500.000                 NaN            NaN   4.36397                 NaN            NaN   7.23767        3.02998        43.8329       0.523424        41.0120                 NaN
  1008.23        500.000                 NaN            NaN   4.36241                 NaN            NaN   7.23840        3.03134        43.8305       0.523424        41.0139                 NaN
  1007.20        500.000                 NaN            NaN   4.36088                 NaN            NaN   7.23915        3.03269        43.8281       0.523423        41.0157                 NaN
  1006.17        500.000                 NaN            NaN   4.35937                 NaN            NaN   7.23990        3.03403        43.8257       0.523421        41.0176                 NaN
  1005.14        500.000                 NaN            NaN   4.35585                 NaN            NaN   7.24059        3.03604        43.8241       0.523516        41.0199                 NaN
  1004.11        500.000                 NaN            NaN   4.35633                 NaN            NaN   7.24139        3.03670        43.8209       0.523418        41.0213                 NaN
  1003.08        500.000                 NaN            NaN   4.35525                 NaN            NaN   7.24241        3.03836        43.8173       0.523408        41.0233                 NaN
  1002.06        500.000                 NaN            NaN   4.35371                 NaN            NaN   7.24312        3.03960        43.8151       0.523405        41.0251                 NaN
  1001.03        500.000                 NaN            NaN   4.35221                 NaN            NaN   7.24384        3.04084        43.8128       0.523401        41.0269                 NaN
  1000.00        500.000                 NaN            NaN   4.35074                 NaN            NaN   7.24457        3.04207        43.8105       0.523395        41.0287                 NaN
